ara,ohc14,E20,E38
0.0,0.0,0.04140655888539647,0.01446498390475903
0.0,0.078,0.06349038442471601,0.019484306088550642
0.0,0.313,0.0707737762071741,0.026708306777786656
0.0,1.25,0.05347385852480429,0.027317560172982442
0.0,5.0,0.04817795967889265,0.02726969324516136
0.0,20.0,0.049077670492080616,0.028075517632034294
0.051,0.0,0.044805918005883696,0.013334514089226744
0.051,0.078,0.07736514536338682,0.019007568121731076
0.051,0.313,0.09281689424030917,0.02945187832165932
0.051,1.25,0.06877863891168777,0.030716753696105378
0.051,5.0,0.061913209711018734,0.032011340928473846
0.051,20.0,0.06246428544870419,0.03442528494114199
0.203,0.0,0.06675444489317546,0.013690055217745087
0.203,0.078,0.20121453612040113,0.029378211034369477
0.203,0.313,0.3910986035747326,0.0717983684013139
0.203,1.25,0.3177909078327996,0.07528054268600072
0.203,5.0,0.2802907775428985,0.08212562669757847
0.203,20.0,0.2844806434279254,0.09161659504770878
0.8125,0.0,0.13811504506907282,0.017061050320090348
0.8125,0.078,0.6543977034439968,0.12566860919439923
0.8125,0.313,1.6185787758029229,0.35789375199113466
0.8125,1.25,1.3696271436338434,0.37786392723271245
0.8125,5.0,1.357277723226866,0.405079189727003
0.8125,20.0,1.3638675707359325,0.4405125937851363
3.25,0.0,0.3062377288021791,0.02444108817162416
3.25,0.078,1.1901699453444388,0.21120303138560806
3.25,0.313,2.3933513394409345,0.7068993176782677
3.25,1.25,2.212278594929242,0.7683287118496669
3.25,5.0,2.1446510146827213,0.7757556736510445
3.25,20.0,2.1248326965412376,0.8336774173274646
13.0,0.0,0.4348893971201708,0.030232819713968375
13.0,0.078,1.365059438110556,0.3014486244797476
13.0,0.313,2.59407088662339,0.7981326494662561
13.0,1.25,2.3550310556193144,0.9030632481910179
13.0,5.0,2.307379119330835,0.9326395385965954
13.0,20.0,2.248110749386786,0.9976883614417641
