time,araC-pBAD/Ara_0,araC-pBAD/Ara_1,araC-pBAD/Ara_2,araC-pBAD/Ara_3,araC-pBAD/Ara_4,araC-pBAD/Ara_5,araC-pBAD/Ara_6,araC-pBAD/Ara_7,araC-pBAD/Ara_8,araC-pBAD/Ara_9,araC-pBAD/Ara_10,araC-pBAD/Ara_11,pBAD-rJ/Ara_0,pBAD-rJ/Ara_1,pBAD-rJ/Ara_2,pBAD-rJ/Ara_3,pBAD-rJ/Ara_4,pBAD-rJ/Ara_5,pBAD-rJ/Ara_6,pBAD-rJ/Ara_7,pBAD-rJ/Ara_8,pBAD-rJ/Ara_9,pBAD-rJ/Ara_10,pBAD-rJ/Ara_11,araC-pBAD-rJ/Ara_0,araC-pBAD-rJ/Ara_1,araC-pBAD-rJ/Ara_2,araC-pBAD-rJ/Ara_3,araC-pBAD-rJ/Ara_4,araC-pBAD-rJ/Ara_5,araC-pBAD-rJ/Ara_6,araC-pBAD-rJ/Ara_7,araC-pBAD-rJ/Ara_8,araC-pBAD-rJ/Ara_9,araC-pBAD-rJ/Ara_10,araC-pBAD-rJ/Ara_11,cymRC-pCymRC-rJ/Cuma_0,cymRC-pCymRC-rJ/Cuma_1,cymRC-pCymRC-rJ/Cuma_2,cymRC-pCymRC-rJ/Cuma_3,cymRC-pCymRC-rJ/Cuma_4,cymRC-pCymRC-rJ/Cuma_5,cymRC-pCymRC-rJ/Cuma_6,cymRC-pCymRC-rJ/Cuma_7,cymRC-pCymRC-rJ/Cuma_8,cymRC-pCymRC-rJ/Cuma_9,cymRC-pCymRC-rJ/Cuma_10,cymRC-pCymRC-rJ/Cuma_11,pCymRC-rJ/Cuma_0,pCymRC-rJ/Cuma_1,pCymRC-rJ/Cuma_2,pCymRC-rJ/Cuma_3,pCymRC-rJ/Cuma_4,pCymRC-rJ/Cuma_5,pCymRC-rJ/Cuma_6,pCymRC-rJ/Cuma_7,pCymRC-rJ/Cuma_8,pCymRC-rJ/Cuma_9,pCymRC-rJ/Cuma_10,pCymRC-rJ/Cuma_11,pLux2-rJ/AHL_0,pLux2-rJ/AHL_1,pLux2-rJ/AHL_2,pLux2-rJ/AHL_3,pLux2-rJ/AHL_4,pLux2-rJ/AHL_5,pLux2-rJ/AHL_6,pLux2-rJ/AHL_7,pLux2-rJ/AHL_8,pLux2-rJ/AHL_9,pLux2-rJ/AHL_10,pLux2-rJ/AHL_11,cymRC-pCymRC-rJ/Cuma.1_0,cymRC-pCymRC-rJ/Cuma.1_1,cymRC-pCymRC-rJ/Cuma.1_2,cymRC-pCymRC-rJ/Cuma.1_3,cymRC-pCymRC-rJ/Cuma.1_4,cymRC-pCymRC-rJ/Cuma.1_5,cymRC-pCymRC-rJ/Cuma.1_6,cymRC-pCymRC-rJ/Cuma.1_7,cymRC-pCymRC-rJ/Cuma.1_8,cymRC-pCymRC-rJ/Cuma.1_9,cymRC-pCymRC-rJ/Cuma.1_10,cymRC-pCymRC-rJ/Cuma.1_11,blank-kan_0,blank-kan_1,negative-control-kan_0,negative-control-kan_1,blank-amp_0,blank-amp_1,negative-control-amp_0,negative-control-amp_1,positive-control-amp_0,positive-control-amp_1
0,16.0,11.0,19.0,8.0,18.0,3.0,16.0,16.0,5.0,8.0,22.0,23.0,-77.0,31.0,55.0,59.0,34.0,48.0,52.0,30.0,51.0,46.0,57.0,46.0,47.0,44.0,65.0,46.0,45.0,37.0,56.0,46.0,56.0,55.0,55.0,36.0,35.0,22.0,57.0,40.0,36.0,46.0,43.0,31.0,40.0,30.0,30.0,40.0,28.0,36.0,34.0,20.0,31.0,39.0,36.0,27.0,21.0,32.0,30.0,37.0,45.0,43.0,34.0,31.0,40.0,43.0,32.0,37.0,43.0,38.0,29.0,22.0,12.0,23.0,31.0,25.0,22.0,18.0,24.0,18.0,27.0,16.0,27.0,18.0,,,42.0,18.0,,,14.0,48.0,520.0,427.0
20,19.0,16.0,26.0,11.0,9.0,11.0,20.0,5.0,18.0,8.0,19.0,19.0,-72.0,22.0,48.0,38.0,28.0,38.0,41.0,26.0,30.0,46.0,53.0,35.0,31.0,31.0,47.0,45.0,42.0,41.0,43.0,43.0,38.0,43.0,46.0,39.0,31.0,33.0,41.0,42.0,24.0,36.0,37.0,30.0,31.0,31.0,34.0,35.0,28.0,33.0,50.0,27.0,31.0,30.0,31.0,37.0,37.0,53.0,51.0,60.0,40.0,42.0,45.0,37.0,24.0,29.0,34.0,33.0,36.0,26.0,32.0,32.0,28.0,29.0,25.0,18.0,26.0,3.0,11.0,1.0,22.0,32.0,23.0,30.0,,,37.0,20.0,,,33.0,47.0,475.0,452.0
40,27.0,23.0,12.0,16.0,11.0,20.0,7.0,12.0,10.0,17.0,6.0,14.0,-78.0,30.0,38.0,48.0,29.0,41.0,36.0,36.0,36.0,48.0,43.0,47.0,30.0,33.0,35.0,43.0,30.0,40.0,37.0,33.0,33.0,30.0,40.0,36.0,34.0,30.0,44.0,31.0,21.0,32.0,28.0,39.0,44.0,59.0,65.0,71.0,27.0,33.0,25.0,21.0,34.0,54.0,134.0,199.0,204.0,242.0,228.0,249.0,37.0,30.0,34.0,26.0,27.0,30.0,41.0,39.0,48.0,58.0,51.0,57.0,28.0,32.0,18.0,9.0,25.0,12.0,16.0,18.0,35.0,67.0,75.0,70.0,,,36.0,24.0,,,23.0,33.0,654.0,615.0
60,31.5,11.5,31.5,25.5,14.5,27.5,23.5,18.5,15.5,22.5,34.5,29.5,-73.5,30.5,47.5,44.5,42.5,41.5,49.5,23.5,42.5,51.5,44.5,49.5,42.5,37.5,51.5,41.5,42.5,43.5,41.5,30.5,30.5,42.5,47.5,47.5,36.5,18.5,34.5,37.5,32.5,45.5,33.5,38.5,75.5,100.5,104.5,123.5,42.5,34.5,37.5,27.5,32.5,70.5,220.5,384.5,425.5,512.5,526.5,540.5,47.5,45.5,35.5,18.5,28.5,34.5,67.5,88.5,99.5,102.5,122.5,125.5,38.5,17.5,21.5,25.5,21.5,15.5,22.5,30.5,80.5,103.5,121.5,127.5,,,31.5,20.5,,,34.5,47.5,882.5,840.5
80,8.0,15.0,24.0,11.0,9.0,15.0,21.0,13.0,16.0,9.0,18.0,17.0,-82.0,20.0,45.0,31.0,31.0,30.0,31.0,20.0,25.0,35.0,39.0,49.0,45.0,27.0,30.0,38.0,32.0,35.0,35.0,38.0,19.0,29.0,33.0,34.0,35.0,18.0,27.0,23.0,17.0,25.0,30.0,36.0,75.0,117.0,140.0,164.0,25.0,26.0,25.0,21.0,32.0,63.0,247.0,510.0,696.0,901.0,940.0,983.0,51.0,41.0,19.0,20.0,35.0,39.0,83.0,141.0,169.0,189.0,197.0,210.0,22.0,14.0,16.0,14.0,29.0,0.0,24.0,25.0,79.0,130.0,158.0,178.0,,,32.0,23.0,,,33.5,33.5,1093.5,1084.5
100,36.5,30.5,27.5,28.5,20.5,24.5,12.5,11.5,21.5,20.5,24.5,41.5,-75.5,32.5,39.5,36.5,37.5,48.5,34.5,36.5,40.5,42.5,50.5,83.5,50.5,48.5,47.5,41.5,42.5,40.5,34.5,34.5,37.5,35.5,53.5,63.5,44.5,34.5,41.5,39.5,35.5,35.5,44.5,59.5,85.5,158.5,193.5,222.5,38.5,36.5,42.5,36.5,32.5,84.5,257.5,609.5,1037.5,1478.5,1578.5,1636.5,40.5,43.5,46.5,33.5,18.5,56.5,128.5,229.5,292.5,330.5,355.5,351.5,42.5,31.5,28.5,20.5,22.5,19.5,23.5,43.5,99.5,171.5,205.5,270.5,,,39.5,29.5,,,50.5,56.5,1327.5,1324.5
120,43.0,34.0,40.0,34.0,34.0,27.0,32.0,31.0,29.0,32.0,55.0,135.0,-59.0,45.0,45.0,48.0,56.0,51.0,53.0,38.0,52.0,52.0,70.0,234.0,47.0,56.0,54.0,56.0,55.0,46.0,52.0,49.0,33.0,46.0,72.0,136.0,55.0,37.0,57.0,46.0,37.0,34.0,52.0,60.0,101.0,196.0,250.0,302.0,60.0,47.0,43.0,42.0,40.0,90.0,261.0,649.0,1339.0,2251.0,2474.0,2613.0,48.0,52.0,47.0,49.0,42.0,69.0,189.0,347.0,440.0,485.0,516.0,529.0,52.0,36.0,35.0,30.0,25.0,30.0,34.0,55.0,115.0,211.0,278.0,384.0,,,53.0,41.0,,,60.0,65.0,1594.0,1611.0
140,64.0,54.0,64.0,54.0,54.0,53.0,50.0,39.0,46.0,38.0,105.0,513.0,-47.0,50.0,69.0,58.0,68.0,59.0,55.0,43.0,54.0,62.0,128.0,782.0,55.0,58.0,61.0,64.0,50.0,58.0,59.0,44.0,52.0,50.0,94.0,354.0,59.0,33.0,61.0,53.0,41.0,50.0,53.0,63.0,124.0,258.0,346.0,455.0,53.0,59.0,58.0,49.0,52.0,87.0,276.0,660.0,1596.0,3153.0,3661.0,3896.0,70.0,54.0,56.0,48.0,54.0,92.0,284.0,523.0,634.0,690.0,745.0,773.0,51.0,50.0,57.0,51.0,56.0,26.0,37.0,45.0,131.0,284.0,393.0,603.0,,,57.0,43.0,,,84.5,82.5,2004.5,2060.5
160,99.0,81.0,80.0,79.0,78.0,68.0,78.0,72.0,94.0,391.0,1660.0,3164.0,-24.0,79.0,96.0,89.0,89.0,82.0,82.0,50.0,85.0,199.0,724.0,2866.0,96.0,78.0,85.0,88.0,85.0,85.0,94.0,75.0,86.0,117.0,463.0,1789.0,84.0,70.0,91.0,88.0,77.0,77.0,83.0,101.0,161.0,407.0,610.0,808.0,87.0,76.0,82.0,84.0,79.0,116.0,267.0,695.0,1856.0,4176.0,5130.0,5463.0,83.0,84.0,89.0,73.0,73.0,139.0,516.0,859.0,1027.0,1113.0,1187.0,1227.0,84.0,69.0,63.0,75.0,70.0,62.0,67.0,70.0,190.0,476.0,697.0,1085.0,,,82.0,65.0,,,125.5,127.5,2585.5,2593.5
180,153.0,140.0,129.0,133.0,126.0,119.0,132.0,134.0,311.0,3307.0,7197.0,9099.0,39.0,134.0,157.0,142.0,124.0,141.0,138.0,103.0,373.0,3262.0,5603.0,9032.0,138.0,132.0,149.0,137.0,119.0,141.0,132.0,129.0,239.0,1363.0,4836.0,7677.0,119.0,95.0,124.0,114.0,105.0,102.0,110.0,149.0,296.0,924.0,1295.0,1714.0,123.0,114.0,116.0,105.0,104.0,143.0,314.0,784.0,2298.0,5458.0,6966.0,7502.0,130.0,135.0,134.0,115.0,130.0,337.0,1398.0,2124.0,2440.0,2641.0,2777.0,2831.0,101.0,90.0,99.0,104.0,116.0,82.0,90.0,116.0,369.0,1054.0,1497.0,2246.0,,,110.0,106.0,,,161.0,176.0,3428.0,3424.0
