time,araC-pBAD/Ara_0,araC-pBAD/Ara_1,araC-pBAD/Ara_2,araC-pBAD/Ara_3,araC-pBAD/Ara_4,araC-pBAD/Ara_5,araC-pBAD/Ara_6,araC-pBAD/Ara_7,araC-pBAD/Ara_8,araC-pBAD/Ara_9,araC-pBAD/Ara_10,araC-pBAD/Ara_11,pBAD-rJ/Ara_0,pBAD-rJ/Ara_1,pBAD-rJ/Ara_2,pBAD-rJ/Ara_3,pBAD-rJ/Ara_4,pBAD-rJ/Ara_5,pBAD-rJ/Ara_6,pBAD-rJ/Ara_7,pBAD-rJ/Ara_8,pBAD-rJ/Ara_9,pBAD-rJ/Ara_10,pBAD-rJ/Ara_11,araC-pBAD-rJ/Ara_0,araC-pBAD-rJ/Ara_1,araC-pBAD-rJ/Ara_2,araC-pBAD-rJ/Ara_3,araC-pBAD-rJ/Ara_4,araC-pBAD-rJ/Ara_5,araC-pBAD-rJ/Ara_6,araC-pBAD-rJ/Ara_7,araC-pBAD-rJ/Ara_8,araC-pBAD-rJ/Ara_9,araC-pBAD-rJ/Ara_10,araC-pBAD-rJ/Ara_11,cymRC-pCymRC-rJ/Cuma_0,cymRC-pCymRC-rJ/Cuma_1,cymRC-pCymRC-rJ/Cuma_2,cymRC-pCymRC-rJ/Cuma_3,cymRC-pCymRC-rJ/Cuma_4,cymRC-pCymRC-rJ/Cuma_5,cymRC-pCymRC-rJ/Cuma_6,cymRC-pCymRC-rJ/Cuma_7,cymRC-pCymRC-rJ/Cuma_8,cymRC-pCymRC-rJ/Cuma_9,cymRC-pCymRC-rJ/Cuma_10,cymRC-pCymRC-rJ/Cuma_11,pCymRC-rJ/Cuma_0,pCymRC-rJ/Cuma_1,pCymRC-rJ/Cuma_2,pCymRC-rJ/Cuma_3,pCymRC-rJ/Cuma_4,pCymRC-rJ/Cuma_5,pCymRC-rJ/Cuma_6,pCymRC-rJ/Cuma_7,pCymRC-rJ/Cuma_8,pCymRC-rJ/Cuma_9,pCymRC-rJ/Cuma_10,pCymRC-rJ/Cuma_11,pLux2-rJ/AHL_0,pLux2-rJ/AHL_1,pLux2-rJ/AHL_2,pLux2-rJ/AHL_3,pLux2-rJ/AHL_4,pLux2-rJ/AHL_5,pLux2-rJ/AHL_6,pLux2-rJ/AHL_7,pLux2-rJ/AHL_8,pLux2-rJ/AHL_9,pLux2-rJ/AHL_10,pLux2-rJ/AHL_11,cymRC-pCymRC-rJ/Cuma.1_0,cymRC-pCymRC-rJ/Cuma.1_1,cymRC-pCymRC-rJ/Cuma.1_2,cymRC-pCymRC-rJ/Cuma.1_3,cymRC-pCymRC-rJ/Cuma.1_4,cymRC-pCymRC-rJ/Cuma.1_5,cymRC-pCymRC-rJ/Cuma.1_6,cymRC-pCymRC-rJ/Cuma.1_7,cymRC-pCymRC-rJ/Cuma.1_8,cymRC-pCymRC-rJ/Cuma.1_9,cymRC-pCymRC-rJ/Cuma.1_10,cymRC-pCymRC-rJ/Cuma.1_11,blank-kan_0,blank-kan_1,negative-control-kan_0,negative-control-kan_1,blank-amp_0,blank-amp_1,negative-control-amp_0,negative-control-amp_1,positive-control-amp_0,positive-control-amp_1
200,219.5,219.5,217.5,211.5,202.5,202.5,222.5,290.5,1817.5,9893.5,15328.5,17038.5,151.5,232.5,248.5,219.5,224.5,226.5,241.5,197.5,2135.5,12356.5,15387.5,19227.5,213.5,202.5,215.5,202.5,192.5,197.5,205.5,267.5,813.5,6406.5,14845.5,17659.5,155.5,121.5,166.5,144.5,140.5,148.5,155.5,197.5,474.5,1606.5,2325.5,2991.5,164.5,155.5,149.5,144.5,145.5,183.5,353.5,947.5,3376.5,7805.5,9563.5,10237.5,203.5,185.5,181.5,165.5,224.5,650.5,2817.5,4411.5,5102.5,5403.5,5629.5,5817.5,144.5,128.5,146.5,139.5,148.5,134.5,138.5,168.5,607.5,1790.5,2639.5,3905.5,,,147.5,132.5,,,242.0,261.0,4631.0,4665.0
220,319.5,301.5,319.5,307.5,284.5,305.5,324.5,499.5,5438.5,19865.5,26109.5,27155.5,302.5,383.5,404.5,372.5,371.5,392.5,458.5,550.5,9187.5,25963.5,27683.5,30772.5,324.5,333.5,332.5,323.5,306.5,318.5,355.5,532.5,2710.5,17754.5,27753.5,29344.5,223.5,192.5,233.5,213.5,208.5,199.5,231.5,292.5,795.5,2613.5,3681.5,4602.5,228.5,225.5,225.5,199.5,213.5,269.5,435.5,1221.5,4623.5,11067.5,13751.5,14603.5,298.5,273.5,285.5,269.5,352.5,1110.5,4761.5,7693.5,8773.5,9258.5,9643.5,9992.5,227.5,198.5,211.5,195.5,219.5,201.5,215.5,271.5,1024.5,2923.5,4176.5,5987.5,,,203.5,195.5,,,311.5,363.5,6500.5,6455.5
240,434.5,407.5,424.5,408.5,387.5,406.5,444.5,686.5,9710.5,31413.5,38423.5,38869.5,446.5,541.5,546.5,535.5,523.5,551.5,655.5,1142.5,20639.5,42414.5,42538.5,44923.5,441.5,425.5,442.5,432.5,414.5,436.5,477.5,761.5,4893.5,33088.5,43015.5,43382.5,308.5,256.5,307.5,294.5,277.5,289.5,314.5,423.5,1210.5,3981.5,5554.5,6837.5,316.5,293.5,309.5,282.5,274.5,337.5,559.5,1698.5,6664.5,15327.5,18743.5,19977.5,391.5,369.5,376.5,358.5,480.5,1441.5,6051.5,10555.5,12443.5,13316.5,14005.5,14647.5,291.5,287.5,284.5,284.5,285.5,277.5,291.5,394.5,1561.5,4410.5,6237.5,8805.5,,,283.5,270.5,,,405.0,493.0,8864.0,8794.0
260,544.0,523.0,528.0,518.0,501.0,517.0,575.0,860.0,13194.0,45374.0,52409.0,51740.0,583.0,690.0,712.0,683.0,685.0,717.0,849.0,1624.0,33650.0,60826.0,59334.0,61115.0,570.0,560.0,559.0,559.0,543.0,545.0,626.0,962.0,6780.0,50412.0,60419.0,59240.0,405.0,354.0,388.0,378.0,370.0,374.0,414.0,583.0,1820.0,5922.0,8194.0,9861.0,419.0,386.0,394.0,353.0,351.0,429.0,742.0,2581.0,10059.0,22132.0,26250.0,27845.0,497.0,462.0,485.0,462.0,606.0,1668.0,6981.0,12888.0,15660.0,16885.0,17823.0,18633.0,405.0,366.0,382.0,376.0,376.0,380.0,394.0,558.0,2320.0,6464.0,9114.0,12578.0,,,368.0,364.0,,,517.5,619.5,11607.5,11348.5
280,639.0,637.0,631.0,633.0,612.0,635.0,707.0,1089.0,17542.0,58363.0,70203.0,67532.0,767.0,879.0,885.0,871.0,849.0,918.0,1100.0,2080.0,46359.0,80512.0,78363.0,79090.0,704.0,673.0,701.0,678.0,654.0,678.0,762.0,1228.0,8764.0,70288.0,79414.0,76415.0,483.0,428.0,475.0,463.0,448.0,459.0,487.0,725.0,2274.0,7190.0,10282.0,12400.0,480.0,468.0,459.0,445.0,443.0,511.0,897.0,3397.0,15428.0,31976.0,37148.0,39033.0,578.0,565.0,569.0,570.0,744.0,1919.0,8121.0,15291.0,19007.0,20713.0,22144.0,23094.0,476.0,444.0,453.0,455.0,455.0,460.0,487.0,681.0,2771.0,7750.0,11121.0,16089.0,,,448.0,418.0,,,607.5,714.5,13321.5,12814.5
300,740.5,728.5,732.5,708.5,695.5,705.5,798.5,1250.5,20429.5,70346.5,86728.5,85591.5,903.5,1048.5,1062.5,1042.5,1039.5,1126.5,1364.5,2860.5,61086.5,103787.5,97243.5,97274.5,820.5,797.5,809.5,809.5,792.5,800.5,919.5,1523.5,11275.5,91807.5,99578.5,94802.5,550.5,500.5,542.5,541.5,515.5,524.5,578.5,837.5,2563.5,7895.5,11353.5,13567.5,546.5,520.5,531.5,507.5,529.5,578.5,1011.5,4037.5,19958.5,44146.5,51750.5,53826.5,675.5,645.5,670.5,648.5,845.5,2229.5,9355.5,18587.5,23786.5,26266.5,28067.5,29543.5,540.5,531.5,524.5,524.5,526.5,527.5,545.5,789.5,3127.5,8462.5,12270.5,17771.5,,,516.5,506.5,,,702.0,810.0,15017.0,14100.0
320,831.5,805.5,811.5,788.5,795.5,793.5,879.5,1401.5,22862.5,78952.5,101686.5,103055.5,1025.5,1194.5,1199.5,1192.5,1216.5,1280.5,1563.5,3633.5,74971.5,127793.5,118200.5,117552.5,963.5,929.5,920.5,907.5,921.5,930.5,1059.5,1753.5,13361.5,117563.5,119436.5,113480.5,622.5,570.5,621.5,599.5,595.5,608.5,657.5,955.5,2822.5,8455.5,12108.5,14453.5,617.5,597.5,612.5,586.5,604.5,658.5,1143.5,4515.5,23142.5,53053.5,65239.5,69379.5,769.5,740.5,759.5,746.5,960.5,2461.5,10408.5,21403.5,28337.5,31576.5,34102.5,36100.5,618.5,615.5,608.5,588.5,603.5,603.5,631.5,892.5,3390.5,9002.5,13014.5,18817.5,,,589.5,564.5,,,788.0,923.0,16716.0,15476.0
340,914.0,890.0,884.0,895.0,878.0,914.0,981.0,1545.0,24577.0,86052.0,112955.0,117732.0,1153.0,1331.0,1350.0,1324.0,1362.0,1432.0,1733.0,4345.0,85885.0,156130.0,139222.0,137891.0,1061.0,1023.0,1043.0,1040.0,1037.0,1069.0,1181.0,1951.0,14896.0,145245.0,140570.0,134029.0,726.0,657.0,703.0,700.0,692.0,691.0,754.0,1059.0,3049.0,8967.0,12796.0,15176.0,712.0,689.0,682.0,660.0,663.0,760.0,1285.0,4986.0,25738.0,59989.0,75519.0,82010.0,852.0,846.0,825.0,852.0,1070.0,2638.0,10993.0,23430.0,31657.0,35967.0,38972.0,42180.0,708.0,680.0,691.0,681.0,693.0,683.0,718.0,995.0,3636.0,9526.0,13667.0,19818.0,,,664.0,653.0,,,862.5,982.5,18517.5,16733.5
360,1002.5,979.5,973.5,973.5,965.5,993.5,1087.5,1649.5,26024.5,92357.5,123560.5,130260.5,1237.5,1425.5,1451.5,1426.5,1463.5,1541.5,1853.5,4829.5,94284.5,185258.5,161643.5,159388.5,1174.5,1148.5,1132.5,1142.5,1130.5,1167.5,1320.5,2114.5,16028.5,170564.5,163123.5,154146.5,803.5,727.5,781.5,778.5,759.5,764.5,833.5,1159.5,3232.5,9467.5,13459.5,15992.5,785.5,762.5,773.5,737.5,753.5,827.5,1376.5,5414.5,27783.5,65255.5,82892.5,90869.5,937.5,901.5,916.5,915.5,1166.5,2759.5,11291.5,24520.5,34053.5,39048.5,43137.5,47004.5,783.5,761.5,774.5,757.5,762.5,762.5,792.5,1083.5,3863.5,10045.5,14328.5,20786.5,,,740.5,722.5,,,943.0,1089.0,20044.0,17832.0
380,1091.5,1044.5,1057.5,1045.5,1036.5,1062.5,1141.5,1735.5,26657.5,97332.5,132045.5,140334.5,1318.5,1531.5,1542.5,1536.5,1569.5,1648.5,1974.5,5160.5,100138.5,209354.5,185395.5,179395.5,1275.5,1231.5,1243.5,1233.5,1233.5,1247.5,1401.5,2231.5,16717.5,192367.5,185080.5,173673.5,866.5,818.5,861.5,835.5,829.5,842.5,883.5,1251.5,3429.5,9808.5,13942.5,16509.5,863.5,839.5,842.5,817.5,826.5,922.5,1506.5,5835.5,29909.5,69376.5,88676.5,97892.5,1028.5,994.5,995.5,1015.5,1229.5,2873.5,11546.5,25080.5,35213.5,41529.5,45891.5,50550.5,866.5,829.5,825.5,835.5,828.5,825.5,878.5,1161.5,4053.5,10328.5,14810.5,21372.5,,,799.5,783.5,,,1019.5,1147.5,21333.5,18683.5
400,1140.5,1135.5,1117.5,1105.5,1106.5,1131.5,1210.5,1798.5,27178.5,100746.5,139065.5,149583.5,1380.5,1610.5,1609.5,1609.5,1649.5,1728.5,2064.5,5364.5,103714.5,230984.5,209505.5,200396.5,1365.5,1294.5,1298.5,1291.5,1315.5,1348.5,1484.5,2320.5,17137.5,210120.5,208383.5,193243.5,950.5,878.5,941.5,918.5,898.5,925.5,979.5,1330.5,3564.5,10077.5,14258.5,16911.5,927.5,901.5,911.5,883.5,893.5,978.5,1597.5,6132.5,31575.5,73128.5,93556.5,103929.5,1094.5,1067.5,1055.5,1063.5,1301.5,2949.5,11649.5,25396.5,36159.5,42746.5,47992.5,53360.5,933.5,912.5,905.5,907.5,907.5,885.5,940.5,1242.5,4209.5,10698.5,15171.5,21958.5,,,864.5,859.5,,,1076.0,1218.0,22212.0,19272.0
420,1194.0,1180.0,1162.0,1179.0,1172.0,1188.0,1269.0,1863.0,27376.0,102631.0,144964.0,157868.0,1458.0,1692.0,1674.0,1684.0,1723.0,1792.0,2126.0,5544.0,106163.0,248738.0,233917.0,221652.0,1416.0,1392.0,1389.0,1380.0,1386.0,1420.0,1565.0,2421.0,17548.0,225308.0,232426.0,213075.0,1004.0,958.0,1004.0,992.0,980.0,993.0,1049.0,1391.0,3703.0,10367.0,14590.0,17259.0,995.0,955.0,953.0,946.0,967.0,1061.0,1681.0,6395.0,32888.0,76608.0,97575.0,108406.0,1156.0,1141.0,1128.0,1127.0,1372.0,3010.0,11693.0,25640.0,36674.0,43683.0,49410.0,55367.0,987.0,966.0,974.0,956.0,975.0,949.0,1010.0,1322.0,4319.0,10847.0,15478.0,22308.0,,,908.0,906.0,,,1161.0,1265.0,22906.0,19824.0
440,1261.0,1235.0,1226.0,1226.0,1246.0,1244.0,1326.0,1947.0,27741.0,104876.0,149436.0,164140.0,1502.0,1738.0,1763.0,1768.0,1788.0,1868.0,2215.0,5613.0,107608.0,258962.0,257829.0,239310.0,1497.0,1444.0,1451.0,1442.0,1442.0,1490.0,1642.0,2495.0,17760.0,236631.0,254071.0,226735.0,1095.0,1019.0,1062.0,1067.0,1041.0,1055.0,1095.0,1459.0,3771.0,10536.0,14823.0,17466.0,1052.0,1023.0,1033.0,1003.0,1017.0,1117.0,1767.0,6614.0,34002.0,78636.0,100486.0,112800.0,1218.0,1199.0,1187.0,1198.0,1403.0,3072.0,11741.0,25781.0,37075.0,44384.0,50484.0,56733.0,1060.0,1040.0,1030.0,1024.0,1011.0,1020.0,1048.0,1384.0,4397.0,11082.0,15779.0,22635.0,,,996.0,960.0,,,1227.0,1348.0,23783.0,20369.0
460,1316.5,1283.5,1272.5,1279.5,1281.5,1299.5,1390.5,1968.5,27919.5,105777.5,153229.5,170103.5,1545.5,1800.5,1806.5,1824.5,1834.5,1936.5,2258.5,5729.5,108308.5,258963.5,258963.5,258335.5,1547.5,1499.5,1506.5,1489.5,1516.5,1533.5,1686.5,2524.5,17756.5,246025.5,258963.5,240379.5,1149.5,1102.5,1117.5,1104.5,1096.5,1110.5,1148.5,1553.5,3888.5,10636.5,14943.5,17622.5,1105.5,1084.5,1082.5,1069.5,1084.5,1182.5,1828.5,6795.5,34986.5,80711.5,102593.5,114946.5,1269.5,1237.5,1238.5,1239.5,1487.5,3125.5,11784.5,25640.5,37147.5,44588.5,50776.5,57720.5,1126.5,1093.5,1087.5,1055.5,1080.5,1064.5,1114.5,1452.5,4485.5,11199.5,15795.5,22736.5,,,1026.5,1022.5,,,1278.0,1390.0,24353.0,20952.0
480,1333.5,1306.5,1301.5,1315.5,1295.5,1338.5,1405.5,2012.5,27684.5,105916.5,156145.5,175362.5,1585.5,1834.5,1821.5,1846.5,1884.5,1941.5,2301.5,5757.5,109496.5,258952.5,258952.5,258952.5,1596.5,1535.5,1531.5,1540.5,1549.5,1571.5,1732.5,2575.5,17845.5,253959.5,258952.5,253643.5,1177.5,1122.5,1162.5,1148.5,1136.5,1168.5,1206.5,1564.5,3906.5,10679.5,15091.5,17751.5,1145.5,1115.5,1106.5,1089.5,1120.5,1190.5,1848.5,6833.5,35690.5,81942.5,104249.5,117072.5,1305.5,1273.5,1278.5,1296.5,1530.5,3144.5,11683.5,25573.5,36941.5,44860.5,51260.5,58507.5,1163.5,1130.5,1110.5,1112.5,1130.5,1107.5,1148.5,1485.5,4553.5,11165.5,15893.5,22887.5,,,1074.5,1053.5,,,1311.0,1433.0,24724.0,21446.0
500,1390.0,1351.0,1349.0,1363.0,1346.0,1375.0,1443.0,2042.0,27666.0,106070.0,157466.0,178474.0,1646.0,1874.0,1876.0,1907.0,1938.0,1986.0,2323.0,5758.0,109165.0,258958.0,258958.0,258958.0,1653.0,1583.0,1589.0,1588.0,1610.0,1627.0,1802.0,2612.0,17919.0,258525.0,258958.0,258958.0,1240.0,1172.0,1207.0,1210.0,1198.0,1179.0,1251.0,1602.0,3950.0,10704.0,15093.0,17810.0,1181.0,1159.0,1161.0,1150.0,1171.0,1261.0,1926.0,6918.0,35795.0,82448.0,105604.0,119084.0,1343.0,1317.0,1325.0,1337.0,1574.0,3129.0,11582.0,25234.0,36465.0,44437.0,51111.0,58623.0,1204.0,1186.0,1184.0,1154.0,1177.0,1146.0,1189.0,1518.0,4564.0,11256.0,15899.0,23011.0,,,1123.0,1084.0,,,1345.5,1480.5,25327.5,21954.5
