time,araC-pBAD/Ara_0,araC-pBAD/Ara_1,araC-pBAD/Ara_2,araC-pBAD/Ara_3,araC-pBAD/Ara_4,araC-pBAD/Ara_5,araC-pBAD/Ara_6,araC-pBAD/Ara_7,araC-pBAD/Ara_8,araC-pBAD/Ara_9,araC-pBAD/Ara_10,araC-pBAD/Ara_11,pBAD-rJ/Ara_0,pBAD-rJ/Ara_1,pBAD-rJ/Ara_2,pBAD-rJ/Ara_3,pBAD-rJ/Ara_4,pBAD-rJ/Ara_5,pBAD-rJ/Ara_6,pBAD-rJ/Ara_7,pBAD-rJ/Ara_8,pBAD-rJ/Ara_9,pBAD-rJ/Ara_10,pBAD-rJ/Ara_11,araC-pBAD-rJ/Ara_0,araC-pBAD-rJ/Ara_1,araC-pBAD-rJ/Ara_2,araC-pBAD-rJ/Ara_3,araC-pBAD-rJ/Ara_4,araC-pBAD-rJ/Ara_5,araC-pBAD-rJ/Ara_6,araC-pBAD-rJ/Ara_7,araC-pBAD-rJ/Ara_8,araC-pBAD-rJ/Ara_9,araC-pBAD-rJ/Ara_10,araC-pBAD-rJ/Ara_11,cymRC-pCymRC-rJ/Cuma_0,cymRC-pCymRC-rJ/Cuma_1,cymRC-pCymRC-rJ/Cuma_2,cymRC-pCymRC-rJ/Cuma_3,cymRC-pCymRC-rJ/Cuma_4,cymRC-pCymRC-rJ/Cuma_5,cymRC-pCymRC-rJ/Cuma_6,cymRC-pCymRC-rJ/Cuma_7,cymRC-pCymRC-rJ/Cuma_8,cymRC-pCymRC-rJ/Cuma_9,cymRC-pCymRC-rJ/Cuma_10,cymRC-pCymRC-rJ/Cuma_11,pCymRC-rJ/Cuma_0,pCymRC-rJ/Cuma_1,pCymRC-rJ/Cuma_2,pCymRC-rJ/Cuma_3,pCymRC-rJ/Cuma_4,pCymRC-rJ/Cuma_5,pCymRC-rJ/Cuma_6,pCymRC-rJ/Cuma_7,pCymRC-rJ/Cuma_8,pCymRC-rJ/Cuma_9,pCymRC-rJ/Cuma_10,pCymRC-rJ/Cuma_11,pLux2-rJ/AHL_0,pLux2-rJ/AHL_1,pLux2-rJ/AHL_2,pLux2-rJ/AHL_3,pLux2-rJ/AHL_4,pLux2-rJ/AHL_5,pLux2-rJ/AHL_6,pLux2-rJ/AHL_7,pLux2-rJ/AHL_8,pLux2-rJ/AHL_9,pLux2-rJ/AHL_10,pLux2-rJ/AHL_11,cymRC-pCymRC-rJ/Cuma.1_0,cymRC-pCymRC-rJ/Cuma.1_1,cymRC-pCymRC-rJ/Cuma.1_2,cymRC-pCymRC-rJ/Cuma.1_3,cymRC-pCymRC-rJ/Cuma.1_4,cymRC-pCymRC-rJ/Cuma.1_5,cymRC-pCymRC-rJ/Cuma.1_6,cymRC-pCymRC-rJ/Cuma.1_7,cymRC-pCymRC-rJ/Cuma.1_8,cymRC-pCymRC-rJ/Cuma.1_9,cymRC-pCymRC-rJ/Cuma.1_10,cymRC-pCymRC-rJ/Cuma.1_11,blank-kan_0,blank-kan_1,negative-control-kan_0,negative-control-kan_1,blank-amp_0,blank-amp_1,negative-control-amp_0,negative-control-amp_1,positive-control-amp_0,positive-control-amp_1
200,118.0,106.0,108.0,101.0,94.0,106.0,105.0,140.0,848.0,4674.0,7291.0,8090.0,70.0,107.0,122.0,111.0,100.0,117.0,121.0,104.0,977.0,5832.0,7320.0,9155.0,106.0,104.0,111.0,103.0,87.0,97.0,103.0,129.0,386.0,2985.0,7021.0,8441.0,79.0,66.0,79.0,70.0,68.0,68.0,84.0,98.0,239.0,774.0,1125.0,1425.0,88.0,80.0,81.0,69.0,74.0,88.0,183.0,457.0,1607.0,3736.0,4565.0,4924.0,98.0,85.0,95.0,83.0,111.0,315.0,1363.0,2112.0,2442.0,2579.0,2696.0,2783.0,76.0,67.0,69.0,70.0,68.0,68.0,63.0,88.0,299.0,859.0,1268.0,1858.0,,,72.0,64.0,,,104.0,124.0,2232.0,2239.0
220,161.5,158.5,159.5,152.5,146.5,152.5,170.5,247.5,2577.5,9552.5,12535.5,13104.5,145.5,196.5,197.5,188.5,179.5,199.5,230.5,267.5,4381.5,12342.5,13229.5,14734.5,167.5,166.5,170.5,163.5,150.5,152.5,176.5,267.5,1299.5,8459.5,13209.5,14080.5,122.5,100.5,117.5,114.5,106.5,107.5,112.5,146.5,387.5,1256.5,1787.5,2238.5,121.5,117.5,114.5,109.5,111.5,125.5,223.5,601.5,2213.5,5332.5,6586.5,7064.5,148.5,138.5,138.5,138.5,178.5,528.5,2293.5,3676.5,4224.5,4444.5,4647.5,4793.5,107.5,107.5,96.5,106.5,101.5,101.5,107.5,136.5,502.5,1418.5,2026.5,2903.5,,,107.5,98.5,,,148.5,175.5,3124.5,3117.5
240,212.0,204.0,210.0,201.0,191.0,205.0,218.0,333.0,4628.0,14963.0,18492.0,18794.0,217.0,261.0,274.0,261.0,260.0,279.0,325.0,540.0,9850.0,20415.0,20362.0,21645.0,221.0,216.0,224.0,212.0,205.0,212.0,238.0,369.0,2365.0,15997.0,20662.0,20897.0,152.0,129.0,146.0,148.0,138.0,144.0,157.0,199.0,596.0,1926.0,2677.0,3302.0,156.0,152.0,149.0,136.0,138.0,165.0,270.0,821.0,3228.0,7460.0,9023.0,9622.0,189.0,178.0,180.0,177.0,236.0,690.0,2925.0,5111.0,5994.0,6409.0,6767.0,7028.0,146.0,139.0,145.0,133.0,145.0,140.0,141.0,192.0,765.0,2131.0,2988.0,4245.0,,,138.0,130.0,,,200.0,238.0,4290.0,4214.0
260,257.5,256.5,265.5,248.5,241.5,241.5,269.5,415.5,6339.5,21535.5,25001.5,24819.5,274.5,331.5,330.5,322.5,322.5,338.5,411.5,780.5,16115.5,29404.5,28583.5,29372.5,272.5,265.5,267.5,253.5,260.5,266.5,299.5,450.5,3260.5,24337.5,29154.5,28623.5,183.5,164.5,187.5,182.5,171.5,180.5,196.5,277.5,876.5,2856.5,3917.5,4754.5,192.5,187.5,191.5,176.5,174.5,197.5,348.5,1236.5,4839.5,10647.5,12643.5,13386.5,245.5,228.5,235.5,215.5,291.5,803.5,3370.5,6229.5,7550.5,8161.5,8636.5,9061.5,189.5,166.5,176.5,175.5,178.5,181.5,180.5,268.5,1110.5,3106.5,4379.5,6045.5,,,173.5,167.5,,,252.5,292.5,5618.5,5498.5
280,305.0,299.0,302.0,297.0,283.0,295.0,330.0,525.0,8395.0,28081.0,33731.0,32233.0,359.0,416.0,424.0,412.0,403.0,438.0,528.0,999.0,22216.0,38961.0,37684.0,38133.0,327.0,323.0,328.0,319.0,311.0,319.0,368.0,592.0,4236.0,33900.0,38291.0,36963.0,234.0,209.0,230.0,221.0,215.0,220.0,238.0,346.0,1086.0,3455.0,4966.0,5988.0,227.0,224.0,221.0,210.0,216.0,246.0,427.0,1633.0,7443.0,15424.0,17824.0,18693.0,285.0,273.0,277.0,274.0,348.0,918.0,3913.0,7389.0,9162.0,10019.0,10625.0,11161.0,233.0,215.0,218.0,218.0,220.0,217.0,234.0,324.0,1336.0,3734.0,5413.0,7748.0,,,212.0,211.0,,,295.0,339.0,6487.0,6191.0
300,349.0,343.0,347.0,336.0,338.0,341.0,387.0,600.0,9863.0,33887.0,41628.0,41241.0,430.0,499.0,515.0,500.0,503.0,529.0,643.0,1367.0,29416.0,50021.0,47051.0,46974.0,398.0,391.0,391.0,385.0,388.0,389.0,447.0,735.0,5440.0,44644.0,48352.0,45963.0,267.0,243.0,270.0,265.0,251.0,256.0,277.0,403.0,1240.0,3857.0,5506.0,6581.0,270.0,253.0,260.0,244.0,250.0,285.0,499.0,1944.0,9634.0,21291.0,24986.0,25999.0,331.0,314.0,316.0,320.0,410.0,1069.0,4535.0,8988.0,11467.0,12672.0,13579.0,14225.0,259.0,261.0,251.0,256.0,257.0,255.0,268.0,386.0,1515.0,4080.0,5925.0,8633.0,,,248.0,240.0,,,332.0,394.0,7217.0,6811.0
320,408.5,395.5,395.5,386.5,373.5,388.5,435.5,680.5,10986.5,38056.5,49173.5,49734.5,504.5,576.5,583.5,573.5,585.5,621.5,762.5,1758.5,36107.5,61911.5,57664.5,56824.5,463.5,444.5,449.5,446.5,445.5,454.5,513.5,847.5,6441.5,57218.5,58304.5,55129.5,308.5,275.5,299.5,298.5,298.5,293.5,310.5,463.5,1353.5,4109.5,5892.5,6992.5,304.5,295.5,297.5,282.5,292.5,321.5,561.5,2194.5,11165.5,25709.5,31503.5,33463.5,370.5,357.5,361.5,357.5,462.5,1192.5,5047.5,10347.5,13681.5,15261.5,16420.5,17493.5,304.5,297.5,289.5,289.5,291.5,290.5,307.5,429.5,1645.5,4387.5,6315.5,9133.5,,,290.5,280.5,,,387.0,443.0,8081.0,7506.0
340,444.0,427.0,424.0,422.0,424.0,426.0,460.0,739.0,11872.0,41644.0,54465.0,56882.0,555.0,630.0,636.0,639.0,653.0,672.0,835.0,2089.0,41727.0,75981.0,68144.0,67057.0,511.0,496.0,495.0,503.0,493.0,505.0,572.0,935.0,7245.0,70693.0,69051.0,65211.0,337.0,310.0,332.0,327.0,322.0,328.0,343.0,498.0,1459.0,4343.0,6181.0,7373.0,340.0,321.0,323.0,316.0,322.0,356.0,610.0,2409.0,12424.0,29074.0,36443.0,39838.0,415.0,406.0,398.0,403.0,504.0,1279.0,5319.0,11326.0,15366.0,17400.0,18882.0,20358.0,341.0,316.0,314.0,322.0,327.0,320.0,344.0,479.0,1759.0,4621.0,6630.0,9577.0,,,313.0,307.0,,,426.0,481.0,8963.0,8089.0
360,480.5,472.5,471.5,471.5,454.5,469.5,519.5,799.5,12535.5,44836.5,59846.5,63207.5,598.5,695.5,697.5,683.5,699.5,738.5,906.5,2324.5,45925.5,90296.5,79449.5,77878.5,567.5,549.5,553.5,549.5,550.5,558.5,627.5,1019.5,7768.5,83570.5,80048.5,75266.5,388.5,353.5,381.5,367.5,367.5,357.5,393.5,556.5,1562.5,4565.5,6500.5,7731.5,375.5,358.5,361.5,354.5,359.5,394.5,674.5,2613.5,13457.5,31548.5,40251.5,44228.5,458.5,442.5,441.5,453.5,556.5,1339.5,5482.5,11861.5,16447.5,18992.5,20934.5,22828.5,370.5,366.5,357.5,361.5,362.5,360.5,377.5,517.5,1864.5,4839.5,6960.5,10077.5,,,343.5,342.5,,,456.0,523.0,9708.0,8677.0
380,526.0,516.0,508.0,508.0,508.0,506.0,561.0,834.0,12876.0,47119.0,64089.0,68259.0,640.0,740.0,754.0,747.0,760.0,799.0,964.0,2515.0,48768.0,102711.0,90891.0,87963.0,619.0,605.0,594.0,599.0,596.0,615.0,684.0,1084.0,8116.0,94075.0,90887.0,85184.0,423.0,392.0,416.0,412.0,407.0,410.0,435.0,605.0,1659.0,4762.0,6730.0,7983.0,417.0,411.0,410.0,398.0,397.0,442.0,725.0,2814.0,14499.0,33648.0,42977.0,47737.0,492.0,479.0,487.0,503.0,592.0,1388.0,5569.0,12167.0,17196.0,20039.0,22336.0,24564.0,429.0,408.0,409.0,405.0,406.0,404.0,420.0,573.0,1954.0,5029.0,7177.0,10371.0,,,380.0,381.0,,,494.5,561.5,10270.5,9063.5
400,554.0,540.0,542.0,528.0,539.0,551.0,582.0,867.0,13113.0,48682.0,67350.0,72587.0,672.0,776.0,784.0,789.0,796.0,824.0,995.0,2598.0,50500.0,113495.0,102544.0,98539.0,656.0,636.0,636.0,631.0,630.0,652.0,723.0,1119.0,8282.0,102958.0,102563.0,94764.0,456.0,426.0,452.0,437.0,438.0,448.0,467.0,646.0,1738.0,4903.0,6908.0,8199.0,446.0,433.0,437.0,431.0,432.0,477.0,775.0,2958.0,15290.0,35553.0,45631.0,50407.0,522.0,508.0,511.0,518.0,638.0,1429.0,5623.0,12315.0,17625.0,20832.0,23241.0,25829.0,457.0,437.0,438.0,434.0,429.0,432.0,446.0,600.0,2023.0,5181.0,7370.0,10628.0,,,413.0,415.0,,,532.5,593.5,10762.5,9334.5
420,582.5,576.5,564.5,567.5,568.5,581.5,624.5,902.5,13296.5,49859.5,70557.5,76824.5,703.5,816.5,824.5,826.5,841.5,872.5,1036.5,2672.5,51539.5,121697.5,115632.5,108919.5,691.5,673.5,661.5,674.5,677.5,698.5,766.5,1168.5,8495.5,110722.5,114471.5,104455.5,492.5,467.5,486.5,477.5,472.5,474.5,509.5,678.5,1787.5,5002.5,7082.5,8384.5,480.5,472.5,474.5,470.5,468.5,510.5,816.5,3096.5,15951.5,37004.5,47220.5,52933.5,566.5,552.5,555.5,553.5,669.5,1459.5,5689.5,12431.5,17752.5,21239.5,23961.5,26796.5,486.5,476.5,468.5,461.5,469.5,458.5,485.5,652.5,2085.5,5245.5,7492.5,10805.5,,,444.5,442.5,,,558.5,623.5,11146.5,9587.5
440,624.5,615.5,597.5,603.5,603.5,611.5,652.5,938.5,13402.5,50915.5,72732.5,79902.5,740.5,849.5,859.5,849.5,876.5,898.5,1075.5,2727.5,52240.5,129176.5,127074.5,118223.5,729.5,704.5,708.5,713.5,710.5,728.5,801.5,1208.5,8591.5,116475.5,125598.5,112214.5,525.5,499.5,517.5,509.5,509.5,514.5,541.5,721.5,1828.5,5106.5,7170.5,8504.5,509.5,498.5,501.5,497.5,509.5,531.5,860.5,3206.5,16526.5,38345.5,48960.5,54956.5,597.5,573.5,583.5,580.5,694.5,1491.5,5709.5,12441.5,18011.5,21529.5,24506.5,27669.5,516.5,514.5,505.5,496.5,501.5,497.5,508.5,679.5,2138.5,5377.5,7609.5,10970.5,,,480.5,473.5,,,584.0,656.0,11521.0,9871.0
460,635.0,630.0,623.0,624.0,620.0,629.0,670.0,956.0,13478.0,51495.0,74864.0,82981.0,752.0,871.0,877.0,887.0,888.0,935.0,1091.0,2766.0,52657.0,135381.0,139355.0,128392.0,748.0,730.0,730.0,729.0,738.0,754.0,816.0,1232.0,8668.0,120558.0,135677.0,118640.0,556.0,521.0,539.0,538.0,529.0,540.0,560.0,744.0,1876.0,5124.0,7223.0,8523.0,537.0,518.0,523.0,518.0,527.0,565.0,884.0,3277.0,16957.0,39172.0,50042.0,55928.0,615.0,594.0,600.0,613.0,722.0,1509.0,5716.0,12417.0,17958.0,21707.0,24615.0,27988.0,539.0,527.0,523.0,526.0,521.0,510.0,534.0,702.0,2169.0,5402.0,7637.0,11036.0,,,506.0,491.0,,,610.0,671.0,11753.0,10127.0
480,666.5,641.5,638.5,640.5,644.5,654.5,695.5,979.5,13471.5,51538.5,76138.5,85491.5,771.5,896.5,890.5,902.5,916.5,953.5,1119.5,2797.5,53001.5,140612.5,149660.5,137941.5,778.5,748.5,754.5,751.5,757.5,771.5,838.5,1257.5,8625.5,124712.5,145328.5,125553.5,577.5,546.5,566.5,559.5,548.5,557.5,594.5,766.5,1902.5,5161.5,7289.5,8591.5,559.5,536.5,537.5,532.5,541.5,598.5,905.5,3328.5,17307.5,39734.5,50683.5,57184.5,639.5,624.5,618.5,622.5,738.5,1524.5,5665.5,12355.5,17929.5,21663.5,24895.5,28457.5,570.5,542.5,551.5,540.5,549.5,542.5,563.5,726.5,2186.5,5425.5,7675.5,11059.5,,,523.5,512.5,,,632.0,692.0,12005.0,10410.0
500,682.5,665.5,666.5,664.5,660.5,672.5,715.5,1004.5,13429.5,51653.5,77039.5,87358.5,799.5,923.5,919.5,928.5,940.5,983.5,1132.5,2803.5,52975.5,145598.5,159954.5,147755.5,804.5,776.5,785.5,777.5,782.5,795.5,872.5,1284.5,8671.5,127753.5,155866.5,132175.5,595.5,571.5,587.5,583.5,566.5,582.5,611.5,783.5,1906.5,5167.5,7326.5,8628.5,568.5,562.5,567.5,562.5,566.5,612.5,935.5,3339.5,17363.5,40128.5,51298.5,57830.5,661.5,644.5,642.5,647.5,761.5,1542.5,5621.5,12256.5,17778.5,21631.5,24890.5,28526.5,579.5,574.5,572.5,570.5,565.5,561.5,584.5,738.5,2219.5,5476.5,7672.5,11135.5,,,545.5,531.5,,,651.5,710.5,12194.5,10643.5
520,703.5,680.5,673.5,678.5,690.5,692.5,738.5,1011.5,13470.5,52045.5,77679.5,88167.5,806.5,932.5,936.5,946.5,965.5,988.5,1160.5,2828.5,52974.5,149483.5,169845.5,156857.5,816.5,791.5,790.5,793.5,792.5,817.5,893.5,1300.5,8665.5,131002.5,164687.5,138493.5,615.5,596.5,612.5,603.5,596.5,603.5,617.5,802.5,1936.5,5176.5,7279.5,8615.5,595.5,578.5,581.5,584.5,593.5,637.5,944.5,3362.5,17317.5,40355.5,51743.5,58253.5,676.5,662.5,662.5,673.5,774.5,1543.5,5593.5,12246.5,17591.5,21512.5,24693.5,28474.5,605.5,591.5,583.5,577.5,577.5,576.5,597.5,765.5,2224.5,5453.5,7722.5,11128.5,,,563.5,552.5,,,680.5,736.5,12471.5,10897.5
