time,pBAD/Ara_0,pBAD/Ara_1,pBAD/Ara_2,pBAD/Ara_3,pBAD/Ara_4,pBAD/Ara_5,pBAD/Ara_6,pBAD/Ara_7,pBAD/Ara_8,pBAD/Ara_9,pBAD/Ara_10,pBAD/Ara_11,pCin/OHC14_0,pCin/OHC14_1,pCin/OHC14_2,pCin/OHC14_3,pCin/OHC14_4,pCin/OHC14_5,pCin/OHC14_6,pCin/OHC14_7,pCin/OHC14_8,pCin/OHC14_9,pCin/OHC14_10,pCin/OHC14_11,pCymRC/Cuma_0,pCymRC/Cuma_1,pCymRC/Cuma_2,pCymRC/Cuma_3,pCymRC/Cuma_4,pCymRC/Cuma_5,pCymRC/Cuma_6,pCymRC/Cuma_7,pCymRC/Cuma_8,pCymRC/Cuma_9,pCymRC/Cuma_10,pCymRC/Cuma_11,pLuxB/AHL_0,pLuxB/AHL_1,pLuxB/AHL_2,pLuxB/AHL_3,pLuxB/AHL_4,pLuxB/AHL_5,pLuxB/AHL_6,pLuxB/AHL_7,pLuxB/AHL_8,pLuxB/AHL_9,pLuxB/AHL_10,pLuxB/AHL_11,pPhlF/DAPG_0,pPhlF/DAPG_1,pPhlF/DAPG_2,pPhlF/DAPG_3,pPhlF/DAPG_4,pPhlF/DAPG_5,pPhlF/DAPG_6,pPhlF/DAPG_7,pPhlF/DAPG_8,pPhlF/DAPG_9,pPhlF/DAPG_10,pPhlF/DAPG_11,pSalTTC/Sal_0,pSalTTC/Sal_1,pSalTTC/Sal_2,pSalTTC/Sal_3,pSalTTC/Sal_4,pSalTTC/Sal_5,pSalTTC/Sal_6,pSalTTC/Sal_7,pSalTTC/Sal_8,pSalTTC/Sal_9,pSalTTC/Sal_10,pSalTTC/Sal_11,pRhaB/Rha_0,pRhaB/Rha_1,pRhaB/Rha_2,pRhaB/Rha_3,pRhaB/Rha_4,pRhaB/Rha_5,pRhaB/Rha_6,pRhaB/Rha_7,pRhaB/Rha_8,pRhaB/Rha_9,pRhaB/Rha_10,pRhaB/Rha_11,Blank_Kan_1,Blank_Kan_1,negative-control-kan_1,negative-control-kan_1,Blank_Amp_1,Blank_Amp_1,negative-control-amp_1,negative-control-amp_1,positive-control-amp_1,positive-control-amp_1
200,228.5,559.5,1451.5,4402.5,8160.5,11452.5,12694.5,13051.5,14007.5,15292.5,13530.5,13325.5,206.5,193.5,183.5,180.5,176.5,177.5,171.5,538.5,5769.5,8945.5,6603.5,4115.5,169.5,183.5,195.5,200.5,332.5,1132.5,3429.5,6328.5,7766.5,8260.5,7165.5,6562.5,475.5,9055.5,12365.5,15179.5,16791.5,17436.5,17588.5,17910.5,17346.5,17992.5,16951.5,18001.5,8057.5,9246.5,10229.5,12306.5,14511.5,16636.5,17231.5,17841.5,17034.5,17316.5,15720.5,15741.5,237.5,218.5,247.5,337.5,872.5,3460.5,9129.5,14141.5,15814.5,16311.5,14685.5,14312.5,245.5,5865.5,8762.5,12144.5,15681.5,18089.5,18506.5,19875.5,18493.5,18707.5,18705.5,18998.5,,,129.5,175.5,,,219.5,207.5,3841.5,5457.5
220,373.5,2238.5,6723.5,14075.5,19386.5,22975.5,23877.5,23594.5,24333.5,25533.5,23571.5,23184.5,258.5,248.5,245.5,252.5,244.5,240.5,237.5,866.5,10328.5,15783.5,12574.5,7876.5,226.5,240.5,252.5,274.5,456.5,1765.5,5196.5,9427.5,11568.5,12297.5,10779.5,9751.5,756.5,14322.5,19096.5,22829.5,24893.5,26285.5,27031.5,27403.5,27012.5,27734.5,25712.5,26280.5,9729.5,11104.5,12439.5,15443.5,19402.5,23320.5,24423.5,25035.5,23296.5,23506.5,21367.5,21548.5,315.5,323.5,360.5,510.5,1494.5,6413.5,16497.5,22968.5,24926.5,25346.5,22754.5,21507.5,346.5,7224.5,10174.5,14516.5,20699.5,26862.5,29399.5,30884.5,28545.5,28410.5,27654.5,27539.5,,,185.5,225.5,,,295.5,275.5,5249.5,7599.5
240,529.5,5045.5,15992.5,27752.5,34142.5,37482.5,37719.5,36609.5,36736.5,37950.5,34816.5,33826.5,356.5,322.5,319.5,324.5,300.5,319.5,317.5,1126.5,14929.5,24698.5,21540.5,13882.5,304.5,316.5,338.5,373.5,670.5,2673.5,7665.5,13449.5,16286.5,17094.5,15121.5,13654.5,1004.5,19039.5,26415.5,32342.5,35785.5,37605.5,38619.5,39113.5,37929.5,38949.5,36909.5,37875.5,11703.5,13389.5,15123.5,19114.5,25007.5,31584.5,34273.5,35426.5,33055.5,33275.5,29464.5,28929.5,420.5,414.5,484.5,713.5,1980.5,8603.5,24297.5,34910.5,37476.5,37570.5,32804.5,30746.5,470.5,7898.5,10589.5,14956.5,22106.5,31889.5,41112.5,44960.5,41685.5,41212.5,39597.5,38948.5,,,253.5,312.5,,,390.0,362.0,7236.0,10372.0
260,692.5,7756.5,26917.5,43428.5,50683.5,54253.5,53647.5,51689.5,51250.5,52337.5,48312.5,46994.5,443.5,411.5,406.5,402.5,397.5,395.5,416.5,1339.5,19131.5,32886.5,30840.5,22692.5,379.5,404.5,414.5,456.5,978.5,4008.5,11097.5,18685.5,22278.5,23053.5,20342.5,18124.5,1206.5,22648.5,32953.5,40986.5,46611.5,49993.5,52032.5,53343.5,52579.5,53695.5,50429.5,50757.5,14374.5,16337.5,18402.5,23814.5,32114.5,42154.5,45723.5,46947.5,44157.5,44265.5,40591.5,39264.5,533.5,536.5,600.5,858.5,2335.5,10078.5,30918.5,47492.5,51758.5,52404.5,46542.5,41871.5,629.5,8171.5,10655.5,15011.5,22170.5,33727.5,48336.5,60340.5,56968.5,56215.5,54186.5,52770.5,,,322.5,376.5,,,489.5,464.5,9814.5,13532.5
280,825.5,9478.5,33842.5,62255.5,69235.5,72349.5,71409.5,68497.5,67746.5,68621.5,63901.5,61894.5,505.5,463.5,464.5,477.5,460.5,456.5,471.5,1463.5,23327.5,42536.5,40167.5,31655.5,459.5,469.5,484.5,549.5,1196.5,4916.5,14204.5,24923.5,30304.5,30752.5,26904.5,23535.5,1347.5,25268.5,37521.5,49314.5,58164.5,62598.5,66033.5,68296.5,68558.5,70497.5,67488.5,67690.5,17487.5,19952.5,22753.5,29763.5,40612.5,55209.5,61040.5,62615.5,58680.5,58517.5,52720.5,50998.5,610.5,636.5,702.5,996.5,2659.5,11281.5,36026.5,59805.5,68532.5,68872.5,62647.5,57006.5,763.5,8123.5,10499.5,14737.5,22090.5,34291.5,52054.5,73328.5,73655.5,72339.5,70086.5,68368.5,,,399.5,455.5,,,592.0,574.0,12607.0,15718.0
300,980.5,11689.5,41959.5,78194.5,91061.5,92138.5,90406.5,86399.5,85046.5,86364.5,80949.5,78852.5,591.5,562.5,548.5,546.5,543.5,555.5,563.5,1619.5,28110.5,54523.5,51713.5,39973.5,539.5,549.5,563.5,647.5,1374.5,5428.5,15532.5,27717.5,35817.5,38835.5,35032.5,30019.5,1544.5,27568.5,41954.5,56129.5,67590.5,75881.5,81886.5,84459.5,84746.5,88044.5,85814.5,87252.5,21135.5,23892.5,27431.5,36524.5,51465.5,70106.5,78237.5,80590.5,76013.5,75874.5,68211.5,65492.5,715.5,747.5,817.5,1138.5,2907.5,12123.5,39279.5,69661.5,83706.5,88189.5,80384.5,73596.5,899.5,8241.5,10533.5,14522.5,21795.5,34120.5,54364.5,81666.5,92283.5,90538.5,87184.5,85377.5,,,478.5,542.5,,,679.5,658.5,14608.5,17509.5
320,1109.5,13207.5,48055.5,95650.5,112131.5,114251.5,109971.5,105535.5,103875.5,105517.5,100394.5,97691.5,659.5,619.5,603.5,615.5,617.5,606.5,634.5,1716.5,31708.5,67523.5,65978.5,51360.5,608.5,635.5,630.5,747.5,1516.5,5832.5,16540.5,29211.5,38054.5,42699.5,42915.5,37439.5,1735.5,29313.5,45591.5,62325.5,76387.5,87213.5,95885.5,101492.5,104001.5,108460.5,104861.5,107670.5,24786.5,27970.5,32262.5,43830.5,63516.5,87886.5,97752.5,100524.5,95554.5,95575.5,86952.5,83058.5,822.5,908.5,909.5,1243.5,3073.5,12551.5,41594.5,76269.5,96794.5,105897.5,101808.5,92851.5,1025.5,8364.5,10684.5,14633.5,21680.5,33971.5,54926.5,87777.5,113605.5,110790.5,106903.5,104008.5,,,552.5,596.5,,,769.0,753.0,16265.0,19477.0
340,1232.5,14375.5,52896.5,109858.5,135324.5,137984.5,130488.5,125475.5,123347.5,125022.5,119420.5,117127.5,739.5,694.5,692.5,711.5,683.5,688.5,717.5,1795.5,33268.5,77918.5,79701.5,62739.5,668.5,697.5,729.5,823.5,1626.5,6176.5,17218.5,30430.5,39487.5,44571.5,46595.5,45773.5,1878.5,30464.5,47804.5,66762.5,83481.5,97606.5,109221.5,116087.5,121669.5,128710.5,128408.5,130514.5,28058.5,31282.5,36531.5,50707.5,75695.5,109353.5,119602.5,122124.5,116287.5,116621.5,107420.5,102979.5,916.5,979.5,1002.5,1336.5,3231.5,12777.5,42628.5,81159.5,105690.5,119911.5,123172.5,114852.5,1175.5,8445.5,10786.5,14831.5,21927.5,33902.5,55386.5,91115.5,131638.5,133506.5,128323.5,124292.5,,,616.5,660.5,,,870.5,848.5,17997.5,21567.5
360,1317.5,15149.5,56338.5,121392.5,158037.5,162487.5,154192.5,145113.5,143304.5,145990.5,139836.5,138084.5,836.5,779.5,778.5,800.5,754.5,759.5,792.5,1892.5,34139.5,85815.5,91629.5,74504.5,773.5,795.5,804.5,894.5,1766.5,6453.5,17932.5,31336.5,40669.5,45965.5,48431.5,52638.5,1960.5,30996.5,49399.5,69988.5,89224.5,105714.5,120543.5,130011.5,137799.5,146937.5,150446.5,156232.5,30679.5,34298.5,40199.5,56516.5,87141.5,131608.5,144373.5,145542.5,139322.5,139283.5,128878.5,124783.5,1012.5,1083.5,1091.5,1437.5,3308.5,12954.5,43111.5,84083.5,113084.5,129649.5,140126.5,139855.5,1299.5,8627.5,10946.5,14967.5,22185.5,34058.5,55312.5,92747.5,146960.5,158163.5,151072.5,146615.5,,,688.5,736.5,,,938.0,935.0,19672.0,23280.0
380,1418.0,15707.0,58563.0,130905.0,176612.0,188650.0,176455.0,166482.0,163563.0,166456.0,161594.0,159635.0,900.0,863.0,848.0,861.0,857.0,848.0,863.0,1954.0,34415.0,91751.0,100881.0,84245.0,846.0,874.0,873.0,973.0,1888.0,6720.0,18507.0,31956.0,41633.0,47212.0,50357.0,56507.0,2061.0,31431.0,50458.0,72099.0,93368.0,112601.0,130340.0,141339.0,151214.0,164522.0,171787.0,182027.0,32985.0,36799.0,43210.0,61659.0,97781.0,152859.0,171519.0,172604.0,165440.0,164991.0,153404.0,148903.0,1083.0,1098.0,1183.0,1526.0,3412.0,13067.0,43260.0,85675.0,117884.0,138468.0,152428.0,162712.0,1408.0,8737.0,11043.0,15100.0,22248.0,34323.0,55774.0,94542.0,156314.0,185618.0,177317.0,171051.0,,,766.0,821.0,,,1029.5,1009.5,21276.5,24986.5
400,1531.5,16139.5,60380.5,138591.5,193190.5,211832.5,201277.5,188443.5,183109.5,186842.5,183155.5,182899.5,999.5,938.5,941.5,935.5,932.5,930.5,950.5,2021.5,34596.5,95725.5,108379.5,92455.5,947.5,945.5,963.5,1068.5,2005.5,6930.5,19047.5,32716.5,42223.5,48454.5,51683.5,58921.5,2177.5,31629.5,50996.5,73392.5,96574.5,117801.5,138413.5,150995.5,163771.5,178678.5,191475.5,205550.5,34980.5,38831.5,46107.5,66260.5,106961.5,172092.5,200244.5,201919.5,194163.5,193702.5,180459.5,174962.5,1170.5,1250.5,1253.5,1622.5,3478.5,13103.5,43661.5,86634.5,122568.5,146278.5,162914.5,180580.5,1529.5,8836.5,11194.5,15301.5,22451.5,34489.5,56264.5,95851.5,162924.5,211720.5,205068.5,198501.5,,,852.5,899.5,,,1108.5,1103.5,22636.5,26450.5
420,1579.0,16340.0,61135.0,143481.0,206201.0,230910.0,225185.0,208964.0,203386.0,208143.0,204281.0,206017.0,1049.0,1001.0,984.0,983.0,986.0,975.0,1001.0,2091.0,34377.0,97920.0,113858.0,97778.0,1002.0,1011.0,1023.0,1131.0,2072.0,7133.0,19415.0,33144.0,43068.0,49334.0,53287.0,61026.0,2248.0,31549.0,51042.0,73963.0,97917.0,121020.0,143685.0,159199.0,173532.0,191127.0,206324.0,225958.0,36674.0,40613.0,48122.0,69491.0,114341.0,188194.0,225592.0,229931.0,223807.0,225026.0,210900.0,204548.0,1239.0,1301.0,1311.0,1670.0,3539.0,13159.0,43522.0,87269.0,124375.0,151745.0,171440.0,192880.0,1601.0,8955.0,11326.0,15441.0,22507.0,34736.0,56468.0,96655.0,168342.0,235525.0,232187.0,228196.0,,,913.0,967.0,,,1149.5,1153.5,23732.5,27661.5
440,1641.0,16517.0,61845.0,147322.0,217398.0,248510.0,246651.0,230230.0,223473.0,228881.0,226615.0,229515.0,1093.0,1045.0,1048.0,1050.0,1038.0,1051.0,1067.0,2147.0,34179.0,99289.0,118313.0,102051.0,1064.0,1068.0,1088.0,1189.0,2153.0,7260.0,19755.0,33327.0,43283.0,50103.0,54214.0,63407.0,2318.0,31610.0,50771.0,74026.0,98580.0,123341.0,147630.0,164800.0,181955.0,200880.0,218639.0,239674.0,38122.0,41979.0,49834.0,72526.0,121045.0,201938.0,247342.0,253902.0,249803.0,252227.0,241300.0,235756.0,1299.0,1370.0,1387.0,1740.0,3629.0,13219.0,43324.0,87308.0,125665.0,156097.0,178199.0,202205.0,1709.0,8994.0,11356.0,15471.0,22671.0,34892.0,56765.0,97649.0,172381.0,253545.0,255487.0,255960.0,,,972.0,1010.0,,,1225.0,1227.0,24604.0,28904.0
460,1719.5,16672.5,62195.5,150021.5,226644.5,258696.5,258696.5,251623.5,242827.5,248520.5,249171.5,253012.5,1164.5,1112.5,1109.5,1114.5,1109.5,1092.5,1117.5,2187.5,34214.5,99966.5,121419.5,104904.5,1132.5,1120.5,1143.5,1263.5,2210.5,7335.5,19992.5,33377.5,43404.5,49911.5,54974.5,64437.5,2374.5,31440.5,50647.5,73895.5,98505.5,124613.5,150643.5,168108.5,187512.5,209044.5,228221.5,250220.5,38956.5,43117.5,51241.5,75148.5,126099.5,214617.5,258696.5,258696.5,258696.5,258696.5,258696.5,258696.5,1371.5,1421.5,1431.5,1793.5,3651.5,13243.5,43239.5,86772.5,126409.5,159336.5,184602.5,209853.5,1786.5,9072.5,11389.5,15572.5,22672.5,34853.5,56986.5,98448.5,176491.5,258696.5,258696.5,258696.5,,,1049.5,1059.5,,,1284.0,1285.0,25635.0,29939.0
480,1760.0,16660.0,62352.0,152233.0,234183.0,258688.0,258688.0,258688.0,258688.0,258688.0,258688.0,258688.0,1216.0,1152.0,1152.0,1147.0,1136.0,1143.0,1156.0,2225.0,33829.0,100053.0,123895.0,106924.0,1199.0,1188.0,1192.0,1311.0,2243.0,7368.0,20266.0,33484.0,43814.0,50544.0,55424.0,65942.0,2405.0,31395.0,50326.0,73302.0,98035.0,125094.0,152381.0,170591.0,192209.0,216061.0,236953.0,258286.0,39791.0,43703.0,52254.0,76571.0,130409.0,224943.0,258688.0,258688.0,258688.0,258688.0,258688.0,258688.0,1390.0,1461.0,1475.0,1836.0,3651.0,13245.0,43144.0,86757.0,126430.0,162266.0,190168.0,218215.0,1835.0,9091.0,11397.0,15544.0,22711.0,34937.0,57001.0,98856.0,179573.0,258688.0,258688.0,258688.0,,,1083.0,1120.0,,,1322.0,1336.0,26440.0,30973.0
500,1816.0,16670.0,62507.0,153787.0,239733.0,258680.0,258680.0,258680.0,258680.0,258680.0,258680.0,258680.0,1243.0,1190.0,1206.0,1183.0,1184.0,1179.0,1180.0,2273.0,33458.0,99005.0,125131.0,108814.0,1215.0,1221.0,1233.0,1329.0,2303.0,7340.0,20417.0,33529.0,43728.0,50308.0,55944.0,67178.0,2451.0,31277.0,49749.0,72895.0,96942.0,124429.0,151997.0,171303.0,193171.0,218816.0,242037.0,258680.0,40262.0,44088.0,52397.0,77482.0,133000.0,233060.0,258680.0,258680.0,258680.0,258680.0,258680.0,258680.0,1444.0,1483.0,1509.0,1865.0,3692.0,13143.0,42991.0,86033.0,125359.0,162937.0,194149.0,224079.0,1880.0,9067.0,11402.0,15461.0,22603.0,34678.0,56535.0,98323.0,180823.0,258680.0,258680.0,258680.0,,,1121.0,1153.0,,,1383.0,1391.0,27025.0,31853.0
520,1864.5,16818.5,62816.5,154827.5,246178.5,258681.5,258681.5,258681.5,258681.5,258681.5,258681.5,258681.5,1309.5,1254.5,1246.5,1242.5,1231.5,1228.5,1252.5,2296.5,33459.5,99285.5,126726.5,110044.5,1256.5,1259.5,1252.5,1394.5,2329.5,7410.5,20652.5,33892.5,44097.5,50845.5,56391.5,68051.5,2489.5,31118.5,49566.5,72842.5,96908.5,125484.5,153971.5,171241.5,195296.5,222824.5,247808.5,258681.5,40799.5,44529.5,52994.5,78258.5,136224.5,241538.5,258681.5,258681.5,258681.5,258681.5,258681.5,258681.5,1502.5,1529.5,1541.5,1922.5,3759.5,13268.5,43484.5,86536.5,126539.5,165653.5,198697.5,231128.5,1933.5,9108.5,11409.5,15562.5,22818.5,34938.5,56816.5,98675.5,182991.5,258681.5,258681.5,258681.5,,,1178.5,1195.5,,,1430.0,1462.0,27893.0,33029.0
