time,araC-pBAD/Ara_0,araC-pBAD/Ara_1,araC-pBAD/Ara_2,araC-pBAD/Ara_3,araC-pBAD/Ara_4,araC-pBAD/Ara_5,araC-pBAD/Ara_6,araC-pBAD/Ara_7,araC-pBAD/Ara_8,araC-pBAD/Ara_9,araC-pBAD/Ara_10,araC-pBAD/Ara_11,pBAD-rJ/Ara_0,pBAD-rJ/Ara_1,pBAD-rJ/Ara_2,pBAD-rJ/Ara_3,pBAD-rJ/Ara_4,pBAD-rJ/Ara_5,pBAD-rJ/Ara_6,pBAD-rJ/Ara_7,pBAD-rJ/Ara_8,pBAD-rJ/Ara_9,pBAD-rJ/Ara_10,pBAD-rJ/Ara_11,araC-pBAD-rJ/Ara_0,araC-pBAD-rJ/Ara_1,araC-pBAD-rJ/Ara_2,araC-pBAD-rJ/Ara_3,araC-pBAD-rJ/Ara_4,araC-pBAD-rJ/Ara_5,araC-pBAD-rJ/Ara_6,araC-pBAD-rJ/Ara_7,araC-pBAD-rJ/Ara_8,araC-pBAD-rJ/Ara_9,araC-pBAD-rJ/Ara_10,araC-pBAD-rJ/Ara_11,cymRC-pCymRC-rJ/Cuma_0,cymRC-pCymRC-rJ/Cuma_1,cymRC-pCymRC-rJ/Cuma_2,cymRC-pCymRC-rJ/Cuma_3,cymRC-pCymRC-rJ/Cuma_4,cymRC-pCymRC-rJ/Cuma_5,cymRC-pCymRC-rJ/Cuma_6,cymRC-pCymRC-rJ/Cuma_7,cymRC-pCymRC-rJ/Cuma_8,cymRC-pCymRC-rJ/Cuma_9,cymRC-pCymRC-rJ/Cuma_10,cymRC-pCymRC-rJ/Cuma_11,pCymRC-rJ/Cuma_0,pCymRC-rJ/Cuma_1,pCymRC-rJ/Cuma_2,pCymRC-rJ/Cuma_3,pCymRC-rJ/Cuma_4,pCymRC-rJ/Cuma_5,pCymRC-rJ/Cuma_6,pCymRC-rJ/Cuma_7,pCymRC-rJ/Cuma_8,pCymRC-rJ/Cuma_9,pCymRC-rJ/Cuma_10,pCymRC-rJ/Cuma_11,pLux2-rJ/AHL_0,pLux2-rJ/AHL_1,pLux2-rJ/AHL_2,pLux2-rJ/AHL_3,pLux2-rJ/AHL_4,pLux2-rJ/AHL_5,pLux2-rJ/AHL_6,pLux2-rJ/AHL_7,pLux2-rJ/AHL_8,pLux2-rJ/AHL_9,pLux2-rJ/AHL_10,pLux2-rJ/AHL_11,cymRC-pCymRC-rJ/Cuma.1_0,cymRC-pCymRC-rJ/Cuma.1_1,cymRC-pCymRC-rJ/Cuma.1_2,cymRC-pCymRC-rJ/Cuma.1_3,cymRC-pCymRC-rJ/Cuma.1_4,cymRC-pCymRC-rJ/Cuma.1_5,cymRC-pCymRC-rJ/Cuma.1_6,cymRC-pCymRC-rJ/Cuma.1_7,cymRC-pCymRC-rJ/Cuma.1_8,cymRC-pCymRC-rJ/Cuma.1_9,cymRC-pCymRC-rJ/Cuma.1_10,cymRC-pCymRC-rJ/Cuma.1_11,blank-kan_0,blank-kan_1,negative-control-kan_0,negative-control-kan_1,blank-amp_0,blank-amp_1,negative-control-amp_0,negative-control-amp_1,positive-control-amp_0,positive-control-amp_1
200,103.5,92.5,91.5,91.5,93.5,102.5,101.5,126.5,667.5,3464.5,6560.5,7535.5,127.5,131.5,127.5,126.5,128.5,138.5,148.5,280.5,1734.5,6182.5,9967.5,10801.5,109.5,110.5,105.5,99.5,104.5,120.5,117.5,165.5,598.5,3310.5,7945.5,9042.5,84.5,79.5,72.5,77.5,76.5,82.5,84.5,98.5,286.5,882.5,1415.5,2612.5,75.5,77.5,72.5,74.5,76.5,85.5,113.5,324.5,1730.5,4024.5,4923.5,6725.5,95.5,90.5,97.5,90.5,121.5,366.5,1379.5,2142.5,2826.5,2765.5,2983.5,3055.5,86.5,79.5,76.5,75.5,75.5,77.5,77.5,88.5,161.5,821.5,2305.5,4967.5,,,78.5,63.5,,,104.5,116.5,2200.5,2427.5
220,148.5,130.5,139.5,140.5,136.5,143.5,150.5,230.5,2111.5,7931.5,11611.5,12317.5,197.5,216.5,214.5,208.5,213.5,222.5,263.5,641.5,6013.5,12731.5,16646.5,16814.5,179.5,166.5,155.5,160.5,166.5,175.5,189.5,297.5,1584.5,9061.5,14428.5,14761.5,116.5,115.5,108.5,112.5,113.5,118.5,124.5,146.5,474.5,1443.5,2250.5,3941.5,111.5,115.5,107.5,115.5,110.5,122.5,155.5,486.5,2603.5,5766.5,7158.5,9545.5,140.5,134.5,144.5,139.5,193.5,575.5,2284.5,3700.5,4720.5,4751.5,5042.5,5191.5,129.5,119.5,113.5,115.5,108.5,116.5,116.5,139.5,275.5,1335.5,3545.5,7119.5,,,106.5,97.5,,,137.0,166.0,3044.0,3339.0
240,192.5,184.5,179.5,183.5,186.5,189.5,189.5,322.5,3880.5,13114.5,17320.5,17886.5,282.5,284.5,288.5,271.5,281.5,298.5,352.5,986.5,11704.5,20613.5,24366.5,23793.5,223.5,216.5,209.5,205.5,216.5,228.5,244.5,397.5,2564.5,16464.5,22120.5,21711.5,143.5,148.5,141.5,142.5,144.5,158.5,155.5,205.5,732.5,2169.5,3330.5,5640.5,145.5,146.5,137.5,147.5,141.5,154.5,213.5,753.5,4043.5,8508.5,10145.5,13026.5,188.5,180.5,175.5,179.5,249.5,701.5,2881.5,5114.5,6401.5,6636.5,7081.5,7386.5,157.5,153.5,155.5,147.5,147.5,150.5,152.5,186.5,409.5,2024.5,5150.5,9840.5,,,133.5,129.5,,,186.0,216.0,4237.0,4534.0
260,240.0,235.0,220.0,227.0,235.0,238.0,249.0,395.0,5309.0,19018.0,23685.0,23821.0,348.0,351.0,349.0,335.0,356.0,359.0,433.0,1236.0,18223.0,29596.0,33130.0,31729.0,285.0,272.0,259.0,263.0,268.0,288.0,318.0,484.0,3282.0,24823.0,30583.0,29330.0,195.0,193.0,185.0,195.0,188.0,195.0,204.0,271.0,996.0,2948.0,4604.0,7918.0,190.0,184.0,178.0,184.0,191.0,202.0,303.0,1162.0,6273.0,12452.0,14405.0,17747.0,231.0,230.0,227.0,229.0,309.0,797.0,3287.0,6248.0,7910.0,8310.0,8894.0,9431.0,201.0,198.0,190.0,192.0,191.0,194.0,208.0,247.0,590.0,2771.0,7194.0,13532.0,,,180.0,172.0,,,237.5,266.5,5469.5,5580.5
280,295.0,284.0,273.0,277.0,286.0,284.0,311.0,498.0,7056.0,25503.0,32119.0,31045.0,441.0,441.0,445.0,431.0,446.0,465.0,567.0,1684.0,24320.0,38827.0,42429.0,40657.0,341.0,332.0,323.0,330.0,330.0,347.0,386.0,633.0,4380.0,34599.0,39923.0,37789.0,227.0,229.0,217.0,226.0,223.0,236.0,249.0,323.0,1180.0,3400.0,5336.0,9421.0,217.0,221.0,212.0,219.0,216.0,243.0,374.0,1485.0,8229.0,17701.0,20322.0,24121.0,272.0,268.0,266.0,274.0,361.0,944.0,3842.0,7520.0,9855.0,10398.0,11235.0,11874.0,241.0,232.0,225.0,224.0,225.0,228.0,242.0,288.0,710.0,3168.0,8366.0,16680.0,,,219.0,201.0,,,275.5,310.5,6268.5,6163.5
300,334.5,321.5,317.5,318.5,322.5,329.5,350.5,588.5,8232.5,31465.5,39816.5,40005.5,529.5,531.5,530.5,514.5,529.5,556.5,673.5,2103.5,31666.5,49994.5,52508.5,49594.5,397.5,392.5,380.5,382.5,392.5,405.5,453.5,749.5,5332.5,45698.5,50167.5,46671.5,271.5,262.5,256.5,266.5,262.5,270.5,278.5,374.5,1315.5,3679.5,5745.5,10048.5,257.5,262.5,241.5,260.5,260.5,280.5,439.5,1713.5,9559.5,21954.5,27560.5,31892.5,317.5,312.5,314.5,322.5,416.5,1068.5,4409.5,8987.5,12014.5,12978.5,14186.5,14825.5,279.5,271.5,265.5,266.5,260.5,264.5,274.5,331.5,799.5,3430.5,8939.5,17982.5,,,254.5,240.5,,,308.5,361.5,7009.5,6734.5
320,379.5,365.5,359.5,358.5,361.5,371.5,394.5,648.5,9158.5,35876.5,47238.5,48614.5,590.5,597.5,588.5,575.5,595.5,617.5,765.5,2409.5,37190.5,61565.5,63413.5,59582.5,461.5,437.5,442.5,438.5,439.5,465.5,521.5,850.5,6119.5,58474.5,60021.5,56037.5,299.5,291.5,292.5,302.5,290.5,304.5,313.5,417.5,1411.5,3908.5,6080.5,10586.5,288.5,287.5,274.5,291.5,295.5,307.5,498.5,1911.5,10552.5,24820.5,33727.5,40967.5,352.5,353.5,346.5,347.5,459.5,1170.5,4757.5,10241.5,13812.5,15358.5,16812.5,17809.5,312.5,301.5,295.5,297.5,293.5,299.5,298.5,372.5,861.5,3652.5,9389.5,18774.5,,,278.5,261.5,,,347.5,403.5,7788.5,7378.5
340,425.0,407.0,394.0,400.0,405.0,412.0,438.0,709.0,9803.0,39303.0,52671.0,56095.0,661.0,656.0,649.0,643.0,659.0,691.0,832.0,2634.0,41370.0,74934.0,74509.0,69773.0,513.0,500.0,496.0,494.0,494.0,512.0,582.0,929.0,6715.0,69879.0,70865.0,66002.0,341.0,338.0,336.0,330.0,335.0,343.0,348.0,460.0,1509.0,4125.0,6349.0,11038.0,329.0,329.0,317.0,321.0,322.0,345.0,553.0,2103.0,11529.0,26940.0,38311.0,49769.0,402.0,400.0,395.0,397.0,512.0,1223.0,5010.0,10993.0,15182.0,17221.0,18971.0,20341.0,359.0,342.0,331.0,335.0,327.0,333.0,341.0,412.0,948.0,3864.0,9811.0,19632.0,,,320.0,304.0,,,386.5,444.5,8587.5,7987.5
360,454.0,442.0,442.0,438.0,442.0,452.0,482.0,758.0,10258.0,41963.0,56954.0,61953.0,704.0,703.0,697.0,689.0,710.0,729.0,872.0,2800.0,44489.0,88451.0,85952.0,80118.0,556.0,541.0,534.0,530.0,539.0,560.0,621.0,990.0,7102.0,79542.0,82143.0,76336.0,375.0,372.0,364.0,363.0,366.0,375.0,395.0,499.0,1594.0,4289.0,6573.0,11374.0,360.0,358.0,349.0,352.0,366.0,392.0,597.0,2266.0,12385.0,28754.0,41475.0,57150.0,446.0,428.0,436.0,429.0,550.0,1282.0,5107.0,11469.0,16039.0,18511.0,20619.0,22299.0,382.0,376.0,375.0,370.0,366.0,370.0,374.0,452.0,1010.0,4021.0,10183.0,20120.0,,,356.0,333.0,,,430.5,483.5,9274.5,8422.5
380,486.0,476.0,473.0,474.0,472.0,486.0,515.0,793.0,10532.0,44226.0,60792.0,67259.0,756.0,734.0,738.0,725.0,746.0,772.0,929.0,2880.0,46423.0,100125.0,98160.0,90475.0,597.0,581.0,561.0,576.0,582.0,599.0,660.0,1044.0,7350.0,87674.0,94278.0,85634.0,402.0,405.0,395.0,402.0,400.0,420.0,428.0,544.0,1679.0,4438.0,6782.0,11667.0,393.0,392.0,382.0,393.0,395.0,417.0,654.0,2422.0,13152.0,30439.0,44239.0,62601.0,465.0,468.0,464.0,464.0,586.0,1307.0,5187.0,11724.0,16519.0,19346.0,21813.0,23801.0,422.0,412.0,397.0,399.0,400.0,406.0,402.0,480.0,1072.0,4157.0,10417.0,20501.0,,,381.0,372.0,,,454.0,515.0,9799.0,8760.0
400,530.5,514.5,511.5,506.5,518.5,509.5,549.5,829.5,10729.5,45619.5,64454.5,72240.5,792.5,780.5,776.5,775.5,804.5,826.5,965.5,2961.5,47702.5,110346.5,111727.5,101410.5,635.5,629.5,614.5,613.5,625.5,652.5,700.5,1086.5,7481.5,94035.5,106162.5,95873.5,449.5,443.5,440.5,443.5,438.5,445.5,463.5,575.5,1746.5,4572.5,6972.5,11945.5,426.5,423.5,422.5,427.5,429.5,458.5,699.5,2551.5,13795.5,31721.5,46411.5,67593.5,513.5,496.5,502.5,506.5,629.5,1356.5,5249.5,11872.5,16918.5,19990.5,22641.5,24862.5,454.5,448.5,443.5,438.5,435.5,442.5,449.5,520.5,1118.5,4288.5,10557.5,20902.5,,,420.5,399.5,,,498.5,538.5,10236.5,9026.5
420,565.0,547.0,533.0,541.0,546.0,554.0,588.0,862.0,10900.0,46684.0,67122.0,76427.0,817.0,811.0,804.0,815.0,811.0,855.0,1005.0,3004.0,48503.0,118499.0,124410.0,111349.0,669.0,647.0,651.0,645.0,654.0,674.0,739.0,1123.0,7655.0,98824.0,117668.0,103526.0,483.0,468.0,466.0,467.0,463.0,475.0,486.0,612.0,1788.0,4671.0,7093.0,12112.0,459.0,456.0,452.0,458.0,473.0,489.0,740.0,2648.0,14308.0,32791.0,48403.0,71647.0,540.0,535.0,532.0,531.0,658.0,1373.0,5280.0,12008.0,17111.0,20438.0,23160.0,25687.0,486.0,474.0,469.0,466.0,472.0,462.0,470.0,561.0,1156.0,4354.0,10772.0,21137.0,,,438.0,425.0,,,517.0,573.0,10653.0,9308.0
440,595.0,583.0,572.0,576.0,573.0,584.0,620.0,893.0,11048.0,47787.0,69579.0,79907.0,865.0,856.0,845.0,837.0,862.0,883.0,1041.0,3060.0,49056.0,126063.0,135826.0,122135.0,711.0,689.0,685.0,678.0,689.0,711.0,767.0,1153.0,7728.0,102923.0,129050.0,111906.0,510.0,508.0,502.0,495.0,502.0,510.0,522.0,648.0,1834.0,4745.0,7145.0,12233.0,488.0,489.0,476.0,477.0,494.0,520.0,781.0,2743.0,14716.0,33552.0,50004.0,75112.0,567.0,561.0,559.0,559.0,681.0,1417.0,5317.0,11964.0,17169.0,20614.0,23573.0,26351.0,521.0,514.0,507.0,499.0,493.0,498.0,502.0,587.0,1187.0,4407.0,10844.0,21205.0,,,478.0,461.0,,,545.0,589.0,10952.0,9578.0
460,611.0,602.0,596.0,589.0,603.0,607.0,638.0,916.0,11051.0,48198.0,71329.0,82626.0,889.0,872.0,865.0,869.0,875.0,902.0,1055.0,3085.0,49307.0,131772.0,145928.0,131645.0,727.0,716.0,712.0,713.0,705.0,737.0,795.0,1171.0,7730.0,106086.0,140560.0,120524.0,539.0,534.0,518.0,526.0,526.0,529.0,539.0,664.0,1864.0,4809.0,7196.0,12272.0,511.0,505.0,507.0,507.0,516.0,547.0,816.0,2799.0,15007.0,34063.0,50717.0,76896.0,593.0,586.0,584.0,592.0,715.0,1426.0,5315.0,12032.0,17187.0,20765.0,23791.0,26694.0,544.0,539.0,523.0,526.0,506.0,515.0,523.0,617.0,1225.0,4445.0,10869.0,21227.0,,,500.0,486.0,,,571.5,617.5,11255.5,9779.5
480,634.0,617.0,610.0,610.0,607.0,623.0,643.0,925.0,11013.0,48401.0,72472.0,85022.0,907.0,884.0,894.0,880.0,899.0,927.0,1066.0,3073.0,49269.0,137699.0,155941.0,142787.0,745.0,729.0,723.0,718.0,732.0,750.0,821.0,1199.0,7789.0,108351.0,151649.0,127865.0,549.0,542.0,546.0,539.0,546.0,547.0,560.0,688.0,1883.0,4839.0,7279.0,12365.0,521.0,520.0,517.0,519.0,531.0,551.0,821.0,2821.0,15114.0,34549.0,51913.0,78925.0,610.0,604.0,603.0,603.0,718.0,1425.0,5292.0,11979.0,17127.0,20795.0,23909.0,27105.0,559.0,548.0,536.0,541.0,537.0,537.0,536.0,632.0,1242.0,4506.0,10884.0,21362.0,,,514.0,495.0,,,592.5,631.5,11514.5,10120.5
500,656.5,646.5,639.5,640.5,634.5,643.5,669.5,955.5,11081.5,48547.5,73194.5,86759.5,930.5,926.5,910.5,907.5,923.5,946.5,1100.5,3087.5,49282.5,142037.5,165767.5,152089.5,772.5,754.5,751.5,752.5,753.5,778.5,832.5,1222.5,7753.5,109891.5,161546.5,134076.5,572.5,561.5,566.5,559.5,570.5,576.5,588.5,707.5,1901.5,4821.5,7266.5,12362.5,548.5,537.5,549.5,552.5,554.5,579.5,848.5,2832.5,15012.5,34625.5,51982.5,80091.5,634.5,617.5,623.5,624.5,745.5,1454.5,5264.5,11841.5,16956.5,20645.5,23930.5,27171.5,581.5,569.5,561.5,558.5,550.5,557.5,571.5,647.5,1249.5,4496.5,10956.5,21383.5,,,538.5,532.5,,,606.5,655.5,11753.5,10325.5
520,680.5,662.5,645.5,654.5,658.5,666.5,689.5,981.5,11199.5,49033.5,74214.5,88242.5,954.5,933.5,936.5,919.5,942.5,977.5,1118.5,3138.5,49485.5,146027.5,175597.5,163535.5,792.5,767.5,770.5,772.5,777.5,796.5,856.5,1237.5,7804.5,110818.5,172050.5,140936.5,594.5,590.5,571.5,581.5,585.5,596.5,608.5,733.5,1919.5,4832.5,7304.5,12463.5,568.5,558.5,565.5,562.5,574.5,601.5,869.5,2869.5,15125.5,34787.5,52561.5,81599.5,654.5,638.5,639.5,650.5,770.5,1468.5,5272.5,11879.5,17065.5,20625.5,23890.5,27195.5,599.5,598.5,584.5,584.5,569.5,587.5,584.5,659.5,1284.5,4511.5,10965.5,21360.5,,,551.5,547.5,,,628.0,658.0,12010.0,10586.0
