time,araC-pBAD/Ara_0,araC-pBAD/Ara_1,araC-pBAD/Ara_2,araC-pBAD/Ara_3,araC-pBAD/Ara_4,araC-pBAD/Ara_5,araC-pBAD/Ara_6,araC-pBAD/Ara_7,araC-pBAD/Ara_8,araC-pBAD/Ara_9,araC-pBAD/Ara_10,araC-pBAD/Ara_11,pBAD-rJ/Ara_0,pBAD-rJ/Ara_1,pBAD-rJ/Ara_2,pBAD-rJ/Ara_3,pBAD-rJ/Ara_4,pBAD-rJ/Ara_5,pBAD-rJ/Ara_6,pBAD-rJ/Ara_7,pBAD-rJ/Ara_8,pBAD-rJ/Ara_9,pBAD-rJ/Ara_10,pBAD-rJ/Ara_11,araC-pBAD-rJ/Ara_0,araC-pBAD-rJ/Ara_1,araC-pBAD-rJ/Ara_2,araC-pBAD-rJ/Ara_3,araC-pBAD-rJ/Ara_4,araC-pBAD-rJ/Ara_5,araC-pBAD-rJ/Ara_6,araC-pBAD-rJ/Ara_7,araC-pBAD-rJ/Ara_8,araC-pBAD-rJ/Ara_9,araC-pBAD-rJ/Ara_10,araC-pBAD-rJ/Ara_11,cymRC-pCymRC-rJ/Cuma_0,cymRC-pCymRC-rJ/Cuma_1,cymRC-pCymRC-rJ/Cuma_2,cymRC-pCymRC-rJ/Cuma_3,cymRC-pCymRC-rJ/Cuma_4,cymRC-pCymRC-rJ/Cuma_5,cymRC-pCymRC-rJ/Cuma_6,cymRC-pCymRC-rJ/Cuma_7,cymRC-pCymRC-rJ/Cuma_8,cymRC-pCymRC-rJ/Cuma_9,cymRC-pCymRC-rJ/Cuma_10,cymRC-pCymRC-rJ/Cuma_11,pCymRC-rJ/Cuma_0,pCymRC-rJ/Cuma_1,pCymRC-rJ/Cuma_2,pCymRC-rJ/Cuma_3,pCymRC-rJ/Cuma_4,pCymRC-rJ/Cuma_5,pCymRC-rJ/Cuma_6,pCymRC-rJ/Cuma_7,pCymRC-rJ/Cuma_8,pCymRC-rJ/Cuma_9,pCymRC-rJ/Cuma_10,pCymRC-rJ/Cuma_11,pLux2-rJ/AHL_0,pLux2-rJ/AHL_1,pLux2-rJ/AHL_2,pLux2-rJ/AHL_3,pLux2-rJ/AHL_4,pLux2-rJ/AHL_5,pLux2-rJ/AHL_6,pLux2-rJ/AHL_7,pLux2-rJ/AHL_8,pLux2-rJ/AHL_9,pLux2-rJ/AHL_10,pLux2-rJ/AHL_11,cymRC-pCymRC-rJ/Cuma.1_0,cymRC-pCymRC-rJ/Cuma.1_1,cymRC-pCymRC-rJ/Cuma.1_2,cymRC-pCymRC-rJ/Cuma.1_3,cymRC-pCymRC-rJ/Cuma.1_4,cymRC-pCymRC-rJ/Cuma.1_5,cymRC-pCymRC-rJ/Cuma.1_6,cymRC-pCymRC-rJ/Cuma.1_7,cymRC-pCymRC-rJ/Cuma.1_8,cymRC-pCymRC-rJ/Cuma.1_9,cymRC-pCymRC-rJ/Cuma.1_10,cymRC-pCymRC-rJ/Cuma.1_11,blank-kan_0,blank-kan_1,negative-control-kan_0,negative-control-kan_1,blank-amp_0,blank-amp_1,negative-control-amp_0,negative-control-amp_1,positive-control-amp_0,positive-control-amp_1
0,17.0,21.0,9.0,12.0,11.0,22.0,7.0,7.0,9.0,8.0,5.0,27.0,15.0,38.0,24.0,17.0,22.0,27.0,15.0,25.0,22.0,19.0,23.0,27.0,19.0,29.0,23.0,15.0,20.0,16.0,16.0,22.0,25.0,20.0,17.0,22.0,16.0,24.0,14.0,11.0,10.0,11.0,15.0,12.0,14.0,23.0,19.0,17.0,10.0,15.0,19.0,6.0,17.0,17.0,3.0,10.0,9.0,23.0,11.0,12.0,20.0,12.0,18.0,10.0,6.0,16.0,13.0,15.0,8.0,6.0,11.0,8.0,14.0,17.0,12.0,22.0,17.0,11.0,23.0,15.0,14.0,18.0,4.0,7.0,,,9.0,5.0,,,13.0,11.0,321.0,404.0
20,10.5,9.5,12.5,11.5,5.5,7.5,5.5,5.5,1.5,10.5,7.5,6.5,18.5,27.5,17.5,18.5,23.5,21.5,18.5,11.5,15.5,14.5,18.5,18.5,16.5,17.5,14.5,8.5,14.5,12.5,14.5,17.5,17.5,22.5,20.5,20.5,11.5,14.5,18.5,14.5,17.5,14.5,20.5,16.5,10.5,18.5,14.5,14.5,7.5,15.5,14.5,16.5,13.5,10.5,14.5,14.5,28.5,36.5,32.5,39.5,11.5,14.5,18.5,12.5,14.5,10.5,10.5,5.5,12.5,11.5,11.5,7.5,11.5,16.5,11.5,12.5,14.5,16.5,6.5,6.5,8.5,8.5,11.5,14.5,,,11.5,6.5,,,19.5,14.5,248.5,268.5
40,17.0,12.0,9.0,16.0,11.0,10.0,6.0,15.0,11.0,13.0,7.0,9.0,21.0,25.0,26.0,15.0,20.0,28.0,22.0,24.0,21.0,15.0,20.0,18.0,22.0,22.0,15.0,18.0,15.0,17.0,19.0,19.0,19.0,14.0,15.0,21.0,16.0,16.0,13.0,11.0,15.0,15.0,20.0,18.0,20.0,26.0,22.0,35.0,13.0,14.0,14.0,10.0,18.0,19.0,36.0,78.0,130.0,153.0,143.0,151.0,12.0,19.0,13.0,17.0,10.0,14.0,17.0,16.0,27.0,30.0,25.0,26.0,17.0,18.0,11.0,15.0,13.0,12.0,10.0,17.0,17.0,23.0,32.0,40.0,,,13.0,7.0,,,21.0,20.0,321.0,348.0
60,11.0,11.0,14.0,12.0,9.0,8.0,2.0,11.0,9.0,16.0,13.0,16.0,26.0,24.0,22.0,21.0,24.0,27.0,22.0,17.0,15.0,20.0,23.0,21.0,23.0,22.0,17.0,19.0,22.0,22.0,15.0,18.0,19.0,21.0,21.0,25.0,15.0,18.0,18.0,14.0,16.0,17.0,18.0,20.0,27.0,35.0,46.0,63.0,12.0,16.0,17.0,12.0,14.0,22.0,39.0,111.0,241.0,303.0,306.0,317.0,18.0,20.0,9.0,13.0,16.0,18.0,29.0,35.0,49.0,51.0,48.0,55.0,24.0,20.0,12.0,15.0,16.0,17.0,17.0,18.0,22.0,33.0,57.0,82.0,,,18.0,11.0,,,10.0,14.0,418.0,460.0
80,15.0,9.0,9.0,5.0,12.0,8.0,1.0,10.0,2.0,7.0,6.0,9.0,18.0,22.0,24.0,18.0,17.0,20.0,17.0,17.0,21.0,17.0,16.0,21.0,20.0,18.0,13.0,13.0,15.0,17.0,16.0,18.0,17.0,12.0,15.0,15.0,14.0,15.0,9.0,10.0,12.0,19.0,7.0,9.0,28.0,42.0,53.0,88.0,11.0,7.0,11.0,12.0,7.0,18.0,45.0,128.0,328.0,485.0,500.0,550.0,14.0,14.0,8.0,11.0,12.0,14.0,41.0,67.0,94.0,88.0,94.0,107.0,13.0,9.0,4.0,13.0,17.0,7.0,10.0,15.0,22.0,36.0,79.0,158.0,,,11.0,8.0,,,25.0,21.0,523.0,581.0
100,16.5,15.5,13.5,10.5,5.5,7.5,10.5,8.5,7.5,10.5,7.5,16.5,22.5,26.5,25.5,19.5,25.5,23.5,21.5,25.5,18.5,25.5,25.5,48.5,24.5,25.5,20.5,19.5,19.5,24.5,21.5,19.5,22.5,20.5,18.5,29.5,19.5,18.5,17.5,15.5,18.5,12.5,20.5,20.5,32.5,59.5,73.5,122.5,17.5,14.5,16.5,19.5,14.5,20.5,47.5,132.5,403.5,709.5,787.5,927.5,18.5,11.5,17.5,14.5,15.5,32.5,72.5,108.5,156.5,158.5,171.5,176.5,19.5,16.5,14.5,15.5,13.5,17.5,14.5,16.5,29.5,47.5,116.5,267.5,,,15.5,4.5,,,27.0,22.0,616.0,693.0
120,20.5,21.5,19.5,21.5,13.5,12.5,13.5,18.5,12.5,14.5,20.5,60.5,32.5,31.5,26.5,27.5,26.5,25.5,28.5,33.5,31.5,25.5,42.5,165.5,29.5,22.5,21.5,23.5,25.5,23.5,22.5,22.5,22.5,23.5,27.5,68.5,24.5,20.5,18.5,21.5,19.5,24.5,21.5,26.5,40.5,69.5,107.5,211.5,16.5,22.5,19.5,23.5,28.5,23.5,46.5,148.5,476.5,969.5,1176.5,1498.5,20.5,21.5,27.5,21.5,22.5,27.5,91.5,165.5,226.5,238.5,248.5,268.5,24.5,29.5,19.5,22.5,22.5,19.5,23.5,19.5,30.5,61.5,179.5,496.5,,,13.5,17.5,,,27.0,26.0,740.0,833.0
140,29.5,21.5,27.5,25.5,24.5,20.5,25.5,18.5,21.5,21.5,30.5,206.5,36.5,35.5,37.5,31.5,30.5,31.5,28.5,35.5,30.5,29.5,85.5,531.5,36.5,28.5,31.5,24.5,29.5,26.5,36.5,32.5,30.5,28.5,40.5,187.5,29.5,33.5,22.5,27.5,26.5,25.5,23.5,32.5,55.5,109.5,179.5,394.5,23.5,23.5,26.5,27.5,27.5,29.5,53.5,153.5,557.5,1277.5,1651.5,2269.5,29.5,29.5,32.5,22.5,27.5,55.5,147.5,252.5,340.5,347.5,387.5,396.5,34.5,31.5,23.5,33.5,27.5,27.5,27.5,32.5,32.5,99.5,315.5,955.5,,,27.5,20.5,,,33.0,28.0,940.0,1062.0
160,43.5,41.5,34.5,29.5,35.5,37.5,34.5,36.5,35.5,70.5,519.5,1170.5,51.5,54.5,47.5,48.5,46.5,52.5,44.5,47.5,57.5,107.5,1050.5,2046.5,43.5,38.5,41.5,38.5,43.5,48.5,41.5,37.5,49.5,75.5,361.5,1052.5,42.5,42.5,39.5,34.5,43.5,45.5,43.5,43.5,83.5,229.5,384.5,802.5,34.5,41.5,41.5,38.5,38.5,39.5,64.5,175.5,713.5,1738.5,2323.5,3363.5,39.5,41.5,38.5,37.5,39.5,82.5,263.5,423.5,601.5,598.5,651.5,664.5,42.5,43.5,37.5,36.5,36.5,43.5,39.5,40.5,53.5,207.5,668.5,1794.5,,,33.5,27.5,,,44.0,50.0,1211.0,1340.0
180,64.0,62.0,59.0,57.0,62.0,62.0,61.0,62.0,115.0,917.0,2835.0,3766.0,79.0,77.0,79.0,76.0,76.0,80.0,73.0,95.0,284.0,1699.0,4601.0,5584.0,72.0,69.0,69.0,62.0,62.0,67.0,73.0,77.0,162.0,805.0,2904.0,4113.0,62.0,59.0,54.0,55.0,55.0,58.0,60.0,69.0,171.0,519.0,857.0,1585.0,54.0,59.0,50.0,53.0,58.0,64.0,85.0,245.0,1132.0,2576.0,3326.0,4864.0,65.0,66.0,61.0,65.0,71.0,186.0,693.0,1026.0,1485.0,1409.0,1556.0,1544.0,66.0,61.0,54.0,61.0,52.0,57.0,57.0,61.0,107.0,476.0,1387.0,3115.0,,,55.0,45.0,,,69.0,71.0,1612.0,1800.0
