time,pBAD/Ara_0,pBAD/Ara_1,pBAD/Ara_2,pBAD/Ara_3,pBAD/Ara_4,pBAD/Ara_5,e11x33_0,e11x33_1,e11x33_2,e11x33_3,e11x33_4,e11x33_5,pCin/OHC14_0,pCin/OHC14_1,pCin/OHC14_2,pCin/OHC14_3,pCin/OHC14_4,pCin/OHC14_5,e15x33_0,e15x33_1,e15x33_2,e15x33_3,e15x33_4,e15x33_5,pCymRC/Cuma_0,pCymRC/Cuma_1,pCymRC/Cuma_2,pCymRC/Cuma_3,pCymRC/Cuma_4,pCymRC/Cuma_5,e16x33_0,e16x33_1,e16x33_2,e16x33_3,e16x33_4,e16x33_5,pLuxB/AHL_0,pLuxB/AHL_1,pLuxB/AHL_2,pLuxB/AHL_3,pLuxB/AHL_4,pLuxB/AHL_5,e11x32STPhoRadA_0,e11x32STPhoRadA_1,e11x32STPhoRadA_2,e11x32STPhoRadA_3,e11x32STPhoRadA_4,e11x32STPhoRadA_5,pPhlF/DAPG_0,pPhlF/DAPG_1,pPhlF/DAPG_2,pPhlF/DAPG_3,pPhlF/DAPG_4,pPhlF/DAPG_5,e15x32NpuSspS2_0,e15x32NpuSspS2_1,e15x32NpuSspS2_2,e15x32NpuSspS2_3,e15x32NpuSspS2_4,e15x32NpuSspS2_5,pSalTTC/Sal_0,pSalTTC/Sal_1,pSalTTC/Sal_2,pSalTTC/Sal_3,pSalTTC/Sal_4,pSalTTC/Sal_5,e16x33NrdA2_0,e16x33NrdA2_1,e16x33NrdA2_2,e16x33NrdA2_3,e16x33NrdA2_4,e16x33NrdA2_5,pRhaB/Rha_0,pRhaB/Rha_1,pRhaB/Rha_2,pRhaB/Rha_3,pRhaB/Rha_4,pRhaB/Rha_5,Blank_Kan_1,Blank_Kan_1,negative-control-kan_1,negative-control-kan_1,Blank_Amp_1,Blank_Amp_1,negative-control-amp_1,negative-control-amp_1,positive-control-amp_1,positive-control-amp_1
600,1009,137552,193476,175724,175952,176626,710,73830,98911,65436,51522,39083,686,659,659,2535,35034,65433,708,10550,14692,16556,15175,10664,680,2419,7183,13795,19394,21986,764,59364,61887,63201,65793,57507,1333,28533,53945,76518,96857,110438,593,10086,40634,36031,33472,22320,53532,61685,95030,169148,180274,178544,656,1191,3084,5684,7102,6295,761,745,819,2484,27425,45354,690,3224,24577,55906,54437,49201,1000,9682,24500,81615,165325,167777,,,651,642,,,779.5,768.5,13541.5,14568.5
620,1024,138588,198658,182183,182834,183778,737,75113,103305,68387,53313,40812,726,691,690,2567,36949,65639,725,10652,14876,16838,15383,10958,694,2409,7167,13815,19315,21874,801,60340,62666,63758,67020,58985,1330,28566,53639,75922,95791,110450,607,10089,41406,37047,34648,23355,54057,62191,95983,172973,185004,182889,683,1211,3094,5705,7098,6314,786,762,835,2501,27317,45151,718,3236,24702,56589,54840,49921,1018,9727,24547,81476,166029,169870,,,665,652,,,791.5,786.5,13635.5,14704.5
640,1038.5,139711.5,204584.5,188052.5,190667.5,191186.5,749.5,76582.5,107844.5,71709.5,54882.5,42668.5,727.5,691.5,701.5,2602.5,38167.5,65748.5,734.5,10693.5,15111.5,17088.5,15526.5,11270.5,706.5,2452.5,7190.5,13806.5,19231.5,21732.5,809.5,60972.5,62851.5,64125.5,67847.5,60338.5,1354.5,28582.5,53913.5,75684.5,95663.5,110253.5,623.5,10126.5,42251.5,38034.5,35809.5,24303.5,54740.5,62919.5,96592.5,176720.5,190836.5,187759.5,691.5,1225.5,3113.5,5728.5,7151.5,6371.5,797.5,768.5,849.5,2523.5,27398.5,44974.5,732.5,3248.5,24659.5,56882.5,55200.5,50846.5,1037.5,9721.5,24309.5,81485.5,166437.5,172026.5,,,687.5,673.5,,,811,800,13789,14903
660,1066,140869,209347,193663,197270,197593,759,77960,112310,75084,56706,44372,740,704,704,2588,38832,65944,749,10734,15260,17390,15715,11495,716,2460,7261,13895,19284,21653,815,61433,63089,64405,68548,61779,1370,28697,53534,75221,95202,109891,630,10116,43034,39073,36928,25200,55572,63491,97367,180098,195129,192369,699,1225,3110,5734,7157,6384,813,795,857,2543,27308,45054,741,3269,24614,57061,55757,51358,1061,9747,24380,81169,167443,174538,,,692,676,,,822,810,13904,15072
680,1077.5,142227.5,212283.5,198572.5,204249.5,202748.5,762.5,79227.5,115838.5,78150.5,58136.5,46093.5,759.5,717.5,720.5,2629.5,39342.5,66130.5,757.5,10799.5,15445.5,17651.5,15859.5,11795.5,736.5,2486.5,7311.5,13995.5,19292.5,21874.5,833.5,62238.5,63685.5,64811.5,69385.5,63237.5,1394.5,28863.5,53741.5,75176.5,95177.5,109889.5,642.5,10173.5,43652.5,39996.5,37900.5,26066.5,56205.5,64063.5,98306.5,184755.5,200172.5,195603.5,711.5,1239.5,3136.5,5785.5,7191.5,6448.5,819.5,804.5,873.5,2556.5,27354.5,44687.5,759.5,3261.5,24676.5,57293.5,55790.5,51744.5,1068.5,9748.5,24233.5,80811.5,169162.5,177531.5,,,699.5,691.5,,,832,814,13979,15274
700,1100,143162,214663,202946,209212,208655,775,80419,119334,81058,59721,47394,773,724,714,2640,39366,66312,772,10862,15485,17919,15909,12003,737,2465,7325,14001,19289,21785,852,62639,63843,65161,69864,64582,1402,28926,53843,75159,94663,109634,660,10181,44403,40734,38857,26679,56867,64776,99239,186445,205230,200456,727,1252,3133,5767,7189,6443,839,810,891,2579,27484,44718,763,3283,24748,57560,55872,52254,1087,9762,24265,80706,170174,180144,,,708,700,,,842.5,833.5,14041.5,15379.5
720,1114,143138,217302,207098,214599,212736,792,81655,122763,84636,61161,48957,777,728,731,2653,39393,66550,783,10843,15703,18121,16049,12216,754,2498,7367,14027,19353,21823,859,62896,64165,65031,70455,65526,1419,29059,53938,74901,94731,108546,660,10142,45068,41362,39374,27562,57668,65485,100001,188347,209564,204006,740,1264,3148,5812,7209,6456,848,817,898,2577,27541,44722,769,3295,24717,57770,56470,52357,1096,9752,24186,80472,171411,183266,,,716,708,,,857,844,14111,15403
740,1127,143405,218001,210515,219245,215925,812,82528,126279,87997,62320,50294,794,744,749,2671,39351,66610,796,10804,15722,18277,16153,12369,773,2507,7360,13983,19397,21723,874,63819,64095,65259,70913,66727,1433,28935,53866,74550,94364,108150,684,10191,45566,41953,40257,28097,58282,65847,100423,190167,211909,207230,749,1258,3177,5831,7243,6509,867,839,913,2603,27622,44692,784,3331,24827,58350,56750,52788,1099,9747,24220,79751,172755,186897,,,736,730,,,874,862,14280,15484
760,1141,143799,219378,213103,223186,218634,812,83527,128776,91122,63702,51569,810,755,759,2676,39498,66756,798,10817,15862,18492,16141,12555,776,2519,7413,14051,19327,21698,887,64451,64302,65391,71579,67680,1430,28929,53831,74281,93720,107821,685,10206,46140,42442,40518,28592,58513,66173,101043,190877,213761,207984,748,1261,3166,5864,7241,6487,864,845,916,2602,27419,44381,793,3301,24749,58043,56453,52893,1110,9694,24055,79057,172362,188016,,,741,731,,,876,862,14241,15663
780,1173.5,145311.5,220532.5,214034.5,226091.5,219699.5,834.5,84461.5,132168.5,94418.5,64835.5,52917.5,824.5,769.5,766.5,2680.5,39376.5,66870.5,819.5,10795.5,15893.5,18658.5,16223.5,12657.5,794.5,2521.5,7402.5,14073.5,19306.5,21664.5,888.5,64685.5,64394.5,65737.5,71903.5,68576.5,1462.5,29030.5,53905.5,73435.5,93245.5,107797.5,695.5,10131.5,47049.5,43031.5,40870.5,29211.5,59189.5,66470.5,101541.5,192236.5,217151.5,210375.5,773.5,1281.5,3207.5,5879.5,7262.5,6519.5,878.5,856.5,925.5,2619.5,27452.5,44545.5,812.5,3311.5,24906.5,58299.5,56683.5,53043.5,1136.5,9688.5,24102.5,79157.5,173498.5,192116.5,,,747.5,737.5,,,887.5,885.5,14351.5,15797.5
800,1194.5,145269.5,221996.5,215721.5,229037.5,222088.5,834.5,85083.5,135399.5,97564.5,66315.5,54007.5,840.5,778.5,778.5,2677.5,39286.5,66653.5,817.5,10813.5,15975.5,18846.5,16273.5,12838.5,813.5,2526.5,7414.5,14088.5,19248.5,21750.5,902.5,64742.5,64483.5,65685.5,72504.5,69481.5,1466.5,28962.5,53484.5,72839.5,92567.5,107228.5,706.5,10177.5,47574.5,43423.5,41263.5,29525.5,59448.5,66682.5,101305.5,192402.5,218325.5,211109.5,772.5,1295.5,3200.5,5882.5,7289.5,6497.5,895.5,857.5,935.5,2626.5,27506.5,44550.5,815.5,3332.5,24750.5,58382.5,56431.5,53073.5,1147.5,9724.5,24094.5,78917.5,174056.5,195226.5,,,760.5,761.5,,,897.5,886.5,14455.5,15928.5
820,1193,146019,221649,216435,231394,223788,849,86618,137908,101348,67625,55042,850,793,790,2707,39134,66975,835,10768,16079,19024,16311,12897,821,2557,7433,14087,19345,21814,914,65503,64339,65664,73300,70486,1482,28848,53646,72699,92086,106820,717,10142,48034,43950,41639,29853,60235,66920,101612,194365,221192,213905,780,1299,3217,5910,7285,6523,914,865,944,2625,27542,44575,830,3361,24926,58515,56639,53291,1152,9693,23907,78400,174879,197261,,,766,767,,,912,894,14541,16100
840,1222,147634,217892,216221,230644,223728,864,87905,140680,103844,68566,56564,860,801,800,2721,39127,66995,837,10766,15832,19218,16405,13116,839,2554,7409,14110,19224,21855,925,65774,64584,65839,73749,71256,1504,28894,53566,72270,91465,106409,730,10121,48296,43934,41873,30374,60444,67549,101769,196253,222671,214362,805,1314,3226,5955,7347,6593,925,881,954,2638,27311,44596,822,3362,24874,58731,56756,53714,1169,9691,23849,78117,174090,199389,,,784,770,,,921.5,911.5,14622.5,17734.5
860,1234.5,156866.5,217856.5,215783.5,230307.5,223943.5,869.5,88136.5,143339.5,107632.5,69568.5,57539.5,873.5,802.5,810.5,2736.5,39486.5,67062.5,850.5,10864.5,15841.5,19414.5,16439.5,13208.5,839.5,2566.5,7428.5,14076.5,19264.5,21744.5,940.5,65992.5,64559.5,65925.5,74001.5,72247.5,1522.5,28885.5,53309.5,71929.5,91209.5,105852.5,728.5,10094.5,48834.5,44427.5,42221.5,30608.5,60916.5,67809.5,101541.5,193300.5,225791.5,217116.5,808.5,1324.5,3237.5,5971.5,7379.5,6587.5,936.5,893.5,962.5,2643.5,27696.5,44308.5,850.5,3362.5,24956.5,58739.5,56798.5,54176.5,1188.5,9624.5,23858.5,78056.5,173198.5,201238.5,,,796.5,789.5,,,929,913,14757,16791
880,1246.5,151901.5,217967.5,215180.5,230867.5,223643.5,870.5,88568.5,146708.5,111018.5,70837.5,58675.5,889.5,818.5,826.5,2733.5,39564.5,67016.5,856.5,10855.5,15883.5,19488.5,16505.5,13362.5,857.5,2567.5,7386.5,14094.5,19230.5,21700.5,941.5,66337.5,64114.5,66011.5,74088.5,73057.5,1539.5,28845.5,53361.5,71681.5,90578.5,105775.5,748.5,10045.5,48836.5,44185.5,42318.5,30733.5,61421.5,67996.5,101986.5,194739.5,227268.5,219506.5,817.5,1324.5,3258.5,6009.5,7399.5,6615.5,939.5,908.5,969.5,2656.5,27679.5,44399.5,871.5,3388.5,24904.5,58720.5,56914.5,54014.5,1186.5,9667.5,23869.5,77850.5,174035.5,204207.5,,,802.5,791.5,,,950,927,14956,16668
900,1279,152526,215351,213977,231034,223217,880,88434,149042,113423,71086,59868,896,821,816,2744,39331,66863,875,10744,15894,19634,16520,13385,870,2584,7399,14046,19144,21627,951,66591,64005,65874,74418,73876,1533,28822,53026,71309,90073,104539,754,10023,48890,44165,42385,31077,61782,67965,101940,193516,229980,220466,834,1337,3251,6018,7381,6653,952,915,982,2672,27677,44301,870,3354,25022,58608,56254,54267,1198,9675,23794,77655,171793,206590,,,816,798,,,947,924,14958,17446
920,1272.5,155539.5,214852.5,213759.5,228594.5,221624.5,890.5,88183.5,151800.5,117239.5,72016.5,60747.5,908.5,840.5,833.5,2733.5,39515.5,67179.5,880.5,10752.5,15743.5,19829.5,16679.5,13528.5,880.5,2566.5,7417.5,14055.5,19218.5,21667.5,967.5,66632.5,64239.5,65786.5,74709.5,74099.5,1559.5,28772.5,52999.5,70991.5,89653.5,104273.5,758.5,9950.5,49139.5,44885.5,42661.5,31318.5,62197.5,68477.5,102185.5,195172.5,231660.5,222290.5,835.5,1349.5,3277.5,6093.5,7436.5,6646.5,967.5,921.5,985.5,2668.5,27654.5,44351.5,866.5,3364.5,24796.5,58832.5,56508.5,54097.5,1219.5,9622.5,23647.5,77375.5,171237.5,209549.5,,,808.5,802.5,,,945,942,15175,17254
940,1289.5,156105.5,214727.5,212003.5,226242.5,220008.5,914.5,87852.5,154177.5,120722.5,72849.5,61500.5,931.5,850.5,847.5,2774.5,39491.5,67190.5,900.5,10790.5,15747.5,19967.5,16719.5,13694.5,886.5,2598.5,7459.5,14056.5,19262.5,21629.5,971.5,66883.5,64016.5,66287.5,74909.5,75126.5,1561.5,28670.5,53034.5,70710.5,89622.5,104007.5,767.5,9985.5,49436.5,44983.5,42964.5,31630.5,63382.5,68587.5,102029.5,195096.5,232847.5,223666.5,851.5,1358.5,3291.5,6104.5,7514.5,6687.5,987.5,918.5,1000.5,2687.5,27792.5,44267.5,886.5,3368.5,24883.5,59093.5,56789.5,54478.5,1211.5,9578.5,23621.5,76699.5,170220.5,210934.5,,,833.5,818.5,,,960,955,15345,17853
960,1308,157099,214124,211034,224540,220241,915,87768,157070,123486,73280,62844,947,844,842,2774,39444,67048,900,10725,15815,20024,16799,13823,904,2592,7440,14085,19258,21517,983,67227,64299,66051,75739,75348,1584,28707,52902,70221,89151,103269,777,9952,49500,44498,42951,31665,63843,68699,102376,195917,235263,223936,862,1362,3289,6104,7464,6684,991,943,1008,2693,27942,44313,897,3380,24866,59010,56592,54080,1235,9580,23559,76266,170403,213800,,,838,827,,,959,963,15574,17774
980,1317,158336,214559,210464,220440,218702,930,87470,159390,126874,74135,63757,950,858,860,2772,39404,67303,904,10832,15810,20120,16855,13956,906,2593,7388,14085,19677,21465,980,67678,64122,66579,75836,76240,1595,28818,52579,69882,88950,103090,788,9908,49915,44201,43337,31846,64455,68976,102066,195387,236247,225550,873,1366,3310,6137,7498,6712,1009,941,1014,2717,27929,44291,913,3390,24742,58834,56849,54138,1240,9631,23536,76586,169781,217248,,,841,842,,,977.5,976.5,16922.5,17640.5
1000,1361,158356,213327,208577,218779,218578,942,87598,162203,130420,74615,64946,975,888,871,2787,39418,67204,926,10878,15849,20245,16912,13979,929,2618,7434,14007,19420,21505,995,67480,64218,66170,75914,76879,1620,28624,52601,69517,88360,102199,797,9866,50045,43911,43466,31949,64890,69341,102025,196561,238698,225910,881,1473,3308,6160,7572,6705,1011,969,1019,2709,27836,44531,913,3407,24692,58567,56417,53903,1265,9612,23527,77536,168196,218886,,,862,850,,,994.5,973.5,17522.5,17775.5
1020,1342,160434,212918,209412,219718,219240,943,87542,166557,133800,74928,66060,979,881,871,2777,39293,67129,926,10871,15824,20329,16926,14144,936,2626,7452,14097,19489,21484,1003,67492,64209,66377,76547,77437,1621,28760,52469,69550,88006,101925,809,9849,50477,43841,43303,32264,65575,69901,102614,196568,239255,228633,877,1450,3320,6193,7563,6698,1029,969,1028,2714,27922,46927,921,3399,24864,58701,56661,54091,1277,9611,23484,76945,167875,221499,,,868,841,,,991,983,16050,18177
1040,1370.5,161030.5,213514.5,208333.5,218521.5,214499.5,966.5,87467.5,168157.5,137283.5,75622.5,67013.5,993.5,884.5,880.5,2787.5,39281.5,67093.5,932.5,10859.5,15812.5,20398.5,16935.5,14205.5,943.5,2623.5,7428.5,14004.5,19401.5,21418.5,1013.5,67679.5,64349.5,66588.5,76587.5,78046.5,1650.5,28572.5,52299.5,69109.5,87774.5,101318.5,816.5,9834.5,50627.5,43645.5,43167.5,32304.5,66129.5,69840.5,101943.5,196775.5,240246.5,228543.5,890.5,1467.5,3329.5,6193.5,7591.5,6749.5,1033.5,964.5,1046.5,2723.5,27923.5,52156.5,929.5,3412.5,24971.5,58808.5,56783.5,54274.5,1273.5,9596.5,23321.5,76637.5,166722.5,224449.5,,,873.5,859.5,,,1006.5,986.5,16093.5,18261.5
1060,1381.5,162661.5,211886.5,207353.5,217559.5,213600.5,957.5,86961.5,168773.5,139916.5,76129.5,67919.5,998.5,905.5,891.5,2782.5,39247.5,66815.5,944.5,10792.5,15827.5,20421.5,16999.5,14301.5,963.5,2623.5,7455.5,14035.5,19460.5,21399.5,1037.5,67770.5,63996.5,66832.5,76706.5,78576.5,1656.5,28630.5,52219.5,68793.5,87410.5,100953.5,821.5,9791.5,51142.5,43305.5,42913.5,32477.5,66569.5,69835.5,102152.5,196812.5,243453.5,230157.5,894.5,1467.5,3356.5,6255.5,7676.5,6757.5,1040.5,978.5,1054.5,2732.5,27813.5,48970.5,951.5,3438.5,24950.5,59036.5,56652.5,54481.5,1292.5,9563.5,23309.5,76286.5,167429.5,225074.5,,,887.5,871.5,,,1010.5,995.5,16172.5,18755.5
1080,1399.5,164069.5,212307.5,207721.5,216024.5,212503.5,971.5,87221.5,170024.5,143054.5,76397.5,68843.5,1015.5,909.5,898.5,2804.5,39239.5,66780.5,959.5,10763.5,15840.5,19722.5,16975.5,14415.5,976.5,2631.5,7438.5,13960.5,19376.5,21512.5,1031.5,67942.5,64118.5,66642.5,77245.5,79753.5,1646.5,28501.5,52111.5,68614.5,86450.5,100486.5,838.5,9811.5,51236.5,43194.5,42957.5,32611.5,67069.5,69956.5,101730.5,197239.5,243631.5,230085.5,911.5,1490.5,3365.5,6269.5,7641.5,6715.5,1059.5,989.5,1055.5,2735.5,27661.5,48254.5,956.5,3434.5,24776.5,58795.5,56668.5,54257.5,1309.5,9591.5,23303.5,76275.5,165673.5,226866.5,,,899.5,874.5,,,1017,996,16309,18725
1100,1412,166602,211352,207051,215988,210796,975,87107,170256,145661,76942,69752,1025,915,908,2798,39367,66964,958,10800,15806,19614,17047,14531,991,2638,7452,13984,19380,21373,1032,67842,64067,66649,77736,83996,1682,28619,51766,68289,86688,100126,849,9760,51470,43108,42919,33094,67495,70231,101849,197273,244759,231467,918,1553,3373,5999,7680,6760,1075,990,1070,2731,27693,46507,955,3455,24944,58699,56814,54519,1312,9538,23205,76026,164830,226785,,,895,879,,,1027,1006,16689,18648
1120,1430.5,169453.5,210558.5,206843.5,215247.5,208124.5,988.5,87037.5,170281.5,148456.5,77403.5,70466.5,1030.5,926.5,924.5,2808.5,39004.5,66768.5,967.5,10762.5,15804.5,19693.5,17085.5,14779.5,1009.5,2658.5,7427.5,13938.5,19263.5,21379.5,1052.5,68059.5,63819.5,66660.5,77784.5,84779.5,1677.5,28457.5,51752.5,67598.5,86038.5,99270.5,854.5,9735.5,51481.5,42950.5,42846.5,33452.5,67694.5,70354.5,102081.5,197123.5,245564.5,231375.5,937.5,1521.5,3395.5,6042.5,7706.5,6761.5,1088.5,1005.5,1071.5,2735.5,27703.5,47477.5,971.5,3444.5,24955.5,58931.5,56678.5,54385.5,1329.5,9535.5,23167.5,75816.5,163695.5,226562.5,,,899.5,891.5,,,1034.5,1032.5,16172.5,19190.5
1140,1442,181740,208713,206440,214971,207936,992,86974,171669,151486,77962,71289,1050,923,932,2799,38938,66667,974,10738,15880,19818,17187,14738,1012,2657,7448,13947,19249,21296,1055,67983,63716,66939,78034,85663,1697,28452,51433,67282,85434,98846,865,9744,51524,42938,42597,33296,68009,70300,101237,197175,246645,231246,936,1511,3393,6031,7720,6787,1085,1021,1076,2748,27745,51595,983,3585,25048,58784,56761,54164,1338,9522,23072,75541,162823,227100,,,925,892,,,1039.5,1022.5,16174.5,18667.5
1160,1441.5,190474.5,203636.5,204901.5,213445.5,203744.5,1016.5,86983.5,171579.5,155508.5,77140.5,71429.5,1062.5,944.5,929.5,2811.5,38933.5,66398.5,985.5,10724.5,15789.5,19712.5,17182.5,14805.5,1018.5,2646.5,7386.5,13883.5,19151.5,21134.5,1063.5,68090.5,63637.5,66758.5,77892.5,85259.5,1695.5,28196.5,51273.5,66980.5,85006.5,98177.5,873.5,9715.5,51857.5,42706.5,42745.5,33198.5,68157.5,70216.5,101242.5,197029.5,246101.5,231749.5,943.5,1548.5,3412.5,6036.5,7786.5,6739.5,1102.5,1020.5,1081.5,2737.5,27637.5,47028.5,987.5,3524.5,25060.5,59803.5,56626.5,54044.5,1347.5,9470.5,22911.5,74897.5,180384.5,226401.5,,,924.5,909.5,,,1045.5,1032.5,16862.5,19295.5
1180,1461.5,195762.5,204415.5,205127.5,213817.5,203726.5,1022.5,86809.5,172568.5,156918.5,78147.5,72540.5,1074.5,955.5,943.5,2803.5,38785.5,66186.5,996.5,10734.5,15837.5,19690.5,17262.5,14929.5,1022.5,2665.5,7439.5,13886.5,19159.5,21168.5,1073.5,68017.5,63522.5,66819.5,78323.5,86156.5,1703.5,28331.5,50964.5,66696.5,84835.5,97984.5,874.5,9641.5,51685.5,42627.5,42813.5,33192.5,68322.5,70243.5,101162.5,196245.5,247423.5,232081.5,954.5,1572.5,3420.5,6025.5,7800.5,6799.5,1117.5,1024.5,1087.5,2783.5,27644.5,46070.5,983.5,3530.5,24970.5,59978.5,56806.5,53634.5,1370.5,9503.5,22857.5,74615.5,179185.5,226618.5,,,938.5,912.5,,,1059.5,1041.5,17325.5,19234.5
1200,1480.5,197013.5,202418.5,204663.5,212275.5,201584.5,1038.5,86601.5,173032.5,157678.5,78704.5,73290.5,1092.5,961.5,949.5,2823.5,38758.5,66056.5,1017.5,10680.5,15766.5,19771.5,17267.5,14905.5,1043.5,2676.5,7404.5,13873.5,19016.5,21101.5,1085.5,67486.5,63192.5,66679.5,78180.5,85341.5,1731.5,28329.5,50945.5,66494.5,84210.5,97647.5,899.5,9601.5,52143.5,42579.5,42487.5,33101.5,68481.5,70215.5,100856.5,196561.5,248096.5,232086.5,972.5,1545.5,3430.5,6018.5,7808.5,6819.5,1125.5,1048.5,1099.5,2779.5,27664.5,46900.5,1006.5,3604.5,25179.5,60154.5,57091.5,53609.5,1382.5,9466.5,22875.5,74451.5,177846.5,226380.5,,,954.5,924.5,,,1062,1054,16599,19395
1220,1498,204559,202322,203915,211860,201830,1035,86619,174031,158725,79401,74208,1103,957,962,2818,38500,66303,1012,10680,15711,19735,17308,14858,1045,2660,7417,13824,19017,21165,1089,67779,63546,66744,78752,86693,1724,28243,50821,66327,84051,97233,897,9585,51940,42456,42466,32886,69379,70451,101132,195859,247348,231386,970,1541,3465,6005,7788,6823,1126,1039,1105,2778,27481,47607,1001,3518,25339,60105,57007,53611,1385,9476,22747,74078,178952,226182,,,944,921,,,1064.5,1061.5,16431.5,19705.5
1240,1487,208183,201239,203866,211928,201084,1045,86880,174315,157643,80473,77286,1115,969,966,2815,38482,65913,1011,10665,15668,19775,17340,14944,1050,2672,7369,13757,19012,20993,1091,67328,63095,66733,78532,87529,1745,28137,50353,65436,83510,96336,895,9581,51905,42313,42410,32843,69793,70311,100431,195109,247267,231552,972,1563,3456,6051,7856,6891,1128,1036,1107,2752,27331,52059,1019,3523,25502,60201,57263,54109,1388,9458,22507,73419,174995,223732,,,954,922,,,1073,1052,17882,20186
1260,1518.5,211033.5,200525.5,202991.5,210065.5,199648.5,1050.5,86628.5,175395.5,157516.5,81195.5,77367.5,1115.5,978.5,973.5,2827.5,38238.5,65490.5,1028.5,10627.5,15623.5,19639.5,17426.5,14911.5,1069.5,2678.5,7380.5,13710.5,18996.5,20981.5,1113.5,67378.5,63098.5,66728.5,78533.5,87762.5,1749.5,27930.5,50323.5,65445.5,83171.5,96106.5,914.5,9564.5,52335.5,42364.5,42571.5,32696.5,69390.5,70490.5,100274.5,195238.5,247677.5,232856.5,1000.5,1559.5,3496.5,6046.5,7844.5,6891.5,1161.5,1066.5,1112.5,2769.5,27211.5,49549.5,1034.5,3566.5,25598.5,60339.5,57415.5,54007.5,1413.5,9408.5,22566.5,73527.5,175196.5,223773.5,,,963.5,943.5,,,1079,1063,17190,20189
1280,1517,211922,199763,202347,209922,198899,1053,86337,175607,158172,82323,78506,1129,997,976,2823,38196,65263,1027,10618,15518,19625,17376,14957,1073,2664,7377,13743,18972,20919,1118,67247,62608,66536,78753,87016,1754,27887,50294,65196,82653,95600,920,9526,52155,42184,42278,32550,70006,70621,100370,195343,249272,231994,1001,1554,3632,6044,7803,7021,1147,1053,1126,2777,27292,51178,1026,3541,25528,60310,57373,54198,1412,9378,22471,73212,176698,223535,,,971,950,,,1085,1082,17401,19809
1300,1534,212877,198926,201202,210081,196972,1072,86353,176241,159652,83301,78454,1143,1011,983,2818,38087,65229,1028,10609,15515,19551,17355,14890,1083,2690,7356,13680,18806,20818,1123,66929,62530,66416,78531,87523,1765,27724,49798,64685,82364,94979,926,9485,52265,42042,42145,32261,69699,70294,99619,194765,247532,231753,1007,1614,4109,6049,7834,7094,1167,1065,1119,2783,27167,51832,1043,3533,25459,60202,57321,54357,1419,9375,22315,72598,174912,221230,,,993,948,,,1093,1087,17282,19716
1320,1548,213644,198018,201441,209199,196711,1077,85997,175972,160927,84096,79561,1154,994,994,2823,38015,65148,1041,10560,15529,19504,17417,14950,1094,2687,7403,13587,18801,20813,1126,66631,62435,66227,78766,88152,1781,27833,49518,64371,81723,94383,935,9405,52292,41867,41981,32211,69717,70392,99615,194107,247490,230786,1012,1584,3958,6027,7830,7255,1169,1074,1134,2753,27085,51847,1042,3517,25526,60191,57815,53653,1423,9315,22267,71501,174096,219860,,,984,963,,,1093,1092,17392,20860
1340,1570.5,214214.5,197505.5,200707.5,208015.5,195791.5,1085.5,86069.5,176558.5,163656.5,85177.5,80295.5,1169.5,1009.5,1002.5,2829.5,37852.5,64939.5,1060.5,10579.5,15571.5,19514.5,17377.5,15046.5,1107.5,2678.5,7330.5,13556.5,18761.5,20768.5,1139.5,66769.5,62348.5,66463.5,78715.5,88129.5,1798.5,27680.5,49290.5,64088.5,81478.5,93951.5,945.5,9420.5,52247.5,41840.5,42066.5,32205.5,69684.5,70375.5,99317.5,194188.5,248636.5,231099.5,1017.5,1585.5,3940.5,6032.5,7832.5,7406.5,1181.5,1083.5,1140.5,2776.5,27039.5,51959.5,1056.5,3564.5,25564.5,60488.5,57722.5,53269.5,1445.5,9284.5,22199.5,71374.5,174181.5,219161.5,,,995.5,968.5,,,1107.5,1094.5,16515.5,19755.5
1360,1577,215560,196475,199484,208014,194605,1094,85859,176680,166629,86514,80606,1167,1021,1004,2813,37634,64517,1062,10491,15412,19444,17366,14874,1107,2667,7326,13490,18555,20623,1137,66261,61940,66163,78591,88280,1801,27453,49127,63724,81037,93402,952,9335,52363,41647,42270,32153,70216,70038,98676,192796,247537,229881,1022,1603,3931,6057,7831,9072,1190,1090,1149,2777,26866,49397,1058,3527,25352,60381,57729,53104,1445,9238,22038,70833,172974,217437,,,999,969,,,1104,1108,17961,20722
1380,1576,214753,195936,199049,206799,193571,1103,85412,177147,168821,88849,80032,1173,1024,1013,2821,37412,64224,1065,10478,15393,19380,17337,14843,1115,2683,7266,13412,18493,20559,1138,65914,61801,65956,78263,89758,1802,27361,48716,63098,80421,92603,957,9273,52127,41397,42055,32319,70053,70027,98136,192311,247183,229752,1032,1621,3914,6030,7851,7057,1199,1082,1137,2773,26696,50312,1061,3569,25356,60121,57681,53050,1448,9231,21914,70544,172026,216238,,,1005,981,,,1101,1102,16524,20902
1400,1588,214624,194929,198746,206707,193319,1097,85547,177308,171632,91234,80160,1199,1031,1029,2806,37368,64223,1076,10441,15399,19354,17414,14390,1128,2688,7310,13405,18472,20545,1155,65904,61688,66013,78593,92079,1811,27397,48679,62940,79978,92309,957,9252,52383,41464,41310,32226,70148,70316,98194,191880,247068,229335,1037,1605,3905,6041,7861,7102,1215,1091,1168,2769,26707,45058,1061,3533,25356,60165,57666,53043,1465,9247,21873,70392,171892,215827,,,1008,985,,,1119.5,1117.5,16603.5,20141.5
