time,pBAD/Ara_0,pBAD/Ara_1,pBAD/Ara_2,pBAD/Ara_3,pBAD/Ara_4,pBAD/Ara_5,e11x33_0,e11x33_1,e11x33_2,e11x33_3,e11x33_4,e11x33_5,pCin/OHC14_0,pCin/OHC14_1,pCin/OHC14_2,pCin/OHC14_3,pCin/OHC14_4,pCin/OHC14_5,e15x33_0,e15x33_1,e15x33_2,e15x33_3,e15x33_4,e15x33_5,pCymRC/Cuma_0,pCymRC/Cuma_1,pCymRC/Cuma_2,pCymRC/Cuma_3,pCymRC/Cuma_4,pCymRC/Cuma_5,e16x33_0,e16x33_1,e16x33_2,e16x33_3,e16x33_4,e16x33_5,pLuxB/AHL_0,pLuxB/AHL_1,pLuxB/AHL_2,pLuxB/AHL_3,pLuxB/AHL_4,pLuxB/AHL_5,e11x32STPhoRadA_0,e11x32STPhoRadA_1,e11x32STPhoRadA_2,e11x32STPhoRadA_3,e11x32STPhoRadA_4,e11x32STPhoRadA_5,pPhlF/DAPG_0,pPhlF/DAPG_1,pPhlF/DAPG_2,pPhlF/DAPG_3,pPhlF/DAPG_4,pPhlF/DAPG_5,e15x32NpuSspS2_0,e15x32NpuSspS2_1,e15x32NpuSspS2_2,e15x32NpuSspS2_3,e15x32NpuSspS2_4,e15x32NpuSspS2_5,pSalTTC/Sal_0,pSalTTC/Sal_1,pSalTTC/Sal_2,pSalTTC/Sal_3,pSalTTC/Sal_4,pSalTTC/Sal_5,e16x33NrdA2_0,e16x33NrdA2_1,e16x33NrdA2_2,e16x33NrdA2_3,e16x33NrdA2_4,e16x33NrdA2_5,pRhaB/Rha_0,pRhaB/Rha_1,pRhaB/Rha_2,pRhaB/Rha_3,pRhaB/Rha_4,pRhaB/Rha_5,Blank_Kan_1,Blank_Kan_1,negative-control-kan_1,negative-control-kan_1,Blank_Amp_1,Blank_Amp_1,negative-control-amp_1,negative-control-amp_1,positive-control-amp_1,positive-control-amp_1
600,3972.5,257611.5,257611.5,257611.5,257611.5,257611.5,2785.5,257611.5,257611.5,255566.5,201864.5,154116.5,2727.5,2636.5,2631.5,10091.5,138325.5,254838.5,2808.5,42073.5,58153.5,65694.5,60086.5,42422.5,2696.5,9582.5,28403.5,54932.5,76788.5,87188.5,3079.5,232622.5,241663.5,246490.5,255865.5,225120.5,5279.5,113166.5,210890.5,257611.5,257611.5,257611.5,2348.5,40177.5,160946.5,142471.5,132186.5,88837.5,209669.5,240222.5,257611.5,257611.5,257611.5,257611.5,2651.5,4733.5,12234.5,22574.5,28199.5,24955.5,3043.5,3006.5,3277.5,9876.5,109153.5,179167.5,2801.5,12829.5,97736.5,219786.5,212758.5,193262.5,4032.5,38791.5,97025.5,257611.5,257611.5,257611.5,,,2570.5,2555.5,,,3129,3120,54081,57879
620,4016,257605,257605,257605,257605,257605,2874,257605,257605,257605,208789,161184,2862,2710,2744,10258,145841,255035,2889,42234,58984,66813,61058,43497,2735,9620,28524,55168,76573,86489,3194,234814,243741,248497,257596,231040,5348,113130,210933,257605,257605,257605,2405,40051,164026,146548,137451,92302,212185,243157,257605,257605,257605,257605,2668,4782,12292,22699,28355,25065,3145,3051,3348,9914,108297,178041,2895,12866,97775,220979,215077,196896,4066,38640,97237,257605,257605,257605,,,2665,2617,,,3154,3150,54515,58787
640,4104.5,257580.5,257580.5,257580.5,257580.5,257580.5,2921.5,257580.5,257580.5,257580.5,214619.5,167374.5,2866.5,2739.5,2744.5,10296.5,150804.5,255992.5,2939.5,42420.5,59770.5,67883.5,61767.5,44686.5,2791.5,9655.5,28635.5,54859.5,76372.5,85953.5,3224.5,237855.5,246097.5,249623.5,257580.5,236413.5,5373.5,112965.5,210734.5,257580.5,257580.5,257580.5,2472.5,40021.5,167113.5,149726.5,141697.5,96248.5,214910.5,245881.5,257580.5,257580.5,257580.5,257580.5,2711.5,4811.5,12318.5,22768.5,28482.5,25210.5,3158.5,3101.5,3388.5,10059.5,108412.5,177629.5,2874.5,12906.5,97933.5,222764.5,216979.5,199759.5,4112.5,38604.5,96711.5,257580.5,257580.5,257580.5,,,2658.5,2670.5,,,3231.5,3207.5,54828.5,59182.5
660,4170.5,257567.5,257567.5,257567.5,257567.5,257567.5,3000.5,257567.5,257567.5,257567.5,222325.5,174708.5,2961.5,2821.5,2780.5,10357.5,153874.5,256700.5,2961.5,42606.5,60497.5,69136.5,62341.5,45782.5,2886.5,9761.5,28853.5,55059.5,76324.5,86097.5,3240.5,240180.5,245830.5,250830.5,257567.5,241601.5,5446.5,113405.5,210611.5,257567.5,257567.5,257567.5,2475.5,40177.5,169674.5,154177.5,145472.5,99837.5,217593.5,247377.5,257567.5,257567.5,257567.5,257567.5,2806.5,4869.5,12430.5,22846.5,28459.5,25375.5,3261.5,3146.5,3410.5,10117.5,108365.5,177116.5,2920.5,13011.5,97548.5,224074.5,217730.5,201021.5,4173.5,38835.5,96508.5,257567.5,257567.5,257567.5,,,2702.5,2659.5,,,3272,3234,55224,60268
680,4265.5,257562.5,257562.5,257562.5,257562.5,257562.5,3026.5,257562.5,257562.5,257562.5,227507.5,181081.5,3017.5,2836.5,2831.5,10394.5,155860.5,257275.5,3001.5,42941.5,60930.5,69899.5,63056.5,46802.5,2897.5,9845.5,28989.5,55258.5,76740.5,86592.5,3312.5,242530.5,247601.5,251535.5,257562.5,246451.5,5536.5,114321.5,210671.5,257562.5,257562.5,257562.5,2554.5,40208.5,172109.5,157137.5,149577.5,103298.5,220803.5,249743.5,257562.5,257562.5,257562.5,257562.5,2829.5,4931.5,12455.5,22913.5,28593.5,25527.5,3251.5,3206.5,3474.5,10132.5,108489.5,176510.5,3010.5,13110.5,98154.5,225054.5,219089.5,203380.5,4238.5,38740.5,96504.5,257562.5,257562.5,257562.5,,,2787.5,2743.5,,,3341,3281,55725,60978
700,4368,257571,257571,257571,257571,257571,3097,257571,257571,257571,232684,186455,3067,2872,2908,10494,155877,257330,3077,42927,61385,70795,63131,47539,2984,9898,28974,55330,76435,86391,3399,244907,248171,252467,257571,250972,5596,114153,210777,257571,257571,257571,2639,40346,174921,160134,152752,105786,222098,252665,257571,257571,257571,257571,2908,4962,12546,22984,28685,25508,3343,3244,3531,10242,109018,175820,3041,13034,97782,225508,218944,204410,4304,38776,96041,257571,257571,257571,,,2852,2851,,,3377,3329,56038,61151
720,4385,257531,257531,257531,257531,257531,3099,257531,257531,257531,238876,192052,3076,2937,2897,10509,154868,257199,3078,42946,62186,71743,63432,48293,3010,9914,29200,55623,76624,86619,3395,246580,249816,253961,257531,255021,5590,114457,211590,257531,257531,257531,2609,40226,178238,163345,155779,108457,225347,254890,257531,257531,257531,257531,2913,5026,12551,22987,28673,25706,3371,3278,3604,10303,109249,176361,3075,13138,97934,225759,220061,204890,4351,38838,96358,257531,257531,257531,,,2846,2859,,,3384.5,3378.5,55929.5,60966.5
740,4447.5,257541.5,257541.5,257541.5,257541.5,257541.5,3177.5,257541.5,257541.5,257541.5,243010.5,196382.5,3170.5,2974.5,2995.5,10593.5,155056.5,257366.5,3174.5,42895.5,62456.5,72426.5,63572.5,49134.5,3054.5,9967.5,29232.5,55736.5,76532.5,86407.5,3456.5,248968.5,249170.5,254336.5,257541.5,257329.5,5706.5,114262.5,210602.5,257541.5,257541.5,257541.5,2698.5,40263.5,179732.5,166096.5,158036.5,111079.5,227266.5,255711.5,257541.5,257541.5,257541.5,257541.5,2983.5,5062.5,12626.5,23243.5,28838.5,25939.5,3469.5,3328.5,3638.5,10343.5,108920.5,176102.5,3141.5,13272.5,98218.5,228048.5,221643.5,207612.5,4385.5,38739.5,95836.5,257541.5,257541.5,257541.5,,,2920.5,2878.5,,,3440.5,3412.5,56680.5,61758.5
760,4579.5,257522.5,257522.5,257522.5,257522.5,257522.5,3239.5,257522.5,257522.5,257522.5,248307.5,201429.5,3192.5,3000.5,3034.5,10602.5,155058.5,257516.5,3181.5,42959.5,62627.5,72856.5,63873.5,49796.5,3127.5,10020.5,29272.5,55979.5,76510.5,86099.5,3488.5,250233.5,249518.5,254686.5,257522.5,257522.5,5705.5,114452.5,210613.5,257522.5,257522.5,257522.5,2734.5,40369.5,182373.5,167252.5,159725.5,113205.5,229274.5,257166.5,257522.5,257522.5,257522.5,257522.5,3000.5,5082.5,12655.5,23319.5,28788.5,25766.5,3483.5,3327.5,3695.5,10357.5,109171.5,175713.5,3169.5,13222.5,98376.5,227561.5,220117.5,206456.5,4445.5,38633.5,95467.5,257522.5,257522.5,257522.5,,,2971.5,2945.5,,,3496.5,3453.5,56610.5,62032.5
780,4607,257508,257508,257508,257508,257508,3292,257508,257508,257508,253186,206270,3266,3043,3053,10596,154687,257508,3268,42805,63097,74116,64009,50329,3173,10049,29384,55861,76131,85895,3577,251986,250359,255101,257508,257508,5798,114012,210877,257508,257508,257508,2751,40319,185448,169431,161625,115215,230880,257149,257508,257508,257508,257508,3043,5079,12658,23305,28849,25840,3538,3427,3703,10468,109199,175420,3218,13310,98069,228328,221583,208087,4518,38574,95472,257508,257508,257508,,,2962,2981,,,3568.5,3504.5,56944.5,62822.5
800,4677,257499,257499,257499,257499,257499,3325,257499,257499,257499,257270,211346,3303,3100,3085,10623,154369,257456,3238,42912,63336,74669,64243,50648,3253,10095,29326,55861,76662,86072,3589,253562,251085,255450,257499,257499,5850,114418,209771,257499,257499,257499,2850,40293,186855,171760,163785,116417,232075,257489,257499,257499,257499,257499,3090,5128,12691,23441,28905,25873,3571,3489,3735,10469,108976,175353,3260,13248,98517,228085,221040,209181,4548,38617,95539,257499,257499,257499,,,3021,2984,,,3572.5,3532.5,57600.5,63385.5
820,4776,257492,257492,257492,257492,257492,3363,257492,257492,257492,257492,214929,3396,3155,3110,10703,154273,257492,3335,42836,63644,75150,64728,51480,3254,10145,29300,56036,76083,86367,3649,255127,250168,256029,257492,257492,5899,114227,209836,257492,257492,257492,2864,40178,188905,173423,164144,118274,235257,257492,257492,257492,257492,257492,3154,5171,12876,23513,29046,26055,3628,3506,3753,10534,108613,175678,3307,13386,98406,229059,221625,209004,4596,38545,95146,257492,257492,257492,,,3102,3072,,,3622,3620,57669,64054
840,4826,257472,257472,257472,257472,257472,3401,257472,257472,257472,257472,220254,3471,3179,3169,10817,154476,257472,3352,42812,62503,76102,64857,51619,3327,10082,29519,56072,76357,86100,3710,255755,251305,255236,257472,257472,5898,114028,209058,257472,257472,257472,2882,40078,189988,172891,165387,119752,235761,257472,257472,257472,257472,257472,3208,5231,12879,23698,29216,26017,3687,3527,3767,10513,108547,174970,3351,13398,98314,229279,221771,211010,4650,38320,94586,257472,257472,257472,,,3138,3102,,,3658,3611,58243,70449
860,4845.5,257462.5,257462.5,257462.5,257462.5,257462.5,3454.5,257462.5,257462.5,257462.5,257462.5,223511.5,3497.5,3273.5,3188.5,10769.5,154551.5,257462.5,3384.5,43055.5,62823.5,76702.5,64774.5,52236.5,3396.5,10185.5,29418.5,55911.5,76239.5,86091.5,3748.5,256938.5,251287.5,256441.5,257462.5,257462.5,6022.5,113649.5,208599.5,257462.5,257462.5,257462.5,2958.5,39972.5,191265.5,175135.5,166434.5,120472.5,237289.5,257462.5,257462.5,257462.5,257462.5,257462.5,3192.5,5258.5,12895.5,23832.5,29287.5,26181.5,3751.5,3539.5,3859.5,10530.5,109499.5,175145.5,3411.5,13422.5,98601.5,229651.5,222451.5,211853.5,4707.5,38382.5,94695.5,257462.5,257462.5,257462.5,,,3158.5,3169.5,,,3730,3668,58802,66673
880,4937.5,257461.5,257461.5,257461.5,257461.5,257461.5,3535.5,257461.5,257461.5,257461.5,257461.5,227937.5,3547.5,3295.5,3256.5,10887.5,155347.5,257461.5,3427.5,42890.5,62994.5,77453.5,65401.5,52738.5,3452.5,10284.5,29352.5,55845.5,76190.5,85976.5,3786.5,257269.5,251190.5,255794.5,257461.5,257461.5,6053.5,113827.5,209593.5,257461.5,257461.5,257461.5,2968.5,39990.5,192055.5,173703.5,166522.5,121580.5,240632.5,257461.5,257461.5,257461.5,257461.5,257461.5,3254.5,5316.5,12977.5,23898.5,29314.5,26232.5,3755.5,3626.5,3898.5,10651.5,109947.5,174773.5,3500.5,13380.5,98999.5,230624.5,221925.5,211238.5,4750.5,38299.5,94492.5,257461.5,257461.5,257461.5,,,3230.5,3198.5,,,3673,3693,59416,66546
900,5001.5,257431.5,257431.5,257431.5,257431.5,257431.5,3513.5,257431.5,257431.5,257431.5,257431.5,232540.5,3554.5,3312.5,3278.5,10872.5,155647.5,257431.5,3441.5,42671.5,62969.5,77862.5,65623.5,53351.5,3425.5,10187.5,29364.5,55877.5,75936.5,85512.5,3752.5,257191.5,249564.5,256007.5,257431.5,257431.5,6102.5,113444.5,208382.5,257431.5,257431.5,257431.5,2995.5,39707.5,192610.5,173293.5,167039.5,122358.5,241895.5,257431.5,257431.5,257431.5,257431.5,257431.5,3280.5,5294.5,13044.5,24028.5,29522.5,26425.5,3826.5,3643.5,3920.5,10629.5,109534.5,174894.5,3471.5,13452.5,99425.5,229139.5,220617.5,211052.5,4811.5,38357.5,94315.5,257431.5,257431.5,257431.5,,,3224.5,3166.5,,,3729.5,3710.5,59769.5,69115.5
920,5104,257424,257424,257424,257424,257424,3575,257424,257424,257424,257424,236230,3641,3351,3355,10901,155158,257380,3511,42685,62700,78463,65676,53504,3501,10234,29408,55921,76179,85647,3871,257423,250164,256014,257424,257424,6171,113454,207303,257424,257424,257424,3014,39565,193134,176395,168310,123917,243510,257424,257424,257424,257424,257424,3338,5353,13014,24056,29586,26398,3868,3678,3943,10597,109644,174609,3505,13491,98374,230398,221659,211382,4830,38351,94152,257424,257424,257424,,,3271,3239,,,3820.5,3754.5,60278.5,68641.5
940,5107,257407,257407,257407,257407,257407,3620,257407,257407,257407,257407,239915,3659,3359,3340,10983,155600,257357,3535,42641,62557,78673,66061,53711,3563,10326,29512,55652,76139,85436,3873,257401,249664,256860,257407,257407,6192,113196,207314,257407,257407,257407,3083,39360,194411,176416,168718,124891,246668,257407,257407,257407,257407,257407,3329,5430,13074,24248,29785,26535,3892,3711,4004,10690,110024,174221,3519,13429,98461,230357,222664,212587,4930,38231,93993,257407,257407,257407,,,3303,3258,,,3870,3772,60922,70864
960,5241.5,257409.5,257409.5,257409.5,257409.5,257409.5,3654.5,257409.5,257409.5,257409.5,257409.5,243650.5,3736.5,3427.5,3385.5,10963.5,154904.5,257409.5,3593.5,42603.5,62911.5,79531.5,66047.5,54489.5,3595.5,10338.5,29564.5,56088.5,76056.5,85668.5,3913.5,257409.5,249417.5,256789.5,257409.5,257409.5,6284.5,112862.5,207409.5,257409.5,257409.5,257409.5,3136.5,39414.5,194767.5,175399.5,168210.5,124716.5,248727.5,257409.5,257409.5,257409.5,257409.5,257409.5,3419.5,5448.5,13154.5,24293.5,29871.5,26547.5,3999.5,3763.5,4054.5,10726.5,110212.5,174829.5,3548.5,13520.5,98182.5,230598.5,221955.5,212308.5,4953.5,38344.5,93875.5,257409.5,257409.5,257409.5,,,3346.5,3273.5,,,3862,3819,61774,70772
980,5220.5,257388.5,257388.5,257388.5,257388.5,257388.5,3693.5,257388.5,257388.5,257388.5,257388.5,247708.5,3784.5,3446.5,3425.5,10971.5,154459.5,257388.5,3675.5,42817.5,62420.5,79843.5,66451.5,55057.5,3669.5,10383.5,29520.5,55868.5,77734.5,84976.5,3931.5,257388.5,249852.5,256935.5,257388.5,257388.5,6345.5,112838.5,205904.5,257388.5,257388.5,257388.5,3168.5,39338.5,196823.5,174338.5,169895.5,125989.5,250332.5,257388.5,257388.5,257388.5,257388.5,257388.5,3458.5,5440.5,13252.5,24569.5,30036.5,26652.5,4020.5,3812.5,4059.5,10759.5,110804.5,174714.5,3646.5,13527.5,98427.5,229678.5,221213.5,212230.5,4957.5,38300.5,93921.5,257388.5,257388.5,257388.5,,,3411.5,3370.5,,,3926,3861,67483,70555
1000,5285,257364,257364,257364,257364,257364,3709,257364,257364,257364,257364,251408,3834,3464,3445,11013,154432,257364,3608,43008,62710,79947,66506,55272,3678,10400,29388,55585,76835,84888,3924,257364,249321,256922,257364,257364,6353,113044,206147,257364,257364,257364,3142,39083,196898,172747,170432,125910,252652,257364,257364,257364,257364,257364,3457,5784,13071,24550,30043,26610,4035,3838,4085,10782,109770,175188,3626,13501,98555,228470,220749,212065,5030,38340,93167,257364,257364,257364,,,3386,3383,,,3917,3897,70050,70829
1020,5397,257353,257353,257353,257353,257353,3751,257353,257353,257353,257353,255571,3876,3489,3508,11093,155786,257353,3650,42904,62503,80650,66796,55941,3758,10448,29556,55785,77326,85197,4001,257353,249726,257274,257353,257353,6502,113337,205451,257353,257353,257353,3214,38971,197619,171497,169835,126722,256236,257353,257353,257353,257353,257353,3507,5667,13108,24617,30201,26581,4077,3857,4135,10790,110414,185126,3634,13524,98720,229421,221372,212266,5089,38315,92986,257353,257353,257353,,,3439,3354,,,3977.5,3945.5,63624.5,72044.5
1040,5386.5,257337.5,257337.5,257337.5,257337.5,257337.5,3762.5,257337.5,257337.5,257337.5,257337.5,257326.5,3926.5,3520.5,3542.5,11052.5,154589.5,257270.5,3710.5,43028.5,62779.5,80746.5,67340.5,56117.5,3766.5,10356.5,29433.5,55679.5,77004.5,84832.5,4020.5,257337.5,249530.5,257081.5,257337.5,257337.5,6567.5,112721.5,204753.5,257337.5,257337.5,257337.5,3260.5,38913.5,198238.5,171568.5,169355.5,127899.5,255745.5,257337.5,257337.5,257337.5,257337.5,257337.5,3539.5,5917.5,13330.5,24843.5,30350.5,26654.5,4160.5,3894.5,4174.5,10844.5,110098.5,204822.5,3723.5,13566.5,98731.5,230116.5,221734.5,211861.5,5097.5,38139.5,92586.5,257337.5,257337.5,257337.5,,,3446.5,3428.5,,,3970.5,4011.5,63869.5,72501.5
1060,5436,257334,257334,257334,257334,257334,3835,257334,257334,257334,257334,257334,3926,3570,3549,11009,154525,257334,3731,42786,62349,80895,67400,56866,3808,10413,29602,55527,77065,84440,4099,257334,249672,257334,257334,257334,6529,112932,204344,257334,257334,257334,3295,38896,200017,170703,168492,127584,257334,257334,257334,257334,257334,257334,3617,5836,13385,24991,30396,26793,4160,3902,4209,10842,110410,192237,3750,13654,98995,229455,220930,212991,5130,38101,92419,257334,257334,257334,,,3521,3460,,,4044.5,4012.5,64234.5,74257.5
1080,5522.5,257328.5,257328.5,257328.5,257328.5,257328.5,3848.5,257328.5,257328.5,257328.5,257328.5,257328.5,4008.5,3626.5,3595.5,11075.5,153958.5,257328.5,3818.5,42756.5,62701.5,77901.5,67441.5,57076.5,3869.5,10465.5,29407.5,55478.5,76736.5,84507.5,4077.5,257328.5,249957.5,257170.5,257328.5,257328.5,6615.5,112586.5,203815.5,257328.5,257328.5,257328.5,3330.5,38923.5,200618.5,170751.5,167922.5,128978.5,257291.5,257328.5,257328.5,257328.5,257328.5,257328.5,3630.5,5905.5,13316.5,24845.5,30301.5,26914.5,4196.5,3931.5,4232.5,10818.5,109752.5,189761.5,3783.5,13683.5,98579.5,230643.5,222054.5,212925.5,5200.5,38227.5,92450.5,257328.5,257328.5,257328.5,,,3538.5,3535.5,,,4026,3979,64479,74676
1100,5566,257310,257310,257310,257310,257310,3893,257310,257310,257310,257310,257310,4067,3616,3623,11133,153888,257310,3753,42807,62742,77815,67861,57573,3908,10429,29572,55627,76779,84766,4137,257310,248909,257291,257310,257310,6674,112812,203295,257310,257310,257310,3341,38817,201964,170133,167926,129692,257310,257310,257310,257310,257310,257310,3660,6091,13364,23786,30691,26941,4214,4002,4252,10965,109725,183120,3847,13707,98708,230483,221602,213126,5271,37984,91920,257310,257310,257310,,,3553,3555,,,4097,4054,66185,74049
1120,5605,257316,257316,257316,257316,257316,3919,257316,257316,257316,257316,257316,4166,3685,3638,11163,154648,257256,3868,42596,62839,78278,67871,58443,3966,10526,29435,55347,76414,84636,4204,257316,248470,257240,257316,257316,6683,112148,202510,257316,257316,257316,3386,38868,202366,169204,168883,132193,257316,257316,257316,257316,257316,257316,3712,5995,13536,23994,30764,26903,4361,4038,4265,10959,109459,187022,3889,13704,98836,229978,221735,212395,5310,37976,91825,257316,257316,257316,,,3646,3597,,,4109.5,4127.5,64520.5,76687.5
1140,5666,257307,257307,257307,257307,257307,3950,257307,257307,257307,257307,257307,4173,3722,3658,11178,152885,257280,3879,42458,62479,78031,68115,58519,4047,10589,29562,55147,75969,84331,4243,257307,248357,257307,257307,257307,6715,112822,201887,257307,257307,257307,3435,38578,202414,168850,168092,131129,257307,257307,257307,257307,257307,257307,3695,6011,13477,23950,30680,26908,4355,4040,4302,10993,109859,202351,3905,14333,98964,229915,221331,211821,5315,37964,91800,257307,257307,257307,,,3674,3618,,,4148,4082,64387,74471
1160,5723,257285,257285,257285,257285,257285,4003,257285,257285,257285,257285,257285,4217,3742,3722,11171,153115,257203,3899,42422,62473,78171,68298,58560,4087,10540,29395,54987,75846,84117,4286,257285,248079,257285,257285,257285,6721,111912,200134,257285,257285,257285,3473,38393,202635,168076,167251,131034,257285,257285,257285,257285,257285,257285,3731,6126,13553,23993,30895,26920,4381,4106,4316,10996,109591,184492,3918,14113,98828,233046,222537,211117,5364,37726,91368,257285,257285,257285,,,3680,3633,,,4144.5,4103.5,67176.5,76966.5
1180,5806,257297,257297,257297,257297,257297,4013,257297,257297,257297,257297,257297,4281,3787,3757,11187,152693,256528,3941,42489,62487,78108,68324,58698,4051,10561,29409,55172,75769,83887,4319,257297,247008,257297,257297,257297,6806,111932,199968,257297,257297,257297,3500,38386,203998,168207,167840,130673,257297,257297,257297,257297,257297,257297,3790,6212,13556,24055,30910,27154,4458,4080,4344,10948,109142,182283,3996,14059,98896,234871,223408,210820,5406,37850,90773,257297,257297,257297,,,3752,3663,,,4175,4149,69082,76712
1200,5898,257282,257282,257282,257282,257282,4105,257282,257282,257282,257282,257282,4318,3821,3758,11182,151920,256681,3982,42127,62772,77700,68429,59023,4112,10578,29505,54941,75617,83839,4351,257282,247536,257238,257282,257282,6884,111431,200128,257058,257282,257282,3532,38234,204262,166909,167693,130787,257282,257282,257282,257282,257282,257282,3830,6109,13661,24042,31011,27174,4485,4139,4407,11028,108998,184976,3987,14264,99249,234982,222763,210103,5535,37861,90588,257282,257282,257282,,,3762,3692,,,4237.5,4215.5,66028.5,77511.5
1220,5893.5,257274.5,257274.5,257274.5,257274.5,257274.5,4108.5,257274.5,257274.5,257274.5,257274.5,257274.5,4382.5,3826.5,3794.5,11231.5,151790.5,256236.5,3994.5,42335.5,62240.5,78089.5,68810.5,58983.5,4177.5,10657.5,29478.5,54777.5,75457.5,83560.5,4358.5,257274.5,247502.5,257274.5,257274.5,257274.5,6965.5,111095.5,198865.5,256895.5,257274.5,257274.5,3552.5,38088.5,203944.5,166386.5,167154.5,129314.5,257274.5,257274.5,257274.5,257274.5,257274.5,257274.5,3866.5,6182.5,13702.5,23955.5,31140.5,27114.5,4511.5,4174.5,4415.5,11094.5,108669.5,187008.5,4044.5,14022.5,100828.5,234710.5,224319.5,210364.5,5555.5,37786.5,90288.5,257274.5,257274.5,257274.5,,,3806.5,3688.5,,,4283,4173,65357,78738
1240,5914.5,257252.5,257252.5,257252.5,257252.5,257252.5,4123.5,257252.5,257252.5,257252.5,257252.5,257252.5,4380.5,3847.5,3829.5,11244.5,151373.5,256087.5,4022.5,42290.5,61829.5,78084.5,68586.5,59163.5,4172.5,10594.5,29331.5,54600.5,75453.5,83140.5,4378.5,257252.5,245439.5,257237.5,257252.5,257252.5,6904.5,110444.5,197659.5,254872.5,257252.5,257252.5,3594.5,38117.5,204308.5,166867.5,167490.5,129016.5,257252.5,257252.5,257252.5,257252.5,257252.5,257252.5,3882.5,6182.5,13769.5,23960.5,31127.5,27412.5,4570.5,4180.5,4427.5,11067.5,108557.5,204161.5,4065.5,13982.5,100828.5,236003.5,224535.5,211943.5,5559.5,37536.5,89895.5,257252.5,257252.5,257252.5,,,3782.5,3710.5,,,4298,4192,70975,81357
1260,6010.5,257253.5,257253.5,257253.5,257253.5,257253.5,4146.5,257253.5,257253.5,257253.5,257253.5,257253.5,4501.5,3920.5,3885.5,11134.5,150258.5,254584.5,4072.5,42057.5,61623.5,77888.5,68776.5,58873.5,4233.5,10628.5,29311.5,54462.5,75100.5,82951.5,4451.5,257253.5,245030.5,257231.5,257253.5,257253.5,6969.5,110486.5,196851.5,254930.5,257253.5,257253.5,3684.5,38027.5,205808.5,167044.5,167354.5,128466.5,257253.5,257253.5,257253.5,257253.5,257253.5,257253.5,3894.5,6181.5,13869.5,24147.5,31087.5,27272.5,4626.5,4261.5,4438.5,10995.5,108591.5,195121.5,4082.5,14148.5,101178.5,236156.5,225037.5,212466.5,5583.5,37454.5,89424.5,257253.5,257253.5,257253.5,,,3873.5,3747.5,,,4289,4313,68600,80777
1280,6054.5,257250.5,257250.5,257250.5,257250.5,257250.5,4207.5,257250.5,257250.5,257250.5,257250.5,257250.5,4484.5,3942.5,3864.5,11215.5,150593.5,254230.5,4099.5,41951.5,61569.5,77509.5,68931.5,59348.5,4306.5,10647.5,29452.5,54399.5,74763.5,83312.5,4439.5,257250.5,245111.5,257216.5,257250.5,257250.5,7061.5,109991.5,196416.5,252849.5,257250.5,257250.5,3676.5,37814.5,204512.5,165909.5,166636.5,127888.5,257250.5,257250.5,257250.5,257250.5,257250.5,257250.5,4006.5,6224.5,14590.5,24015.5,31127.5,28053.5,4643.5,4264.5,4449.5,11096.5,108239.5,201262.5,4150.5,14122.5,101505.5,235711.5,225415.5,212401.5,5643.5,37512.5,88925.5,257250.5,257250.5,257250.5,,,3898.5,3812.5,,,4334.5,4246.5,69302.5,79272.5
1300,6115,257226,257226,257226,257226,257226,4231,257226,257226,257226,257226,257226,4524,3933,3920,11273,149868,254412,4144,41895,61498,77582,68983,59116,4287,10660,29108,54051,74827,82836,4484,257226,244116,257026,257226,257226,7039,109738,195162,252836,257226,257226,3710,37575,205388,165601,166301,127293,257226,257226,257226,257226,257226,257226,3969,6373,16450,23968,31111,28268,4681,4257,4462,11044,107683,203362,4145,14178,101160,236607,225209,213290,5682,37253,88861,257226,257226,257226,,,3917,3796,,,4344,4383,68973,79083
1320,6078.5,257214.5,257214.5,257214.5,257214.5,257214.5,4232.5,257214.5,257214.5,257214.5,257214.5,257214.5,4580.5,4007.5,3915.5,11228.5,149483.5,253859.5,4157.5,41737.5,61636.5,77484.5,68923.5,59248.5,4355.5,10710.5,29378.5,54151.5,74477.5,82765.5,4519.5,257059.5,244177.5,257095.5,257214.5,257214.5,7124.5,109851.5,194878.5,251619.5,257214.5,257214.5,3739.5,37543.5,206371.5,165816.5,166166.5,127492.5,257214.5,257214.5,257214.5,257214.5,257214.5,257214.5,4038.5,6304.5,15948.5,24032.5,31236.5,29066.5,4722.5,4277.5,4521.5,11100.5,107203.5,204483.5,4185.5,14117.5,101188.5,236027.5,225602.5,211831.5,5732.5,37410.5,88392.5,257214.5,257214.5,257214.5,,,3932.5,3875.5,,,4408,4405,69562,83482
1340,6213.5,257224.5,257224.5,257224.5,257224.5,257224.5,4295.5,257224.5,257224.5,257224.5,257224.5,257224.5,4667.5,3976.5,3981.5,11274.5,148707.5,252108.5,4189.5,41775.5,61417.5,77256.5,68877.5,59560.5,4414.5,10687.5,29238.5,53775.5,74135.5,82115.5,4523.5,257033.5,243760.5,257162.5,257224.5,257224.5,7092.5,109333.5,193652.5,249595.5,257224.5,257224.5,3775.5,37566.5,205708.5,165107.5,165600.5,126982.5,257224.5,257224.5,257224.5,257224.5,257224.5,257224.5,4034.5,6298.5,15698.5,23990.5,31202.5,29344.5,4750.5,4273.5,4580.5,11075.5,107151.5,204838.5,4200.5,14276.5,101022.5,235821.5,226167.5,209035.5,5775.5,37023.5,88028.5,257224.5,257224.5,257224.5,,,3978.5,3835.5,,,4412.5,4358.5,65844.5,78795.5
