time,pBAD/Ara_0,pBAD/Ara_1,pBAD/Ara_2,pBAD/Ara_3,pBAD/Ara_4,pBAD/Ara_5,e11x33_0,e11x33_1,e11x33_2,e11x33_3,e11x33_4,e11x33_5,pCin/OHC14_0,pCin/OHC14_1,pCin/OHC14_2,pCin/OHC14_3,pCin/OHC14_4,pCin/OHC14_5,e15x33_0,e15x33_1,e15x33_2,e15x33_3,e15x33_4,e15x33_5,pCymRC/Cuma_0,pCymRC/Cuma_1,pCymRC/Cuma_2,pCymRC/Cuma_3,pCymRC/Cuma_4,pCymRC/Cuma_5,e16x33_0,e16x33_1,e16x33_2,e16x33_3,e16x33_4,e16x33_5,pLuxB/AHL_0,pLuxB/AHL_1,pLuxB/AHL_2,pLuxB/AHL_3,pLuxB/AHL_4,pLuxB/AHL_5,e11x32STPhoRadA_0,e11x32STPhoRadA_1,e11x32STPhoRadA_2,e11x32STPhoRadA_3,e11x32STPhoRadA_4,e11x32STPhoRadA_5,pPhlF/DAPG_0,pPhlF/DAPG_1,pPhlF/DAPG_2,pPhlF/DAPG_3,pPhlF/DAPG_4,pPhlF/DAPG_5,e15x32NpuSspS2_0,e15x32NpuSspS2_1,e15x32NpuSspS2_2,e15x32NpuSspS2_3,e15x32NpuSspS2_4,e15x32NpuSspS2_5,pSalTTC/Sal_0,pSalTTC/Sal_1,pSalTTC/Sal_2,pSalTTC/Sal_3,pSalTTC/Sal_4,pSalTTC/Sal_5,e16x33NrdA2_0,e16x33NrdA2_1,e16x33NrdA2_2,e16x33NrdA2_3,e16x33NrdA2_4,e16x33NrdA2_5,pRhaB/Rha_0,pRhaB/Rha_1,pRhaB/Rha_2,pRhaB/Rha_3,pRhaB/Rha_4,pRhaB/Rha_5,Blank_Kan_1,Blank_Kan_1,negative-control-kan_1,negative-control-kan_1,Blank_Amp_1,Blank_Amp_1,negative-control-amp_1,negative-control-amp_1,positive-control-amp_1,positive-control-amp_1
0,106.0,114.0,156.0,1132.0,2399.0,2870.0,82.0,54.0,79.0,227.0,688.0,989.0,116.0,93.0,50.0,-39.0,-31.0,2015.0,18.0,-46.0,43.0,49.0,95.0,118.0,91.0,304.0,797.0,1982.0,3254.0,3741.0,62.0,49.0,42.0,40.0,92.0,109.0,171.0,4581.0,7213.0,8606.0,9150.0,9384.0,85.0,81.0,95.0,160.0,275.0,360.0,9136.0,8928.0,8450.0,8174.0,8021.0,7619.0,107.0,123.0,119.0,114.0,180.0,204.0,90.0,79.0,79.0,161.0,2181.0,4260.0,84.0,122.0,115.0,121.0,190.0,194.0,107.0,7350.0,8667.0,8574.0,8319.0,9303.0,,,158.0,138.0,,,185.5,189.5,4737.5,4994.5
20,173.0,281.0,1343.0,4500.0,6536.0,6953.0,117.0,134.0,284.0,1025.0,2097.0,2496.0,170.0,131.0,89.0,-25.0,-3.0,3530.0,93.0,-37.0,120.0,178.0,261.0,264.0,148.0,446.0,1494.0,3723.0,6022.0,6742.0,95.0,114.0,118.0,144.0,281.0,348.0,258.0,7535.0,11407.0,13510.0,14226.0,14509.0,156.0,131.0,168.0,309.0,634.0,731.0,13173.0,12993.0,12324.0,12062.0,11870.0,11298.0,162.0,167.0,165.0,216.0,353.0,378.0,153.0,151.0,140.0,287.0,3943.0,7073.0,166.0,175.0,164.0,221.0,432.0,431.0,189.0,11479.0,13936.0,13651.0,13148.0,14701.0,,,197.0,185.0,,,256.0,251.0,6048.0,6442.0
40,254.5,4358.5,10228.5,14972.5,16764.5,16220.5,169.5,809.5,3252.5,4954.5,6150.5,6093.5,230.5,198.5,124.5,-24.5,11.5,7354.5,135.5,-10.5,493.5,615.5,734.5,681.5,215.5,892.5,3241.5,7085.5,10443.5,11547.5,142.5,201.5,832.5,1198.5,1668.5,1689.5,461.5,13337.5,18069.5,20648.5,21619.5,21910.5,166.5,172.5,460.5,1073.5,1657.5,1557.5,18062.5,18161.5,17801.5,17671.5,17432.5,16555.5,205.5,230.5,329.5,580.5,891.5,831.5,210.5,231.5,237.5,774.5,8907.5,13649.5,199.5,219.5,332.5,867.5,1525.5,1274.5,265.5,18981.5,22825.5,22260.5,21075.5,23331.5,,,275.5,261.5,,,354.5,374.5,8152.5,8714.5
60,388.5,19104.5,28104.5,32775.5,33507.5,31318.5,233.5,4489.5,10160.5,11737.5,12144.5,11177.5,296.5,274.5,164.5,-23.5,43.5,17618.5,221.5,-5.5,1912.5,1915.5,1845.5,1450.5,274.5,1395.5,5286.5,11659.5,17049.5,18406.5,236.5,1495.5,5184.5,5831.5,5933.5,5211.5,800.5,24680.5,30881.5,33677.5,34045.5,33652.5,219.5,490.5,2370.5,3883.5,4394.5,3712.5,22516.5,23661.5,24491.5,25361.5,24953.5,23888.5,265.5,341.5,731.5,1361.5,1812.5,1572.5,319.5,300.5,373.5,1824.5,18651.5,25612.5,285.5,320.5,1234.5,3454.5,4427.5,3363.5,387.5,29719.5,37681.5,35591.5,33129.5,36166.5,,,369.5,341.5,,,508.5,504.5,11222.5,11982.5
80,657.5,42678.5,50285.5,52925.5,52278.5,48354.5,405.5,12729.5,19567.5,20184.5,19085.5,16655.5,432.5,406.5,281.5,-12.5,90.5,30332.5,347.5,93.5,4481.5,4208.5,3544.5,2469.5,410.5,2229.5,8153.5,16975.5,24134.5,26113.5,369.5,6817.5,13357.5,13418.5,12569.5,10228.5,1384.5,37724.5,46914.5,51379.5,52309.5,52321.5,326.5,1157.5,5590.5,8182.5,8276.5,6867.5,28295.5,29562.5,31506.5,34025.5,33866.5,32805.5,385.5,560.5,1366.5,2529.5,3040.5,2506.5,466.5,484.5,594.5,3573.5,32799.5,41598.5,402.5,573.5,3467.5,8382.5,9196.5,6681.5,598.5,36541.5,59461.5,55955.5,51518.5,54813.5,,,504.5,516.5,,,697.5,708.5,15551.5,16571.5
100,994.0,71838.0,77008.0,77686.0,74910.0,68066.0,574.0,24668.0,31513.0,30635.0,27912.0,23207.0,587.0,540.0,408.0,11.0,189.0,48027.0,513.0,374.0,7799.0,7018.0,5611.0,3734.0,575.0,3333.0,12119.0,24507.0,33874.0,36285.0,540.0,16393.0,25265.0,24508.0,21928.0,16805.0,1802.0,53428.0,67694.0,73249.0,74455.0,73490.0,437.0,2377.0,10449.0,14023.0,13264.0,10469.0,35785.0,38186.0,42656.0,47930.0,47965.0,46240.0,559.0,854.0,2174.0,3768.0,4343.0,3435.0,676.0,660.0,819.0,4899.0,50967.0,64001.0,551.0,1099.0,7367.0,15699.0,15625.0,10945.0,868.0,38198.0,79318.0,82165.0,75732.0,79275.0,,,681.0,663.0,,,912.5,915.5,20998.5,22350.5
120,1219.5,104646.5,107540.5,106529.5,101472.5,91874.5,762.5,39368.5,45291.5,42430.5,36732.5,30064.5,763.5,719.5,548.5,16.5,275.5,64919.5,696.5,1316.5,11944.5,10696.5,8324.5,5327.5,700.5,4831.5,17333.5,34357.5,46562.5,49011.5,739.5,28430.5,39506.5,37997.5,33305.5,24820.5,2200.5,66558.5,89384.5,99240.5,101496.5,101311.5,537.5,4462.5,16569.5,20875.5,18945.5,14632.5,44834.5,47816.5,55360.5,66203.5,66757.5,64937.5,685.5,1267.5,3295.5,5548.5,5950.5,4388.5,835.5,867.5,1100.5,5970.5,68833.5,87190.5,710.5,2218.5,13272.5,25577.5,23908.5,16325.5,1169.5,38085.5,90698.5,110813.5,103520.5,107594.5,,,832.5,813.5,,,1100.5,1111.5,25047.5,26333.5
140,1567.0,140887.0,141072.0,136552.0,130910.0,119325.0,921.0,57418.0,61564.0,56152.0,47431.0,37565.0,940.0,892.0,745.0,72.0,464.0,83732.0,886.0,3518.0,17950.0,16016.0,12158.0,7366.0,909.0,5768.0,20393.0,41931.0,60066.0,65573.0,925.0,45451.0,57708.0,53835.0,46605.0,34316.0,2570.0,78478.0,110633.0,125521.0,130359.0,131156.0,672.0,8029.0,24242.0,28567.0,24972.0,18813.0,55878.0,60060.0,71583.0,88301.0,89000.0,86826.0,879.0,1898.0,5111.0,8315.0,8361.0,5790.0,1057.0,1065.0,1312.0,7084.0,83523.0,114119.0,915.0,4588.0,23159.0,38257.0,34766.0,23213.0,1435.0,37818.0,95848.0,143662.0,133710.0,136975.0,,,992.0,986.0,,,1261.0,1265.0,27801.0,29195.0
160,1885.5,183741.5,176653.5,169661.5,163449.5,149002.5,1142.5,77459.5,81219.5,72588.5,60189.5,46464.5,1060.5,1014.5,912.5,78.5,693.5,107042.5,1036.5,6250.5,24157.5,22578.5,17157.5,10094.5,1029.5,6461.5,22162.5,44909.5,65394.5,73474.5,1134.5,66117.5,79304.5,75070.5,63662.5,45931.5,2990.5,87788.5,132974.5,155285.5,160079.5,161958.5,782.5,13073.5,33662.5,37649.5,31971.5,23240.5,69232.5,74739.5,91751.5,116320.5,117155.5,115030.5,989.5,2346.5,6953.5,11458.5,11631.5,7455.5,1240.5,1262.5,1511.5,7852.5,95212.5,135293.5,1058.5,6898.5,35311.5,56069.5,50560.5,31784.5,1663.5,37144.5,98395.5,180615.5,167025.5,170667.5,,,1119.5,1117.5,,,1471.5,1464.5,31233.5,32619.5
180,2114.0,225464.0,213941.0,203678.0,196732.0,181823.0,1274.0,101847.0,98322.0,89906.0,75249.0,56710.0,1231.0,1163.0,1053.0,142.0,1096.0,137265.0,1201.0,10005.0,30039.0,29221.0,22504.0,13264.0,1136.0,6995.0,23384.0,47480.0,68558.0,77237.0,1349.0,90315.0,104671.0,99154.0,85015.0,60779.0,3319.0,96653.0,151621.0,183016.0,194427.0,197043.0,893.0,18635.0,43624.0,48167.0,40170.0,28184.0,85347.0,92859.0,114801.0,148794.0,150044.0,148079.0,1155.0,2745.0,8325.0,14662.0,15075.0,9624.0,1416.0,1442.0,1741.0,8347.0,103577.0,151148.0,1237.0,8694.0,47944.0,75437.0,66992.0,43612.0,1909.0,37297.0,99445.0,217529.0,203746.0,206565.0,,,1265.0,1253.0,,,1638.5,1638.5,34411.5,36018.5
