time,pBAD/Ara_0,pBAD/Ara_1,pBAD/Ara_2,pBAD/Ara_3,pBAD/Ara_4,pBAD/Ara_5,e11x33_0,e11x33_1,e11x33_2,e11x33_3,e11x33_4,e11x33_5,pCin/OHC14_0,pCin/OHC14_1,pCin/OHC14_2,pCin/OHC14_3,pCin/OHC14_4,pCin/OHC14_5,e15x33_0,e15x33_1,e15x33_2,e15x33_3,e15x33_4,e15x33_5,pCymRC/Cuma_0,pCymRC/Cuma_1,pCymRC/Cuma_2,pCymRC/Cuma_3,pCymRC/Cuma_4,pCymRC/Cuma_5,e16x33_0,e16x33_1,e16x33_2,e16x33_3,e16x33_4,e16x33_5,pLuxB/AHL_0,pLuxB/AHL_1,pLuxB/AHL_2,pLuxB/AHL_3,pLuxB/AHL_4,pLuxB/AHL_5,e11x32STPhoRadA_0,e11x32STPhoRadA_1,e11x32STPhoRadA_2,e11x32STPhoRadA_3,e11x32STPhoRadA_4,e11x32STPhoRadA_5,pPhlF/DAPG_0,pPhlF/DAPG_1,pPhlF/DAPG_2,pPhlF/DAPG_3,pPhlF/DAPG_4,pPhlF/DAPG_5,e15x32NpuSspS2_0,e15x32NpuSspS2_1,e15x32NpuSspS2_2,e15x32NpuSspS2_3,e15x32NpuSspS2_4,e15x32NpuSspS2_5,pSalTTC/Sal_0,pSalTTC/Sal_1,pSalTTC/Sal_2,pSalTTC/Sal_3,pSalTTC/Sal_4,pSalTTC/Sal_5,e16x33NrdA2_0,e16x33NrdA2_1,e16x33NrdA2_2,e16x33NrdA2_3,e16x33NrdA2_4,e16x33NrdA2_5,pRhaB/Rha_0,pRhaB/Rha_1,pRhaB/Rha_2,pRhaB/Rha_3,pRhaB/Rha_4,pRhaB/Rha_5,Blank_Kan_1,Blank_Kan_1,negative-control-kan_1,negative-control-kan_1,Blank_Amp_1,Blank_Amp_1,negative-control-amp_1,negative-control-amp_1,positive-control-amp_1,positive-control-amp_1
200,2367.5,257737.5,252123.5,239313.5,231940.5,215152.5,1464.5,125635.5,120246.5,105180.5,87793.5,68599.5,1383.5,1360.5,1197.5,292.5,1675.5,164695.5,1395.5,15302.5,35176.5,34736.5,27083.5,16255.5,1351.5,7429.5,24596.5,49152.5,71141.5,80123.5,1562.5,116610.5,132410.5,126406.5,109477.5,77338.5,3610.5,103568.5,168675.5,207878.5,226887.5,232729.5,1002.5,23204.5,55933.5,59646.5,49624.5,33864.5,103076.5,112292.5,142696.5,184572.5,186437.5,184467.5,1314.5,3031.5,9182.5,16581.5,18082.5,12027.5,1620.5,1638.5,1927.5,8666.5,108107.5,163731.5,1395.5,9897.5,59508.5,95671.5,84963.5,56862.5,2206.5,37490.5,99072.5,248604.5,245029.5,247000.5,,,1420.5,1384.5,,,1779.5,1824.5,37397.5,39139.5
220,2585.0,257736.0,257736.0,257736.0,257736.0,251163.0,1619.0,146836.0,141831.0,122608.0,101408.0,77714.0,1578.0,1489.0,1384.0,793.0,2624.0,188515.0,1566.0,20716.0,40112.0,40629.0,31836.0,18933.0,1510.0,7861.0,25529.0,50893.0,73590.0,82470.0,1771.0,142151.0,160637.0,155412.0,135721.0,95427.0,3871.0,107882.0,182633.0,231002.0,255484.0,257736.0,1177.0,26599.0,69237.0,69298.0,60106.0,40420.0,121085.0,133417.0,172137.0,224824.0,225861.0,223071.0,1472.0,3296.0,9820.0,17967.0,20032.0,14263.0,1832.0,1817.0,2127.0,8812.0,110344.0,171474.0,1555.0,10721.0,69093.0,116559.0,103698.0,71404.0,2462.0,37890.0,98723.0,257736.0,257736.0,257736.0,,,1588.0,1547.0,,,1960.5,1994.5,39826.5,41629.5
240,2772.5,257718.5,257718.5,257718.5,257718.5,257718.5,1794.5,168637.5,161394.5,136342.5,113376.5,85933.5,1708.5,1634.5,1508.5,1533.5,4405.5,206687.5,1754.5,25742.5,44140.5,45817.5,37167.5,21794.5,1684.5,8245.5,26374.5,52014.5,74765.5,84382.5,1909.5,164845.5,184754.5,182563.5,162882.5,115080.5,4051.5,110219.5,193952.5,251563.5,257718.5,257718.5,1331.5,29613.5,79076.5,80744.5,68029.5,47390.5,136544.5,152876.5,203577.5,257718.5,257718.5,257718.5,1628.5,3561.5,10349.5,19139.5,21958.5,15970.5,1976.5,2001.5,2275.5,9034.5,111336.5,176511.5,1761.5,11375.5,77104.5,136332.5,122645.5,85857.5,2696.5,37894.5,99070.5,257718.5,257718.5,257718.5,,,1679.5,1671.5,,,2100.0,2072.0,41882.0,44069.0
260,2957.0,257713.0,257713.0,257713.0,257713.0,257713.0,1929.0,190258.0,181533.0,147338.0,122887.0,92905.0,1902.0,1814.0,1693.0,2793.0,9217.0,222088.0,1939.0,29828.0,48024.0,50703.0,41997.0,24926.0,1823.0,8537.0,27088.0,53403.0,76669.0,86240.0,2147.0,183175.0,203767.0,204525.0,188405.0,135752.0,4274.0,112962.0,202262.0,257713.0,257713.0,257713.0,1462.0,32358.0,86918.0,90244.0,77080.0,54437.0,151056.0,170777.0,233652.0,257713.0,257713.0,257713.0,1790.0,3800.0,10874.0,20215.0,23526.0,17525.0,2153.0,2157.0,2418.0,9204.0,112447.0,180156.0,1913.0,11769.0,84349.0,154457.0,141179.0,101579.0,2909.0,38251.0,99392.0,257713.0,257713.0,257713.0,,,1856.0,1793.0,,,2239.0,2216.0,43780.0,45825.0
280,3070.0,257685.0,257685.0,257685.0,257685.0,257685.0,2060.0,209394.0,200253.0,157082.0,129831.0,97702.0,1984.0,1875.0,1821.0,3664.0,15077.0,233490.0,2015.0,33353.0,50974.0,54974.0,46517.0,28128.0,1933.0,8762.0,27487.0,54276.0,77489.0,86980.0,2261.0,196159.0,216542.0,220695.0,209106.0,156118.0,4418.0,113711.0,207631.0,257685.0,257685.0,257685.0,1600.0,35076.0,95232.0,97141.0,85028.0,59097.0,163091.0,186637.0,257566.0,257685.0,257685.0,257685.0,1898.0,3986.0,11364.0,21143.0,24998.0,19069.0,2265.0,2284.0,2559.0,9271.0,112762.0,181674.0,2027.0,12150.0,89460.0,170138.0,157531.0,117183.0,3115.0,38671.0,99999.0,257685.0,257685.0,257685.0,,,1932.0,1912.0,,,2375.5,2376.5,45237.5,47517.5
300,3264.0,257680.0,257680.0,257680.0,257680.0,257680.0,2172.0,227749.0,222287.0,166752.0,138486.0,102582.0,2092.0,2033.0,1955.0,4698.0,24997.0,242438.0,2170.0,36297.0,52507.0,57808.0,50299.0,31574.0,2063.0,9002.0,27879.0,54861.0,78103.0,87679.0,2398.0,204536.0,223199.0,230590.0,225487.0,174188.0,4604.0,114225.0,211487.0,257680.0,257680.0,257680.0,1725.0,36820.0,104414.0,102980.0,90659.0,63701.0,173881.0,199757.0,257680.0,257680.0,257680.0,257680.0,2042.0,4177.0,11711.0,21848.0,26058.0,20480.0,2414.0,2381.0,2678.0,9461.0,112632.0,182241.0,2201.0,12463.0,93250.0,182628.0,171458.0,131826.0,3262.0,38796.0,100081.0,257680.0,257680.0,257680.0,,,2036.0,2013.0,,,2460.0,2468.0,46979.0,49490.0
320,3340.0,257679.0,257679.0,257679.0,257679.0,257679.0,2283.0,240816.0,243374.0,176685.0,145589.0,107142.0,2259.0,2180.0,2098.0,6013.0,33868.0,247823.0,2320.0,38362.0,53243.0,59138.0,52176.0,34615.0,2181.0,9178.0,28167.0,55111.0,78374.0,87962.0,2534.0,210264.0,225886.0,235374.0,235122.0,187937.0,4695.0,113915.0,213508.0,257679.0,257679.0,257679.0,1828.0,38296.0,114129.0,108084.0,95524.0,67003.0,182193.0,210614.0,257679.0,257679.0,257679.0,257679.0,2139.0,4350.0,11959.0,22125.0,26930.0,21693.0,2527.0,2535.0,2819.0,9601.0,111956.0,182517.0,2304.0,12505.0,94577.0,193146.0,183223.0,145433.0,3458.0,38861.0,99812.0,257679.0,257679.0,257679.0,,,2136.0,2107.0,,,2588.5,2580.5,48335.5,50884.5
340,3447.5,257658.5,257658.5,257658.5,257658.5,257658.5,2352.5,250737.5,257658.5,185727.5,153212.5,112384.5,2337.5,2219.5,2184.5,7325.5,44833.5,251288.5,2389.5,40034.5,53789.5,59822.5,53241.5,36538.5,2284.5,9152.5,28161.5,55068.5,78391.5,87919.5,2619.5,214528.5,228197.5,236858.5,241302.5,199436.5,4779.5,113944.5,212799.5,257658.5,257658.5,257658.5,1912.5,39300.5,123785.5,113818.5,100811.5,70345.5,188230.5,217469.5,257658.5,257658.5,257658.5,257658.5,2233.5,4440.5,12085.5,22302.5,27510.5,22790.5,2653.5,2598.5,2873.5,9560.5,111234.5,181256.5,2350.5,12534.5,95183.5,200359.5,191606.5,157710.5,3550.5,38855.5,99074.5,257658.5,257658.5,257658.5,,,2215.5,2169.5,,,2665.5,2650.5,49589.5,52215.5
360,3561.0,257650.0,257650.0,257650.0,257650.0,257650.0,2434.0,256702.0,257650.0,196930.0,161098.0,118076.0,2444.0,2309.0,2314.0,8550.0,58420.0,252808.0,2485.0,40692.0,54358.0,60516.0,54160.0,37746.0,2388.0,9269.0,28170.0,55008.0,77874.0,87530.0,2721.0,215774.0,228967.0,236679.0,243671.0,206073.0,4902.0,113594.0,213316.0,257650.0,257650.0,257650.0,1990.0,39819.0,132731.0,118670.0,105516.0,73025.0,193933.0,224557.0,257650.0,257650.0,257650.0,257650.0,2317.0,4527.0,12031.0,22254.0,27654.0,23633.0,2714.0,2674.0,2953.0,9675.0,109948.0,180440.0,2479.0,12576.0,95305.0,204605.0,196732.0,168246.0,3674.0,38974.0,98196.0,257650.0,257650.0,257650.0,,,2293.0,2254.0,,,2745.0,2787.0,50451.0,53462.0
380,3667.0,257651.0,257651.0,257651.0,257651.0,257651.0,2542.0,257651.0,257651.0,207808.0,169355.0,124877.0,2511.0,2418.0,2386.0,9156.0,74311.0,252712.0,2562.0,41205.0,55062.0,61590.0,55301.0,38443.0,2442.0,9337.0,28139.0,54809.0,78172.0,87585.0,2825.0,218276.0,231100.0,238310.0,245856.0,209343.0,4994.0,113587.0,212574.0,257651.0,257651.0,257651.0,2083.0,40402.0,141844.0,123969.0,111031.0,75729.0,199055.0,230433.0,257651.0,257651.0,257651.0,257651.0,2410.0,4612.0,12227.0,22508.0,27779.0,24286.0,2803.0,2741.0,3043.0,9727.0,110462.0,180168.0,2559.0,12728.0,96820.0,208567.0,200275.0,177625.0,3757.0,38779.0,98083.0,257651.0,257651.0,257651.0,,,2389.0,2346.0,,,2849.0,2831.0,51369.0,54476.0
400,3764.5,257649.5,257649.5,257649.5,257649.5,257649.5,2646.5,257649.5,257649.5,219071.5,178444.5,131975.5,2562.5,2478.5,2479.5,9476.5,94476.5,252767.5,2657.5,41383.5,55858.5,62517.5,56346.5,39278.5,2538.5,9392.5,28231.5,54708.5,78159.5,87606.5,2904.5,220862.5,233297.5,239069.5,247111.5,211717.5,5061.5,112749.5,211633.5,257649.5,257649.5,257649.5,2157.5,40462.5,147720.5,128936.5,116875.5,79027.5,203352.5,234268.5,257649.5,257649.5,257649.5,257649.5,2477.5,4685.5,12193.5,22466.5,28045.5,24610.5,2874.5,2829.5,3102.5,9749.5,109970.5,180667.5,2625.5,12808.5,97099.5,212706.5,204906.5,182729.5,3835.5,38565.5,98647.5,257649.5,257649.5,257649.5,,,2441.5,2412.5,,,2930.5,2925.5,52629.5,55626.5
420,3804.5,257626.5,257626.5,257626.5,257626.5,257626.5,2694.5,257626.5,257626.5,230766.5,186189.5,139311.5,2643.5,2506.5,2511.5,9786.5,113894.5,253678.5,2686.5,41544.5,56720.5,63427.5,57834.5,40248.5,2572.5,9425.5,28283.5,54722.5,77866.5,87479.5,2975.5,225382.5,235951.5,240753.5,250246.5,215368.5,5105.5,112394.5,211910.5,257626.5,257626.5,257626.5,2216.5,40272.5,153492.5,133650.5,121868.5,81766.5,206106.5,237263.5,257626.5,257626.5,257626.5,257626.5,2511.5,4677.5,12225.5,22414.5,27942.5,24702.5,2920.5,2883.5,3178.5,9816.5,109465.5,179195.5,2669.5,12828.5,97197.5,214247.5,207893.5,186463.5,3905.5,38634.5,98324.5,257626.5,257626.5,257626.5,,,2466.5,2468.5,,,3001.0,2988.0,53314.0,56744.0
440,3927.5,257626.5,257626.5,257626.5,257626.5,257626.5,2758.5,257626.5,257626.5,242588.5,194221.5,146365.5,2714.5,2593.5,2584.5,10004.5,128036.5,253805.5,2774.5,41708.5,57514.5,64750.5,58934.5,41351.5,2643.5,9524.5,28285.5,54711.5,77437.5,87603.5,3019.5,229023.5,238917.5,243154.5,252630.5,220211.5,5138.5,112923.5,211214.5,257626.5,257626.5,257626.5,2305.5,40122.5,156868.5,137762.5,127222.5,85446.5,207537.5,238808.5,257626.5,257626.5,257626.5,257626.5,2594.5,4707.5,12312.5,22514.5,28129.5,24862.5,3001.5,2945.5,3223.5,9857.5,108867.5,178908.5,2737.5,12783.5,97204.5,217186.5,211399.5,190899.5,3937.5,38598.5,98008.5,257626.5,257626.5,257626.5,,,2556.5,2515.5,,,3060.5,3022.5,53531.5,57387.5
460,3972.5,257611.5,257611.5,257611.5,257611.5,257611.5,2785.5,257611.5,257611.5,255566.5,201864.5,154116.5,2727.5,2636.5,2631.5,10091.5,138325.5,254838.5,2808.5,42073.5,58153.5,65694.5,60086.5,42422.5,2696.5,9582.5,28403.5,54932.5,76788.5,87188.5,3079.5,232622.5,241663.5,246490.5,255865.5,225120.5,5279.5,113166.5,210890.5,257611.5,257611.5,257611.5,2348.5,40177.5,160946.5,142471.5,132186.5,88837.5,209669.5,240222.5,257611.5,257611.5,257611.5,257611.5,2651.5,4733.5,12234.5,22574.5,28199.5,24955.5,3043.5,3006.5,3277.5,9876.5,109153.5,179167.5,2801.5,12829.5,97736.5,219786.5,212758.5,193262.5,4032.5,38791.5,97025.5,257611.5,257611.5,257611.5,,,2570.5,2555.5,,,3129.0,3120.0,54081.0,57879.0
480,4016.0,257605.0,257605.0,257605.0,257605.0,257605.0,2874.0,257605.0,257605.0,257605.0,208789.0,161184.0,2862.0,2710.0,2744.0,10258.0,145841.0,255035.0,2889.0,42234.0,58984.0,66813.0,61058.0,43497.0,2735.0,9620.0,28524.0,55168.0,76573.0,86489.0,3194.0,234814.0,243741.0,248497.0,257596.0,231040.0,5348.0,113130.0,210933.0,257605.0,257605.0,257605.0,2405.0,40051.0,164026.0,146548.0,137451.0,92302.0,212185.0,243157.0,257605.0,257605.0,257605.0,257605.0,2668.0,4782.0,12292.0,22699.0,28355.0,25065.0,3145.0,3051.0,3348.0,9914.0,108297.0,178041.0,2895.0,12866.0,97775.0,220979.0,215077.0,196896.0,4066.0,38640.0,97237.0,257605.0,257605.0,257605.0,,,2665.0,2617.0,,,3154.0,3150.0,54515.0,58787.0
500,4104.5,257580.5,257580.5,257580.5,257580.5,257580.5,2921.5,257580.5,257580.5,257580.5,214619.5,167374.5,2866.5,2739.5,2744.5,10296.5,150804.5,255992.5,2939.5,42420.5,59770.5,67883.5,61767.5,44686.5,2791.5,9655.5,28635.5,54859.5,76372.5,85953.5,3224.5,237855.5,246097.5,249623.5,257580.5,236413.5,5373.5,112965.5,210734.5,257580.5,257580.5,257580.5,2472.5,40021.5,167113.5,149726.5,141697.5,96248.5,214910.5,245881.5,257580.5,257580.5,257580.5,257580.5,2711.5,4811.5,12318.5,22768.5,28482.5,25210.5,3158.5,3101.5,3388.5,10059.5,108412.5,177629.5,2874.5,12906.5,97933.5,222764.5,216979.5,199759.5,4112.5,38604.5,96711.5,257580.5,257580.5,257580.5,,,2658.5,2670.5,,,3231.5,3207.5,54828.5,59182.5
520,4170.5,257567.5,257567.5,257567.5,257567.5,257567.5,3000.5,257567.5,257567.5,257567.5,222325.5,174708.5,2961.5,2821.5,2780.5,10357.5,153874.5,256700.5,2961.5,42606.5,60497.5,69136.5,62341.5,45782.5,2886.5,9761.5,28853.5,55059.5,76324.5,86097.5,3240.5,240180.5,245830.5,250830.5,257567.5,241601.5,5446.5,113405.5,210611.5,257567.5,257567.5,257567.5,2475.5,40177.5,169674.5,154177.5,145472.5,99837.5,217593.5,247377.5,257567.5,257567.5,257567.5,257567.5,2806.5,4869.5,12430.5,22846.5,28459.5,25375.5,3261.5,3146.5,3410.5,10117.5,108365.5,177116.5,2920.5,13011.5,97548.5,224074.5,217730.5,201021.5,4173.5,38835.5,96508.5,257567.5,257567.5,257567.5,,,2702.5,2659.5,,,3272.0,3234.0,55224.0,60268.0
540,4265.5,257562.5,257562.5,257562.5,257562.5,257562.5,3026.5,257562.5,257562.5,257562.5,227507.5,181081.5,3017.5,2836.5,2831.5,10394.5,155860.5,257275.5,3001.5,42941.5,60930.5,69899.5,63056.5,46802.5,2897.5,9845.5,28989.5,55258.5,76740.5,86592.5,3312.5,242530.5,247601.5,251535.5,257562.5,246451.5,5536.5,114321.5,210671.5,257562.5,257562.5,257562.5,2554.5,40208.5,172109.5,157137.5,149577.5,103298.5,220803.5,249743.5,257562.5,257562.5,257562.5,257562.5,2829.5,4931.5,12455.5,22913.5,28593.5,25527.5,3251.5,3206.5,3474.5,10132.5,108489.5,176510.5,3010.5,13110.5,98154.5,225054.5,219089.5,203380.5,4238.5,38740.5,96504.5,257562.5,257562.5,257562.5,,,2787.5,2743.5,,,3341.0,3281.0,55725.0,60978.0
