time,pBAD/Ara_0,pBAD/Ara_1,pBAD/Ara_2,pBAD/Ara_3,pBAD/Ara_4,pBAD/Ara_5,e11x33_0,e11x33_1,e11x33_2,e11x33_3,e11x33_4,e11x33_5,pCin/OHC14_0,pCin/OHC14_1,pCin/OHC14_2,pCin/OHC14_3,pCin/OHC14_4,pCin/OHC14_5,e15x33_0,e15x33_1,e15x33_2,e15x33_3,e15x33_4,e15x33_5,pCymRC/Cuma_0,pCymRC/Cuma_1,pCymRC/Cuma_2,pCymRC/Cuma_3,pCymRC/Cuma_4,pCymRC/Cuma_5,e16x33_0,e16x33_1,e16x33_2,e16x33_3,e16x33_4,e16x33_5,pLuxB/AHL_0,pLuxB/AHL_1,pLuxB/AHL_2,pLuxB/AHL_3,pLuxB/AHL_4,pLuxB/AHL_5,e11x32STPhoRadA_0,e11x32STPhoRadA_1,e11x32STPhoRadA_2,e11x32STPhoRadA_3,e11x32STPhoRadA_4,e11x32STPhoRadA_5,pPhlF/DAPG_0,pPhlF/DAPG_1,pPhlF/DAPG_2,pPhlF/DAPG_3,pPhlF/DAPG_4,pPhlF/DAPG_5,e15x32NpuSspS2_0,e15x32NpuSspS2_1,e15x32NpuSspS2_2,e15x32NpuSspS2_3,e15x32NpuSspS2_4,e15x32NpuSspS2_5,pSalTTC/Sal_0,pSalTTC/Sal_1,pSalTTC/Sal_2,pSalTTC/Sal_3,pSalTTC/Sal_4,pSalTTC/Sal_5,e16x33NrdA2_0,e16x33NrdA2_1,e16x33NrdA2_2,e16x33NrdA2_3,e16x33NrdA2_4,e16x33NrdA2_5,pRhaB/Rha_0,pRhaB/Rha_1,pRhaB/Rha_2,pRhaB/Rha_3,pRhaB/Rha_4,pRhaB/Rha_5,Blank_Kan_1,Blank_Kan_1,negative-control-kan_1,negative-control-kan_1,Blank_Amp_1,Blank_Amp_1,negative-control-amp_1,negative-control-amp_1,positive-control-amp_1,positive-control-amp_1
0,59.0,39.0,90.0,568.0,1190.0,1427.0,30.0,27.0,26.0,113.0,339.0,496.0,55.0,48.0,12.0,-23.0,-21.0,1023.0,18.0,-29.0,21.0,21.0,42.0,50.0,39.0,152.0,395.0,996.0,1619.0,1869.0,13.0,9.0,20.0,11.0,32.0,51.0,86.0,2304.0,3665.0,4412.0,4650.0,4767.0,34.0,37.0,50.0,72.0,138.0,167.0,4662.0,4529.0,4288.0,4157.0,4091.0,3898.0,49.0,52.0,54.0,62.0,89.0,80.0,43.0,41.0,43.0,66.0,1104.0,2149.0,49.0,50.0,45.0,50.0,90.0,93.0,47.0,3700.0,4422.0,4357.0,4213.0,4743.0,,,66.0,59.0,,,99.0,104.0,2437.0,2579.0
20,92.0,136.0,614.0,2212.0,3268.0,3502.0,58.0,57.0,139.0,492.0,1048.0,1258.0,79.0,74.0,32.0,-7.0,-6.0,1773.0,43.0,-22.0,53.0,62.0,118.0,128.0,71.0,227.0,741.0,1882.0,3036.0,3446.0,54.0,43.0,37.0,68.0,136.0,179.0,128.0,3831.0,5847.0,6844.0,7220.0,7363.0,69.0,51.0,81.0,148.0,313.0,369.0,6738.0,6621.0,6303.0,6125.0,6006.0,5757.0,75.0,79.0,94.0,119.0,171.0,180.0,72.0,65.0,68.0,147.0,1999.0,3599.0,70.0,81.0,77.0,115.0,211.0,216.0,86.0,5831.0,7058.0,6936.0,6698.0,7491.0,,,98.0,80.0,,,125.0,129.0,3110.0,3290.0
40,124.5,2119.5,5056.5,7524.5,8427.5,8184.5,86.5,382.5,1577.5,2447.5,3118.5,3084.5,117.5,111.5,62.5,-3.5,-2.5,3698.5,78.5,-10.5,236.5,298.5,374.5,359.5,106.5,452.5,1635.5,3601.5,5332.5,5861.5,77.5,98.5,398.5,586.5,823.5,825.5,237.5,6799.5,9190.5,10546.5,11032.5,11191.5,99.5,99.5,209.5,534.5,833.5,795.5,9266.5,9305.5,9066.5,8982.5,8854.5,8474.5,99.5,119.5,174.5,303.5,453.5,409.5,103.5,100.5,113.5,391.5,4498.5,6907.5,95.5,114.5,176.5,435.5,766.5,637.5,133.5,9623.5,11673.5,11303.5,10744.5,11839.5,,,138.5,124.5,,,187.0,189.0,4180.0,4472.0
60,196.5,9575.5,14249.5,16615.5,16997.5,15931.5,128.5,2229.5,5183.5,5993.5,6231.5,5752.5,151.5,144.5,109.5,-11.5,21.5,8935.5,104.5,15.5,956.5,980.5,945.5,744.5,157.5,712.5,2712.5,6012.5,8682.5,9362.5,120.5,743.5,2623.5,2909.5,2982.5,2657.5,421.5,12559.5,15836.5,17171.5,17338.5,17240.5,125.5,247.5,1199.5,1952.5,2237.5,1904.5,11690.5,12177.5,12483.5,12869.5,12742.5,12246.5,131.5,180.5,377.5,694.5,944.5,784.5,170.5,165.5,195.5,907.5,9452.5,13042.5,154.5,162.5,630.5,1740.5,2251.5,1707.5,200.5,15266.5,19181.5,18176.5,16892.5,18477.5,,,185.5,184.5,,,260.5,261.5,5770.5,6218.5
80,351.5,21733.5,25520.5,27041.5,26802.5,24783.5,203.5,6424.5,9979.5,10282.5,9776.5,8519.5,214.5,198.5,138.5,-6.5,42.5,15492.5,171.5,32.5,2281.5,2132.5,1784.5,1258.5,211.5,1137.5,4179.5,8795.5,12483.5,13456.5,191.5,3432.5,6806.5,6785.5,6382.5,5204.5,697.5,19411.5,23999.5,26291.5,26825.5,26831.5,161.5,580.5,2823.5,4163.5,4181.5,3499.5,14518.5,15164.5,16172.5,17457.5,17248.5,16863.5,201.5,298.5,703.5,1274.5,1569.5,1280.5,256.5,247.5,298.5,1813.5,16800.5,21328.5,197.5,268.5,1783.5,4263.5,4669.5,3420.5,303.5,18972.5,30419.5,28585.5,26181.5,28057.5,,,261.5,250.5,,,366.0,368.0,7965.0,8567.0
100,496.5,37121.5,39624.5,39853.5,38435.5,35079.5,301.5,12608.5,16055.5,15715.5,14279.5,11929.5,299.5,286.5,209.5,0.5,95.5,24732.5,253.5,171.5,3985.5,3633.5,2873.5,1910.5,296.5,1728.5,6216.5,12546.5,17469.5,18606.5,280.5,8363.5,12880.5,12525.5,11202.5,8521.5,940.5,27525.5,34762.5,37694.5,38043.5,37809.5,214.5,1221.5,5317.5,7163.5,6744.5,5378.5,18504.5,19632.5,21919.5,24529.5,24511.5,23679.5,287.5,436.5,1105.5,1968.5,2198.5,1789.5,331.5,341.5,424.5,2527.5,26176.5,32998.5,282.5,567.5,3748.5,7975.5,7981.5,5599.5,438.5,19758.5,40737.5,42117.5,38860.5,40747.5,,,364.5,344.5,,,466.5,472.5,10812.5,11502.5
120,640.5,53949.5,55336.5,54301.5,52050.5,47134.5,390.5,20168.5,23324.5,21734.5,18901.5,15500.5,401.5,361.5,288.5,5.5,154.5,33461.5,353.5,668.5,6135.5,5522.5,4278.5,2729.5,363.5,2489.5,8957.5,17808.5,23920.5,25355.5,379.5,14651.5,20358.5,19534.5,17060.5,12722.5,1132.5,34427.5,46209.5,51117.5,52358.5,52026.5,279.5,2276.5,8508.5,10656.5,9669.5,7495.5,23175.5,24794.5,28502.5,33921.5,34218.5,33381.5,362.5,646.5,1671.5,2853.5,3054.5,2289.5,429.5,454.5,554.5,3086.5,35323.5,45015.5,362.5,1126.5,6789.5,13062.5,12319.5,8374.5,596.5,19663.5,46951.5,57001.5,53164.5,55212.5,,,431.5,415.5,,,585.0,582.0,12934.0,13593.0
140,788.5,72815.5,72946.5,70419.5,67631.5,61592.5,484.5,29608.5,31944.5,29018.5,24415.5,19392.5,478.5,448.5,373.5,18.5,234.5,43201.5,435.5,1789.5,9200.5,8206.5,6224.5,3801.5,442.5,2963.5,10592.5,21648.5,31074.5,33786.5,472.5,23480.5,29690.5,27795.5,23914.5,17704.5,1319.5,40669.5,57293.5,65086.5,67415.5,67712.5,336.5,4122.5,12495.5,14610.5,12781.5,9661.5,28823.5,31002.5,36940.5,45329.5,45715.5,44700.5,440.5,956.5,2648.5,4246.5,4287.5,2926.5,539.5,532.5,680.5,3625.5,43105.5,59238.5,467.5,2307.5,11890.5,19729.5,17910.5,11932.5,733.5,19607.5,49665.5,73856.5,68505.5,70666.5,,,493.5,491.5,,,653.5,670.5,14351.5,15096.5
160,971.5,95855.5,91755.5,88003.5,84277.5,77154.5,578.5,40056.5,42047.5,37585.5,31039.5,23873.5,567.5,528.5,475.5,61.5,369.5,55355.5,543.5,3185.5,12511.5,11673.5,8763.5,5237.5,541.5,3324.5,11422.5,23298.5,33796.5,38140.5,591.5,33907.5,40891.5,38752.5,32921.5,23702.5,1551.5,45500.5,68961.5,80618.5,83010.5,83743.5,413.5,6719.5,17376.5,19439.5,16466.5,11943.5,35749.5,38568.5,47313.5,60147.5,60372.5,59235.5,516.5,1221.5,3589.5,5962.5,6005.5,3854.5,643.5,646.5,788.5,4057.5,49211.5,70129.5,545.5,3538.5,18194.5,28915.5,25980.5,16435.5,846.5,19210.5,51032.5,93576.5,86172.5,87967.5,,,582.5,570.5,,,756.0,755.0,16041.0,16865.0
180,1102.5,117653.5,111666.5,106021.5,102608.5,94148.5,671.5,52813.5,51149.5,46737.5,38836.5,29356.5,630.5,601.5,553.5,76.5,553.5,70826.5,624.5,5128.5,15445.5,15150.5,11570.5,6815.5,621.5,3610.5,12128.5,24628.5,35579.5,40057.5,684.5,46661.5,54131.5,51305.5,43910.5,31347.5,1728.5,50186.5,78822.5,95113.5,101188.5,102490.5,475.5,9624.5,22574.5,24926.5,20733.5,14568.5,44242.5,48179.5,59292.5,77081.5,77985.5,76517.5,589.5,1405.5,4282.5,7565.5,7808.5,4979.5,724.5,754.5,882.5,4281.5,53367.5,78349.5,621.5,4472.5,24690.5,38911.5,34561.5,22393.5,985.5,19314.5,51728.5,113630.5,106073.5,107449.5,,,649.5,637.5,,,855.0,850.0,17758.0,18631.0
