time,pBAD/Ara_0,pBAD/Ara_1,pBAD/Ara_2,pBAD/Ara_3,pBAD/Ara_4,pBAD/Ara_5,e11x33_0,e11x33_1,e11x33_2,e11x33_3,e11x33_4,e11x33_5,pCin/OHC14_0,pCin/OHC14_1,pCin/OHC14_2,pCin/OHC14_3,pCin/OHC14_4,pCin/OHC14_5,e15x33_0,e15x33_1,e15x33_2,e15x33_3,e15x33_4,e15x33_5,pCymRC/Cuma_0,pCymRC/Cuma_1,pCymRC/Cuma_2,pCymRC/Cuma_3,pCymRC/Cuma_4,pCymRC/Cuma_5,e16x33_0,e16x33_1,e16x33_2,e16x33_3,e16x33_4,e16x33_5,pLuxB/AHL_0,pLuxB/AHL_1,pLuxB/AHL_2,pLuxB/AHL_3,pLuxB/AHL_4,pLuxB/AHL_5,e11x32STPhoRadA_0,e11x32STPhoRadA_1,e11x32STPhoRadA_2,e11x32STPhoRadA_3,e11x32STPhoRadA_4,e11x32STPhoRadA_5,pPhlF/DAPG_0,pPhlF/DAPG_1,pPhlF/DAPG_2,pPhlF/DAPG_3,pPhlF/DAPG_4,pPhlF/DAPG_5,e15x32NpuSspS2_0,e15x32NpuSspS2_1,e15x32NpuSspS2_2,e15x32NpuSspS2_3,e15x32NpuSspS2_4,e15x32NpuSspS2_5,pSalTTC/Sal_0,pSalTTC/Sal_1,pSalTTC/Sal_2,pSalTTC/Sal_3,pSalTTC/Sal_4,pSalTTC/Sal_5,e16x33NrdA2_0,e16x33NrdA2_1,e16x33NrdA2_2,e16x33NrdA2_3,e16x33NrdA2_4,e16x33NrdA2_5,pRhaB/Rha_0,pRhaB/Rha_1,pRhaB/Rha_2,pRhaB/Rha_3,pRhaB/Rha_4,pRhaB/Rha_5,Blank_Kan_1,Blank_Kan_1,negative-control-kan_1,negative-control-kan_1,Blank_Amp_1,Blank_Amp_1,negative-control-amp_1,negative-control-amp_1,positive-control-amp_1,positive-control-amp_1
200,1213.0,143631.0,132134.0,125387.0,121194.0,112387.0,746.0,65310.0,62345.0,54666.0,45504.0,35341.0,701.0,690.0,620.0,138.0,868.0,85526.0,702.0,7852.0,18177.0,18006.0,13990.0,8354.0,691.0,3888.0,12677.0,25499.0,36923.0,41564.0,795.0,60220.0,68803.0,65590.0,56701.0,39995.0,1870.0,53566.0,87666.0,108556.0,118183.0,121294.0,530.0,11959.0,28812.0,30884.0,25606.0,17528.0,53374.0,58288.0,73880.0,95822.0,96891.0,95842.0,678.0,1581.0,4729.0,8568.0,9383.0,6186.0,849.0,837.0,985.0,4462.0,55843.0,85077.0,729.0,5082.0,30700.0,49513.0,43921.0,29364.0,1133.0,19425.0,51387.0,130356.0,127864.0,128731.0,,,731.0,722.0,,,943.0,930.0,19309.0,20205.0
220,1358.0,167644.0,154311.0,144358.0,140843.0,131578.0,833.0,76362.0,73656.0,63620.0,52578.0,40099.0,829.0,761.0,722.0,391.0,1358.0,97828.0,818.0,10622.0,20677.0,20939.0,16540.0,9757.0,787.0,4065.0,13192.0,26219.0,38010.0,42737.0,920.0,73836.0,83365.0,80814.0,70221.0,49254.0,1988.0,55983.0,94929.0,120793.0,133626.0,139821.0,613.0,13695.0,35816.0,35788.0,31034.0,20853.0,62651.0,69339.0,89980.0,117206.0,117678.0,116798.0,763.0,1712.0,5079.0,9310.0,10400.0,7364.0,930.0,949.0,1089.0,4613.0,57117.0,89487.0,818.0,5575.0,35693.0,60347.0,53834.0,36844.0,1255.0,19609.0,51264.0,140920.0,151494.0,152382.0,,,811.0,798.0,,,1009.5,1007.5,20639.5,21579.5
240,1436.5,187302.5,176812.5,163599.5,160952.5,151259.5,912.5,87636.5,83960.5,70888.5,58932.5,44484.5,872.5,840.5,784.5,770.5,2219.5,108030.5,885.5,13314.5,22813.5,23651.5,19086.5,11188.5,860.5,4257.5,13643.5,27066.5,38750.5,43888.5,989.5,85933.5,96632.5,94989.5,84562.5,59483.5,2086.5,57450.5,101576.5,131480.5,147761.5,156222.5,678.5,15264.5,40865.5,41602.5,35249.5,24466.5,70944.5,79660.5,106498.5,141279.5,140586.5,139687.5,838.5,1830.5,5333.5,9960.5,11336.5,8267.5,1010.5,1019.5,1149.5,4661.5,57815.5,92312.5,899.5,5882.5,39932.5,70762.5,63799.5,44355.5,1388.5,19644.5,51292.5,148554.5,177337.5,177282.5,,,862.5,853.5,,,1094.5,1088.5,21629.5,22726.5
260,1533.0,204663.0,202741.0,182996.0,179844.0,171719.0,996.0,99304.0,94629.0,76794.0,63882.0,48119.0,964.0,950.0,870.0,1444.0,4675.0,115617.0,974.0,15473.0,24860.0,26219.0,21689.0,12892.0,954.0,4413.0,14008.0,27755.0,39785.0,44537.0,1101.0,95624.0,106486.0,107145.0,98039.0,70440.0,2207.0,58695.0,105653.0,140840.0,160978.0,170400.0,757.0,16814.0,45337.0,46763.0,39888.0,28242.0,78778.0,89078.0,122381.0,167113.0,166824.0,166075.0,914.0,1956.0,5642.0,10463.0,12206.0,9028.0,1110.0,1098.0,1262.0,4781.0,58552.0,94080.0,982.0,6152.0,43724.0,80629.0,73615.0,52603.0,1496.0,19931.0,51597.0,154407.0,202500.0,202191.0,,,947.0,926.0,,,1164.0,1156.0,22673.0,23734.0
280,1596.0,218471.0,227372.0,201395.0,199449.0,190655.0,1071.0,109515.0,105167.0,81931.0,67855.0,50600.0,1038.0,999.0,961.0,1906.0,7710.0,121773.0,1060.0,17215.0,26397.0,28556.0,24064.0,14644.0,999.0,4508.0,14260.0,28086.0,40239.0,45201.0,1181.0,102569.0,113095.0,115393.0,109186.0,81155.0,2280.0,59158.0,108605.0,146949.0,172097.0,184198.0,816.0,18150.0,49487.0,50493.0,43998.0,30611.0,84985.0,97410.0,136272.0,195142.0,194964.0,194869.0,984.0,2071.0,5882.0,10917.0,12893.0,9874.0,1186.0,1173.0,1330.0,4869.0,58252.0,95102.0,1066.0,6311.0,46493.0,88519.0,81679.0,60714.0,1594.0,19983.0,51983.0,158659.0,223964.0,223328.0,,,1002.0,992.0,,,1221.0,1215.0,23424.0,24621.0
300,1667.0,230919.0,251070.0,219027.0,218310.0,210027.0,1129.0,119134.0,116428.0,87282.0,71807.0,53222.0,1094.0,1075.0,1008.0,2426.0,12879.0,126428.0,1116.0,18826.0,27185.0,30099.0,26010.0,16349.0,1072.0,4653.0,14503.0,28300.0,40515.0,45459.0,1232.0,106759.0,116913.0,121025.0,117850.0,90592.0,2379.0,59220.0,110572.0,152064.0,180916.0,196739.0,890.0,19053.0,54241.0,53477.0,47029.0,33035.0,90469.0,104139.0,149029.0,221198.0,222810.0,222313.0,1051.0,2157.0,6022.0,11257.0,13485.0,10602.0,1255.0,1243.0,1388.0,4898.0,58272.0,94917.0,1125.0,6443.0,48417.0,95294.0,88971.0,68450.0,1693.0,20049.0,51868.0,162598.0,240708.0,241940.0,,,1056.0,1049.0,,,1302.0,1288.0,24266.0,25597.0
320,1734.0,240008.0,258799.0,237704.0,234753.0,226561.0,1183.0,126145.0,127898.0,91864.0,75852.0,55624.0,1164.0,1115.0,1091.0,3092.0,17479.0,129540.0,1192.0,19846.0,27715.0,30672.0,27088.0,17873.0,1153.0,4741.0,14551.0,28460.0,40685.0,45659.0,1326.0,109781.0,118425.0,122987.0,123283.0,98142.0,2448.0,59363.0,111208.0,155220.0,186469.0,204451.0,953.0,19828.0,59128.0,56119.0,49568.0,34907.0,95014.0,109308.0,159549.0,245497.0,248617.0,248709.0,1123.0,2229.0,6197.0,11515.0,13919.0,11213.0,1334.0,1317.0,1461.0,4969.0,58260.0,95088.0,1210.0,6452.0,49086.0,100740.0,95329.0,75418.0,1772.0,20115.0,51696.0,165851.0,256985.0,257507.0,,,1106.0,1108.0,,,1344.0,1341.0,25028.0,26371.0
340,1794.5,247372.5,258791.5,255166.5,252231.5,245346.5,1236.5,131519.5,138692.5,97001.5,79679.5,58470.5,1208.5,1176.5,1147.5,3801.5,23109.5,131585.5,1249.5,20656.5,27845.5,31078.5,27552.5,18986.5,1191.5,4747.5,14560.5,28460.5,40423.5,45604.5,1362.5,111756.5,119255.5,123771.5,126824.5,103893.5,2497.5,59276.5,111387.5,156273.5,191180.5,211065.5,1012.5,20282.5,64253.5,59089.5,52223.5,36300.5,98298.5,113817.5,167175.5,258791.5,258791.5,258791.5,1159.5,2319.5,6275.5,11545.5,14269.5,11792.5,1361.5,1349.5,1502.5,4979.5,57726.5,94780.5,1241.5,6511.5,49520.5,104703.5,100260.5,81875.5,1826.5,20043.5,51370.5,166203.5,258791.5,258791.5,,,1157.5,1146.5,,,1376.5,1374.5,25709.5,27023.5
360,1854.5,254768.5,258786.5,258786.5,258786.5,258786.5,1267.5,135732.5,149705.5,102557.5,83787.5,61522.5,1257.5,1207.5,1194.5,4402.5,30290.5,132418.5,1293.5,21074.5,28217.5,31518.5,28146.5,19627.5,1222.5,4783.5,14600.5,28473.5,40384.5,45131.5,1398.5,112769.5,119602.5,124337.5,127575.5,107321.5,2525.5,58870.5,110858.5,156584.5,192747.5,213883.5,1053.5,20493.5,68965.5,61459.5,54836.5,37742.5,101314.5,116918.5,173797.5,258786.5,258786.5,258786.5,1206.5,2341.5,6260.5,11524.5,14324.5,12188.5,1420.5,1403.5,1550.5,5001.5,57127.5,93818.5,1302.5,6528.5,49655.5,106803.5,103070.5,87986.5,1892.5,20150.5,51013.5,167432.5,258786.5,258786.5,,,1198.5,1190.5,,,1428.5,1418.5,26005.5,27605.5
380,1907.5,258688.5,258778.5,258778.5,258778.5,258778.5,1313.5,139453.5,161052.5,108376.5,88429.5,64864.5,1306.5,1254.5,1250.5,4762.5,38495.5,132790.5,1329.5,21301.5,28579.5,31952.5,28772.5,19969.5,1276.5,4831.5,14589.5,28490.5,40437.5,45159.5,1462.5,113878.5,120855.5,124879.5,128980.5,109160.5,2584.5,58744.5,111134.5,156926.5,195985.5,218352.5,1071.5,20840.5,73754.5,64431.5,57740.5,39271.5,103708.5,120067.5,180204.5,258778.5,258778.5,258778.5,1249.5,2387.5,6301.5,11598.5,14465.5,12572.5,1445.5,1418.5,1589.5,5045.5,57472.5,94006.5,1327.5,6589.5,50223.5,108793.5,104940.5,92314.5,1936.5,20127.5,50850.5,168490.5,258778.5,258778.5,,,1237.5,1213.5,,,1473.0,1464.0,26759.0,28174.0
400,1957.5,258777.5,258777.5,258777.5,258777.5,258777.5,1361.5,142447.5,171485.5,114580.5,92682.5,68707.5,1341.5,1283.5,1280.5,4933.5,48912.5,132687.5,1381.5,21459.5,28926.5,32351.5,29356.5,20378.5,1293.5,4864.5,14595.5,28391.5,40431.5,45330.5,1506.5,115671.5,122473.5,125405.5,129708.5,110914.5,2615.5,58512.5,110908.5,157259.5,196518.5,221459.5,1118.5,20911.5,77139.5,66976.5,60512.5,40915.5,106097.5,122707.5,184383.5,258777.5,258777.5,258777.5,1286.5,2410.5,6308.5,11717.5,14471.5,12801.5,1473.5,1462.5,1610.5,5042.5,57056.5,93972.5,1353.5,6617.5,50415.5,110563.5,107016.5,95807.5,1965.5,20036.5,51228.5,167435.5,258777.5,258777.5,,,1235.5,1228.5,,,1525.0,1512.0,27245.0,28907.0
420,1987.5,258765.5,258765.5,258765.5,258765.5,258765.5,1397.5,145229.5,181231.5,121306.5,97225.5,72514.5,1354.5,1299.5,1286.5,5061.5,58871.5,132761.5,1372.5,21563.5,29254.5,32843.5,29938.5,20821.5,1330.5,4888.5,14682.5,28272.5,40269.5,45402.5,1540.5,117610.5,123489.5,126491.5,131285.5,112954.5,2639.5,58421.5,110522.5,157265.5,197724.5,222511.5,1148.5,20865.5,79652.5,69266.5,63243.5,42547.5,107394.5,124337.5,188159.5,258765.5,258765.5,258765.5,1313.5,2433.5,6305.5,11663.5,14493.5,12789.5,1524.5,1484.5,1618.5,5070.5,56660.5,93499.5,1381.5,6607.5,50577.5,111658.5,108889.5,97231.5,1995.5,19991.5,51027.5,167086.5,258765.5,258765.5,,,1282.5,1269.5,,,1545.0,1529.0,27635.0,29501.0
440,2040.5,258768.5,258768.5,258768.5,258768.5,258768.5,1426.5,148227.5,191320.5,127479.5,101405.5,76249.5,1392.5,1337.5,1340.5,5189.5,66437.5,133446.5,1429.5,21615.5,29765.5,33473.5,30649.5,21404.5,1358.5,4958.5,14657.5,28305.5,40101.5,45437.5,1583.5,119883.5,125499.5,127400.5,132405.5,114828.5,2672.5,58760.5,110561.5,156574.5,198136.5,224657.5,1173.5,20800.5,81715.5,71706.5,65892.5,44270.5,108525.5,125199.5,192155.5,258768.5,258768.5,258768.5,1334.5,2466.5,6332.5,11717.5,14584.5,12888.5,1545.5,1534.5,1674.5,5124.5,56625.5,93359.5,1414.5,6661.5,50745.5,113651.5,110540.5,99610.5,2047.5,19935.5,50703.5,166474.5,258768.5,258768.5,,,1313.5,1290.5,,,1572.5,1561.5,27807.5,29700.5
460,2050.0,258758.0,258758.0,258758.0,258758.0,258758.0,1457.0,150849.0,201318.0,134072.0,105554.0,80200.0,1427.0,1369.0,1364.0,5242.0,72132.0,134055.0,1444.0,21784.0,30127.0,34077.0,31282.0,21969.0,1387.0,4926.0,14672.0,28432.0,39798.0,45116.0,1585.0,121476.0,126713.0,129369.0,135101.0,117934.0,2705.0,59057.0,110573.0,156815.0,197548.0,224292.0,1208.0,20764.0,84027.0,74113.0,68851.0,46080.0,109740.0,126108.0,193691.0,258758.0,258758.0,258758.0,1368.0,2465.0,6354.0,11702.0,14669.0,12994.0,1584.0,1562.0,1704.0,5158.0,56626.0,93169.0,1432.0,6675.0,50678.0,114618.0,111479.0,101135.0,2062.0,20030.0,50549.0,166832.0,258758.0,258758.0,,,1334.0,1316.0,,,1582.5,1582.5,28052.5,30090.5
480,2081.5,258757.5,258757.5,258757.5,258757.5,258757.5,1496.5,153579.5,210676.5,140392.5,109131.5,83851.5,1462.5,1384.5,1399.5,5290.5,75790.5,134314.5,1488.5,21970.5,30600.5,34674.5,31767.5,22508.5,1419.5,4981.5,14804.5,28516.5,39663.5,45028.5,1628.5,123114.5,127832.5,130132.5,137133.5,120673.5,2758.5,58808.5,110213.5,155337.5,195003.5,224132.5,1249.5,20751.5,85399.5,76112.5,71573.5,47964.5,111084.5,127740.5,195402.5,258757.5,258757.5,258757.5,1393.5,2510.5,6370.5,11722.5,14597.5,12990.5,1603.5,1577.5,1724.5,5168.5,56265.5,92768.5,1476.5,6667.5,50931.5,115930.5,112642.5,102695.5,2103.5,20052.5,50367.5,166653.5,258757.5,258757.5,,,1367.5,1358.5,,,1651.5,1636.5,28292.5,30334.5
500,2151.5,258751.5,258751.5,258751.5,258751.5,258751.5,1523.5,156474.5,218477.5,146642.5,112550.5,87439.5,1485.5,1420.5,1432.5,5345.5,78417.5,134500.5,1535.5,22011.5,30960.5,35220.5,32050.5,23098.5,1446.5,5002.5,14817.5,28503.5,39540.5,44717.5,1670.5,124363.5,128850.5,131196.5,138376.5,123548.5,2790.5,58963.5,110324.5,154543.5,195152.5,224098.5,1272.5,20809.5,86736.5,78272.5,73587.5,49993.5,112327.5,129096.5,196610.5,258751.5,258751.5,258751.5,1419.5,2506.5,6391.5,11761.5,14720.5,13081.5,1651.5,1598.5,1772.5,5196.5,56376.5,92600.5,1504.5,6699.5,50868.5,116365.5,113339.5,104250.5,2125.5,19960.5,50178.5,166065.5,258751.5,258751.5,,,1402.5,1382.5,,,1665.5,1650.5,28377.5,30822.5
520,2163.5,258741.5,258741.5,258741.5,258741.5,258741.5,1567.5,159121.5,227238.5,153028.5,115685.5,90974.5,1531.5,1445.5,1448.5,5351.5,79950.5,134894.5,1546.5,22055.5,31268.5,35824.5,32373.5,23648.5,1485.5,5075.5,15018.5,28642.5,39723.5,44601.5,1682.5,125944.5,129111.5,131830.5,140212.5,126420.5,2813.5,59070.5,110021.5,154137.5,194628.5,224217.5,1297.5,20932.5,88504.5,80225.5,75829.5,51811.5,113714.5,129541.5,198423.5,258741.5,258741.5,258741.5,1439.5,2520.5,6391.5,11842.5,14803.5,13149.5,1673.5,1627.5,1771.5,5230.5,56333.5,92411.5,1534.5,6739.5,50693.5,117184.5,114173.5,105415.5,2156.5,20110.5,49956.5,166379.5,258741.5,258741.5,,,1415.5,1401.5,,,1672.0,1691.0,28674.0,31244.0
540,2231.5,258734.5,258734.5,258734.5,258734.5,258734.5,1587.5,161774.5,234752.5,160102.5,119385.5,94581.5,1535.5,1463.5,1465.5,5376.5,80954.5,135622.5,1558.5,22248.5,31653.5,36155.5,32519.5,24268.5,1498.5,5060.5,15057.5,28669.5,39821.5,44904.5,1723.5,127195.5,129789.5,132694.5,141782.5,129031.5,2842.5,59452.5,110508.5,153844.5,193531.5,222109.5,1307.5,20929.5,89770.5,81719.5,77877.5,53565.5,115537.5,131090.5,200182.5,258734.5,258734.5,258734.5,1455.5,2553.5,6471.5,11891.5,14809.5,13313.5,1690.5,1641.5,1793.5,5246.5,56487.5,91994.5,1544.5,6759.5,50742.5,117569.5,114424.5,106394.5,2186.5,20040.5,49981.5,164812.5,258734.5,258734.5,,,1435.5,1417.5,,,1708.5,1692.5,28814.5,31410.5
560,2242.5,258725.5,258725.5,258725.5,258725.5,258725.5,1606.5,164085.5,242005.5,165694.5,122566.5,97260.5,1572.5,1498.5,1504.5,5441.5,80985.5,135800.5,1579.5,22283.5,31940.5,36749.5,32648.5,24662.5,1515.5,5120.5,15059.5,28797.5,39871.5,44858.5,1739.5,128891.5,130758.5,133241.5,143143.5,131624.5,2865.5,59327.5,110472.5,153560.5,193015.5,221505.5,1330.5,20902.5,91215.5,83609.5,79637.5,55216.5,116841.5,132729.5,202304.5,258725.5,258725.5,258725.5,1470.5,2574.5,6479.5,11925.5,14813.5,13265.5,1732.5,1662.5,1842.5,5269.5,56436.5,91847.5,1565.5,6778.5,50806.5,117675.5,114613.5,106815.5,2228.5,20055.5,49861.5,164634.5,258725.5,258725.5,,,1450.5,1435.5,,,1721.5,1722.5,28971.5,31772.5
