time,pBAD/Ara_0,pBAD/Ara_1,pBAD/Ara_2,pBAD/Ara_3,pBAD/Ara_4,pBAD/Ara_5,pBAD/Ara_6,pBAD/Ara_7,pBAD/Ara_8,pBAD/Ara_9,pBAD/Ara_10,pBAD/Ara_11,pCin/OHC14_0,pCin/OHC14_1,pCin/OHC14_2,pCin/OHC14_3,pCin/OHC14_4,pCin/OHC14_5,pCin/OHC14_6,pCin/OHC14_7,pCin/OHC14_8,pCin/OHC14_9,pCin/OHC14_10,pCin/OHC14_11,pCymRC/Cuma_0,pCymRC/Cuma_1,pCymRC/Cuma_2,pCymRC/Cuma_3,pCymRC/Cuma_4,pCymRC/Cuma_5,pCymRC/Cuma_6,pCymRC/Cuma_7,pCymRC/Cuma_8,pCymRC/Cuma_9,pCymRC/Cuma_10,pCymRC/Cuma_11,pLuxB/AHL_0,pLuxB/AHL_1,pLuxB/AHL_2,pLuxB/AHL_3,pLuxB/AHL_4,pLuxB/AHL_5,pLuxB/AHL_6,pLuxB/AHL_7,pLuxB/AHL_8,pLuxB/AHL_9,pLuxB/AHL_10,pLuxB/AHL_11,pPhlF/DAPG_0,pPhlF/DAPG_1,pPhlF/DAPG_2,pPhlF/DAPG_3,pPhlF/DAPG_4,pPhlF/DAPG_5,pPhlF/DAPG_6,pPhlF/DAPG_7,pPhlF/DAPG_8,pPhlF/DAPG_9,pPhlF/DAPG_10,pPhlF/DAPG_11,pSalTTC/Sal_0,pSalTTC/Sal_1,pSalTTC/Sal_2,pSalTTC/Sal_3,pSalTTC/Sal_4,pSalTTC/Sal_5,pSalTTC/Sal_6,pSalTTC/Sal_7,pSalTTC/Sal_8,pSalTTC/Sal_9,pSalTTC/Sal_10,pSalTTC/Sal_11,pRhaB/Rha_0,pRhaB/Rha_1,pRhaB/Rha_2,pRhaB/Rha_3,pRhaB/Rha_4,pRhaB/Rha_5,pRhaB/Rha_6,pRhaB/Rha_7,pRhaB/Rha_8,pRhaB/Rha_9,pRhaB/Rha_10,pRhaB/Rha_11,Blank_Kan_0,Blank_Kan_0,negative-control-kan_0,negative-control-kan_0,Blank_Amp_0,Blank_Amp_0,negative-control-amp_0,negative-control-amp_0,positive-control-amp_0,positive-control-amp_0
200,264.5,131.5,72.5,311.5,521.5,12183.5,234.5,2348.5,7542.5,6630.5,5567.5,8628.5,107.5,649.5,2854.5,2469.5,4458.5,6925.5,3902.5,5053.5,4362.5,4616.5,2175.5,293.5,95.5,72.5,91.5,301.5,1381.5,3501.5,3240.5,3967.5,3671.5,3354.5,1675.5,66.5,364.5,206.5,179.5,285.5,633.5,2864.5,7096.5,8741.5,8205.5,11196.5,10038.5,10362.5,5571.5,5393.5,4290.5,4483.5,4605.5,4240.5,5334.5,4499.5,3950.5,5108.5,4419.5,4329.5,93.5,9832.5,7374.5,8770.5,7539.5,6661.5,7138.5,4719.5,2565.5,706.5,-74.5,-150.5,87.5,5093.5,6237.5,8698.5,7999.5,8308.5,10772.5,10070.5,7592.5,10272.5,9058.5,9683.5,,,126.5,99.5,,,204.5,144.5,2916.5,1221.5
220,343.5,571.5,148.5,1800.5,819.5,20920.5,1132.5,6938.5,14366.5,12514.5,10841.5,14125.5,136.5,1042.5,5001.5,4220.5,7398.5,9725.5,6866.5,8586.5,8028.5,8310.5,4336.5,455.5,133.5,98.5,144.5,515.5,2254.5,5351.5,4901.5,5803.5,5348.5,4811.5,2296.5,57.5,517.5,333.5,320.5,452.5,971.5,4151.5,10955.5,13267.5,12719.5,16456.5,15133.5,15675.5,6525.5,6253.5,4921.5,5150.5,5313.5,4819.5,6109.5,5099.5,4457.5,5870.5,4993.5,4853.5,123.5,15555.5,11965.5,13861.5,11737.5,10347.5,10620.5,6635.5,3489.5,942.5,-77.5,-152.5,130.5,5319.5,7419.5,10915.5,12852.5,13998.5,17292.5,16133.5,12316.5,16000.5,13984.5,14557.5,,,152.5,119.5,,,256.5,187.5,4028.5,1722.5
240,415.5,1504.5,271.5,5283.5,980.5,28679.5,2798.5,13612.5,22853.5,19738.5,17102.5,20815.5,186.5,1347.5,6774.5,5688.5,10020.5,12614.5,9283.5,11762.5,11259.5,11859.5,7776.5,727.5,174.5,141.5,223.5,875.5,3539.5,7929.5,7139.5,8257.5,7532.5,6631.5,3046.5,63.5,635.5,455.5,421.5,582.5,1193.5,4957.5,14427.5,18796.5,18672.5,23830.5,21890.5,22478.5,7707.5,7262.5,5705.5,5902.5,6104.5,5489.5,7010.5,5885.5,5144.5,6720.5,5713.5,5467.5,178.5,21909.5,18097.5,20438.5,17872.5,15274.5,14670.5,9274.5,4547.5,1235.5,-66.5,-155.5,194.5,5402.5,7559.5,11371.5,16372.5,20475.5,25002.5,23590.5,18663.5,23374.5,20491.5,20846.5,,,198.5,167.5,,,292.0,239.0,5267.0,2466.0
260,481.0,2835.0,390.0,10010.0,1136.0,34054.0,4831.0,21903.0,32244.0,28075.0,24414.0,28273.0,237.0,1546.0,8567.0,7002.0,12792.0,15958.0,12007.0,15314.0,14764.0,15512.0,10953.0,1262.0,220.0,185.0,329.0,1278.0,4439.0,9570.0,9869.0,11580.0,10269.0,8934.0,3906.0,69.0,738.0,562.0,528.0,690.0,1364.0,5526.0,16966.0,24268.0,25501.0,31623.0,30342.0,31230.0,9134.0,8524.0,6616.0,6810.0,7084.0,6293.0,8216.0,6756.0,5870.0,7821.0,6490.0,6171.0,237.0,27117.0,25251.0,28048.0,24705.0,21815.0,20368.0,12226.0,5670.0,1578.0,-56.0,-157.0,269.0,5396.0,7592.0,11570.0,17376.0,25283.0,33709.0,32034.0,26217.0,31506.0,28148.0,28416.0,,,232.0,205.0,,,332.0,290.0,6159.0,3433.0
280,538.0,3737.0,495.0,14699.0,1304.0,40122.0,5879.0,31297.0,42804.0,37471.0,32998.0,37366.0,265.0,1688.0,10434.0,8282.0,16260.0,19204.0,15298.0,19761.0,18901.0,20012.0,14012.0,2160.0,250.0,228.0,391.0,1495.0,4816.0,10329.0,11161.0,14432.0,13769.0,11613.0,4763.0,65.0,841.0,627.0,624.0,775.0,1501.0,5994.0,19059.0,29796.0,32451.0,40102.0,38802.0,40289.0,11097.0,10275.0,7919.0,8112.0,8441.0,7361.0,9749.0,7993.0,6853.0,9187.0,7536.0,7075.0,275.0,31238.0,32265.0,36310.0,32952.0,28911.0,27221.0,15550.0,6970.0,1934.0,-53.0,-156.0,345.0,5371.0,7561.0,11457.0,17932.0,27371.0,40077.0,41676.0,34615.0,40513.0,36246.0,36785.0,,,260.0,222.0,,,368.5,331.5,6953.5,4696.5
300,598.5,4494.5,599.5,17932.5,1398.5,44701.5,7022.5,41161.5,54286.5,47695.5,42023.5,46951.5,301.5,1788.5,12072.5,9277.5,19307.5,21165.5,18579.5,24374.5,23749.5,25720.5,17671.5,3387.5,292.5,268.5,458.5,1647.5,5143.5,10773.5,11826.5,15461.5,16864.5,15046.5,5788.5,68.5,944.5,714.5,699.5,855.5,1628.5,6301.5,20807.5,34501.5,40491.5,49310.5,48625.5,50586.5,13310.5,12285.5,9408.5,9631.5,9944.5,8649.5,11447.5,9439.5,8082.5,10736.5,8779.5,8201.5,336.5,33967.5,38540.5,43044.5,42063.5,37219.5,34191.5,19605.5,8585.5,2371.5,-44.5,-153.5,411.5,5428.5,7487.5,11324.5,17929.5,28595.5,44381.5,52446.5,43963.5,50853.5,45575.5,45617.5,,,287.5,261.5,,,405.5,371.5,7519.5,5825.5
320,647.0,5250.0,717.0,21122.0,1492.0,48564.0,7940.0,52847.0,67450.0,58713.0,51828.0,56813.0,358.0,1853.0,12865.0,9757.0,21442.0,22318.0,20834.0,27852.0,28102.0,30545.0,21445.0,4765.0,333.0,311.0,519.0,1771.0,5416.0,11169.0,12264.0,16168.0,18244.0,17548.0,7044.0,81.0,1018.0,786.0,769.0,932.0,1726.0,6650.0,22012.0,38585.0,47416.0,57814.0,58753.0,62363.0,15712.0,14357.0,11140.0,11212.0,11631.0,10066.0,13183.0,10986.0,9472.0,12410.0,10103.0,9413.0,391.0,36035.0,43416.0,48962.0,49525.0,47334.0,42277.0,24926.0,10509.0,2830.0,-27.0,-160.0,486.0,5506.0,7533.0,11247.0,17805.0,28989.0,46668.0,64751.0,54726.0,62245.0,56032.0,55556.0,,,328.0,296.0,,,445.5,409.5,8436.5,6610.5
340,688.0,5866.0,812.0,23311.0,1568.0,51538.0,8811.0,63999.0,79811.0,70062.0,62109.0,67596.0,393.0,1899.0,13201.0,9898.0,22655.0,23009.0,22155.0,30344.0,31271.0,34482.0,24864.0,6092.0,374.0,355.0,574.0,1896.0,5656.0,11519.0,12749.0,16686.0,19074.0,18882.0,8626.0,85.0,1089.0,850.0,824.0,996.0,1794.0,6757.0,23017.0,42224.0,54781.0,66175.0,68722.0,73608.0,18023.0,16094.0,12660.0,12613.0,13133.0,11369.0,14724.0,12371.0,10810.0,13805.0,11357.0,10532.0,431.0,36970.0,46993.0,53399.0,55979.0,56139.0,52749.0,31037.0,12596.0,3334.0,-8.0,-162.0,553.0,5560.0,7609.0,11372.0,17697.0,29328.0,48198.0,75257.0,67238.0,75648.0,67636.0,66397.0,,,363.0,329.0,,,476.5,442.5,9421.5,7287.5
360,733.5,6366.5,876.5,25223.5,1609.5,54532.5,9347.5,74609.5,91881.5,82223.5,72633.5,78635.5,436.5,1948.5,13357.5,9952.5,23319.5,23416.5,22888.5,32007.5,33525.5,37428.5,27675.5,7294.5,421.5,386.5,622.5,2015.5,5850.5,11842.5,13077.5,17101.5,19724.5,19491.5,10289.5,80.5,1145.5,902.5,868.5,1050.5,1852.5,6859.5,23579.5,44805.5,60796.5,73316.5,77635.5,83027.5,19947.5,17594.5,13888.5,13701.5,14323.5,12393.5,15991.5,13541.5,11950.5,15078.5,12428.5,11564.5,479.5,37547.5,49937.5,57008.5,60490.5,63370.5,63412.5,38077.5,14897.5,3847.5,10.5,-164.5,623.5,5582.5,7645.5,11420.5,17860.5,29286.5,49085.5,80840.5,80128.5,89372.5,80720.5,78793.5,,,395.5,364.5,,,506.5,476.5,10693.5,8121.5
380,766.5,6717.5,939.5,26706.5,1648.5,56062.5,9772.5,84919.5,104773.5,95027.5,83585.5,89905.5,461.5,1983.5,13488.5,10045.5,23630.5,23497.5,23284.5,32922.5,35188.5,39400.5,29594.5,8459.5,453.5,425.5,669.5,2109.5,6022.5,12050.5,13358.5,17591.5,20155.5,20152.5,12226.5,90.5,1185.5,939.5,929.5,1083.5,1904.5,6945.5,24002.5,46324.5,65087.5,79293.5,84732.5,92233.5,21539.5,18784.5,14834.5,14663.5,15356.5,13314.5,16955.5,14409.5,12897.5,16080.5,13360.5,12302.5,520.5,37663.5,50873.5,59304.5,64267.5,68142.5,71749.5,45455.5,17229.5,4349.5,29.5,-158.5,673.5,5624.5,7721.5,11465.5,17984.5,29467.5,49575.5,84537.5,92385.5,100324.5,93982.5,92445.5,,,426.5,394.5,,,536.5,507.5,12049.5,8830.5
400,809.0,6950.0,998.0,27813.0,1696.0,59439.0,10030.0,93768.0,116430.0,107203.0,94812.0,101323.0,504.0,2032.0,13524.0,10046.0,23739.0,23506.0,23465.0,33309.0,36340.0,40532.0,31212.0,9939.0,487.0,467.0,710.0,2187.0,6166.0,12201.0,13630.0,17816.0,20519.0,20723.0,14153.0,92.0,1228.0,987.0,964.0,1120.0,1947.0,7010.0,24196.0,47705.0,69057.0,84642.0,91561.0,99816.0,23015.0,19914.0,15829.0,15540.0,16263.0,14149.0,18017.0,15301.0,13635.0,16965.0,14132.0,13001.0,569.0,37842.0,52075.0,61884.0,68094.0,72423.0,79671.0,53325.0,19673.0,4825.0,53.0,-159.0,742.0,5706.0,7756.0,11522.0,18129.0,29837.0,50614.0,89194.0,103118.0,110099.0,106061.0,105981.0,,,454.0,419.0,,,551.0,541.0,13807.0,9453.0
420,840.0,7111.0,1038.0,28591.0,1736.0,61289.0,10267.0,101482.0,125264.0,119661.0,106449.0,113310.0,532.0,2052.0,13492.0,10068.0,23863.0,23579.0,23462.0,33690.0,36910.0,41272.0,32031.0,11672.0,511.0,499.0,741.0,2265.0,6226.0,12340.0,13662.0,18053.0,20966.0,21083.0,16287.0,97.0,1266.0,1016.0,996.0,1157.0,1978.0,7011.0,24216.0,48214.0,72175.0,89331.0,97635.0,106321.0,24180.0,20740.0,16656.0,16230.0,17003.0,14724.0,18664.0,15935.0,14320.0,17702.0,14667.0,13554.0,598.0,37469.0,52809.0,63242.0,70784.0,76060.0,84154.0,62241.0,22589.0,5335.0,74.0,-155.0,793.0,5717.0,7761.0,11634.0,18123.0,29881.0,50228.0,88868.0,110741.0,115746.0,115588.0,117938.0,,,465.0,440.0,,,585.5,558.5,14932.5,10099.5
440,865.5,7262.5,1080.5,29037.5,1746.5,64056.5,10392.5,107832.5,134290.5,132968.5,119297.5,125244.5,570.5,2076.5,13500.5,10091.5,23812.5,23558.5,23567.5,33591.5,37137.5,41657.5,32915.5,13167.5,549.5,527.5,770.5,2290.5,6345.5,12318.5,13775.5,18095.5,21183.5,21477.5,18536.5,100.5,1307.5,1048.5,1038.5,1187.5,2004.5,7031.5,24321.5,48842.5,74598.5,92812.5,102924.5,112651.5,25137.5,21554.5,17285.5,16938.5,17708.5,15343.5,19211.5,16630.5,14908.5,18369.5,15365.5,14146.5,633.5,37652.5,52782.5,64580.5,73352.5,79914.5,88899.5,72746.5,26234.5,5901.5,112.5,-155.5,825.5,5766.5,7830.5,11616.5,18263.5,30129.5,51080.5,91718.5,117960.5,123725.5,125160.5,127902.5,,,499.5,466.5,,,613.0,583.0,15935.0,10520.0
460,900.5,7337.5,1110.5,29676.5,1785.5,66054.5,10502.5,112958.5,141683.5,144219.5,129538.5,135774.5,599.5,2127.5,13539.5,10099.5,23843.5,23631.5,23557.5,33848.5,37543.5,42063.5,33104.5,14381.5,581.5,553.5,802.5,2345.5,6399.5,12414.5,13928.5,18267.5,21480.5,21743.5,20303.5,100.5,1359.5,1085.5,1068.5,1216.5,2060.5,7077.5,24231.5,49009.5,76175.5,95223.5,107154.5,118177.5,26074.5,22283.5,17941.5,17443.5,18292.5,15844.5,19907.5,17157.5,15501.5,18914.5,15807.5,14618.5,661.5,37544.5,52837.5,65505.5,75353.5,82625.5,92964.5,84551.5,30191.5,6546.5,155.5,-158.5,874.5,5748.5,7836.5,11636.5,18133.5,30046.5,51693.5,94152.5,124216.5,129487.5,132672.5,136435.5,,,526.5,493.5,,,640.0,609.0,17250.0,10946.0
480,921.0,7473.0,1143.0,29979.0,1810.0,68505.0,10561.0,118363.0,148612.0,154737.0,140639.0,147274.0,628.0,2137.0,13620.0,10175.0,23775.0,23574.0,23564.0,33719.0,37850.0,42107.0,33603.0,15355.0,598.0,572.0,831.0,2383.0,6397.0,12493.0,13955.0,18369.0,21617.0,21867.0,21340.0,96.0,1366.0,1119.0,1097.0,1233.0,2058.0,7076.0,24354.0,48970.0,77236.0,96840.0,110960.0,122793.0,26708.0,22649.0,18301.0,17895.0,18805.0,16255.0,20211.0,17549.0,15969.0,19401.0,16204.0,14952.0,692.0,37525.0,52636.0,65523.0,76534.0,85047.0,95740.0,95212.0,35055.0,7256.0,198.0,-159.0,902.0,5823.0,7870.0,11599.0,18134.0,30116.0,51517.0,94273.0,128552.0,136031.0,139281.0,144344.0,,,543.0,510.0,,,647.0,631.0,18332.0,11349.0
500,956.0,7610.0,1171.0,30508.0,1810.0,70514.0,10788.0,122765.0,155180.0,164895.0,152657.0,159040.0,646.0,2152.0,13625.0,10119.0,23931.0,23385.0,23667.0,33757.0,37721.0,42351.0,33695.0,16140.0,627.0,605.0,848.0,2397.0,6421.0,12535.0,14077.0,18479.0,21667.0,22161.0,21938.0,100.0,1404.0,1129.0,1111.0,1260.0,2070.0,7114.0,24434.0,49123.0,77805.0,98883.0,113344.0,125888.0,27440.0,23246.0,18805.0,18433.0,19220.0,16690.0,20747.0,17955.0,16367.0,19724.0,16622.0,15393.0,719.0,37714.0,52827.0,66180.0,77543.0,87221.0,99052.0,104506.0,40430.0,8065.0,274.0,-165.0,943.0,5823.0,7949.0,11687.0,18221.0,30079.0,51402.0,93796.0,131220.0,142255.0,145193.0,150687.0,,,556.0,529.0,,,664.0,644.0,19057.0,11678.0
520,972.5,7688.5,1195.5,30833.5,1842.5,72247.5,10869.5,126799.5,161594.5,174418.5,164871.5,170759.5,661.5,2163.5,13631.5,10157.5,23783.5,23521.5,23680.5,33620.5,38153.5,42594.5,33937.5,16688.5,628.5,618.5,863.5,2415.5,6447.5,12597.5,14143.5,18558.5,21830.5,22347.5,22368.5,105.5,1422.5,1153.5,1132.5,1278.5,2098.5,7100.5,24422.5,49475.5,78368.5,99968.5,115370.5,128952.5,28115.5,23860.5,19422.5,18814.5,19607.5,16966.5,20930.5,18245.5,16739.5,20105.5,16980.5,15651.5,730.5,37814.5,52757.5,66605.5,79108.5,89259.5,101508.5,110450.5,46501.5,8968.5,352.5,-162.5,964.5,5816.5,7943.5,11714.5,18361.5,30124.5,51244.5,93845.5,132917.5,147706.5,151348.5,158062.5,,,574.5,551.5,,,701.5,664.5,19538.5,12040.5
