time,pBAD/Ara_0,pBAD/Ara_1,pBAD/Ara_2,pBAD/Ara_3,pBAD/Ara_4,pBAD/Ara_5,pBAD/Ara_6,pBAD/Ara_7,pBAD/Ara_8,pBAD/Ara_9,pBAD/Ara_10,pBAD/Ara_11,pCin/OHC14_0,pCin/OHC14_1,pCin/OHC14_2,pCin/OHC14_3,pCin/OHC14_4,pCin/OHC14_5,pCin/OHC14_6,pCin/OHC14_7,pCin/OHC14_8,pCin/OHC14_9,pCin/OHC14_10,pCin/OHC14_11,pCymRC/Cuma_0,pCymRC/Cuma_1,pCymRC/Cuma_2,pCymRC/Cuma_3,pCymRC/Cuma_4,pCymRC/Cuma_5,pCymRC/Cuma_6,pCymRC/Cuma_7,pCymRC/Cuma_8,pCymRC/Cuma_9,pCymRC/Cuma_10,pCymRC/Cuma_11,pLuxB/AHL_0,pLuxB/AHL_1,pLuxB/AHL_2,pLuxB/AHL_3,pLuxB/AHL_4,pLuxB/AHL_5,pLuxB/AHL_6,pLuxB/AHL_7,pLuxB/AHL_8,pLuxB/AHL_9,pLuxB/AHL_10,pLuxB/AHL_11,pPhlF/DAPG_0,pPhlF/DAPG_1,pPhlF/DAPG_2,pPhlF/DAPG_3,pPhlF/DAPG_4,pPhlF/DAPG_5,pPhlF/DAPG_6,pPhlF/DAPG_7,pPhlF/DAPG_8,pPhlF/DAPG_9,pPhlF/DAPG_10,pPhlF/DAPG_11,pSalTTC/Sal_0,pSalTTC/Sal_1,pSalTTC/Sal_2,pSalTTC/Sal_3,pSalTTC/Sal_4,pSalTTC/Sal_5,pSalTTC/Sal_6,pSalTTC/Sal_7,pSalTTC/Sal_8,pSalTTC/Sal_9,pSalTTC/Sal_10,pSalTTC/Sal_11,pRhaB/Rha_0,pRhaB/Rha_1,pRhaB/Rha_2,pRhaB/Rha_3,pRhaB/Rha_4,pRhaB/Rha_5,pRhaB/Rha_6,pRhaB/Rha_7,pRhaB/Rha_8,pRhaB/Rha_9,pRhaB/Rha_10,pRhaB/Rha_11,Blank_Kan_0,Blank_Kan_0,negative-control-kan_0,negative-control-kan_0,Blank_Amp_0,Blank_Amp_0,negative-control-amp_0,negative-control-amp_0,positive-control-amp_0,positive-control-amp_0
200,1054.0,511.0,224.0,1366.0,2107.0,50076.0,1006.0,10296.0,31578.0,27687.0,23446.0,35690.0,420.0,2636.0,11704.0,10153.0,18248.0,27969.0,16165.0,20766.0,18182.0,19166.0,9054.0,1187.0,382.0,255.0,361.0,1211.0,5605.0,14204.0,13136.0,16139.0,14943.0,13681.0,6817.0,253.0,1450.0,803.0,735.0,1158.0,2626.0,11664.0,28966.0,35806.0,33858.0,46025.0,41212.0,42907.0,22348.0,21658.0,17268.0,17915.0,18458.0,17086.0,21329.0,18082.0,15760.0,20565.0,17804.0,17364.0,352.0,40166.0,30517.0,36117.0,31119.0,27397.0,29399.0,19257.0,10462.0,2819.0,-326.0,-621.0,369.0,20161.0,25393.0,35579.0,33136.0,34548.0,44535.0,41742.0,31476.0,42666.0,37533.0,39820.0,,,489.0,370.0,,,851.5,590.5,11872.5,4996.5
220,1332.0,2419.0,606.0,7806.0,3312.0,85228.0,4759.0,29352.0,59062.0,51467.0,44526.0,57833.0,566.0,4240.0,20156.0,17059.0,30006.0,39401.0,27887.0,34907.0,32630.0,33834.0,17963.0,1837.0,539.0,376.0,586.0,2121.0,9152.0,21660.0,19941.0,23413.0,21643.0,19484.0,9340.0,224.0,2074.0,1370.0,1284.0,1856.0,3910.0,16635.0,43929.0,53897.0,51774.0,67064.0,61512.0,63766.0,26313.0,25115.0,19758.0,20609.0,21339.0,19284.0,24388.0,20544.0,17928.0,23423.0,20155.0,19440.0,521.0,63018.0,48757.0,56420.0,47970.0,42565.0,43458.0,27182.0,14242.0,3847.0,-277.0,-638.0,542.0,21284.0,29512.0,43776.0,52554.0,57482.0,71236.0,66154.0,50888.0,66340.0,57569.0,59956.0,,,629.0,532.0,,,1041.5,770.5,16139.5,7009.5
240,1636.0,6183.0,1087.0,21764.0,3920.0,114812.0,11495.0,56072.0,92109.0,80506.0,69491.0,84186.0,743.0,5383.0,27381.0,22992.0,40609.0,51028.0,37555.0,47663.0,45586.0,47791.0,31257.0,2988.0,720.0,580.0,907.0,3573.0,14342.0,31885.0,29027.0,33353.0,30274.0,26811.0,12343.0,241.0,2564.0,1840.0,1780.0,2367.0,4793.0,19905.0,57859.0,75806.0,75642.0,95558.0,88824.0,91427.0,30631.0,28836.0,22717.0,23511.0,24256.0,21768.0,27896.0,23338.0,20396.0,26877.0,22711.0,21883.0,723.0,87967.0,73099.0,82283.0,72158.0,61984.0,59911.0,37775.0,18481.0,5019.0,-253.0,-630.0,803.0,21644.0,30317.0,45287.0,65188.0,82588.0,101833.0,96338.0,76261.0,95163.0,83487.0,84743.0,,,804.0,716.0,,,1180.0,1008.0,21214.0,9947.0
260,1947.5,11646.5,1625.5,41050.5,4593.5,135593.5,19548.5,88389.5,129303.5,113509.5,98913.5,114675.5,960.5,6139.5,34378.5,28249.5,51689.5,64450.5,48599.5,62113.5,59544.5,63164.5,43985.5,5234.5,905.5,770.5,1348.5,5209.5,17762.5,38288.5,39605.5,46872.5,41430.5,35924.5,15809.5,278.5,2934.5,2233.5,2147.5,2795.5,5491.5,22125.5,68065.5,97974.5,102332.5,126891.5,120843.5,125214.5,36512.5,34314.5,26553.5,27304.5,28326.5,25056.5,32889.5,27104.5,23401.5,31226.5,26058.5,24692.5,952.5,107714.5,101645.5,113247.5,99265.5,87899.5,82719.5,49597.5,22986.5,6394.5,-238.5,-615.5,1127.5,21570.5,30384.5,45987.5,69561.5,100396.5,134303.5,129389.5,106673.5,127062.5,114200.5,115104.5,,,952.5,841.5,,,1326.0,1149.0,24830.0,13847.0
280,2140.0,15051.0,1980.0,59819.0,5204.0,159080.0,23702.0,124446.0,169448.0,150150.0,132245.0,149375.0,1105.0,6772.0,41774.0,33082.0,65044.0,76413.0,61749.0,79472.0,76448.0,81102.0,56292.0,8849.0,1029.0,949.0,1622.0,5940.0,19276.0,41357.0,44640.0,57708.0,55577.0,47135.0,19164.0,278.0,3389.0,2564.0,2511.0,3153.0,6047.0,23905.0,76742.0,119342.0,130069.0,159529.0,154431.0,161117.0,44404.0,41400.0,31535.0,32551.0,33805.0,29638.0,39013.0,32071.0,27345.0,36859.0,30158.0,28469.0,1162.0,124276.0,130052.0,145012.0,132703.0,115609.0,108532.0,62774.0,28301.0,7908.0,-212.0,-624.0,1420.0,21439.0,30107.0,45649.0,71573.0,108887.0,159256.0,166471.0,139789.0,162809.0,146811.0,147804.0,,,1082.0,956.0,,,1476.5,1319.5,27835.5,18968.5
300,2387.0,18056.0,2453.0,71675.0,5676.0,176813.0,28002.0,163961.0,214150.0,188499.0,167774.0,186691.0,1232.0,7170.0,48006.0,37027.0,77265.0,84614.0,74126.0,97330.0,95729.0,102826.0,70635.0,13754.0,1174.0,1087.0,1871.0,6565.0,20510.0,42841.0,46807.0,61561.0,67388.0,60234.0,23405.0,280.0,3766.0,2872.0,2790.0,3439.0,6506.0,25339.0,82429.0,137270.0,161151.0,195477.0,193123.0,200561.0,53218.0,49083.0,37740.0,38518.0,39800.0,34734.0,45688.0,37475.0,32273.0,43049.0,35041.0,32552.0,1361.0,134976.0,152779.0,171040.0,167993.0,148753.0,136346.0,79193.0,34775.0,9567.0,-174.0,-610.0,1668.0,21566.0,29768.0,45068.0,71322.0,113534.0,175818.0,207001.0,175951.0,202005.0,182894.0,182703.0,,,1195.0,1069.0,,,1632.5,1463.5,30109.5,23394.5
320,2568.5,20970.5,2883.5,84223.5,5898.5,191084.5,31819.5,210092.5,257340.5,229466.5,204562.5,225200.5,1416.5,7400.5,51212.5,38653.5,84950.5,89214.5,82675.5,110808.5,111662.5,121646.5,85344.5,19161.5,1346.5,1253.5,2085.5,7129.5,21684.5,44577.5,48891.5,64123.5,72950.5,70322.5,28392.5,317.5,4098.5,3171.5,3084.5,3736.5,6881.5,26257.5,87417.5,153496.5,188543.5,228814.5,233554.5,244691.5,62679.5,57246.5,44264.5,44437.5,46498.5,40208.5,52599.5,43870.5,37812.5,49594.5,40294.5,37603.5,1523.5,142338.5,172413.5,193876.5,196652.5,188846.5,168365.5,100614.5,42344.5,11486.5,-77.5,-622.5,1910.5,21819.5,30155.5,44785.5,70962.5,115375.5,184667.5,254323.5,216704.5,245616.5,223161.5,221072.5,,,1329.5,1208.5,,,1763.5,1627.5,33666.5,26356.5
340,2719.5,23575.5,3201.5,93022.5,6254.5,203682.5,35254.5,252151.5,257314.5,257314.5,243823.5,257314.5,1567.5,7591.5,52595.5,39391.5,89846.5,91512.5,88132.5,120514.5,124352.5,137351.5,99186.5,24210.5,1496.5,1401.5,2239.5,7588.5,22601.5,46095.5,50584.5,66454.5,75516.5,74875.5,34644.5,312.5,4297.5,3345.5,3318.5,3948.5,7200.5,27102.5,91498.5,167328.5,216256.5,257244.5,257314.5,257314.5,71498.5,64089.5,50432.5,50142.5,52203.5,45291.5,58588.5,49157.5,43122.5,55147.5,45395.5,42127.5,1727.5,146372.5,186075.5,210650.5,220085.5,222212.5,209042.5,124965.5,50913.5,13417.5,-57.5,-626.5,2194.5,22040.5,30368.5,45403.5,70543.5,116518.5,189895.5,257314.5,257314.5,257314.5,257314.5,257314.5,,,1409.5,1319.5,,,1871.5,1752.5,37546.5,29202.5
360,2880.5,25327.5,3512.5,100226.5,6427.5,214020.5,37328.5,257311.5,257311.5,257311.5,257311.5,257311.5,1717.5,7729.5,53328.5,39923.5,92384.5,92762.5,91232.5,126464.5,133461.5,148288.5,110524.5,28892.5,1633.5,1567.5,2459.5,8069.5,23438.5,47294.5,52109.5,68252.5,78006.5,77713.5,41453.5,316.5,4525.5,3595.5,3508.5,4202.5,7404.5,27380.5,94072.5,175973.5,238021.5,257311.5,257311.5,257311.5,79151.5,69770.5,55260.5,54795.5,57072.5,49556.5,63451.5,53687.5,47518.5,60266.5,49711.5,45837.5,1911.5,148715.5,196131.5,224988.5,238943.5,247695.5,249744.5,150447.5,60069.5,15533.5,17.5,-648.5,2472.5,22300.5,30363.5,45598.5,71391.5,116667.5,193608.5,257311.5,257311.5,257311.5,257311.5,257311.5,,,1563.5,1431.5,,,1998.0,1945.0,42713.0,32429.0
380,3033.5,26814.5,3762.5,106070.5,6563.5,220494.5,38934.5,257299.5,257299.5,257299.5,257299.5,257299.5,1860.5,7933.5,53593.5,40176.5,94012.5,93459.5,92462.5,130644.5,139785.5,155676.5,118037.5,33831.5,1808.5,1712.5,2691.5,8392.5,24063.5,47937.5,53230.5,69681.5,80275.5,79876.5,48618.5,301.5,4720.5,3776.5,3675.5,4362.5,7593.5,27632.5,95213.5,182511.5,255495.5,257299.5,257299.5,257299.5,85744.5,74742.5,59376.5,58487.5,61303.5,52954.5,67605.5,57592.5,51090.5,64171.5,53115.5,49196.5,2091.5,149028.5,199617.5,233545.5,252220.5,257299.5,257299.5,180269.5,69034.5,17417.5,87.5,-635.5,2721.5,22559.5,30637.5,45691.5,71299.5,117006.5,195024.5,257299.5,257299.5,257299.5,257299.5,257299.5,,,1700.5,1546.5,,,2124.5,2054.5,48355.5,35498.5
400,3158.0,27765.0,3935.0,110665.0,6749.0,232940.0,40042.0,257295.0,257295.0,257295.0,257295.0,257295.0,2024.0,8088.0,53819.0,40342.0,94573.0,93291.0,93480.0,132326.0,143987.0,160473.0,123505.0,39478.0,1989.0,1859.0,2843.0,8731.0,24552.0,48674.0,54186.0,70992.0,81804.0,82204.0,56303.0,329.0,4911.0,3937.0,3895.0,4480.0,7819.0,27951.0,96460.0,188217.0,257295.0,257295.0,257295.0,257295.0,91538.0,79399.0,63183.0,61930.0,65162.0,56064.0,71217.0,61076.0,54562.0,67861.0,56206.0,51850.0,2238.0,149680.0,205501.0,243943.0,257295.0,257295.0,257295.0,211174.0,79311.0,19379.0,202.0,-623.0,2943.0,22661.0,31129.0,46054.0,71914.0,118012.0,199065.0,257295.0,257295.0,257295.0,257295.0,257295.0,,,1760.0,1648.0,,,2226.0,2130.0,54978.0,37815.0
420,3282.5,28384.5,4130.5,113776.5,6882.5,240126.5,40725.5,257270.5,257270.5,257270.5,257270.5,257270.5,2099.5,8165.5,53944.5,40337.5,94729.5,94139.5,93696.5,133619.5,146696.5,163756.5,127907.5,46489.5,2030.5,1971.5,2944.5,8953.5,24976.5,49030.5,54614.5,71707.5,83480.5,83620.5,64609.5,358.5,5062.5,4058.5,3976.5,4603.5,7864.5,27960.5,96186.5,190929.5,257270.5,257270.5,257270.5,257270.5,96520.5,82904.5,66237.5,65007.5,68145.5,59037.5,74296.5,63815.5,57188.5,70658.5,59211.5,54383.5,2385.5,149651.5,208222.5,249597.5,257270.5,257270.5,257270.5,244530.5,90805.5,21342.5,296.5,-656.5,3154.5,22845.5,31126.5,46327.5,72259.5,119150.5,199010.5,257270.5,257270.5,257270.5,257270.5,257270.5,,,1904.5,1760.5,,,2308.5,2200.5,59952.5,40409.5
440,3446.0,28824.0,4309.0,115805.0,6988.0,248820.0,41499.0,257278.0,257278.0,257278.0,257278.0,257278.0,2257.0,8292.0,54068.0,40280.0,95293.0,93403.0,93877.0,134250.0,148264.0,165551.0,130273.0,52613.0,2177.0,2100.0,3107.0,9184.0,25218.0,49303.0,55234.0,72405.0,84457.0,85912.0,74157.0,394.0,5189.0,4197.0,4138.0,4768.0,8055.0,28118.0,96744.0,192618.0,257278.0,257278.0,257278.0,257278.0,100144.0,85884.0,69328.0,67646.0,70610.0,61271.0,76918.0,66136.0,59506.0,73525.0,61139.0,56633.0,2527.0,149771.0,208733.0,254506.0,257278.0,257278.0,257278.0,257278.0,105102.0,23775.0,470.0,-638.0,3321.0,22982.0,31333.0,46413.0,72570.0,119854.0,201989.0,257278.0,257278.0,257278.0,257278.0,257278.0,,,2006.0,1848.0,,,2418.0,2329.0,63787.0,42404.0
460,3567.5,29417.5,4403.5,117491.5,7083.5,256223.5,41759.5,257270.5,257270.5,257270.5,257270.5,257270.5,2382.5,8415.5,53914.5,40509.5,94625.5,93470.5,93450.5,133896.5,149185.5,166287.5,132439.5,57152.5,2299.5,2185.5,3190.5,9277.5,25411.5,49483.5,55456.5,72821.5,85361.5,86388.5,80882.5,391.5,5355.5,4310.5,4259.5,4908.5,8180.5,28292.5,96821.5,193294.5,257270.5,257270.5,257270.5,257270.5,103393.5,88916.5,71399.5,69994.5,73207.5,63400.5,79241.5,68319.5,62020.5,75417.5,63292.5,58404.5,2651.5,148926.5,209066.5,255525.5,257270.5,257270.5,257270.5,257270.5,121044.5,26254.5,626.5,-636.5,3463.5,23029.5,31335.5,46443.5,72638.5,119863.5,203176.5,257270.5,257270.5,257270.5,257270.5,257270.5,,,2099.5,1981.5,,,2568.5,2440.5,68770.5,43812.5
480,3651.5,29661.5,4541.5,119377.5,7129.5,257252.5,42061.5,257252.5,257252.5,257252.5,257252.5,257252.5,2495.5,8489.5,53896.5,40356.5,94752.5,92768.5,93471.5,133700.5,149671.5,167349.5,133449.5,60723.5,2390.5,2312.5,3299.5,9463.5,25558.5,49804.5,55477.5,73630.5,86134.5,87293.5,84917.5,383.5,5492.5,4434.5,4343.5,4925.5,8260.5,28221.5,96747.5,194026.5,257252.5,257252.5,257252.5,257252.5,105863.5,90832.5,73222.5,71779.5,75020.5,64963.5,81322.5,70205.5,63815.5,77333.5,64893.5,59889.5,2761.5,148333.5,208580.5,256785.5,257252.5,257252.5,257252.5,257252.5,140726.5,29142.5,849.5,-636.5,3647.5,22955.5,31410.5,46373.5,72715.5,119847.5,204219.5,257252.5,257252.5,257252.5,257252.5,257252.5,,,2173.5,2039.5,,,2613.0,2490.0,73464.0,45638.0
500,3777.5,30090.5,4610.5,120355.5,7172.5,257244.5,42517.5,257244.5,257244.5,257244.5,257244.5,257244.5,2568.5,8454.5,53989.5,40283.5,94432.5,92587.5,93648.5,133319.5,149540.5,167027.5,134149.5,63827.5,2471.5,2366.5,3372.5,9569.5,25514.5,49649.5,55982.5,73531.5,86471.5,88374.5,87193.5,407.5,5533.5,4494.5,4470.5,5046.5,8232.5,28239.5,96174.5,193771.5,257244.5,257244.5,257244.5,257244.5,109576.5,92738.5,75256.5,73185.5,76718.5,66961.5,82596.5,71638.5,65349.5,79224.5,66594.5,61255.5,2857.5,148421.5,207263.5,257104.5,257244.5,257244.5,257244.5,257244.5,160050.5,32266.5,1061.5,-637.5,3782.5,23111.5,31468.5,46533.5,72445.5,119395.5,203423.5,257244.5,257244.5,257244.5,257244.5,257244.5,,,2232.5,2122.5,,,2697.5,2589.5,76243.5,46779.5
