group,1,2,3,4,5,6,7,8,9,10,11,12
A,PBAD-PCin-E20.0_00,PBAD-PCin-E38.0_00,PBAD-PSalTTC-E20.0_00,PBAD-PSalTTC-E38.0_00,PCin-PSalTTC-E20.0_00,PCin-PSalTTC-E38.0_00,PCin-PBAD-E20.0_00,PCin-PBAD-E38.0_00,PSalTTC-PBAD-E20.0_00,PSalTTC-PBAD-E38.0_00,PSalTTC-PCin-E20.0_00,PSalTTC-PCin-E38.0_00
B,PBAD-PCin-E20.0_01,PBAD-PCin-E38.0_01,PBAD-PSalTTC-E20.0_01,PBAD-PSalTTC-E38.0_01,PCin-PSalTTC-E20.0_01,PCin-PSalTTC-E38.0_01,PCin-PBAD-E20.0_01,PCin-PBAD-E38.0_01,PSalTTC-PBAD-E20.0_01,PSalTTC-PBAD-E38.0_01,PSalTTC-PCin-E20.0_01,PSalTTC-PCin-E38.0_01
C,PBAD-PCin-E20.0_10,PBAD-PCin-E38.0_10,PBAD-PSalTTC-E20.0_10,PBAD-PSalTTC-E38.0_10,PCin-PSalTTC-E20.0_10,PCin-PSalTTC-E38.0_10,PCin-PBAD-E20.0_10,PCin-PBAD-E38.0_10,PSalTTC-PBAD-E20.0_10,PSalTTC-PBAD-E38.0_10,PSalTTC-PCin-E20.0_10,PSalTTC-PCin-E38.0_10
D,PBAD-PCin-E20.0_11,PBAD-PCin-E38.0_11,PBAD-PSalTTC-E20.0_11,PBAD-PSalTTC-E38.0_11,PCin-PSalTTC-E20.0_11,PCin-PSalTTC-E38.0_11,PCin-PBAD-E20.0_11,PCin-PBAD-E38.0_11,PSalTTC-PBAD-E20.0_11,PSalTTC-PBAD-E38.0_11,PSalTTC-PCin-E20.0_11,PSalTTC-PCin-E38.0_11
E,BC.0_0,BC.1_0,BK_0,PBAD-PSalTTC-E38.1_00,PCin-PSalTTC-E20.1_00,PCin-PSalTTC-E38.1_00,PCin-PBAD-E20.1_00,PCin-PBAD-E38.1_00,PSalTTC-PBAD-E20.1_00,PSalTTC-PBAD-E38.1_00,PSalTTC-PCin-E20.1_00,PSalTTC-PCin-E38.1_00
F,BC.0_1,BC.1_1,BK_1,PBAD-PSalTTC-E38.1_01,PCin-PSalTTC-E20.1_01,PCin-PSalTTC-E38.1_01,PCin-PBAD-E20.1_01,PCin-PBAD-E38.1_01,PSalTTC-PBAD-E20.1_01,PSalTTC-PBAD-E38.1_01,PSalTTC-PCin-E20.1_01,PSalTTC-PCin-E38.1_01
G,NC.0_0,NC.1_0,GFP_0,PBAD-PSalTTC-E38.1_10,PCin-PSalTTC-E20.1_10,PCin-PSalTTC-E38.1_10,PCin-PBAD-E20.1_10,PCin-PBAD-E38.1_10,PSalTTC-PBAD-E20.1_10,PSalTTC-PBAD-E38.1_10,PSalTTC-PCin-E20.1_10,PSalTTC-PCin-E38.1_10
H,NC.0_1,NC.1_1,GFP_1,PBAD-PSalTTC-E38.1_11,PCin-PSalTTC-E20.1_11,PCin-PSalTTC-E38.1_11,PCin-PBAD-E20.1_11,PCin-PBAD-E38.1_11,PSalTTC-PBAD-E20.1_11,PSalTTC-PBAD-E38.1_11,PSalTTC-PCin-E20.1_11,PSalTTC-PCin-E38.1_11
