group,1,2,3,4,5,6,7,8,9,10,11,12
A,E38-E20_000,E38-E20_010,E38-E20_020,E38-E20_030,E38-E20_001,E38-E20_011,E38-E20_021,E38-E20_031,E38-E20_002,E38-E20_012,E38-E20_022,E38-E20_032
B,E38-E20_100,E38-E20_110,E38-E20_120,E38-E20_130,E38-E20_101,E38-E20_111,E38-E20_121,E38-E20_131,E38-E20_102,E38-E20_112,E38-E20_122,E38-E20_132
C,E38-E20_200,E38-E20_210,E38-E20_220,E38-E20_230,E38-E20_201,E38-E20_211,E38-E20_221,E38-E20_231,E38-E20_202,E38-E20_212,E38-E20_222,E38-E20_232
D,E38-E20_300,E38-E20_310,E38-E20_320,E38-E20_330,E38-E20_301,E38-E20_311,E38-E20_321,E38-E20_331,E38-E20_302,E38-E20_312,E38-E20_322,E38-E20_332
E,E38-E20_003,E38-E20_013,E38-E20_023,E38-E20_033,E38-E20_004,E38-E20_014,E38-E20_024,E38-E20_034,BS_1,NS_1,NK_1,GFP_1
F,E38-E20_103,E38-E20_113,E38-E20_123,E38-E20_133,E38-E20_104,E38-E20_114,E38-E20_124,E38-E20_134,BS_2,NS_2,NK_2,GFP_2
G,E38-E20_203,E38-E20_213,E38-E20_223,E38-E20_233,E38-E20_204,E38-E20_214,E38-E20_224,E38-E20_234,BK_1,NS_3,NK_3,GFP_3
H,E38-E20_303,E38-E20_313,E38-E20_323,E38-E20_333,E38-E20_304,E38-E20_314,E38-E20_324,E38-E20_334,BK_2,NS_4,NK_4,GFP_4
