group,1,2,3,4,5,6,7,8,9,10,11,12
A,PBAD.1,PBAD.1,PBAD.1,PBAD.1,PBAD.1,PBAD.1,PBAD.1,PBAD.1,PBAD.1,PBAD.1,PBAD.1,PBAD.1
B,PCin.1,PCin.1,PCin.1,PCin.1,PCin.1,PCin.1,PCin.1,PCin.1,PCin.1,PCin.1,PCin.1,PCin.1
C,PSalTTC.1,PSalTTC.1,PSalTTC.1,PSalTTC.1,PSalTTC.1,PSalTTC.1,PSalTTC.1,PSalTTC.1,PSalTTC.1,PSalTTC.1,PSalTTC.1,PSalTTC.1
D,PLuxB.1,PLuxB.1,PLuxB.1,PLuxB.1,PLuxB.1,PLuxB.1,PLuxB.1,PLuxB.1,PLuxB.1,PLuxB.1,PLuxB.1,PLuxB.1
E,PBAD.2,PBAD.2,PBAD.2,PBAD.2,PBAD.2,PBAD.2,PBAD.2,PBAD.2,PBAD.2,PBAD.2,PBAD.2,PBAD.2
F,PCin.2,PCin.2,PCin.2,PCin.2,PCin.2,PCin.2,PCin.2,PCin.2,PCin.2,PCin.2,PCin.2,PCin.2
G,PSalTTC.2,PSalTTC.2,PSalTTC.2,PSalTTC.2,PSalTTC.2,PSalTTC.2,PSalTTC.2,PSalTTC.2,PSalTTC.2,PSalTTC.2,PSalTTC.2,PSalTTC.2
H,,,BS,BS,NS,NS,BK,BK,NK,NK,PK,PK
