time,pBAD-rJ/Ara_0,pBAD-rJ/Ara_1,pBAD-rJ/Ara_2,pBAD-rJ/Ara_3,pBAD-rJ/Ara_4,pBAD-rJ/Ara_5,pBAD-rJ/Ara_6,pBAD-rJ/Ara_7,pBAD-rJ/Ara_8,pBAD-rJ/Ara_9,pBAD-rJ/Ara_10,pBAD-rJ/Ara_11,araC-pBAD-rJ/Ara_0,araC-pBAD-rJ/Ara_1,araC-pBAD-rJ/Ara_2,araC-pBAD-rJ/Ara_3,araC-pBAD-rJ/Ara_4,araC-pBAD-rJ/Ara_5,araC-pBAD-rJ/Ara_6,araC-pBAD-rJ/Ara_7,araC-pBAD-rJ/Ara_8,araC-pBAD-rJ/Ara_9,araC-pBAD-rJ/Ara_10,araC-pBAD-rJ/Ara_11,cymRC-pCymRC-rJ/Cuma_0,cymRC-pCymRC-rJ/Cuma_1,cymRC-pCymRC-rJ/Cuma_2,cymRC-pCymRC-rJ/Cuma_3,cymRC-pCymRC-rJ/Cuma_4,cymRC-pCymRC-rJ/Cuma_5,cymRC-pCymRC-rJ/Cuma_6,cymRC-pCymRC-rJ/Cuma_7,cymRC-pCymRC-rJ/Cuma_8,cymRC-pCymRC-rJ/Cuma_9,cymRC-pCymRC-rJ/Cuma_10,cymRC-pCymRC-rJ/Cuma_11,pLux2-rJ/AHL_0,pLux2-rJ/AHL_1,pLux2-rJ/AHL_2,pLux2-rJ/AHL_3,pLux2-rJ/AHL_4,pLux2-rJ/AHL_5,pLux2-rJ/AHL_6,pLux2-rJ/AHL_7,pLux2-rJ/AHL_8,pLux2-rJ/AHL_9,pLux2-rJ/AHL_10,pLux2-rJ/AHL_11,pPhlF-rJ/DAPG_0,pPhlF-rJ/DAPG_1,pPhlF-rJ/DAPG_2,pPhlF-rJ/DAPG_3,pPhlF-rJ/DAPG_4,pPhlF-rJ/DAPG_5,pPhlF-rJ/DAPG_6,pPhlF-rJ/DAPG_7,pPhlF-rJ/DAPG_8,pPhlF-rJ/DAPG_9,pPhlF-rJ/DAPG_10,pPhlF-rJ/DAPG_11,rhaS-pRhaB-rJ/Rha_0,rhaS-pRhaB-rJ/Rha_1,rhaS-pRhaB-rJ/Rha_2,rhaS-pRhaB-rJ/Rha_3,rhaS-pRhaB-rJ/Rha_4,rhaS-pRhaB-rJ/Rha_5,rhaS-pRhaB-rJ/Rha_6,rhaS-pRhaB-rJ/Rha_7,rhaS-pRhaB-rJ/Rha_8,rhaS-pRhaB-rJ/Rha_9,rhaS-pRhaB-rJ/Rha_10,rhaS-pRhaB-rJ/Rha_11,araC-pBAD/Ara_0,araC-pBAD/Ara_1,araC-pBAD/Ara_2,araC-pBAD/Ara_3,araC-pBAD/Ara_4,araC-pBAD/Ara_5,araC-pBAD/Ara_6,araC-pBAD/Ara_7,araC-pBAD/Ara_8,araC-pBAD/Ara_9,araC-pBAD/Ara_10,araC-pBAD/Ara_11,blank-kan_0,blank-kan_1,negative-control-kan_0,negative-control-kan_1,blank-amp_0,blank-amp_1,negative-control-amp_0,negative-control-amp_1,positive-control-amp_0,positive-control-amp_1
960,2469.5,2227.5,2186.5,2180.5,2337.5,2399.5,2675.5,6798.5,111997.5,258875.5,258875.5,258875.5,2326.5,2085.5,2008.5,2008.5,2017.5,2097.5,2198.5,3028.5,17694.5,258875.5,258875.5,258875.5,1786.5,1644.5,1621.5,1612.5,1610.5,1595.5,1626.5,1976.5,4470.5,9432.5,14029.5,29886.5,1890.5,1737.5,1720.5,1747.5,1965.5,3148.5,10095.5,20132.5,32194.5,40962.5,48369.5,56740.5,19206.5,15626.5,15401.5,15459.5,14050.5,14282.5,13389.5,13108.5,12586.5,12500.5,12598.5,13082.5,8686.5,8458.5,14584.5,14548.5,20097.5,28751.5,45829.5,75500.5,158220.5,253636.5,258875.5,258875.5,2050.5,1738.5,1833.5,1747.5,1739.5,1730.5,1800.5,2401.5,26417.5,102159.5,175831.5,226594.5,,,1523.5,1482.5,,,1735.0,1776.0,28261.0,30370.0
980,2577.0,2265.0,2185.0,2200.0,2340.0,2404.0,2685.0,6812.0,111964.0,258872.0,258872.0,258872.0,2368.0,2104.0,2051.0,2035.0,2044.0,2110.0,2200.0,3058.0,17696.0,258872.0,258872.0,258872.0,1798.0,1651.0,1630.0,1631.0,1629.0,1611.0,1654.0,1985.0,4511.0,9423.0,14125.0,29445.0,1914.0,1757.0,1734.0,1766.0,1964.0,3133.0,10132.0,20213.0,32181.0,41026.0,48462.0,56826.0,19499.0,15817.0,15469.0,15674.0,14092.0,14367.0,13405.0,13242.0,12700.0,12654.0,12763.0,13294.0,8788.0,8406.0,14538.0,14500.0,20434.0,28764.0,45860.0,75476.0,158278.0,251688.0,258872.0,258872.0,2060.0,1765.0,1841.0,1778.0,1753.0,1764.0,1829.0,2408.0,26416.0,101756.0,175314.0,228919.0,,,1550.0,1477.0,,,1729.5,1788.5,28464.5,32210.5
1000,2661.0,2285.0,2206.0,2226.0,2388.0,2419.0,2701.0,6810.0,112049.0,258874.0,258874.0,258874.0,2394.0,2138.0,2063.0,2046.0,2053.0,2133.0,2216.0,3074.0,17724.0,258874.0,258874.0,258874.0,1807.0,1658.0,1656.0,1663.0,1643.0,1637.0,1676.0,1978.0,4529.0,9462.0,14126.0,27463.0,1973.0,1772.0,1755.0,1777.0,1996.0,3175.0,10165.0,20207.0,32166.0,41200.0,48322.0,56998.0,19663.0,15903.0,15565.0,15749.0,14352.0,14370.0,13558.0,13414.0,12811.0,12798.0,12975.0,13517.0,8860.0,8427.0,14533.0,14466.0,20406.0,28709.0,45812.0,75335.0,158660.0,251670.0,258874.0,258874.0,2102.0,1766.0,1858.0,1779.0,1767.0,1778.0,1843.0,2426.0,26338.0,101611.0,174826.0,230021.0,,,1549.0,1514.0,,,1770.0,1810.0,28522.0,32186.0
1020,2600.0,2328.0,2222.0,2223.0,2388.0,2467.0,2724.0,6834.0,112003.0,258872.0,258872.0,258872.0,2420.0,2131.0,2080.0,2062.0,2084.0,2133.0,2272.0,3091.0,17656.0,258872.0,258872.0,258872.0,1850.0,1684.0,1668.0,1674.0,1644.0,1658.0,1687.0,2010.0,4510.0,9421.0,14325.0,28866.0,1991.0,1798.0,1763.0,1780.0,2009.0,3179.0,10117.0,20230.0,31997.0,40987.0,48170.0,56814.0,20049.0,16075.0,15673.0,15791.0,14424.0,14535.0,13676.0,13488.0,12921.0,12887.0,13087.0,13658.0,8872.0,8420.0,14460.0,14485.0,20382.0,28709.0,45584.0,75364.0,157997.0,252243.0,258872.0,258872.0,2130.0,1792.0,1888.0,1792.0,1794.0,1796.0,1876.0,2449.0,26394.0,101348.0,174772.0,232281.0,,,1572.0,1511.0,,,1782.0,1819.0,28934.0,32093.0
1040,2701.0,2320.0,2245.0,2256.0,2409.0,2456.0,2738.0,6820.0,112043.0,258857.0,258857.0,258857.0,2443.0,2145.0,2100.0,2074.0,2093.0,2160.0,2242.0,3107.0,17714.0,258857.0,258857.0,258857.0,1871.0,1686.0,1669.0,1675.0,1676.0,1659.0,1693.0,2007.0,4530.0,9442.0,14080.0,30906.0,1974.0,1799.0,1785.0,1798.0,2003.0,3172.0,10047.0,20135.0,31904.0,40864.0,48129.0,56652.0,20261.0,16087.0,15680.0,15797.0,14547.0,14556.0,13727.0,13542.0,13071.0,13058.0,13208.0,13863.0,8891.0,8430.0,14415.0,14375.0,20331.0,28587.0,45294.0,74944.0,157878.0,253474.0,258857.0,258857.0,2127.0,1813.0,1877.0,1801.0,1791.0,1798.0,1852.0,2433.0,26367.0,101185.0,175435.0,234928.0,,,1573.0,1541.0,,,1780.0,1821.0,28912.0,33405.0
1060,2646.0,2347.0,2257.0,2285.0,2421.0,2500.0,2759.0,6845.0,112257.0,258861.0,258861.0,258861.0,2474.0,2174.0,2095.0,2081.0,2104.0,2181.0,2262.0,3115.0,17663.0,258861.0,258861.0,258861.0,1901.0,1731.0,1693.0,1683.0,1674.0,1694.0,1724.0,2056.0,4518.0,9479.0,14615.0,32049.0,2038.0,1818.0,1793.0,1821.0,2018.0,3207.0,10100.0,20177.0,31889.0,40885.0,48180.0,56709.0,20750.0,16298.0,15848.0,15929.0,14642.0,14618.0,13835.0,13683.0,13215.0,13184.0,13410.0,13979.0,9017.0,8480.0,14418.0,14428.0,20278.0,28633.0,45228.0,75189.0,157038.0,252279.0,258861.0,258861.0,2168.0,1836.0,1919.0,1831.0,1827.0,1801.0,1887.0,2493.0,26344.0,101184.0,174073.0,235519.0,,,1609.0,1542.0,,,1798.0,1839.0,29207.0,33965.0
1080,2656.0,2358.0,2257.0,2288.0,2445.0,2512.0,2770.0,6872.0,112110.0,258847.0,258847.0,258847.0,2472.0,2178.0,2095.0,2100.0,2107.0,2181.0,2282.0,3133.0,17717.0,258847.0,258847.0,258847.0,1927.0,1713.0,1703.0,1709.0,1694.0,1698.0,1730.0,2038.0,4540.0,9418.0,14068.0,30621.0,2052.0,1833.0,1793.0,1838.0,2031.0,3213.0,10121.0,20156.0,31875.0,40873.0,47967.0,56690.0,21259.0,16496.0,15925.0,15982.0,14748.0,14764.0,13855.0,13819.0,13419.0,13298.0,13543.0,14138.0,8984.0,8481.0,14396.0,14362.0,20271.0,28662.0,45226.0,75086.0,156763.0,258847.0,258847.0,258847.0,2194.0,1836.0,1926.0,1826.0,1811.0,1805.0,1896.0,2456.0,26333.0,101911.0,173757.0,238615.0,,,1614.0,1561.0,,,1814.5,1851.5,29200.5,34430.5
1100,2734.0,2379.0,2275.0,2301.0,2457.0,2510.0,2783.0,6880.0,112025.0,258847.0,258847.0,258847.0,2508.0,2203.0,2139.0,2100.0,2129.0,2190.0,2311.0,3139.0,17745.0,258847.0,258847.0,258847.0,1930.0,1745.0,1741.0,1719.0,1721.0,1709.0,1749.0,2056.0,4539.0,9399.0,14141.0,36137.0,2053.0,1861.0,1803.0,1842.0,2017.0,3223.0,10150.0,20077.0,31915.0,40570.0,47884.0,56538.0,21785.0,16759.0,16131.0,16143.0,14859.0,14864.0,14080.0,13900.0,13400.0,13420.0,13652.0,14205.0,9080.0,8447.0,14428.0,14413.0,20540.0,28601.0,45395.0,75400.0,156966.0,258847.0,258847.0,258847.0,2213.0,1857.0,1952.0,1821.0,1835.0,1829.0,1911.0,2471.0,26340.0,101587.0,173163.0,239698.0,,,1634.0,1573.0,,,1832.5,1904.5,29356.5,33080.5
1120,2796.5,2448.5,2303.5,2300.5,2482.5,2542.5,2789.5,6922.5,112332.5,258843.5,258843.5,258843.5,2538.5,2208.5,2144.5,2119.5,2161.5,2195.5,2310.5,3164.5,17677.5,258843.5,258843.5,258843.5,1968.5,1781.5,1747.5,1739.5,1743.5,1722.5,1766.5,2064.5,4529.5,9437.5,14091.5,30131.5,2094.5,1881.5,1847.5,1867.5,2058.5,3230.5,10093.5,19970.5,31835.5,40656.5,47991.5,56681.5,21649.5,16909.5,16255.5,16216.5,14894.5,14888.5,14191.5,14097.5,13566.5,13542.5,13810.5,14387.5,9021.5,8480.5,14476.5,14340.5,20207.5,28404.5,45129.5,75377.5,156365.5,258843.5,258843.5,258843.5,2224.5,1876.5,1954.5,1852.5,1848.5,1843.5,1914.5,2467.5,26253.5,101321.5,173028.5,242416.5,,,1643.5,1588.5,,,1824.5,1860.5,29534.5,35308.5
1140,2869.5,2443.5,2309.5,2342.5,2492.5,2555.5,2834.5,6924.5,111759.5,258848.5,258848.5,258848.5,2540.5,2223.5,2160.5,2135.5,2162.5,2225.5,2342.5,3161.5,17660.5,258848.5,258848.5,258848.5,1978.5,1776.5,1741.5,1739.5,1731.5,1755.5,1776.5,2111.5,4545.5,9464.5,14184.5,29210.5,2118.5,1903.5,1855.5,1868.5,2089.5,3253.5,10096.5,20068.5,31735.5,40555.5,48006.5,56611.5,21897.5,17248.5,16212.5,16228.5,15029.5,14999.5,14275.5,14116.5,13649.5,13659.5,13951.5,14523.5,8922.5,8462.5,14359.5,14331.5,20230.5,28365.5,45115.5,75741.5,156763.5,258848.5,258848.5,258848.5,2261.5,1889.5,1962.5,1873.5,1878.5,1870.5,1949.5,2520.5,26342.5,101254.5,172859.5,245562.5,,,1647.5,1617.5,,,1849.5,1905.5,29976.5,33342.5
1160,2737.5,2613.5,2306.5,2331.5,2501.5,2567.5,2826.5,6941.5,112000.5,258838.5,258838.5,258838.5,2560.5,2231.5,2170.5,2135.5,2175.5,2238.5,2362.5,3163.5,17653.5,258838.5,258838.5,258838.5,2006.5,1799.5,1777.5,1771.5,1749.5,1763.5,1796.5,2104.5,4567.5,9451.5,14133.5,27737.5,2123.5,1913.5,1862.5,1872.5,2063.5,3251.5,10064.5,20017.5,31690.5,40446.5,47708.5,56457.5,22321.5,17289.5,16316.5,16272.5,15050.5,15033.5,14358.5,14271.5,13715.5,13789.5,14001.5,14665.5,9010.5,8495.5,14259.5,14264.5,20155.5,28368.5,45071.5,75208.5,155835.5,258838.5,258838.5,258838.5,2275.5,1905.5,1965.5,1860.5,1896.5,1893.5,1944.5,2496.5,26081.5,101197.5,171811.5,248593.5,,,1649.5,1600.5,,,1852.0,1899.0,29884.0,33890.0
1180,2705.0,2498.0,2318.0,2353.0,2529.0,2587.0,2849.0,6937.0,111767.0,258842.0,258842.0,258842.0,2582.0,2269.0,2159.0,2177.0,2193.0,2236.0,2370.0,3206.0,17657.0,258842.0,258842.0,258842.0,2011.0,1824.0,1786.0,1786.0,1786.0,1780.0,1808.0,2127.0,4607.0,9402.0,14103.0,29201.0,2150.0,1927.0,1868.0,1887.0,2101.0,3280.0,10070.0,19960.0,31554.0,40366.0,47837.0,56584.0,22261.0,17344.0,16360.0,16323.0,15172.0,15101.0,14380.0,14332.0,13830.0,13888.0,14146.0,14872.0,8905.0,8516.0,14294.0,14248.0,20189.0,28418.0,44996.0,75576.0,156318.0,258842.0,258842.0,258842.0,2318.0,1935.0,1996.0,1893.0,1894.0,1870.0,1984.0,2514.0,26093.0,100915.0,171435.0,252185.0,,,1682.0,1643.0,,,1874.5,1907.5,29953.5,33810.5
1200,2739.0,2572.0,2343.0,2353.0,2511.0,2608.0,2848.0,6971.0,111216.0,258837.0,258837.0,258837.0,2583.0,2281.0,2194.0,2181.0,2207.0,2267.0,2381.0,3194.0,17661.0,258837.0,258837.0,258837.0,2030.0,1825.0,1813.0,1796.0,1782.0,1777.0,1808.0,2145.0,4570.0,9434.0,14117.0,28584.0,2166.0,1940.0,1890.0,1903.0,2106.0,3263.0,10060.0,19927.0,31626.0,40310.0,48053.0,56564.0,22296.0,17601.0,16401.0,16352.0,15184.0,15122.0,14492.0,14481.0,13952.0,14023.0,14329.0,15051.0,8952.0,8538.0,14192.0,14240.0,19956.0,28050.0,44721.0,75271.0,156707.0,258837.0,258837.0,258837.0,2309.0,1935.0,2021.0,1919.0,1891.0,1882.0,1987.0,2496.0,26181.0,100391.0,170586.0,254090.0,,,1684.0,1643.0,,,1878.5,1949.5,29974.5,35675.5
1220,2840.5,2585.5,2354.5,2389.5,2561.5,2618.5,2875.5,6986.5,111434.5,258833.5,258833.5,258833.5,2624.5,2300.5,2216.5,2201.5,2220.5,2282.5,2398.5,3223.5,17597.5,258833.5,258833.5,258833.5,2062.5,1839.5,1832.5,1819.5,1788.5,1806.5,1848.5,2149.5,4593.5,9631.5,14053.5,29548.5,2162.5,1924.5,1890.5,1929.5,2126.5,3284.5,10055.5,20009.5,31670.5,40348.5,48381.5,56429.5,22732.5,17684.5,16503.5,16340.5,15247.5,15243.5,14564.5,14579.5,14021.5,14017.5,14312.5,15152.5,9025.5,8564.5,14269.5,14186.5,19950.5,28084.5,54413.5,75304.5,156674.5,258833.5,258833.5,258833.5,2334.5,1940.5,2013.5,1928.5,1929.5,1903.5,1995.5,2524.5,26041.5,100708.5,170166.5,257659.5,,,1705.5,1643.5,,,1877.0,1933.0,30361.0,33788.0
1240,2830.5,2561.5,2360.5,2364.5,2548.5,2611.5,2876.5,7001.5,111900.5,258829.5,258829.5,258829.5,2626.5,2308.5,2218.5,2204.5,2233.5,2293.5,2414.5,3219.5,17644.5,258829.5,258829.5,258829.5,2075.5,1852.5,1818.5,1817.5,1818.5,1824.5,1847.5,2181.5,4616.5,9667.5,14010.5,27747.5,2234.5,1979.5,1911.5,1920.5,2137.5,3274.5,10058.5,20190.5,31550.5,40873.5,48561.5,56176.5,22970.5,17764.5,16582.5,16519.5,15336.5,15286.5,14744.5,14708.5,14175.5,14251.5,14455.5,15231.5,9070.5,8654.5,14249.5,14203.5,19898.5,28141.5,53421.5,75551.5,156660.5,258829.5,258829.5,258829.5,2379.5,1975.5,2058.5,1939.5,1907.5,1902.5,2002.5,2588.5,26089.5,101790.5,170423.5,258777.5,,,1705.5,1665.5,,,1902.5,1946.5,30669.5,33011.5
1260,2780.5,2577.5,2384.5,2365.5,2564.5,2652.5,2874.5,7056.5,111896.5,258825.5,258825.5,258825.5,2644.5,2310.5,2239.5,2203.5,2244.5,2288.5,2422.5,3237.5,17648.5,258825.5,258825.5,258825.5,2088.5,1862.5,1826.5,1829.5,1818.5,1830.5,1863.5,2186.5,4601.5,9730.5,14099.5,32844.5,2213.5,1968.5,1911.5,1963.5,2164.5,3304.5,10024.5,20463.5,32360.5,41149.5,48419.5,56423.5,23278.5,17861.5,16585.5,16483.5,15374.5,15297.5,14786.5,14766.5,14265.5,14327.5,14630.5,15297.5,9086.5,8676.5,14164.5,14144.5,19885.5,27998.5,54612.5,75869.5,156065.5,258825.5,258825.5,258825.5,2381.5,1995.5,2052.5,1957.5,1949.5,1918.5,2023.5,2596.5,26070.5,102338.5,170441.5,258825.5,,,1725.5,1679.5,,,1905.5,1953.5,31064.5,35477.5
1280,2920.0,2574.0,2380.0,2382.0,2589.0,2648.0,2889.0,7081.0,111583.0,258817.0,258817.0,258817.0,2659.0,2325.0,2233.0,2213.0,2250.0,2309.0,2444.0,3231.0,17563.0,258817.0,258817.0,258817.0,2086.0,1895.0,1855.0,1849.0,1847.0,1830.0,1867.0,2182.0,4638.0,9672.0,14127.0,28509.0,2233.0,1998.0,1917.0,1951.0,2154.0,3290.0,10001.0,20385.0,32609.0,40896.0,48421.0,56162.0,23158.0,17962.0,16656.0,16476.0,15388.0,15335.0,14735.0,14829.0,14384.0,14431.0,14671.0,15490.0,9155.0,8967.0,14119.0,14106.0,19727.0,28010.0,56396.0,148351.0,155234.0,258817.0,258817.0,258817.0,2415.0,1991.0,2056.0,1968.0,1931.0,1944.0,2015.0,2592.0,25910.0,101831.0,169964.0,258817.0,,,1741.0,1679.0,,,1902.5,1957.5,31417.5,32461.5
1300,2785.5,2586.5,2402.5,2386.5,2583.5,2678.5,2924.5,7129.5,111544.5,258818.5,258818.5,258818.5,2683.5,2360.5,2259.5,2223.5,2257.5,2329.5,2449.5,3289.5,17630.5,258818.5,258818.5,258818.5,2120.5,1901.5,1854.5,1852.5,1861.5,1844.5,1898.5,2226.5,4655.5,9681.5,14054.5,29374.5,2261.5,2007.5,1949.5,1975.5,2165.5,3321.5,10028.5,20613.5,32779.5,40863.5,48362.5,56232.5,23379.5,17966.5,16778.5,16587.5,15543.5,15509.5,14808.5,14930.5,14510.5,14564.5,14747.5,15483.5,9230.5,8903.5,14179.5,14142.5,19837.5,28170.5,57380.5,108729.5,155903.5,258818.5,258818.5,258818.5,2392.5,1999.5,2065.5,1964.5,1944.5,1952.5,2039.5,2606.5,25994.5,101580.5,169685.5,258818.5,,,1760.5,1700.5,,,1936.0,1986.0,38286.0,34528.0
1320,2974.0,2606.0,2419.0,2421.0,2610.0,2687.0,2939.0,7160.0,111700.0,258820.0,258820.0,258820.0,2707.0,2363.0,2273.0,2242.0,2274.0,2371.0,2447.0,3271.0,17629.0,258820.0,258820.0,258820.0,2140.0,1933.0,1877.0,1874.0,1867.0,1854.0,1922.0,2232.0,4618.0,9676.0,14290.0,34554.0,2287.0,2038.0,1954.0,1985.0,2186.0,3344.0,10051.0,20474.0,33025.0,40879.0,48504.0,56219.0,24235.0,18183.0,16797.0,16712.0,15561.0,15514.0,14916.0,14974.0,14554.0,14633.0,14900.0,15655.0,9179.0,9387.0,14130.0,14129.0,19767.0,28042.0,58756.0,109695.0,155118.0,258820.0,258820.0,258820.0,2449.0,2045.0,2092.0,1991.0,1964.0,1986.0,2053.0,2632.0,26062.0,101503.0,169028.0,258820.0,,,1781.0,1711.0,,,1948.0,1996.0,36126.0,33108.0
1340,3064.5,2630.5,2428.5,2407.5,2606.5,2705.5,2973.5,7167.5,111216.5,258818.5,258818.5,258818.5,2713.5,2387.5,2283.5,2252.5,2288.5,2352.5,2495.5,3277.5,17656.5,258818.5,258818.5,258818.5,2173.5,1938.5,1893.5,1900.5,1884.5,1885.5,1936.5,2231.5,4634.5,9699.5,14282.5,33105.5,2294.5,2031.5,1970.5,2004.5,2192.5,3313.5,10002.5,20438.5,32988.5,40803.5,48179.5,56145.5,23681.5,18179.5,16781.5,16630.5,15449.5,15520.5,15055.5,15075.5,14623.5,14731.5,15029.5,15837.5,9153.5,9151.5,14041.5,14002.5,19698.5,27882.5,58313.5,105148.5,154909.5,258818.5,258818.5,258818.5,2456.5,2028.5,2102.5,2005.5,1987.5,1991.5,2054.5,2615.5,25970.5,101280.5,169178.5,258818.5,,,1794.5,1725.5,,,1952.0,2012.0,32234.0,34784.0
