group,1,2,3,4,5,6,7,8,9,10,11,12
A,P62,P62,P62,P62,P62,P62,P62,P62,P62,P62,P62,P62
B,P63,P63,P63,P63,P63,P63,P63,P63,P63,P63,P63,P63
C,P66,P66,P66,P66,P66,P66,P66,P66,P66,P66,P66,P66
D,P67,P67,P67,P67,P67,P67,P67,P67,P67,P67,P67,P67
E,P69,P69,P69,P69,P69,P69,P69,P69,P69,P69,P69,P69
F,P72,P72,P72,P72,P72,P72,P72,P72,P72,P72,P72,P72
G,P73,P73,P73,P73,P73,P73,P73,P73,P73,P73,P73,P73
H,,,BK,BK,3K3-N,3K3-N,BA,BA,4A3-N,4A3-N,4A3-P,4A3-P
