sal,ara,fluo
0.0,0.0,0.011488550612724677
0.024414063,0.0,0.01293143535918141
0.09765625,0.0,0.013242480426501876
0.390625,0.0,0.013400807734189075
1.5625,0.0,0.01469675035257304
6.25,0.0,0.013919172464920658
0.0,0.003173828,0.013949449252719062
0.024414063,0.003173828,0.013113674356108114
0.09765625,0.003173828,0.012828727504010692
0.390625,0.003173828,0.013407010213621205
1.5625,0.003173828,0.01237898056861317
6.25,0.003173828,0.013443602181933316
0.0,0.012695313,0.013743210191581085
0.024414063,0.012695313,0.01323273432060689
0.09765625,0.012695313,0.013146796887725907
0.390625,0.012695313,0.01333264889147505
1.5625,0.012695313,0.014719163802047089
6.25,0.012695313,0.014292924951093596
0.0,0.05078125,0.014629605328846681
0.024414063,0.05078125,0.01342075057316496
0.09765625,0.05078125,0.013677980948390239
0.390625,0.05078125,0.014356626077962549
1.5625,0.05078125,0.014804699652494487
6.25,0.05078125,0.014809402494338392
0.0,0.203125,0.016931051351058404
0.024414063,0.203125,0.01590990921144904
0.09765625,0.203125,0.016165852837542915
0.390625,0.203125,0.016461179980246477
1.5625,0.203125,0.0177826235224458
6.25,0.203125,0.017187924596535748
0.0,0.8125,0.04407677315244112
0.024414063,0.8125,0.04447106651005102
0.09765625,0.8125,0.04445398109993952
0.390625,0.8125,0.04837879743592434
1.5625,0.8125,0.05317841192357905
6.25,0.8125,0.04709962121770623
