time,e16x33_0,e16x33_1,e16x33_2,e16x33_3,e16x33_4,e16x33_5,e16x33NrdA2_0,e16x33NrdA2_1,e16x33NrdA2_2,e16x33NrdA2_3,e16x33NrdA2_4,e16x33NrdA2_5,e20x33_0,e20x33_1,e20x33_2,e20x33_3,e20x33_4,e20x33_5,e20x32gp411_0,e20x32gp411_1,e20x32gp411_2,e20x32gp411_3,e20x32gp411_4,e20x32gp411_5,e32x33_0,e32x33_1,e32x33_2,e32x33_3,e32x33_4,e32x33_5,e32x30SspGyrB_0,e32x30SspGyrB_1,e32x30SspGyrB_2,e32x30SspGyrB_3,e32x30SspGyrB_4,e32x30SspGyrB_5,e34x33_0,e34x33_1,e34x33_2,e34x33_3,e34x33_4,e34x33_5,e34x30MjaKlbA_0,e34x30MjaKlbA_1,e34x30MjaKlbA_2,e34x30MjaKlbA_3,e34x30MjaKlbA_4,e34x30MjaKlbA_5,e38x33_0,e38x33_1,e38x33_2,e38x33_3,e38x33_4,e38x33_5,e38x32gp418_0,e38x32gp418_1,e38x32gp418_2,e38x32gp418_3,e38x32gp418_4,e38x32gp418_5,e41x33_0,e41x33_1,e41x33_2,e41x33_3,e41x33_4,e41x33_5,e41x32NrdJ1_0,e41x32NrdJ1_1,e41x32NrdJ1_2,e41x32NrdJ1_3,e41x32NrdJ1_4,e41x32NrdJ1_5,e42x33_0,e42x33_1,e42x33_2,e42x33_3,e42x33_4,e42x33_5,e42x32STIMPDH1_0,e42x32STIMPDH1_1,e42x32STIMPDH1_2,e42x32STIMPDH1_3,e42x32STIMPDH1_4,e42x32STIMPDH1_5,blank-kan_0,blank-kan_1,negative-control-kan_0,negative-control-kan_1,blank-amp_0,blank-amp_1,negative-control-amp_0,negative-control-amp_1,positive-control-amp_0,positive-control-amp_1
580,788.5,21466.5,51113.5,55538.5,52765.5,61728.5,741.5,7517.5,16525.5,22026.5,27479.5,26677.5,901.5,8980.5,25000.5,24906.5,46086.5,44754.5,744.5,5057.5,14913.5,13838.5,27840.5,30425.5,987.5,13600.5,35413.5,32784.5,51472.5,56240.5,817.5,7316.5,21954.5,20157.5,32023.5,41154.5,1356.5,14575.5,37355.5,35949.5,45464.5,46596.5,861.5,8638.5,13193.5,17498.5,14248.5,22709.5,1083.5,10801.5,18154.5,20800.5,24023.5,24516.5,861.5,3896.5,6563.5,6518.5,7853.5,8390.5,1130.5,17937.5,24281.5,43215.5,40921.5,46381.5,926.5,2907.5,3452.5,4003.5,4542.5,5007.5,890.5,14581.5,20298.5,40179.5,41135.5,49488.5,672.5,3796.5,4618.5,3976.5,4692.5,4636.5,,,575.5,572.5,,,638.5,665.5,11516.5,13883.5
600,798.0,21974.0,51690.0,56571.0,53463.0,62413.0,748.0,7488.0,16584.0,22042.0,27568.0,26737.0,911.0,8983.0,25047.0,24900.0,46442.0,44814.0,738.0,5053.0,14887.0,13806.0,27652.0,30356.0,989.0,13558.0,35252.0,32642.0,51334.0,56292.0,824.0,7270.0,21891.0,20055.0,31894.0,41175.0,1365.0,14618.0,37526.0,36164.0,46128.0,47089.0,862.0,8587.0,13062.0,17272.0,14239.0,23036.0,1095.0,10844.0,18243.0,20938.0,24258.0,24555.0,864.0,3864.0,6552.0,6523.0,7818.0,8353.0,1137.0,18134.0,24402.0,43629.0,41601.0,47178.0,924.0,2896.0,3442.0,3969.0,4541.0,4987.0,908.0,14700.0,20525.0,40593.0,41678.0,50112.0,678.0,3835.0,4703.0,3992.0,4741.0,4527.0,,,580.0,579.0,,,653.5,676.5,11588.5,13929.5
620,805.0,22390.0,52468.0,57163.0,53639.0,63460.0,763.0,7510.0,16554.0,22119.0,27547.0,26745.0,923.0,8944.0,25065.0,24905.0,46658.0,45126.0,752.0,5017.0,14842.0,13733.0,27516.0,30428.0,1009.0,13610.0,34994.0,32394.0,51152.0,56270.0,835.0,7259.0,21704.0,19831.0,31554.0,41208.0,1396.0,14619.0,37843.0,36493.0,46397.0,47743.0,881.0,8558.0,12939.0,17259.0,14250.0,23456.0,1105.0,10877.0,18349.0,21017.0,24425.0,24716.0,885.0,3871.0,6593.0,6495.0,7815.0,8350.0,1147.0,18146.0,24451.0,43878.0,41700.0,47596.0,948.0,2930.0,3462.0,3983.0,4544.0,5054.0,923.0,14902.0,20666.0,41005.0,42051.0,50508.0,704.0,3903.0,4789.0,4067.0,4835.0,4539.0,,,594.0,580.0,,,662.0,683.0,11676.0,14010.0
640,821.5,22645.5,52985.5,57742.5,53534.5,63669.5,769.5,7518.5,16591.5,22095.5,27537.5,26721.5,929.5,8996.5,25066.5,24890.5,46842.5,45144.5,770.5,5031.5,14708.5,13582.5,27192.5,30170.5,1027.5,13627.5,34827.5,32272.5,50967.5,55789.5,844.5,7134.5,21525.5,19494.5,31187.5,40252.5,1408.5,14723.5,38131.5,36676.5,46628.5,48267.5,885.5,8548.5,12871.5,17104.5,14158.5,23887.5,1113.5,10939.5,18376.5,21174.5,24557.5,24808.5,892.5,3898.5,6618.5,6519.5,7790.5,8333.5,1163.5,18188.5,24497.5,44425.5,41963.5,47956.5,963.5,2940.5,3475.5,3994.5,4528.5,5083.5,925.5,15012.5,20847.5,41428.5,42433.5,50698.5,713.5,3977.5,4871.5,4111.5,4895.5,4561.5,,,602.5,594.5,,,670.0,702.0,11735.0,14147.0
660,836.5,23042.5,53424.5,58415.5,53600.5,63885.5,788.5,7540.5,16628.5,22159.5,27559.5,26846.5,941.5,8971.5,25067.5,24840.5,46989.5,45372.5,779.5,5039.5,14594.5,13535.5,26955.5,30077.5,1036.5,13634.5,34549.5,31938.5,50761.5,55837.5,848.5,7112.5,21423.5,19452.5,31156.5,40324.5,1419.5,14733.5,38257.5,36745.5,46920.5,48445.5,898.5,8491.5,12769.5,17025.5,14189.5,24317.5,1136.5,10992.5,18463.5,21205.5,24579.5,24846.5,900.5,3880.5,6588.5,6525.5,7783.5,8305.5,1184.5,18290.5,24512.5,44368.5,42237.5,48445.5,969.5,2929.5,3478.5,3981.5,4534.5,5100.5,958.5,15227.5,21082.5,41728.5,42764.5,50924.5,734.5,3973.5,4901.5,4122.5,4920.5,4602.5,,,611.5,605.5,,,689.5,698.5,11781.5,14120.5
680,834.5,23433.5,53786.5,59149.5,53460.5,64321.5,796.5,7545.5,16601.5,22195.5,27481.5,26831.5,951.5,8959.5,25113.5,24829.5,47122.5,45542.5,784.5,4985.5,14518.5,13431.5,26652.5,29705.5,1051.5,13605.5,34444.5,31690.5,50640.5,55507.5,858.5,6993.5,21239.5,19253.5,30845.5,40355.5,1433.5,14712.5,38427.5,36835.5,47200.5,48458.5,916.5,8472.5,12695.5,16914.5,14072.5,24750.5,1145.5,11067.5,18587.5,21277.5,24623.5,24939.5,917.5,3917.5,6627.5,6510.5,7762.5,8337.5,1192.5,18346.5,24589.5,44630.5,42520.5,48459.5,980.5,2937.5,3491.5,4002.5,4516.5,4985.5,965.5,15265.5,21159.5,41950.5,42769.5,51107.5,751.5,3993.5,4926.5,4109.5,4920.5,4617.5,,,613.5,609.5,,,692.5,721.5,11757.5,14214.5
700,864.5,23750.5,54491.5,59620.5,53379.5,64625.5,797.5,7596.5,16661.5,22271.5,27566.5,26890.5,963.5,9022.5,25239.5,24864.5,47255.5,45587.5,799.5,5014.5,14371.5,13397.5,26553.5,29680.5,1054.5,13691.5,34235.5,31679.5,50408.5,55389.5,869.5,7012.5,21080.5,19042.5,30086.5,40162.5,1451.5,14817.5,38691.5,37258.5,47397.5,48481.5,914.5,8422.5,12637.5,16867.5,14090.5,24996.5,1152.5,11081.5,18674.5,21352.5,24672.5,25016.5,917.5,3933.5,6646.5,6522.5,7784.5,8317.5,1196.5,18336.5,24570.5,45056.5,42608.5,48716.5,996.5,2951.5,3486.5,4019.5,4558.5,5022.5,979.5,15333.5,21129.5,42145.5,42992.5,51163.5,767.5,4030.5,4889.5,4170.5,4953.5,4666.5,,,626.5,620.5,,,697.5,704.5,11843.5,14219.5
720,868.5,23996.5,54577.5,59883.5,53549.5,64935.5,815.5,7588.5,16677.5,22339.5,27749.5,27101.5,974.5,8975.5,25164.5,24881.5,47439.5,45705.5,803.5,5014.5,14409.5,13342.5,26494.5,29579.5,1074.5,13676.5,34948.5,31586.5,50191.5,55001.5,875.5,6953.5,20738.5,18980.5,29971.5,40190.5,1462.5,14840.5,38779.5,37408.5,47527.5,48738.5,927.5,8430.5,12614.5,16798.5,13992.5,25419.5,1172.5,11124.5,18803.5,21521.5,24858.5,25160.5,931.5,3909.5,6645.5,6533.5,7776.5,8341.5,1217.5,18395.5,24572.5,45058.5,42823.5,48915.5,1002.5,2979.5,3487.5,3989.5,4521.5,5014.5,1009.5,15365.5,21220.5,42267.5,43037.5,51462.5,772.5,4013.5,4960.5,4179.5,4930.5,4665.5,,,630.5,627.5,,,701.0,717.0,11867.0,14281.0
740,885.5,24198.5,54639.5,60479.5,53318.5,65159.5,819.5,7603.5,16657.5,22290.5,27733.5,27102.5,981.5,8947.5,25019.5,24730.5,47525.5,45968.5,806.5,5007.5,14318.5,13322.5,26264.5,29614.5,1064.5,13605.5,34830.5,31292.5,50030.5,54948.5,878.5,6943.5,20793.5,18877.5,29848.5,40462.5,1463.5,14748.5,38939.5,37715.5,47903.5,56247.5,944.5,8436.5,12518.5,16692.5,13965.5,25787.5,1175.5,11122.5,18887.5,21603.5,24910.5,25244.5,924.5,3905.5,6609.5,6535.5,7761.5,8352.5,1217.5,18306.5,24410.5,45010.5,42826.5,49093.5,994.5,2971.5,3502.5,3981.5,4521.5,5053.5,1013.5,15358.5,21118.5,42148.5,42934.5,51660.5,779.5,4056.5,4954.5,4225.5,4973.5,4713.5,,,633.5,634.5,,,709.5,732.5,11844.5,14315.5
760,911.5,24462.5,55144.5,61186.5,53025.5,65195.5,833.5,7640.5,16671.5,22345.5,27768.5,27042.5,994.5,8930.5,24988.5,24727.5,47353.5,46108.5,814.5,5009.5,14287.5,13150.5,26076.5,29448.5,1075.5,13708.5,34527.5,31104.5,49723.5,54645.5,893.5,6860.5,20672.5,18704.5,29480.5,40351.5,1499.5,14819.5,39052.5,37720.5,47918.5,55545.5,945.5,8409.5,12414.5,16594.5,13899.5,25999.5,1206.5,11179.5,18987.5,21724.5,26052.5,25471.5,942.5,3921.5,6639.5,6533.5,7740.5,8378.5,1230.5,18268.5,24326.5,45203.5,43017.5,49225.5,1019.5,2982.5,3516.5,3981.5,4519.5,5038.5,1040.5,15307.5,21171.5,42192.5,43057.5,51856.5,792.5,4080.5,4959.5,4218.5,4979.5,4714.5,,,653.5,635.5,,,733.0,749.0,11901.0,14432.0
780,925.5,24737.5,55327.5,61856.5,53201.5,65663.5,840.5,7628.5,16760.5,22364.5,27962.5,27826.5,1003.5,8942.5,25076.5,24664.5,47427.5,45961.5,829.5,4991.5,14192.5,13208.5,26036.5,29443.5,1102.5,13605.5,34478.5,31001.5,49617.5,54616.5,904.5,6909.5,20653.5,18685.5,29414.5,40707.5,1499.5,14853.5,39145.5,37907.5,47779.5,56083.5,960.5,8377.5,12381.5,16734.5,13966.5,26545.5,1204.5,11161.5,19030.5,21848.5,26229.5,25698.5,954.5,3963.5,6631.5,6551.5,7749.5,8411.5,1249.5,18306.5,24199.5,45075.5,43035.5,49488.5,1030.5,2998.5,3517.5,3988.5,4524.5,5084.5,1045.5,15419.5,21132.5,42088.5,43126.5,51904.5,808.5,4084.5,4999.5,4251.5,4995.5,4786.5,,,658.5,657.5,,,723.5,754.5,11961.5,14558.5
800,913.5,24839.5,55714.5,62339.5,52507.5,65282.5,845.5,7673.5,16754.5,22415.5,27959.5,28037.5,1022.5,8884.5,24766.5,24594.5,47035.5,45810.5,821.5,4988.5,14146.5,13184.5,25887.5,29398.5,1108.5,13621.5,34202.5,30619.5,49368.5,54224.5,904.5,6891.5,20580.5,18478.5,29149.5,40558.5,1508.5,14669.5,38962.5,37792.5,47664.5,56070.5,958.5,8340.5,12244.5,16594.5,13886.5,26754.5,1203.5,11134.5,18991.5,21799.5,26295.5,25633.5,951.5,3946.5,6643.5,6492.5,7722.5,8359.5,1251.5,18199.5,24040.5,45082.5,42892.5,49153.5,1032.5,2983.5,3490.5,3969.5,4488.5,5102.5,1055.5,15390.5,21094.5,41932.5,42854.5,51782.5,806.5,4076.5,4995.5,4236.5,4999.5,4789.5,,,667.5,658.5,,,737.0,762.0,11981.0,14558.0
820,930.5,24976.5,55710.5,62287.5,51916.5,65223.5,862.5,7633.5,16703.5,22372.5,28124.5,27436.5,1036.5,8825.5,24614.5,24392.5,46945.5,45508.5,833.5,4975.5,14040.5,13035.5,25592.5,29213.5,1117.5,13488.5,33795.5,30298.5,48958.5,54222.5,916.5,6856.5,20534.5,18392.5,28959.5,40575.5,1514.5,14601.5,39058.5,37824.5,47581.5,56244.5,973.5,8345.5,12203.5,16548.5,13875.5,24834.5,1229.5,11170.5,18914.5,21884.5,26509.5,25781.5,972.5,3975.5,6641.5,6508.5,7706.5,8387.5,1275.5,18146.5,24387.5,44674.5,42896.5,49113.5,1043.5,2988.5,3515.5,3989.5,4481.5,5096.5,1075.5,15356.5,20987.5,41706.5,42576.5,51197.5,822.5,4089.5,4996.5,4234.5,4982.5,4783.5,,,670.5,673.5,,,736.5,761.5,11963.5,14626.5
840,942.5,25143.5,55963.5,62502.5,51595.5,65255.5,878.5,7680.5,16800.5,22476.5,28167.5,28550.5,1041.5,8837.5,24566.5,24305.5,46789.5,45363.5,851.5,4943.5,13929.5,12976.5,25440.5,29115.5,1138.5,13544.5,33583.5,30116.5,48684.5,53609.5,911.5,6846.5,20447.5,18224.5,28775.5,40750.5,1540.5,14672.5,39347.5,37922.5,47340.5,56252.5,982.5,8318.5,12135.5,16512.5,13862.5,25235.5,1227.5,11167.5,18953.5,21826.5,26491.5,25800.5,981.5,3973.5,6612.5,6477.5,7677.5,8414.5,1281.5,18163.5,24293.5,44356.5,42454.5,48752.5,1054.5,2999.5,3501.5,3980.5,4483.5,5126.5,1087.5,15345.5,20915.5,41366.5,42466.5,51051.5,824.5,4070.5,5020.5,4256.5,5042.5,4822.5,,,679.5,672.5,,,748.0,768.0,11993.0,14721.0
860,950.0,25379.0,55917.0,62664.0,51267.0,65185.0,873.0,7684.0,16796.0,22400.0,28215.0,28035.0,1063.0,8769.0,24478.0,24168.0,46545.0,45133.0,850.0,4956.0,13850.0,12909.0,25188.0,28896.0,1143.0,13472.0,33486.0,29909.0,48494.0,53432.0,928.0,6802.0,20352.0,18104.0,28622.0,40572.0,1559.0,14583.0,39458.0,38084.0,47219.0,56304.0,995.0,8304.0,12117.0,16467.0,13824.0,25581.0,1249.0,11180.0,18976.0,21969.0,26627.0,25926.0,992.0,3981.0,6610.0,6524.0,7658.0,8380.0,1296.0,18028.0,24199.0,44254.0,42616.0,48738.0,1054.0,2989.0,3535.0,3987.0,4498.0,5122.0,1107.0,15343.0,20843.0,41218.0,42248.0,50831.0,840.0,4081.0,5020.0,4280.0,5023.0,4899.0,,,684.0,679.0,,,746.5,763.5,11987.5,14746.5
880,966.0,25591.0,56037.0,62801.0,50980.0,64957.0,892.0,7657.0,16739.0,22471.0,28175.0,27590.0,1080.0,8744.0,24242.0,24171.0,46380.0,45125.0,859.0,4933.0,13858.0,12822.0,25043.0,28945.0,1159.0,13361.0,33194.0,29670.0,48407.0,53230.0,934.0,6775.0,20300.0,18067.0,28470.0,40794.0,1578.0,14515.0,39451.0,38308.0,47018.0,56427.0,998.0,8289.0,12060.0,16495.0,13723.0,25777.0,1257.0,11134.0,18980.0,22054.0,26735.0,28396.0,992.0,3959.0,6628.0,6512.0,7638.0,8394.0,1316.0,18038.0,24119.0,44197.0,42560.0,48615.0,1061.0,3004.0,3535.0,3968.0,4464.0,5111.0,1119.0,15305.0,20806.0,41120.0,42313.0,50941.0,848.0,4100.0,5029.0,4274.0,5057.0,4929.0,,,693.0,690.0,,,758.0,775.0,12001.0,14915.0
900,978.0,25809.0,56085.0,62977.0,50662.0,65075.0,900.0,7686.0,16801.0,22491.0,28497.0,27872.0,1086.0,8740.0,24242.0,24026.0,46310.0,44847.0,875.0,4944.0,13758.0,12750.0,24864.0,28788.0,1184.0,13336.0,32856.0,29545.0,47890.0,52937.0,942.0,6766.0,20347.0,17872.0,28207.0,40755.0,1618.0,14444.0,39267.0,38260.0,46876.0,56525.0,1008.0,8240.0,11996.0,16311.0,13629.0,25893.0,1279.0,11150.0,18900.0,21933.0,26738.0,28551.0,995.0,3970.0,6588.0,6504.0,7619.0,8376.0,1328.0,17885.0,23985.0,43776.0,42116.0,48188.0,1077.0,2993.0,3534.0,3987.0,4456.0,4978.0,1137.0,15320.0,20646.0,40813.0,41741.0,50367.0,858.0,6016.0,5102.0,4260.0,5049.0,4996.0,,,712.0,695.0,,,751.0,783.0,12047.0,14930.0
920,995.0,26317.0,56044.0,63104.0,50458.0,64990.0,907.0,7720.0,16798.0,22576.0,28309.0,28122.0,1082.0,8667.0,24090.0,23916.0,45995.0,44965.0,879.0,4929.0,13658.0,12725.0,24879.0,28823.0,1195.0,13341.0,32609.0,29242.0,47752.0,52608.0,947.0,6765.0,20294.0,17834.0,28141.0,41052.0,1625.0,14436.0,39198.0,45336.0,46653.0,55935.0,1011.0,8237.0,11961.0,16291.0,13636.0,26037.0,1284.0,11175.0,18956.0,22065.0,26862.0,29392.0,1005.0,3964.0,6566.0,6524.0,7664.0,8435.0,1338.0,17847.0,23915.0,43654.0,42065.0,48119.0,1085.0,3015.0,3532.0,3973.0,4465.0,5028.0,1144.0,15394.0,20614.0,40676.0,41701.0,50284.0,853.0,6008.0,6600.0,4256.0,5128.0,5249.0,,,714.0,705.0,,,773.0,790.0,12057.0,15065.0
940,1026.5,26222.5,55822.5,63461.5,50255.5,64895.5,921.5,7731.5,16860.5,22541.5,28418.5,27794.5,1122.5,8673.5,23956.5,23823.5,45783.5,44525.5,895.5,4924.5,13642.5,12722.5,24704.5,28756.5,1214.5,13205.5,32359.5,28981.5,47265.5,52606.5,956.5,6759.5,20172.5,17762.5,27905.5,40955.5,1620.5,14391.5,39161.5,40598.5,46478.5,63001.5,1027.5,8246.5,11888.5,16250.5,13615.5,26377.5,1304.5,11123.5,18926.5,21980.5,27105.5,29749.5,1012.5,3975.5,6598.5,6502.5,7627.5,8489.5,1349.5,17695.5,23685.5,43411.5,42013.5,47804.5,1088.5,3006.5,3531.5,3992.5,4476.5,5022.5,1152.5,15352.5,20436.5,40261.5,41196.5,49854.5,869.5,5994.5,9003.5,4306.5,5242.5,7412.5,,,717.5,717.5,,,774.0,790.0,12074.0,15120.0
960,1024.5,26584.5,55901.5,63369.5,49622.5,65052.5,932.5,7724.5,16877.5,22633.5,28262.5,27653.5,1112.5,8602.5,23965.5,23568.5,45704.5,44011.5,899.5,4894.5,13503.5,12643.5,24475.5,28663.5,1213.5,13132.5,32091.5,28764.5,47176.5,52186.5,973.5,6698.5,20155.5,17572.5,27858.5,41009.5,1652.5,14425.5,39106.5,37745.5,46214.5,62426.5,1037.5,8181.5,11792.5,16124.5,13818.5,26474.5,1305.5,11151.5,18987.5,21977.5,27034.5,30083.5,1027.5,3955.5,6565.5,6477.5,7551.5,8447.5,1357.5,17695.5,23759.5,43127.5,41785.5,47601.5,1105.5,3018.5,3549.5,3973.5,4455.5,5001.5,1170.5,15385.5,20395.5,40057.5,40962.5,49781.5,871.5,6168.5,8157.5,4345.5,5282.5,9703.5,,,724.5,713.5,,,770.5,796.5,12107.5,15230.5
980,1033.5,26967.5,55777.5,63723.5,49405.5,65174.5,940.5,7751.5,16884.5,22606.5,28376.5,27784.5,1123.5,8552.5,23745.5,23504.5,45375.5,43968.5,904.5,4897.5,13503.5,12636.5,24323.5,28610.5,1224.5,13082.5,31807.5,28498.5,46842.5,52070.5,977.5,6709.5,20094.5,17586.5,27615.5,41110.5,1663.5,14319.5,38781.5,37594.5,45961.5,62897.5,1041.5,8201.5,11895.5,16333.5,13732.5,26687.5,1327.5,11154.5,18906.5,21966.5,27219.5,30299.5,1031.5,4004.5,6574.5,6479.5,7583.5,8485.5,1377.5,17663.5,23701.5,43073.5,41633.5,47313.5,1098.5,3037.5,3548.5,3994.5,4459.5,5038.5,1195.5,15409.5,20377.5,40020.5,41085.5,49812.5,888.5,6035.5,8133.5,4446.5,5365.5,9698.5,,,733.5,722.5,,,784.5,805.5,12174.5,15268.5
1000,1043.0,26864.0,55960.0,63845.0,49185.0,64887.0,956.0,7760.0,16907.0,22644.0,28319.0,28091.0,1146.0,8576.0,23664.0,23480.0,45161.0,43961.0,899.0,4866.0,13406.0,12584.0,24182.0,28498.0,1240.0,13089.0,31592.0,28374.0,46669.0,51823.0,990.0,6655.0,20056.0,17458.0,27593.0,41212.0,1674.0,14382.0,38806.0,37266.0,45945.0,62078.0,1039.0,8140.0,11790.0,16367.0,13727.0,26823.0,1341.0,11170.0,18880.0,21998.0,27244.0,30433.0,1035.0,3956.0,6569.0,6477.0,7592.0,8454.0,1390.0,17596.0,23604.0,42788.0,41493.0,47007.0,1120.0,3025.0,3510.0,3950.0,4463.0,5019.0,1205.0,15416.0,20317.0,39707.0,40576.0,49216.0,889.0,6121.0,8324.0,4424.0,5455.0,9342.0,,,746.0,728.0,,,791.5,810.5,12165.5,15410.5
1020,1053.5,26883.5,55866.5,63878.5,48762.5,64829.5,962.5,7806.5,16973.5,22647.5,28561.5,27882.5,1163.5,8540.5,23531.5,23391.5,44850.5,43420.5,922.5,4870.5,13351.5,12525.5,24040.5,28434.5,1251.5,13040.5,31417.5,28230.5,46380.5,51489.5,999.5,6622.5,19950.5,17408.5,27400.5,41275.5,1693.5,14273.5,38682.5,37334.5,45454.5,62658.5,1062.5,8108.5,11847.5,16366.5,13748.5,26941.5,1362.5,11173.5,18931.5,22003.5,27411.5,30618.5,1053.5,3971.5,6542.5,6474.5,7563.5,8488.5,1409.5,17596.5,23530.5,42557.5,41336.5,47018.5,1132.5,3047.5,3534.5,3980.5,4437.5,5019.5,1231.5,15526.5,20263.5,39356.5,40293.5,49113.5,909.5,6037.5,7583.5,4485.5,5499.5,9748.5,,,755.5,753.5,,,796.0,819.0,12241.0,15564.0
1040,1054.5,26931.5,55677.5,63724.5,48500.5,64910.5,955.5,7789.5,16950.5,22575.5,28304.5,28029.5,1162.5,8528.5,23450.5,23207.5,44705.5,43298.5,925.5,4856.5,13307.5,12479.5,23857.5,28379.5,1248.5,13008.5,31070.5,27962.5,45850.5,51213.5,988.5,6639.5,19876.5,17245.5,27312.5,41297.5,1688.5,14178.5,38367.5,37216.5,45018.5,62894.5,1069.5,8141.5,11896.5,16446.5,13723.5,27018.5,1355.5,11166.5,18797.5,21931.5,27217.5,31573.5,1056.5,3959.5,6556.5,6479.5,7553.5,8491.5,1403.5,17645.5,23337.5,42403.5,41028.5,46716.5,1128.5,3047.5,3529.5,3976.5,4442.5,5041.5,1239.5,15514.5,20032.5,39253.5,40177.5,48760.5,903.5,6258.5,7907.5,4503.5,9661.5,8820.5,,,758.5,750.5,,,798.5,828.5,12306.5,15540.5
1060,1096.0,26947.0,55864.0,63632.0,48416.0,64951.0,997.0,7807.0,16969.0,22669.0,28383.0,27991.0,1188.0,8523.0,23253.0,23153.0,44337.0,43080.0,936.0,4880.0,13252.0,12433.0,23880.0,28495.0,1270.0,12960.0,31095.0,27783.0,45890.0,51113.0,1005.0,6645.0,19983.0,17234.0,27286.0,41478.0,1710.0,14184.0,38400.0,37269.0,45121.0,63535.0,1087.0,8098.0,11915.0,16528.0,13717.0,27121.0,1365.0,11155.0,18927.0,22115.0,27461.0,31875.0,1064.0,3990.0,6565.0,6482.0,7547.0,8602.0,1423.0,17581.0,23242.0,42372.0,41198.0,46648.0,1142.0,3061.0,3555.0,3979.0,4443.0,5060.0,1255.0,15930.0,20074.0,39117.0,39914.0,48698.0,913.0,6043.0,7881.0,4533.0,10638.0,9145.0,,,769.0,765.0,,,805.0,830.0,12347.0,15647.0
1080,1086.5,26901.5,57784.5,63939.5,47968.5,64669.5,992.5,7829.5,16922.5,22731.5,28377.5,27919.5,1201.5,8515.5,23119.5,23115.5,44171.5,42918.5,940.5,4836.5,13222.5,12395.5,23739.5,28324.5,1284.5,12855.5,30798.5,27719.5,45730.5,50691.5,1002.5,6626.5,19939.5,17150.5,27218.5,41518.5,1727.5,14140.5,38174.5,37004.5,44792.5,63291.5,1074.5,8122.5,11877.5,16679.5,13723.5,27526.5,1384.5,11148.5,18744.5,22030.5,27433.5,32319.5,1077.5,3977.5,6530.5,6465.5,7529.5,8606.5,1431.5,17514.5,23147.5,42034.5,40869.5,46145.5,1149.5,3061.5,3544.5,3966.5,4428.5,5068.5,1266.5,15998.5,19903.5,38549.5,39680.5,48353.5,923.5,6151.5,8361.5,4560.5,9655.5,9132.5,,,765.5,770.5,,,813.5,841.5,12306.5,15751.5
1100,1106.0,26923.0,57968.0,63640.0,47955.0,65653.0,1000.0,7825.0,16958.0,22667.0,28568.0,28286.0,1206.0,8499.0,23130.0,23046.0,43902.0,42518.0,956.0,4832.0,13121.0,12340.0,23635.0,28517.0,1294.0,12969.0,30717.0,27336.0,45496.0,50627.0,1014.0,6625.0,19862.0,17067.0,27224.0,41594.0,1750.0,14118.0,38115.0,36709.0,44628.0,63421.0,1091.0,8134.0,11611.0,16749.0,13689.0,27721.0,1404.0,11173.0,18683.0,21934.0,27479.0,31536.0,1078.0,3976.0,6536.0,6467.0,7518.0,8616.0,1446.0,17352.0,23087.0,41663.0,40817.0,45786.0,1163.0,3060.0,3537.0,3962.0,4434.0,5071.0,1280.0,16074.0,19817.0,38352.0,39196.0,47864.0,932.0,6152.0,7958.0,4705.0,9555.0,9560.0,,,775.0,769.0,,,837.0,849.0,12376.0,15849.0
1120,1110.0,27075.0,58230.0,63626.0,47402.0,64686.0,1027.0,7814.0,16918.0,22660.0,28432.0,27964.0,1247.0,8467.0,22853.0,22870.0,43534.0,42485.0,957.0,4814.0,13105.0,12334.0,23594.0,28514.0,1293.0,12915.0,30393.0,27194.0,45006.0,50154.0,1030.0,6617.0,19939.0,17029.0,27259.0,41724.0,1751.0,14154.0,38001.0,36512.0,44215.0,62956.0,1100.0,8099.0,11534.0,17018.0,13632.0,27889.0,1401.0,11156.0,18638.0,22038.0,27433.0,29316.0,1097.0,4002.0,6496.0,6447.0,7513.0,8694.0,1446.0,17397.0,23016.0,41713.0,40689.0,45695.0,1172.0,3066.0,3555.0,3975.0,4444.0,5083.0,1307.0,15514.0,19724.0,38125.0,39051.0,47649.0,930.0,6119.0,7798.0,8140.0,9153.0,9599.0,,,788.0,794.0,,,831.5,836.5,12415.5,15904.5
1140,1136.5,26839.5,58971.5,63560.5,47207.5,64276.5,1028.5,7855.5,16938.5,22693.5,28572.5,28244.5,1237.5,8446.5,22806.5,22785.5,43284.5,41960.5,970.5,4830.5,13002.5,12284.5,23410.5,28421.5,1304.5,12922.5,30203.5,27087.5,44711.5,50063.5,1037.5,6602.5,19802.5,16919.5,27053.5,41765.5,1771.5,14180.5,37553.5,36503.5,43667.5,62738.5,1116.5,8049.5,11564.5,18563.5,13641.5,28143.5,1418.5,11117.5,18556.5,21937.5,27235.5,29054.5,1101.5,3966.5,6512.5,6411.5,7477.5,8713.5,1475.5,17227.5,22801.5,41467.5,40543.5,45236.5,1177.5,3082.5,3557.5,3978.5,4419.5,5090.5,1292.5,15950.5,19558.5,37721.5,38539.5,47546.5,952.5,6143.5,7954.5,7825.5,9262.5,9524.5,,,788.5,792.5,,,831.0,850.0,12455.0,15922.0
