time,e20x33_0,e20x33_1,e20x33_2,e20x33_3,e20x33_4,e20x33_5,e20x32gp411_0,e20x32gp411_1,e20x32gp411_2,e20x32gp411_3,e20x32gp411_4,e20x32gp411_5,e32x33_0,e32x33_1,e32x33_2,e32x33_3,e32x33_4,e32x33_5,e32x30SspGyrB_0,e32x30SspGyrB_1,e32x30SspGyrB_2,e32x30SspGyrB_3,e32x30SspGyrB_4,e32x30SspGyrB_5,e34x33_0,e34x33_1,e34x33_2,e34x33_3,e34x33_4,e34x33_5,e34x30MjaKlbA_0,e34x30MjaKlbA_1,e34x30MjaKlbA_2,e34x30MjaKlbA_3,e34x30MjaKlbA_4,e34x30MjaKlbA_5,e38x33_0,e38x33_1,e38x33_2,e38x33_3,e38x33_4,e38x33_5,e38x32gp418_0,e38x32gp418_1,e38x32gp418_2,e38x32gp418_3,e38x32gp418_4,e38x32gp418_5,e41x33_0,e41x33_1,e41x33_2,e41x33_3,e41x33_4,e41x33_5,e41x32NrdJ1_0,e41x32NrdJ1_1,e41x32NrdJ1_2,e41x32NrdJ1_3,e41x32NrdJ1_4,e41x32NrdJ1_5,e42x33_0,e42x33_1,e42x33_2,e42x33_3,e42x33_4,e42x33_5,e42x32STIMPDH1_0,e42x32STIMPDH1_1,e42x32STIMPDH1_2,e42x32STIMPDH1_3,e42x32STIMPDH1_4,e42x32STIMPDH1_5,Blank_Kan_1,Blank_Kan_1,negative-control-kan_1,negative-control-kan_1,Blank_Amp_1,Blank_Amp_1,negative-control-amp_1,negative-control-amp_1,positive-control-amp_1,positive-control-amp_1
660,1012.0,5170.0,19480.0,27694.0,29852.0,29388.0,851.0,918.0,4282.0,17744.0,24715.0,37683.0,1076.0,4313.0,25712.0,41829.0,44055.0,44070.0,827.0,842.0,2582.0,22755.0,35990.0,53501.0,1313.0,9884.0,32834.0,37007.0,38935.0,39715.0,857.0,847.0,1049.0,9976.0,18781.0,26311.0,1084.0,6648.0,17519.0,20181.0,17411.0,14780.0,843.0,829.0,1419.0,10698.0,14135.0,17793.0,1086.0,8635.0,27551.0,37420.0,37543.0,36470.0,774.0,782.0,978.0,6627.0,15405.0,16875.0,948.0,6147.0,29259.0,38408.0,38742.0,40662.0,777.0,777.0,1417.0,13378.0,22390.0,35418.0,,,768.0,738.0,,,942.5,887.5,14588.5,15841.5
680,1009.5,5146.5,19509.5,27574.5,29840.5,29304.5,866.5,916.5,4290.5,17702.5,24638.5,37732.5,1089.5,4309.5,25591.5,41754.5,44016.5,43932.5,828.5,845.5,2616.5,22707.5,36090.5,53315.5,1313.5,9889.5,32875.5,37025.5,38669.5,39727.5,861.5,850.5,1055.5,9963.5,18738.5,26239.5,1100.5,6632.5,17519.5,20189.5,17328.5,14728.5,848.5,823.5,1436.5,10678.5,14074.5,17830.5,1081.5,8637.5,27439.5,37357.5,37404.5,36333.5,784.5,778.5,998.5,6663.5,15431.5,16837.5,948.5,6124.5,29292.5,38278.5,38748.5,40573.5,785.5,776.5,1424.5,13383.5,22290.5,35341.5,,,770.5,730.5,,,950.0,904.0,14648.0,15874.0
700,1031.0,5169.0,19540.0,27626.0,29680.0,29331.0,879.0,949.0,4326.0,17807.0,24742.0,37807.0,1097.0,4320.0,25576.0,41919.0,44057.0,43925.0,842.0,863.0,2619.0,22750.0,36189.0,53451.0,1328.0,9884.0,33035.0,37060.0,38700.0,39811.0,881.0,858.0,1073.0,9994.0,18807.0,26295.0,1112.0,6685.0,17604.0,20282.0,17366.0,14802.0,861.0,854.0,1440.0,10710.0,14158.0,17864.0,1096.0,8638.0,27457.0,37356.0,37432.0,36358.0,798.0,791.0,1006.0,6644.0,15424.0,16855.0,959.0,6145.0,29155.0,38419.0,38758.0,40521.0,788.0,800.0,1432.0,13365.0,22286.0,35360.0,,,776.0,745.0,,,965.0,926.0,14715.0,16025.0
720,1035.5,5172.5,19577.5,27680.5,29617.5,29199.5,895.5,965.5,4329.5,17782.5,24774.5,38017.5,1102.5,4336.5,25576.5,41843.5,44068.5,43916.5,871.5,880.5,2626.5,22796.5,36138.5,53562.5,1339.5,9879.5,33225.5,36997.5,38454.5,39714.5,895.5,876.5,1099.5,10011.5,18741.5,26278.5,1130.5,6673.5,17635.5,20418.5,17403.5,14901.5,884.5,859.5,1470.5,10752.5,14148.5,17876.5,1114.5,8661.5,27325.5,37444.5,37492.5,36315.5,818.5,798.5,1025.5,6689.5,15456.5,16818.5,979.5,6155.5,29316.5,38407.5,38749.5,40622.5,804.5,808.5,1461.5,13457.5,22331.5,35457.5,,,805.5,769.5,,,971.5,932.5,14822.5,16070.5
740,1052.0,5159.0,19595.0,27513.0,29440.0,29149.0,905.0,985.0,4365.0,17763.0,24739.0,38001.0,1121.0,4355.0,25481.0,41794.0,44229.0,43876.0,866.0,898.0,2654.0,22778.0,36075.0,53626.0,1349.0,9834.0,33228.0,36941.0,38259.0,39760.0,907.0,890.0,1115.0,10000.0,18790.0,26409.0,1137.0,6672.0,17641.0,20374.0,17467.0,14804.0,892.0,869.0,1477.0,10799.0,14162.0,17934.0,1124.0,8595.0,27224.0,37241.0,37422.0,36392.0,825.0,813.0,1030.0,6679.0,15448.0,16909.0,984.0,6141.0,29116.0,38581.0,38681.0,40706.0,816.0,816.0,1477.0,13417.0,22305.0,35371.0,,,805.0,781.0,,,983.0,936.0,14923.0,16315.0
760,1080.0,5183.0,19575.0,27514.0,29555.0,29047.0,929.0,987.0,4374.0,17863.0,24810.0,38051.0,1132.0,4406.0,25297.0,41998.0,43920.0,44082.0,884.0,903.0,2655.0,22765.0,36113.0,53512.0,1357.0,9823.0,33169.0,37080.0,38171.0,39725.0,936.0,906.0,1134.0,10025.0,18754.0,26399.0,1135.0,6639.0,17678.0,20433.0,17887.0,14830.0,908.0,881.0,1498.0,10746.0,14163.0,17941.0,1131.0,8564.0,27165.0,37245.0,37320.0,36393.0,838.0,832.0,1056.0,6685.0,15372.0,16895.0,1002.0,6147.0,29161.0,38507.0,38655.0,40709.0,836.0,842.0,1493.0,13422.0,22264.0,35367.0,,,815.0,789.0,,,1004.0,966.0,14974.0,16351.0
780,1088.0,5147.0,19506.0,27393.0,29293.0,29027.0,934.0,996.0,4376.0,17821.0,24826.0,38117.0,1144.0,4378.0,25261.0,41875.0,43969.0,44053.0,900.0,921.0,2666.0,22696.0,36206.0,53566.0,1373.0,9812.0,33290.0,36857.0,37980.0,39447.0,938.0,916.0,1140.0,10035.0,18815.0,26314.0,1157.0,6656.0,17735.0,20453.0,17441.0,14804.0,911.0,897.0,1516.0,10756.0,14218.0,17982.0,1145.0,8588.0,27208.0,37349.0,37304.0,36297.0,845.0,845.0,1058.0,6696.0,15383.0,16894.0,1009.0,6156.0,29165.0,38405.0,38641.0,40562.0,839.0,851.0,1509.0,13413.0,22289.0,35422.0,,,830.0,801.0,,,1009.5,972.5,15114.5,16527.5
800,1096.0,5154.0,19491.0,27238.0,29171.0,28930.0,953.0,1012.0,4422.0,17834.0,24845.0,37872.0,1144.0,4370.0,25103.0,41851.0,43859.0,43878.0,907.0,929.0,2676.0,22713.0,36126.0,53490.0,1377.0,9721.0,33180.0,36671.0,37737.0,39286.0,944.0,922.0,1163.0,9982.0,18783.0,26376.0,1161.0,6652.0,17678.0,20465.0,17388.0,14811.0,916.0,904.0,1521.0,10750.0,14197.0,17981.0,1156.0,8574.0,26925.0,37204.0,37220.0,36241.0,856.0,843.0,1078.0,6678.0,15357.0,16897.0,1017.0,6122.0,29137.0,38359.0,38590.0,40596.0,841.0,852.0,1519.0,13423.0,22227.0,35399.0,,,832.0,812.0,,,1025.5,999.5,15148.5,16571.5
820,1102.0,5145.0,19418.0,27151.0,29033.0,28837.0,950.0,1026.0,4414.0,17875.0,24835.0,37937.0,1155.0,4382.0,25166.0,41826.0,43898.0,43851.0,912.0,943.0,2687.0,22806.0,36035.0,53563.0,1374.0,9726.0,33110.0,36543.0,37536.0,39359.0,950.0,937.0,1169.0,10133.0,18751.0,26318.0,1172.0,6653.0,17744.0,20525.0,17384.0,14850.0,939.0,908.0,1527.0,10789.0,14165.0,17985.0,1153.0,8579.0,27029.0,37085.0,37216.0,36334.0,871.0,867.0,1092.0,6729.0,15348.0,16885.0,1037.0,6134.0,28973.0,38476.0,38648.0,40448.0,866.0,873.0,1530.0,13406.0,22332.0,35327.0,,,843.0,814.0,,,1035.5,1008.5,15283.5,16784.5
840,1110.0,5156.0,19421.0,27219.0,29048.0,28712.0,966.0,1050.0,4422.0,17927.0,24918.0,37973.0,1171.0,4394.0,24981.0,41832.0,43805.0,43869.0,934.0,948.0,2715.0,22881.0,36190.0,53645.0,1388.0,9748.0,33246.0,36668.0,37435.0,39350.0,967.0,944.0,1175.0,9982.0,18769.0,26428.0,1179.0,6682.0,17801.0,20647.0,17414.0,14862.0,942.0,923.0,1547.0,10803.0,14269.0,18021.0,1156.0,8558.0,26824.0,37004.0,37053.0,36165.0,880.0,876.0,1105.0,6697.0,15326.0,16908.0,1036.0,6142.0,28892.0,38547.0,38723.0,40733.0,862.0,879.0,1549.0,13417.0,22384.0,35308.0,,,851.0,821.0,,,1044.5,1018.5,15381.5,16818.5
860,1125.0,5162.0,19518.0,27159.0,28793.0,28739.0,993.0,1058.0,4472.0,17924.0,25052.0,37960.0,1189.0,4386.0,25038.0,41876.0,43801.0,43963.0,943.0,965.0,2711.0,22703.0,36036.0,53667.0,1391.0,9715.0,33229.0,36696.0,37311.0,39329.0,984.0,970.0,1200.0,10021.0,18740.0,26374.0,1195.0,6695.0,17756.0,20636.0,17404.0,14902.0,960.0,944.0,1562.0,10822.0,14243.0,18001.0,1177.0,8518.0,26806.0,37051.0,37177.0,36257.0,886.0,888.0,1122.0,6736.0,15317.0,16915.0,1053.0,6140.0,28956.0,38520.0,38642.0,40592.0,882.0,889.0,1561.0,13450.0,22217.0,35303.0,,,870.0,841.0,,,1070.5,1026.5,15505.5,16970.5
880,1130.5,5177.5,19381.5,26950.5,28691.5,28520.5,997.5,1073.5,4467.5,17830.5,25034.5,38057.5,1203.5,4391.5,24921.5,41856.5,43740.5,43843.5,954.5,979.5,2742.5,22760.5,36172.5,53687.5,1392.5,9652.5,33121.5,36569.5,37067.5,39101.5,984.5,978.5,1220.5,9989.5,18738.5,26308.5,1213.5,6670.5,17860.5,20639.5,17471.5,14934.5,961.5,958.5,1577.5,10879.5,14252.5,18034.5,1186.5,8524.5,26739.5,36983.5,37136.5,36231.5,904.5,892.5,1139.5,6734.5,15371.5,16911.5,1066.5,6148.5,28834.5,38422.5,38653.5,40673.5,893.5,893.5,1587.5,13420.5,22221.5,35318.5,,,878.5,835.5,,,1079.0,1033.0,15608.0,17126.0
900,1137.0,5162.0,19286.0,26809.0,28624.0,28400.0,1018.0,1084.0,4480.0,17786.0,24938.0,37902.0,1221.0,4383.0,24637.0,41841.0,43629.0,43659.0,967.0,986.0,2763.0,22727.0,36060.0,53519.0,1411.0,9622.0,33123.0,36557.0,36742.0,38836.0,995.0,981.0,1226.0,9980.0,18713.0,26251.0,1226.0,6639.0,17753.0,20651.0,17359.0,14893.0,967.0,951.0,1581.0,10801.0,14224.0,18015.0,1203.0,8473.0,26621.0,36976.0,36875.0,35972.0,902.0,908.0,1159.0,6721.0,15283.0,16833.0,1073.0,6108.0,28753.0,38419.0,38473.0,40556.0,893.0,914.0,1582.0,13358.0,22130.0,35069.0,,,894.0,857.0,,,1089.0,1054.0,15613.0,17260.0
920,1161.0,5162.0,19285.0,26791.0,28403.0,28248.0,1033.0,1091.0,4484.0,17862.0,24972.0,37864.0,1212.0,4395.0,24650.0,41644.0,43629.0,43704.0,978.0,1000.0,2751.0,22710.0,36022.0,53631.0,1418.0,9590.0,33018.0,36392.0,36763.0,38788.0,1015.0,1003.0,1244.0,9979.0,18733.0,26274.0,1227.0,6678.0,17811.0,20718.0,17337.0,14813.0,991.0,986.0,1596.0,10889.0,14287.0,18038.0,1217.0,8516.0,26509.0,36805.0,36893.0,35947.0,921.0,915.0,1164.0,6746.0,15322.0,17045.0,1079.0,6109.0,28740.0,38468.0,38594.0,40534.0,911.0,919.0,1603.0,13397.0,22268.0,35150.0,,,903.0,878.0,,,1112.5,1075.5,15760.5,17385.5
940,1156.5,5164.5,19246.5,26706.5,28388.5,28333.5,1055.5,1111.5,4508.5,17847.5,24989.5,37939.5,1233.5,4378.5,24549.5,41635.5,43529.5,43510.5,993.5,1007.5,2777.5,22696.5,36126.5,53718.5,1427.5,9524.5,33062.5,36393.5,36670.5,38487.5,1022.5,995.5,1256.5,9997.5,18686.5,26439.5,1235.5,6658.5,17761.5,20692.5,17399.5,14875.5,1003.5,982.5,1600.5,10905.5,14207.5,18052.5,1211.5,8468.5,26463.5,36743.5,36932.5,35869.5,924.5,935.5,1187.5,6759.5,15360.5,17032.5,1088.5,6099.5,28594.5,38498.5,38615.5,40559.5,921.5,935.5,1628.5,13445.5,22204.5,35274.5,,,910.5,879.5,,,1119.5,1087.5,15949.5,17558.5
960,1183.5,5169.5,19325.5,26676.5,28313.5,28179.5,1070.5,1132.5,4569.5,17956.5,25073.5,37879.5,1245.5,4412.5,24543.5,41631.5,43502.5,43705.5,1006.5,1035.5,2778.5,22704.5,35977.5,53489.5,1426.5,9585.5,32999.5,36304.5,36541.5,38637.5,1031.5,1010.5,1285.5,10011.5,18681.5,26280.5,1264.5,6676.5,17783.5,20829.5,17336.5,14932.5,1009.5,1002.5,1620.5,10903.5,14273.5,18078.5,1218.5,8451.5,26432.5,36827.5,36927.5,35912.5,945.5,939.5,1194.5,6749.5,15298.5,16959.5,1102.5,6118.5,28630.5,38405.5,38629.5,40688.5,930.5,946.5,1634.5,13327.5,22221.5,35217.5,,,922.5,898.5,,,1127.0,1092.0,16057.0,17719.0
980,1189.0,5193.0,19373.0,26629.0,28102.0,28065.0,1084.0,1147.0,4557.0,17935.0,25049.0,38210.0,1272.0,4412.0,24440.0,41799.0,43616.0,43576.0,1022.0,1044.0,2799.0,22740.0,36162.0,53798.0,1446.0,9579.0,33001.0,36452.0,36541.0,38658.0,1051.0,1035.0,1299.0,10086.0,18766.0,26432.0,1253.0,6709.0,17849.0,20768.0,17378.0,14917.0,1016.0,1007.0,1647.0,10922.0,14280.0,18094.0,1244.0,8483.0,26409.0,36800.0,37025.0,35939.0,966.0,967.0,1232.0,6781.0,15328.0,17015.0,1114.0,6133.0,28619.0,38594.0,38763.0,40782.0,953.0,956.0,1668.0,13401.0,22240.0,35214.0,,,942.0,897.0,,,1139.0,1118.0,16187.0,17897.0
1000,1206.5,5211.5,19374.5,26608.5,28123.5,27976.5,1103.5,1162.5,4600.5,18027.5,25206.5,38326.5,1275.5,4404.5,24481.5,41658.5,43644.5,43580.5,1024.5,1055.5,2813.5,22740.5,36226.5,53802.5,1460.5,9576.5,33101.5,36099.5,36501.5,38532.5,1066.5,1040.5,1314.5,10067.5,18743.5,26442.5,1266.5,6728.5,17970.5,20829.5,17397.5,14977.5,1037.5,1032.5,1662.5,10985.5,14267.5,18126.5,1261.5,8473.5,26435.5,36712.5,36866.5,35912.5,977.5,974.5,1234.5,6818.5,15349.5,17087.5,1124.5,6123.5,28531.5,38654.5,38719.5,40685.5,954.5,982.5,1673.5,13405.5,22223.5,35243.5,,,958.5,915.5,,,1157.5,1120.5,16188.5,18092.5
1020,1233.0,5214.0,19383.0,26540.0,27979.0,27946.0,1112.0,1183.0,4583.0,18020.0,25191.0,38413.0,1288.0,4418.0,24308.0,41640.0,43562.0,43493.0,1041.0,1067.0,2842.0,22817.0,36136.0,53772.0,1460.0,9564.0,33078.0,36114.0,36418.0,38392.0,1069.0,1051.0,1319.0,10094.0,18794.0,26405.0,1287.0,6753.0,17965.0,20901.0,17419.0,14967.0,1049.0,1036.0,1679.0,10978.0,14297.0,18141.0,1265.0,8491.0,26399.0,36836.0,36907.0,35925.0,988.0,992.0,1249.0,6797.0,15340.0,17130.0,1132.0,6148.0,28694.0,38820.0,38840.0,40965.0,975.0,996.0,1687.0,13410.0,22184.0,35203.0,,,965.0,925.0,,,1175.5,1136.5,16387.5,18192.5
1040,1235.5,5214.5,19348.5,26436.5,27946.5,27881.5,1116.5,1192.5,4606.5,18056.5,25305.5,38181.5,1304.5,4444.5,24227.5,41584.5,43679.5,43537.5,1050.5,1084.5,2856.5,22818.5,36264.5,53861.5,1483.5,9559.5,33143.5,36197.5,36340.5,38337.5,1077.5,1070.5,1344.5,10092.5,18797.5,26527.5,1292.5,6736.5,17899.5,20905.5,17452.5,15016.5,1058.5,1048.5,1693.5,10998.5,14343.5,18135.5,1278.5,8500.5,26356.5,36700.5,36886.5,35872.5,998.5,1006.5,1265.5,6839.5,15408.5,17197.5,1153.5,6169.5,28558.5,38589.5,38858.5,40940.5,991.5,1007.5,1709.5,13444.5,22263.5,35288.5,,,971.5,939.5,,,1184.0,1146.0,16414.0,18324.0
1060,1245.0,5224.0,19313.0,26424.0,27897.0,27772.0,1143.0,1208.0,4645.0,18109.0,25317.0,38337.0,1308.0,4449.0,24187.0,41665.0,43494.0,43559.0,1074.0,1102.0,2862.0,22840.0,36243.0,54004.0,1477.0,9549.0,33046.0,36097.0,36394.0,38426.0,1100.0,1080.0,1365.0,10112.0,18753.0,26490.0,1321.0,6746.0,18040.0,21066.0,17424.0,14987.0,1077.0,1063.0,1707.0,11028.0,14343.0,18163.0,1285.0,8498.0,26339.0,36662.0,36880.0,35815.0,1005.0,1018.0,1268.0,6828.0,15367.0,17207.0,1163.0,6192.0,28616.0,38892.0,39071.0,41060.0,1011.0,1015.0,1730.0,13455.0,22265.0,35351.0,,,992.0,946.0,,,1207.5,1167.5,16519.5,18557.5
1080,1258.5,5213.5,19269.5,26376.5,27810.5,27668.5,1163.5,1224.5,4669.5,18093.5,25280.5,38374.5,1332.5,4466.5,24134.5,41687.5,43632.5,43566.5,1089.5,1106.5,2884.5,22789.5,36272.5,53901.5,1496.5,9522.5,32977.5,36161.5,36274.5,38379.5,1121.5,1099.5,1377.5,10136.5,18818.5,26483.5,1315.5,6772.5,17980.5,21041.5,17400.5,15039.5,1094.5,1077.5,1718.5,11037.5,14380.5,18232.5,1315.5,8485.5,26265.5,36529.5,36767.5,35722.5,1020.5,1017.5,1298.5,6858.5,15350.5,17423.5,1183.5,6181.5,28501.5,38719.5,39045.5,40938.5,1020.5,1039.5,1745.5,13435.5,22288.5,35248.5,,,993.5,957.5,,,1219.0,1177.0,16653.0,18660.0
1100,1265.5,5232.5,19271.5,26205.5,27697.5,27571.5,1166.5,1243.5,4677.5,18067.5,25449.5,38152.5,1340.5,4458.5,24100.5,41584.5,43683.5,43435.5,1088.5,1121.5,2907.5,22768.5,36297.5,53973.5,1496.5,9514.5,32907.5,36046.5,36075.5,38391.5,1122.5,1101.5,1381.5,10152.5,18776.5,26455.5,1338.5,6749.5,18051.5,21079.5,17386.5,15060.5,1099.5,1091.5,1738.5,11013.5,14406.5,18173.5,1324.5,8461.5,26130.5,36704.5,36678.5,35774.5,1025.5,1036.5,1304.5,6863.5,15306.5,17236.5,1175.5,6146.5,28456.5,38523.5,38866.5,40929.5,1028.5,1043.5,1764.5,13465.5,22309.5,35276.5,,,1009.5,974.5,,,1224.5,1202.5,16812.5,18860.5
1120,1272.5,5215.5,19212.5,26075.5,27510.5,27416.5,1191.5,1256.5,4687.5,18059.5,25388.5,38199.5,1344.5,4462.5,24034.5,41503.5,43274.5,43440.5,1101.5,1131.5,2910.5,22829.5,36217.5,53564.5,1511.5,9480.5,32852.5,35888.5,36039.5,38073.5,1130.5,1116.5,1402.5,10095.5,18762.5,26474.5,1341.5,6726.5,18068.5,21141.5,17426.5,15050.5,1098.5,1097.5,1752.5,11032.5,14283.5,18169.5,1317.5,8486.5,26191.5,36465.5,36748.5,35799.5,1039.5,1038.5,1328.5,6872.5,15346.5,17432.5,1197.5,6159.5,28451.5,38654.5,38958.5,40963.5,1033.5,1054.5,1750.5,13440.5,22243.5,35177.5,,,1025.5,1001.5,,,1236.5,1211.5,16878.5,18859.5
1140,1303.5,5219.5,19274.5,26087.5,27449.5,27389.5,1189.5,1283.5,4726.5,18088.5,25327.5,38085.5,1377.5,4463.5,24018.5,41515.5,43249.5,43367.5,1113.5,1133.5,2909.5,22754.5,36198.5,53801.5,1521.5,9486.5,32780.5,35812.5,36091.5,38232.5,1146.5,1129.5,1419.5,10131.5,18750.5,26562.5,1368.5,6762.5,18086.5,21113.5,17356.5,15034.5,1112.5,1105.5,1760.5,11019.5,14360.5,18227.5,1335.5,8458.5,26080.5,36447.5,36625.5,35701.5,1046.5,1062.5,1332.5,6894.5,15392.5,17414.5,1204.5,6183.5,28461.5,38744.5,39043.5,41067.5,1044.5,1069.5,1784.5,13466.5,22346.5,35463.5,,,1035.5,1006.5,,,1247.5,1219.5,16937.5,18973.5
1160,1314.0,5225.0,19251.0,26008.0,27466.0,27218.0,1216.0,1295.0,4739.0,18029.0,25526.0,38149.0,1382.0,4474.0,23867.0,41437.0,43313.0,43272.0,1123.0,1151.0,2943.0,22850.0,36299.0,53862.0,1525.0,9470.0,32767.0,35952.0,36016.0,38013.0,1152.0,1144.0,1440.0,10122.0,18684.0,26449.0,1386.0,6733.0,18055.0,21099.0,17420.0,15040.0,1139.0,1121.0,1779.0,11006.0,14383.0,18176.0,1354.0,8459.0,25978.0,36424.0,36609.0,35740.0,1071.0,1087.0,1365.0,6891.0,15298.0,17350.0,1221.0,6161.0,28348.0,38628.0,39076.0,40915.0,1064.0,1075.0,1798.0,13449.0,22341.0,35307.0,,,1051.0,1003.0,,,1268.5,1228.5,17079.5,19111.5
1180,1312.5,5206.5,19209.5,25959.5,27281.5,27177.5,1244.5,1311.5,4747.5,18117.5,25331.5,38170.5,1391.5,4458.5,23715.5,41349.5,43149.5,43118.5,1141.5,1159.5,2951.5,22722.5,36258.5,53653.5,1528.5,9417.5,32742.5,35850.5,35947.5,38035.5,1156.5,1152.5,1443.5,10122.5,18708.5,26549.5,1390.5,6755.5,18093.5,21142.5,17401.5,15088.5,1134.5,1129.5,1788.5,10998.5,14418.5,18156.5,1352.5,8458.5,25867.5,36281.5,36705.5,35727.5,1080.5,1087.5,1368.5,6893.5,15323.5,17297.5,1219.5,6172.5,28296.5,38629.5,39068.5,40997.5,1066.5,1088.5,1795.5,13419.5,22261.5,35307.5,,,1061.5,1022.5,,,1275.5,1250.5,17168.5,19270.5
1200,1338.0,5216.0,19289.0,25803.0,27260.0,27178.0,1256.0,1324.0,4776.0,18188.0,25468.0,38231.0,1409.0,4479.0,23817.0,41333.0,43105.0,43292.0,1145.0,1179.0,2975.0,22799.0,36284.0,53675.0,1539.0,9437.0,32796.0,35816.0,36008.0,37957.0,1182.0,1165.0,1459.0,10163.0,18730.0,26568.0,1418.0,6774.0,18087.0,21097.0,17437.0,15094.0,1154.0,1151.0,1823.0,11060.0,14453.0,18224.0,1381.0,8435.0,25866.0,36233.0,36437.0,35683.0,1083.0,1091.0,1380.0,6889.0,15352.0,17397.0,1243.0,6195.0,28357.0,38739.0,39270.0,41292.0,1098.0,1103.0,1825.0,13476.0,22288.0,35537.0,,,1068.0,1045.0,,,1291.5,1250.5,17176.5,19338.5
1220,1343.5,5241.5,19211.5,25802.5,27153.5,27035.5,1260.5,1327.5,4783.5,18177.5,25407.5,38218.5,1411.5,4474.5,23685.5,41393.5,43043.5,43231.5,1169.5,1196.5,2978.5,22826.5,36227.5,53875.5,1548.5,9464.5,32648.5,35784.5,35906.5,37907.5,1167.5,1168.5,1464.5,10147.5,18698.5,26466.5,1417.5,6784.5,18150.5,21237.5,17412.5,15055.5,1160.5,1153.5,1815.5,11058.5,14374.5,18164.5,1371.5,8463.5,25941.5,36146.5,36586.5,35554.5,1097.5,1100.5,1398.5,6922.5,15405.5,17451.5,1240.5,6153.5,28248.5,38736.5,39303.5,41055.5,1089.5,1122.5,1838.5,13438.5,22263.5,35457.5,,,1078.5,1044.5,,,1311.0,1267.0,17212.0,19488.0
1240,1365.0,5214.0,19194.0,25714.0,27018.0,26938.0,1273.0,1359.0,4796.0,18147.0,25458.0,38237.0,1446.0,4474.0,23658.0,41197.0,42982.0,43076.0,1178.0,1211.0,2989.0,22735.0,36252.0,53914.0,1560.0,9373.0,32590.0,35543.0,35925.0,37826.0,1201.0,1180.0,1486.0,10134.0,18806.0,26532.0,1440.0,6775.0,18061.0,21147.0,17378.0,15090.0,1170.0,1163.0,1820.0,11017.0,14372.0,18225.0,1391.0,8434.0,25829.0,36001.0,36504.0,35455.0,1116.0,1111.0,1405.0,6907.0,15378.0,17330.0,1257.0,6173.0,28126.0,38483.0,39060.0,41050.0,1106.0,1132.0,1853.0,13498.0,22229.0,35485.0,,,1100.0,1056.0,,,1312.5,1289.5,17290.5,19568.5
1260,1368.0,5234.0,19167.0,25737.0,26857.0,26686.0,1303.0,1373.0,4787.0,18090.0,25370.0,38278.0,1449.0,4490.0,23728.0,41126.0,43011.0,43110.0,1180.0,1219.0,3005.0,22707.0,36252.0,53855.0,1573.0,9398.0,32683.0,35649.0,35920.0,38015.0,1207.0,1190.0,1505.0,10137.0,18672.0,26633.0,1457.0,6793.0,18099.0,21211.0,17331.0,15110.0,1184.0,1170.0,1833.0,11068.0,14411.0,18143.0,1391.0,8472.0,25864.0,36139.0,36558.0,35654.0,1113.0,1127.0,1416.0,6912.0,15384.0,17381.0,1276.0,6185.0,28143.0,38593.0,39317.0,41178.0,1122.0,1135.0,1865.0,13478.0,22275.0,35362.0,,,1105.0,1071.0,,,1324.5,1293.5,17347.5,19707.5
1280,1400.0,5201.0,19132.0,25361.0,26826.0,26609.0,1319.0,1389.0,4842.0,18119.0,25497.0,38199.0,1457.0,4488.0,23493.0,40951.0,43071.0,42933.0,1209.0,1231.0,3020.0,22791.0,36147.0,53932.0,1583.0,9409.0,32474.0,35553.0,35684.0,37658.0,1221.0,1196.0,1521.0,10142.0,18717.0,26448.0,1467.0,6772.0,18126.0,21119.0,17418.0,15119.0,1202.0,1184.0,1847.0,11051.0,14369.0,18212.0,1408.0,8430.0,25722.0,35983.0,36463.0,35567.0,1127.0,1140.0,1436.0,6937.0,15381.0,17342.0,1283.0,6209.0,28093.0,38728.0,39301.0,41156.0,1135.0,1159.0,1893.0,13466.0,22198.0,35489.0,,,1119.0,1091.0,,,1336.5,1307.5,17339.5,19670.5
1300,1415.0,5215.0,19110.0,25397.0,26846.0,26605.0,1330.0,1402.0,4843.0,18186.0,25571.0,38034.0,1482.0,4498.0,23460.0,40981.0,42816.0,42846.0,1231.0,1244.0,3043.0,22632.0,36096.0,54132.0,1591.0,9379.0,32454.0,35495.0,35594.0,37517.0,1230.0,1215.0,1526.0,10142.0,18658.0,26371.0,1467.0,6767.0,18091.0,21151.0,17392.0,15108.0,1209.0,1210.0,1864.0,11000.0,14368.0,18131.0,1435.0,8418.0,25653.0,35903.0,36310.0,35409.0,1141.0,1156.0,1456.0,6943.0,15328.0,17457.0,1314.0,6180.0,28101.0,38541.0,39225.0,41064.0,1146.0,1167.0,1892.0,13411.0,22217.0,35440.0,,,1140.0,1102.0,,,1348.0,1325.0,17361.0,19813.0
