time,e20x33_0,e20x33_1,e20x33_2,e20x33_3,e20x33_4,e20x33_5,e20x32gp411_0,e20x32gp411_1,e20x32gp411_2,e20x32gp411_3,e20x32gp411_4,e20x32gp411_5,e32x33_0,e32x33_1,e32x33_2,e32x33_3,e32x33_4,e32x33_5,e32x30SspGyrB_0,e32x30SspGyrB_1,e32x30SspGyrB_2,e32x30SspGyrB_3,e32x30SspGyrB_4,e32x30SspGyrB_5,e34x33_0,e34x33_1,e34x33_2,e34x33_3,e34x33_4,e34x33_5,e34x30MjaKlbA_0,e34x30MjaKlbA_1,e34x30MjaKlbA_2,e34x30MjaKlbA_3,e34x30MjaKlbA_4,e34x30MjaKlbA_5,e38x33_0,e38x33_1,e38x33_2,e38x33_3,e38x33_4,e38x33_5,e38x32gp418_0,e38x32gp418_1,e38x32gp418_2,e38x32gp418_3,e38x32gp418_4,e38x32gp418_5,e41x33_0,e41x33_1,e41x33_2,e41x33_3,e41x33_4,e41x33_5,e41x32NrdJ1_0,e41x32NrdJ1_1,e41x32NrdJ1_2,e41x32NrdJ1_3,e41x32NrdJ1_4,e41x32NrdJ1_5,e42x33_0,e42x33_1,e42x33_2,e42x33_3,e42x33_4,e42x33_5,e42x32STIMPDH1_0,e42x32STIMPDH1_1,e42x32STIMPDH1_2,e42x32STIMPDH1_3,e42x32STIMPDH1_4,e42x32STIMPDH1_5,Blank_Kan_1,Blank_Kan_1,negative-control-kan_1,negative-control-kan_1,Blank_Amp_1,Blank_Amp_1,negative-control-amp_1,negative-control-amp_1,positive-control-amp_1,positive-control-amp_1
0,375.5,291.5,303.5,302.5,262.5,276.5,243.5,154.5,164.5,141.5,160.5,160.5,378.5,324.5,318.5,343.5,339.5,270.5,270.5,215.5,220.5,190.5,179.5,208.5,312.5,268.5,287.5,293.5,247.5,248.5,246.5,176.5,166.5,142.5,168.5,204.5,242.5,216.5,247.5,207.5,184.5,163.5,211.5,169.5,156.5,105.5,161.5,191.5,219.5,189.5,179.5,186.5,158.5,170.5,164.5,139.5,131.5,86.5,112.5,161.5,223.5,194.5,192.5,184.5,185.5,197.5,163.5,100.5,101.5,48.5,84.5,155.5,,,229.5,172.5,,,476.5,385.5,11550.5,12216.5
20,557.5,1144.5,2314.5,3078.5,3097.5,2911.5,291.5,215.5,326.5,980.5,1139.5,1181.5,600.5,1293.5,2385.5,3296.5,3279.5,2816.5,390.5,286.5,379.5,1076.5,1427.5,1713.5,483.5,1409.5,2425.5,3076.5,3080.5,2939.5,336.5,280.5,284.5,319.5,362.5,539.5,285.5,369.5,552.5,665.5,658.5,525.5,298.5,235.5,247.5,236.5,314.5,382.5,294.5,550.5,952.5,1368.5,1410.5,1318.5,255.5,213.5,203.5,222.5,373.5,496.5,362.5,1972.5,4519.5,5352.5,5297.5,5252.5,259.5,193.5,293.5,1239.5,1606.5,1722.5,,,309.5,217.5,,,596.5,498.5,14295.5,15155.5
40,789.5,4150.5,9477.5,11714.5,11273.5,9728.5,437.5,378.5,1501.5,6089.5,6269.5,5812.5,843.5,4150.5,9620.5,11840.5,11534.5,9815.5,536.5,496.5,1121.5,6902.5,7799.5,8127.5,1052.5,6506.5,9609.5,10960.5,10103.5,8543.5,526.5,457.5,473.5,1342.5,2873.5,3493.5,507.5,1398.5,3377.5,3836.5,3301.5,2116.5,433.5,404.5,430.5,1810.5,2324.5,1928.5,555.5,2333.5,4947.5,6113.5,6097.5,5340.5,386.5,361.5,407.5,1296.5,3505.5,2846.5,647.5,4889.5,11942.5,13691.5,13708.5,13630.5,384.5,324.5,777.5,4637.5,4937.5,5265.5,,,461.5,394.5,,,790.5,666.5,19502.5,20473.5
60,1169.0,9258.0,23854.0,28119.0,26444.0,21716.0,627.0,646.0,4490.0,15699.0,14970.0,12736.0,1197.0,8470.0,22512.0,27244.0,26093.0,21020.0,742.0,691.0,3002.0,18112.0,18217.0,17062.0,1771.0,14751.0,21617.0,22913.0,20595.0,16348.0,755.0,672.0,776.0,4931.0,8851.0,9152.0,804.0,4627.0,10808.0,11138.0,9447.0,5508.0,620.0,580.0,993.0,7280.0,8091.0,5578.0,858.0,5807.0,12289.0,14632.0,14345.0,12176.0,587.0,561.0,665.0,4452.0,9840.0,6539.0,858.0,7038.0,18974.0,21388.0,21059.0,20882.0,538.0,497.0,1136.0,7872.0,7176.0,7901.0,,,641.0,534.0,,,1067.0,932.0,24420.0,25665.0
80,1472.5,12920.5,36685.5,44948.5,44249.5,38303.5,874.5,988.5,8767.5,27144.5,26732.5,21006.5,1589.5,11262.5,39977.5,46993.5,45396.5,38165.5,956.5,977.5,5294.5,32696.5,33340.5,28462.5,2627.5,25966.5,39134.5,40094.5,35074.5,26874.5,1049.5,982.5,1234.5,11919.5,17698.5,16271.5,1230.5,10670.5,23886.5,23780.5,20112.5,11341.5,913.5,863.5,1834.5,15801.5,18216.5,11796.5,1284.5,11061.5,23893.5,28179.5,27484.5,22701.5,787.5,810.5,1000.5,9442.5,19586.5,11473.5,1117.5,9123.5,26994.5,30384.5,29985.5,29542.5,743.5,715.5,1607.5,11756.5,9582.5,10303.5,,,871.5,761.5,,,1276.0,1140.0,28310.0,29801.0
100,1702.5,14290.5,43454.5,55922.5,56386.5,49878.5,1091.5,1252.5,11192.5,34613.5,36629.5,31721.5,1837.5,12218.5,54179.5,65162.5,64049.5,55761.5,1174.5,1187.5,6593.5,46459.5,48479.5,44192.5,3077.5,33196.5,59999.5,60976.5,54613.5,41229.5,1274.5,1179.5,1600.5,19245.5,26710.5,25118.5,1595.5,14725.5,34661.5,37426.5,29172.5,19569.5,1151.5,1144.5,2432.5,21096.5,25410.5,19695.5,1660.5,15918.5,36202.5,44068.5,43261.5,36404.5,995.5,969.5,1248.5,12550.5,29702.5,18192.5,1338.5,10535.5,34290.5,39397.5,39002.5,38505.5,916.5,881.5,1975.5,16234.5,12565.5,13237.5,,,978.5,908.5,,,1435.5,1334.5,31462.5,33122.5
120,1892.5,15194.5,48359.5,63112.5,64504.5,57624.5,1253.5,1441.5,12514.5,39380.5,43953.5,43527.5,2055.5,13176.5,64387.5,78295.5,78493.5,71027.5,1323.5,1367.5,7155.5,55695.5,64261.5,61071.5,3269.5,35480.5,74116.5,77150.5,71928.5,57490.5,1404.5,1334.5,1804.5,24284.5,34564.5,34138.5,1918.5,16973.5,40757.5,44760.5,35276.5,24941.5,1344.5,1267.5,2836.5,24953.5,30354.5,25705.5,1938.5,18584.5,45268.5,56391.5,56208.5,49318.5,1166.5,1138.5,1464.5,14545.5,35573.5,25535.5,1510.5,11325.5,39749.5,46653.5,47282.5,46718.5,1072.5,1057.5,2234.5,20493.5,16451.5,17013.5,,,1125.5,1013.5,,,1599.0,1478.0,34718.0,36568.0
140,2101.5,16148.5,53977.5,70655.5,73469.5,64976.5,1427.5,1628.5,13321.5,44038.5,50532.5,52033.5,2247.5,14180.5,72106.5,89720.5,91167.5,82931.5,1481.5,1500.5,7499.5,62028.5,78542.5,79835.5,3533.5,37170.5,84170.5,88642.5,83885.5,69078.5,1592.5,1534.5,2041.5,28329.5,42260.5,43230.5,2161.5,18718.5,45159.5,49753.5,39702.5,28608.5,1532.5,1473.5,3196.5,27594.5,33978.5,30404.5,2136.5,21053.5,53003.5,65972.5,65818.5,58551.5,1304.5,1271.5,1687.5,16394.5,39367.5,31285.5,1725.5,12380.5,45977.5,55279.5,55998.5,55257.5,1213.5,1195.5,2487.5,24687.5,23051.5,21695.5,,,1272.5,1158.5,,,1728.0,1636.0,37744.0,39469.0
160,2208.5,17268.5,59352.5,78925.5,82574.5,74123.5,1626.5,1808.5,14169.5,48724.5,57800.5,61320.5,2470.5,14890.5,79556.5,101554.5,104029.5,94919.5,1633.5,1684.5,7872.5,67612.5,90810.5,99974.5,3749.5,38429.5,92915.5,99750.5,95257.5,79608.5,1784.5,1692.5,2187.5,30875.5,49591.5,52739.5,2369.5,20112.5,48487.5,54168.5,43733.5,31936.5,1675.5,1623.5,3512.5,30178.5,37816.5,35181.5,2330.5,23024.5,60082.5,75068.5,74638.5,67342.5,1485.5,1436.5,1877.5,18304.5,43046.5,35565.5,1901.5,13773.5,53218.5,64810.5,66416.5,65321.5,1387.5,1376.5,2769.5,28805.5,31825.5,31656.5,,,1391.5,1289.5,,,1888.0,1752.0,40604.0,42275.0
180,2407.0,17950.0,63768.0,85989.0,90767.0,82309.0,1785.0,1976.0,14695.0,53468.0,65070.0,70748.0,2633.0,15444.0,85966.0,112761.0,117314.0,107366.0,1792.0,1834.0,8203.0,72434.0,101938.0,118657.0,3831.0,39384.0,100226.0,110115.0,105996.0,89829.0,1903.0,1840.0,2354.0,32953.0,55040.0,61521.0,2620.0,21442.0,52211.0,58394.0,47836.0,35515.0,1841.0,1782.0,3779.0,32362.0,41082.0,39827.0,2552.0,25148.0,67248.0,84126.0,84241.0,76351.0,1657.0,1574.0,2074.0,19678.0,46299.0,39101.0,2054.0,15061.0,60397.0,75229.0,77146.0,75462.0,1528.0,1517.0,3076.0,32770.0,40433.0,43359.0,,,1475.0,1401.0,,,2036.0,1899.0,42780.0,44943.0
