time,e20x33_0,e20x33_1,e20x33_2,e20x33_3,e20x33_4,e20x33_5,e20x32gp411_0,e20x32gp411_1,e20x32gp411_2,e20x32gp411_3,e20x32gp411_4,e20x32gp411_5,e32x33_0,e32x33_1,e32x33_2,e32x33_3,e32x33_4,e32x33_5,e32x30SspGyrB_0,e32x30SspGyrB_1,e32x30SspGyrB_2,e32x30SspGyrB_3,e32x30SspGyrB_4,e32x30SspGyrB_5,e34x33_0,e34x33_1,e34x33_2,e34x33_3,e34x33_4,e34x33_5,e34x30MjaKlbA_0,e34x30MjaKlbA_1,e34x30MjaKlbA_2,e34x30MjaKlbA_3,e34x30MjaKlbA_4,e34x30MjaKlbA_5,e38x33_0,e38x33_1,e38x33_2,e38x33_3,e38x33_4,e38x33_5,e38x32gp418_0,e38x32gp418_1,e38x32gp418_2,e38x32gp418_3,e38x32gp418_4,e38x32gp418_5,e41x33_0,e41x33_1,e41x33_2,e41x33_3,e41x33_4,e41x33_5,e41x32NrdJ1_0,e41x32NrdJ1_1,e41x32NrdJ1_2,e41x32NrdJ1_3,e41x32NrdJ1_4,e41x32NrdJ1_5,e42x33_0,e42x33_1,e42x33_2,e42x33_3,e42x33_4,e42x33_5,e42x32STIMPDH1_0,e42x32STIMPDH1_1,e42x32STIMPDH1_2,e42x32STIMPDH1_3,e42x32STIMPDH1_4,e42x32STIMPDH1_5,Blank_Kan_1,Blank_Kan_1,negative-control-kan_1,negative-control-kan_1,Blank_Amp_1,Blank_Amp_1,negative-control-amp_1,negative-control-amp_1,positive-control-amp_1,positive-control-amp_1
200,2520.5,18275.5,67211.5,91927.5,98437.5,89895.5,1930.5,2148.5,15121.5,57539.5,71986.5,81108.5,2785.5,15904.5,91598.5,122262.5,128687.5,119410.5,1943.5,2005.5,8568.5,76838.5,111556.5,136162.5,3985.5,40060.5,105973.5,118820.5,116043.5,100361.5,2067.5,1977.5,2519.5,34519.5,59212.5,68905.5,2771.5,22421.5,55473.5,62233.5,51835.5,39046.5,1993.5,1942.5,3949.5,34454.5,44266.5,44003.5,2721.5,26814.5,74115.5,92564.5,93484.5,85000.5,1787.5,1728.5,2275.5,21176.5,49245.5,42654.5,2233.5,16303.5,68307.5,85176.5,87809.5,86606.5,1685.5,1652.5,3407.5,36506.5,48742.5,55475.5,,,1642.5,1526.5,,,2150.5,2007.5,44855.5,46858.5
220,2702.0,18717.0,69772.0,96347.0,104165.0,96414.0,2066.0,2322.0,15520.0,60565.0,77917.0,90599.0,2912.0,16146.0,94937.0,130674.0,138493.0,130322.0,2100.0,2133.0,8848.0,80905.0,119896.0,151044.0,4128.0,40058.0,110463.0,126482.0,125778.0,110108.0,2192.0,2098.0,2652.0,35802.0,62394.0,75496.0,2966.0,23244.0,58143.0,65465.0,55155.0,42645.0,2114.0,2084.0,4175.0,36059.0,46523.0,48280.0,2896.0,28331.0,79848.0,101071.0,101557.0,93033.0,1894.0,1879.0,2432.0,22534.0,52252.0,46177.0,2376.0,17424.0,75133.0,95118.0,98896.0,97003.0,1818.0,1816.0,3712.0,40013.0,56753.0,67620.0,,,1726.0,1667.0,,,2272.0,2142.0,46008.0,48355.0
240,2797.5,18872.5,71268.5,99218.5,108229.5,101395.5,2202.5,2429.5,15672.5,62901.5,82114.5,100335.5,3026.5,16417.5,97860.5,136875.5,145932.5,139923.5,2190.5,2233.5,9030.5,83584.5,125797.5,163653.5,4211.5,40163.5,113687.5,132293.5,132847.5,119584.5,2292.5,2256.5,2814.5,36948.5,65606.5,80853.5,3100.5,23612.5,60219.5,67894.5,57892.5,45576.5,2240.5,2169.5,4333.5,37099.5,48668.5,51393.5,3007.5,29400.5,85473.5,108582.5,109321.5,101286.5,2003.5,1964.5,2609.5,23646.5,54729.5,49579.5,2500.5,18455.5,81619.5,104322.5,108921.5,108279.5,1955.5,1948.5,3980.5,43519.5,63870.5,79716.5,,,1852.5,1775.5,,,2361.5,2247.5,47550.5,49782.5
260,2874.5,19013.5,72714.5,101708.5,111723.5,105025.5,2340.5,2512.5,15771.5,64346.5,85543.5,108313.5,3133.5,16489.5,99516.5,141700.5,150382.5,146401.5,2273.5,2321.5,9139.5,85109.5,130447.5,173932.5,4266.5,40315.5,116722.5,137201.5,139058.5,127499.5,2396.5,2296.5,2897.5,37546.5,67698.5,85378.5,3207.5,24222.5,61901.5,70298.5,60313.5,48023.5,2333.5,2288.5,4464.5,38121.5,50261.5,54448.5,3153.5,30556.5,90784.5,115412.5,116393.5,108067.5,2124.5,2058.5,2692.5,24336.5,56555.5,52312.5,2606.5,19416.5,87825.5,112688.5,118063.5,117597.5,2024.5,2011.5,4212.5,45939.5,69954.5,90778.5,,,1933.5,1848.5,,,2480.0,2308.0,48535.0,50888.0
280,2974.5,19154.5,73661.5,103214.5,113833.5,108042.5,2387.5,2631.5,15880.5,65213.5,88285.5,115121.5,3283.5,16602.5,100628.5,144718.5,154760.5,151853.5,2361.5,2418.5,9243.5,86356.5,133437.5,182242.5,4370.5,40177.5,118267.5,140807.5,143930.5,134442.5,2471.5,2420.5,3002.5,38058.5,69603.5,88808.5,3329.5,24483.5,63085.5,71895.5,62130.5,50582.5,2450.5,2362.5,4588.5,38738.5,51442.5,56833.5,3277.5,31273.5,94660.5,121050.5,122227.5,114601.5,2191.5,2139.5,2816.5,24898.5,58157.5,55572.5,2746.5,20162.5,92556.5,120487.5,126638.5,126946.5,2123.5,2116.5,4396.5,48426.5,75543.5,100693.5,,,2016.5,1913.5,,,2563.5,2405.5,49586.5,52323.5
300,3047.5,19170.5,73692.5,104401.5,115147.5,110263.5,2508.5,2698.5,15954.5,65832.5,90019.5,120534.5,3314.5,16671.5,101781.5,147372.5,157800.5,155918.5,2449.5,2495.5,9328.5,87007.5,135531.5,188430.5,4414.5,40159.5,119641.5,142431.5,146249.5,139697.5,2544.5,2456.5,3076.5,38046.5,70862.5,92283.5,3400.5,24761.5,63971.5,73478.5,63667.5,52496.5,2523.5,2438.5,4650.5,39277.5,52366.5,58893.5,3356.5,31798.5,97730.5,126006.5,127276.5,118895.5,2262.5,2211.5,2879.5,25190.5,59310.5,57934.5,2823.5,20957.5,97080.5,126471.5,132636.5,135288.5,2181.5,2198.5,4568.5,50116.5,79427.5,109273.5,,,2092.5,2016.5,,,2669.0,2514.0,50636.0,53421.0
320,3149.0,19267.0,74385.0,105566.0,116471.0,111096.0,2527.0,2772.0,15868.0,66691.0,91384.0,125440.0,3392.0,16801.0,102140.0,148805.0,159355.0,158980.0,2533.0,2569.0,9379.0,86834.0,136836.0,192848.0,4547.0,40078.0,119134.0,143264.0,146927.0,141702.0,2663.0,2544.0,3177.0,37914.0,70764.0,94610.0,3525.0,25201.0,64506.0,73899.0,64699.0,53318.0,2596.0,2529.0,4748.0,39693.0,53411.0,61028.0,3482.0,32286.0,100301.0,130726.0,131894.0,124041.0,2387.0,2325.0,2962.0,25500.0,59870.0,60027.0,2916.0,21555.0,101517.0,131735.0,137971.0,141395.0,2309.0,2296.0,4675.0,50991.0,82349.0,116521.0,,,2180.0,2104.0,,,2751.5,2622.5,51517.5,54337.5
340,3214.0,19466.0,74568.0,105981.0,116874.0,111989.0,2610.0,2792.0,15883.0,66950.0,92648.0,129222.0,3454.0,16819.0,102316.0,149842.0,159990.0,161859.0,2547.0,2578.0,9391.0,87008.0,137560.0,196474.0,4528.0,39960.0,119639.0,142646.0,147984.0,143058.0,2716.0,2581.0,3210.0,38041.0,70994.0,95680.0,3581.0,25146.0,64692.0,74108.0,65205.0,53665.0,2651.0,2533.0,4799.0,39629.0,53643.0,62451.0,3548.0,32843.0,102817.0,133849.0,135349.0,128064.0,2396.0,2339.0,2996.0,25556.0,59964.0,61541.0,2991.0,22211.0,105046.0,136496.0,142959.0,147096.0,2352.0,2330.0,4721.0,51870.0,84842.0,122237.0,,,2236.0,2130.0,,,2785.0,2681.0,52359.0,55238.0
360,3250.0,19559.0,74653.0,106902.0,117162.0,112401.0,2632.0,2871.0,15883.0,66809.0,92198.0,132514.0,3489.0,16880.0,102461.0,150824.0,160270.0,162617.0,2638.0,2648.0,9426.0,87075.0,137087.0,197488.0,4594.0,39696.0,119372.0,143015.0,148437.0,143770.0,2712.0,2624.0,3276.0,38141.0,71133.0,96124.0,3632.0,25189.0,64924.0,74530.0,65458.0,54430.0,2690.0,2592.0,4832.0,39747.0,53551.0,63739.0,3610.0,33111.0,104309.0,137646.0,139143.0,131477.0,2445.0,2362.0,3055.0,25618.0,60043.0,62580.0,3024.0,22558.0,107395.0,139173.0,145248.0,149849.0,2412.0,2359.0,4734.0,51951.0,85917.0,127438.0,,,2293.0,2214.0,,,2902.0,2718.0,53033.0,56248.0
380,3317.0,19537.0,75025.0,107214.0,117826.0,112862.0,2684.0,2941.0,15992.0,67208.0,93624.0,135977.0,3568.0,16948.0,102770.0,151825.0,161644.0,163698.0,2673.0,2694.0,9464.0,87223.0,137571.0,199032.0,4670.0,39886.0,120223.0,144388.0,149296.0,145630.0,2824.0,2676.0,3301.0,38206.0,71768.0,96931.0,3712.0,25324.0,65127.0,74925.0,66200.0,54980.0,2789.0,2670.0,4912.0,40078.0,53777.0,64541.0,3673.0,33387.0,105552.0,140030.0,142095.0,135192.0,2506.0,2453.0,3118.0,25714.0,60325.0,63359.0,3142.0,22769.0,108601.0,140576.0,147178.0,152290.0,2469.0,2415.0,4857.0,52125.0,86412.0,130306.0,,,2370.0,2286.0,,,2931.5,2800.5,53739.5,57046.5
400,3355.5,19649.5,75442.5,107837.5,118033.5,113727.5,2753.5,2989.5,16066.5,67386.5,94029.5,137142.5,3616.5,16905.5,102721.5,152585.5,162786.5,164013.5,2695.5,2749.5,9539.5,87295.5,137619.5,199834.5,4734.5,39935.5,121399.5,145286.5,150073.5,147366.5,2822.5,2713.5,3394.5,38389.5,72582.5,97928.5,3735.5,25420.5,65881.5,75474.5,66433.5,55526.5,2808.5,2703.5,4941.5,40181.5,54225.5,65200.5,3678.5,33615.5,106320.5,141854.5,143697.5,137539.5,2546.5,2487.5,3194.5,25917.5,60653.5,63732.5,3163.5,23034.5,110319.5,142588.5,148488.5,153310.5,2513.5,2511.5,4943.5,52240.5,87385.5,132563.5,,,2414.5,2302.5,,,3002.0,2860.0,54695.0,58022.0
420,3408.0,19730.0,75310.0,107994.0,118525.0,114280.0,2819.0,3025.0,16200.0,67826.0,94452.0,138723.0,3697.0,17113.0,103005.0,153838.0,163160.0,165380.0,2771.0,2835.0,9602.0,87658.0,138298.0,200400.0,4776.0,39839.0,121813.0,146383.0,151179.0,148861.0,2907.0,2782.0,3447.0,38470.0,72474.0,99052.0,3848.0,25601.0,66207.0,76258.0,67105.0,56039.0,2832.0,2787.0,5008.0,40539.0,54641.0,66053.0,3782.0,33970.0,107348.0,143143.0,145452.0,139243.0,2607.0,2556.0,3272.0,25939.0,60670.0,64260.0,3213.0,23304.0,111260.0,144696.0,150143.0,155445.0,2597.0,2576.0,4981.0,52440.0,87547.0,133537.0,,,2470.0,2401.0,,,3060.5,2922.5,55288.5,58739.5
440,3468.5,19819.5,76023.5,108735.5,119370.5,115407.5,2870.5,3065.5,16214.5,68176.5,95164.5,140812.5,3719.5,17042.5,103171.5,155315.5,164387.5,166337.5,2814.5,2852.5,9671.5,87761.5,138770.5,202391.5,4772.5,39800.5,122914.5,146939.5,152983.5,149866.5,2929.5,2840.5,3513.5,38837.5,73085.5,99957.5,3867.5,25710.5,66792.5,76297.5,67509.5,56414.5,2924.5,2788.5,5086.5,40806.5,54850.5,66530.5,3844.5,34057.5,108150.5,144273.5,146263.5,140477.5,2655.5,2566.5,3304.5,25914.5,61023.5,64672.5,3294.5,23644.5,112804.5,145834.5,151192.5,157188.5,2609.5,2611.5,5033.5,52702.5,87628.5,135148.5,,,2526.5,2395.5,,,3100.5,2985.5,56039.5,59455.5
460,3510.0,19907.0,76214.0,109524.0,119139.0,115361.0,2913.0,3107.0,16323.0,68317.0,95483.0,141229.0,3807.0,17140.0,104046.0,156156.0,165928.0,167418.0,2850.0,2907.0,9754.0,88609.0,139676.0,203456.0,4839.0,39975.0,123521.0,147373.0,152847.0,151416.0,2995.0,2882.0,3560.0,38893.0,73328.0,100919.0,3938.0,25865.0,67240.0,76954.0,67789.0,56700.0,2944.0,2827.0,5145.0,40929.0,54787.0,67289.0,3900.0,34252.0,108853.0,145849.0,147043.0,141619.0,2696.0,2638.0,3349.0,26111.0,61109.0,65008.0,3338.0,23921.0,114064.0,147530.0,152012.0,158369.0,2669.0,2648.0,5076.0,52848.0,87872.0,135901.0,,,2563.0,2429.0,,,3217.0,3062.0,56528.0,59947.0
480,3587.5,20004.5,76711.5,109528.5,119475.5,115942.5,2962.5,3185.5,16430.5,68841.5,95700.5,142663.5,3820.5,17191.5,104188.5,158082.5,166633.5,167906.5,2905.5,2934.5,9792.5,88613.5,140141.5,203899.5,4903.5,39852.5,124053.5,147068.5,153816.5,152054.5,3061.5,2908.5,3659.5,39172.5,73722.5,101863.5,3968.5,26031.5,67506.5,77243.5,67906.5,57066.5,3018.5,2900.5,5227.5,41364.5,55320.5,68126.5,3929.5,34292.5,109359.5,146129.5,147083.5,142291.5,2765.5,2689.5,3431.5,26199.5,61420.5,65540.5,3393.5,24012.5,115045.5,148660.5,152529.5,158936.5,2715.5,2706.5,5197.5,53091.5,88185.5,136837.5,,,2626.5,2533.5,,,3215.0,3107.0,56501.0,60412.0
500,3616.0,20031.0,77015.0,110178.0,119354.0,116366.0,2996.0,3238.0,16515.0,69156.0,96323.0,143294.0,3895.0,17160.0,103958.0,159353.0,167513.0,169610.0,2934.0,2992.0,9903.0,89141.0,140462.0,205238.0,4961.0,40024.0,124904.0,146676.0,153777.0,152883.0,3061.0,2971.0,3714.0,39075.0,74035.0,102232.0,3989.0,26049.0,68121.0,77781.0,68316.0,57368.0,3025.0,2923.0,5220.0,41450.0,55411.0,68500.0,3944.0,34452.0,110062.0,146455.0,147861.0,142467.0,2776.0,2708.0,3474.0,26212.0,61463.0,66088.0,3439.0,24248.0,115306.0,149505.0,152856.0,159361.0,2733.0,2731.0,5223.0,53289.0,88226.0,137231.0,,,2653.0,2558.0,,,3317.5,3153.5,56746.5,60462.5
520,3635.0,20151.0,77489.0,110317.0,119042.0,116684.0,3059.0,3283.0,16522.0,69488.0,96843.0,144898.0,3921.0,17284.0,103658.0,160462.0,168070.0,170487.0,2954.0,3014.0,9929.0,89145.0,141415.0,206340.0,4997.0,40076.0,126105.0,146464.0,154014.0,153251.0,3139.0,3012.0,3713.0,39282.0,73995.0,102785.0,4036.0,26171.0,68108.0,78301.0,68437.0,57751.0,3075.0,3010.0,5294.0,41817.0,55651.0,69068.0,4033.0,34455.0,109925.0,147322.0,148532.0,143710.0,2838.0,2762.0,3506.0,26371.0,61569.0,66348.0,3466.0,24213.0,115696.0,149801.0,153163.0,160296.0,2796.0,2777.0,5267.0,53553.0,88857.0,138142.0,,,2721.0,2619.0,,,3321.0,3210.0,57099.0,60983.0
540,3714.5,20196.5,77491.5,110856.5,119156.5,116666.5,3090.5,3351.5,16725.5,69671.5,97163.5,145267.5,3974.5,17196.5,103868.5,161115.5,168680.5,171217.5,3031.5,3088.5,9988.5,89692.5,141324.5,207265.5,5022.5,39935.5,126965.5,146307.5,154331.5,154187.5,3132.5,3042.5,3777.5,39488.5,74239.5,102990.5,4067.5,26354.5,68363.5,78640.5,68541.5,57851.5,3099.5,3025.5,5324.5,41989.5,56008.5,69410.5,4059.5,34544.5,110232.5,147946.5,148812.5,144303.5,2858.5,2792.5,3555.5,26452.5,61673.5,66460.5,3500.5,24369.5,116255.5,151192.5,154381.5,160882.5,2791.5,2806.5,5311.5,53430.5,89248.5,138919.5,,,2759.5,2650.5,,,3378.5,3242.5,57231.5,61190.5
560,3831.5,20311.5,77479.5,110912.5,118706.5,116957.5,3151.5,3400.5,16795.5,70168.5,97290.5,146352.5,4009.5,17243.5,103755.5,161710.5,172032.5,171039.5,3071.5,3130.5,10048.5,89814.5,141958.5,208150.5,5057.5,39929.5,127425.5,146817.5,154970.5,155320.5,3225.5,3093.5,3867.5,39634.5,74505.5,103468.5,4128.5,26337.5,68821.5,78879.5,68928.5,58256.5,3187.5,3058.5,5431.5,41949.5,56091.5,69816.5,4092.5,34528.5,109896.5,148266.5,148680.5,144007.5,2911.5,2862.5,3619.5,26426.5,61828.5,66920.5,3576.5,24194.5,116358.5,151201.5,153513.5,161250.5,2899.5,2891.5,5379.5,53727.5,89211.5,139301.5,,,2813.5,2707.5,,,3464.5,3307.5,57178.5,61475.5
580,3821.0,20278.0,77572.0,110601.0,118491.0,116609.0,3188.0,3418.0,16824.0,70171.0,97301.0,146981.0,4056.0,17192.0,103748.0,163885.0,172344.0,171847.0,3100.0,3176.0,10097.0,89847.0,141944.0,208538.0,5136.0,39769.0,128604.0,146517.0,155226.0,155790.0,3266.0,3085.0,3885.0,39603.0,74423.0,103785.0,4179.0,26383.0,69208.0,79703.0,68788.0,58145.0,3187.0,3090.0,5494.0,41984.0,55997.0,70081.0,4127.0,34741.0,110305.0,148800.0,148862.0,144579.0,2948.0,2895.0,3659.0,26436.0,61804.0,66893.0,3600.0,24449.0,116430.0,151561.0,154176.0,161352.0,2908.0,2942.0,5445.0,53485.0,89461.0,139668.0,,,2875.0,2737.0,,,3515.5,3351.5,57455.5,61821.5
600,3827.0,20427.0,77396.0,110393.0,118422.0,116458.0,3200.0,3492.0,16826.0,70175.0,97506.0,147213.0,4144.0,17228.0,102935.0,163290.0,172767.0,171349.0,3142.0,3221.0,10101.0,89985.0,141832.0,208791.0,5136.0,39792.0,129017.0,146078.0,154487.0,156169.0,3307.0,3196.0,3977.0,39642.0,74299.0,104034.0,4200.0,26414.0,69250.0,79527.0,69041.0,58558.0,3224.0,3186.0,5519.0,42175.0,55961.0,70260.0,4161.0,34514.0,110274.0,148349.0,149203.0,144529.0,2953.0,2947.0,3735.0,26440.0,61556.0,66716.0,3658.0,24437.0,116254.0,151853.0,154086.0,161006.0,2956.0,2956.0,5470.0,53566.0,88775.0,139908.0,,,2904.0,2756.0,,,3571.5,3423.5,57585.5,61869.5
