time,e20x33_0,e20x33_1,e20x33_2,e20x33_3,e20x33_4,e20x33_5,e20x32gp411_0,e20x32gp411_1,e20x32gp411_2,e20x32gp411_3,e20x32gp411_4,e20x32gp411_5,e32x33_0,e32x33_1,e32x33_2,e32x33_3,e32x33_4,e32x33_5,e32x30SspGyrB_0,e32x30SspGyrB_1,e32x30SspGyrB_2,e32x30SspGyrB_3,e32x30SspGyrB_4,e32x30SspGyrB_5,e34x33_0,e34x33_1,e34x33_2,e34x33_3,e34x33_4,e34x33_5,e34x30MjaKlbA_0,e34x30MjaKlbA_1,e34x30MjaKlbA_2,e34x30MjaKlbA_3,e34x30MjaKlbA_4,e34x30MjaKlbA_5,e38x33_0,e38x33_1,e38x33_2,e38x33_3,e38x33_4,e38x33_5,e38x32gp418_0,e38x32gp418_1,e38x32gp418_2,e38x32gp418_3,e38x32gp418_4,e38x32gp418_5,e41x33_0,e41x33_1,e41x33_2,e41x33_3,e41x33_4,e41x33_5,e41x32NrdJ1_0,e41x32NrdJ1_1,e41x32NrdJ1_2,e41x32NrdJ1_3,e41x32NrdJ1_4,e41x32NrdJ1_5,e42x33_0,e42x33_1,e42x33_2,e42x33_3,e42x33_4,e42x33_5,e42x32STIMPDH1_0,e42x32STIMPDH1_1,e42x32STIMPDH1_2,e42x32STIMPDH1_3,e42x32STIMPDH1_4,e42x32STIMPDH1_5,Blank_Kan_1,Blank_Kan_1,negative-control-kan_1,negative-control-kan_1,Blank_Amp_1,Blank_Amp_1,negative-control-amp_1,negative-control-amp_1,positive-control-amp_1,positive-control-amp_1
0,186.0,151.0,155.0,153.0,137.0,160.0,137.0,98.0,92.0,75.0,87.0,81.0,211.0,170.0,160.0,175.0,168.0,151.0,148.0,111.0,109.0,99.0,80.0,107.0,165.0,148.0,148.0,156.0,123.0,126.0,119.0,86.0,82.0,73.0,90.0,111.0,129.0,94.0,107.0,112.0,99.0,90.0,114.0,88.0,80.0,61.0,65.0,89.0,106.0,94.0,93.0,86.0,79.0,88.0,80.0,54.0,67.0,44.0,69.0,100.0,92.0,90.0,97.0,95.0,80.0,81.0,88.0,54.0,56.0,25.0,43.0,73.0,,,119.0,87.0,,,251.0,202.0,5983.0,6345.0
20,270.5,595.5,1152.5,1507.5,1525.5,1426.5,162.5,126.5,178.5,463.5,553.5,561.5,304.5,664.5,1185.5,1639.5,1614.5,1377.5,197.5,154.5,187.5,513.5,703.5,825.5,257.5,702.5,1194.5,1507.5,1495.5,1440.5,189.5,147.5,153.5,143.5,178.5,264.5,158.5,179.5,264.5,337.5,311.5,257.5,149.5,128.5,128.5,137.5,155.5,194.5,158.5,260.5,473.5,644.5,665.5,613.5,134.5,112.5,111.5,92.5,188.5,218.5,175.5,974.5,2224.5,2625.5,2589.5,2594.5,130.5,101.5,157.5,581.5,774.5,828.5,,,172.5,131.5,,,303.0,252.0,7398.0,7806.0
40,417.5,2101.5,4782.5,5891.5,5660.5,4935.5,218.5,191.5,723.5,3048.5,3165.5,2895.5,436.5,2083.5,4860.5,6015.5,5809.5,4998.5,257.5,245.5,559.5,3460.5,3990.5,4070.5,540.5,3264.5,4905.5,5547.5,5130.5,4306.5,278.5,225.5,230.5,667.5,1410.5,1742.5,252.5,684.5,1696.5,1919.5,1634.5,1048.5,226.5,198.5,223.5,875.5,1143.5,962.5,264.5,1182.5,2476.5,3080.5,3042.5,2695.5,193.5,176.5,201.5,645.5,1750.5,1444.5,326.5,2515.5,6108.5,7028.5,6990.5,6987.5,197.5,168.5,399.5,2358.5,2523.5,2655.5,,,236.5,187.5,,,408.5,353.5,10033.5,10558.5
60,586.5,4773.5,12256.5,14362.5,13453.5,11180.5,340.5,326.5,2295.5,7971.5,7647.5,6537.5,629.5,4349.5,11515.5,13981.5,13375.5,10757.5,379.5,362.5,1534.5,9225.5,9245.5,8704.5,935.5,7567.5,11067.5,11758.5,10566.5,8345.5,387.5,352.5,406.5,2478.5,4533.5,4681.5,417.5,2354.5,5489.5,5708.5,4823.5,2801.5,340.5,302.5,516.5,3710.5,4134.5,2838.5,449.5,2943.5,6259.5,7424.5,7326.5,6241.5,305.5,285.5,338.5,2282.5,5017.5,3332.5,450.5,3620.5,9771.5,11019.5,10844.5,10824.5,274.5,253.5,605.5,4015.5,3740.5,4076.5,,,324.5,273.5,,,546.0,491.0,12579.0,13186.0
80,747.0,6646.0,19075.0,23104.0,22730.0,19761.0,442.0,497.0,4491.0,13967.0,13691.0,10775.0,816.0,5816.0,20671.0,24251.0,23482.0,19555.0,494.0,503.0,2739.0,16839.0,17103.0,14509.0,1363.0,13381.0,20022.0,20543.0,18016.0,13833.0,535.0,499.0,631.0,6099.0,9127.0,8368.0,642.0,5466.0,12254.0,12171.0,10329.0,5809.0,458.0,437.0,934.0,8081.0,9382.0,6043.0,671.0,5702.0,12236.0,14435.0,14042.0,11586.0,405.0,406.0,510.0,4827.0,10034.0,5872.0,557.0,4700.0,13957.0,15713.0,15497.0,15215.0,391.0,360.0,819.0,6044.0,4924.0,5334.0,,,433.0,386.0,,,642.0,590.0,14677.0,15370.0
100,881.0,7387.0,22699.0,28950.0,29287.0,25908.0,572.0,644.0,5778.0,17794.0,18810.0,16285.0,954.0,6344.0,28092.0,33694.0,33241.0,28848.0,594.0,621.0,3381.0,23918.0,25086.0,22784.0,1570.0,17184.0,31007.0,31662.0,28146.0,21337.0,652.0,629.0,828.0,9885.0,13809.0,12972.0,825.0,7630.0,17921.0,19349.0,15154.0,10127.0,593.0,551.0,1261.0,10971.0,13156.0,10207.0,848.0,8238.0,18713.0,22646.0,22255.0,18828.0,517.0,509.0,668.0,6502.0,15279.0,9389.0,676.0,5468.0,17813.0,20183.0,20186.0,19915.0,471.0,460.0,1020.0,8315.0,6510.0,6840.0,,,508.0,472.0,,,739.5,686.5,16294.5,17109.5
120,999.5,7876.5,25188.5,32927.5,33482.5,29889.5,653.5,758.5,6469.5,20412.5,22872.5,22663.5,1085.5,6846.5,33411.5,40786.5,40979.5,36946.5,694.5,707.5,3702.5,28883.5,33351.5,31506.5,1715.5,18568.5,38477.5,40002.5,37049.5,29794.5,757.5,704.5,950.5,12606.5,17824.5,17717.5,1013.5,8837.5,21133.5,23140.5,18244.5,12924.5,688.5,678.5,1496.5,12966.5,15697.5,13270.5,995.5,9644.5,23511.5,29327.5,29084.5,25596.5,605.5,582.5,775.5,7549.5,18441.5,13229.5,801.5,5856.5,20543.5,23996.5,24540.5,24176.5,564.5,533.5,1156.5,10611.5,8430.5,8824.5,,,579.5,540.5,,,826.5,765.5,17911.5,18833.5
140,1065.0,8422.0,27893.0,36698.0,38014.0,33864.0,736.0,853.0,6962.0,22817.0,26198.0,26999.0,1178.0,7284.0,37285.0,46572.0,47427.0,43249.0,774.0,791.0,3904.0,32292.0,40678.0,41431.0,1833.0,19425.0,43657.0,45826.0,43389.0,36006.0,828.0,778.0,1042.0,14606.0,21936.0,22351.0,1133.0,9685.0,23289.0,25668.0,20537.0,14885.0,777.0,756.0,1644.0,14338.0,17689.0,15801.0,1103.0,10857.0,27418.0,34083.0,33889.0,30406.0,680.0,656.0,864.0,8481.0,20319.0,16211.0,875.0,6427.0,23721.0,28644.0,29075.0,28557.0,630.0,614.0,1279.0,12799.0,11867.0,11214.0,,,647.0,590.0,,,898.5,853.5,19431.5,20339.5
160,1154.0,8906.0,30870.0,41066.0,42691.0,38220.0,824.0,938.0,7291.0,25310.0,29949.0,31748.0,1262.0,7716.0,41214.0,52805.0,53684.0,49106.0,847.0,868.0,4096.0,34965.0,47009.0,51559.0,1908.0,19866.0,48215.0,51836.0,49291.0,41276.0,901.0,868.0,1127.0,16063.0,25641.0,27093.0,1239.0,10427.0,25201.0,27938.0,22497.0,16611.0,858.0,844.0,1783.0,15697.0,19558.0,18198.0,1210.0,11948.0,31058.0,38835.0,38684.0,34851.0,759.0,739.0,955.0,9408.0,22310.0,18404.0,943.0,7053.0,27335.0,33538.0,34247.0,33758.0,715.0,691.0,1427.0,14886.0,16450.0,16197.0,,,713.0,639.0,,,982.0,903.0,20903.0,21794.0
180,1245.0,9235.0,32979.0,44518.0,47307.0,42713.0,914.0,1030.0,7602.0,27689.0,33512.0,36601.0,1366.0,8036.0,44548.0,58481.0,60677.0,55710.0,933.0,949.0,4257.0,37581.0,52565.0,61572.0,1992.0,20445.0,51842.0,57082.0,55023.0,46559.0,983.0,948.0,1207.0,17090.0,28482.0,31826.0,1343.0,11080.0,27126.0,30208.0,24795.0,18390.0,941.0,921.0,1937.0,16867.0,21294.0,20587.0,1310.0,12971.0,34775.0,43576.0,43455.0,39365.0,847.0,815.0,1067.0,10200.0,23863.0,20258.0,1057.0,7789.0,31374.0,38872.0,39874.0,38937.0,786.0,777.0,1589.0,16943.0,20847.0,22263.0,,,772.0,711.0,,,1057.5,984.5,22113.5,23132.5
200,1319.5,9473.5,34947.5,47841.5,50965.5,46516.5,1005.5,1127.5,7821.5,29706.5,37160.5,41645.5,1439.5,8237.5,47184.5,63671.5,66752.5,62101.5,999.5,1018.5,4434.5,39749.5,57766.5,70407.5,2070.5,20700.5,54718.5,61668.5,60205.5,51837.5,1052.5,1045.5,1309.5,17848.5,30642.5,35653.5,1436.5,11560.5,28659.5,32208.5,26720.5,20211.5,1041.5,995.5,2041.5,17825.5,22928.5,22797.5,1388.5,13912.5,38170.5,47904.5,48087.5,43622.5,901.5,899.5,1166.5,10956.5,25527.5,22041.5,1147.5,8414.5,35141.5,44013.5,45505.5,44562.5,873.5,864.5,1748.5,18927.5,25282.5,28515.5,,,842.5,782.5,,,1107.0,1044.0,23202.0,24197.0
220,1389.5,9657.5,36164.5,50103.5,54121.5,50273.5,1078.5,1188.5,8018.5,31239.5,40364.5,47074.5,1502.5,8355.5,49319.5,67966.5,71651.5,67956.5,1090.5,1115.5,4584.5,41893.5,62162.5,78409.5,2138.5,20778.5,57283.5,65691.5,65099.5,57210.5,1122.5,1082.5,1383.5,18555.5,32326.5,39088.5,1528.5,11993.5,29987.5,33839.5,28469.5,22006.5,1111.5,1078.5,2147.5,18635.5,24143.5,24814.5,1500.5,14666.5,41345.5,52340.5,52645.5,48450.5,995.5,951.5,1251.5,11675.5,26914.5,23894.5,1225.5,9067.5,38780.5,49151.5,50876.5,50038.5,932.5,941.5,1906.5,20619.5,29268.5,34861.5,,,899.5,847.5,,,1188.5,1116.5,23819.5,24954.5
240,1413.5,9757.5,36858.5,51442.5,56070.5,52516.5,1122.5,1231.5,8060.5,32499.5,42650.5,51844.5,1558.5,8430.5,50572.5,71026.5,75076.5,72600.5,1118.5,1150.5,4660.5,43294.5,65178.5,85248.5,2157.5,20881.5,59001.5,68692.5,69062.5,62013.5,1166.5,1133.5,1424.5,19107.5,33971.5,41961.5,1591.5,12242.5,31026.5,35163.5,29882.5,23397.5,1148.5,1120.5,2223.5,19216.5,25089.5,26689.5,1556.5,15166.5,44175.5,56093.5,56680.5,52172.5,1039.5,998.5,1300.5,12196.5,28282.5,25635.5,1278.5,9523.5,42185.5,54075.5,55928.5,55733.5,980.5,973.5,2026.5,22452.5,32922.5,41138.5,,,927.5,893.5,,,1246.0,1184.0,24459.0,25710.0
260,1495.0,9870.0,37554.0,52667.0,57940.0,54259.0,1198.0,1295.0,8137.0,33299.0,44205.0,55997.0,1623.0,8547.0,51476.0,73339.0,78122.0,76179.0,1181.0,1203.0,4744.0,44216.0,67462.0,90676.0,2231.0,20864.0,60401.0,71316.0,72109.0,66227.0,1230.0,1184.0,1484.0,19437.0,35006.0,44066.0,1654.0,12452.0,31916.0,36269.0,31073.0,24883.0,1200.0,1169.0,2294.0,19631.0,25858.0,28007.0,1632.0,15703.0,46816.0,59555.0,60214.0,55783.0,1077.0,1046.0,1385.0,12593.0,29244.0,27220.0,1340.0,9978.0,45144.0,58378.0,60913.0,60967.0,1062.0,1030.0,2167.0,23752.0,36049.0,46882.0,,,996.0,957.0,,,1272.0,1222.0,25161.0,26411.0
