time,pBAD/Ara_12,pBAD/Ara_13,pBAD/Ara_14,pBAD/Ara_15,pBAD/Ara_16,pBAD/Ara_17,pBAD/Ara_18,pBAD/Ara_19,pBAD/Ara_20,pBAD/Ara_21,pBAD/Ara_22,pBAD/Ara_23,pBAD/Ara_0,pBAD/Ara_1,pBAD/Ara_2,pBAD/Ara_3,pBAD/Ara_4,pBAD/Ara_5,pBAD/Ara_6,pBAD/Ara_7,pBAD/Ara_8,pBAD/Ara_9,pBAD/Ara_10,pBAD/Ara_11,pCymRC/Cuma_12,pCymRC/Cuma_13,pCymRC/Cuma_14,pCymRC/Cuma_15,pCymRC/Cuma_16,pCymRC/Cuma_17,pCymRC/Cuma_18,pCymRC/Cuma_19,pCymRC/Cuma_20,pCymRC/Cuma_21,pCymRC/Cuma_22,pCymRC/Cuma_23,pCymRC/Cuma_0,pCymRC/Cuma_1,pCymRC/Cuma_2,pCymRC/Cuma_3,pCymRC/Cuma_4,pCymRC/Cuma_5,pCymRC/Cuma_6,pCymRC/Cuma_7,pCymRC/Cuma_8,pCymRC/Cuma_9,pCymRC/Cuma_10,pCymRC/Cuma_11,pRhaB/Rha_12,pRhaB/Rha_13,pRhaB/Rha_14,pRhaB/Rha_15,pRhaB/Rha_16,pRhaB/Rha_17,pRhaB/Rha_18,pRhaB/Rha_19,pRhaB/Rha_20,pRhaB/Rha_21,pRhaB/Rha_22,pRhaB/Rha_23,pRhaB/Rha_0,pRhaB/Rha_1,pRhaB/Rha_2,pRhaB/Rha_3,pRhaB/Rha_4,pRhaB/Rha_5,pRhaB/Rha_6,pRhaB/Rha_7,pRhaB/Rha_8,pRhaB/Rha_9,pRhaB/Rha_10,pRhaB/Rha_11,Blank_Kan_0,Blank_Kan_0,negative-control-kan_0,negative-control-kan_0,Blank_Amp_0,Blank_Amp_0,negative-control-amp_0,negative-control-amp_0,positive-control-amp_0,positive-control-amp_0
640,4309.0,5771.0,18321.0,91379.0,176521.0,258060.0,258060.0,258060.0,258060.0,258060.0,258060.0,258060.0,4270.0,3867.0,4123.0,4039.0,4111.0,4034.0,3991.0,4153.0,4279.0,4540.0,5159.0,5879.0,2964.0,2926.0,9062.0,24696.0,44854.0,65781.0,60399.0,74650.0,94790.0,86403.0,128246.0,109632.0,2883.0,2695.0,2767.0,2710.0,2708.0,2720.0,2730.0,2771.0,2784.0,2737.0,2784.0,2935.0,4447.0,20396.0,28667.0,46590.0,74531.0,133294.0,206506.0,258060.0,258060.0,258060.0,258060.0,258060.0,4394.0,3981.0,4113.0,4118.0,4011.0,4627.0,4943.0,6680.0,9905.0,12292.0,14758.0,17920.0,,,2914.0,2689.0,,,3043.5,2985.5,57175.5,64294.5
660,4382.5,5836.5,18404.5,91743.5,178446.5,258063.5,258063.5,258063.5,258063.5,258063.5,258063.5,258063.5,4336.5,3986.5,4111.5,4105.5,4118.5,4152.5,4061.5,4216.5,4343.5,4663.5,5217.5,5962.5,3009.5,2948.5,9107.5,24496.5,43867.5,65981.5,60712.5,74686.5,94629.5,86602.5,129152.5,120416.5,2935.5,2758.5,2753.5,2731.5,2714.5,2805.5,2806.5,2848.5,2824.5,2798.5,2863.5,3018.5,4545.5,20554.5,28752.5,46714.5,74791.5,132709.5,207668.5,258063.5,258063.5,258063.5,258063.5,258063.5,4543.5,4069.5,4177.5,4178.5,4088.5,4659.5,4999.5,6759.5,10001.5,12400.5,14825.5,18032.5,,,2929.5,2695.5,,,3102.5,3061.5,57870.5,65018.5
680,4440.5,5858.5,18604.5,92216.5,178659.5,258051.5,258051.5,258051.5,258051.5,258051.5,258051.5,258051.5,4369.5,3988.5,4214.5,4109.5,4185.5,4210.5,4118.5,4285.5,4413.5,4722.5,5297.5,6027.5,3022.5,2991.5,9137.5,24454.5,44958.5,66015.5,60555.5,74351.5,94764.5,86641.5,129526.5,127711.5,2999.5,2779.5,2799.5,2761.5,2819.5,2816.5,2858.5,2879.5,2879.5,2891.5,2918.5,3070.5,4588.5,20410.5,28900.5,46862.5,74835.5,133660.5,207813.5,258051.5,258051.5,258051.5,258051.5,258051.5,4554.5,4083.5,4248.5,4209.5,4129.5,4723.5,5029.5,6752.5,10011.5,12440.5,14774.5,18046.5,,,2958.5,2766.5,,,3168.0,3147.0,57900.0,65941.0
700,4450.5,5881.5,18631.5,92343.5,179327.5,258033.5,258033.5,258033.5,258033.5,258033.5,258033.5,258033.5,4385.5,4041.5,4176.5,4163.5,4217.5,4231.5,4165.5,4309.5,4455.5,4743.5,5338.5,6066.5,3081.5,3025.5,9255.5,24844.5,44759.5,66162.5,60897.5,74712.5,94919.5,86831.5,130492.5,133342.5,3009.5,2795.5,2823.5,2784.5,2776.5,2845.5,2872.5,2924.5,2931.5,2889.5,2978.5,3122.5,4614.5,20486.5,28881.5,46834.5,75126.5,133922.5,207509.5,258033.5,258033.5,258033.5,258033.5,258033.5,4619.5,4136.5,4256.5,4207.5,4172.5,4732.5,5038.5,6805.5,10039.5,12486.5,14852.5,18112.5,,,3020.5,2795.5,,,3146.5,3126.5,59108.5,65672.5
720,4538.0,5986.0,18829.0,92551.0,179503.0,258041.0,258041.0,258041.0,258041.0,258041.0,258041.0,258041.0,4500.0,4126.0,4299.0,4253.0,4305.0,4301.0,4253.0,4405.0,4478.0,4827.0,5435.0,6140.0,3136.0,3040.0,9245.0,24556.0,44848.0,66564.0,61210.0,75333.0,95264.0,86865.0,131173.0,139518.0,3058.0,2859.0,2869.0,2883.0,2850.0,2908.0,2895.0,2993.0,2982.0,3008.0,3028.0,3194.0,4671.0,20568.0,28826.0,47069.0,75564.0,134328.0,209252.0,258041.0,258041.0,258041.0,258041.0,258041.0,4654.0,4173.0,4301.0,4302.0,4216.0,4803.0,5087.0,6890.0,10147.0,12551.0,14906.0,18153.0,,,3080.0,2851.0,,,3237.5,3204.5,58979.5,65810.5
740,4577.0,6002.0,18849.0,93195.0,180637.0,258037.0,258037.0,258037.0,258037.0,258037.0,258037.0,258037.0,4565.0,4131.0,4293.0,4314.0,4319.0,4329.0,4254.0,4461.0,4573.0,4879.0,5474.0,6224.0,3172.0,3122.0,9377.0,24938.0,45305.0,66489.0,61403.0,75868.0,95418.0,87131.0,131206.0,145072.0,3077.0,2919.0,2928.0,2941.0,2907.0,2956.0,2982.0,3060.0,3062.0,3018.0,3098.0,3285.0,4730.0,20560.0,28859.0,47198.0,75592.0,134830.0,209156.0,258037.0,258037.0,258037.0,258037.0,258037.0,4711.0,4231.0,4329.0,4349.0,4327.0,4814.0,5198.0,6989.0,10219.0,12696.0,15075.0,18249.0,,,3119.0,2864.0,,,3280.0,3222.0,58446.0,66544.0
760,4676.5,6075.5,19143.5,93243.5,181070.5,258015.5,258015.5,258015.5,258015.5,258015.5,258015.5,258015.5,4586.5,4181.5,4331.5,4300.5,4357.5,4379.5,4318.5,4497.5,4585.5,4940.5,5550.5,6266.5,3236.5,3149.5,9306.5,25181.5,44985.5,66844.5,61385.5,75973.5,96098.5,87557.5,132334.5,150543.5,3163.5,2881.5,2916.5,2922.5,2903.5,2991.5,2999.5,3077.5,3096.5,3059.5,3108.5,3331.5,4789.5,20715.5,28892.5,47250.5,75556.5,135091.5,209719.5,258015.5,258015.5,258015.5,258015.5,258015.5,4729.5,4233.5,4388.5,4389.5,4304.5,4871.5,5221.5,6986.5,10271.5,12668.5,15067.5,18389.5,,,3160.5,2902.5,,,3349.0,3288.0,59463.0,66928.0
780,4703.0,6095.0,18952.0,93185.0,181440.0,258012.0,258012.0,258012.0,258012.0,258012.0,258012.0,258012.0,4656.0,4255.0,4440.0,4377.0,4409.0,4419.0,4416.0,4537.0,4703.0,5025.0,5623.0,6355.0,3293.0,3189.0,9443.0,25280.0,45525.0,66969.0,61603.0,75876.0,96257.0,87781.0,133125.0,155857.0,3225.0,2973.0,2978.0,2965.0,2963.0,3024.0,3072.0,3115.0,3147.0,3168.0,3183.0,3380.0,4826.0,21003.0,28978.0,47354.0,75911.0,135208.0,210620.0,258012.0,258012.0,258012.0,258012.0,258012.0,4828.0,4298.0,4369.0,4454.0,4397.0,4935.0,5311.0,7015.0,10295.0,12719.0,15132.0,18439.0,,,3223.0,2973.0,,,3351.0,3302.0,60576.0,67555.0
800,4727.5,6096.5,19150.5,93139.5,181056.5,257996.5,257996.5,257996.5,257996.5,257996.5,257996.5,257996.5,4667.5,4261.5,4422.5,4414.5,4443.5,4456.5,4414.5,4612.5,4725.5,5018.5,5632.5,6370.5,3335.5,3226.5,9412.5,24958.5,45581.5,67082.5,61703.5,76192.5,96268.5,87660.5,133944.5,160620.5,3231.5,2979.5,3004.5,2986.5,2972.5,3044.5,3101.5,3156.5,3169.5,3175.5,3252.5,3417.5,4826.5,20821.5,28882.5,47373.5,75448.5,135074.5,209716.5,257996.5,257996.5,257996.5,257996.5,257996.5,4840.5,4352.5,4436.5,4449.5,4378.5,4943.5,5340.5,7095.5,10370.5,12771.5,15113.5,18474.5,,,3274.5,2994.5,,,3363.0,3357.0,61252.0,68225.0
820,4804.0,6179.0,19014.0,93177.0,180935.0,258000.0,258000.0,258000.0,258000.0,258000.0,258000.0,258000.0,4706.0,4323.0,4496.0,4472.0,4517.0,4543.0,4492.0,4618.0,4818.0,5084.0,5705.0,6504.0,3380.0,3263.0,9447.0,25306.0,45120.0,67232.0,61878.0,76359.0,96915.0,87890.0,134431.0,163530.0,3275.0,3043.0,3028.0,3013.0,3061.0,3098.0,3149.0,3238.0,3238.0,3224.0,3322.0,3515.0,4849.0,20605.0,28965.0,46842.0,75555.0,135246.0,210771.0,258000.0,258000.0,258000.0,258000.0,258000.0,4924.0,4409.0,4482.0,4482.0,4402.0,4980.0,5345.0,7171.0,10493.0,12896.0,15177.0,18487.0,,,3346.0,3067.0,,,3452.0,3410.0,60482.0,68356.0
840,4886.5,6239.5,19191.5,93180.5,180863.5,257994.5,257994.5,257994.5,257994.5,257994.5,257994.5,257994.5,4796.5,4293.5,4503.5,4490.5,4601.5,4528.5,4547.5,4730.5,4830.5,5177.5,5781.5,6565.5,3417.5,3297.5,9472.5,25201.5,45144.5,67158.5,61678.5,76226.5,96667.5,88117.5,135508.5,167105.5,3298.5,3061.5,3057.5,3080.5,3045.5,3174.5,3195.5,3308.5,3297.5,3324.5,3350.5,3574.5,4957.5,20782.5,28877.5,47048.5,75075.5,134741.5,213328.5,257994.5,257994.5,257994.5,257994.5,257994.5,4871.5,4452.5,4503.5,4483.5,4435.5,5038.5,5455.5,7175.5,10515.5,12939.5,15231.5,18616.5,,,3351.5,3066.5,,,3461.0,3422.0,61063.0,69241.0
860,4923.5,6229.5,19278.5,93495.5,181137.5,257980.5,257980.5,257980.5,257980.5,257980.5,257980.5,257980.5,4827.5,4402.5,4518.5,4517.5,4594.5,4599.5,4584.5,4744.5,4924.5,5212.5,5793.5,6673.5,3438.5,3337.5,9486.5,25110.5,45508.5,67320.5,62031.5,76369.5,96926.5,88161.5,136779.5,170336.5,3373.5,3085.5,3096.5,3078.5,3099.5,3173.5,3227.5,3350.5,3359.5,3351.5,3405.5,3624.5,4953.5,20780.5,28852.5,46924.5,75632.5,135191.5,211217.5,257980.5,257980.5,257980.5,257980.5,257980.5,4998.5,4426.5,4533.5,4529.5,4494.5,5100.5,5460.5,7254.5,10488.5,12998.5,15275.5,18661.5,,,3403.5,3124.5,,,3546.5,3466.5,61031.5,69696.5
880,4963.5,6284.5,19340.5,93021.5,180979.5,257969.5,257969.5,257969.5,257969.5,257969.5,257969.5,257969.5,4843.5,4374.5,4569.5,4587.5,4603.5,4646.5,4670.5,4785.5,4942.5,5238.5,5868.5,6717.5,3448.5,3343.5,9468.5,25056.5,45497.5,67564.5,61976.5,77019.5,97260.5,88373.5,136598.5,173757.5,3354.5,3115.5,3132.5,3130.5,3144.5,3211.5,3248.5,3360.5,3376.5,3400.5,3460.5,3689.5,4985.5,21115.5,28791.5,46988.5,74978.5,135479.5,211017.5,257969.5,257969.5,257969.5,257969.5,257969.5,4996.5,4471.5,4616.5,4583.5,4522.5,5177.5,5524.5,7310.5,10601.5,13070.5,15326.5,18661.5,,,3435.5,3181.5,,,3537.0,3529.0,62713.0,69687.0
900,4959.5,6316.5,19278.5,93101.5,181259.5,257957.5,257957.5,257957.5,257957.5,257957.5,257957.5,257957.5,4919.5,4427.5,4574.5,4614.5,4672.5,4695.5,4677.5,4823.5,5026.5,5332.5,5892.5,6744.5,3479.5,3396.5,9506.5,25179.5,45973.5,67167.5,62222.5,76349.5,96971.5,88418.5,136676.5,175493.5,3410.5,3125.5,3146.5,3151.5,3180.5,3278.5,3301.5,3377.5,3415.5,3420.5,3511.5,3749.5,5044.5,20843.5,28807.5,46850.5,75328.5,134987.5,211313.5,257957.5,257957.5,257957.5,257957.5,257957.5,5092.5,4583.5,4629.5,4599.5,4570.5,5168.5,5501.5,7314.5,10570.5,13081.5,15456.5,18785.5,,,3534.5,3211.5,,,3572.5,3546.5,61722.5,71109.5
