time,e20x33_0,e20x33_1,e20x33_2,e20x33_3,e20x33_4,e20x33_5,e20x32gp411_0,e20x32gp411_1,e20x32gp411_2,e20x32gp411_3,e20x32gp411_4,e20x32gp411_5,e32x33_0,e32x33_1,e32x33_2,e32x33_3,e32x33_4,e32x33_5,e32x30SspGyrB_0,e32x30SspGyrB_1,e32x30SspGyrB_2,e32x30SspGyrB_3,e32x30SspGyrB_4,e32x30SspGyrB_5,e34x33_0,e34x33_1,e34x33_2,e34x33_3,e34x33_4,e34x33_5,e34x30MjaKlbA_0,e34x30MjaKlbA_1,e34x30MjaKlbA_2,e34x30MjaKlbA_3,e34x30MjaKlbA_4,e34x30MjaKlbA_5,e38x33_0,e38x33_1,e38x33_2,e38x33_3,e38x33_4,e38x33_5,e38x32gp418_0,e38x32gp418_1,e38x32gp418_2,e38x32gp418_3,e38x32gp418_4,e38x32gp418_5,e41x33_0,e41x33_1,e41x33_2,e41x33_3,e41x33_4,e41x33_5,e41x32NrdJ1_0,e41x32NrdJ1_1,e41x32NrdJ1_2,e41x32NrdJ1_3,e41x32NrdJ1_4,e41x32NrdJ1_5,e42x33_0,e42x33_1,e42x33_2,e42x33_3,e42x33_4,e42x33_5,e42x32STIMPDH1_0,e42x32STIMPDH1_1,e42x32STIMPDH1_2,e42x32STIMPDH1_3,e42x32STIMPDH1_4,e42x32STIMPDH1_5,Blank_Kan_1,Blank_Kan_1,negative-control-kan_1,negative-control-kan_1,Blank_Amp_1,Blank_Amp_1,negative-control-amp_1,negative-control-amp_1,positive-control-amp_1,positive-control-amp_1
200,64.0,72.0,116.0,3115.0,624.0,6888.0,198.0,72.0,3178.0,647.0,217.0,1010.0,96.0,130.0,336.0,4864.0,1306.0,9050.0,263.0,98.0,2983.0,669.0,550.0,1750.0,106.0,246.0,966.0,10617.0,7521.0,7080.0,323.0,148.0,355.0,1037.0,1214.0,992.0,176.0,154.0,408.0,6285.0,4135.0,2437.0,314.0,245.0,364.0,514.0,1888.0,1060.0,253.0,3357.0,2279.0,5394.0,6643.0,2795.0,262.0,173.0,99.0,231.0,2376.0,798.0,309.0,4225.0,1774.0,1125.0,3705.0,345.0,183.0,225.0,72.0,77.0,613.0,104.0,,,499.0,81.0,,,343.0,114.0,1213.0,574.0
220,86.5,135.5,296.5,6435.5,1463.5,10131.5,289.5,205.5,6241.5,2073.5,446.5,2190.5,118.5,514.5,1123.5,8910.5,2714.5,13259.5,360.5,255.5,5143.5,1679.5,1027.5,3357.5,152.5,1368.5,2545.5,15469.5,10202.5,9121.5,410.5,220.5,559.5,2048.5,2208.5,1758.5,285.5,715.5,1381.5,9672.5,5836.5,3223.5,408.5,393.5,859.5,1019.5,2785.5,1644.5,393.5,6652.5,4902.5,8552.5,9433.5,4676.5,356.5,259.5,158.5,665.5,3960.5,2038.5,428.5,6816.5,3575.5,2379.5,5745.5,777.5,249.5,314.5,96.5,146.5,1266.5,211.5,,,561.5,100.5,,,459.5,152.5,1712.5,818.5
240,142.0,798.0,1245.0,11220.0,3269.0,13869.0,389.0,923.0,9953.0,4217.0,1093.0,3897.0,185.0,2638.0,3195.0,14300.0,5061.0,17854.0,460.0,816.0,7444.0,3679.0,2040.0,5465.0,267.0,4627.0,5741.0,21461.0,13527.0,11638.0,545.0,292.0,828.0,3320.0,3664.0,2932.0,444.0,2482.0,3345.0,14534.0,8206.0,4132.0,518.0,630.0,1636.0,2046.0,3970.0,2295.0,579.0,10938.0,8368.0,12116.0,12528.0,6947.0,473.0,360.0,285.0,1455.0,5571.0,3990.0,541.0,10609.0,6046.0,4254.0,8222.0,1696.0,343.0,403.0,190.0,338.0,2408.0,505.0,,,632.0,145.0,,,567.0,220.0,2401.0,1162.0
260,194.0,3311.0,3777.0,16962.0,5629.0,18470.0,468.0,2076.0,14482.0,7445.0,2401.0,6031.0,295.0,6270.0,6653.0,20707.0,7913.0,23190.0,535.0,1479.0,10163.0,6304.0,3670.0,8271.0,475.0,8909.0,9469.0,28844.0,17552.0,14749.0,624.0,393.0,1175.0,4537.0,5085.0,4079.0,652.0,5474.0,6039.0,18338.0,11530.0,5436.0,602.0,954.0,2691.0,3257.0,5441.0,3023.0,765.0,17039.0,12586.0,16993.0,16790.0,9363.0,548.0,471.0,427.0,2214.0,7063.0,6060.0,641.0,15051.0,8976.0,6619.0,11316.0,3120.0,425.0,545.0,344.0,796.0,3716.0,999.0,,,708.0,196.0,,,652.0,282.0,3394.0,1654.0
280,290.5,7707.5,7312.5,23672.5,8933.5,24999.5,552.5,3723.5,20381.5,11350.5,4103.5,8672.5,437.5,11801.5,11451.5,28076.5,11921.5,29891.5,628.5,2242.5,13990.5,9916.5,5806.5,11573.5,697.5,14685.5,14293.5,38323.5,22751.5,18593.5,718.5,519.5,1691.5,5907.5,6689.5,5407.5,863.5,9321.5,9557.5,21029.5,13636.5,7225.5,714.5,1471.5,4276.5,4907.5,7462.5,3895.5,937.5,25457.5,18147.5,23805.5,22469.5,12241.5,608.5,625.5,602.5,3038.5,8781.5,8132.5,747.5,21135.5,13268.5,9622.5,15599.5,4833.5,494.5,708.5,526.5,1561.5,5315.5,1945.5,,,774.5,252.5,,,747.0,368.0,4850.0,2317.0
300,415.0,13496.0,12536.0,32458.0,12783.0,30712.0,640.0,6014.0,24860.0,15953.0,6598.0,11811.0,563.0,18256.0,17377.0,37646.0,16413.0,37520.0,722.0,3247.0,17383.0,13989.0,8773.0,15379.0,1051.0,21772.0,20187.0,45388.0,29226.0,23410.0,806.0,722.0,2464.0,7579.0,8490.0,7047.0,1038.0,14460.0,13992.0,23437.0,15283.0,9429.0,815.0,1917.0,6612.0,6870.0,10274.0,5099.0,1090.0,34075.0,25507.0,32086.0,28800.0,15659.0,705.0,764.0,902.0,3961.0,11003.0,10088.0,840.0,27118.0,18919.0,13785.0,21442.0,6930.0,577.0,871.0,769.0,2624.0,7395.0,3212.0,,,835.0,329.0,,,838.0,460.0,6724.0,3328.0
320,541.5,20483.5,18639.5,42485.5,17431.5,36111.5,707.5,9225.5,28681.5,22037.5,9503.5,15984.5,724.5,26298.5,24303.5,48644.5,21677.5,45873.5,781.5,4713.5,19972.5,18539.5,12269.5,19978.5,1376.5,30370.5,27303.5,52019.5,36507.5,29030.5,885.5,981.5,3481.5,9604.5,10641.5,8949.5,1171.5,21775.5,20010.5,26050.5,17148.5,11153.5,894.5,2262.5,8471.5,9711.5,13309.5,6672.5,1207.5,41700.5,35238.5,40369.5,35461.5,20059.5,773.5,936.5,1377.5,5376.5,13928.5,12329.5,930.5,33221.5,26702.5,18969.5,28572.5,9615.5,665.5,1018.5,1114.5,3895.5,10160.5,4627.5,,,890.5,412.5,,,913.5,576.5,9213.5,4773.5
340,724.5,29444.5,26162.5,51358.5,23357.5,41520.5,817.5,13204.5,32267.5,29771.5,13241.5,21766.5,901.5,37154.5,32910.5,61734.5,27914.5,53690.5,879.5,6688.5,22146.5,24012.5,16331.5,25753.5,1646.5,41140.5,36043.5,59087.5,43233.5,34395.5,978.5,1262.5,4286.5,12092.5,13192.5,11159.5,1335.5,28061.5,27221.5,28580.5,19209.5,12813.5,1005.5,2611.5,9826.5,13521.5,15628.5,8814.5,1345.5,48188.5,45443.5,48133.5,41507.5,25383.5,863.5,1082.5,1841.5,7567.5,17245.5,14947.5,1034.5,39435.5,34974.5,26865.5,36012.5,13054.5,756.5,1193.5,1662.5,5569.5,13871.5,6366.5,,,949.5,499.5,,,1001.5,672.5,11863.5,6657.5
360,851.0,40812.0,35559.0,59813.0,30957.0,47097.0,866.0,16382.0,35341.0,36210.0,18004.0,28335.0,1054.0,49300.0,44132.0,74076.0,35776.0,62180.0,954.0,8357.0,23946.0,30690.0,21154.0,32754.0,1852.0,52805.0,46509.0,65750.0,49485.0,39727.0,1045.0,1486.0,4918.0,15088.0,16241.0,13976.0,1464.0,32603.0,32175.0,30891.0,21131.0,14399.0,1065.0,2894.0,11129.0,17840.0,17536.0,11405.0,1445.0,54492.0,54777.0,54999.0,47208.0,31135.0,948.0,1256.0,2387.0,10311.0,20332.0,18016.0,1104.0,45522.0,43329.0,36098.0,43132.0,17377.0,835.0,1349.0,2488.0,7594.0,20292.0,8712.0,,,1011.0,567.0,,,1056.5,751.5,13560.5,9084.5
380,990.0,50473.0,48012.0,68857.0,40581.0,52239.0,970.0,19055.0,37429.0,42625.0,24272.0,34674.0,1194.0,62485.0,57131.0,86763.0,45331.0,71692.0,1030.0,9555.0,25475.0,39255.0,26967.0,40618.0,2013.0,62615.0,57730.0,72104.0,56266.0,45255.0,1116.0,1687.0,5355.0,18591.0,19618.0,17356.0,1583.0,36370.0,36107.0,32763.0,22973.0,15973.0,1148.0,3142.0,12251.0,20955.0,19637.0,13980.0,1541.0,60325.0,62363.0,61792.0,53160.0,38099.0,992.0,1388.0,2895.0,12700.0,22574.0,21665.0,1178.0,51579.0,51484.0,44963.0,50522.0,22481.0,909.0,1534.0,3440.0,10076.0,26711.0,11668.0,,,1065.0,644.0,,,1140.5,841.5,15055.5,12046.5
400,1117.5,59981.5,58682.5,77679.5,50295.5,57317.5,1027.5,21245.5,39348.5,48974.5,31679.5,41112.5,1318.5,74336.5,71612.5,98739.5,57104.5,81497.5,1084.5,10437.5,26637.5,48275.5,34182.5,49489.5,2139.5,72132.5,67221.5,77637.5,63017.5,51080.5,1190.5,1830.5,5689.5,21888.5,23385.5,21035.5,1719.5,40297.5,40095.5,34736.5,24735.5,17677.5,1206.5,3390.5,13306.5,23465.5,21637.5,16182.5,1658.5,66237.5,70337.5,68521.5,58942.5,44372.5,1055.5,1516.5,3366.5,14383.5,24354.5,25352.5,1256.5,57512.5,59405.5,54075.5,58162.5,31172.5,980.5,1697.5,4384.5,13386.5,32518.5,15185.5,,,1107.5,702.5,,,1196.0,930.0,16790.0,14277.0
420,1234.5,69308.5,69687.5,85814.5,60200.5,61901.5,1089.5,22977.5,40735.5,55226.5,38787.5,47384.5,1450.5,84820.5,85666.5,109202.5,69151.5,89870.5,1146.5,11164.5,27495.5,55920.5,42540.5,58832.5,2286.5,81608.5,76947.5,83305.5,69306.5,56748.5,1258.5,1995.5,5999.5,24877.5,27399.5,24740.5,1830.5,43801.5,43895.5,36494.5,26303.5,19312.5,1282.5,3604.5,14196.5,26254.5,23507.5,18420.5,1734.5,71543.5,77536.5,74412.5,64232.5,50255.5,1126.5,1640.5,3788.5,15750.5,26091.5,29478.5,1318.5,63927.5,67272.5,63192.5,65279.5,40787.5,1059.5,1863.5,5188.5,17934.5,37475.5,19799.5,,,1134.5,791.5,,,1250.0,1047.0,18498.0,15923.0
440,1343.5,77909.5,80136.5,92512.5,70234.5,65522.5,1134.5,24337.5,41704.5,60712.5,46099.5,53794.5,1550.5,94548.5,98975.5,117684.5,82113.5,97726.5,1199.5,11788.5,28131.5,62594.5,51951.5,67445.5,2387.5,89991.5,86339.5,86458.5,75071.5,62027.5,1288.5,2099.5,6238.5,26960.5,31660.5,28460.5,1904.5,46747.5,47109.5,37424.5,27585.5,20833.5,1323.5,3746.5,15000.5,28683.5,25163.5,20427.5,1784.5,75887.5,84173.5,79737.5,69082.5,55939.5,1153.5,1749.5,4219.5,17067.5,27818.5,32871.5,1381.5,69375.5,74794.5,71488.5,72094.5,50400.5,1116.5,1991.5,5830.5,21867.5,41660.5,28154.5,,,1173.5,868.5,,,1318.0,1116.0,20089.0,17808.0
460,1458.0,85481.0,90304.0,98170.0,79706.0,68336.0,1190.0,25348.0,41705.0,64918.0,53187.0,59446.0,1654.0,102479.0,110946.0,124679.0,95432.0,103822.0,1238.0,12250.0,28493.0,67866.0,60875.0,75886.0,2490.0,97111.0,95035.0,87662.0,80327.0,66997.0,1323.0,2206.0,6412.0,28734.0,35811.0,32692.0,2001.0,49210.0,49858.0,37737.0,28424.0,22196.0,1344.0,3876.0,15586.0,30846.0,26563.0,22421.0,1871.0,80156.0,89919.0,84228.0,73243.0,61534.0,1206.0,1831.0,4621.0,18393.0,29573.0,35506.0,1431.0,72867.0,81478.0,78769.0,78297.0,59865.0,1156.0,2065.0,6387.0,24937.0,45473.0,37348.0,,,1231.0,940.0,,,1355.0,1194.0,21421.0,19700.0
480,1517.5,91621.5,98925.5,102461.5,88503.5,70034.5,1232.5,25884.5,41599.5,68182.5,60000.5,64389.5,1744.5,109232.5,121167.5,129584.5,108629.5,108555.5,1286.5,12550.5,28467.5,72077.5,69628.5,83565.5,2598.5,103251.5,102758.5,89180.5,83313.5,71347.5,1350.5,2303.5,6501.5,30134.5,39209.5,37074.5,2065.5,51485.5,52533.5,38227.5,28880.5,23522.5,1395.5,3942.5,15996.5,32619.5,27871.5,24346.5,1936.5,83930.5,94810.5,88471.5,77173.5,66491.5,1219.5,1891.5,4946.5,19534.5,31020.5,37815.5,1478.5,75804.5,87530.5,85749.5,83171.5,68811.5,1196.5,2181.5,6888.5,27196.5,48695.5,46022.5,,,1238.5,1005.5,,,1402.5,1273.5,22612.5,21573.5
500,1625.0,96804.0,106712.0,103957.0,96281.0,70777.0,1250.0,26257.0,41499.0,70731.0,66317.0,69024.0,1832.0,113964.0,129290.0,133166.0,120045.0,112197.0,1300.0,12799.0,28194.0,74884.0,77624.0,90538.0,2662.0,108766.0,110086.0,90513.0,84476.0,73009.0,1384.0,2369.0,6540.0,31363.0,42267.0,41200.0,2130.0,53579.0,54667.0,38672.0,29444.0,24366.0,1413.0,4007.0,16084.0,34253.0,28858.0,26080.0,2017.0,87201.0,99743.0,92092.0,80052.0,71635.0,1255.0,1941.0,5149.0,20612.0,32366.0,39915.0,1515.0,78048.0,92134.0,91825.0,86438.0,77540.0,1242.0,2224.0,7311.0,29151.0,51661.0,54080.0,,,1285.0,1052.0,,,1442.0,1337.0,23599.0,23162.0
520,1686.5,101634.5,113872.5,105210.5,103869.5,71407.5,1297.5,26437.5,41764.5,71884.5,71881.5,73496.5,1931.5,117974.5,136245.5,135585.5,130432.5,114936.5,1334.5,12855.5,28182.5,77312.5,85003.5,96249.5,2751.5,113337.5,116401.5,91854.5,86092.5,74569.5,1414.5,2425.5,6630.5,32191.5,44882.5,44908.5,2198.5,55582.5,56927.5,38843.5,30028.5,24910.5,1451.5,4032.5,16265.5,35538.5,29367.5,27646.5,2065.5,89378.5,104328.5,94795.5,82393.5,75980.5,1285.5,1982.5,5256.5,21395.5,33123.5,42238.5,1577.5,80505.5,95213.5,97017.5,88763.5,86380.5,1267.5,2292.5,7685.5,30962.5,53733.5,61505.5,,,1315.5,1123.5,,,1493.0,1401.0,24485.0,24584.0
540,1775.5,104698.5,119080.5,105838.5,109844.5,72017.5,1311.5,26399.5,41561.5,72172.5,76241.5,76503.5,1986.5,120916.5,140637.5,137034.5,138372.5,115730.5,1368.5,12889.5,28145.5,78767.5,90981.5,100655.5,2844.5,115007.5,119058.5,92463.5,87898.5,75563.5,1454.5,2468.5,6638.5,32466.5,47066.5,48251.5,2241.5,56539.5,58128.5,38996.5,30295.5,25368.5,1473.5,4074.5,16410.5,36234.5,29570.5,29198.5,2105.5,90642.5,107187.5,95771.5,83699.5,79654.5,1323.5,2016.5,5400.5,21878.5,33438.5,44361.5,1596.5,81749.5,97751.5,99483.5,90833.5,93936.5,1318.5,2330.5,7921.5,32117.5,55526.5,68508.5,,,1350.5,1186.5,,,1523.5,1474.5,25339.5,25817.5
560,1842.0,107363.0,122763.0,107518.0,114407.0,72655.0,1338.0,26490.0,41625.0,72782.0,80225.0,79259.0,2065.0,124327.0,144584.0,137848.0,144812.0,117552.0,1399.0,12992.0,28174.0,79786.0,95485.0,104239.0,2911.0,117270.0,121874.0,93690.0,89868.0,77881.0,1471.0,2515.0,6677.0,32895.0,48295.0,51501.0,2302.0,57823.0,59108.0,38825.0,30493.0,25951.0,1515.0,4111.0,16573.0,36643.0,29892.0,30498.0,2144.0,92308.0,109543.0,97843.0,85020.0,82803.0,1346.0,2064.0,5503.0,22156.0,33820.0,46235.0,1663.0,83326.0,100306.0,101423.0,92517.0,101108.0,1338.0,2366.0,8098.0,33300.0,56423.0,74640.0,,,1388.0,1240.0,,,1541.5,1489.5,25957.5,26845.5
580,1909.5,109518.5,125831.5,108799.5,116755.5,73710.5,1365.5,26643.5,41728.5,73513.5,83369.5,81896.5,2100.5,126515.5,148360.5,139250.5,150007.5,119243.5,1427.5,13057.5,28172.5,80091.5,99452.5,107103.5,2995.5,119793.5,124817.5,95003.5,92217.5,79821.5,1527.5,2563.5,6782.5,33291.5,49064.5,54406.5,2348.5,58451.5,60345.5,38901.5,30771.5,26492.5,1555.5,4150.5,16622.5,37066.5,30398.5,31785.5,2215.5,93756.5,112045.5,99302.5,86486.5,85478.5,1366.5,2083.5,5583.5,22480.5,34265.5,48077.5,1718.5,85845.5,102986.5,103427.5,94407.5,107160.5,1352.5,2422.5,8228.5,33993.5,57632.5,80057.5,,,1408.5,1273.5,,,1579.5,1544.5,26853.5,28018.5
600,1954.0,111078.0,128011.0,109733.0,119517.0,74775.0,1401.0,26788.0,41734.0,73797.0,84656.0,82899.0,2165.0,127507.0,150170.0,139466.0,153471.0,119875.0,1447.0,13032.0,27971.0,80120.0,101848.0,108873.0,3027.0,121635.0,127533.0,95282.0,94155.0,81409.0,1541.0,2590.0,6828.0,33729.0,49797.0,55299.0,2366.0,59389.0,61384.0,38686.0,30754.0,26787.0,1564.0,4171.0,16579.0,37377.0,30674.0,32960.0,2251.0,93835.0,112932.0,99400.0,87336.0,86640.0,1403.0,2110.0,5614.0,22742.0,34467.0,49348.0,1740.0,87078.0,104329.0,104124.0,95538.0,112032.0,1388.0,2442.0,8379.0,34348.0,58005.0,84454.0,,,1446.0,1306.0,,,1612.5,1596.5,27504.5,29086.5
620,2013.5,113172.5,130899.5,111130.5,121808.5,75670.5,1439.5,26877.5,41959.5,74314.5,86418.5,84170.5,2204.5,129665.5,152860.5,139875.5,156366.5,121753.5,1461.5,13111.5,28101.5,80532.5,104171.5,109881.5,3082.5,124470.5,131205.5,95838.5,96042.5,83509.5,1567.5,2633.5,6863.5,34087.5,50808.5,56226.5,2438.5,60320.5,62364.5,38894.5,30931.5,27168.5,1587.5,4206.5,16704.5,37835.5,30922.5,34026.5,2280.5,94818.5,114613.5,100406.5,88433.5,88488.5,1421.5,2134.5,5676.5,22994.5,34647.5,50247.5,1793.5,88904.5,107525.5,105652.5,97364.5,115608.5,1413.5,2484.5,8490.5,34771.5,58519.5,88602.5,,,1481.5,1341.5,,,1640.0,1626.0,28123.0,30035.0
640,2045.0,114587.0,132918.0,112036.0,123987.0,75975.0,1470.0,26887.0,41780.0,74518.0,87199.0,84936.0,2251.0,131038.0,155020.0,139760.0,158352.0,122911.0,1499.0,13125.0,27830.0,80588.0,104647.0,110126.0,3115.0,126903.0,133994.0,96588.0,97316.0,84650.0,1587.0,2668.0,6909.0,34281.0,51478.0,57090.0,2471.0,61032.0,63400.0,38804.0,30828.0,27428.0,1604.0,4233.0,16708.0,38051.0,31051.0,34806.0,2329.0,96094.0,116496.0,101249.0,89334.0,89684.0,1447.0,2171.0,5693.0,23104.0,34667.0,50817.0,1833.0,90376.0,109425.0,106560.0,98232.0,117713.0,1454.0,2508.0,8530.0,35077.0,58681.0,91736.0,,,1504.0,1368.0,,,1660.0,1655.0,28701.0,30706.0
