group,1,2,3,4,5,6,7,8,9,10,11,12
A,E38_00,E38_01,E38_02,E38_03,E38_04,E38_05,E38_06,E38_07,NC#1_0,NC#2_0,NC#3_0,BC_0
B,E38_10,E38_11,E38_12,E38_13,E38_14,E38_15,E38_16,E38_17,NC#1_1,NC#2_1,NC#3_1,BC_1
C,E38_20,E38_21,E38_22,E38_23,E38_24,E38_25,E38_26,E38_27,NC#1_2,NC#2_2,NC#3_2,BC_3
D,E38_30,E38_31,E38_32,E38_33,E38_34,E38_35,E38_36,E38_37,NK#1_0,NK#2_0,NK#3_0,BK_0
E,E38_40,E38_41,E38_42,E38_43,E38_44,E38_45,E38_46,E38_47,NK#1_1,NK#2_1,NK#3_1,BK_1
F,E38_50,E38_51,E38_52,E38_53,E38_54,E38_55,E38_56,E38_57,NK#1_2,NK#2_2,NK#3_2,GFP#3_0
G,E38_60,E38_61,E38_62,E38_63,E38_64,E38_65,E38_66,E38_67,GFP#1_0,GFP#1_1,GFP#1_2,GFP#3_1
H,E38_70,E38_71,E38_72,E38_73,E38_74,E38_75,E38_76,E38_77,GFP#2_0,GFP#2_1,GFP#2_2,GFP#3_2
