group,1,2,3,4,5,6,7,8,9,10,11,12
A,G728,G728,G728,G728,G728,G728,G722,G722,G722,G722,G722,G722
B,G728,G728,G728,G728,G728,G728,G722,G722,G722,G722,G722,G722
C,G728,G728,G728,G728,G728,G728,G722,G722,G722,G722,G722,G722
D,G728,G728,G728,G728,G728,G728,G722,G722,G722,G722,G722,G722
E,G728,G728,G728,G728,G728,G728,G722,G722,G722,G722,G722,G722
F,G728,G728,G728,G728,G728,G728,G722,G722,G722,G722,G722,G722
G,,,,,,,,,,,,
H,,,BK,BK,3K3-N,3K3-N,,BA,4A3-N,4A3-N,4A3-P,4A3-P
