time,e15SspGyrB,e22SspGyrB,e32SspGyrB,e33SspGyrB,e34SspGyrB,e41SspGyrB,e42SspGyrB,e15TerThyXS2,e22TerThyXS2,e38TerThyXS2,e16TerThyXS1,e33TerThyXS1,e15STPhoRadA,e16STPhoRadA,e17STPhoRadA,e20STPhoRadA,e22STPhoRadA,e26STPhoRadA,e32STPhoRadA,e33STPhoRadA,e34STPhoRadA
580,20689.21,7269.21,34394.84,1644.91,37407.45,17725.15,5770.66,669.66,716.76,2063.62,9065.25,607.68,1527.96,31017.67,5483.89,22042.6,5706.74,3135.44,4341.89,8132.18,12164.34
600,21040.29,7492.54,34526.81,1641.97,37621.12,17861.37,5890.85,669.7,796.99,2107.32,9088.43,663.28,1548.66,31698.92,5628.11,22273.15,5906.44,3196.4,4431.43,8374.56,12340.76
620,21359.5,7802.36,35054.95,1667.51,38133.51,17885.3,5938.08,660.39,793.47,2097.34,9053.97,633.39,1575.39,32365.93,5729.19,22525.9,6124.85,3264.31,4434.47,8499.06,12389.03
640,21826.04,7961.21,35425.41,1723.09,38104.1,18222.39,6030.35,698.03,793.0,2132.88,9103.49,668.15,1668.32,33211.47,5843.39,22959.12,6273.71,3413.21,4531.39,8654.88,12765.96
660,22044.55,8173.57,36148.09,1783.53,38959.29,18257.46,6252.34,682.24,801.39,2151.94,9168.37,659.57,1674.5,34067.09,5965.07,23050.86,6557.82,3358.79,4572.84,8849.98,12748.96
680,22356.83,8386.97,36342.89,1761.77,39262.75,18226.4,6153.72,718.37,826.57,2207.78,9173.37,728.18,1704.93,34669.76,6085.47,23110.67,6659.48,3342.99,4569.38,8932.92,12706.77
700,22654.2,8641.14,36841.48,1809.24,39905.59,18551.13,6155.06,672.39,838.94,2199.56,8990.89,716.32,1685.38,35262.69,6153.57,23456.58,6836.43,3390.89,4616.45,9023.65,12938.16
720,22700.41,8770.99,37155.84,1818.58,40396.27,18282.66,6228.15,687.1,828.48,2209.35,8935.7,702.49,1742.05,34938.99,6225.33,23695.59,7046.43,3445.77,4665.69,9182.72,12954.02
740,23293.34,9001.84,37543.74,1883.45,40742.56,18874.97,6360.19,697.85,802.05,2212.52,9036.2,636.05,1748.08,36622.93,6337.14,23732.16,7163.49,3408.98,4691.83,9323.95,13166.44
760,23573.02,9161.17,37942.05,1900.86,40957.34,19188.48,6317.81,692.31,867.17,2256.71,9113.9,726.39,1765.26,37420.17,6531.41,24213.92,7228.15,3535.91,4754.35,9447.51,13276.5
780,23732.23,9216.05,38152.46,1940.85,41112.53,19094.74,6252.52,759.0,895.02,2304.26,9177.51,787.25,1765.26,37791.5,6548.79,24120.44,7268.96,3519.22,4816.42,9460.67,13289.09
800,23946.16,9330.7,38511.48,1931.1,41577.79,19266.94,6268.03,684.05,906.11,2332.45,8923.6,788.74,1825.49,38503.32,6692.0,24556.37,7435.18,3606.41,4873.63,9473.6,13381.88
820,23920.68,9525.06,38870.98,2002.63,41852.08,19336.73,6368.98,734.3,992.2,2403.08,9074.55,755.78,1856.67,39282.36,6763.12,24227.05,7587.15,3581.07,4836.08,9568.69,13377.35
840,24454.09,9606.53,39293.09,2008.38,42216.16,19653.0,6414.92,743.02,940.18,2388.73,9172.94,748.7,1849.69,39687.21,6811.42,24756.39,7666.53,3681.42,4903.27,9585.41,13442.08
860,24406.57,9565.35,39304.68,1990.63,42374.22,19736.92,6379.08,737.53,909.51,2435.07,9057.02,755.53,1912.46,40118.73,6890.26,24574.5,7718.65,3581.39,4870.77,9520.74,13395.22
880,24643.2,9786.93,39269.13,2035.03,42481.98,19800.08,6452.86,528.58,636.95,2488.17,9144.92,812.7,1913.3,40563.96,6911.39,24880.77,7852.06,3684.34,4975.84,9780.97,13415.39
900,24733.16,9830.73,39730.09,2039.37,42697.03,19775.43,6478.26,773.3,967.18,2480.4,9182.61,786.34,1881.47,41135.11,6998.51,24965.58,7875.93,3678.2,4933.38,9561.59,13520.3
920,24892.71,10033.87,40078.9,1983.89,42997.96,19820.54,6392.01,752.07,913.06,2484.48,9119.18,666.45,1926.58,41509.98,7010.96,25081.73,7938.51,3701.94,4974.75,9584.28,13486.84
940,25032.22,10156.5,40471.8,2087.02,43570.33,20072.98,6498.35,778.12,955.14,2545.28,9066.03,746.21,1967.43,42149.9,7122.85,25270.89,8073.03,3727.91,5018.13,9763.46,13592.78
960,25285.17,10236.16,41240.05,2139.15,43554.51,20263.32,6561.05,800.18,996.33,2523.44,9242.94,773.63,1963.0,42560.3,7166.82,25411.91,8108.89,3786.11,5031.81,9814.79,13631.08
980,25455.0,10260.25,41322.26,2115.66,43870.74,20330.85,6501.66,744.37,998.47,2579.65,9238.26,729.39,1967.66,42926.99,7217.33,25479.79,8280.23,3718.04,5046.85,9850.5,13714.22
1000,25957.56,10406.17,42018.38,2147.27,44627.36,20602.62,6471.59,794.85,961.19,2597.31,9225.67,729.44,2023.01,43449.33,7268.5,25732.53,8267.68,3818.87,5041.42,9947.66,13882.39
1020,25958.33,10629.95,41301.62,2152.29,44523.82,20611.29,6476.69,780.01,982.99,2670.68,9225.8,752.45,2029.68,43926.75,7359.52,25829.22,8260.62,3779.09,5132.48,9855.45,13721.76
1040,25982.34,10621.31,41633.63,1819.76,44483.36,20897.25,6564.89,569.18,830.28,2703.03,9236.97,824.25,2078.65,44178.76,7457.3,25974.23,8461.58,3917.1,5168.26,9930.03,13893.22
1060,26398.42,10577.81,42531.57,2266.92,45379.59,20882.73,6712.35,863.47,1031.07,2745.94,9365.82,827.59,2127.69,44749.23,7525.08,26385.54,8596.91,3950.28,5196.82,10005.14,13908.2
1080,26690.3,10858.13,42600.75,2344.5,45960.46,21093.66,6735.55,882.0,1039.62,2797.48,9399.68,895.63,2173.3,45184.76,7622.23,26259.87,8697.71,4045.56,5270.07,10261.63,14112.14
1100,26685.59,10680.79,43182.05,2370.4,46040.05,21182.82,6819.22,929.8,1055.27,2781.94,9389.97,871.55,2172.29,45127.54,7730.17,26481.53,8639.91,4041.07,5312.67,10214.93,13991.7
1120,26878.15,11011.73,43335.4,2353.19,46489.41,21292.84,6736.67,930.56,1033.33,2857.75,9471.63,861.06,2228.58,45678.42,7769.75,26713.55,8793.63,4047.15,5385.69,10202.67,14122.78
1140,26783.93,11167.59,43839.46,2396.71,46779.4,21643.85,6960.03,949.16,1146.05,2848.37,9613.8,915.48,2242.03,46387.3,7833.97,27128.65,8874.86,4094.26,5401.19,10407.8,14292.79
1160,27301.67,11232.97,43659.28,2406.67,46966.43,21424.03,6955.3,974.78,1104.42,2922.92,9653.43,935.31,2297.98,46139.94,7853.18,27203.32,8890.16,4184.94,5448.71,10432.01,14187.91
1180,27528.13,11263.68,44081.65,2438.75,47182.68,21730.27,6957.82,928.68,1101.78,2989.53,9626.75,957.94,2262.47,46353.31,7910.6,27058.86,7010.92,4156.58,5491.86,10465.17,14275.72
1200,27686.13,11292.42,44427.4,2405.77,47652.47,21871.43,7043.64,929.86,1094.35,2954.66,9598.64,958.62,2348.79,47164.13,8008.05,27444.2,8973.71,4222.71,5479.1,10476.57,14363.3
1220,28081.95,11428.3,44568.19,2462.28,48106.46,22105.0,7163.32,976.65,1140.64,2985.97,9712.97,998.2,2327.81,47398.34,8007.11,27549.4,9027.01,4256.0,5485.98,10583.26,14521.53
1240,28029.43,11602.6,45587.88,2427.28,48579.89,22198.16,7120.3,932.78,1137.24,3025.38,9898.58,968.96,2380.87,47787.14,8074.65,27971.16,9179.47,4233.89,5610.12,10577.45,14498.23
1260,28329.76,11692.3,45655.91,2480.77,48178.97,20806.31,7277.0,957.72,1083.23,3000.27,9945.1,952.05,2333.15,47951.01,7966.86,27960.17,6292.41,4239.87,5593.73,10608.63,14579.1
1280,28758.03,11756.92,46388.2,2572.71,49069.98,22547.22,7335.23,961.51,1134.99,3054.24,9977.72,982.12,2398.77,48808.01,8136.45,28115.97,9276.01,4300.13,5628.53,10664.87,14652.26
1300,28952.35,11824.78,45560.79,2552.32,49244.1,22514.35,7285.94,982.44,1113.16,3102.31,9995.23,1035.3,2487.5,48845.93,8111.11,27972.69,9346.7,4315.77,5678.55,10703.87,14769.84
1320,28936.96,11927.03,46694.31,2603.45,49926.58,22624.39,7309.0,978.14,1130.21,3123.76,10000.01,1064.6,2378.49,48952.89,8313.9,28533.02,9356.33,4367.6,5690.56,10882.55,14871.91
1340,29333.02,12042.58,46297.74,2607.46,50523.48,22765.01,7373.45,1012.13,1161.74,3217.19,10055.32,1071.68,2451.46,49123.38,8325.0,28570.95,9408.51,4277.48,5687.32,10907.92,14924.77
1360,28977.69,11982.98,46427.42,2495.3,50236.03,22795.14,7234.22,935.77,1136.6,3109.77,10076.41,1099.45,2550.23,49553.75,8365.92,28650.95,9481.97,4317.21,5637.73,10921.66,14934.44
1380,29457.45,12160.88,46892.98,2709.79,50916.8,23253.69,7462.75,1013.12,1179.83,3265.81,10219.11,1074.73,2614.72,49640.18,8478.13,28966.47,9590.03,4380.06,5793.26,11096.84,15068.47
1400,29679.87,12294.84,47424.41,2637.92,51268.89,23441.92,7488.58,1055.48,1244.02,3263.64,10297.58,1130.53,2640.2,48565.83,8529.23,29093.03,9643.21,4442.93,5989.43,11276.1,15372.19
1420,29954.65,12317.16,47766.13,2755.42,51449.18,23518.34,7649.15,1012.39,1193.63,3245.06,10400.39,1113.71,2694.08,50782.04,8547.41,29362.14,9671.32,4482.27,5902.49,11243.88,15412.09
1440,30247.44,12549.93,48439.01,2806.84,51898.75,24002.62,7621.96,1033.37,1239.01,3332.23,10448.71,1087.42,2694.66,51389.54,8617.91,29686.69,9735.84,4478.47,5926.87,11328.69,15616.88
