time,e11x32STPhoRadA,e15x32NpuSspS2,e16x33NrdA2,e20x32gp411,e32x30SspGyrB,e34x30MjaKlbA,e38x32gp418,e41x32NrdJ1,e42x32STIMPDH1,negative_control,positive_control,blank
0,-9.0,50.0,16.0,55.0,54.0,114.0,91.0,90.0,47.0,75.0,5651.0,
20,48.0,38.0,63.0,81.0,72.0,45.0,84.0,46.0,62.0,82.0,4489.0,
40,0.0,26.0,9.0,4.0,36.0,21.0,22.0,22.0,34.0,34.0,4762.0,
60,27.0,24.0,53.0,24.0,58.0,42.0,42.0,30.0,25.0,27.0,5124.0,
80,3.0,57.0,14.0,31.0,28.0,44.0,34.0,34.0,25.0,1.0,5588.0,
100,-1.0,21.0,34.0,37.0,-2.0,30.0,13.0,36.0,-9.0,-2.0,6336.0,
120,65.0,25.0,66.0,41.0,21.0,53.0,33.0,57.0,37.0,9.0,7492.0,
140,46.0,51.0,66.0,63.0,64.0,38.0,75.0,58.0,53.0,52.0,9162.0,
160,27.0,77.0,74.0,79.0,72.0,93.0,79.0,73.0,68.0,58.0,11497.0,
180,92.0,181.0,77.0,94.0,220.0,92.0,211.0,90.0,40.0,57.0,14470.0,
200,1155.0,990.0,960.0,1253.0,1725.0,327.0,1224.0,731.0,139.0,135.0,18925.0,
220,3064.0,2279.0,3066.0,2913.0,3716.0,1311.0,2225.0,2136.0,218.0,206.0,24220.0,
240,5968.0,3938.0,6757.0,5552.0,6949.0,2422.0,3472.0,4520.0,358.0,370.0,34311.0,
260,9572.0,6021.0,11441.0,8438.0,10543.0,3896.0,5055.0,6825.0,727.0,509.0,46695.0,
280,13625.0,8811.0,17466.0,12111.0,15289.0,5411.0,7114.0,9331.0,1148.0,687.0,63740.0,
300,18492.0,11345.0,25487.0,16741.0,22319.0,7121.0,8246.0,12833.0,1600.0,782.0,84635.0,
320,24598.0,13645.0,31455.0,18723.0,28167.0,8994.0,9156.0,16867.0,2116.0,919.0,110474.0,
340,31354.0,14902.0,37486.0,20552.0,33437.0,11055.0,10179.0,21221.0,2853.0,1050.0,145264.0,
360,36760.0,16147.0,44723.0,22429.0,38017.0,13059.0,11451.0,24818.0,3952.0,1151.0,171649.0,
380,41995.0,17318.0,51832.0,24625.0,43442.0,15594.0,12862.0,27444.0,6443.0,1269.0,189397.0,
400,46159.0,18513.0,59107.0,27486.0,49785.0,18787.0,14151.0,30369.0,8645.0,1377.0,204124.0,
420,49755.0,19445.0,65166.0,29867.0,56417.0,22144.0,15434.0,33131.0,10861.0,1462.0,217339.0,
440,53494.0,20397.0,71004.0,32343.0,63188.0,25992.0,16715.0,36306.0,13305.0,1452.0,231827.0,
460,57215.0,21166.0,75556.0,34298.0,69038.0,30136.0,17723.0,39272.0,16138.0,1524.0,243490.0,
480,61261.0,21455.0,79540.0,35852.0,73693.0,33949.0,18592.0,41742.0,18803.0,1662.0,253652.0,
500,65663.0,21675.0,81704.0,36780.0,77804.0,37827.0,19156.0,43978.0,21473.0,1772.0,256654.0,
520,70893.0,21832.0,83468.0,37501.0,79221.0,41252.0,19513.0,46079.0,24161.0,1783.0,256657.0,
540,76387.0,21908.0,84513.0,37414.0,79785.0,44195.0,19772.0,47268.0,26439.0,1839.0,256615.0,
560,81190.0,22050.0,85605.0,37610.0,80157.0,45493.0,20038.0,48395.0,28801.0,1884.0,256608.0,
580,86112.0,22117.0,86478.0,37935.0,80467.0,45848.0,20320.0,48620.0,30864.0,1954.0,256622.0,
600,90073.0,22148.0,87064.0,37791.0,81122.0,46468.0,20658.0,48798.0,32284.0,1954.0,256596.0,
620,94700.0,22342.0,88010.0,38209.0,81078.0,47265.0,21007.0,48839.0,33357.0,2092.0,256647.0,
640,99277.0,22523.0,88875.0,38690.0,81629.0,47774.0,21224.0,49126.0,34010.0,2105.0,256616.0,
660,102504.0,22543.0,89562.0,38964.0,82340.0,48723.0,21348.0,49374.0,34416.0,2128.0,256602.0,
680,105667.0,22730.0,90615.0,39587.0,83239.0,49102.0,21702.0,49488.0,34749.0,2203.0,256596.0,
700,107821.0,22645.0,91508.0,39846.0,84372.0,49496.0,21770.0,49518.0,34664.0,2182.0,256582.0,
720,110019.0,22686.0,92026.0,40534.0,84452.0,50213.0,22074.0,49693.0,34950.0,2256.0,256602.0,
740,113021.0,22849.0,92906.0,40753.0,84931.0,50814.0,22125.0,49936.0,35029.0,2287.0,256592.0,
760,115669.0,22782.0,93114.0,41345.0,85260.0,51136.0,22291.0,50069.0,35025.0,2327.0,256590.0,
780,117727.0,22860.0,93466.0,41540.0,85693.0,51588.0,22590.0,50324.0,35190.0,2326.0,256590.0,
800,119010.0,23010.0,94344.0,41727.0,86418.0,52002.0,22575.0,50211.0,35131.0,2373.0,256582.0,
