time,e22x32STPhoRadA,e22x30CthTer,e22x32CthTer,e22x30MPMDnaB,e22x30SaPdpol,e22x32NrdA2,e22x33NrdA2,e22x30MjaKlbA,e22x33MjaKlbA,e26x30TerThyXS1,e26x30STPhoRadA,e26x30MPMDnaB,e26x32NrdA2,e26x33NrdA2,e26x30MjaKlbA,e26x33MjaKlbA,e32x30NpuSspS1,e32x32gp411,e32x32gp418,e32x32NrdJ1,e32x33NrdJ1,e32x30SspGyrB,e32x30STPhoRadA,e32x32CthTer,e32x32NrdA2,e32x33NrdA2,e33x30SspGyrB,e33x30TerThyXS1,e33x30TvoVMA,e33x30STPhoRadA,e33x32STPhoRadA,e33x32CthTer,e33x30SaPdpol,e33x32NrdA2,e33x33NrdA2,e33x30MjaKlbA,e34x32M86,e34x30STNpuSspS2,e34x32gp411,e34x32gp418,e34x32NrdJ1,e34x33NrdJ1,e34x32STIMPDH1,e34x30SspGyrB,e34x30SspGyrB,e34x30TvoVMA,e34x30STPhoRadA,e34x30CthTer,e34x30SaPdpol,e34x32NrdA2,e34x33NrdA2,e34x33NrdA2,e34x30MjaKlbA,e34x33MjaKlbA,e38x32M86,e38x30NpuSspS1,e38x32gp418,e38x32NrdJ1,e38x33NrdJ1,e38x30SspGyrB,e38x30SspGyrB,e38x30TerThyXS2,e38x32CthTer,e38x32NrdA2,e38x33MjaKlbA,e41x32M86,e41x32gp418,e41x32NrdJ1,e41x30STsSspDnaX,e41x30SspGyrB,e41x32STPhoRadA,e41x32NrdA2,e42x32M86,e42x32NrdJ1,e42x33NrdJ1,e42x32STIMPDH1,e42x30SspGyrB,e42x32STPhoRadA,e42x30SaPdpol,e42x32NrdA2,e42x33NrdA2,e42x30MjaKlbA,e15,e17,e20,e26,e33,gfp_med_1,gfp_med_2,gfp_low_1,gfp_low_2
400,3065.08,2440.98,3937.06,616.94,1647.72,11499.59,9873.93,1876.01,4337.36,383.87,4162.51,409.45,2175.64,2170.16,636.49,841.5,1961.4,5394.41,13023.31,91073.7,91995.67,42244.98,10136.2,1744.65,29358.45,10431.07,997.75,781.58,212.94,2674.33,7419.77,650.89,413.27,3480.56,2986.07,2687.17,37357.75,16630.3,29908.3,5480.2,40977.06,26374.27,30778.26,43235.93,28247.8,363.22,17580.63,9324.56,2274.37,33970.76,8776.27,8907.65,23161.73,4166.08,13287.54,3775.35,17935.12,1867.01,5733.24,534.0,395.37,1080.19,683.89,2752.9,13955.0,5729.01,6471.45,26763.62,45941.8,23049.09,10078.74,18555.56,11172.24,9816.54,15198.7,7556.17,3188.49,3511.8,71.04,10027.03,8223.51,92.89,70.77,317.13,449.0,419.53,209.19,288744.37,282853.6,38153.82,38192.9
420,3817.24,2771.69,4069.94,696.65,1901.69,12125.2,10682.17,2246.06,4463.19,488.91,4357.0,392.48,2263.13,2197.95,742.05,913.12,1959.41,5417.17,12501.67,91819.57,92228.7,43590.5,10504.6,1772.52,27971.56,10074.79,1050.07,895.46,180.74,3176.34,8513.17,699.23,434.56,3471.18,2869.27,2914.83,35607.32,17113.04,29877.68,5328.27,39803.43,25420.32,30398.13,42054.48,27901.78,431.95,18231.28,9060.55,2125.93,33816.76,8280.04,8780.14,22877.81,4185.26,13816.61,3955.15,18431.1,1963.15,5999.94,576.4,489.59,1117.46,735.32,2796.67,14544.39,5976.95,6508.53,28652.57,45929.96,23205.07,11097.06,20435.16,10825.6,11639.02,14978.04,8084.25,3887.44,3331.9,137.27,11252.85,8186.44,239.73,105.26,426.04,431.62,466.25,282.46,274266.59,265847.51,37730.08,37431.65
440,4479.77,3139.3,4337.47,752.05,2095.47,12772.29,11282.76,2509.69,4436.61,527.57,4546.64,429.81,2435.1,2303.55,823.29,928.14,1954.17,5626.66,12249.37,94256.49,94364.94,46238.16,10962.52,1700.81,26967.38,9820.87,1086.57,850.69,211.84,3738.06,10064.23,668.72,477.17,3498.21,2874.1,3278.47,34436.16,17684.6,30626.06,5161.76,39526.55,25165.61,30837.7,42907.16,27976.66,436.25,19142.2,8778.53,2208.13,33622.48,8094.0,8629.89,23754.87,4036.64,14197.08,3975.48,18826.89,2142.85,6387.01,627.92,445.61,1163.41,801.84,2762.51,15041.29,6181.09,6513.82,29911.23,45708.92,23541.38,11829.89,22634.59,11287.76,13726.68,14915.71,10489.88,4719.14,3499.09,230.6,12470.85,8269.05,363.49,176.97,418.62,478.15,430.26,253.06,259108.54,254070.45,37898.5,37756.2
460,5181.81,3451.53,4610.97,727.83,2253.25,13378.03,11913.88,2835.86,4547.74,579.85,4581.61,475.38,2564.03,2332.98,888.93,970.81,1930.99,5755.08,12071.0,98287.48,96967.2,48204.65,11559.81,1759.73,26981.23,9532.17,1150.41,837.28,228.53,4297.46,11442.49,737.32,466.67,3531.74,2767.37,3644.38,33773.88,18729.48,31325.89,5172.07,39043.14,24734.79,31395.71,42649.33,27911.14,430.89,19532.22,8734.82,2184.03,32989.48,8053.27,8454.14,25196.05,3965.42,14657.04,4177.2,19515.44,2278.37,6630.02,667.35,511.11,1280.04,824.68,2866.59,15515.0,6435.75,6822.54,31543.14,46068.94,23835.45,12413.49,24596.49,11848.67,15494.03,15218.4,13623.01,5645.67,3241.43,231.25,14024.23,8360.51,376.29,155.98,456.99,497.61,466.12,247.4,250246.04,246303.9,38060.55,37521.39
480,6024.09,3785.28,5011.98,759.61,2536.53,14134.47,12744.39,3068.04,4767.41,490.77,5002.29,418.12,2756.34,2489.02,970.83,1026.88,1988.36,5888.87,12302.59,103922.24,100166.3,50968.71,12359.02,1698.82,27980.78,9696.25,1254.16,853.87,257.91,4941.74,13555.57,688.2,527.78,3541.54,2779.22,4119.21,34943.2,20681.5,33511.64,5342.2,40414.85,25274.96,32652.33,44552.63,29354.74,406.14,20563.01,8751.5,2417.18,34017.85,8389.12,8591.91,27775.38,4031.12,15655.24,4245.19,20805.6,2280.53,7169.21,657.1,517.47,1342.08,846.15,3075.02,16644.21,6533.78,7116.16,34201.59,47664.81,24143.23,13449.95,26762.76,13300.62,17640.9,16358.03,18019.36,6901.55,3430.0,249.55,15533.24,8891.86,404.44,149.05,410.62,511.02,472.22,271.05,253507.14,248625.09,38817.49,38689.5
500,6373.0,3999.08,4897.38,790.74,2674.34,14273.32,12959.35,3333.62,4683.02,566.39,4980.72,428.46,2680.59,2441.47,998.49,1011.47,1982.2,6228.97,11909.83,103455.1,99247.81,51868.38,12417.09,1683.07,26752.22,9312.91,1278.91,848.63,266.5,5388.92,14633.31,736.12,492.68,3477.78,2707.1,4375.9,32862.84,20211.46,32848.07,5011.79,38830.67,24372.36,32141.86,43460.18,28374.2,408.28,20783.77,8438.96,2276.52,32963.13,7942.77,8316.48,27390.64,3967.38,15508.89,4344.29,20653.43,2489.5,7154.64,637.23,527.0,1322.37,847.38,2938.15,16648.17,6891.17,7052.2,34260.78,46119.31,24098.61,13477.81,27428.61,13015.94,18442.73,15597.69,21164.62,7437.76,3531.69,332.87,15822.98,8498.71,409.4,113.66,422.7,470.34,455.79,311.09,241594.9,239513.14,38024.69,37217.84
520,6862.26,4195.12,5068.78,785.07,2790.68,14413.31,13312.59,3456.1,4745.64,523.4,5168.13,403.3,2806.4,2418.75,1029.96,981.9,1872.54,6394.38,11688.26,105034.11,99682.22,52566.46,12892.42,1638.08,26239.35,9106.85,1269.64,779.16,205.29,5663.2,15701.59,694.59,457.04,3488.49,2618.46,4668.63,32575.99,20930.24,33907.8,5052.48,39032.15,24289.82,32498.24,43659.4,28588.94,435.06,21030.1,8235.64,2228.87,33114.48,7811.72,8173.49,28833.1,3861.39,15741.5,4221.94,20765.93,2482.31,7303.05,669.59,504.62,1307.44,853.11,2902.77,16841.71,7043.63,6998.75,34934.91,47683.68,24860.15,14169.49,28404.04,13564.93,19385.94,15809.91,24634.28,8202.58,3514.73,275.38,16493.3,8493.43,428.12,134.55,401.2,497.39,422.85,263.35,238073.56,234341.81,38281.8,37556.25
540,7327.95,4428.74,5235.41,840.37,3057.92,14612.52,13607.47,3688.02,4818.5,589.07,5234.09,454.43,2933.44,2472.21,1117.23,1064.21,1937.05,6646.74,11499.04,104982.7,99565.71,53813.69,13166.52,1656.24,25986.07,9052.24,1318.0,864.12,300.42,6069.24,16861.93,760.02,524.35,3493.4,2604.95,5029.94,32088.89,21573.33,33868.05,5087.5,38345.93,23855.07,32183.49,43679.57,28490.32,469.4,21352.44,8257.64,2346.71,32208.52,7864.38,7926.32,28589.13,3772.58,15959.37,4444.28,20264.45,2571.3,7516.36,740.14,532.84,1376.94,956.85,2991.24,16975.17,7299.13,7028.88,35862.65,47738.19,25039.51,14698.57,29592.39,14101.18,20084.19,15844.9,28135.54,8782.57,3501.25,369.52,17080.18,8485.01,567.75,180.41,463.66,560.18,466.63,346.45,234049.08,230819.15,37736.83,37637.82
560,7678.41,4584.32,5277.9,856.67,3167.07,14821.97,13752.67,3872.03,4790.38,547.32,5341.49,422.51,2969.39,2461.53,1133.69,1068.4,1920.66,6766.62,11394.3,106014.84,98894.55,54271.57,13182.89,1630.69,25661.72,8919.53,1325.78,859.02,288.02,6259.13,17587.16,759.42,470.12,3444.41,2582.63,5135.86,31858.3,21724.37,34486.36,4994.59,38223.71,23803.89,32358.01,43779.74,28490.22,462.83,21556.35,8122.19,2298.61,32253.6,7630.56,7935.25,30412.33,3708.96,15943.3,4398.9,21367.66,2614.76,7496.47,722.06,569.18,1379.39,914.1,2915.28,17311.79,7403.47,7022.61,36350.97,48586.28,25294.32,14942.72,30086.14,14443.13,20558.49,15453.39,30712.6,9398.94,3377.45,331.64,17255.09,8402.82,503.6,156.71,478.63,512.74,441.51,311.04,230860.61,228291.52,37926.27,37622.26
580,7913.33,4722.83,5361.26,823.22,3193.94,15124.84,13947.85,3965.92,4717.17,524.24,5283.97,431.9,3042.31,2434.92,1115.44,1015.33,1859.51,6932.67,11265.63,106646.56,98164.18,54919.02,13361.81,1659.09,25691.28,8827.19,1328.48,838.06,234.65,6528.11,17985.29,769.41,398.79,3431.11,2531.98,5311.37,31453.58,22143.81,34852.95,5002.99,38275.5,23571.78,32269.95,43730.68,28031.96,413.73,21709.99,8121.86,2315.05,32090.88,7634.62,7667.39,30978.67,3697.26,16027.37,4360.15,21132.43,2658.73,7517.34,730.62,543.18,1347.16,879.57,2792.43,17284.75,7419.87,6675.63,35756.55,48062.02,25378.33,15264.47,30627.63,14604.71,20698.26,15394.98,32451.99,9696.75,3374.15,315.82,17380.64,8325.85,530.07,127.74,438.8,486.3,384.52,256.09,229513.46,226279.37,38260.81,37437.45
600,8202.08,4893.1,5457.53,906.2,3352.76,15323.3,14183.68,4130.04,4902.36,600.76,5625.17,482.82,3161.86,2583.37,1238.7,1139.47,1988.33,7364.16,11434.99,107058.5,98576.61,55448.74,13512.98,1678.47,25642.49,9053.59,1391.8,928.26,307.52,6833.74,18779.5,773.64,484.28,3492.3,2662.68,5332.08,31709.9,22881.73,35723.67,5113.91,38683.3,23818.49,32833.09,44597.87,28594.36,471.21,22163.73,8034.1,2424.06,32683.6,7608.27,7935.04,31184.54,3935.84,16206.4,4577.32,22161.5,2840.75,7763.37,718.89,637.65,1447.15,898.49,2980.23,17984.95,7548.42,7118.6,37247.4,48911.89,25727.64,15688.49,30963.75,15128.85,21221.95,15566.65,35120.57,10124.65,3481.43,387.97,17912.88,8463.63,597.37,225.01,496.69,580.01,455.75,377.66,228710.0,226551.59,38586.66,37842.35
620,8683.76,5069.95,5788.9,888.16,3424.92,15773.63,14775.83,4116.71,5086.65,582.46,5657.09,397.22,3212.59,2626.58,1281.03,1139.58,1991.6,7430.3,11666.06,107227.87,99126.69,57250.02,13676.14,1587.86,26434.07,9084.74,1441.68,914.46,332.53,7036.05,19612.77,797.67,505.47,3399.06,2678.16,5515.3,32879.66,23772.83,37146.08,5338.44,39785.82,24404.94,34134.79,45818.3,29927.98,547.11,22703.33,8197.45,2549.32,33121.64,7998.36,8223.18,31842.53,3987.56,16981.83,4662.45,22384.27,2864.72,8026.32,705.97,688.76,1510.9,1000.25,2977.47,18039.22,7757.23,7201.55,38297.89,50485.11,26334.12,16036.09,31736.69,16055.56,21510.37,15977.47,37794.61,10583.18,3609.43,399.52,18218.3,8736.32,555.25,206.53,485.81,575.59,500.55,370.93,229709.84,229667.94,39479.79,39442.56
640,8615.68,5070.63,5517.45,900.25,3354.52,15166.64,14516.7,4167.35,4864.16,572.55,5470.13,433.69,3198.61,2566.67,1283.45,1091.87,1937.67,7615.56,11219.81,104454.0,96204.42,55196.51,13559.05,1659.77,24677.91,8766.66,1356.67,852.98,313.24,6784.67,18792.12,792.19,525.14,3310.01,2590.09,5550.24,31050.65,22645.26,35408.24,4949.33,37585.78,23121.8,32497.69,44175.94,28554.0,496.83,22252.44,7998.43,2408.65,31830.33,7506.04,7767.81,31389.02,3634.08,16358.69,4470.58,21286.22,2620.06,7731.71,764.6,657.96,1448.14,995.5,2988.34,17771.29,7499.9,6999.72,36921.58,48488.13,25345.73,15687.48,31386.47,15089.91,20805.88,15098.58,37203.28,9926.23,3389.63,397.82,17529.13,8358.45,614.83,201.51,496.24,583.81,444.03,362.79,222149.33,221231.83,38508.86,38077.52
660,8987.54,5169.73,5654.11,879.98,3560.48,15386.72,14866.06,4307.96,4993.83,577.86,5721.23,388.44,3187.26,2557.63,1286.7,1146.68,2000.28,7870.25,11283.16,105233.45,97133.09,56230.18,13759.34,1522.85,25134.9,8805.5,1351.62,908.77,334.48,6984.3,19228.9,765.29,563.64,3330.92,2664.79,5561.05,31631.52,23105.64,36289.24,5040.74,37849.69,23667.51,33143.5,44822.62,28911.12,481.57,22265.42,7880.34,2471.05,32234.36,7613.28,8017.58,31926.54,3789.47,16632.64,4453.87,22680.1,2797.09,8173.98,784.81,696.15,1477.24,987.9,2983.05,17653.92,7557.13,7049.41,37285.15,49327.96,24803.69,15784.93,31366.29,15273.97,21244.17,15257.22,39032.73,10571.77,3436.88,412.62,17594.11,8406.6,611.8,224.71,532.8,599.47,496.84,384.59,223162.89,222550.99,38335.55,38489.51
680,9005.78,5164.71,5660.73,917.39,3429.65,15855.87,14761.08,4372.26,4905.88,686.08,5544.75,457.47,3199.36,2606.93,1380.46,1119.6,1953.64,8073.79,11210.14,102760.24,95606.76,56583.34,13729.81,1679.07,24820.62,8728.44,1382.46,935.93,318.46,7119.98,19061.5,854.36,553.26,3535.58,2564.26,5653.87,30599.3,23106.22,35950.18,5077.74,37388.65,23281.14,32614.47,44118.18,28581.24,592.62,22027.13,7898.29,2337.29,31918.08,7422.74,7830.6,31377.7,3786.0,16118.21,4506.13,21786.77,2981.03,7880.24,894.37,738.9,1500.3,1041.58,3028.22,18035.89,7638.19,6874.37,37002.55,49088.29,25577.6,16045.66,31428.57,14964.05,20831.79,14910.87,38962.78,10384.36,3455.67,367.34,17778.81,8065.52,665.11,254.09,517.65,612.52,486.43,383.42,219692.14,218186.58,38496.15,38023.25
700,9261.53,5289.13,5750.13,931.7,3536.13,15997.49,15016.21,4418.19,5040.01,664.51,5609.78,416.13,3267.66,2610.64,1316.27,1135.24,1973.38,8251.97,11166.96,103292.81,96561.34,57132.48,13688.42,1650.26,24289.7,8661.05,1417.73,908.75,302.94,7234.78,19322.7,836.47,530.36,3566.05,2608.43,5833.01,30778.49,23330.99,36144.04,5102.81,37729.57,23344.9,32871.31,44350.85,28689.91,516.37,22314.21,8055.66,2355.44,32125.46,7432.06,7877.83,31342.69,3892.34,16511.65,4568.73,22298.45,2930.51,8045.6,884.85,759.46,1474.13,991.26,3023.64,18152.55,7682.38,7019.76,36967.94,49678.98,25431.99,15939.31,31920.27,14943.01,20538.93,14910.7,39653.37,10509.39,3424.43,394.56,17652.64,7989.99,628.59,241.15,559.16,583.97,450.86,365.17,218685.22,217832.33,38763.61,38095.97
720,9468.53,5405.83,5866.72,959.55,3725.05,16153.79,15323.08,4555.26,5047.51,695.63,5694.74,434.84,3310.44,2685.45,1316.65,1205.2,1991.07,8329.22,11206.54,104671.44,98043.97,57284.53,13939.54,1612.01,24887.67,8707.61,1461.93,928.95,351.73,7263.56,19895.87,861.64,586.48,3470.29,2613.36,5917.63,31452.29,23787.06,36639.69,5056.4,37591.76,23607.34,33277.32,45069.98,29358.98,557.01,23001.37,7914.18,2475.57,32136.09,7629.12,7547.73,30380.61,3793.32,16777.14,4576.44,22035.81,2972.45,8119.01,898.58,808.82,1430.33,980.16,3009.8,18456.52,7718.7,7099.51,36770.67,50863.19,25563.19,16102.82,31864.1,15192.93,20762.19,14632.28,39752.64,10397.95,3376.52,327.06,17497.64,8033.89,622.64,209.01,517.08,614.43,440.36,412.48,219867.24,216531.75,39171.17,38359.39
740,9916.1,5593.68,6020.15,945.66,3892.93,16810.89,15856.14,4657.02,5245.83,599.57,5996.32,410.71,3422.58,2827.61,1489.09,1275.63,2039.48,8555.06,11599.79,107342.62,99428.73,59258.39,14277.45,1751.52,26199.74,9115.51,1654.86,982.25,469.25,7590.02,20965.12,918.2,628.65,3679.82,2697.73,6043.09,32905.54,24622.04,38986.6,5397.49,40222.18,24527.25,34755.8,46731.07,30596.46,591.73,23460.48,8205.46,2665.33,33329.99,8222.93,8380.97,33977.01,3997.46,17461.32,4773.95,23806.55,3132.89,8465.95,970.56,927.86,1603.8,1157.22,3264.59,19261.09,8023.28,7300.81,38519.11,51402.31,26494.14,16457.57,33096.16,16082.05,21187.53,15874.22,42446.14,11203.01,3655.99,466.73,18160.48,8372.93,673.32,314.99,548.9,641.97,506.37,464.97,224763.76,222001.56,40328.8,40227.32
760,10046.73,5776.45,6246.62,1046.14,3928.93,16720.2,15962.89,4729.12,5375.9,617.98,6087.44,404.02,3495.0,2854.19,1428.57,1356.04,2116.37,8847.84,11443.03,107107.27,98359.84,58784.93,14441.27,1664.37,25420.4,9040.11,1584.5,984.32,418.6,7591.24,20781.37,897.25,718.94,3567.72,2814.67,5966.1,32534.18,24393.8,38516.38,5157.63,39279.09,24329.71,33949.32,46412.51,30492.72,643.27,23687.47,8086.72,2669.36,33758.04,7866.62,8297.16,32507.03,3964.73,17524.44,4715.19,22835.74,3004.76,8596.18,986.33,898.28,1569.83,1066.22,3136.97,18980.83,7886.56,7288.78,37609.61,51305.16,26219.15,16462.66,32123.43,15675.2,21041.76,15312.36,41662.61,10677.77,3557.11,397.9,17699.0,8430.89,628.19,387.11,529.4,673.18,532.32,490.88,218397.79,217942.76,40295.3,39410.34
780,10128.38,5805.92,6122.43,1020.5,3915.4,17007.79,15953.61,4842.27,5219.28,699.22,5849.91,474.71,3497.64,2834.59,1497.84,1348.2,2111.5,9048.69,11473.04,106845.6,98259.49,59391.2,14264.74,1688.79,25680.58,9024.81,1627.19,993.34,391.85,7662.99,20899.39,974.0,661.65,3721.52,2728.5,6143.32,32242.19,24601.61,38818.15,5265.5,39773.69,24489.61,34662.17,46675.02,30819.21,659.5,23429.21,8301.29,2749.07,33667.75,7717.86,8248.94,32973.36,4061.23,17287.07,4744.09,23531.13,3201.27,8545.87,1066.82,954.24,1460.73,951.13,2950.44,18589.94,7793.19,7007.23,37503.53,50857.11,26220.38,16455.66,32838.0,15691.17,20984.46,15262.97,41275.82,10370.07,3464.29,435.82,17768.32,8245.42,646.85,313.64,618.56,718.92,526.58,485.46,216665.77,216553.59,40152.27,39636.67
800,10314.39,5872.38,6213.2,1047.38,3913.63,17429.97,16503.25,4768.34,5368.33,694.82,6103.42,429.18,3604.62,2859.97,1578.03,1376.66,2188.42,9255.21,11967.3,108516.59,99328.48,61339.58,14512.14,1756.06,26545.65,9286.36,1694.13,1058.1,434.6,7871.92,21548.73,918.69,712.59,3780.29,2773.91,6296.97,33745.19,25950.25,40835.63,5522.32,41211.6,25159.21,35841.98,48338.61,31614.57,677.0,23781.94,8430.94,2774.89,34817.4,8315.14,8657.19,34707.1,4172.41,17939.18,4924.96,22944.05,3051.7,8521.14,990.36,976.3,1632.58,1130.76,3356.48,19817.35,8262.16,7459.1,38758.25,52648.19,26860.3,16810.84,33556.1,16353.24,21667.34,16238.72,42896.16,11097.69,3737.22,484.66,18112.26,8539.52,640.68,362.16,586.89,707.15,504.93,526.05,222062.48,221513.2,40726.22,40843.67
820,10482.8,5848.64,6424.13,1093.94,4155.34,17400.33,16583.31,4946.4,5392.53,710.48,6135.46,410.81,3641.22,2948.23,1618.76,1380.84,2110.89,9573.53,11870.43,109378.97,98999.05,61463.27,14631.9,1829.34,26345.37,9221.69,1756.47,1138.5,456.72,7946.95,21552.24,1023.64,755.67,3790.39,2821.87,6259.62,33466.77,25713.16,41214.94,5510.18,41506.27,25079.54,36088.47,48508.89,31431.62,679.71,23876.07,8433.65,2846.23,34692.82,8284.51,8671.16,34797.55,4208.37,18196.42,5026.4,24704.33,3278.19,8805.73,1072.57,958.45,1609.58,1183.9,3387.51,20045.78,8217.53,7201.26,38699.79,53225.86,26988.03,16135.51,33863.47,16163.66,20924.74,16146.27,41637.42,11088.12,3612.98,482.13,18221.57,8678.34,646.49,373.07,623.23,735.45,545.16,556.08,221134.08,218417.58,40708.65,40714.81
840,10549.43,5987.76,6373.11,1122.15,4190.56,17509.35,16571.87,4850.93,5369.66,666.0,6174.37,445.41,3487.65,2970.75,1653.79,1449.96,2086.97,9766.7,11672.82,107888.75,98941.93,60299.24,14566.96,1761.96,25809.3,9064.11,1718.98,1071.64,410.8,7920.33,21469.8,947.7,729.63,3709.5,2855.72,6349.43,33096.97,24799.17,40444.77,5472.41,40303.06,24952.51,35380.66,48211.04,31214.02,715.35,24013.4,8356.11,2815.83,32838.72,7824.03,8520.31,34396.2,4077.56,16879.2,4842.83,24433.34,3175.75,9026.76,1078.3,1027.44,1595.74,1116.12,3341.87,19807.03,8182.86,7313.84,37882.92,52917.88,26676.63,16627.71,33401.39,16061.19,21283.69,15649.53,42043.0,10827.53,3628.63,461.21,18073.15,8498.0,671.46,390.97,603.47,753.47,536.76,531.58,218087.59,216935.93,40460.2,40205.21
860,10768.46,6090.14,6440.68,1221.84,4276.15,17563.27,16718.45,5045.13,5507.5,762.18,6149.03,515.72,3717.33,3050.97,1765.14,1524.79,2201.73,9919.72,11653.21,108057.41,98878.48,60535.64,14726.49,1804.7,25975.16,9107.95,1740.39,1171.75,525.14,8123.94,21467.45,1069.22,789.87,3869.34,2837.25,6502.25,33423.43,25393.52,40515.11,5505.86,40694.96,25186.95,35924.31,47923.45,31601.46,747.02,23993.93,8511.81,2884.22,34797.1,8196.67,8652.75,34703.19,4046.95,17557.92,4908.06,24660.32,3413.98,8950.76,1184.21,1088.89,1625.73,1133.36,3341.55,20097.84,7694.44,6663.66,37905.01,52612.26,26856.53,16624.46,33610.53,15967.67,21407.66,15467.04,41878.09,10876.66,3520.56,441.44,18030.68,8521.2,753.82,441.02,673.02,818.78,578.93,580.76,215896.13,215395.18,40898.63,40317.06
880,10876.91,6136.05,6499.42,1182.56,4241.84,17636.64,16861.2,5094.33,5547.79,740.54,6221.35,475.14,3717.45,3046.17,1748.84,1476.9,2144.65,9974.4,11724.67,108518.72,98538.15,61411.53,14813.25,1809.66,25984.93,9200.81,1742.32,1186.65,469.12,8200.35,21604.85,1019.17,812.43,3769.52,2881.77,6515.27,33292.63,25409.34,40961.34,5551.25,40609.25,25376.98,36381.67,48592.71,31654.11,814.11,24458.13,8631.86,2897.93,35038.26,8267.67,8716.67,34536.18,4290.33,18219.69,4863.34,24803.87,3426.54,8932.99,1189.69,1089.19,1666.43,1194.95,3356.44,19899.66,8315.05,6686.01,38191.67,53908.68,26716.96,17016.58,33838.25,16064.14,21438.8,15602.02,41646.07,10842.69,3680.77,504.45,17972.1,8653.63,729.58,424.06,655.34,814.68,502.07,615.72,215964.19,213643.34,40858.53,40188.24
900,10983.47,6212.74,6627.84,1236.94,4472.57,17673.73,16878.49,5036.16,5489.3,805.37,6225.08,498.84,3731.57,3044.18,1722.65,1549.29,2239.1,10448.67,11740.36,108324.95,98994.09,61710.05,14841.56,1823.71,26080.54,9338.21,1793.25,1164.27,500.66,8304.69,21775.08,1095.64,832.76,3838.31,2872.45,6695.05,33459.04,25713.0,41090.62,5617.39,40934.06,25450.93,36319.72,48916.13,31726.87,780.58,24302.4,8684.9,2961.25,35235.54,8086.01,8681.46,35293.37,4221.41,18113.7,4885.61,25156.42,3410.08,9096.53,1168.16,1073.72,1636.12,1211.79,3310.12,19942.46,8359.91,7642.62,38393.36,53922.07,27121.37,16789.92,34033.94,16132.96,21529.5,15604.3,41606.57,10907.16,3651.04,493.73,18018.6,8691.18,682.36,414.4,689.88,858.54,567.76,634.04,213909.77,213599.52,40769.43,40770.17
920,10930.51,6264.61,6351.66,1258.09,4484.63,17581.52,16894.25,5228.3,5400.82,849.63,6225.72,532.47,3660.17,3028.26,1740.05,1539.8,2212.99,10647.79,11649.09,107719.02,99076.37,61960.97,14769.44,1796.48,25104.53,9283.85,1741.81,1161.12,477.37,8254.53,21546.25,1113.73,824.53,3887.51,2783.26,6610.5,33489.28,26076.36,40970.27,5551.98,40430.06,25290.0,35729.0,48626.73,31500.11,786.62,24037.63,8569.37,2930.55,35309.46,8156.55,8689.76,34319.82,4118.36,18294.53,4881.72,24695.25,3383.71,8998.94,1187.42,1053.35,1650.52,1171.87,3293.18,20109.94,8390.47,7545.47,38598.82,51974.94,26806.3,16772.38,33893.09,16110.78,21224.71,15231.64,41354.03,10699.7,3691.32,473.35,18006.02,8348.58,761.76,412.02,695.12,811.87,515.24,604.01,212853.07,211557.51,40734.05,40247.57
940,11257.01,6420.62,6772.44,1241.71,4614.49,18259.16,17586.78,5319.92,5673.83,736.51,6495.63,396.96,3822.55,3172.1,1948.67,1555.04,2336.85,10618.82,12233.41,112018.61,101196.9,64154.51,15167.78,1843.47,27203.65,9610.09,1975.58,1243.24,586.33,8392.31,22749.74,1075.81,859.13,3896.7,2990.09,6644.98,34793.7,27824.59,43635.19,5769.29,43154.94,26479.36,38283.14,50882.3,33074.06,794.37,25126.27,8799.89,3088.98,37192.81,8814.43,8965.09,37442.38,4259.34,19275.74,5114.52,26689.42,3468.72,9706.08,1145.07,1111.36,1677.78,1318.21,3550.41,20995.5,8713.21,7789.89,40467.53,55367.63,28133.19,17454.44,34898.5,16745.68,21930.43,16483.28,43406.69,11461.15,3817.6,563.11,18507.82,8961.77,694.47,418.01,630.87,836.43,621.02,700.43,219021.97,219060.34,42270.38,41759.97
960,11227.17,6475.15,6753.77,1295.63,4644.71,18098.29,17238.42,5331.5,5593.23,790.58,6339.96,546.85,3837.98,3115.74,1883.63,1668.59,2274.53,10868.71,12001.33,108659.11,98804.44,62066.43,15000.08,1876.65,26158.22,9348.39,1772.44,1253.6,582.38,8456.84,21940.12,1087.13,870.38,4006.45,2895.04,6751.42,33971.98,26460.38,41815.94,5621.73,41910.71,25694.71,37219.01,49395.08,32310.06,806.0,24700.48,8865.57,3017.6,35081.63,8179.59,8851.26,34990.41,4209.55,18413.41,4902.74,25136.05,3536.54,9247.4,1212.25,1186.76,1662.39,1215.9,3397.53,20189.63,8341.45,7645.17,38889.6,54887.97,27617.5,17089.19,34664.32,16242.16,21451.66,15593.5,41945.26,10792.84,3736.47,497.42,18076.18,8441.84,848.33,410.72,749.84,872.96,594.85,638.82,214141.05,212919.87,41083.44,41234.35
