time,e22x32STPhoRadA,e22x30CthTer,e22x32CthTer,e22x30MPMDnaB,e22x30SaPdpol,e22x32NrdA2,e22x33NrdA2,e22x30MjaKlbA,e22x33MjaKlbA,e26x30TerThyXS1,e26x30STPhoRadA,e26x30MPMDnaB,e26x32NrdA2,e26x33NrdA2,e26x30MjaKlbA,e26x33MjaKlbA,e32x30NpuSspS1,e32x32gp411,e32x32gp418,e32x32NrdJ1,e32x33NrdJ1,e32x30SspGyrB,e32x30STPhoRadA,e32x32CthTer,e32x32NrdA2,e32x33NrdA2,e33x30SspGyrB,e33x30TerThyXS1,e33x30TvoVMA,e33x30STPhoRadA,e33x32STPhoRadA,e33x32CthTer,e33x30SaPdpol,e33x32NrdA2,e33x33NrdA2,e33x30MjaKlbA,e34x32M86,e34x30STNpuSspS2,e34x32gp411,e34x32gp418,e34x32NrdJ1,e34x33NrdJ1,e34x32STIMPDH1,e34x30SspGyrB,e34x30SspGyrB,e34x30TvoVMA,e34x30STPhoRadA,e34x30CthTer,e34x30SaPdpol,e34x32NrdA2,e34x33NrdA2,e34x33NrdA2,e34x30MjaKlbA,e34x33MjaKlbA,e38x32M86,e38x30NpuSspS1,e38x32gp418,e38x32NrdJ1,e38x33NrdJ1,e38x30SspGyrB,e38x30SspGyrB,e38x30TerThyXS2,e38x32CthTer,e38x32NrdA2,e38x33MjaKlbA,e41x32M86,e41x32gp418,e41x32NrdJ1,e41x30STsSspDnaX,e41x30SspGyrB,e41x32STPhoRadA,e41x32NrdA2,e42x32M86,e42x32NrdJ1,e42x33NrdJ1,e42x32STIMPDH1,e42x30SspGyrB,e42x32STPhoRadA,e42x30SaPdpol,e42x32NrdA2,e42x33NrdA2,e42x30MjaKlbA,e15,e17,e20,e26,e33,gfp_med,gfp_med,gfp_low,gfp_low
620,4485.65,2652.56,2967.95,448.41,1778.45,8194.01,7636.98,2133.07,2618.93,273.79,2953.54,196.65,1690.59,1405.41,684.89,602.58,1057.74,3866.82,6063.74,56089.57,51645.09,29663.96,7126.6,854.74,13685.23,4668.42,745.78,490.66,171.64,3623.79,10063.39,398.28,239.27,1769.94,1395.07,2860.43,16990.77,12299.58,19169.51,2752.07,20729.48,12646.02,17653.32,23628.31,15555.99,255.62,11810.89,4242.28,1336.14,17287.08,4168.48,4206.76,16547.52,2063.27,8790.15,2421.24,11551.06,1482.49,4161.46,356.62,354.35,785.43,516.66,1536.09,9285.19,4021.44,3733.93,19927.28,26144.88,13620.7,8320.7,16456.92,8278.35,11202.18,8248.22,19535.53,5463.03,1856.59,193.48,9456.29,4496.45,301.07,120.92,232.28,292.7,270.17,200.65,175244.16,175887.33,20320.32,20335.6
640,4486.16,2665.14,2852.7,457.78,1745.01,7846.74,7551.73,2157.12,2527.11,295.89,2868.57,231.95,1649.49,1339.24,653.77,560.59,994.82,3998.62,5788.38,54442.84,50299.15,28808.01,7054.45,857.69,12742.27,4498.43,706.26,459.07,176.65,3530.67,9737.54,388.77,278.56,1726.09,1343.85,2870.4,16035.95,11771.86,18323.7,2566.93,19454.72,12002.31,16798.45,22877.15,14755.12,271.57,11558.49,4146.58,1261.22,16534.67,3899.9,4029.11,16214.12,1906.64,8430.55,2319.24,11010.97,1392.25,4012.44,400.19,372.67,729.98,496.95,1544.61,9198.43,3855.27,3619.29,19098.81,25279.78,13107.08,8109.85,16284.06,7831.69,10819.96,7777.51,19235.12,5123.66,1745.08,191.31,9064.38,4318.38,325.72,134.34,272.34,309.51,240.6,199.97,170135.49,170713.88,19866.22,19743.49
660,4667.77,2693.52,2930.26,480.43,1825.31,8025.31,7670.17,2217.38,2610.31,268.76,2977.86,216.46,1694.6,1328.66,646.02,607.92,1033.53,4085.7,5813.16,54499.62,50598.98,29381.06,7139.76,812.34,12995.35,4579.12,708.56,455.82,176.44,3622.83,10002.43,397.73,295.4,1721.25,1392.39,2862.7,16339.34,11922.81,18848.49,2628.88,19485.89,12245.83,17127.55,23166.83,14947.84,278.16,11564.27,4060.35,1268.14,16595.99,3909.47,4124.13,16509.25,1931.31,8593.09,2321.7,11741.78,1448.57,4229.92,417.28,365.32,734.24,531.07,1545.31,9188.73,3950.64,3665.83,19280.38,25574.57,12947.2,8196.98,16185.16,7925.1,10996.96,7909.79,20118.59,5495.02,1786.16,192.66,9112.61,4321.78,304.17,116.03,244.93,304.93,244.84,203.27,173613.13,172664.68,19916.75,19807.12
680,4648.71,2677.36,2968.19,497.19,1771.86,8244.41,7654.7,2277.48,2578.91,363.01,2921.44,227.75,1683.42,1340.2,701.12,604.17,1040.72,4201.1,5831.55,53685.7,49987.09,29270.05,7124.26,883.16,12772.39,4506.91,741.74,492.99,157.82,3698.53,9897.74,398.69,292.51,1838.47,1334.4,2918.44,15830.85,11995.71,18611.94,2605.72,19378.99,12048.51,16837.99,22921.09,14734.35,296.01,11477.62,4131.75,1238.65,16458.09,3833.71,4084.53,16253.53,1981.11,8366.95,2344.28,11219.59,1514.26,4093.27,435.14,392.62,760.51,528.78,1557.38,9369.5,3929.16,3582.63,19162.56,25510.78,13237.25,8248.99,16232.69,7745.64,10730.1,7772.88,20228.28,5359.78,1750.51,181.86,9168.11,4201.5,361.08,130.48,289.31,306.2,252.2,216.13,170711.47,170771.25,19895.42,19609.0
700,4791.21,2754.65,2974.99,484.23,1809.82,8310.69,7750.45,2323.75,2588.26,339.59,2926.36,225.3,1692.21,1350.28,668.67,602.85,1010.98,4297.49,5801.34,53723.75,50356.95,29773.41,7087.05,863.94,12625.08,4512.86,743.0,478.6,140.64,3739.8,9990.15,439.16,269.55,1839.16,1310.61,3021.29,15914.94,12017.13,18809.83,2647.32,19557.56,12022.96,17018.24,22912.46,14905.0,264.29,11572.69,4167.74,1238.48,16626.02,3863.23,4068.22,16288.01,1990.54,8513.82,2355.12,11499.54,1512.89,4149.66,449.17,392.33,762.65,519.24,1561.22,9330.98,3987.47,3624.01,19143.16,25874.49,13228.67,8242.33,16628.29,7758.3,10601.3,7787.57,20521.23,5411.56,1770.8,180.41,9191.01,4136.78,320.27,125.26,272.13,314.56,234.86,196.8,170880.35,170982.32,20099.16,19641.06
720,4910.95,2824.17,3054.59,496.25,1910.67,8376.87,7903.06,2365.67,2614.4,354.6,2945.69,225.7,1695.04,1383.7,683.69,622.94,1022.5,4338.03,5804.45,54318.73,50661.35,29907.4,7236.06,858.2,12979.6,4545.19,755.17,473.78,165.7,3752.69,10316.26,431.72,293.25,1775.89,1346.63,3053.29,16248.95,12271.5,19010.36,2599.54,19508.55,12252.59,17196.49,23312.08,15195.71,290.17,11852.25,4135.01,1278.77,16680.39,3934.71,3905.35,15681.41,1996.96,8641.34,2397.33,11415.73,1547.26,4212.49,463.84,411.0,752.99,475.65,1543.35,9526.22,4001.9,3658.36,19088.16,26205.97,13209.94,8364.51,16487.19,7834.53,10655.9,7587.95,20602.18,5408.07,1749.05,179.45,9036.34,4181.44,316.29,109.89,281.35,304.52,244.23,222.09,173477.36,171626.39,20277.07,19923.67
740,5090.69,2903.3,3161.66,539.71,2010.33,8732.29,8231.63,2420.9,2771.2,356.36,3078.94,239.62,1813.28,1502.58,786.48,688.6,1092.39,4438.44,6060.13,56133.66,51770.25,30911.4,7412.32,900.89,13599.68,4716.71,859.37,526.3,249.83,3920.03,10906.32,466.34,332.72,1934.88,1437.99,3135.42,17037.02,12787.83,20233.41,2813.34,20769.88,12644.29,18056.93,24134.44,15821.59,304.87,12119.18,4291.04,1383.27,17307.06,4220.04,4328.13,17621.45,2086.66,9030.67,2527.86,12295.98,1613.96,4391.18,486.15,471.94,828.1,598.99,1708.87,9878.73,4148.72,3783.19,19989.08,26721.37,13755.82,8489.74,17235.32,8374.81,10953.88,8214.74,21896.05,5735.05,1863.35,225.97,9388.18,4405.32,341.29,164.14,289.49,346.04,273.28,263.0,177244.2,176157.98,20908.94,20851.8
760,5206.08,2957.13,3181.54,532.55,2036.09,8728.33,8261.89,2438.95,2811.57,307.77,3145.25,210.06,1827.2,1446.77,739.86,675.96,1087.56,4561.25,5968.38,55683.32,51471.86,30608.31,7438.03,852.64,13116.6,4682.56,825.5,503.45,211.62,3962.26,10802.72,447.3,371.71,1818.94,1460.53,3069.24,16823.02,12622.21,20005.4,2699.48,20332.37,12594.32,17652.52,23979.61,15817.0,312.89,12236.13,4180.26,1363.24,17524.34,4022.83,4312.34,16793.1,2069.62,9026.36,2409.91,11801.75,1568.63,4436.66,492.91,470.84,802.74,534.95,1613.94,9842.08,4079.16,3743.69,19551.99,26542.95,13556.14,8517.41,16690.98,8099.56,10862.86,7910.19,21503.64,5460.61,1846.48,198.63,9127.89,4364.91,296.77,168.53,255.19,333.46,250.17,252.31,173818.54,174540.78,20863.91,20439.97
780,5227.46,3006.96,3235.0,565.28,2076.89,8787.33,8306.74,2540.51,2725.95,372.11,3063.12,263.34,1835.07,1504.72,795.79,696.67,1100.75,4680.21,5983.39,55470.39,51148.98,30832.62,7408.16,901.68,13405.5,4701.66,843.0,558.69,235.87,3991.1,10782.77,514.18,372.05,1893.79,1442.38,3179.56,16752.34,12711.98,20121.95,2751.92,20565.12,12589.51,18002.2,24357.18,15846.5,333.56,12130.95,4278.87,1408.55,17445.2,3998.67,4364.43,17083.68,2108.66,8943.11,2461.14,12222.2,1690.43,4412.76,556.75,529.21,783.99,492.99,1528.63,9712.98,4022.98,3602.56,19428.36,26463.58,13660.04,8530.69,17068.79,8134.75,10861.98,7893.67,21369.87,5310.63,1809.29,235.1,9263.51,4277.48,361.41,183.47,326.98,377.92,272.84,270.13,173666.12,174418.2,20798.68,20614.31
800,5346.64,3087.2,3262.66,574.78,2060.67,9044.61,8531.61,2503.7,2814.19,345.21,3190.14,250.84,1869.84,1514.2,826.56,732.23,1131.53,4799.65,6217.46,56804.29,51975.12,31794.66,7541.95,897.64,13838.27,4820.49,892.35,560.12,250.64,4101.55,11213.53,535.15,401.07,1969.89,1452.96,3270.44,17437.5,13437.62,21136.26,2871.84,21404.87,13049.99,18578.81,25081.73,16374.95,350.0,12329.28,4391.22,1428.92,18025.89,4333.6,4492.93,17958.86,2153.0,9412.44,2550.32,11929.55,1621.26,4438.74,531.59,515.36,836.25,591.09,1741.52,10244.23,4324.47,3866.61,20139.41,27330.46,13946.33,8675.76,17425.61,8494.2,11256.92,8431.12,22138.53,5741.89,1916.88,247.95,9445.8,4466.83,353.04,189.33,298.85,364.85,275.11,283.51,179295.47,180178.04,21111.4,21204.51
820,5366.63,3026.07,3366.57,560.36,2173.57,8995.56,8634.31,2553.89,2825.81,363.1,3162.81,200.88,1899.01,1535.89,825.49,722.91,1110.73,4977.02,6177.86,57114.53,51465.4,31872.09,7616.71,937.96,13702.22,4773.21,907.64,569.91,253.85,4101.14,11237.37,518.21,367.31,1956.07,1440.44,3252.13,17285.82,13277.76,21320.31,2875.41,21524.2,12963.62,18689.85,25229.56,16375.79,351.07,12317.16,4350.97,1452.64,18079.62,4321.74,4455.03,18009.58,2133.14,9454.74,2576.78,12850.54,1731.47,4587.92,550.77,498.93,820.15,593.92,1750.43,10300.35,4219.03,3701.25,20027.48,27618.6,14000.97,8406.03,17514.44,8434.05,10934.25,8357.99,21775.98,5719.95,1890.7,269.77,9466.5,4468.67,338.3,200.45,346.57,374.04,278.04,271.31,179920.33,179019.91,21111.05,20994.53
840,5492.92,3112.62,3307.92,589.07,2165.22,9087.52,8616.11,2552.81,2787.77,364.17,3243.61,238.7,1854.04,1527.43,864.75,774.88,1074.32,5069.04,6093.16,56048.71,51310.4,31334.0,7599.67,925.85,13449.72,4740.61,879.12,561.93,215.11,4125.64,11124.41,503.19,396.37,1928.88,1492.65,3300.11,17233.61,12881.61,21044.73,2858.16,20921.18,12959.65,18296.4,25062.16,16247.16,354.58,12468.28,4384.97,1437.0,16992.75,4037.01,4462.61,17756.89,2094.72,8794.23,2514.13,12703.88,1659.9,4620.41,563.55,532.41,837.41,616.48,1695.68,10339.66,4299.84,3813.49,19675.9,27513.43,13804.56,8615.86,17330.15,8322.97,11016.53,8152.27,21716.05,5587.41,1873.14,245.07,9312.66,4415.48,345.64,177.4,317.34,392.4,277.95,300.23,178872.76,179002.85,20944.66,20878.81
860,5577.11,3138.07,3332.15,618.58,2198.7,9107.57,8645.72,2613.85,2811.04,383.58,3175.67,253.97,1883.11,1553.84,852.79,774.76,1130.59,5099.69,6060.21,56070.21,51224.13,31390.43,7653.69,925.66,13482.18,4711.01,891.0,593.32,252.91,4190.89,11122.18,518.06,395.93,1970.23,1442.28,3341.97,17227.95,13207.84,20967.1,2855.66,21038.85,12999.14,18568.76,24950.4,16335.11,381.34,12419.4,4398.56,1464.21,18049.83,4207.63,4485.05,17958.43,2103.27,9115.91,2530.49,12726.14,1756.02,4665.12,590.02,528.81,813.73,593.5,1705.56,10356.27,4002.85,3474.9,19601.05,27332.76,14020.24,8632.83,17423.91,8256.54,11109.35,7944.83,21658.42,5654.23,1809.56,208.77,9250.8,4407.29,373.02,202.92,345.1,385.6,256.18,283.43,177445.85,179086.77,21130.65,20877.57
880,5630.43,3210.46,3387.43,599.96,2239.49,9158.28,8751.04,2639.4,2919.29,368.68,3248.06,250.94,1940.74,1574.16,873.14,803.38,1120.87,5229.11,6076.31,56184.16,51126.53,31815.46,7698.34,930.01,13484.04,4731.59,909.8,606.02,251.61,4222.73,11234.67,524.4,437.28,1932.97,1485.18,3390.12,17255.02,13271.32,21221.76,2879.45,21060.32,13090.2,18812.74,25130.34,16452.07,396.27,12610.11,4486.61,1493.89,17963.71,4284.79,4492.18,17951.85,2177.84,9414.29,2561.48,12922.83,1767.13,4659.71,581.19,545.66,845.98,617.91,1741.77,10307.79,4279.43,3485.99,19786.75,27819.42,13927.22,8751.77,17502.55,8277.0,11106.69,8113.67,21475.27,5605.08,1915.81,245.95,9253.88,4446.77,373.82,223.56,331.87,418.99,268.08,313.62,179701.26,178548.14,21111.46,20743.35
900,5672.22,3240.87,3452.5,636.18,2325.31,9178.06,8741.6,2671.85,2893.9,401.86,3272.2,261.66,1948.29,1580.74,931.51,801.67,1169.78,5431.12,6082.36,56387.36,51566.36,32019.32,7747.77,955.56,13564.23,4859.35,930.55,629.09,277.39,4324.8,11227.39,564.69,444.09,1993.9,1541.58,3474.41,17240.94,13302.92,21303.65,2878.52,21222.54,13231.25,18755.62,25383.82,16432.56,436.73,12550.33,4490.46,1529.67,18278.1,4199.74,4533.77,18267.29,2186.01,9465.75,2541.24,12991.44,1790.22,4724.76,622.15,564.84,881.9,615.19,1725.62,10352.23,4333.97,3918.85,19966.85,28023.88,14038.89,8766.61,17630.78,8391.04,11103.92,8060.87,21580.06,5634.53,1907.01,280.19,9294.77,4498.78,384.45,202.38,363.41,439.09,286.51,345.46,178718.16,179571.22,21182.72,21116.73
920,5676.17,3281.95,3306.14,671.7,2309.85,9115.74,8742.82,2732.13,2843.57,441.93,3237.37,267.33,1939.37,1584.33,932.06,802.17,1138.18,5563.74,6064.54,56314.63,51325.6,32040.17,7647.31,980.42,12995.23,4826.8,912.24,600.29,256.8,4305.0,11136.83,575.87,439.42,2004.6,1476.61,3439.0,17270.78,13514.56,21148.63,2862.11,20999.66,13122.04,18473.81,25246.89,16301.23,407.81,12516.72,4412.62,1531.77,18305.41,4246.72,4478.09,17790.15,2133.93,9493.37,2505.24,12773.8,1754.8,4624.54,636.11,568.33,865.86,609.92,1734.31,10483.92,4350.4,3877.55,19972.76,26838.96,13961.37,8697.04,17585.29,8310.26,11068.13,7848.82,21485.74,5498.11,1899.79,254.34,9310.87,4333.77,397.45,200.96,355.97,414.72,281.66,311.57,178830.56,178141.34,21059.83,20817.12
940,5814.82,3333.12,3547.89,651.97,2425.14,9513.3,9122.51,2786.45,2993.9,420.65,3409.15,213.56,2015.42,1608.97,1017.05,826.06,1201.87,5502.52,6373.2,58004.63,52472.95,33345.88,7861.37,964.59,14132.5,4956.31,1056.48,667.32,331.05,4431.27,11793.23,565.73,478.66,2070.97,1581.27,3448.89,18097.39,14457.68,22612.68,2987.48,22401.66,13720.69,19816.09,26532.09,17072.91,440.03,12984.7,4557.45,1626.49,19243.82,4555.79,4648.0,19414.52,2200.27,9941.13,2650.95,13754.68,1844.33,5021.55,603.31,594.34,909.92,681.47,1851.75,10883.3,4499.0,4022.68,20971.91,28815.1,14570.79,9111.5,18042.32,8686.96,11427.24,8581.9,22403.91,5932.1,1982.05,298.65,9610.0,4604.66,361.16,225.7,337.87,427.39,303.8,352.72,184382.11,185266.25,21818.29,21670.99
960,5870.4,3366.74,3481.87,694.45,2400.04,9398.83,8975.86,2833.07,2902.56,439.66,3262.26,284.77,1997.82,1619.18,979.04,829.26,1174.47,5650.69,6174.73,56716.44,51385.89,32238.54,7726.41,970.1,13589.48,4831.0,928.6,678.33,304.22,4399.18,11429.71,578.76,451.55,2066.81,1528.01,3505.02,17719.08,13705.68,21811.3,2946.24,21675.62,13314.56,19243.85,25666.64,16590.24,431.0,12866.77,4569.74,1582.44,18124.04,4283.39,4521.77,18027.29,2195.92,9605.44,2604.02,13035.86,1855.16,4840.15,639.2,605.52,886.36,644.21,1812.19,10543.39,4317.16,3987.81,20262.77,28299.89,14343.11,8879.63,18023.85,8463.43,11180.96,8050.39,21642.83,5603.74,1931.43,258.54,9355.41,4416.17,417.3,228.02,375.11,455.72,304.19,339.27,180107.4,179815.74,21198.29,21362.92
980,5871.75,3338.13,3494.63,709.7,2436.31,9398.91,8930.99,2770.25,2896.26,417.78,3313.2,269.83,1957.57,1634.51,995.4,851.0,1140.43,5725.7,6030.84,56362.93,51358.72,32246.51,7800.86,980.84,13392.7,4846.33,973.59,669.44,286.27,4389.6,11362.58,581.39,477.34,2044.18,1488.06,3576.25,17384.24,13740.16,21613.33,2972.65,21327.57,13222.67,18936.57,25791.91,16639.24,426.09,12802.78,4569.53,1601.76,18598.3,4377.93,4638.74,18304.58,2109.23,9154.78,2563.49,13049.04,1867.11,4808.46,642.59,587.61,894.09,669.01,1769.38,10555.88,4377.52,3960.9,20068.18,28284.11,14243.22,8847.43,18068.64,8337.13,11188.53,8056.39,21596.9,5552.43,1947.44,253.66,9331.07,4342.2,420.95,230.12,381.9,467.14,297.71,343.38,180493.65,179758.76,21290.69,21165.36
1000,5936.3,3372.71,3497.09,695.18,2470.23,9363.21,8950.77,2858.08,2920.97,463.37,3302.52,292.48,1977.74,1600.16,987.89,836.05,1190.6,5878.99,6164.56,56412.15,51403.08,32777.27,7736.22,987.43,13525.75,4900.67,954.8,652.78,281.35,4481.6,11368.2,598.4,470.65,2060.28,1510.64,3578.64,17590.17,13846.46,21768.27,2907.9,21393.62,13332.44,19094.85,25769.31,16651.8,452.26,12938.77,4570.81,1599.62,18450.05,4245.34,4320.88,17757.71,2158.58,9659.73,2506.57,13186.09,1890.43,4835.36,654.19,591.17,868.18,670.15,1677.6,10551.71,4326.72,3890.41,20406.6,28459.23,14315.18,8825.78,18155.8,8408.76,11099.96,8058.67,21390.96,5587.33,1958.39,215.02,9366.56,4359.87,447.95,239.94,374.1,452.77,314.34,335.82,180716.19,181485.99,21372.8,21273.36
1020,6033.17,3428.04,3581.5,708.2,2484.31,9688.81,9229.06,2893.33,3056.04,473.84,3442.78,225.45,2101.52,1685.59,1091.18,905.78,1246.77,5825.49,6482.22,58198.39,52713.08,33846.05,7961.7,1036.08,13971.73,5030.52,1069.98,675.84,372.78,4554.85,11856.63,628.18,507.02,2089.94,1595.03,3597.62,18082.24,14711.69,23111.26,3158.38,22579.08,13801.03,19899.03,26711.36,17370.02,472.12,13245.78,4704.32,1703.58,19376.72,4577.87,4856.51,19128.75,2319.48,10072.88,2695.46,13965.07,1940.2,5085.76,635.09,619.03,934.41,744.09,1874.64,11127.22,4595.95,4132.24,21193.31,29127.02,14759.88,9127.38,18449.83,8861.04,11283.06,8552.23,22332.01,5927.8,2058.73,277.97,9309.38,4582.72,418.37,251.54,394.19,503.4,331.57,375.3,185861.81,185008.53,21936.97,21872.24
1040,5702.4,3443.93,3550.53,763.36,2661.62,9418.72,9182.41,2892.76,3020.02,480.68,3440.9,297.85,2070.89,1691.02,1091.78,891.74,1273.5,6111.93,6261.72,56840.18,52016.81,33356.05,7943.7,1011.14,13763.53,4913.22,1032.25,682.9,366.71,4485.17,11554.12,606.66,536.91,2062.17,1568.29,3658.15,17890.98,14225.48,22391.99,3006.18,21965.81,13545.1,19412.93,26233.55,16879.68,473.76,13147.77,4631.06,1708.04,19307.98,4454.4,4699.73,19008.98,2287.06,9923.22,2560.6,13527.53,1901.58,5054.1,664.12,657.99,917.58,689.85,1832.17,10909.07,4515.03,3984.45,20563.34,28847.11,14633.43,9054.24,18209.02,8517.85,11207.11,8219.22,21628.48,5705.46,1958.8,265.24,9124.25,4481.3,451.15,258.07,407.55,490.97,361.91,373.9,182603.06,182110.88,21403.54,21441.43
1060,6071.42,3452.33,3591.98,751.82,2612.18,9524.14,9166.78,2918.5,2986.08,478.41,3435.3,291.04,2037.99,1677.9,1051.91,884.75,1222.22,5926.7,6258.51,56893.86,52078.16,33193.62,7439.45,1034.95,13721.07,4915.49,999.88,688.41,363.48,4496.84,11628.58,608.82,550.76,2024.74,1573.99,3666.8,17914.99,14226.63,22412.67,2996.63,21979.71,13574.73,19704.32,26320.84,16951.6,493.11,13110.31,4679.29,1700.43,19307.1,4488.91,4719.94,19025.12,2222.08,10096.05,2597.32,11881.44,1946.68,5089.65,714.84,665.0,959.48,698.22,1832.72,10853.11,4359.34,4032.31,20762.06,29151.26,14615.93,8999.12,18460.39,8533.98,11251.6,8142.36,21765.37,5678.93,1973.97,290.77,9490.76,4456.13,445.03,242.52,400.44,517.76,358.86,358.1,182315.49,183410.87,21526.72,21456.35
1080,6145.85,3541.34,3641.94,768.81,2679.78,9736.31,9255.26,2962.73,2982.47,477.63,3470.55,290.89,2126.88,1740.48,1147.77,950.26,1200.85,5908.4,6271.36,57383.52,51954.91,33493.5,8035.06,1036.56,13946.17,4957.93,1052.93,725.18,360.8,4623.33,11666.76,651.02,537.14,2121.12,1610.02,3675.2,18160.68,14239.72,22437.38,3070.56,22051.19,13664.19,19780.6,26598.63,17305.51,482.48,13317.22,4731.98,1741.9,19408.79,4544.17,4851.81,19077.14,2379.32,10163.35,2644.34,12455.61,1988.53,5142.15,704.63,662.08,918.37,731.2,1865.13,10983.51,4526.81,4070.26,20812.21,29128.7,14756.21,9043.32,18382.12,8592.5,11285.25,8300.11,21659.08,5709.61,1961.38,316.69,9452.66,4476.55,473.13,293.77,418.98,542.48,357.21,413.4,183040.34,183831.3,21541.78,21497.75
1100,6196.0,3506.93,3710.09,756.42,2689.9,9680.06,9331.17,2953.29,3002.21,473.94,3441.52,289.07,2115.02,1728.79,1117.43,931.1,1244.75,5920.08,6318.01,57588.45,51967.03,33657.25,7995.87,1048.74,13933.56,4917.9,1041.83,720.94,381.07,4591.13,11802.93,616.29,533.1,2123.49,1576.64,3715.03,18102.05,14336.5,22811.88,3056.24,22121.63,13630.84,19853.88,26567.98,17143.59,506.05,13350.26,4706.86,1764.84,19598.59,4571.01,4794.89,19665.89,2339.1,9996.34,2598.51,13865.74,2031.86,5109.32,697.95,683.79,953.15,680.86,1819.85,10716.18,4525.87,3914.63,20631.05,28859.24,14893.31,9111.88,18587.92,8597.1,11131.18,8288.99,21321.01,5669.99,1866.85,305.18,9370.89,4414.19,459.56,265.31,421.6,542.07,347.08,383.23,183922.34,184145.48,21761.21,21679.97
1120,6252.51,3613.07,3676.18,849.86,2812.27,9734.27,9298.62,3056.22,3054.97,554.52,3512.48,353.58,2176.11,1758.15,1181.68,965.95,1299.67,6146.88,6414.37,56904.43,52120.15,33882.02,8084.87,1090.54,13983.37,4999.65,1059.72,719.34,390.28,4711.67,11617.84,677.22,566.39,2191.67,1610.4,3755.69,18055.52,14491.42,22833.52,3107.48,22317.4,13819.31,19822.11,26831.0,17291.4,533.96,13486.29,4775.94,1795.24,19578.96,4336.85,4867.59,19333.85,2399.31,9761.39,2622.23,13788.33,2023.08,5243.35,758.79,685.96,1000.68,740.86,1887.03,11066.66,4572.51,4102.23,20990.65,29242.22,14651.5,9157.11,18537.89,8608.16,11275.14,8197.96,21766.13,5784.23,2028.87,334.01,9424.13,4576.3,522.49,290.23,457.2,553.98,399.51,408.8,183220.81,185546.2,21617.1,21788.97
1140,6271.45,3619.48,3671.19,819.61,2753.42,9698.19,9326.87,3003.93,3047.82,515.94,3421.81,312.04,2137.62,1655.79,1120.5,934.03,1266.62,6090.65,6274.84,57517.85,52361.51,33534.25,8064.21,1031.49,13866.82,5031.5,1048.58,768.94,357.18,4726.54,11795.26,706.53,547.89,2164.75,1627.19,3784.73,18271.95,14467.2,22693.31,3095.32,22210.42,13903.24,20013.55,26915.88,17460.92,501.04,13436.45,4790.69,1800.07,19845.65,4583.0,4853.36,19115.86,2395.57,10242.16,2693.39,13134.72,2054.07,5148.2,724.77,691.28,966.53,684.22,1852.75,11150.64,4577.65,3987.5,20773.38,29328.1,14873.36,9124.52,18494.26,8668.86,11296.33,8280.53,22085.28,5701.49,1987.71,296.82,9624.02,4522.27,515.25,250.36,439.32,537.36,341.38,374.45,184474.02,184481.8,21698.88,21862.9
1160,6278.57,3605.0,3677.19,827.4,2795.08,9872.38,9251.34,3126.42,3004.43,508.34,3437.99,350.59,2192.54,1705.12,1153.54,956.8,1246.25,6149.89,6275.4,57954.04,51947.58,33692.54,8109.97,1086.45,13959.71,5009.26,1074.59,725.72,367.63,4703.95,11673.51,712.99,569.62,2179.28,1603.16,3797.59,18311.17,14366.0,22849.19,3059.1,21973.39,13729.89,19849.29,26877.06,17309.43,516.68,13435.01,4824.74,1813.43,19564.16,4584.99,4874.77,18773.78,2454.71,9744.01,2722.53,13677.75,2097.13,5249.3,765.4,714.35,987.9,731.67,1874.06,11167.47,4523.7,3971.17,21201.56,29543.84,14953.53,9166.58,18861.97,8685.6,11304.41,8238.19,22147.87,5714.08,2015.42,334.57,9699.12,4467.49,528.26,267.36,449.69,533.25,376.14,399.85,184600.04,184812.85,21718.42,21639.67
1180,6467.65,3728.31,3849.12,882.51,2907.33,10125.94,9541.48,3184.28,3114.31,545.56,3633.91,371.54,2234.03,1850.01,1236.74,1042.32,1331.15,6136.18,6482.16,58858.12,53506.34,33968.47,8252.27,1129.67,14357.8,5064.24,1136.94,828.07,446.34,4876.16,12029.9,754.24,616.19,2273.26,1660.95,3916.12,18685.3,14916.0,23765.85,3235.07,22682.3,14252.76,20286.37,27692.53,17842.29,553.44,13768.17,4930.76,1945.72,19791.67,4831.63,5119.83,19920.4,2511.08,10475.35,2800.79,13844.75,2141.35,5402.31,781.78,772.09,1044.35,779.0,1977.27,11461.33,4729.05,4230.92,21614.06,29852.27,15265.21,9361.53,19168.57,8961.76,11567.6,8509.19,22919.09,5959.51,2067.9,352.53,9649.52,4663.44,556.04,318.0,473.39,615.04,413.36,447.16,188362.11,189339.28,21936.04,22121.73
1200,6388.65,3683.71,3767.85,883.6,2914.39,9975.35,9501.92,3194.49,3124.09,549.03,3530.43,363.29,2200.53,1800.44,1241.26,1009.1,1124.5,6295.32,6498.05,57649.96,52980.34,33726.42,8162.76,1128.65,14123.18,5102.61,1123.03,814.82,443.09,4780.37,12033.0,730.65,613.37,2253.0,1666.45,3895.55,18635.99,14767.6,23229.62,3177.01,22523.75,14100.7,20300.16,27248.53,17608.24,549.39,13710.32,4939.0,1890.47,19980.84,4711.1,4811.55,19329.65,2505.3,10385.98,2786.93,14025.71,2153.43,5276.08,794.23,710.44,1013.69,797.82,1974.71,11322.95,4670.4,4141.64,21442.24,29810.71,15294.11,9305.25,19220.98,8788.73,11478.49,8367.29,22467.9,5875.52,2008.63,371.48,9636.2,4624.22,560.9,275.46,479.91,623.58,379.62,418.06,183936.46,187595.38,21915.19,22166.36
