code_name,ind1_lvl,ind2_lvl,short_name,0 h ,0 h 20 min,0 h 40 min,1 h ,1 h 20 min,1 h 40 min,2 h ,2 h 20 min,2 h 40 min,3 h ,3 h 20 min,3 h 40 min,4 h ,4 h 20 min,4 h 40 min,5 h ,5 h 20 min,5 h 40 min,6 h ,6 h 20 min,6 h 40 min,7 h ,7 h 20 min,7 h 40 min,8 h ,8 h 20 min,8 h 40 min,9 h ,9 h 20 min,9 h 40 min,10 h ,10 h 20 min,10 h 40 min,11 h ,11 h 20 min,11 h 40 min,12 h ,12 h 20 min,12 h 40 min,13 h ,13 h 20 min,13 h 40 min,14 h ,14 h 20 min,14 h 40 min,15 h ,15 h 20 min,15 h 40 min,16 h ,16 h 20 min,16 h 40 min,17 h ,17 h 20 min,17 h 40 min,18 h ,18 h 20 min,18 h 40 min,19 h ,19 h 20 min,19 h 40 min,20 h ,20 h 20 min,20 h 40 min,21 h ,21 h 20 min,21 h 40 min,22 h ,22 h 20 min,22 h 40 min,23 h ,23 h 20 min,23 h 40 min
A76,2,0,e16x33NrdA2,1602.51,2051.05,2409.81,1290.79,663.91,437.42,297.41,210.76,112.4,142.75,189.19,1201.81,3609.3,7347.0,11428.73,14717.63,16376.64,17958.9,19204.76,20081.86,21101.88,21808.77,22047.15,22273.89,21968.76,21992.02,22422.11,22726.7,22274.11,22802.41,22846.02,23298.99,23067.78,23060.74,23240.41,23353.1,24447.6,23680.04,23785.01,23919.34,23934.17,24488.05,23943.41,23935.39,24659.4,24544.23,24168.69,24857.25,24330.38,25120.22,25421.86,25592.32,25859.91,25609.25,25753.11,26185.64,25602.65,25855.63,26573.25,26912.18,26747.13,26986.29,27350.93,26919.53,27482.3,27594.24,27964.61,28081.83,27731.91,28118.21,28215.22,28583.38
A76,2,1,e16x33NrdA2,474.5,3762.16,1145.01,1298.55,66.43,511.4,238.54,-6.39,-73.73,182.32,1688.13,6782.33,12429.04,20217.19,29693.23,38817.17,46752.79,50718.62,54290.3,56839.4,59484.46,60735.26,60921.61,61314.22,60879.27,62497.26,61918.62,62359.79,61578.59,63033.33,63054.71,64735.22,64088.32,64284.41,65401.69,65363.01,69180.71,65993.33,66773.3,66850.1,67633.98,69314.92,66781.2,67716.57,69136.42,69888.68,69880.3,71380.41,68799.18,71590.19,71980.52,72372.7,72757.54,72725.21,73570.04,74380.21,73667.52,74083.06,75659.38,76259.08,76822.55,77297.84,78190.28,77872.97,77649.63,78865.83,79387.91,79954.08,79942.84,81665.13,80481.67,82146.43
A76,2,2,e16x33NrdA2,119.19,1338.02,992.37,336.77,-102.7,685.77,149.53,-100.18,55.43,626.06,3229.31,8340.52,13066.99,18121.43,25160.65,33134.86,40486.87,46870.42,49508.42,51331.64,53697.71,54657.09,54416.71,54818.0,54324.84,54552.53,53444.94,54308.91,53891.72,54562.21,54713.41,55540.17,55994.56,55480.76,56644.25,56999.7,60086.65,57193.11,58015.85,59067.64,59157.61,60311.24,59872.86,58685.68,60818.34,61010.33,60895.56,62288.73,60661.87,62956.35,62924.21,63595.52,63987.04,63589.05,64921.38,65018.14,63973.34,64759.86,66046.37,66533.96,66939.84,67799.62,67945.58,67813.53,68393.61,68453.98,69176.4,69293.08,69615.66,70598.8,69750.0,71702.0
A109,2,0,e20x32gp411,319.84,-411.58,113.89,-115.59,-660.24,125.64,210.19,45.26,-82.51,-7.44,600.7,2931.96,5227.87,6229.82,6768.73,7028.91,7122.02,7775.11,8361.81,8701.42,9052.8,9284.39,9473.2,9548.01,9583.28,9540.31,9816.36,9848.53,9785.71,9755.97,10014.44,10258.82,10162.03,10231.84,10363.84,10222.08,10846.48,10489.71,10523.15,10660.65,10764.98,11095.04,10927.73,10898.38,10925.49,10945.69,11057.83,11145.76,11112.05,11175.85,11451.05,11388.26,11592.49,11645.2,11688.21,11755.02,11601.53,11899.79,11748.16,11880.99,12016.78,12189.56,11933.25,12147.77,12197.96,12275.89,12178.64,12516.55,12436.92,12583.71,12581.08,12680.5
A109,2,1,e20x32gp411,-2464.05,-154.55,-655.85,-265.55,-560.92,161.19,-99.19,-115.83,-25.76,1271.66,5580.33,10620.12,14664.68,17573.21,18270.04,18635.24,18738.18,19048.83,20226.08,21256.26,22573.19,22968.07,22982.87,23508.39,23583.31,24183.5,24097.99,24246.29,24299.34,24596.16,24776.19,25327.35,25352.57,25463.76,25952.3,26293.25,27749.4,26312.31,26816.86,26821.03,27570.99,27664.31,27332.96,27565.64,28151.64,28133.81,27617.38,28430.11,27631.16,28903.42,28552.83,28998.71,28467.3,28171.78,29285.1,29178.04,29350.82,29289.97,29602.12,30011.31,29876.03,30005.23,30687.06,30481.78,30378.87,30170.14,30064.8,30544.04,30944.31,31494.09,30806.96,31629.42
A109,2,2,e20x32gp411,-1260.84,-2184.12,-1593.88,-1707.4,-780.53,19.59,-359.25,-133.34,-74.66,2527.78,6367.68,11224.5,14260.1,18567.37,20392.49,20872.83,21186.1,21418.7,21406.03,22211.12,23222.76,24063.97,24123.89,24363.07,24616.97,24957.38,25306.88,25641.94,25552.57,25799.39,26265.87,26796.69,26778.5,27664.78,27421.82,27909.68,29608.77,28365.47,28735.26,28885.9,29335.09,29381.38,29623.68,29996.92,30314.69,30529.64,30651.59,31406.4,30608.12,31358.03,31484.58,31717.04,31927.49,31855.02,32443.61,32370.16,32366.13,32852.01,33040.4,33395.17,33117.14,33588.74,33980.66,33669.38,34303.04,34430.61,34221.27,34657.57,34957.76,35092.69,35175.33,35523.19
A195,0,0,e32x30SspGyrB,-48.46,-76.23,840.04,-792.26,-566.39,-395.86,-77.38,-126.48,-16.94,-11.02,-20.9,133.64,184.39,212.97,281.67,350.83,352.01,406.81,413.07,453.78,448.48,488.49,424.15,453.94,498.76,546.13,522.37,510.58,498.26,472.9,515.39,487.63,563.31,537.21,453.86,504.9,581.69,566.43,620.49,721.7,626.59,576.16,627.51,701.2,626.78,572.51,652.43,662.85,719.33,675.37,734.14,675.24,668.87,652.5,665.98,732.2,798.48,761.25,805.84,824.59,761.38,721.81,683.22,844.53,826.88,734.4,756.82,922.64,837.25,561.82,896.33,821.29
A195,0,1,e32x30SspGyrB,1191.45,1668.9,-74.61,384.26,513.88,6.91,95.23,235.44,-49.59,53.19,132.45,383.73,381.13,428.16,466.04,610.88,603.14,639.24,632.4,671.73,713.6,712.79,733.0,691.41,783.76,738.57,809.3,751.08,777.14,738.49,778.75,821.2,866.8,840.15,859.29,868.03,892.75,939.32,888.75,999.56,985.86,933.22,1050.62,984.88,1013.65,971.3,959.65,1032.99,1146.78,1042.9,1147.2,1073.04,1044.82,1068.42,1103.16,1132.28,1192.25,1141.37,1209.26,1253.05,1231.09,1230.89,1248.27,1353.37,1257.89,1202.11,1272.73,1369.5,1250.9,1290.13,1343.86,1294.39
A195,0,2,e32x30SspGyrB,2094.4,1824.21,638.26,573.82,433.79,-168.86,65.76,-88.48,-24.76,114.55,249.99,407.36,436.48,396.84,538.61,554.93,588.1,651.76,679.51,641.81,712.69,745.21,737.82,672.41,719.14,704.12,791.05,779.54,709.22,731.72,795.92,816.42,874.05,821.09,803.27,802.73,898.42,854.2,879.68,942.03,987.3,949.02,976.72,943.93,959.74,989.7,996.48,1088.03,1103.51,1097.92,1220.06,1150.78,1136.38,1095.5,1106.43,1233.68,1185.63,1113.85,1237.38,1302.11,1222.45,1282.34,1280.82,1310.91,1295.07,1297.89,1352.49,1408.71,1268.79,1307.78,1318.4,1456.0
A259,0,0,e34x30MjaKlbA,2147.97,1296.97,1388.45,499.08,798.17,128.48,123.39,139.71,105.72,190.87,146.47,211.58,306.93,336.47,375.51,428.65,415.55,465.46,409.02,444.68,465.25,487.25,480.26,446.85,471.89,497.64,562.9,549.77,502.23,539.02,570.46,568.93,630.74,635.53,623.61,592.79,741.7,666.26,672.87,748.24,746.99,743.78,777.0,720.16,780.61,765.09,753.19,809.65,890.19,876.8,981.23,969.94,851.39,958.44,969.84,1046.42,933.33,935.04,1014.28,1113.72,1031.68,1070.24,973.05,1158.81,1150.56,1084.48,1143.62,1215.07,1121.83,1139.82,1132.45,1218.41
A259,0,1,e34x30MjaKlbA,1476.73,1900.82,756.18,660.9,174.42,101.76,10.73,134.38,100.1,133.15,134.02,239.68,267.31,290.26,295.86,395.88,411.36,463.26,418.41,480.52,488.71,471.61,558.35,510.76,552.38,543.01,554.07,597.57,546.15,531.96,597.97,605.41,630.32,595.46,647.25,667.61,718.72,652.61,749.36,785.85,827.06,769.63,827.05,841.44,834.23,834.53,822.89,919.43,1006.93,979.08,1109.38,964.41,951.77,1050.39,1009.28,1142.96,1116.62,1088.6,1154.49,1249.45,1152.72,1301.86,1191.61,1208.71,1255.31,1324.47,1289.54,1381.47,1350.57,1362.08,1413.83,1437.54
A259,0,2,e34x30MjaKlbA,2010.56,2944.59,1762.89,1460.43,810.14,480.88,272.22,222.22,198.47,162.01,155.45,298.05,315.35,258.78,232.13,354.1,360.23,457.05,434.86,477.49,481.76,559.37,579.5,524.36,556.3,491.42,599.21,627.96,567.08,602.69,629.18,656.27,697.77,654.92,630.46,684.41,669.77,688.56,668.39,810.49,818.79,866.41,859.18,783.6,886.43,822.38,837.22,907.28,1030.56,993.57,1120.14,1018.53,1063.79,1061.19,1059.44,1164.53,1094.06,1109.89,1192.33,1303.34,1175.6,1249.42,1205.14,1002.31,1335.82,1288.09,1368.47,1443.35,1188.85,1376.7,1438.13,1323.76
A267,0,0,e38x32gp418,4917.2,2242.18,1216.97,892.28,573.03,426.63,161.94,185.57,107.09,142.58,137.19,147.73,271.94,327.8,394.37,453.83,462.86,450.99,493.0,532.52,500.45,558.15,576.9,572.13,569.78,497.15,566.0,607.07,535.59,617.0,623.73,597.8,699.05,698.31,680.61,727.59,761.83,687.13,694.62,756.03,770.86,766.02,794.51,725.52,788.97,757.65,656.43,835.48,823.14,831.02,958.72,941.78,875.44,858.36,867.63,974.16,876.03,823.58,948.18,1048.07,995.39,1080.71,931.08,1006.68,982.1,955.25,1011.75,1092.75,835.42,985.07,966.71,1037.6
A267,0,1,e38x32gp418,-1057.51,834.17,413.18,943.74,329.59,319.9,49.19,70.77,2.78,55.68,224.06,302.42,291.9,366.67,464.32,580.06,607.92,528.99,704.49,707.67,682.27,722.03,764.32,735.2,764.24,772.99,778.51,775.35,738.08,826.69,827.02,870.11,883.88,847.08,851.66,799.65,909.88,890.47,933.37,992.35,1041.91,1007.75,1013.05,920.79,856.54,1023.79,935.51,1064.43,1013.67,1065.57,1213.49,1119.48,1002.67,1115.78,1112.11,1244.6,1088.65,1136.15,1270.23,1378.52,1293.91,1382.74,1334.53,1344.92,1394.01,1406.2,1392.31,1428.25,1377.58,1415.39,1397.2,1527.84
A267,0,2,e38x32gp418,3272.06,3086.59,1231.21,474.47,322.33,353.51,304.05,168.64,-19.36,54.51,178.83,262.16,301.74,271.96,395.35,494.29,529.7,593.14,608.52,674.01,690.31,717.85,790.06,708.43,727.16,742.49,726.46,774.99,704.97,737.28,794.26,824.11,751.26,809.0,769.0,712.78,858.1,766.22,822.33,883.48,899.71,887.58,898.69,809.73,747.77,903.55,804.98,908.32,982.81,963.76,1037.65,922.9,925.49,982.59,968.85,1053.02,905.65,893.77,1049.7,1129.53,1089.55,1109.17,1063.3,1105.56,1180.51,1138.33,1085.63,1197.24,1099.11,1069.12,1090.24,1218.06
A294,0,0,e41x32NrdJ1,556.42,758.82,-318.39,179.97,-51.75,134.6,-147.5,-36.33,39.92,41.0,134.25,115.09,269.0,279.53,312.13,320.6,310.88,318.62,325.59,377.44,332.74,362.92,441.53,371.71,368.54,430.42,405.38,427.92,355.83,394.11,411.91,429.17,501.48,428.16,414.91,420.47,480.0,408.52,437.93,512.96,502.65,486.93,479.3,431.67,504.37,439.14,453.11,454.64,524.59,505.01,662.96,520.96,516.5,462.76,527.53,613.67,477.24,395.69,477.4,562.51,540.19,558.55,483.03,577.65,532.59,528.78,487.94,564.29,497.92,487.71,523.06,533.9
A294,0,1,e41x32NrdJ1,87.36,-452.0,-234.71,-280.49,-392.69,-282.61,-81.63,-47.74,-47.58,110.27,155.96,152.07,239.4,266.25,326.57,367.63,338.99,375.18,350.93,422.51,444.13,458.48,439.4,458.56,432.08,485.99,490.32,466.65,457.87,405.85,468.78,487.29,509.31,458.33,461.39,429.87,483.19,449.17,475.42,519.88,532.23,529.67,512.96,509.03,475.76,461.13,449.17,537.17,511.27,524.18,655.88,587.6,543.79,497.07,543.55,599.59,592.2,526.58,606.41,721.19,512.63,609.13,535.31,568.42,585.89,508.33,540.03,567.89,516.65,577.53,506.89,535.95
A294,0,2,e41x32NrdJ1,-2326.39,81.26,-1154.07,-197.14,-600.47,-261.52,-234.78,-34.04,-47.35,91.13,118.2,241.52,241.1,222.25,279.13,348.41,359.93,415.33,400.26,484.49,456.62,460.9,478.65,501.51,481.15,473.11,490.77,484.58,471.21,468.57,524.43,508.3,553.34,516.9,477.64,484.57,545.26,508.21,510.23,592.66,582.99,518.59,599.09,563.58,566.15,562.06,535.53,639.57,664.24,602.99,721.85,664.07,660.84,590.45,658.25,709.1,651.76,584.15,712.14,798.89,697.76,748.45,674.68,778.41,778.76,702.27,776.95,787.76,741.25,735.14,774.87,788.0
A195,1,0,e32x30SspGyrB,147.97,-1474.75,-1029.02,275.22,-346.66,-59.49,53.14,21.92,-179.64,13.86,389.96,3150.79,6764.98,10000.27,10735.02,10641.47,10412.36,10482.67,10939.07,11373.74,11783.67,12139.7,11897.15,12182.23,12334.53,12360.78,12098.27,12206.08,12341.28,12087.46,12163.43,12236.68,12230.37,12342.25,12119.2,12431.49,12785.56,12539.14,12417.36,12776.04,12552.48,12486.08,12479.95,12889.91,12678.17,12675.09,12981.56,12800.39,12958.03,12688.67,12817.61,12809.26,12906.87,12837.66,13117.76,12907.91,13577.63,13421.03,13554.3,13838.39,13456.66,13328.39,13498.62,14164.66,13665.49,13741.76,13540.22,14212.2,14546.18,13829.99,14209.13,14245.51
A195,1,1,e32x30SspGyrB,1279.12,2409.29,-275.1,73.71,-305.48,383.81,-35.75,-17.69,-17.91,1436.28,5692.59,13287.66,19740.69,25164.85,29297.06,29969.57,29411.86,29221.04,30204.0,30577.75,29219.81,32606.64,32818.93,32638.77,34046.34,32534.55,33730.4,33777.98,34151.62,33915.32,33528.27,33878.11,33683.8,33761.16,34113.97,33556.48,35815.94,34272.35,34078.55,34884.12,34610.72,35398.12,34906.55,35356.88,35016.6,35108.38,34411.06,35668.07,35797.15,36024.86,35921.72,36334.7,36245.07,36273.06,36783.47,36872.16,37350.69,37638.35,37733.09,37629.84,35363.38,37660.47,38213.24,38982.52,38963.33,38613.68,38912.43,39483.49,39654.53,39287.16,39798.76,37755.96
A195,1,2,e32x30SspGyrB,1018.2,1927.66,1249.95,969.87,57.63,-363.04,144.5,87.33,-41.32,3731.85,8881.33,16387.4,21266.4,24553.77,29481.55,30420.22,29668.94,29735.81,29208.14,29575.78,27497.43,29021.19,30811.39,30123.88,31284.04,29501.95,29150.23,29505.16,31198.86,31295.46,31799.49,31950.4,31783.44,31199.7,31761.85,31565.51,33612.54,32205.29,32245.53,32565.48,32289.76,33306.1,31990.56,31627.95,33106.47,32828.19,32421.63,33695.3,33557.87,34025.53,34377.62,34379.95,33334.0,34539.22,34632.58,34999.49,34835.45,34815.92,34537.29,35576.64,34858.06,36059.17,36397.9,36495.44,36186.5,36383.35,37002.81,37508.93,37151.51,35493.24,35566.8,37283.1
A259,1,0,e34x30MjaKlbA,1481.3,2016.13,724.43,1427.06,-1036.76,91.7,262.99,141.06,53.89,129.33,462.22,2942.54,6326.04,9947.91,11770.84,12853.65,12853.72,12833.49,12012.58,12758.6,12244.5,12062.2,12194.2,12066.12,12486.92,11550.41,11472.99,11322.3,11619.44,11978.2,12401.79,12669.71,12539.09,12141.73,11221.11,11384.15,12420.75,12455.86,12834.66,12895.12,12863.52,13300.48,12655.65,12877.15,13076.44,12768.02,13185.3,13269.19,13279.29,13553.09,13592.37,13670.73,12754.93,13559.81,13854.57,13951.25,13761.8,13761.09,14071.73,14273.98,14335.64,14409.64,13794.39,14560.18,14714.64,14848.72,14535.51,15247.61,13998.39,13912.11,14248.13,15321.2
A259,1,1,e34x30MjaKlbA,2438.57,1327.24,1781.61,1695.16,749.73,295.43,293.93,196.35,180.29,1491.52,4262.62,8312.59,13999.75,19001.97,21957.85,25283.27,28895.19,28992.04,27651.9,29481.54,29460.55,28120.05,29239.6,29136.08,28682.56,27324.85,28731.17,27686.72,27998.52,27423.91,28336.71,28980.94,28697.2,28913.89,28111.76,27832.48,29797.95,29419.71,29523.85,29687.81,30174.72,30925.61,30355.49,30244.23,30637.61,30940.25,30709.22,30640.3,31426.6,30912.01,31744.06,32042.86,30548.08,31544.68,31037.83,32452.48,32445.9,32197.03,32908.45,33123.16,33035.48,33789.43,32653.5,31868.42,33890.13,34398.85,34431.49,35303.9,33926.72,34720.09,35609.55,34921.11
A259,1,2,e34x30MjaKlbA,3079.27,2359.69,2369.0,1486.42,505.11,724.79,564.91,155.94,179.36,2854.44,5667.97,8832.72,12000.34,14675.4,17310.67,20257.47,22229.24,23071.43,22479.7,23008.03,23210.69,24072.36,25191.69,25373.05,25345.65,24886.02,25393.23,25254.84,25321.56,24295.62,24407.71,25031.54,25534.62,25407.61,25945.42,25765.36,27013.73,26196.66,25953.3,26616.53,26912.12,27291.69,27099.76,27012.6,27288.76,27676.22,26911.63,27812.44,27863.47,27489.91,28347.34,27998.52,28708.92,28075.14,28916.68,29203.34,28939.76,29238.83,29271.68,28853.64,27071.98,29172.96,30309.88,27955.17,28406.05,30512.25,31424.07,31488.51,29793.54,31389.69,31860.93,30745.01
A267,1,0,e38x32gp418,1265.08,4030.54,235.33,1641.87,1087.86,597.09,325.88,-13.87,-2.24,89.37,287.87,1566.0,3427.03,4517.05,5021.48,5629.09,6039.38,6305.75,6532.03,7036.63,6932.2,7349.26,7232.36,7378.72,7272.34,7374.34,7368.74,7673.49,7602.15,7492.78,7688.12,7538.84,7892.31,7487.58,7985.61,8053.81,8443.1,8095.03,7858.1,8216.82,8373.68,8505.7,8432.44,8423.27,8511.93,8414.64,8292.03,8671.71,8568.6,8680.67,8903.12,8820.2,8932.35,8731.83,8932.13,9184.19,9075.8,9139.25,9081.92,9423.93,8351.95,9119.96,9527.53,9359.51,9584.43,9745.45,9278.37,9935.22,9246.73,9807.52,9662.63,9971.32
A267,1,1,e38x32gp418,1290.82,173.21,970.92,868.0,584.49,82.66,74.9,-158.67,-74.8,609.67,2343.73,5197.37,7286.1,8293.68,10561.29,12178.68,13460.15,12777.94,13151.64,15092.38,14879.1,15582.71,16246.81,16598.6,16388.15,16506.27,16300.61,17276.79,16423.64,15904.67,17651.15,17075.08,17988.15,17073.29,17328.97,17651.16,19346.87,18709.87,18635.08,18733.87,18923.65,19515.1,19222.86,18932.36,18710.71,19329.95,19679.88,19809.1,19781.22,19902.49,20385.3,20097.4,19510.93,20293.53,20576.45,20914.57,20795.25,20738.45,21092.49,21259.9,20161.39,21826.26,21419.94,21915.88,21835.6,22224.39,21319.73,22693.69,21217.97,22646.58,21968.57,22553.29
A267,1,2,e38x32gp418,710.47,2016.13,-123.61,-652.72,-479.58,114.52,-151.34,17.28,-57.39,1258.72,3276.38,4937.51,5941.15,6386.52,7947.09,9189.81,10404.09,10825.99,11784.8,12794.88,13043.79,13509.44,14160.57,14464.71,14438.94,14956.7,14363.13,14975.33,14210.25,15336.94,15448.7,15856.0,14695.81,14449.29,15275.81,15536.62,16974.32,16094.58,16534.17,16608.63,16742.68,17115.07,16711.7,16854.21,16576.81,16654.16,17030.53,16883.48,17038.98,17707.81,17874.56,17905.38,17318.26,17811.43,18119.04,17556.42,18164.43,17089.4,18405.52,18856.33,18617.45,19074.81,19157.04,19260.23,18212.23,19338.92,19325.26,19469.59,18932.62,19734.45,19550.12,20092.03
A294,1,0,e41x32NrdJ1,161.48,-354.03,603.83,320.85,136.19,65.92,-123.37,30.79,38.54,17.19,478.27,1524.25,2917.42,3177.88,3336.17,3476.12,3261.48,3710.11,3791.7,3925.1,4008.46,4054.57,4139.75,4125.23,4069.52,4085.55,4208.41,4178.09,4045.9,4138.31,4179.1,4252.86,4038.32,3834.51,4180.01,4221.49,4366.94,4016.02,4156.89,4284.56,4305.4,4382.96,4270.2,4133.07,4269.92,4237.01,4143.98,4086.84,4290.43,4391.85,4460.38,4363.23,4392.6,4398.01,4394.88,4326.2,4406.42,4300.87,4487.4,4619.9,4444.2,4547.83,4437.36,4370.92,4569.62,4600.72,4618.26,4635.97,4415.51,4616.22,4622.32,4732.42
A294,1,1,e41x32NrdJ1,-679.62,84.6,-188.65,-809.7,-151.29,-396.11,-22.49,-79.44,22.55,998.23,3671.73,6410.62,10158.15,12830.21,13691.15,13564.73,13425.01,13641.43,13848.9,14258.43,14667.61,14901.27,14925.35,15069.64,14891.49,14978.64,14900.91,14871.28,14897.48,14822.04,14652.79,15199.02,14930.24,14884.42,14998.62,14910.98,15663.46,14763.67,14907.12,15020.91,15222.43,15345.57,14887.54,15083.42,15480.08,15034.9,15195.85,15518.97,15023.69,15603.56,15523.98,15526.43,15474.52,15428.42,15793.16,15724.78,16001.86,15858.28,15979.47,16169.09,16219.71,16165.82,16385.49,16503.52,16239.81,16344.41,16198.87,16452.72,16664.16,16780.68,16639.2,16849.46
A294,1,2,e41x32NrdJ1,-2056.85,-2473.86,-1047.86,-563.12,-196.21,-597.48,-202.91,-112.66,459.25,3639.33,7344.61,10263.16,12386.9,15780.6,17373.0,17929.99,17856.49,17464.33,17793.67,17919.44,18322.13,18469.13,18555.93,18755.9,18561.61,18649.56,18758.44,18917.89,18642.81,18673.19,18866.88,19094.57,18894.76,18766.25,18944.43,18906.17,19696.55,18887.47,18967.03,18809.06,19062.86,19025.75,19024.81,19041.07,19309.17,19119.23,19142.23,19321.87,19033.08,19490.48,19666.12,19344.41,19632.14,19669.71,19986.95,20131.06,20062.37,20238.73,20381.83,20609.06,20507.81,20561.26,20723.46,21074.2,20989.52,20920.24,21060.91,21413.83,21361.67,21444.73,21580.44,21844.51
A195,2,0,e32x30SspGyrB,-4363.94,-2317.21,-1770.79,-1205.14,-525.41,-225.79,-504.05,-159.52,-196.45,-115.04,138.83,1572.01,3258.35,4441.88,5245.65,5514.93,5940.31,6340.36,7147.27,7701.25,8211.65,8664.44,8810.06,9048.56,9419.19,9619.46,9573.42,9790.69,9855.63,9750.02,9960.37,10131.72,10149.92,10486.99,10434.58,10453.33,11019.77,10950.77,10833.28,11238.74,10960.68,11042.06,11152.84,11430.52,11319.51,11432.44,11582.51,11554.13,11610.57,11467.33,11695.77,11923.09,11583.49,11808.6,11994.63,11726.76,12253.77,12203.79,12595.75,12289.77,12350.3,12110.49,12280.02,12768.01,12696.95,12482.45,12468.5,12894.1,13109.7,12565.67,12624.09,13076.48
A195,2,1,e32x30SspGyrB,-1335.9,-206.1,-21.37,204.84,478.38,215.78,-53.44,53.71,-112.63,203.94,2119.76,7093.39,11612.14,15232.22,19881.18,22171.4,23845.21,25171.38,26621.67,26983.96,30475.12,31706.03,32764.92,32720.8,35170.98,35603.74,35986.78,36609.15,37231.05,37008.9,37579.61,38312.08,37673.74,38996.53,39630.86,40168.85,42320.51,40619.28,41370.85,41794.2,41559.36,42655.34,42793.85,42999.15,43187.04,43560.96,43925.64,44148.67,45508.85,45098.15,45303.45,43553.95,45807.11,45479.78,45674.61,46818.89,47205.94,46977.7,45705.4,47365.3,47513.28,47566.97,48303.18,48443.76,48511.16,49065.25,49032.84,49170.35,49374.05,49902.12,49164.52,48962.5
A195,2,2,e32x30SspGyrB,-1613.62,-322.38,-293.53,-537.91,-840.06,182.25,-91.42,188.86,-48.39,2090.84,5254.54,10279.69,15227.16,18960.7,23633.7,25739.29,27819.54,28831.38,29681.37,30233.36,31006.95,33156.57,34346.67,34339.76,35188.5,34194.79,34534.01,35998.41,36805.7,37141.82,37648.65,38569.09,37954.74,38069.08,37549.72,38851.25,41797.84,40449.25,40842.82,40907.64,40600.7,42560.76,41276.24,40176.04,42788.66,42899.06,43046.78,43068.71,43110.22,43546.0,44544.15,45115.14,45708.71,45530.26,45317.04,46152.87,45467.49,46015.87,45446.63,46874.29,47217.33,47666.41,48506.5,48165.17,48042.52,48648.58,49113.4,49940.85,48732.82,49127.04,48666.4,49952.21
A259,2,0,e34x30MjaKlbA,2341.52,622.48,1105.7,-25.22,-401.72,733.1,167.95,276.56,2.34,28.25,175.96,1283.32,2483.23,3550.59,4747.56,5851.89,6969.95,8413.46,8324.8,9629.96,9802.75,10405.48,10939.4,11117.04,11314.22,10016.56,10249.94,10239.84,10800.76,11154.56,11676.25,11990.68,11820.62,11868.9,10066.26,10251.59,11395.09,12046.09,12679.72,12930.66,12811.46,13402.79,13202.16,11936.62,13301.5,12989.44,13670.74,12977.08,13874.15,13378.94,13149.06,14004.97,14201.5,14191.62,13550.35,14556.66,14521.65,14444.17,14664.54,14775.39,14585.41,14297.91,14273.82,15320.62,14493.34,15529.64,15011.05,15691.24,14567.95,14899.3,15059.94,15872.13
A259,2,1,e34x30MjaKlbA,284.33,1460.57,137.34,1959.14,458.24,263.78,174.87,228.36,162.92,158.77,1136.76,3699.72,6484.77,7540.81,8478.97,9511.4,11560.87,14239.12,16029.31,18001.04,20826.56,22386.8,24180.85,24888.14,25492.32,24395.1,24927.68,25054.34,26106.8,25181.99,27047.73,28008.47,27527.14,27802.49,24862.64,25936.22,29509.01,29679.62,29728.99,29654.79,30173.72,31503.48,30972.44,30914.68,31422.65,31558.22,31997.82,32037.43,32415.05,31890.86,31908.86,31937.48,33550.81,32053.14,31178.7,34345.33,34030.03,33808.42,34848.7,34907.73,35146.31,34503.73,35794.09,35874.82,34359.21,36619.32,36927.72,37021.89,35884.42,37401.13,36490.07,36850.67
A259,2,2,e34x30MjaKlbA,1015.44,380.5,-702.43,692.32,-309.22,413.4,305.73,197.16,87.35,1274.42,2991.08,5248.11,7807.73,8905.0,10035.56,11940.85,13659.77,15489.48,17508.41,18588.99,18516.43,19607.35,21603.42,22285.6,22986.87,23299.85,22496.14,23013.42,24195.99,23449.42,24897.27,24976.49,25439.72,25769.26,26332.93,26735.67,28234.23,27389.69,27986.17,27563.41,26755.43,27470.89,28444.96,29339.4,29660.38,29890.83,30036.3,30580.47,30976.53,29673.55,31615.55,30830.11,31968.43,31061.27,30872.3,32551.52,32609.06,32554.17,32681.22,33229.02,31834.31,31427.3,33837.57,32753.98,34586.37,34762.39,35124.59,35405.91,34555.45,35579.6,35292.54,34127.32
A267,2,0,e38x32gp418,1868.56,891.46,63.87,936.95,675.37,381.22,53.03,-84.65,-64.93,-44.71,338.04,1696.31,3231.84,3903.77,4521.02,5146.26,5339.47,5764.57,5878.02,6349.11,6508.81,6845.0,6883.53,7103.07,7318.72,7319.72,7052.01,7241.03,7677.62,7461.1,7723.03,7158.0,7245.67,7136.43,7395.6,7867.59,8596.49,8377.86,8011.22,8163.31,7948.38,8636.87,8491.53,8351.64,8746.71,8269.38,8780.53,8959.81,8720.39,8645.2,8980.1,9181.59,9170.83,8838.59,9208.75,9448.55,9002.32,9355.06,9143.51,9636.62,8510.67,8575.12,9666.89,9331.42,9566.61,9741.22,9620.67,10084.41,9617.23,9980.23,10075.79,10194.02
