time,e15SspGyrB,e22SspGyrB,e32SspGyrB,e33SspGyrB,e34SspGyrB,e41SspGyrB,e42SspGyrB,e15TerThyXS2,e22TerThyXS2,e38TerThyXS2,e16TerThyXS1,e33TerThyXS1,e15STPhoRadA,e16STPhoRadA,e17STPhoRadA,e20STPhoRadA,e22STPhoRadA,e26STPhoRadA,e32STPhoRadA,e33STPhoRadA,e34STPhoRadA
700,516.08,615.39,465.53,321.87,646.57,491.43,286.64,342.89,659.56,677.35,366.47,342.62,326.39,413.86,411.25,289.02,475.9,485.27,373.41,243.85,461.6
720,534.19,600.26,495.3,330.86,666.43,527.23,326.61,362.23,663.16,727.03,410.82,381.63,368.83,460.09,427.85,395.3,543.5,487.28,408.71,267.07,514.66
740,676.7,756.49,624.88,480.58,819.07,659.88,470.23,491.9,863.13,833.93,565.76,508.36,487.17,579.7,558.74,509.48,618.91,622.77,503.64,403.86,656.24
760,571.85,683.96,541.26,395.09,694.18,542.43,363.16,423.51,761.92,743.06,481.82,419.78,429.45,517.86,477.18,437.47,571.24,520.96,463.13,318.22,538.91
780,572.42,706.57,560.27,356.38,690.94,543.92,392.29,436.06,753.14,752.02,473.16,481.67,419.16,483.67,534.5,460.25,535.83,516.82,455.76,322.12,550.58
800,544.65,685.88,499.94,318.49,695.13,497.23,324.06,392.83,752.47,787.51,481.16,396.01,407.76,473.37,458.18,403.99,546.91,472.03,444.52,273.58,550.02
820,669.69,842.65,680.23,481.5,869.33,685.01,443.15,557.42,873.52,902.21,608.36,559.42,533.99,631.85,592.02,569.29,682.46,611.06,595.23,451.23,644.61
840,546.43,656.97,518.78,399.93,735.0,583.69,368.56,415.92,771.37,772.09,499.87,435.55,450.02,516.13,460.51,460.75,609.53,539.18,467.24,329.31,542.08
860,578.94,709.18,561.19,416.66,725.07,566.91,366.52,491.18,777.93,803.74,536.56,443.57,462.87,499.57,505.42,451.05,589.75,507.26,488.15,335.86,606.38
880,537.18,673.22,507.34,350.64,718.75,530.97,328.91,410.59,774.19,742.76,439.84,393.52,417.9,473.16,441.91,406.25,588.6,468.13,468.03,239.36,369.59
900,561.62,691.76,510.08,356.73,703.43,553.75,358.44,427.83,793.99,803.11,461.5,408.55,464.49,483.42,469.47,393.68,555.4,474.87,506.1,257.93,377.62
920,523.43,689.33,478.13,392.5,752.54,566.8,349.74,459.47,778.84,801.62,471.01,430.79,469.52,382.47,505.45,447.38,578.06,491.17,488.35,249.11,564.34
940,625.26,664.15,535.85,371.12,791.17,595.47,354.1,449.37,774.15,755.13,489.38,449.81,464.52,476.56,463.67,425.9,592.21,512.01,497.71,264.7,594.6
960,596.37,678.11,512.51,376.89,805.29,562.52,372.82,453.99,833.14,852.56,493.38,471.24,516.33,501.89,509.54,403.96,589.08,522.21,457.62,307.47,595.95
980,635.46,711.18,550.05,338.16,784.55,569.33,331.8,459.45,818.76,849.72,522.11,456.44,487.26,521.21,492.87,426.67,585.48,550.95,487.85,294.93,593.36
1000,643.03,688.09,556.38,412.53,798.68,576.96,405.45,416.75,858.43,817.77,523.95,478.37,526.12,461.06,493.57,452.24,546.17,519.84,468.17,278.52,583.04
1020,580.2,694.01,494.91,352.27,786.17,568.16,327.63,445.77,794.73,800.93,456.22,471.6,525.13,489.79,476.98,397.19,544.83,501.5,450.36,290.71,539.56
1040,713.19,734.94,577.88,440.84,830.54,603.86,432.87,518.81,872.11,863.8,557.48,569.69,529.93,546.24,303.34,161.42,423.82,558.43,503.59,78.71,435.44
1060,716.23,773.78,591.5,439.07,855.31,602.67,374.27,515.9,894.74,856.56,573.91,513.54,538.84,539.88,527.99,448.9,626.57,553.03,485.12,285.49,618.72
1080,778.28,810.51,633.19,479.28,896.48,667.66,455.81,571.36,924.94,945.59,602.21,589.64,584.5,595.57,547.9,473.26,672.29,621.11,553.64,322.77,646.79
1100,902.67,943.4,782.18,653.87,1060.14,807.89,549.92,703.15,1039.05,1069.7,733.73,732.46,728.12,723.45,732.52,657.53,789.0,746.37,714.63,519.79,573.9
1120,742.11,813.39,645.82,482.63,887.05,654.81,445.22,563.25,944.8,917.35,617.66,593.28,633.33,587.75,572.83,529.87,677.28,607.51,594.05,330.88,675.12
1140,781.09,886.01,686.42,550.35,969.17,736.83,486.3,573.25,1003.2,991.05,647.25,640.33,722.71,625.41,625.1,605.08,764.57,686.7,649.88,395.18,552.1
1160,789.87,751.12,615.05,388.36,840.08,617.51,387.16,516.85,919.19,907.49,562.82,531.68,607.64,570.0,541.94,528.05,635.14,557.4,588.81,290.56,627.95
1180,775.07,858.87,598.45,424.14,891.86,696.01,439.77,548.35,969.75,935.15,535.07,585.35,646.14,587.84,539.39,467.94,649.55,594.45,570.79,300.83,627.02
1200,829.9,826.18,636.21,428.43,907.24,660.47,421.98,558.75,960.83,918.2,592.26,582.93,662.77,605.0,577.83,527.43,666.96,104.19,101.4,27.82,635.94
1220,795.75,866.83,647.7,499.13,971.74,729.69,471.47,560.62,1020.48,952.1,638.28,598.57,654.91,615.99,586.18,555.33,703.33,582.07,607.57,340.7,694.94
1240,804.28,857.0,690.17,444.73,949.36,667.55,469.98,542.53,977.33,979.14,637.92,624.45,657.34,574.59,581.86,547.75,630.29,598.09,630.77,321.19,664.3
1260,1149.05,1160.5,953.25,760.15,1250.4,969.02,773.48,847.09,1276.31,1276.76,941.83,935.5,980.27,858.89,865.86,864.78,903.21,511.23,937.4,612.61,983.62
1280,833.41,850.36,649.42,437.05,937.08,679.64,488.75,560.76,1003.74,977.88,595.7,627.1,695.88,602.24,578.85,597.51,658.18,644.46,592.52,335.99,673.79
1300,853.54,873.56,699.29,468.08,982.35,708.58,520.65,614.49,1020.21,977.9,633.55,661.5,758.51,623.33,590.34,554.05,661.64,645.36,665.33,322.24,705.73
1320,885.28,922.43,721.2,553.76,1010.43,744.83,528.7,612.43,1090.47,1029.98,671.79,683.65,804.17,660.7,642.19,675.2,721.57,734.32,539.48,356.22,760.89
1340,927.34,923.53,706.81,562.9,1032.36,774.88,587.78,626.18,1073.16,1015.69,723.52,728.45,798.97,701.4,614.62,624.82,720.88,695.38,663.85,374.73,731.92
1360,929.03,927.85,687.56,525.11,1031.46,721.14,528.28,663.93,1122.59,1029.84,670.55,682.0,788.73,646.93,568.9,446.42,665.43,550.47,456.18,170.96,723.0
1380,939.02,939.77,744.65,565.74,1024.81,736.8,575.63,650.44,1092.01,1116.26,724.14,736.37,834.87,609.71,641.63,601.54,693.06,685.02,700.82,368.14,763.92
1400,963.05,891.52,734.43,494.02,1027.47,763.1,539.3,639.26,1122.8,1016.27,705.56,718.41,803.6,630.57,403.32,632.67,710.45,705.75,650.17,422.21,786.82
1420,981.41,920.52,771.71,525.51,1009.38,773.41,506.86,644.88,1090.39,1057.2,751.94,707.97,852.66,608.06,642.97,620.17,712.98,742.76,712.17,400.05,778.14
1440,1042.26,956.05,817.92,557.76,1049.27,817.91,636.3,702.41,1164.77,1071.15,767.98,810.57,882.1,680.87,656.18,713.83,763.03,765.11,807.74,458.25,850.49
