time,e15SspGyrB,e22SspGyrB,e32SspGyrB,e33SspGyrB,e34SspGyrB,e41SspGyrB,e42SspGyrB,e15TerThyXS2,e22TerThyXS2,e38TerThyXS2,e16TerThyXS1,e33TerThyXS1,e15STPhoRadA,e16STPhoRadA,e17STPhoRadA,e20STPhoRadA,e22STPhoRadA,e26STPhoRadA,e32STPhoRadA,e33STPhoRadA,e34STPhoRadA
0,-9563.5,-901.91,-15040.52,210.74,-687.59,11.65,293.03,9982.55,-473.84,-583.8,-286.19,-39.07,1234.19,616.42,-1485.08,-2650.95,20078.42,-2471.07,-8569.4,-80.41,838.7
20,4827.62,-612.44,14858.93,19396.44,16509.84,10017.25,5599.52,18206.06,12132.23,1267.13,-1280.24,-1883.67,-2080.77,180.38,4087.89,2322.34,-544.97,-243.65,578.85,1745.76,89.05
40,-2946.32,-2021.98,-2139.6,-210.92,-801.39,-989.1,70.65,-100.92,-629.33,-1597.96,-792.88,-798.57,-151.36,-399.04,-480.88,-1462.78,-333.36,276.48,-587.83,75.49,462.07
60,2144.51,-1082.24,3282.42,3274.99,3383.05,3955.16,1768.19,4433.19,4793.88,476.28,-825.55,-248.75,-974.19,-475.84,664.5,818.33,-1119.53,-276.43,-641.25,-402.7,-168.62
80,2917.55,1432.52,2463.19,2949.69,2385.7,2439.83,1806.28,3332.48,2039.99,2315.41,442.65,396.48,437.79,662.06,1800.27,871.19,398.11,316.07,81.05,-155.5,74.78
100,1794.39,908.24,2427.71,2078.02,2822.14,1819.03,1351.63,1970.73,1609.86,997.1,418.0,732.86,777.79,222.2,-106.59,1295.68,666.01,316.33,222.59,651.94,753.58
120,972.45,851.45,1211.23,1262.65,1158.82,1121.46,921.44,644.06,919.51,450.29,586.87,661.15,340.54,189.5,637.17,594.62,146.54,337.38,224.8,377.7,252.98
140,724.44,488.48,858.17,878.48,826.29,644.63,596.17,481.08,624.57,349.3,363.25,346.16,268.87,291.68,411.38,354.63,188.73,185.7,132.18,242.73,89.54
160,434.34,375.29,477.14,330.1,486.39,399.81,225.15,258.82,368.97,225.03,162.54,278.05,229.16,208.44,270.34,297.49,103.81,132.02,124.54,96.53,238.89
180,391.42,293.11,429.96,435.19,394.26,311.47,230.06,284.84,334.09,417.17,228.97,242.53,183.57,163.15,177.46,194.76,221.52,260.19,187.19,215.19,138.67
200,212.86,221.99,235.42,200.13,329.62,207.56,144.68,193.33,215.23,340.71,144.63,159.02,115.58,84.44,117.01,172.68,-5.07,43.45,161.92,106.39,184.93
220,204.1,203.28,178.07,153.38,254.74,186.05,26.23,109.89,170.5,287.39,106.91,111.74,81.57,172.37,105.98,104.14,118.95,123.03,164.8,109.36,163.68
240,211.45,217.27,192.39,126.9,323.58,206.41,90.38,161.46,229.97,349.17,153.28,168.41,62.28,144.66,134.74,146.34,146.85,143.32,161.08,112.96,215.93
260,310.85,348.89,211.14,170.07,366.4,301.5,111.0,205.74,332.72,562.34,202.85,213.48,165.17,255.87,234.89,236.07,311.36,243.61,252.11,149.09,222.66
280,327.35,318.99,193.53,176.98,420.05,321.68,74.83,210.34,329.32,608.22,235.89,175.9,172.69,294.49,223.02,229.53,247.46,160.51,279.4,200.81,324.16
300,366.17,384.01,240.15,189.78,479.56,372.99,158.78,222.22,398.58,646.59,264.74,222.68,177.43,317.78,292.59,244.64,234.16,216.25,307.58,218.41,366.06
320,446.87,506.71,352.82,293.51,579.66,501.91,279.11,340.65,559.61,745.94,407.56,316.45,291.63,388.13,361.94,382.45,438.97,442.83,389.84,318.83,398.74
340,376.73,429.14,304.27,207.99,497.77,410.3,219.98,266.25,456.92,614.25,279.45,286.77,164.95,335.44,295.79,253.76,347.58,343.64,262.06,92.36,275.19
360,384.41,459.42,330.1,241.15,533.52,437.93,222.63,284.84,499.42,676.44,342.82,289.84,209.45,358.2,356.02,201.39,251.89,372.22,317.49,228.31,327.94
380,431.49,527.97,392.83,296.15,580.82,443.48,295.42,329.19,584.07,695.56,398.54,341.58,269.3,440.43,413.42,327.48,425.63,440.73,352.96,244.6,446.38
400,423.22,507.04,414.42,267.09,566.78,414.46,290.25,316.08,571.06,686.41,405.79,341.96,249.27,327.1,286.24,288.64,407.45,442.27,341.55,216.11,437.84
420,396.34,524.05,404.49,264.18,536.78,419.69,264.41,268.46,570.97,662.29,387.88,307.33,209.12,357.78,357.89,255.68,304.79,407.58,322.14,215.97,436.19
440,413.22,556.12,410.62,251.39,553.2,478.46,266.8,302.63,605.08,688.56,420.28,350.15,245.41,397.82,381.2,312.09,419.72,466.31,350.34,254.99,424.42
460,434.08,597.2,394.97,291.8,582.92,481.92,307.83,330.92,604.85,676.89,402.24,328.72,263.54,397.33,304.5,310.07,416.97,452.37,341.45,216.91,411.48
480,425.05,582.37,365.55,250.24,574.13,426.16,285.81,317.87,614.31,670.58,408.28,329.6,237.22,403.54,374.45,300.96,388.31,443.9,294.24,224.5,417.26
500,459.76,579.5,411.05,268.55,611.11,462.5,279.13,308.14,623.9,705.84,402.42,354.17,224.33,375.21,202.26,177.13,309.93,445.51,246.61,231.12,446.33
520,501.51,600.5,458.15,290.86,620.93,490.46,327.8,370.39,656.11,716.96,455.53,384.12,321.42,429.14,437.5,341.39,450.12,533.63,346.33,165.86,468.18
540,437.77,538.32,419.04,261.69,588.11,483.68,290.54,352.23,612.86,687.53,415.53,344.24,268.71,391.25,378.19,299.46,392.68,520.13,312.65,222.74,430.74
560,489.06,590.57,512.27,315.38,595.45,542.3,303.2,377.55,653.17,692.27,427.37,380.08,325.08,433.15,423.26,348.65,428.16,535.7,330.16,230.55,475.55
580,508.58,631.25,500.38,307.25,626.12,529.92,316.02,364.9,707.7,701.33,410.46,372.57,298.3,466.7,427.88,266.21,390.9,418.54,352.0,252.94,505.14
600,485.25,600.38,475.58,307.76,594.33,481.44,306.23,371.93,685.01,701.73,403.11,360.19,329.51,426.06,392.85,324.78,445.76,508.35,331.45,263.8,435.32
620,523.16,615.21,500.93,334.17,650.61,549.48,334.86,419.57,719.56,724.63,463.98,416.5,329.5,431.5,431.93,374.19,485.82,559.97,394.3,269.04,523.99
640,406.34,635.52,527.05,343.79,654.42,574.76,361.19,440.19,757.14,788.28,477.13,403.63,370.36,468.58,472.91,414.88,548.19,588.34,451.9,287.82,425.94
660,634.3,724.82,662.09,462.01,763.26,647.81,455.07,502.1,838.0,850.02,566.31,552.42,484.51,549.66,553.57,509.86,613.54,663.01,532.9,422.68,598.46
680,473.17,584.03,530.22,311.97,653.22,508.48,313.04,397.71,676.02,733.43,426.33,376.06,333.37,448.54,424.94,187.84,508.37,502.56,405.54,257.65,493.39
