time,e11x32STPhoRadA_00,e11x32STPhoRadA_01,e11x32STPhoRadA_02,e11x32STPhoRadA_03,e11x32STPhoRadA_04,e11x32STPhoRadA_05,e32x30SspGyrB_00,e32x30SspGyrB_01,e32x30SspGyrB_02,e32x30SspGyrB_03,e32x30SspGyrB_04,e32x30SspGyrB_05,e11x32STPhoRadA_10,e11x32STPhoRadA_11,e11x32STPhoRadA_12,e11x32STPhoRadA_13,e11x32STPhoRadA_14,e11x32STPhoRadA_15,e32x30SspGyrB_10,e32x30SspGyrB_11,e32x30SspGyrB_12,e32x30SspGyrB_13,e32x30SspGyrB_14,e32x30SspGyrB_15,e11x32STPhoRadA_20,e11x32STPhoRadA_21,e11x32STPhoRadA_22,e11x32STPhoRadA_23,e11x32STPhoRadA_24,e11x32STPhoRadA_25,e32x30SspGyrB_20,e32x30SspGyrB_21,e32x30SspGyrB_22,e32x30SspGyrB_23,e32x30SspGyrB_24,e32x30SspGyrB_25,e11x32STPhoRadA_30,e11x32STPhoRadA_31,e11x32STPhoRadA_32,e11x32STPhoRadA_33,e11x32STPhoRadA_34,e11x32STPhoRadA_35,e32x30SspGyrB_30,e32x30SspGyrB_31,e32x30SspGyrB_32,e32x30SspGyrB_33,e32x30SspGyrB_34,e32x30SspGyrB_35,e11x32STPhoRadA_40,e11x32STPhoRadA_41,e11x32STPhoRadA_42,e11x32STPhoRadA_43,e11x32STPhoRadA_44,e11x32STPhoRadA_45,e32x30SspGyrB_40,e32x30SspGyrB_41,e32x30SspGyrB_42,e32x30SspGyrB_43,e32x30SspGyrB_44,e32x30SspGyrB_45,e11x32STPhoRadA_50,e11x32STPhoRadA_51,e11x32STPhoRadA_52,e11x32STPhoRadA_53,e11x32STPhoRadA_54,e11x32STPhoRadA_55,e32x30SspGyrB_50,e32x30SspGyrB_51,e32x30SspGyrB_52,e32x30SspGyrB_53,e32x30SspGyrB_54,e32x30SspGyrB_55,Blank_Kan_02,Blank_Kan_00,negative-control-kan_01,negative-control-kan_02,Blank_Amp_00,Blank_Amp_01,negative-control-amp_02,negative-control-amp_00,positive-control-amp_01,positive-control-amp_02
1060,852.5,832.5,857.5,849.5,867.5,885.5,915.5,908.5,957.5,1004.5,1087.5,1143.5,855.5,947.5,1310.5,1444.5,1198.5,1541.5,956.5,1230.5,1978.5,2456.5,2808.5,4368.5,883.5,1758.5,5355.5,6051.5,4501.5,7318.5,925.5,1280.5,2097.5,2396.5,2760.5,4013.5,906.5,2579.5,15927.5,23323.5,26393.5,29023.5,1001.5,2830.5,10680.5,21326.5,20507.5,33631.5,938.5,5198.5,26875.5,36668.5,30612.5,34773.5,1004.5,3919.5,14462.5,21210.5,27804.5,37948.5,972.5,13738.5,31307.5,40688.5,42777.5,46326.5,1021.5,8257.5,14452.5,23871.5,31871.5,44385.5,,,838.5,860.5,,,1001.0,1066.0,22842.0,22226.0
1080,864.5,846.5,868.5,866.5,895.5,898.5,934.5,912.5,963.5,1014.5,1108.5,1148.5,867.5,964.5,1311.5,1477.5,1209.5,1545.5,972.5,1248.5,1995.5,2479.5,2836.5,4389.5,904.5,1771.5,5356.5,6044.5,4493.5,7251.5,951.5,1294.5,2104.5,2413.5,2777.5,4006.5,931.5,2586.5,15995.5,23273.5,26442.5,28959.5,1012.5,2833.5,10685.5,21386.5,20491.5,33207.5,959.5,5231.5,26934.5,36608.5,30526.5,34730.5,1022.5,3958.5,14424.5,21125.5,27601.5,37017.5,1001.5,13753.5,31293.5,40722.5,42863.5,46216.5,1042.5,8254.5,14381.5,23810.5,31911.5,43865.5,,,859.5,864.5,,,1020.5,1080.5,23550.5,21917.5
1100,879.5,863.5,882.5,871.5,892.5,900.5,949.5,933.5,978.5,1022.5,1114.5,1155.5,875.5,978.5,1319.5,1485.5,1233.5,1559.5,978.5,1251.5,2008.5,2480.5,2804.5,4378.5,902.5,1760.5,5386.5,6121.5,4494.5,7314.5,953.5,1314.5,2098.5,2421.5,2792.5,3956.5,939.5,2587.5,16108.5,23275.5,26362.5,28974.5,1016.5,2859.5,10623.5,21260.5,20427.5,32637.5,953.5,5234.5,26896.5,36634.5,30496.5,34742.5,1033.5,3936.5,14354.5,21156.5,27385.5,37686.5,1003.5,13709.5,31242.5,40925.5,42882.5,46065.5,1048.5,8266.5,14411.5,23728.5,31766.5,43257.5,,,850.5,858.5,,,1027.0,1100.0,23678.0,21664.0
1120,891.0,878.0,895.0,881.0,905.0,920.0,956.0,947.0,989.0,1043.0,1140.0,1161.0,883.0,994.0,1340.0,1488.0,1246.0,1585.0,984.0,1269.0,2004.0,2480.0,2829.0,4377.0,917.0,1798.0,5456.0,6143.0,4549.0,7340.0,968.0,1313.0,2114.0,2432.0,2800.0,3949.0,955.0,2609.0,16110.0,23363.0,26553.0,28951.0,1033.0,2843.0,10620.0,21371.0,20324.0,32354.0,981.0,5270.0,26995.0,36741.0,30361.0,34655.0,1046.0,3938.0,14367.0,21196.0,27607.0,37076.0,1015.0,13773.0,31383.0,40978.0,43046.0,45800.0,1059.0,8260.0,14387.0,23824.0,31781.0,42505.0,,,867.0,885.0,,,1042.5,1109.5,23715.5,21679.5
1140,900.0,881.0,887.0,885.0,910.0,922.0,961.0,959.0,996.0,1062.0,1155.0,1171.0,901.0,992.0,1340.0,1504.0,1251.0,1585.0,1005.0,1283.0,2018.0,2494.0,2839.0,4312.0,928.0,1809.0,5439.0,6151.0,4554.0,7351.0,975.0,1335.0,2105.0,2442.0,2797.0,3964.0,953.0,2616.0,16239.0,23407.0,26516.0,28926.0,1043.0,2863.0,10575.0,21609.0,20291.0,31858.0,990.0,5282.0,26999.0,36831.0,30417.0,34840.0,1044.0,3951.0,14363.0,21137.0,27573.0,36627.0,1025.0,13860.0,31394.0,41118.0,43209.0,46073.0,1063.0,8304.0,14400.0,23786.0,31577.0,41874.0,,,866.0,891.0,,,1057.0,1119.0,23482.0,21256.0
1160,903.0,898.0,902.0,909.0,919.0,938.0,975.0,960.0,997.0,1066.0,1161.0,1178.0,912.0,1010.0,1361.0,1503.0,1255.0,1603.0,1010.0,1288.0,2019.0,2502.0,2830.0,4304.0,932.0,1811.0,5423.0,6112.0,4573.0,7363.0,993.0,1341.0,2136.0,2426.0,2797.0,3882.0,967.0,2632.0,16119.0,23326.0,26387.0,28840.0,1048.0,2868.0,10568.0,21437.0,20024.0,31040.0,998.0,5286.0,26908.0,36763.0,30422.0,34761.0,1065.0,3955.0,14193.0,20984.0,27066.0,35661.0,1035.0,13830.0,31346.0,40914.0,43104.0,45731.0,1075.0,8241.0,14250.0,23509.0,31188.0,40675.0,,,882.0,905.0,,,1065.0,1144.0,23699.0,20973.0
1180,921.0,904.0,918.0,906.0,935.0,954.0,986.0,977.0,1018.0,1077.0,1169.0,1181.0,925.0,1018.0,1365.0,1521.0,1263.0,1602.0,1016.0,1297.0,2030.0,2505.0,2851.0,4353.0,945.0,1819.0,5441.0,6148.0,4585.0,7301.0,1002.0,1345.0,2109.0,2435.0,2809.0,3861.0,986.0,2688.0,16076.0,23260.0,26324.0,28667.0,1065.0,2859.0,10532.0,21402.0,19947.0,30380.0,1009.0,5300.0,26852.0,36514.0,30269.0,34544.0,1074.0,3933.0,14118.0,20905.0,26869.0,35102.0,1046.0,13867.0,31361.0,40910.0,43060.0,45418.0,1087.0,8206.0,14112.0,23468.0,31066.0,40096.0,,,896.0,908.0,,,1074.0,1147.0,23592.0,20354.0
1200,945.0,913.0,929.0,919.0,944.0,973.0,999.0,980.0,1025.0,1091.0,1185.0,1175.0,935.0,1046.0,1380.0,1534.0,1282.0,1617.0,1023.0,1292.0,2043.0,2517.0,2862.0,3950.0,953.0,1843.0,5470.0,6156.0,4587.0,7308.0,997.0,1348.0,2131.0,2444.0,2820.0,3821.0,990.0,2660.0,16149.0,23429.0,26270.0,28411.0,1074.0,2870.0,10446.0,21385.0,19890.0,29986.0,1015.0,5330.0,26909.0,36637.0,30175.0,34609.0,1076.0,3888.0,14052.0,20833.0,26990.0,34917.0,1062.0,13910.0,31352.0,40958.0,43171.0,45217.0,1098.0,8138.0,14095.0,23361.0,30966.0,39084.0,,,905.0,922.0,,,1091.0,1161.0,23373.0,21297.0
1220,937.5,904.5,927.5,929.5,950.5,977.5,993.5,980.5,1025.5,1092.5,1189.5,1172.5,937.5,1017.5,1375.5,1531.5,1262.5,1611.5,1033.5,1305.5,2060.5,2515.5,2858.5,4273.5,975.5,1842.5,5468.5,6163.5,4570.5,7304.5,1007.5,1358.5,2145.5,2451.5,2804.5,3760.5,994.5,2630.5,16078.5,23322.5,26121.5,28229.5,1076.5,2870.5,10431.5,21534.5,19898.5,29219.5,1023.5,5334.5,26866.5,36429.5,29967.5,34723.5,1084.5,3904.5,13998.5,20707.5,26975.5,33759.5,1049.5,13932.5,31294.5,40628.5,43019.5,45028.5,1092.5,8167.5,14026.5,23397.5,30950.5,37835.5,,,914.5,919.5,,,1093.5,1162.5,23743.5,19709.5
1240,949.0,919.0,944.0,934.0,964.0,976.0,993.0,990.0,1035.0,1100.0,1212.0,1163.0,949.0,1034.0,1387.0,1545.0,1288.0,1627.0,1036.0,1311.0,2036.0,2522.0,2875.0,4316.0,970.0,1842.0,5465.0,6139.0,4567.0,7325.0,1023.0,1357.0,2146.0,2467.0,2823.0,3760.0,1007.0,2686.0,16065.0,23263.0,26149.0,28174.0,1078.0,2877.0,10383.0,21485.0,19791.0,28881.0,1025.0,5357.0,26895.0,36524.0,30043.0,34637.0,1100.0,3930.0,13914.0,20776.0,26832.0,33533.0,1073.0,13910.0,31229.0,40638.0,43118.0,44804.0,1115.0,8139.0,13990.0,23290.0,30785.0,37608.0,,,919.0,929.0,,,1111.0,1194.0,23691.0,19237.0
1260,958.5,934.5,947.5,952.5,984.5,1001.5,1010.5,1000.5,1039.5,1108.5,1216.5,1168.5,963.5,1061.5,1400.5,1552.5,1304.5,1632.5,1042.5,1317.5,2034.5,2542.5,2862.5,4241.5,986.5,1862.5,5456.5,6145.5,4579.5,7302.5,1035.5,1359.5,2140.5,2470.5,2825.5,3630.5,1024.5,2718.5,15992.5,23222.5,26002.5,27981.5,1085.5,2857.5,10371.5,21605.5,19670.5,28117.5,1040.5,5369.5,26895.5,36384.5,29890.5,34436.5,1096.5,3926.5,13890.5,20547.5,26762.5,32189.5,1084.5,13886.5,31172.5,40726.5,42879.5,44665.5,1121.5,8164.5,13928.5,23329.5,30519.5,36835.5,,,932.5,938.5,,,1125.0,1209.0,23677.0,18711.0
1280,973.5,943.5,969.5,947.5,982.5,997.5,1022.5,1008.5,1056.5,1115.5,1213.5,1151.5,966.5,1063.5,1407.5,1557.5,1295.5,1628.5,1058.5,1326.5,2049.5,2555.5,2865.5,4135.5,989.5,1869.5,5461.5,6181.5,4620.5,7317.5,1028.5,1373.5,2148.5,2476.5,2849.5,3584.5,1010.5,2693.5,16074.5,23198.5,26119.5,27880.5,1093.5,2881.5,10335.5,21732.5,19725.5,27787.5,1050.5,5363.5,26866.5,36249.5,29845.5,34230.5,1102.5,3920.5,13847.5,20597.5,26563.5,31755.5,1105.5,13909.5,31245.5,40472.5,42923.5,44510.5,1136.5,8149.5,13887.5,23314.5,30433.5,36374.5,,,932.5,939.5,,,1126.5,1212.5,23901.5,18292.5
1300,982.0,946.0,971.0,971.0,993.0,1010.0,1041.0,1020.0,1064.0,1119.0,1238.0,1158.0,975.0,1077.0,1416.0,1575.0,1314.0,1648.0,1056.0,1334.0,2056.0,2551.0,2856.0,4226.0,1012.0,1871.0,5455.0,6173.0,4613.0,7321.0,1030.0,1384.0,2155.0,2483.0,2855.0,3480.0,1029.0,2692.0,16067.0,23165.0,26091.0,27771.0,1097.0,2882.0,10297.0,21890.0,19541.0,27141.0,1052.0,5379.0,26936.0,36413.0,29893.0,34477.0,1118.0,3946.0,13872.0,20593.0,26605.0,31328.0,1108.0,13879.0,31118.0,40647.0,42922.0,44365.0,1135.0,8236.0,13847.0,23337.0,30307.0,35338.0,,,937.0,962.0,,,1149.0,1232.0,23907.0,17491.0
1320,999.0,960.0,976.0,970.0,1008.0,1025.0,1045.0,1029.0,1076.0,1141.0,1249.0,1147.0,983.0,1075.0,1425.0,1579.0,1329.0,1671.0,1084.0,1343.0,2055.0,2560.0,2874.0,3982.0,1019.0,1885.0,5470.0,6167.0,4605.0,7332.0,1044.0,1394.0,2177.0,2509.0,2888.0,3451.0,1038.0,2714.0,16094.0,23379.0,26138.0,27703.0,1113.0,2868.0,10251.0,21809.0,19569.0,26692.0,1076.0,5403.0,26970.0,36347.0,29697.0,34160.0,1117.0,3924.0,13713.0,20283.0,26469.0,30108.0,1120.0,13931.0,31292.0,40458.0,42933.0,44222.0,1128.0,8154.0,13739.0,23109.0,30188.0,34577.0,,,954.0,965.0,,,1154.5,1245.5,23581.5,16964.5
1340,984.5,975.5,995.5,987.5,1016.5,1032.5,1049.5,1027.5,1085.5,1147.5,1267.5,1146.5,999.5,1094.5,1432.5,1577.5,1326.5,1664.5,1083.5,1358.5,2069.5,2586.5,2874.5,4065.5,1023.5,1894.5,5510.5,6153.5,4622.5,7316.5,1062.5,1398.5,2177.5,2509.5,2893.5,3413.5,1048.5,2724.5,15968.5,23149.5,25984.5,27527.5,1120.5,2897.5,10270.5,21812.5,19509.5,26194.5,1088.5,5389.5,26695.5,36129.5,29559.5,34061.5,1124.5,3946.5,13713.5,20110.5,26446.5,29910.5,1131.5,13867.5,31063.5,40366.5,42597.5,43748.5,1157.5,8211.5,13791.5,23206.5,30060.5,33494.5,,,944.5,979.5,,,1170.0,1261.0,23843.0,15973.0
1360,991.5,981.5,989.5,1004.5,1010.5,1030.5,1052.5,1027.5,1091.5,1163.5,1275.5,1126.5,1006.5,1090.5,1433.5,1599.5,1334.5,1665.5,1088.5,1359.5,2082.5,2568.5,2871.5,3879.5,1019.5,1893.5,5486.5,6163.5,4589.5,7285.5,1051.5,1409.5,2182.5,2487.5,2898.5,3329.5,1060.5,2712.5,16062.5,23048.5,25950.5,27568.5,1125.5,2888.5,10225.5,21837.5,19437.5,25626.5,1080.5,5381.5,26794.5,36179.5,29630.5,33990.5,1142.5,3949.5,13693.5,19961.5,26487.5,29500.5,1144.5,13834.5,31066.5,40327.5,42687.5,43952.5,1162.5,8249.5,13743.5,23116.5,29952.5,32130.5,,,963.5,983.5,,,1186.5,1262.5,23753.5,15054.5
1380,1018.0,988.0,1002.0,998.0,1037.0,1054.0,1074.0,1057.0,1097.0,1184.0,1293.0,1122.0,1024.0,1103.0,1450.0,1609.0,1353.0,1686.0,1102.0,1364.0,2073.0,2578.0,2898.0,3778.0,1050.0,1905.0,5483.0,6148.0,4643.0,7260.0,1074.0,1417.0,2173.0,2483.0,2917.0,3217.0,1077.0,2727.0,15940.0,23036.0,25812.0,27400.0,1133.0,2863.0,10225.0,22023.0,19399.0,25119.0,1099.0,5412.0,26681.0,35954.0,29387.0,33726.0,1140.0,3933.0,13606.0,20118.0,26471.0,28263.0,1162.0,13892.0,30934.0,40247.0,42530.0,43553.0,1177.0,8145.0,13664.0,23117.0,29832.0,30980.0,,,972.0,1001.0,,,1192.0,1281.0,23716.0,14179.0
