group,1,2,3,4,5,6,7,8,9,10,11,12
A,G720,G720,G720,G720,G720,G720,G724,G724,G724,G724,G724,G724
B,G720,G720,G720,G720,G720,G720,G724,G724,G724,G724,G724,G724
C,G720,G720,G720,G720,G720,G720,G724,G724,G724,G724,G724,G724
D,G720,G720,G720,G720,G720,G720,G724,G724,G724,G724,G724,G724
E,G720,G720,G720,G720,G720,G720,G724,G724,G724,G724,G724,G724
F,G720,G720,G720,G720,G720,G720,G724,G724,G724,G724,G724,G724
G,,,,,,,,,,,,
H,,,BK,BK,3K3-N,3K3-N,BA,BA,4A3-N,4A3-N,4A3-P,4A3-P
