group,1,2,3,4,5,6,7,8,9,10,11,12
A,E722,E722,E722,E722,E722,E722,G722,G722,G722,G722,G722,G722
B,E723,E723,E723,E723,E723,E723,G723,G723,G723,G723,G723,G723
C,E724,E724,E724,E724,E724,E724,G724,G724,G724,G724,G724,G724
D,E725,E725,E725,E725,E725,E725,G725,G725,G725,G725,G725,G725
E,E726,E726,E726,E726,E726,E726,G726,G726,G726,G726,G726,G726
F,E727,E727,E727,E727,E727,E727,G727,G727,G727,G727,G727,G727
G,E728,E728,E728,E728,E728,E728,G728,G728,G728,G728,G728,G728
H,,,BK,BK,3K3-N,3K3-N,BA,BA,4A3-N,4A3-N,4A3-P,4A3-P
