time,pBAD/Ara_12,pBAD/Ara_13,pBAD/Ara_14,pBAD/Ara_15,pBAD/Ara_16,pBAD/Ara_17,pBAD/Ara_18,pBAD/Ara_19,pBAD/Ara_20,pBAD/Ara_21,pBAD/Ara_22,pBAD/Ara_23,pBAD/Ara_0,pBAD/Ara_1,pBAD/Ara_2,pBAD/Ara_3,pBAD/Ara_4,pBAD/Ara_5,pBAD/Ara_6,pBAD/Ara_7,pBAD/Ara_8,pBAD/Ara_9,pBAD/Ara_10,pBAD/Ara_11,pCymRC/Cuma_12,pCymRC/Cuma_13,pCymRC/Cuma_14,pCymRC/Cuma_15,pCymRC/Cuma_16,pCymRC/Cuma_17,pCymRC/Cuma_18,pCymRC/Cuma_19,pCymRC/Cuma_20,pCymRC/Cuma_21,pCymRC/Cuma_22,pCymRC/Cuma_23,pCymRC/Cuma_0,pCymRC/Cuma_1,pCymRC/Cuma_2,pCymRC/Cuma_3,pCymRC/Cuma_4,pCymRC/Cuma_5,pCymRC/Cuma_6,pCymRC/Cuma_7,pCymRC/Cuma_8,pCymRC/Cuma_9,pCymRC/Cuma_10,pCymRC/Cuma_11,pRhaB/Rha_12,pRhaB/Rha_13,pRhaB/Rha_14,pRhaB/Rha_15,pRhaB/Rha_16,pRhaB/Rha_17,pRhaB/Rha_18,pRhaB/Rha_19,pRhaB/Rha_20,pRhaB/Rha_21,pRhaB/Rha_22,pRhaB/Rha_23,pRhaB/Rha_0,pRhaB/Rha_1,pRhaB/Rha_2,pRhaB/Rha_3,pRhaB/Rha_4,pRhaB/Rha_5,pRhaB/Rha_6,pRhaB/Rha_7,pRhaB/Rha_8,pRhaB/Rha_9,pRhaB/Rha_10,pRhaB/Rha_11,Blank_Kan_0,Blank_Kan_0,negative-control-kan_0,negative-control-kan_0,Blank_Amp_0,Blank_Amp_0,negative-control-amp_0,negative-control-amp_0,positive-control-amp_0,positive-control-amp_0
200,293.5,349.5,439.5,744.5,1686.5,9007.5,14410.5,17383.5,17330.5,17316.5,21695.5,7440.5,211.5,182.5,175.5,170.5,168.5,169.5,163.5,164.5,160.5,152.5,156.5,147.5,136.5,150.5,529.5,1849.5,3606.5,5276.5,5490.5,5181.5,5630.5,5370.5,5140.5,74.5,135.5,116.5,108.5,112.5,101.5,106.5,105.5,100.5,96.5,94.5,94.5,77.5,172.5,7298.5,10126.5,13357.5,13602.5,14375.5,14251.5,14501.5,14114.5,14662.5,14789.5,109.5,184.5,160.5,171.5,179.5,163.5,158.5,137.5,181.5,407.5,1259.5,3128.5,134.5,,,188.5,190.5,,,274.5,266.5,6497.5,7019.5
220,449.5,763.5,1633.5,4038.5,8627.5,23890.5,30287.5,33129.5,31771.5,30938.5,35038.5,12256.5,365.5,315.5,312.5,311.5,302.5,321.5,295.5,298.5,284.5,281.5,324.5,214.5,212.5,211.5,897.5,2965.5,5639.5,7974.5,8442.5,7892.5,8532.5,8418.5,7536.5,112.5,197.5,190.5,178.5,173.5,155.5,165.5,154.5,156.5,150.5,160.5,141.5,118.5,267.5,9532.5,14090.5,20681.5,22874.5,23939.5,23861.5,23739.5,23067.5,23217.5,22533.5,168.5,299.5,267.5,269.5,275.5,261.5,256.5,242.5,330.5,725.5,2051.5,4461.5,208.5,,,266.5,266.5,,,357.0,355.0,9022.0,9778.0
240,612.5,1166.5,3479.5,11016.5,21225.5,42958.5,49815.5,51838.5,49140.5,47476.5,51309.5,18364.5,515.5,475.5,460.5,475.5,455.5,473.5,458.5,443.5,450.5,449.5,507.5,333.5,284.5,305.5,1421.5,4722.5,8653.5,11989.5,12537.5,11616.5,12475.5,12301.5,10685.5,133.5,277.5,251.5,245.5,248.5,231.5,244.5,220.5,235.5,224.5,220.5,228.5,182.5,397.5,10170.5,15041.5,24363.5,32783.5,38220.5,37968.5,37507.5,36273.5,35964.5,34222.5,238.5,425.5,399.5,382.5,398.5,377.5,390.5,391.5,573.5,1285.5,3020.5,5369.5,274.5,,,346.5,344.5,,,457.0,458.0,12174.0,13433.0
260,779.0,1472.0,5121.0,19055.0,36425.0,64193.0,71058.0,72131.0,68367.0,65752.0,69295.0,24690.0,672.0,631.0,606.0,610.0,617.0,604.0,598.0,584.0,586.0,600.0,678.0,419.0,373.0,425.0,2170.0,7213.0,12693.0,17343.0,18283.0,16783.0,17840.0,17339.0,14172.0,178.0,365.0,330.0,316.0,319.0,307.0,307.0,318.0,306.0,281.0,302.0,298.0,240.0,535.0,10220.0,14940.0,24905.0,37271.0,51545.0,54252.0,53557.0,52498.0,52043.0,48947.0,307.0,605.0,555.0,549.0,559.0,533.0,567.0,580.0,901.0,1967.0,3933.0,5971.0,373.0,,,434.0,438.0,,,594.5,576.5,14555.5,16024.5
280,981.0,1939.0,6869.0,25433.0,47654.0,89633.0,93539.0,95653.0,88966.0,85957.0,89511.0,32407.0,860.0,805.0,797.0,806.0,782.0,797.0,777.0,755.0,764.0,780.0,878.0,571.0,470.0,539.0,2767.0,8997.0,16186.0,22219.0,23329.0,22305.0,24523.0,24162.0,18350.0,239.0,463.0,422.0,416.0,414.0,402.0,410.0,402.0,399.0,384.0,401.0,404.0,338.0,706.0,9954.0,14525.0,24823.0,38191.0,58953.0,71511.0,70938.0,69810.0,69780.0,66802.0,414.0,771.0,686.0,693.0,693.0,706.0,760.0,802.0,1266.0,2656.0,4564.0,6178.0,505.0,,,521.0,517.0,,,682.0,679.0,16209.0,17784.0
300,1155.5,2391.5,9179.5,34002.5,61102.5,114193.5,118733.5,119866.5,112169.5,107940.5,111398.5,41775.5,1067.5,1007.5,984.5,966.5,962.5,971.5,965.5,972.5,968.5,993.5,1134.5,680.5,547.5,632.5,3185.5,9998.5,17758.5,24369.5,25501.5,25089.5,28636.5,30248.5,23687.5,280.5,529.5,495.5,484.5,472.5,475.5,482.5,474.5,460.5,453.5,469.5,476.5,396.5,843.5,9919.5,14287.5,24251.5,38960.5,63631.5,84089.5,91867.5,90064.5,90733.5,86375.5,521.5,898.5,829.5,836.5,840.5,827.5,900.5,980.5,1554.5,3098.5,4968.5,6422.5,589.5,,,582.5,583.5,,,767.0,748.0,18053.0,19881.0
320,1313.5,2806.5,11193.5,40997.5,72154.5,143202.5,147445.5,147669.5,134933.5,130454.5,134221.5,52474.5,1220.5,1190.5,1161.5,1159.5,1109.5,1149.5,1138.5,1159.5,1171.5,1197.5,1408.5,793.5,652.5,732.5,3486.5,10701.5,18872.5,25738.5,26827.5,26451.5,30506.5,33115.5,29753.5,329.5,635.5,601.5,583.5,578.5,566.5,568.5,562.5,555.5,540.5,559.5,565.5,499.5,995.5,9923.5,14351.5,23802.5,38546.5,66083.5,92509.5,115425.5,113252.5,113222.5,107354.5,604.5,1047.5,968.5,968.5,984.5,1007.5,1070.5,1209.5,1874.5,3526.5,5234.5,6518.5,708.5,,,677.5,678.5,,,858.0,857.0,19888.0,22141.0
340,1455.5,3102.5,13030.5,47464.5,80699.5,169646.5,178258.5,176154.5,161185.5,154567.5,158569.5,61052.5,1387.5,1350.5,1297.5,1311.5,1249.5,1291.5,1282.5,1298.5,1319.5,1383.5,1603.5,902.5,728.5,813.5,3744.5,11169.5,19984.5,27113.5,28119.5,27746.5,32174.5,34826.5,36378.5,399.5,715.5,679.5,673.5,662.5,648.5,643.5,655.5,635.5,636.5,642.5,653.5,572.5,1138.5,10081.5,14439.5,24006.5,38299.5,70510.5,97802.5,143588.5,141342.5,139617.5,130636.5,698.5,1204.5,1110.5,1122.5,1147.5,1134.5,1245.5,1410.5,2202.5,3891.5,5438.5,6656.5,797.5,,,747.5,747.5,,,934.0,925.0,21632.0,24060.0
360,1555.0,3334.0,14353.0,52057.0,88020.0,190520.0,211571.0,209154.0,190032.0,178801.0,182205.0,70431.0,1492.0,1461.0,1428.0,1421.0,1380.0,1410.0,1400.0,1412.0,1458.0,1518.0,1735.0,985.0,828.0,907.0,4012.0,11903.0,20811.0,28286.0,29392.0,29016.0,33400.0,36236.0,44006.0,491.0,809.0,772.0,757.0,756.0,724.0,727.0,737.0,705.0,713.0,735.0,719.0,624.0,1283.0,10242.0,14606.0,24196.0,38662.0,72331.0,102012.0,169046.0,170311.0,169899.0,157392.0,770.0,1343.0,1243.0,1260.0,1286.0,1312.0,1412.0,1633.0,2475.0,4204.0,5604.0,6816.0,889.0,,,814.0,825.0,,,1017.0,1014.0,23235.0,25946.0
380,1652.0,3482.0,15087.0,55176.0,93291.0,208608.0,241328.0,240863.0,215488.0,205105.0,207072.0,77552.0,1595.0,1566.0,1548.0,1522.0,1479.0,1511.0,1505.0,1538.0,1558.0,1619.0,1851.0,1069.0,905.0,1006.0,4208.0,12412.0,21672.0,29133.0,30096.0,30022.0,34488.0,37470.0,50136.0,573.0,890.0,863.0,817.0,830.0,812.0,819.0,816.0,794.0,792.0,799.0,808.0,711.0,1412.0,10432.0,14755.0,24260.0,39047.0,68475.0,104927.0,182285.0,193938.0,196029.0,185520.0,832.0,1474.0,1389.0,1387.0,1424.0,1460.0,1568.0,1862.0,2725.0,4423.0,5789.0,6919.0,988.0,,,883.0,882.0,,,1078.0,1074.0,24243.0,27244.0
400,1749.5,3598.5,15694.5,57524.5,96427.5,224310.5,259051.5,259051.5,246577.5,229009.5,231921.5,82175.5,1684.5,1652.5,1627.5,1601.5,1571.5,1589.5,1584.5,1612.5,1662.5,1731.5,1921.5,1172.5,967.5,1071.5,4347.5,12616.5,22057.5,29904.5,30894.5,30734.5,35380.5,38506.5,53209.5,661.5,986.5,932.5,905.5,915.5,901.5,877.5,888.5,878.5,864.5,883.5,878.5,789.5,1536.5,10423.5,14840.5,24555.5,39119.5,69682.5,110232.5,197336.5,215600.5,220791.5,213167.5,911.5,1588.5,1504.5,1505.5,1569.5,1582.5,1702.5,2022.5,2923.5,4596.5,5926.5,7038.5,1075.5,,,945.5,950.5,,,1156.5,1149.5,25388.5,28534.5
420,1815.0,3696.0,15951.0,58616.0,98337.0,234567.0,259055.0,259055.0,259055.0,256376.0,254275.0,86768.0,1764.0,1734.0,1684.0,1671.0,1647.0,1672.0,1671.0,1698.0,1756.0,1820.0,2049.0,1246.0,1075.0,1155.0,4473.0,12949.0,22407.0,30310.0,31274.0,31163.0,35851.0,39379.0,55269.0,775.0,1046.0,1007.0,985.0,1000.0,960.0,979.0,955.0,950.0,941.0,958.0,953.0,849.0,1657.0,10625.0,14907.0,24564.0,39234.0,72192.0,109043.0,201136.0,231434.0,239211.0,236976.0,997.0,1705.0,1627.0,1627.0,1672.0,1691.0,1844.0,2180.0,3092.0,4738.0,6022.0,7138.0,1149.0,,,1001.0,1004.0,,,1213.5,1203.5,26066.5,29624.5
440,1893.0,3761.0,16302.0,60013.0,100338.0,243883.0,259045.0,259045.0,259045.0,259045.0,259045.0,90410.0,1831.0,1817.0,1750.0,1725.0,1701.0,1754.0,1732.0,1770.0,1824.0,1876.0,2127.0,1304.0,1113.0,1225.0,4572.0,12919.0,22729.0,30537.0,31698.0,31515.0,36263.0,39806.0,56640.0,867.0,1095.0,1065.0,1039.0,1038.0,1030.0,1043.0,1012.0,1003.0,1006.0,1003.0,1002.0,928.0,1729.0,10689.0,15046.0,24707.0,39414.0,70557.0,113771.0,211195.0,247258.0,257092.0,255771.0,1026.0,1767.0,1697.0,1709.0,1770.0,1811.0,1917.0,2300.0,3174.0,4811.0,6090.0,7205.0,1215.0,,,1063.0,1055.0,,,1256.5,1259.5,26909.5,30551.5
460,1957.5,3838.5,16591.5,60944.5,102257.5,252426.5,259046.5,259046.5,259046.5,259046.5,259046.5,94978.5,1898.5,1880.5,1816.5,1819.5,1763.5,1806.5,1801.5,1842.5,1877.5,1957.5,2179.5,1374.5,1166.5,1284.5,4642.5,13146.5,22961.5,30787.5,31850.5,31936.5,36718.5,40303.5,57733.5,968.5,1172.5,1116.5,1112.5,1115.5,1094.5,1100.5,1067.5,1079.5,1068.5,1082.5,1077.5,973.5,1819.5,10692.5,15127.5,24664.5,39273.5,69283.5,110675.5,213294.5,256038.5,259046.5,259046.5,1118.5,1854.5,1769.5,1814.5,1868.5,1911.5,2023.5,2404.5,3297.5,4885.5,6157.5,7240.5,1299.5,,,1119.5,1112.5,,,1311.0,1298.0,27708.0,31750.0
480,2012.0,3904.0,16893.0,61616.0,103521.0,258434.0,259044.0,259044.0,259044.0,259044.0,259044.0,99457.0,1963.0,1908.0,1882.0,1870.0,1799.0,1863.0,1864.0,1894.0,1967.0,2022.0,2224.0,1413.0,1256.0,1322.0,4717.0,13287.0,23004.0,30976.0,32106.0,32147.0,37020.0,40498.0,59028.0,1071.0,1207.0,1165.0,1163.0,1162.0,1168.0,1156.0,1134.0,1139.0,1127.0,1143.0,1118.0,1013.0,1875.0,10797.0,15159.0,24713.0,39288.0,69862.0,111025.0,213564.0,257659.0,259044.0,259044.0,1176.0,1933.0,1861.0,1876.0,1906.0,1971.0,2100.0,2514.0,3387.0,4968.0,6183.0,7340.0,1344.0,,,1145.0,1134.0,,,1356.5,1356.5,28481.5,32841.5
500,2065.0,3942.0,16952.0,62216.0,104731.0,259038.0,259038.0,259038.0,259038.0,259038.0,259038.0,103321.0,1997.0,1962.0,1914.0,1909.0,1852.0,1897.0,1903.0,1924.0,1979.0,2063.0,2311.0,1483.0,1289.0,1366.0,4713.0,13322.0,23070.0,31170.0,32288.0,32172.0,37054.0,40786.0,60160.0,1131.0,1284.0,1209.0,1193.0,1194.0,1170.0,1170.0,1170.0,1164.0,1178.0,1200.0,1168.0,1072.0,1944.0,10827.0,15159.0,24797.0,39355.0,71991.0,113009.0,217007.0,259038.0,259038.0,259038.0,1218.0,1980.0,1873.0,1912.0,1952.0,2037.0,2144.0,2567.0,3431.0,5000.0,6207.0,7349.0,1406.0,,,1191.0,1183.0,,,1394.0,1391.0,29069.0,33509.0
520,2101.0,3990.0,17057.0,62529.0,105590.0,259037.0,259037.0,259037.0,259037.0,259037.0,259037.0,107684.0,2036.0,1983.0,1951.0,1952.0,1910.0,1937.0,1961.0,1977.0,2033.0,2111.0,2328.0,1531.0,1316.0,1408.0,4718.0,13344.0,23212.0,31257.0,32310.0,32382.0,37311.0,41351.0,61193.0,1242.0,1335.0,1263.0,1241.0,1251.0,1220.0,1230.0,1207.0,1225.0,1222.0,1248.0,1217.0,1127.0,1998.0,10860.0,15290.0,24832.0,39404.0,72786.0,116268.0,225069.0,259037.0,259037.0,259037.0,1306.0,2030.0,1941.0,1964.0,2015.0,2078.0,2203.0,2629.0,3492.0,5031.0,6303.0,7415.0,1479.0,,,1225.0,1210.0,,,1433.5,1426.5,30231.5,34588.5
540,2171.5,4064.5,17226.5,62831.5,106139.5,259033.5,259033.5,259033.5,259033.5,259033.5,259033.5,112855.5,2091.5,2046.5,2014.5,1990.5,1934.5,1991.5,1997.5,2025.5,2070.5,2164.5,2389.5,1592.5,1360.5,1439.5,4786.5,13330.5,23272.5,31359.5,32457.5,32420.5,37530.5,41346.5,61827.5,1294.5,1354.5,1286.5,1287.5,1285.5,1265.5,1265.5,1269.5,1247.5,1278.5,1270.5,1264.5,1181.5,2043.5,10873.5,15194.5,24844.5,39636.5,73573.5,115454.5,224332.5,259033.5,259033.5,259033.5,1339.5,2078.5,1951.5,2000.5,2059.5,2102.5,2247.5,2653.5,3540.5,5101.5,6327.5,7462.5,1513.5,,,1265.5,1256.5,,,1474.0,1465.0,30730.0,35383.0
560,2208.0,4132.0,17460.0,63485.0,106993.0,259026.0,259026.0,259026.0,259026.0,259026.0,259026.0,116985.0,2123.0,2077.0,2036.0,2019.0,1959.0,2034.0,2028.0,2062.0,2111.0,2185.0,2416.0,1623.0,1387.0,1480.0,4835.0,13475.0,23349.0,31542.0,32462.0,32645.0,37674.0,41678.0,62787.0,1364.0,1381.0,1316.0,1305.0,1326.0,1302.0,1317.0,1295.0,1292.0,1305.0,1305.0,1279.0,1221.0,2086.0,10865.0,15265.0,24837.0,39509.0,74143.0,116849.0,227398.0,259026.0,259026.0,259026.0,1388.0,2120.0,2013.0,2016.0,2081.0,2162.0,2298.0,2715.0,3603.0,5137.0,6361.0,7487.0,1541.0,,,1273.0,1276.0,,,1526.0,1502.0,31263.0,36066.0
580,2233.0,4145.0,17397.0,63669.0,107982.0,259017.0,259017.0,259017.0,259017.0,259017.0,259017.0,121130.0,2179.0,2126.0,2052.0,2045.0,1986.0,2067.0,2067.0,2104.0,2162.0,2232.0,2441.0,1641.0,1428.0,1506.0,4843.0,13434.0,23465.0,31533.0,32639.0,32673.0,37860.0,41862.0,63667.0,1434.0,1398.0,1345.0,1332.0,1340.0,1333.0,1334.0,1319.0,1322.0,1346.0,1341.0,1351.0,1251.0,2116.0,10959.0,15294.0,24955.0,39653.0,70438.0,117934.0,226301.0,259017.0,259017.0,259017.0,1425.0,2153.0,2036.0,2066.0,2112.0,2195.0,2325.0,2726.0,3608.0,5123.0,6393.0,7546.0,1576.0,,,1301.0,1297.0,,,1546.5,1520.5,31874.5,36408.5
600,2274.5,4199.5,17456.5,64162.5,108193.5,259015.5,259015.5,259015.5,259015.5,259015.5,259015.5,124799.5,2206.5,2167.5,2083.5,2073.5,2045.5,2102.5,2099.5,2131.5,2204.5,2284.5,2477.5,1683.5,1452.5,1528.5,4903.5,13467.5,23512.5,31708.5,32607.5,32892.5,38059.5,42008.5,64439.5,1515.5,1426.5,1389.5,1373.5,1372.5,1346.5,1372.5,1360.5,1343.5,1361.5,1386.5,1345.5,1296.5,2165.5,10910.5,15346.5,25081.5,39688.5,70024.5,120604.5,233418.5,259015.5,259015.5,259015.5,1482.5,2171.5,2079.5,2095.5,2166.5,2229.5,2364.5,2790.5,3669.5,5189.5,6428.5,7565.5,1617.5,,,1322.5,1324.5,,,1578.0,1555.0,32428.0,37393.0
620,2290.0,4220.0,17568.0,64127.0,108492.0,259006.0,259006.0,259006.0,259006.0,259006.0,259006.0,129352.0,2236.0,2169.0,2123.0,2107.0,2068.0,2119.0,2128.0,2152.0,2234.0,2293.0,2531.0,1727.0,1466.0,1544.0,4877.0,13489.0,23394.0,31534.0,32879.0,32731.0,37969.0,41850.0,64787.0,1558.0,1474.0,1386.0,1385.0,1400.0,1395.0,1377.0,1380.0,1365.0,1395.0,1389.0,1385.0,1320.0,2180.0,10941.0,15317.0,24881.0,39673.0,71349.0,121973.0,240230.0,259006.0,259006.0,259006.0,1528.0,2195.0,2117.0,2102.0,2194.0,2268.0,2383.0,2815.0,3684.0,5218.0,6405.0,7564.0,1650.0,,,1341.0,1356.0,,,1595.5,1566.5,32869.5,38330.5
640,2343.0,4261.0,17810.0,64526.0,109273.0,258999.0,258999.0,258999.0,258999.0,258999.0,258999.0,132228.0,2274.0,2197.0,2142.0,2137.0,2094.0,2142.0,2142.0,2175.0,2258.0,2318.0,2546.0,1759.0,1507.0,1558.0,4911.0,13652.0,23439.0,31760.0,32814.0,32825.0,38144.0,42465.0,65488.0,1621.0,1473.0,1410.0,1402.0,1420.0,1403.0,1410.0,1386.0,1409.0,1424.0,1424.0,1412.0,1347.0,2196.0,11008.0,15404.0,24932.0,39651.0,70906.0,113007.0,237281.0,258999.0,258999.0,258999.0,1562.0,2232.0,2125.0,2139.0,2195.0,2291.0,2404.0,2832.0,3715.0,5240.0,6455.0,7610.0,1680.0,,,1375.0,1365.0,,,1633.0,1619.0,33256.0,38667.0
