time,pBAD/Ara_12,pBAD/Ara_13,pBAD/Ara_14,pBAD/Ara_15,pBAD/Ara_16,pBAD/Ara_17,pBAD/Ara_18,pBAD/Ara_19,pBAD/Ara_20,pBAD/Ara_21,pBAD/Ara_22,pBAD/Ara_23,pBAD/Ara_0,pBAD/Ara_1,pBAD/Ara_2,pBAD/Ara_3,pBAD/Ara_4,pBAD/Ara_5,pBAD/Ara_6,pBAD/Ara_7,pBAD/Ara_8,pBAD/Ara_9,pBAD/Ara_10,pBAD/Ara_11,pCymRC/Cuma_12,pCymRC/Cuma_13,pCymRC/Cuma_14,pCymRC/Cuma_15,pCymRC/Cuma_16,pCymRC/Cuma_17,pCymRC/Cuma_18,pCymRC/Cuma_19,pCymRC/Cuma_20,pCymRC/Cuma_21,pCymRC/Cuma_22,pCymRC/Cuma_23,pCymRC/Cuma_0,pCymRC/Cuma_1,pCymRC/Cuma_2,pCymRC/Cuma_3,pCymRC/Cuma_4,pCymRC/Cuma_5,pCymRC/Cuma_6,pCymRC/Cuma_7,pCymRC/Cuma_8,pCymRC/Cuma_9,pCymRC/Cuma_10,pCymRC/Cuma_11,pRhaB/Rha_12,pRhaB/Rha_13,pRhaB/Rha_14,pRhaB/Rha_15,pRhaB/Rha_16,pRhaB/Rha_17,pRhaB/Rha_18,pRhaB/Rha_19,pRhaB/Rha_20,pRhaB/Rha_21,pRhaB/Rha_22,pRhaB/Rha_23,pRhaB/Rha_0,pRhaB/Rha_1,pRhaB/Rha_2,pRhaB/Rha_3,pRhaB/Rha_4,pRhaB/Rha_5,pRhaB/Rha_6,pRhaB/Rha_7,pRhaB/Rha_8,pRhaB/Rha_9,pRhaB/Rha_10,pRhaB/Rha_11,Blank_Kan_0,Blank_Kan_0,negative-control-kan_0,negative-control-kan_0,Blank_Amp_0,Blank_Amp_0,negative-control-amp_0,negative-control-amp_0,positive-control-amp_0,positive-control-amp_0
920,5281.5,9029.5,35768.5,126256.5,212035.5,257879.5,257879.5,257879.5,257879.5,257879.5,257879.5,257879.5,4957.5,4734.5,4629.5,4615.5,4563.5,4689.5,4771.5,4841.5,4974.5,5113.5,5590.5,4233.5,3371.5,3457.5,9932.5,26307.5,46138.5,62299.5,64329.5,64374.5,74508.5,83435.5,135336.5,4461.5,3348.5,3168.5,3122.5,3181.5,3167.5,3205.5,3173.5,3233.5,3296.5,3325.5,3318.5,3357.5,4781.5,21589.5,29961.5,48490.5,77331.5,136168.5,219354.5,257879.5,257879.5,257879.5,257879.5,3997.5,4873.5,4589.5,4608.5,4739.5,4912.5,5231.5,6060.5,7749.5,10664.5,13060.5,15359.5,4056.5,,,3118.5,3124.5,,,3786.0,3767.0,69354.0,80873.0
940,5357.0,9074.0,36121.0,126884.0,213003.0,257866.0,257866.0,257866.0,257866.0,257866.0,257866.0,257866.0,5044.0,4750.0,4672.0,4702.0,4606.0,4746.0,4748.0,4897.0,5026.0,5198.0,5629.0,4290.0,3399.0,3526.0,9923.0,26753.0,46068.0,62461.0,64418.0,64651.0,74641.0,83218.0,136356.0,4552.0,3379.0,3186.0,3172.0,3220.0,3199.0,3229.0,3227.0,3343.0,3322.0,3408.0,3363.0,3408.0,4812.0,21687.0,30142.0,48843.0,77104.0,139368.0,212946.0,257866.0,257866.0,257866.0,257866.0,4073.0,4898.0,4618.0,4655.0,4795.0,4981.0,5284.0,6108.0,7783.0,10831.0,13058.0,15362.0,4091.0,,,3134.0,3143.0,,,3797.5,3801.5,69515.5,81705.5
960,5377.0,9069.0,35598.0,126515.0,213806.0,257857.0,257857.0,257857.0,257857.0,257857.0,257857.0,257857.0,5068.0,4802.0,4722.0,4734.0,4653.0,4739.0,4863.0,4956.0,5040.0,5290.0,5709.0,4330.0,3463.0,3517.0,9939.0,26651.0,46159.0,62444.0,64652.0,64548.0,74664.0,83464.0,136122.0,4626.0,3420.0,3236.0,3218.0,3246.0,3236.0,3254.0,3306.0,3332.0,3366.0,3403.0,3366.0,3497.0,4882.0,21532.0,30024.0,48765.0,77130.0,136847.0,210638.0,257857.0,257857.0,257857.0,257857.0,4137.0,4928.0,4635.0,4713.0,4846.0,5007.0,5287.0,6166.0,7901.0,10871.0,13159.0,15321.0,4160.0,,,3211.0,3206.0,,,3869.5,3896.5,70516.5,81964.5
980,5438.0,9080.0,36286.0,127081.0,213289.0,257841.0,257841.0,257841.0,257841.0,257841.0,257841.0,257841.0,5094.0,4864.0,4725.0,4770.0,4715.0,4799.0,4899.0,4976.0,5100.0,5288.0,5762.0,4422.0,3514.0,3586.0,9997.0,26537.0,45984.0,62462.0,64570.0,64794.0,75138.0,83634.0,136445.0,4694.0,3488.0,3269.0,3219.0,3302.0,3270.0,3318.0,3340.0,3368.0,3453.0,3476.0,3402.0,3505.0,4942.0,21621.0,30048.0,48867.0,77409.0,138819.0,231280.0,257841.0,257841.0,257841.0,257841.0,4244.0,4985.0,4658.0,4753.0,4846.0,5021.0,5323.0,6166.0,7924.0,10909.0,13213.0,15444.0,4231.0,,,3190.0,3227.0,,,3882.5,3916.5,71388.5,83918.5
1000,5497.5,9231.5,36341.5,127386.5,213916.5,257831.5,257831.5,257831.5,257831.5,257831.5,257831.5,257831.5,5189.5,4880.5,4844.5,4799.5,4710.5,4865.5,4866.5,5018.5,5138.5,5339.5,5775.5,4485.5,3538.5,3605.5,10039.5,26788.5,46180.5,62562.5,64627.5,64540.5,74777.5,83706.5,136730.5,4768.5,3482.5,3281.5,3260.5,3311.5,3316.5,3323.5,3369.5,3415.5,3497.5,3524.5,3463.5,3594.5,4988.5,21671.5,30037.5,48787.5,77281.5,136238.5,212073.5,257831.5,257831.5,257831.5,257831.5,4312.5,5026.5,4730.5,4771.5,4879.5,5049.5,5391.5,6257.5,7981.5,10973.5,13340.5,15604.5,4290.5,,,3258.5,3275.5,,,3969.0,3970.0,71601.0,83920.0
1020,5572.5,9231.5,36298.5,126699.5,213964.5,257814.5,257814.5,257814.5,257814.5,257814.5,257814.5,257814.5,5224.5,4905.5,4833.5,4799.5,4805.5,4916.5,4934.5,5063.5,5229.5,5358.5,5848.5,4514.5,3584.5,3632.5,10068.5,26929.5,46182.5,62387.5,65010.5,64621.5,75170.5,84082.5,137307.5,4814.5,3510.5,3326.5,3309.5,3370.5,3310.5,3372.5,3395.5,3446.5,3522.5,3526.5,3543.5,3651.5,4985.5,21632.5,30090.5,48870.5,77096.5,136410.5,212783.5,257814.5,257814.5,257814.5,257814.5,4378.5,5094.5,4742.5,4811.5,4923.5,5175.5,5428.5,6308.5,8023.5,11067.5,13316.5,15582.5,4365.5,,,3286.5,3295.5,,,3972.0,3991.0,71140.0,84237.0
1040,5668.0,9366.0,36269.0,128093.0,214858.0,257799.0,257799.0,257799.0,257799.0,257799.0,257799.0,257799.0,5285.0,4978.0,4865.0,4883.0,4813.0,5006.0,5042.0,5158.0,5252.0,5460.0,5867.0,4589.0,3632.0,3671.0,10092.0,26842.0,46298.0,62775.0,64737.0,65042.0,75623.0,83958.0,136638.0,4930.0,3579.0,3362.0,3337.0,3413.0,3384.0,3416.0,3408.0,3502.0,3545.0,3596.0,3584.0,3707.0,5046.0,21566.0,30036.0,48865.0,77453.0,136199.0,221042.0,257799.0,257799.0,257799.0,257799.0,4447.0,5086.0,4776.0,4812.0,4972.0,5194.0,5430.0,6327.0,8064.0,11122.0,13405.0,15626.0,4408.0,,,3333.0,3358.0,,,4078.5,4092.5,71905.5,86087.5
1060,5715.0,9373.0,37070.0,127712.0,216025.0,257788.0,257788.0,257788.0,257788.0,257788.0,257788.0,257788.0,5302.0,5023.0,4915.0,4928.0,4908.0,5018.0,5043.0,5215.0,5322.0,5478.0,5917.0,4690.0,3660.0,3709.0,10087.0,26918.0,46426.0,62685.0,64894.0,65147.0,75552.0,83851.0,137582.0,5004.0,3590.0,3440.0,3392.0,3402.0,3451.0,3455.0,3504.0,3564.0,3612.0,3659.0,3660.0,3745.0,5090.0,21674.0,30119.0,48861.0,77440.0,137229.0,217181.0,257788.0,257788.0,257788.0,257788.0,4495.0,5143.0,4851.0,4885.0,5053.0,5200.0,5571.0,6337.0,8106.0,11194.0,13478.0,15744.0,4457.0,,,3382.0,3374.0,,,4084.5,4084.5,72686.5,86352.5
1080,5795.0,9407.0,36478.0,126821.0,214245.0,257763.0,257763.0,257763.0,257763.0,257763.0,257763.0,257763.0,5345.0,5004.0,4939.0,4917.0,4920.0,5037.0,5116.0,5220.0,5397.0,5505.0,5957.0,4713.0,3691.0,3719.0,10152.0,26719.0,46491.0,62445.0,64906.0,65003.0,75560.0,84069.0,137139.0,5077.0,3641.0,3373.0,3417.0,3452.0,3442.0,3504.0,3492.0,3573.0,3674.0,3671.0,3674.0,3813.0,5094.0,21568.0,30123.0,48674.0,77171.0,137260.0,222660.0,257763.0,257763.0,257763.0,257763.0,4588.0,5177.0,4864.0,4965.0,5063.0,5237.0,5511.0,6437.0,8207.0,11153.0,13461.0,15786.0,4542.0,,,3418.0,3439.0,,,4113.5,4164.5,72951.5,86789.5
1100,5812.0,9429.0,36522.0,126780.0,213235.0,257763.0,257763.0,257763.0,257763.0,257763.0,257763.0,257763.0,5426.0,5076.0,4983.0,4990.0,4942.0,5097.0,5181.0,5307.0,5409.0,5539.0,6075.0,4802.0,3753.0,3774.0,10197.0,26820.0,46487.0,62720.0,65106.0,65186.0,75656.0,84091.0,137179.0,5172.0,3730.0,3481.0,3446.0,3488.0,3518.0,3531.0,3575.0,3624.0,3673.0,3743.0,3690.0,3881.0,5157.0,21784.0,30247.0,48823.0,77283.0,136617.0,231993.0,257763.0,257763.0,257763.0,257763.0,4686.0,5260.0,4892.0,4919.0,5108.0,5325.0,5636.0,6509.0,8150.0,11214.0,13533.0,15782.0,4590.0,,,3455.0,3470.0,,,4203.5,4190.5,73342.5,86496.5
1120,5862.0,9491.0,36237.0,127043.0,212991.0,257743.0,257743.0,257743.0,257743.0,257743.0,257743.0,257743.0,5454.0,5142.0,5055.0,5073.0,5005.0,5148.0,5205.0,5316.0,5513.0,5634.0,6145.0,4900.0,3814.0,3778.0,10303.0,27120.0,46616.0,63069.0,65255.0,65548.0,75852.0,84433.0,137691.0,5220.0,3759.0,3496.0,3505.0,3499.0,3565.0,3622.0,3595.0,3652.0,3786.0,3766.0,3743.0,3927.0,5219.0,21936.0,30340.0,48851.0,77740.0,139459.0,232649.0,257743.0,257743.0,257743.0,257743.0,4758.0,5260.0,4957.0,5001.0,5155.0,5358.0,5710.0,6603.0,8303.0,11259.0,13601.0,15859.0,4651.0,,,3461.0,3510.0,,,4242.5,4252.5,74706.5,88866.5
1140,5992.5,9597.5,36480.5,126743.5,214806.5,257755.5,257755.5,257755.5,257755.5,257755.5,257755.5,257755.5,5528.5,5178.5,5159.5,5127.5,5091.5,5203.5,5328.5,5401.5,5598.5,5718.5,6182.5,4983.5,3859.5,3921.5,10273.5,26891.5,46619.5,62890.5,65365.5,65422.5,75684.5,84316.5,137205.5,5375.5,3821.5,3589.5,3557.5,3550.5,3589.5,3635.5,3634.5,3728.5,3767.5,3798.5,3835.5,4043.5,5235.5,21762.5,30379.5,49111.5,77263.5,137052.5,212704.5,257755.5,257755.5,257755.5,257755.5,4884.5,5308.5,5046.5,5048.5,5198.5,5385.5,5705.5,6594.5,8358.5,11336.5,13643.5,15903.5,4740.5,,,3548.5,3623.5,,,4301.0,4315.0,75063.0,89347.0
1160,5999.5,9641.5,37050.5,127130.5,214222.5,257717.5,257717.5,257717.5,257717.5,257717.5,257717.5,257717.5,5542.5,5229.5,5153.5,5146.5,5145.5,5202.5,5305.5,5449.5,5595.5,5764.5,6204.5,4983.5,3870.5,3845.5,10324.5,27301.5,46677.5,63165.5,65649.5,65493.5,75887.5,83899.5,137118.5,5349.5,3847.5,3555.5,3506.5,3594.5,3549.5,3643.5,3650.5,3728.5,3782.5,3846.5,3839.5,4046.5,5341.5,21835.5,30307.5,48962.5,77249.5,137014.5,231655.5,257717.5,257717.5,257717.5,257717.5,4909.5,5362.5,5020.5,5075.5,5183.5,5384.5,5724.5,6605.5,8335.5,11379.5,13684.5,15905.5,4750.5,,,3579.5,3622.5,,,4346.5,4327.5,75553.5,89437.5
1180,6041.0,9728.0,36880.0,127428.0,213432.0,257705.0,257705.0,257705.0,257705.0,257705.0,257705.0,257705.0,5611.0,5244.0,5181.0,5209.0,5147.0,5267.0,5397.0,5483.0,5610.0,5743.0,6268.0,5078.0,3897.0,3908.0,10322.0,27153.0,46729.0,62890.0,65277.0,65507.0,75976.0,84466.0,136765.0,5437.0,3840.0,3573.0,3594.0,3632.0,3636.0,3726.0,3706.0,3757.0,3806.0,3843.0,3854.0,4112.0,5355.0,21840.0,30448.0,49209.0,77383.0,136731.0,216832.0,257705.0,257705.0,257705.0,257705.0,4963.0,5399.0,5071.0,5095.0,5236.0,5447.0,5796.0,6665.0,8392.0,11421.0,13773.0,16032.0,4758.0,,,3640.0,3651.0,,,4442.0,4440.0,75465.0,91257.0
1200,6116.0,9807.0,37174.0,126561.0,214510.0,257716.0,257716.0,257716.0,257716.0,257716.0,257716.0,257716.0,5672.0,5274.0,5292.0,5220.0,5236.0,5358.0,5401.0,5574.0,5714.0,5799.0,6285.0,5178.0,3971.0,3965.0,10355.0,27010.0,46578.0,62881.0,65469.0,65632.0,75754.0,84196.0,136659.0,5587.0,3885.0,3640.0,3654.0,3679.0,3687.0,3737.0,3761.0,3801.0,3892.0,3938.0,3946.0,4159.0,5396.0,21915.0,30296.0,49046.0,77142.0,136231.0,216461.0,257716.0,257716.0,257716.0,257716.0,5097.0,5468.0,5117.0,5193.0,5319.0,5480.0,5856.0,6741.0,8460.0,11467.0,13901.0,16085.0,4928.0,,,3645.0,3684.0,,,4476.0,4519.0,75315.0,89738.0
1220,6182.0,9852.0,36529.0,126528.0,213364.0,257691.0,257691.0,257691.0,257691.0,257691.0,257691.0,257691.0,5729.0,5335.0,5292.0,5257.0,5256.0,5427.0,5474.0,5570.0,5720.0,5860.0,6331.0,5200.0,4046.0,4013.0,10458.0,27288.0,46716.0,63021.0,65212.0,65538.0,75881.0,83819.0,136156.0,5558.0,3920.0,3685.0,3644.0,3649.0,3699.0,3779.0,3791.0,3826.0,3921.0,3944.0,4042.0,4221.0,5436.0,22094.0,30361.0,48911.0,77239.0,138076.0,210840.0,257691.0,257691.0,257691.0,257691.0,5147.0,5527.0,5130.0,5196.0,5316.0,5518.0,5866.0,6737.0,8473.0,11478.0,13843.0,16111.0,4977.0,,,3680.0,3726.0,,,4501.0,4543.0,76254.0,90533.0
1240,6269.5,9875.5,36950.5,126935.5,211934.5,257690.5,257690.5,257690.5,257690.5,257690.5,257690.5,257690.5,5783.5,5363.5,5251.5,5338.5,5322.5,5466.5,5519.5,5610.5,5750.5,5892.5,6402.5,5287.5,4095.5,4022.5,10508.5,27408.5,46606.5,62777.5,65102.5,65477.5,75693.5,83780.5,136746.5,5715.5,4029.5,3696.5,3689.5,3712.5,3743.5,3792.5,3819.5,3862.5,3931.5,3996.5,4057.5,4260.5,5490.5,22048.5,30386.5,48803.5,76963.5,136151.5,230120.5,257690.5,257690.5,257690.5,257690.5,5208.5,5582.5,5198.5,5254.5,5381.5,5560.5,5883.5,6798.5,8490.5,11575.5,13908.5,16240.5,5040.5,,,3737.5,3809.5,,,4576.0,4584.0,76039.0,92208.0
1260,6269.5,9948.5,36648.5,126457.5,212945.5,257675.5,257675.5,257675.5,257675.5,257675.5,257675.5,257675.5,5823.5,5443.5,5371.5,5354.5,5324.5,5507.5,5600.5,5615.5,5819.5,5968.5,6471.5,5338.5,4109.5,4056.5,10522.5,27392.5,46718.5,63009.5,65390.5,65739.5,75870.5,84116.5,136087.5,5743.5,4028.5,3754.5,3694.5,3796.5,3805.5,3818.5,3851.5,3921.5,3969.5,4051.5,4087.5,4359.5,5499.5,21921.5,30284.5,49067.5,77363.5,136792.5,213568.5,257675.5,257675.5,257675.5,257675.5,5298.5,5633.5,5205.5,5257.5,5388.5,5633.5,5954.5,6858.5,8499.5,11627.5,13958.5,16331.5,5055.5,,,3752.5,3811.5,,,4586.5,4653.5,76352.5,92645.5
1280,6327.0,10093.0,37034.0,125871.0,212657.0,257665.0,257665.0,257665.0,257665.0,257665.0,257665.0,257665.0,5848.0,5411.0,5395.0,5396.0,5382.0,5508.0,5639.0,5658.0,5827.0,5985.0,6482.0,5422.0,4118.0,4067.0,10493.0,27274.0,46476.0,62990.0,65363.0,65533.0,75505.0,84164.0,136474.0,5856.0,4061.0,3779.0,3743.0,3761.0,3794.0,3854.0,3881.0,3928.0,4019.0,4080.0,4126.0,4392.0,5561.0,21932.0,30243.0,48726.0,77124.0,139223.0,211730.0,257665.0,257665.0,257665.0,257665.0,5377.0,5661.0,5215.0,5311.0,5424.0,5602.0,5963.0,6799.0,8597.0,11611.0,14008.0,16412.0,5138.0,,,3781.0,3823.0,,,4671.5,4710.5,76682.5,93275.5
1300,6376.5,10093.5,37464.5,126063.5,213726.5,257665.5,257665.5,257665.5,257665.5,257665.5,257665.5,257665.5,5898.5,5454.5,5419.5,5461.5,5412.5,5574.5,5624.5,5737.5,5909.5,6035.5,6503.5,5485.5,4185.5,4155.5,10506.5,27274.5,46837.5,62962.5,65093.5,65436.5,75597.5,84116.5,135286.5,5878.5,4117.5,3807.5,3747.5,3809.5,3854.5,3906.5,3938.5,3980.5,4009.5,4094.5,4136.5,4451.5,5644.5,21935.5,30417.5,48877.5,76958.5,135811.5,209585.5,257665.5,257665.5,257665.5,257665.5,5499.5,5682.5,5248.5,5287.5,5430.5,5687.5,6004.5,6864.5,8620.5,11667.5,14043.5,16342.5,5127.5,,,3836.5,3949.5,,,4692.0,4711.0,77201.0,93297.0
1320,6457.5,10038.5,36694.5,127137.5,211342.5,257671.5,257671.5,257671.5,257671.5,257671.5,257671.5,257671.5,6013.5,5563.5,5431.5,5520.5,5470.5,5602.5,5693.5,5841.5,5955.5,6137.5,6615.5,5552.5,4204.5,4205.5,10556.5,27222.5,46821.5,62783.5,65267.5,65474.5,75751.5,83957.5,135508.5,5984.5,4156.5,3871.5,3812.5,3832.5,3918.5,3988.5,3962.5,4011.5,4064.5,4154.5,4215.5,4518.5,5641.5,22173.5,30455.5,48935.5,77036.5,136276.5,226236.5,257671.5,257671.5,257671.5,257671.5,5572.5,5724.5,5355.5,5357.5,5511.5,5708.5,6031.5,6931.5,8712.5,11725.5,14068.5,16383.5,5256.5,,,3903.5,3941.5,,,4747.0,4810.0,77284.0,95033.0
1340,6533.0,10174.0,36814.0,127305.0,211361.0,257656.0,257656.0,257656.0,257656.0,257656.0,257656.0,257656.0,5982.0,5615.0,5532.0,5552.0,5522.0,5618.0,5765.0,5850.0,5997.0,6139.0,6616.0,5655.0,4231.0,4205.0,10619.0,27355.0,46829.0,62780.0,65307.0,65453.0,75326.0,83697.0,134399.0,6013.0,4195.0,3848.0,3919.0,3888.0,3938.0,4019.0,4005.0,4030.0,4119.0,4213.0,4238.0,4613.0,5715.0,21975.0,30384.0,49003.0,77167.0,139101.0,227713.0,257656.0,257656.0,257656.0,257656.0,5676.0,5730.0,5386.0,5396.0,5548.0,5759.0,6079.0,6953.0,8639.0,11734.0,14007.0,16431.0,5319.0,,,3904.0,3969.0,,,4823.0,4873.0,78206.0,94840.0
1360,6504.5,10221.5,37182.5,126573.5,212515.5,257636.5,257636.5,257636.5,257636.5,257636.5,257636.5,257636.5,6001.5,5580.5,5523.5,5559.5,5554.5,5626.5,5722.5,5868.5,6015.5,6146.5,6654.5,5659.5,4263.5,4239.5,10564.5,27199.5,46542.5,62675.5,65059.5,65286.5,75125.5,83835.5,134515.5,6128.5,4229.5,3881.5,3841.5,3906.5,3901.5,3966.5,4007.5,4055.5,4166.5,4196.5,4260.5,4639.5,5735.5,21946.5,30375.5,48780.5,76320.5,135411.5,226524.5,257636.5,257636.5,257636.5,257636.5,5712.5,5793.5,5376.5,5382.5,5549.5,5772.5,6058.5,6899.5,8743.5,11745.5,14048.5,16561.5,5376.5,,,3909.5,4010.5,,,4827.5,4897.5,77931.5,93928.5
1380,6557.5,10318.5,37242.5,127470.5,212161.5,257638.5,257638.5,257638.5,257638.5,257638.5,257638.5,257638.5,6064.5,5619.5,5537.5,5578.5,5562.5,5743.5,5776.5,5962.5,6031.5,6185.5,6653.5,5706.5,4362.5,4292.5,10639.5,26978.5,46549.5,62676.5,65010.5,65208.5,75330.5,83258.5,133836.5,6187.5,4291.5,3924.5,3891.5,3917.5,3963.5,4046.5,4052.5,4108.5,4211.5,4310.5,4334.5,4661.5,5745.5,21976.5,30265.5,48551.5,76608.5,138143.5,206413.5,257638.5,257638.5,257638.5,257638.5,5832.5,5823.5,5369.5,5419.5,5586.5,5787.5,6132.5,6991.5,8760.5,11789.5,14093.5,16608.5,5430.5,,,3988.5,4055.5,,,4836.5,4949.5,77757.5,94984.5
1400,6681.0,10381.0,37494.0,126123.0,210339.0,257645.0,257645.0,257645.0,257645.0,257645.0,257645.0,257645.0,6139.0,5712.0,5605.0,5603.0,5651.0,5791.0,5810.0,5974.0,6107.0,6246.0,6719.0,5828.0,4383.0,4294.0,10589.0,27131.0,46420.0,62562.0,64929.0,65003.0,75287.0,83260.0,133498.0,6251.0,4314.0,3954.0,3952.0,4027.0,4003.0,4069.0,4085.0,4155.0,4252.0,4290.0,4351.0,4768.0,5808.0,22100.0,30269.0,48649.0,76450.0,137202.0,211398.0,257645.0,257645.0,257645.0,257645.0,5906.0,5896.0,5452.0,5492.0,5629.0,5860.0,6203.0,7004.0,8756.0,11765.0,14174.0,16588.0,5486.0,,,4033.0,4089.0,,,4934.0,5018.0,78976.0,95939.0
1420,6714.0,10498.0,37309.0,127223.0,215123.0,257620.0,257620.0,257620.0,257620.0,257620.0,257620.0,257620.0,6171.0,5755.0,5684.0,5695.0,5664.0,5820.0,5888.0,6038.0,6177.0,6274.0,6769.0,5872.0,4420.0,4322.0,10683.0,27456.0,46456.0,62456.0,65212.0,65053.0,75277.0,82990.0,133209.0,6294.0,4338.0,4003.0,3969.0,3985.0,4000.0,4132.0,4132.0,4186.0,4265.0,4293.0,4445.0,4805.0,5840.0,22042.0,30323.0,48553.0,76256.0,136896.0,206193.0,257620.0,257620.0,257620.0,257620.0,5994.0,5904.0,5455.0,5474.0,5633.0,5850.0,6175.0,7091.0,8809.0,11846.0,14146.0,16605.0,5512.0,,,4046.0,4098.0,,,4968.5,5068.5,78420.5,95194.5
1440,6783.5,10478.5,37638.5,126572.5,211168.5,257618.5,257618.5,257618.5,257618.5,257618.5,257618.5,257618.5,6211.5,5780.5,5693.5,5688.5,5704.5,5889.5,5962.5,6054.5,6196.5,6293.5,6877.5,5906.5,4454.5,4364.5,10725.5,27488.5,46396.5,62614.5,64792.5,65121.5,75274.5,83394.5,135740.5,6386.5,4402.5,4017.5,4021.5,4068.5,4092.5,4099.5,4183.5,4200.5,4304.5,4365.5,4443.5,4845.5,5849.5,21999.5,30201.5,48575.5,76106.5,134523.5,224093.5,257618.5,257618.5,257618.5,257618.5,6077.5,5970.5,5518.5,5522.5,5634.5,5863.5,6213.5,7033.5,8878.5,11881.5,14270.5,16725.5,5607.5,,,4036.5,4143.5,,,5021.0,5084.0,78470.0,97769.0
