group,1,2,3,4,5,6,7,8,9,10,11,12
A,A40,A42,A41,A33,A67,A71,A40,A42,A41,A33,A67,A71
B,A103,A104,A96,A89,A97,A100,A103,A104,A96,A89,A97,A100
C,A121,A127,A128,A122,A130,A111,A121,A127,A128,A122,A130,A111
D,A147,A152,A137,A141,A149,A150,A147,A152,A137,A141,A149,A150
E,A228,A230,A223,A242,A257,A243,A228,A230,A223,A242,A257,A243
F,A256,A280,A293,A336,A330,A334,A256,A280,A293,A336,A330,A334
G,,,,,,,,,,,,
H,,,BK,BK,3K3-N,3K3-N,BA,BA,4A3-N,4A3-N,4A3-P,4A3-P
