group,1,2,3,4,5,6,7,8,9,10,11,12
A,A23,A8,A5,A18,A24,A20,A23,A8,A5,A18,A24,A20
B,A31,A39,A29,A32,A37,A51,A31,A39,A29,A32,A37,A51
C,A53,A64,A76,A69,A70,A78,A53,A64,A76,A69,A70,A78
D,A90,A79,A83,A101,A102,A82,A90,A79,A83,A101,A102,A82
E,A116,A105,A110,A112,A109,A115,A116,A105,A110,A112,A109,A115
F,A154,A153,A135,A142,A136,A143,A154,A153,A135,A142,A136,A143
G,A173,A179,,,,,A173,A179,,,,
H,,,BK,BK,3K3-N,3K3-N,BA,BA,4A3-N,4A3-N,4A3-P,4A3-P
