group,1,2,3,4,5,6,7,8,9,10,11,12
A,A49,A45,A43,A30,A44,A46,A49,A45,A43,A30,A44,A46
B,A72,A74,A59,A87,A86,A85,A72,A74,A59,A87,A86,A85
C,A95,A98,A99,A113,A114,A129,A95,A98,A99,A113,A114,A129
D,A126,A124,A139,A138,A148,A155,A126,A124,A139,A138,A148,A155
E,A156,A151,A206,A199,A186,A202,A156,A151,A206,A199,A186,A202
F,A251,,A258,A253,A241,A260,A251,,A258,A253,A241,A260
G,,,,,,,,,,,,
H,,,BK,BK,3K3-N,3K3-N,,BA,4A3-N,4A3-N,4A3-P,4A3-P
