group,1,2,3,4,5,6,7,8,9,10,11,12
A,P86,P86,P86,P86,P86,P86,P86,P86,P86,P86,P86,P86
B,P87,P87,P87,P87,P87,P87,P87,P87,P87,P87,P87,P87
C,P88,P88,P88,P88,P88,P88,P88,P88,P88,P88,P88,P88
D,P89,P89,P89,P89,P89,P89,P89,P89,P89,P89,P89,P89
E,P65,P65,P65,P65,P65,P65,P65,P65,P65,P65,P65,P65
F,P66,P66,P66,P66,P66,P66,P66,P66,P66,P66,P66,P66
G,BK,BK,BK,3K3-N,3K3-N,3K3-N,BA,BA,4A3-N,4A3-N,4A3-P,4A3-P
H,BK,BK,BK,3K3-N,3K3-N,3K3-N,BA,BA,4A3-N,4A3-N,4A3-P,4A3-P
