group,1,2,3,4,5,6,7,8,9,10,11,12
A,P64,P64,P64,P64,P64,P64,P64,P64,P64,P64,P64,P64
B,P67,P67,P67,P67,P67,P67,P67,P67,P67,P67,P67,P67
C,P68,P68,P68,P68,P68,P68,P68,P68,P68,P68,P68,P68
D,P69,P69,P69,P69,P69,P69,P69,P69,P69,P69,P69,P69
E,P70,P70,P70,P70,P70,P70,P70,P70,P70,P70,P70,P70
F,P71,P71,P71,P71,P71,P71,P71,P71,P71,P71,P71,P71
G,BK,BK,BK,3K3-N,3K3-N,3K3-N,BA,BA,4A3-N,4A3-N,4A3-P,4A3-P
H,BK,BK,BK,3K3-N,3K3-N,3K3-N,BA,BA,4A3-N,4A3-N,4A3-P,4A3-P
