group,1,2,3,4,5,6,7,8,9,10,11,12
A,PBAD.1_0,PBAD.1_1,PBAD.1_2,PBAD.1_3,PBAD.1_4,PBAD.1_5,PBAD.1_6,PBAD.1_7,PBAD.1_8,PBAD.1_9,PBAD.1_10,PBAD.1_11
B,PLuxB_0,PLuxB_1,PLuxB_2,PLuxB_3,PLuxB_4,PLuxB_5,PLuxB_6,PLuxB_7,PLuxB_8,PLuxB_9,PLuxB_10,PLuxB_11
C,PSalTTC.1_0,PSalTTC.1_1,PSalTTC.1_2,PSalTTC.1_3,PSalTTC.1_4,PSalTTC.1_5,PSalTTC.1_6,PSalTTC.1_7,PSalTTC.1_8,PSalTTC.1_9,PSalTTC.1_10,PSalTTC.1_11
D,PTac_0,PTac_1,PTac_2,PTac_3,PTac_4,PTac_5,PTac_6,PTac_7,PTac_8,PTac_9,PTac_10,PTac_11
E,PCin.1_0,PCin.1_1,PCin.1_2,PCin.1_3,PCin.1_4,PCin.1_5,PCin.1_6,PCin.1_7,PCin.1_8,PCin.1_9,PCin.1_10,PCin.1_11
F,PCymRC_0,PCymRC_1,PCymRC_2,PCymRC_3,PCymRC_4,PCymRC_5,PCymRC_6,PCymRC_7,PCymRC_8,PCymRC_9,PCymRC_10,PCymRC_11
G,,,,,,,,,,,,
H,BK,BK,BK,BK,NK,NK,NK,NK,PK,PK,PK,PK
