group,1,2,3,4,5,6,7,8,9,10,11,12
A,E20-E11_000,E38-E11_000,E38-E20_000,E11-E38_000,E20-E38_000,,,,,,,BS_0
B,E20-E11_001,E38-E11_001,E38-E20_001,E11-E38_001,E20-E38_001,,,,,,,NS_0
C,E20-E11_010,E38-E11_010,E38-E20_010,E11-E38_010,E20-E38_010,,,,,,,NS_1
D,E20-E11_011,E38-E11_011,E38-E20_011,E11-E38_011,E20-E38_011,,,,,,,BK_0
E,E20-E11_100,E38-E11_100,E38-E20_100,E11-E38_100,E20-E38_100,,,,,,,NK_0
F,E20-E11_101,E38-E11_101,E38-E20_101,E11-E38_101,E20-E38_101,,,,,,,NK_1
G,E20-E11_110,E38-E11_110,E38-E20_110,E11-E38_110,E20-E38_110,,,,,,,GFP_0
H,E20-E11_111,E38-E11_111,E38-E20_111,E11-E38_111,E20-E38_111,,,,,,,GFP_1
