user_id,transactions
11767,1
11513,1
18683,1
10750,1
19773,1
12803,1
13828,1
20495,1
20497,1
17426,1
2836,1
12571,1
19998,1
21791,1
21792,1
14369,1
21793,1
21794,1
21796,1
18725,1
18734,1
17455,1
17456,1
20785,1
3122,1
17460,1
17974,1
12344,1
12346,1
17466,1
29244,1
12351,1
17471,1
20543,1
12865,1
20545,1
12866,1
12867,1
13891,1
16707,1
12362,1
17483,1
37708,1
15439,1
11856,1
15441,1
17747,1
20564,1
15445,1
16726,1
19800,1
18012,1
17503,1
21091,1
20837,1
13681,1
22388,1
18562,1
20610,1
18054,1
20615,1
13714,1
14739,1
18579,1
20382,1
19874,1
19621,1
19877,1
19892,1
18870,1
17592,1
19646,1
18880,1
20932,1
12745,1
12746,1
12747,1
12748,1
12750,1
12754,1
16598,1
12767,1
19167,1
12768,1
20449,1
13027,1
13028,1
21734,1
10983,1
13032,1
13034,1
13035,1
18923,1
19692,1
13037,1
19694,1
18927,1
13821,1
16406,1
16407,1
16410,1
16736,1
16737,1
19355,1
13992,1
4284,1
12477,1
18096,1
15349,1
13621,1
13472,1
13476,1
13483,1
4089,1
11777,1
3076,1
3077,1
13574,1
12552,1
3082,1
11018,1
12560,1
19219,1
2844,1
12843,1
20539,1
11328,1
11844,1
12614,1
3145,1
11854,1
11858,1
13913,1
3163,1
13409,1
3427,1
4451,1
15460,1
15972,1
15461,1
13414,1
11882,1
12404,1
12660,1
12661,1
3962,1
11389,1
11390,1
12926,1
3205,1
11913,1
17802,1
11915,1
13710,1
18574,1
3219,1
3220,1
20893,1
3231,1
3493,1
18609,1
16051,1
11703,1
11705,1
20921,1
4026,1
711,1
16583,1
11998,1
11746,1
12004,1
19430,1
12525,1
11758,1
3056,1
16116,1
11836,1
13642,1
13645,1
13450,1
13481,1
13500,1
14816,1
14820,1
11062,1
13639,1
38195,1
820,1
38237,1
39291,1
38019,1
41350,1
18569,1
38287,1
38569,1
38602,1
17019,1
17026,1
15799,1
16834,1
17116,1
14563,1
11667,1
11685,1
11692,1
16380,1
16382,1
20838,1
20127,1
19200,1
19202,1
19462,1
18443,1
19480,1
19482,1
19483,1
19489,1
19237,1
19499,1
19504,1
19518,1
19520,1
19270,1
19273,1
19274,1
19035,1
19291,1
18014,1
19055,1
19056,1
19057,1
19570,1
17014,1
19580,1
19074,1
19587,1
19080,1
18825,1
18826,1
18827,1
19087,1
19088,1
19094,1
17309,1
19107,1
19108,1
19624,1
18366,1
18375,1
18891,1
19660,1
19405,1
19408,1
18134,1
18906,1
19165,1
19166,1
19426,1
19177,1
19438,1
11167,1
11190,1
11210,1
18630,1
18670,1
13851,1
18233,1
12104,1
12118,1
13142,1
12893,1
13439,1
12416,1
12430,1
12433,1
12441,1
14248,1
20660,1
11739,1
17772,1
19104,1
19105,1
17381,1
17639,1
14605,1
16441,1
13896,1
14721,1
14722,1
14731,1
11553,1
11978,1
19471,1
19572,1
15617,1
11011,1
11790,1
11026,1
11288,1
10813,1
15688,1
19330,1
10889,1
11670,1
10648,1
10651,1
10654,1
10658,1
10663,1
19890,1
19380,1
10938,1
10939,1
10940,1
10941,1
11712,1
10701,1
19152,1
10708,1
14804,1
10973,1
19428,1
14319,1
10736,1
11760,1
10740,1
10741,1
10998,1
19194,1
11003,1
14206,1
12306,1
12308,1
13588,1
12311,1
12313,1
12315,1
14659,1
12105,1
12111,1
12114,1
12121,1
12128,1
11904,1
11908,1
11909,1
12177,1
12179,1
11934,1
12190,1
12202,1
12205,1
12207,1
12210,1
12213,1
12217,1
11963,1
19391,1
18129,1
11738,1
12276,1
11766,1
11769,1
16896,1
16900,1
16906,1
17943,1
17176,1
17947,1
18235,1
18238,1
16978,1
16983,1
16985,1
16987,1
16990,1
16993,1
16996,1
16998,1
17000,1
15984,1
17020,1
17021,1
18076,1
17081,1
18138,1
18148,1
17896,1
17132,1
18158,1
17917,1
16894,1
10752,1
12288,1
10762,1
14347,1
15884,1
10765,1
14349,1
3598,1
10767,1
16655,1
10768,1
10778,1
3611,1
10779,1
10781,1
13597,1
10784,1
14371,1
12333,1
19265,1
14662,1
10825,1
10828,1
13644,1
10830,1
17998,1
10831,1
13647,1
6480,1
10832,1
10833,1
10834,1
10835,1
12634,1
14427,1
14690,1
12649,1
11117,1
11127,1
11137,1
4996,1
10628,1
10630,1
11143,1
10635,1
11151,1
11152,1
13712,1
10643,1
10644,1
20885,1
10646,1
13464,1
11677,1
14258,1
13494,1
15037,1
17115,1
10726,1
10986,1
13550,1
13551,1
13552,1
10738,1
13554,1
10739,1
10742,1
12279,1
12280,1
10745,1
12281,1
12282,1
12283,1
12284,1
12285,1
12286,1
12287,1
15256,1
11023,1
13826,1
13843,1
16419,1
14117,1
16422,1
14119,1
14120,1
6468,1
14151,1
6495,1
12390,1
6520,1
12169,1
10896,1
6562,1
12979,1
16334,1
12759,1
12762,1
15850,1
14843,1
15976,1
15978,1
15768,1
13068,1
15397,1
14127,1
20607,1
16525,1
13209,1
13215,1
417,1
15638,1
15639,1
16711,1
17746,1
18046,1
12191,1
15829,1
18645,1
18646,1
18647,1
19441,1
14599,1
12317,1
12081,1
12342,1
14651,1
12356,1
15714,1
12160,1
15248,1
12691,1
12692,1
14740,1
12693,1
12185,1
12188,1
12197,1
15539,1
15540,1
12008,1
12791,1
12793,1
12940,1
12703,1
12193,1
12466,1
12219,1
12779,1
19079,1
13682,1
13571,1
4456,1
12916,1
13706,1
13709,1
3081,1
3114,1
2894,1
3159,1
3224,1
14082,1
14196,1
14466,1
14214,1
16524,1
14237,1
14019,1
17097,1
15849,1
13684,1
23825,1
36113,1
29808,1
30602,1
29326,1
29071,1
29078,1
28323,1
34517,1
18144,1
13624,1
13625,1
13658,1
13660,1
13936,1
13937,1
13938,1
13728,1
19201,1
13601,1
18998,1
18746,1
18774,1
11930,1
19125,1
19134,1
17129,1
14937,1
17770,1
17046,1
17230,1
17744,1
18518,1
12937,1
17293,1
17337,1
17348,1
479,1
36111,1
35872,1
38436,1
30245,1
22575,1
22068,1
21063,1
26953,1
28545,1
21898,1
21391,1
31122,1
21148,1
21185,1
35284,1
22003,1
27381,1
26361,1
36604,1
14798,1
14652,1
13932,1
14705,1
14708,1
13965,1
14550,1
14583,1
14584,1
15898,1
20696,1
16284,1
14361,1
14621,1
14366,1
14627,1
14648,1
14145,1
14471,1
14479,1
14753,1
14515,1
14517,1
14778,1
14023,1
14027,1
36171,1
37927,1
37930,1
10423,1
14378,1
14546,1
13438,1
14014,1
10589,1
15391,1
14945,1
15280,1
15281,1
15555,1
15812,1
17130,1
11287,1
13855,1
14115,1
14373,1
14374,1
12848,1
12593,1
12849,1
14406,1
6485,1
12888,1
14220,1
14236,1
17053,1
14238,1
4570,1
10770,1
10488,1
14031,1
14058,1
15393,1
15504,1
15429,1
15430,1
15450,1
15453,1
18737,1
12559,1
13018,1
16060,1
11309,1
13435,1
15384,1
18735,1
19812,1
15991,1
20857,1
15299,1
13114,1
14656,1
14070,1
6458,1
12533,1
14850,1
19311,1
15222,1
19329,1
19333,1
14239,1
4335,1
20666,1
20667,1
15665,1
16128,1
18436,1
17173,1
17199,1
14935,1
18294,1
15017,1
17620,1
16126,1
14614,1
15402,1
12379,1
15452,1
15712,1
15225,1
15259,1
13577,1
11831,1
12667,1
12669,1
15520,1
12720,1
16853,1
13545,1
18429,1
17547,1
17062,1
19699,1
15891,1
15183,1
15194,1
15472,1
15260,1
15091,1
15094,1
13316,1
13335,1
13338,1
13343,1
13344,1
13348,1
13352,1
13353,1
13393,1
13395,1
13398,1
13305,1
11267,1
11254,1
13423,1
13280,1
11543,1
11576,1
11646,1
11660,1
11661,1
11422,1
11425,1
12553,1
12619,1
12393,1
12776,1
12541,1
6521,1
6531,1
18273,1
18030,1
15660,1
15783,1
15086,1
14463,1
16259,1
19968,1
21517,1
27433,1
18252,1
35693,1
20632,1
33690,1
29087,1
20679,1
37612,1
21754,1
36378,1
26674,1
23884,1
27764,1
32122,1
32388,1
19089,1
18074,1
35759,1
36293,1
19481,1
17446,1
17489,1
17532,1
33541,1
19469,1
21334,1
20319,1
21162,1
10500,1
17413,1
11782,1
13836,1
11030,1
10522,1
11038,1
16671,1
10794,1
11050,1
10795,1
11819,1
13871,1
14895,1
10803,1
12853,1
18493,1
10558,1
16703,1
17984,1
12611,1
13638,1
10823,1
17735,1
10824,1
17227,1
11341,1
17741,1
12878,1
14165,1
18261,1
11095,1
16728,1
10854,1
10856,1
17256,1
18280,1
17260,1
12397,1
11889,1
14211,1
12429,1
11924,1
10645,1
10664,1
10667,1
10669,1
15538,1
11956,1
13749,1
10678,1
10679,1
10681,1
15042,1
11716,1
13513,1
13515,1
11980,1
13518,1
11727,1
11984,1
10709,1
11736,1
12250,1
10716,1
10719,1
10977,1
10979,1
11751,1
10992,1
16882,1
18162,1
13559,1
18168,1
11007,1
3140,2
4426,2
21085,2
21375,2
17066,2
37638,2
22095,2
19073,2
36042,2
18708,2
19282,2
17745,2
13663,2
16282,2
16622,2
16713,2
16970,2
15040,2
15101,2
10809,2
10815,2
6592,2
12039,2
10905,2
12203,2
11953,2
32812,2
38965,2
20551,2
17295,2
20642,2
34472,2
19951,2
22255,2
34041,2
28729,2
18291,2
29818,2
19858,2
4291,2
26882,2
19210,2
32287,2
28469,2
24376,2
21567,2
30527,2
21590,2
32350,2
22415,2
18329,2
25498,2
21663,2
36575,2
21745,2
11545,2
11555,2
13130,2
13131,2
13132,2
13133,2
12117,2
11610,2
11620,2
13158,2
12923,2
12961,2
12966,2
13990,2
13991,2
13997,2
11471,2
11492,2
12015,2
13083,2
14882,2
12586,2
13110,2
14395,2
19006,2
17475,2
17736,2
14417,2
13140,2
14691,2
12398,2
14702,2
14706,2
12153,2
13956,2
16006,2
4285,2
12498,2
12773,2
17131,2
14838,2
14839,2
12794,2
16168,2
15947,2
17263,2
16248,2
17383,2
15901,2
15479,2
14412,2
14465,2
14467,2
16696,2
16371,2
16878,2
13072,2
13073,2
12054,2
13082,2
6486,2
12187,2
15929,2
19062,2
16553,2
17675,2
16180,2
19544,2
17033,2
17054,2
17072,2
17109,2
16854,2
1533,2
15648,2
13600,2
14126,2
14135,2
12868,2
12877,2
13656,2
12890,2
12125,2
12894,2
13924,2
12654,2
13934,2
12658,2
13942,2
12152,2
13982,2
12206,2
12465,2
11971,2
13260,2
13013,2
13015,2
14304,2
12530,2
13050,2
14441,2
16054,2
14802,2
21787,2
20834,2
25740,2
16141,2
14554,2
19220,2
16135,2
16319,2
18591,2
18596,2
12328,2
12360,2
17248,2
11888,2
382,2
12730,2
11046,2
10536,2
10649,2
14620,2
15649,2
292,2
11071,2
14715,2
19327,2
22399,2
3969,2
20870,2
11188,2
19382,2
18394,2
33273,2
15870,2
12122,2
12129,2
11719,2
15153,2
15024,2
17334,2
10758,2
11312,2
11863,2
11864,2
11877,2
11878,2
10616,2
13695,2
11905,2
12423,2
12442,2
10925,2
11966,2
11967,2
11968,2
11975,2
12257,2
499,2
12028,2
35861,2
14133,2
14134,2
13946,2
31044,2
30539,2
30542,2
33497,2
25829,2
24303,2
32256,2
12299,2
12374,2
12435,2
11929,2
14793,2
12758,2
12522,2
11764,2
14585,2
14586,2
11771,2
11772,2
16408,2
14121,2
16430,2
14129,2
17484,2
17047,2
22027,2
12821,2
17952,2
19260,2
21582,2
4439,2
14939,2
28530,2
372,2
14716,2
13729,2
14293,2
18146,2
18147,2
18150,2
17895,2
14074,2
16155,2
11567,2
14653,2
11339,2
14694,2
11408,2
16796,2
10398,2
11427,2
11433,2
14775,2
11964,2
12003,2
14819,2
16100,2
17300,2
11154,2
10927,2
13466,2
16806,2
16413,2
30759,2
3669,2
38745,2
23164,2
36748,2
31636,2
13236,2
13540,2
34042,2
17934,2
16912,2
17939,2
19479,2
18231,2
17040,2
17069,2
10521,2
11579,2
15890,2
13075,2
14907,2
15565,2
17432,2
17433,2
17006,2
17064,2
14399,2
14529,2
14542,2
14815,2
14752,2
14762,2
14821,2
14879,2
12410,2
12729,2
14068,2
6144,2
14097,2
5909,2
12332,2
11825,2
12601,2
12613,2
11869,2
12642,2
12405,2
11896,2
12415,2
12420,2
12175,2
12700,2
12194,2
13477,2
13478,2
11952,2
12215,2
13499,2
12505,2
12763,2
12001,2
12260,2
12795,2
18370,2
18395,2
17195,2
18744,2
19100,2
17504,2
3080,2
3124,2
10921,2
13498,2
16856,2
21250,2
30473,2
19468,2
16909,2
14869,2
16664,2
18211,2
3125,2
18229,2
16695,2
18236,2
17994,2
21850,2
16482,2
18052,2
12936,2
35215,2
15261,2
16804,2
19128,2
17864,2
17883,2
18911,2
16866,2
14567,2
15552,2
15401,2
16682,2
13698,2
16543,2
15868,2
6443,2
16195,2
19306,2
30606,2
6554,2
19122,2
20731,2
17265,2
6576,2
15769,2
13392,2
15606,2
16667,2
16669,2
15756,2
15758,2
11301,2
13358,2
11128,2
11388,2
12927,2
12938,2
12939,2
20376,2
20904,2
14040,2
13357,2
11040,2
15709,2
14981,2
4352,2
17415,2
16143,2
17429,2
19992,2
13094,2
17197,2
17982,2
12884,2
12897,2
18552,2
13263,2
12816,2
12820,2
12823,2
13100,2
13030,2
13031,2
13349,2
13376,2
17545,2
4361,2
6428,2
3360,2
12838,2
3630,2
13372,2
13374,2
13429,2
10690,2
10464,2
3832,2
17434,2
17451,2
20541,2
17743,2
18771,2
19561,2
17521,2
18837,2
19615,2
3538,2
19671,2
17121,2
19453,2
19454,2
14222,2
14224,2
14227,2
12702,2
11941,2
12200,2
12233,2
11989,2
12781,2
16702,2
12871,2
14670,2
13662,2
12663,2
12932,2
12686,2
12514,2
17151,2
16138,2
16140,2
15707,2
15589,2
19413,2
18654,2
10497,2
4950,2
12715,2
10515,2
12567,2
12572,2
12574,2
12576,2
12577,2
14113,2
12578,2
12834,2
12580,2
12603,2
12605,2
11881,2
13939,2
11636,2
12689,2
11932,2
14773,2
14777,2
14786,2
12245,2
14832,2
12274,2
16514,2
10594,2
11383,2
11900,2
11920,2
11440,2
14811,2
10728,2
13157,2
19247,2
10498,2
15115,2
16914,2
18459,2
16932,2
17189,2
17210,2
20542,2
16452,2
16967,2
17992,2
17226,2
17482,2
17236,2
15704,2
15456,2
17250,2
17511,2
16751,2
17780,2
14969,2
17787,2
10364,2
20348,2
18822,2
17546,2
16789,2
15510,2
17051,2
18600,2
15788,2
17091,2
17609,2
15320,2
17376,2
17126,2
10476,2
12273,2
17140,2
18932,2
16888,2
10490,2
16892,2
16893,2
19204,2
14856,2
18707,2
18464,2
18726,2
19239,2
17972,2
11096,2
36977,2
20856,2
11392,2
18561,2
18075,2
20388,2
19367,2
19394,2
15070,2
20457,2
19690,2
19691,2
18924,2
20974,2
19439,2
13317,2
12562,2
12598,2
4423,2
18664,2
15335,2
15338,2
15347,2
15871,2
19223,2
20510,2
12841,2
20779,2
16722,2
12664,2
3209,2
20875,2
31634,2
11196,2
3270,2
16968,2
14947,2
17052,2
13362,2
11686,2
11688,2
11698,2
20786,2
17181,2
17191,2
16969,2
19068,2
19326,2
20629,2
17144,2
36654,2
11849,2
24937,2
11384,2
13182,2
13185,2
13190,2
16522,2
16531,2
24762,2
11740,2
15350,2
19447,2
20732,2
14618,2
14637,2
16436,2
11634,2
11976,2
11733,2
17936,2
17946,2
14922,2
16991,2
17070,2
4043,2
18136,2
11789,2
11797,2
13873,2
10600,2
10886,2
12184,2
19459,2
12318,2
11823,2
16708,2
16709,2
6473,2
12380,2
12384,2
12387,2
12389,2
13952,2
11404,2
12181,2
12506,2
12511,2
11248,2
10493,2
16908,2
17944,2
17945,2
15918,2
15170,2
15053,2
15078,2
15081,2
15089,2
10826,2
12633,2
13926,2
12140,2
12141,2
12918,2
11130,2
13437,2
11135,2
11150,2
13492,2
13495,2
13514,2
20156,2
15697,2
15969,2
13827,2
14597,2
14086,2
14692,2
14048,2
13818,2
16427,2
15154,2
14153,2
12950,2
12507,2
14611,2
14630,2
14209,2
15119,2
3348,2
13700,2
14977,2
15746,2
15771,2
16840,2
19170,2
11663,2
14787,2
17607,2
13299,2
12711,2
16770,2
13699,2
14473,2
13568,2
13668,2
13943,2
13944,2
13183,2
13705,2
3109,2
14148,2
15033,2
18250,2
27561,2
31169,2
29406,2
19288,2
6575,2
12986,2
15654,2
15677,2
15558,2
15322,2
17425,2
32298,2
28716,2
29138,2
25590,2
20215,2
10688,2
15354,2
14362,2
4464,2
14751,2
20558,2
13436,2
13730,2
13732,2
15670,2
16071,2
15181,2
15218,2
15057,2
15097,2
14345,2
13077,2
13109,2
14217,2
14219,2
13977,2
13978,2
12701,2
14240,2
13008,2
13010,2
13012,2
16454,2
16456,2
16457,2
16458,2
16459,2
16460,2
16461,2
12558,2
12564,2
11394,2
19216,2
18751,2
14401,2
14675,2
14783,2
14528,2
14532,2
14788,2
14806,2
21251,2
20863,2
20975,2
17948,2
15415,2
18766,2
17112,2
12546,2
12396,2
15228,2
15242,2
13278,2
18527,2
15519,2
19697,2
15339,2
11612,2
10457,2
11629,2
