time,pBAD/Ara_0,pBAD/Ara_1,pBAD/Ara_2,pBAD/Ara_3,pBAD/Ara_4,pBAD/Ara_5,e11x33_0,e11x33_1,e11x33_2,e11x33_3,e11x33_4,e11x33_5,pCin/OHC14_0,pCin/OHC14_1,pCin/OHC14_2,pCin/OHC14_3,pCin/OHC14_4,pCin/OHC14_5,e15x33_0,e15x33_1,e15x33_2,e15x33_3,e15x33_4,e15x33_5,pCymRC/Cuma_0,pCymRC/Cuma_1,pCymRC/Cuma_2,pCymRC/Cuma_3,pCymRC/Cuma_4,pCymRC/Cuma_5,e16x33_0,e16x33_1,e16x33_2,e16x33_3,e16x33_4,e16x33_5,pLuxB/AHL_0,pLuxB/AHL_1,pLuxB/AHL_2,pLuxB/AHL_3,pLuxB/AHL_4,pLuxB/AHL_5,e11x32STPhoRadA_0,e11x32STPhoRadA_1,e11x32STPhoRadA_2,e11x32STPhoRadA_3,e11x32STPhoRadA_4,e11x32STPhoRadA_5,pPhlF/DAPG_0,pPhlF/DAPG_1,pPhlF/DAPG_2,pPhlF/DAPG_3,pPhlF/DAPG_4,pPhlF/DAPG_5,e15x32NpuSspS2_0,e15x32NpuSspS2_1,e15x32NpuSspS2_2,e15x32NpuSspS2_3,e15x32NpuSspS2_4,e15x32NpuSspS2_5,pSalTTC/Sal_0,pSalTTC/Sal_1,pSalTTC/Sal_2,pSalTTC/Sal_3,pSalTTC/Sal_4,pSalTTC/Sal_5,e16x33NrdA2_0,e16x33NrdA2_1,e16x33NrdA2_2,e16x33NrdA2_3,e16x33NrdA2_4,e16x33NrdA2_5,pRhaB/Rha_0,pRhaB/Rha_1,pRhaB/Rha_2,pRhaB/Rha_3,pRhaB/Rha_4,pRhaB/Rha_5,Blank_Kan_1,Blank_Kan_1,negative-control-kan_1,negative-control-kan_1,Blank_Amp_1,Blank_Amp_1,negative-control-amp_1,negative-control-amp_1,positive-control-amp_1,positive-control-amp_1
200,75.0,4872.0,5748.0,6364.0,6440.0,6390.0,45.0,395.0,1090.0,1516.0,1662.0,1764.0,54.0,63.0,223.0,2897.0,4098.0,3891.0,36.0,182.0,315.0,318.0,287.0,277.0,57.0,187.0,596.0,1858.0,2784.0,3346.0,57.0,395.0,867.0,1038.0,974.0,1056.0,179.0,3822.0,5225.0,5959.0,5993.0,6111.0,23.0,58.0,234.0,777.0,881.0,871.0,5534.0,5414.0,5297.0,5533.0,4995.0,4924.0,47.0,65.0,113.0,268.0,378.0,396.0,83.0,78.0,84.0,98.0,364.0,4729.0,50.0,72.0,166.0,571.0,786.0,792.0,18.0,6948.0,7808.0,7985.0,7800.0,8025.0,,,87.0,66.0,,,148.0,148.0,2491.0,2719.0
220,145.0,10251.0,10852.0,11168.0,11102.0,10760.0,75.0,1616.0,2872.0,3219.0,3121.0,3030.0,93.0,98.0,434.0,5126.0,7194.0,6883.0,71.0,594.0,826.0,738.0,594.0,495.0,95.0,290.0,941.0,2856.0,4277.0,5148.0,87.0,1608.0,2514.0,2655.0,2282.0,2191.0,318.0,6622.0,8979.0,9966.0,9751.0,9771.0,43.0,141.0,627.0,1754.0,1807.0,1686.0,6647.0,6489.0,6717.0,7574.0,7014.0,6848.0,82.0,106.0,208.0,497.0,661.0,671.0,121.0,127.0,127.0,163.0,811.0,8275.0,93.0,118.0,459.0,1462.0,1761.0,1658.0,74.0,10020.0,12798.0,12730.0,12276.0,12163.0,,,118.0,95.0,,,183.0,188.0,3444.0,3770.0
240,207.5,16991.5,16853.5,16727.5,16383.5,15314.5,112.5,3911.5,5268.5,5343.5,4779.5,4406.5,124.5,127.5,622.5,7959.5,11574.5,11197.5,97.5,1264.5,1546.5,1330.5,990.5,755.5,117.5,420.5,1433.5,4204.5,6098.5,7247.5,121.5,3931.5,5154.5,5136.5,4220.5,3728.5,464.5,10236.5,13268.5,14521.5,14528.5,14598.5,68.5,254.5,1266.5,3045.5,2926.5,2581.5,8125.5,7925.5,8305.5,9929.5,9301.5,9108.5,116.5,145.5,329.5,753.5,955.5,926.5,166.5,168.5,170.5,206.5,1196.5,13423.5,119.5,181.5,943.5,2770.5,3107.5,2756.5,131.5,11160.5,18671.5,19132.5,18334.5,17912.5,,,151.5,128.5,,,240.0,238.0,4704.0,5159.0
260,298.0,24717.0,23910.0,23187.0,22599.0,20849.0,149.0,7034.0,8128.0,7886.0,6793.0,6022.0,177.0,181.0,751.0,10384.0,15807.0,15351.0,150.0,2126.0,2459.0,2090.0,1507.0,1097.0,164.0,655.0,2137.0,5945.0,8431.0,9855.0,169.0,6943.0,8467.0,8179.0,6681.0,5653.0,597.0,13603.0,18472.0,20596.0,20372.0,20393.0,100.0,475.0,2200.0,4595.0,4273.0,3679.0,9829.0,9487.0,10463.0,13775.0,12822.0,12397.0,149.0,201.0,506.0,1090.0,1314.0,1211.0,211.0,221.0,216.0,280.0,1501.0,18670.0,171.0,314.0,1768.0,4619.0,4907.0,4164.0,194.0,11283.0,23039.0,26101.0,25320.0,24639.0,,,198.0,176.0,,,298.5,296.5,5938.5,6248.5
280,357.0,33467.0,31711.0,30623.0,30095.0,27491.0,193.0,10739.0,11473.0,10630.0,8880.0,7687.0,211.0,230.0,838.0,13020.0,20369.0,19823.0,195.0,3291.0,3653.0,3071.0,2159.0,1510.0,198.0,871.0,2930.0,8146.0,11580.0,13263.0,217.0,10794.0,12266.0,11710.0,9523.0,7977.0,691.0,16584.0,23439.0,27010.0,27388.0,27763.0,125.0,863.0,3407.0,6307.0,5647.0,4701.0,12069.0,11538.0,13052.0,18250.0,17530.0,16900.0,197.0,271.0,764.0,1572.0,1787.0,1559.0,271.0,271.0,272.0,340.0,1741.0,24184.0,205.0,583.0,3188.0,6997.0,7084.0,5958.0,246.0,11306.0,25135.0,33916.0,32790.0,31861.0,,,226.0,211.0,,,330.5,330.5,6724.5,6982.5
300,444.0,43035.0,40100.0,38595.0,38388.0,34703.0,231.0,15128.0,15557.0,13948.0,11275.0,9498.0,242.0,253.0,910.0,16098.0,26101.0,25545.0,233.0,4532.0,5189.0,4489.0,3085.0,2084.0,229.0,1002.0,3302.0,9308.0,13779.0,16629.0,261.0,15428.0,17418.0,16274.0,12974.0,10689.0,788.0,18667.0,28896.0,33345.0,34354.0,35127.0,162.0,1519.0,5002.0,8307.0,7182.0,5812.0,14704.0,13955.0,16264.0,24090.0,23002.0,21881.0,225.0,345.0,1081.0,2263.0,2467.0,2042.0,317.0,308.0,315.0,395.0,1939.0,28755.0,253.0,943.0,5124.0,10504.0,9943.0,8104.0,293.0,11179.0,26347.0,43125.0,41566.0,39777.0,,,261.0,234.0,,,381.0,373.0,7454.0,7731.0
320,502.5,52936.5,49255.5,47116.5,47207.5,42647.5,264.5,20207.5,20208.5,17940.5,14176.5,11649.5,277.5,289.5,973.5,19181.5,33435.5,32888.5,267.5,5828.5,6742.5,6016.5,4185.5,2768.5,265.5,1113.5,3550.5,9952.5,14709.5,18050.5,317.5,21047.5,23280.5,21938.5,17762.5,14126.5,885.5,20763.5,33439.5,40656.5,41872.5,42893.5,188.5,2257.5,6932.5,10698.5,8977.5,7094.5,18035.5,16936.5,20038.5,31414.5,29910.5,28539.5,260.5,398.5,1343.5,2948.5,3260.5,2643.5,360.5,359.5,352.5,446.5,2065.5,32049.5,275.5,1210.5,7171.5,14489.5,13919.5,11000.5,342.5,10983.5,26582.5,50090.5,51270.5,48666.5,,,291.5,269.5,,,421.0,428.0,8267.0,8568.0
340,575.5,64416.5,58719.5,56024.5,56591.5,51176.5,312.5,26256.5,24485.5,22427.5,17610.5,14138.5,325.5,328.5,1026.5,21342.5,40360.5,39712.5,318.5,6888.5,8035.5,7492.5,5342.5,3514.5,304.5,1195.5,3781.5,10333.5,15355.5,18808.5,359.5,27418.5,29752.5,28300.5,22913.5,18239.5,992.5,22414.5,37425.5,47223.5,50471.5,52153.5,218.5,2954.5,9386.5,13423.5,11088.5,8528.5,21761.5,20577.5,24671.5,40025.5,38289.5,36495.5,305.5,450.5,1501.5,3435.5,4116.5,3308.5,420.5,400.5,411.5,489.5,2160.5,34150.5,324.5,1394.5,8994.5,18752.5,18054.5,14498.5,407.5,11027.5,26664.5,55617.5,61815.5,58706.5,,,333.5,315.5,,,462.0,467.0,9038.0,9324.0
360,621.5,76238.5,68876.5,65294.5,66416.5,60299.5,359.5,32377.5,29319.5,25745.5,21307.5,16967.5,361.5,371.5,1073.5,22532.5,46183.5,45701.5,363.5,7845.5,9332.5,8830.5,6368.5,4184.5,352.5,1287.5,3988.5,10750.5,15947.5,19535.5,426.5,34033.5,36885.5,35137.5,28822.5,22703.5,1059.5,23745.5,41158.5,53417.5,58226.5,60989.5,250.5,3406.5,11789.5,15697.5,13393.5,10189.5,25620.5,24362.5,30125.5,48788.5,47653.5,45517.5,339.5,506.5,1620.5,3775.5,4705.5,3956.5,462.5,458.5,456.5,556.5,2227.5,35607.5,372.5,1536.5,10420.5,23002.5,22507.5,18128.5,460.5,11098.5,26776.5,58982.5,73635.5,69559.5,,,368.5,347.5,,,515.0,510.0,9736.0,10019.0
380,684.0,88650.0,78564.0,74852.0,76844.0,69425.0,406.0,37438.0,34603.0,29975.0,23891.0,19663.0,410.0,420.0,1110.0,23177.0,50969.0,50361.0,410.0,8671.0,10535.0,10215.0,7442.0,4863.0,396.0,1364.0,4146.0,11117.0,16240.0,19992.0,475.0,40321.0,43628.0,42400.0,35302.0,27558.0,1117.0,24587.0,44074.0,59186.0,65789.0,69115.0,281.0,3797.0,13620.0,18589.0,15699.0,12007.0,28870.0,28113.0,35797.0,58961.0,57043.0,55011.0,394.0,566.0,1729.0,4030.0,5218.0,4459.0,518.0,503.0,509.0,597.0,2278.0,36348.0,422.0,1645.0,11534.0,27175.0,27246.0,22109.0,510.0,11169.0,26810.0,60717.0,86048.0,81239.0,,,416.0,387.0,,,541.0,552.0,10291.0,10593.0
400,708.5,101513.5,88758.5,84587.5,86783.5,79590.5,445.5,42717.5,39326.5,33713.5,27111.5,21502.5,439.5,453.5,1148.5,23585.5,54548.5,54026.5,445.5,9304.5,11562.5,11431.5,8602.5,5541.5,428.5,1415.5,4293.5,11358.5,16575.5,20409.5,513.5,45457.5,49422.5,48827.5,41869.5,32790.5,1171.5,25036.5,46120.5,64058.5,72341.5,77001.5,322.5,4124.5,15188.5,20944.5,17568.5,13848.5,31876.5,31517.5,41171.5,70583.5,67662.5,65536.5,429.5,612.5,1847.5,4249.5,5617.5,4909.5,541.5,536.5,537.5,624.5,2300.5,36703.5,460.5,1720.5,12421.5,30690.5,31927.5,26141.5,548.5,11241.5,26861.5,62414.5,98840.5,94076.5,,,433.5,410.5,,,582.0,592.0,10752.0,11082.0
420,754.5,112428.5,99115.5,93923.5,96802.5,88972.5,475.5,47902.5,43952.5,36630.5,29656.5,23439.5,470.5,476.5,1174.5,23653.5,57063.5,56837.5,478.5,9813.5,12351.5,12553.5,9689.5,6298.5,458.5,1474.5,4377.5,11537.5,16743.5,20640.5,551.5,49370.5,53513.5,54308.5,48191.5,38080.5,1219.5,25165.5,47095.5,67586.5,77559.5,83539.5,359.5,4400.5,16886.5,22710.5,19501.5,15100.5,34265.5,34231.5,45913.5,83215.5,78689.5,76815.5,455.5,643.5,1929.5,4432.5,6014.5,5315.5,582.5,564.5,571.5,669.5,2323.5,36617.5,493.5,1788.5,13064.5,33745.5,36322.5,30229.5,581.5,11231.5,26963.5,63343.5,109058.5,105453.5,,,465.5,443.5,,,617.0,619.0,11140.0,11545.0
440,779.5,121400.5,108681.5,102527.5,106690.5,98511.5,505.5,53034.5,48393.5,38908.5,31664.5,24779.5,499.5,511.5,1203.5,23638.5,58951.5,58565.5,504.5,10119.5,13094.5,13503.5,10717.5,7090.5,496.5,1507.5,4432.5,11594.5,16811.5,20778.5,580.5,51988.5,56179.5,58151.5,53564.5,42877.5,1245.5,25318.5,47826.5,70785.5,82233.5,88920.5,388.5,4624.5,18441.5,24075.5,21036.5,16226.5,36280.5,36588.5,49787.5,96565.5,91687.5,89711.5,492.5,683.5,2012.5,4581.5,6338.5,5750.5,617.5,602.5,607.5,692.5,2346.5,36603.5,529.5,1846.5,13577.5,36228.5,40273.5,34067.5,618.5,11198.5,26838.5,64173.5,117926.5,115709.5,,,496.5,473.5,,,647.0,651.0,11456.0,11894.0
460,813.5,130037.5,119783.5,112296.5,116923.5,108550.5,528.5,57404.5,53323.5,41250.5,33497.5,26028.5,538.5,539.5,1235.5,23584.5,60236.5,59956.5,539.5,10330.5,13549.5,14206.5,11628.5,7819.5,532.5,1551.5,4527.5,11682.5,16795.5,20836.5,621.5,53783.5,57677.5,60447.5,57489.5,47160.5,1274.5,25181.5,47922.5,72397.5,85215.5,93465.5,418.5,4762.5,19942.5,25317.5,22189.5,17156.5,37980.5,38447.5,52948.5,109156.5,105504.5,103699.5,516.5,712.5,2085.5,4701.5,6649.5,6118.5,646.5,628.5,644.5,724.5,2370.5,36329.5,566.5,1880.5,13766.5,38204.5,43807.5,37909.5,635.5,11163.5,26593.5,64542.5,124721.5,124350.5,,,517.5,498.5,,,679.5,674.5,11797.5,12294.5
480,847.5,137246.5,130607.5,119537.5,124941.5,115431.5,566.5,61476.5,58099.5,43335.5,35159.5,27135.5,560.5,570.5,1253.5,23386.5,60818.5,60560.5,576.5,10384.5,13718.5,14463.5,12225.5,8547.5,554.5,1581.5,4534.5,11706.5,16752.5,20765.5,646.5,54523.5,58169.5,61914.5,60260.5,50527.5,1312.5,25080.5,47517.5,73693.5,87047.5,96374.5,452.5,4903.5,21245.5,26772.5,23389.5,17888.5,38997.5,39839.5,55459.5,119796.5,118643.5,117407.5,549.5,755.5,2128.5,4793.5,6848.5,6385.5,673.5,663.5,670.5,753.5,2397.5,36326.5,585.5,1906.5,13831.5,39392.5,46988.5,41521.5,673.5,11156.5,26315.5,64784.5,130465.5,131471.5,,,544.5,532.5,,,695.5,700.5,12079.5,12615.5
500,883.0,143929.0,140906.0,128083.0,134749.0,124837.0,587.0,64937.0,62831.0,45629.0,37282.0,28429.0,585.0,588.0,1280.0,23384.0,61547.0,61190.0,589.0,10452.0,13879.0,14736.0,12523.0,9108.0,582.0,1612.0,4544.0,11692.0,16743.0,20822.0,670.0,55448.0,58398.0,62764.0,62239.0,53229.0,1345.0,24997.0,47476.0,74732.0,88340.0,98974.0,469.0,4932.0,22427.0,28062.0,24583.0,18772.0,40216.0,40985.0,57336.0,128854.0,130090.0,128975.0,579.0,770.0,2154.0,4840.0,7009.0,6609.0,692.0,679.0,680.0,770.0,2412.0,36096.0,616.0,1910.0,13957.0,40032.0,49629.0,44633.0,681.0,11161.0,26071.0,64605.0,133524.0,137530.0,,,573.0,541.0,,,723.5,725.5,12363.5,12928.5
520,913.5,150714.5,151309.5,136846.5,144496.5,134871.5,611.5,67497.5,67893.5,48184.5,39202.5,29998.5,602.5,607.5,1285.5,23342.5,62397.5,62097.5,607.5,10512.5,14036.5,14910.5,12736.5,9441.5,602.5,1631.5,4580.5,11779.5,16772.5,21000.5,692.5,56127.5,59151.5,63724.5,63567.5,54934.5,1372.5,25195.5,47359.5,75741.5,89354.5,100578.5,485.5,4948.5,23289.5,29312.5,26057.5,19565.5,41352.5,42021.5,59490.5,136940.5,140787.5,140725.5,588.5,795.5,2208.5,4844.5,7124.5,6828.5,719.5,703.5,705.5,794.5,2422.5,36127.5,628.5,1941.5,14109.5,40880.5,51118.5,47360.5,706.5,11140.5,25966.5,64764.5,136340.5,144782.5,,,583.5,562.5,,,756.0,755.0,12630.0,13293.0
540,931.0,156289.0,162455.0,144589.0,153965.0,144415.0,628.0,69887.0,73236.0,50458.0,41285.0,31505.0,617.0,629.0,1318.0,23444.0,62285.0,61883.0,632.0,10598.0,14246.0,15099.0,13093.0,9590.0,622.0,1660.0,4619.0,11762.0,16874.0,21065.0,722.0,56824.0,59822.0,64732.0,64594.0,55797.0,1393.0,25160.0,47233.0,76433.0,89723.0,101137.0,510.0,4986.0,23902.0,30593.0,27415.0,20395.0,42550.0,43085.0,60913.0,144231.0,150291.0,150151.0,617.0,820.0,2229.0,4812.0,7220.0,6967.0,753.0,715.0,719.0,811.0,2427.0,36238.0,656.0,1954.0,14134.0,41357.0,52209.0,49532.0,737.0,11221.0,25835.0,64309.0,138827.0,150068.0,,,598.0,591.0,,,767.5,777.5,12825.5,13572.5
560,947.5,162448.5,171904.5,153500.5,164095.5,154586.5,645.5,72254.5,77623.5,53074.5,43362.5,33241.5,629.5,639.5,1320.5,23294.5,62473.5,62379.5,646.5,10665.5,14499.5,15264.5,13378.5,9882.5,630.5,1651.5,4618.5,11798.5,16951.5,21238.5,736.5,57996.5,60456.5,66152.5,65340.5,57021.5,1413.5,25062.5,47230.5,77563.5,90548.5,102755.5,518.5,5007.5,24491.5,31532.5,28757.5,21343.5,43451.5,43806.5,62521.5,150299.5,158550.5,160078.5,622.5,823.5,2263.5,4828.5,7262.5,7050.5,758.5,732.5,742.5,835.5,2432.5,36485.5,663.5,1954.5,14135.5,41910.5,53709.5,51104.5,745.5,11227.5,25947.5,64550.5,140766.5,156892.5,,,620.5,600.5,,,794.5,794.5,13076.5,13828.5
580,971.0,166931.0,180834.0,161208.0,173110.0,164027.0,665.0,74691.0,82988.0,55782.0,45801.0,35239.0,662.0,656.0,1325.0,23271.0,62762.0,62164.0,661.0,10786.0,14651.0,15419.0,13706.0,10081.0,654.0,1683.0,4643.0,11806.0,16869.0,21407.0,750.0,59028.0,61265.0,67263.0,66051.0,58086.0,1435.0,25131.0,46938.0,78694.0,91302.0,103339.0,538.0,5005.0,24889.0,32500.0,30268.0,22244.0,44206.0,44440.0,63217.0,156529.0,165945.0,167590.0,641.0,831.0,2297.0,4841.0,7315.0,7063.0,786.0,751.0,748.0,843.0,2447.0,36492.0,676.0,1960.0,14220.0,42240.0,55091.0,51918.0,759.0,11149.0,25841.0,64152.0,141558.0,161138.0,,,632.0,605.0,,,809.5,797.5,13269.5,14038.5
