group,1,2,3,4,5,6,7,8,9,10,11,12
A,P62,P62,P62,P62,P62,P62,E720,E720,E720,E720,E720,E720
B,P64,P64,P64,P64,P64,P64,E721,E721,E721,E721,E721,E721
C,P66,P66,P66,P66,P66,P66,E722,E722,E722,E722,E722,E722
D,P68,P68,P68,P68,P68,P68,G720,G720,G720,G720,G720,G720
E,P69,P69,P69,P69,P69,P69,G721,G721,G721,G721,G721,G721
F,P70,P70,P70,P70,P70,P70,G722,G722,G722,G722,G722,G722
G,P72,P72,P72,P72,P72,P72,,,,,,
H,BK,BK,3K3-N,3K3-N,,,BA,BA,4A3-N,4A3-N,4A3-P,4A3-P
