group,1,2,3,4,5,6,7,8,9,10,11,12
A,PBAD_6,PBAD_7,PBAD_8,PBAD_9,PBAD_10,PBAD_11,PBAD_12,PBAD_13,PBAD_14,PBAD_15,PBAD_16,PBAD_17
B,PBAD_0,PBAD_1,PBAD_2,PBAD_3,PBAD_4,PBAD_5,PCin_12,PCin_13,PCin_14,PCin_15,PCin_16,PCin_17
C,PCin_0,PCin_1,PCin_2,PCin_3,PCin_4,PCin_5,PCin_6,PCin_7,PCin_8,PCin_9,PCin_10,PCin_11
D,PSalTTC_6,PSalTTC_7,PSalTTC_8,PSalTTC_9,PSalTTC_10,PSalTTC_11,PSalTTC_12,PSalTTC_13,PSalTTC_14,PSalTTC_15,PSalTTC_16,PSalTTC_17
E,PSalTTC_0,PSalTTC_1,PSalTTC_2,PSalTTC_3,PSalTTC_4,PSalTTC_5,PTac_12,PTac_13,PTac_14,PTac_15,PTac_16,PTac_17
F,PTac_0,PTac_1,PTac_2,PTac_3,PTac_4,PTac_5,PTac_6,PTac_7,PTac_8,PTac_9,PTac_10,PTac_11
G,,,,,,,,,,,,
H,BK,BK,BK,,NK,NK,NK,NK,PK,PK,PK,PK
