group,1,2,3,4,5,6,7,8,9,10,11,12
A,E11-E38_000,E11-E38_001,E11-E38_002,E11-E38_003,E11-E38_010,E11-E38_011,E11-E38_012,E11-E38_013,,,,BS_0
B,E11-E38_020,E11-E38_021,E11-E38_022,E11-E38_023,E11-E38_030,E11-E38_031,E11-E38_032,E11-E38_033,,,,NS_0
C,E11-E38_100,E11-E38_101,E11-E38_102,E11-E38_103,E11-E38_110,E11-E38_111,E11-E38_112,E11-E38_113,,,,NS_1
D,E11-E38_120,E11-E38_121,E11-E38_122,E11-E38_123,E11-E38_130,E11-E38_131,E11-E38_132,E11-E38_133,,,,BK_0
E,E11-E38_200,E11-E38_201,E11-E38_202,E11-E38_203,E11-E38_210,E11-E38_211,E11-E38_212,E11-E38_213,,,,NK_0
F,E11-E38_220,E11-E38_221,E11-E38_222,E11-E38_223,E11-E38_230,E11-E38_231,E11-E38_232,E11-E38_233,,,,NK_1
G,E11-E38_300,E11-E38_301,E11-E38_302,E11-E38_303,E11-E38_310,E11-E38_311,E11-E38_312,E11-E38_313,,,,GFP_0
H,E11-E38_320,E11-E38_321,E11-E38_322,E11-E38_323,E11-E38_330,E11-E38_331,E11-E38_332,E11-E38_333,,,,GFP_1
