group,1,2,3,4,5,6,7,8,9,10,11,12
A,E38-E20.1,E11-E38.1,E38-E20.2,E11-E38.2,E20-E11.1,E11-E20.1,E38-E20.3,E11-E38.3,E38-E20.4,E11-E38.4,BC,BK
B,E38-E20.1,E11-E38.1,E38-E20.2,E11-E38.2,E20-E11.1,E11-E20.1,E38-E20.3,E11-E38.3,E38-E20.4,E11-E38.4,BC,BK
C,E38-E20.1,E11-E38.1,E38-E20.2,E11-E38.2,E20-E11.1,E11-E20.1,E38-E20.3,E11-E38.3,E38-E20.4,E11-E38.4,NC,NK
D,E38-E20.1,E11-E38.1,E38-E20.2,E11-E38.2,E20-E11.1,E11-E20.1,E38-E20.3,E11-E38.3,E38-E20.4,E11-E38.4,NC,NK
E,E38-E20.1,E11-E38.1,E38-E20.2,E11-E38.2,E20-E11.1,E11-E20.1,E38-E20.3,E11-E38.3,E38-E20.4,E11-E38.4,BS,NK
F,E38-E20.1,E11-E38.1,E38-E20.2,E11-E38.2,E20-E11.1,E11-E20.1,E38-E20.3,E11-E38.3,E38-E20.4,E11-E38.4,BS,PK
G,E38-E20.1,E11-E38.1,E38-E20.2,E11-E38.2,E20-E11.1,E11-E20.1,E38-E20.3,E11-E38.3,E38-E20.4,E11-E38.4,NS,PK
H,E38-E20.1,E11-E38.1,E38-E20.2,E11-E38.2,E20-E11.1,E11-E20.1,E38-E20.3,E11-E38.3,E38-E20.4,E11-E38.4,NS,PK
