group,1,2,3,4,5,6,7,8,9,10,11,12
A,P62,P63,P64,P66,P67,P68,P69,P70,P72,P73,B,B
B,P62,P63,P64,P66,P67,P68,P69,P70,P72,P73,B,B
C,P62,P63,P64,P66,P67,P68,P69,P70,P72,P73,B,B
D,P62,P63,P64,P66,P67,P68,P69,P70,P72,P73,B,B
E,E720,E721,E722,E723,E724,E725,E726,E727,E728,B,B,B
F,E720,E721,E722,E723,E724,E725,E726,E727,E728,B,B,B
G,E720,E721,E722,E723,E724,E725,E726,E727,E728,B,B,B
H,E720,E721,E722,E723,E724,E725,E726,E727,E728,B,B,B
