group,1,2,3,4,5,6,7,8,9,10,11,12
A,E38,E38,E38,E38,E38,E38,E38,E38,E38,E38,E38,E38
B,E38,E38,E38,E38,E38,E38,E38,E38,E38,E38,E38,E38
C,E38,E38,E38,E38,E38,E38,E38,E38,E38,E38,E38,E38
D,E38,E38,E38,E38,E38,E38,E38,E38,E38,E38,E38,E38
E,E38,E38,E38,E38,E38,E38,E38,E38,E38,E38,E38,E38
F,E38,E38,E38,E38,E38,E38,E38,E38,E38,E38,E38,E38
G,,,,,,,,,,,mCherry,mCherry
H,,,BS,BS,,,BK,BK,NK,NK,GFP,GFP
