group,1,2,3,4,5,6,7,8,9,10,11,12
A,,,,,E11-E38.1,E11-E38.2,E11-E38.3,E11-E38.4,E11-E38.5,E11-E38.6,BS,BK
B,,,,,E11-E38.1,E11-E38.2,E11-E38.3,E11-E38.4,E11-E38.5,E11-E38.6,BS,BK
C,,,,,E11-E38.1,E11-E38.2,E11-E38.3,E11-E38.4,E11-E38.5,E11-E38.6,NS,NK
D,,,,,E11-E38.1,E11-E38.2,E11-E38.3,E11-E38.4,E11-E38.5,E11-E38.6,NS,NK
E,,,,,E11-E38.1,E11-E38.2,E11-E38.3,E11-E38.4,E11-E38.5,E11-E38.6,,GFP
F,,,,,E11-E38.1,E11-E38.2,E11-E38.3,E11-E38.4,E11-E38.5,E11-E38.6,,GFP
G,,,,,E11-E38.1,E11-E38.2,E11-E38.3,E11-E38.4,E11-E38.5,E11-E38.6,,
H,,,,,E11-E38.1,E11-E38.2,E11-E38.3,E11-E38.4,E11-E38.5,E11-E38.6,,
