group,1,2,3,4,5,6,7,8,9,10,11,12
A,E38-E11.1_000,E38-E20_000,E11-E38_000,E38-E11_000,E38-E11_001,E38-E11_002,E38-E11_003,E38-E11_010,E38-E11_011,E38-E11_012,E38-E11_013,BS_0
B,E38-E11.1_001,E38-E20_001,E11-E38_001,E38-E11_020,E38-E11_021,E38-E11_022,E38-E11_023,E38-E11_030,E38-E11_031,E38-E11_032,E38-E11_033,NS_0
C,E38-E11.1_010,E38-E20_010,E11-E38_010,E38-E11_100,E38-E11_101,E38-E11_102,E38-E11_103,E38-E11_110,E38-E11_111,E38-E11_112,E38-E11_113,NS_1
D,E38-E11.1_011,E38-E20_011,E11-E38_011,E38-E11_120,E38-E11_121,E38-E11_122,E38-E11_123,E38-E11_130,E38-E11_131,E38-E11_132,E38-E11_133,BK_0
E,E38-E11.1_100,E38-E20_100,E11-E38_100,E38-E11_200,E38-E11_201,E38-E11_202,E38-E11_203,E38-E11_210,E38-E11_211,E38-E11_212,E38-E11_213,NK_0
F,E38-E11.1_101,E38-E20_101,E11-E38_101,E38-E11_220,E38-E11_221,E38-E11_222,E38-E11_223,E38-E11_230,E38-E11_231,E38-E11_232,E38-E11_233,NK_1
G,E38-E11.1_110,E38-E20_110,E11-E38_110,E38-E11_300,E38-E11_301,E38-E11_302,E38-E11_303,E38-E11_310,E38-E11_311,E38-E11_312,E38-E11_313,GFP_0
H,E38-E11.1_111,E38-E20_111,E11-E38_111,E38-E11_320,E38-E11_321,E38-E11_322,E38-E11_323,E38-E11_330,E38-E11_331,E38-E11_332,E38-E11_333,GFP_1
