group,1,2,3,4,5,6,7,8,9,10,11,12
A,PBAD.32,PBAD.32,PBAD.32,PBAD.32,PBAD.32,PBAD.32,PBAD.32,PBAD.32,PBAD.32,PBAD.32,PBAD.32,PBAD.32
B,PSalTTC.32,PSalTTC.32,PSalTTC.32,PSalTTC.32,PSalTTC.32,PSalTTC.32,PSalTTC.32,PSalTTC.32,PSalTTC.32,PSalTTC.32,PSalTTC.32,PSalTTC.32
C,PTac.32,PTac.32,PTac.32,PTac.32,PTac.32,PTac.32,PTac.32,PTac.32,PTac.32,PTac.32,PTac.32,PTac.32
D,PBAD.33,PBAD.33,PBAD.33,PBAD.33,PBAD.33,PBAD.33,PBAD.33,PBAD.33,PBAD.33,PBAD.33,PBAD.33,PBAD.33
E,PSalTTC.33,PSalTTC.33,PSalTTC.33,PSalTTC.33,PSalTTC.33,PSalTTC.33,PSalTTC.33,PSalTTC.33,PSalTTC.33,PSalTTC.33,PSalTTC.33,PSalTTC.33
F,PTac.33,PTac.33,PTac.33,PTac.33,PTac.33,PTac.33,PTac.33,PTac.33,PTac.33,PTac.33,PTac.33,PTac.33
G,,,,,,,,,,,,
H,BK,BK,BK,BK,NK,NK,NK,NK,PK,PK,PK,PK
