time,e20x32gp411_00,e20x32gp411_01,e20x32gp411_02,e20x32gp411_03,e20x32gp411_04,e20x32gp411_05,e34x30MjaKlbA_00,e34x30MjaKlbA_01,e34x30MjaKlbA_02,e34x30MjaKlbA_03,e34x30MjaKlbA_04,e34x30MjaKlbA_05,e20x32gp411_10,e20x32gp411_11,e20x32gp411_12,e20x32gp411_13,e20x32gp411_14,e20x32gp411_15,e34x30MjaKlbA_10,e34x30MjaKlbA_11,e34x30MjaKlbA_12,e34x30MjaKlbA_13,e34x30MjaKlbA_14,e34x30MjaKlbA_15,e20x32gp411_20,e20x32gp411_21,e20x32gp411_22,e20x32gp411_23,e20x32gp411_24,e20x32gp411_25,e34x30MjaKlbA_20,e34x30MjaKlbA_21,e34x30MjaKlbA_22,e34x30MjaKlbA_23,e34x30MjaKlbA_24,e34x30MjaKlbA_25,e20x32gp411_30,e20x32gp411_31,e20x32gp411_32,e20x32gp411_33,e20x32gp411_34,e20x32gp411_35,e34x30MjaKlbA_30,e34x30MjaKlbA_31,e34x30MjaKlbA_32,e34x30MjaKlbA_33,e34x30MjaKlbA_34,e34x30MjaKlbA_35,e20x32gp411_40,e20x32gp411_41,e20x32gp411_42,e20x32gp411_43,e20x32gp411_44,e20x32gp411_45,e34x30MjaKlbA_40,e34x30MjaKlbA_41,e34x30MjaKlbA_42,e34x30MjaKlbA_43,e34x30MjaKlbA_44,e34x30MjaKlbA_45,e20x32gp411_50,e20x32gp411_51,e20x32gp411_52,e20x32gp411_53,e20x32gp411_54,e20x32gp411_55,e34x30MjaKlbA_50,e34x30MjaKlbA_51,e34x30MjaKlbA_52,e34x30MjaKlbA_53,e34x30MjaKlbA_54,e34x30MjaKlbA_55,Blank_Kan_02,Blank_Kan_00,negative-control-kan_01,negative-control-kan_02,Blank_Amp_00,Blank_Amp_01,negative-control-amp_02,negative-control-amp_00,positive-control-amp_01,positive-control-amp_02
160,197.0,169.0,164.0,170.0,174.0,144.0,212.0,222.0,183.0,219.0,230.0,223.0,194.0,171.0,146.0,151.0,175.0,153.0,214.0,229.0,210.0,234.0,185.0,206.0,177.0,202.0,165.0,166.0,176.0,177.0,245.0,230.0,229.0,221.0,233.0,219.0,114.0,123.0,135.0,117.0,135.0,106.0,214.0,212.0,210.0,194.0,219.0,239.0,161.0,170.0,162.0,145.0,161.0,166.0,208.0,238.0,231.0,231.0,220.0,263.0,143.0,157.0,171.0,179.0,169.0,139.0,256.0,241.0,245.0,235.0,262.0,359.0,,,206.0,143.0,,,289.0,259.0,5761.0,6625.0
180,267.5,216.5,222.5,200.5,223.5,193.5,319.5,321.5,290.5,300.5,326.5,300.5,246.5,238.5,212.5,211.5,243.5,271.5,299.5,279.5,287.5,321.5,279.5,289.5,252.5,237.5,246.5,283.5,336.5,534.5,311.5,322.5,329.5,321.5,351.5,324.5,165.5,180.5,207.5,235.5,290.5,590.5,283.5,300.5,364.5,479.5,560.5,737.5,211.5,231.5,269.5,382.5,490.5,1036.5,284.5,335.5,442.5,539.5,622.5,844.5,194.5,216.5,217.5,298.5,399.5,802.5,299.5,378.5,519.5,806.5,918.5,1471.5,,,292.5,173.5,,,412.5,357.5,7824.5,8990.5
200,364.0,312.0,301.0,293.0,319.0,298.0,471.0,474.0,450.0,461.0,442.0,448.0,340.0,361.0,350.0,510.0,515.0,689.0,393.0,403.0,450.0,436.0,410.0,411.0,353.0,393.0,569.0,885.0,1140.0,2166.0,426.0,488.0,591.0,640.0,649.0,600.0,271.0,290.0,484.0,1331.0,1731.0,3471.0,416.0,493.0,1007.0,1533.0,1657.0,2059.0,324.0,357.0,741.0,1813.0,2321.0,4352.0,439.0,587.0,1358.0,1973.0,2195.0,2345.0,278.0,376.0,571.0,1381.0,2521.0,4065.0,431.0,971.0,1707.0,2949.0,2564.0,4155.0,,,383.0,288.0,,,571.0,488.0,10882.0,12471.0
220,491.5,470.5,455.5,424.5,468.5,419.5,663.5,654.5,638.5,651.5,644.5,612.5,501.5,662.5,808.5,1156.5,1201.5,1449.5,579.5,628.5,659.5,649.5,603.5,582.5,505.5,827.5,2337.5,3231.5,3706.5,5248.5,614.5,872.5,1082.5,989.5,980.5,929.5,443.5,691.5,2511.5,5575.5,6410.5,9293.5,636.5,1185.5,2564.5,2853.5,2895.5,3727.5,497.5,895.5,3592.5,6926.5,7984.5,11074.5,635.5,1716.5,3439.5,3829.5,3965.5,4142.5,431.5,1376.5,2846.5,5802.5,8185.5,10276.5,666.5,3682.5,4745.5,6116.5,4457.5,7500.5,,,567.5,397.5,,,748.0,658.0,15101.0,17484.0
240,645.0,633.0,621.0,597.0,618.0,596.0,889.0,907.0,842.0,853.0,852.0,810.0,657.0,1150.0,1818.0,2356.0,2442.0,2738.0,815.0,957.0,945.0,875.0,822.0,804.0,718.0,1807.0,6205.0,7699.0,8073.0,10176.0,839.0,1782.0,1893.0,1596.0,1531.0,1386.0,595.0,1485.0,7350.0,12801.0,13745.0,17577.0,880.0,2901.0,5521.0,4976.0,5026.0,6351.0,665.0,2089.0,9331.0,14923.0,16154.0,20105.0,904.0,4484.0,7186.0,6783.0,6871.0,6979.0,610.0,4134.0,8081.0,13247.0,16653.0,19034.0,946.0,9077.0,10093.0,10959.0,7603.0,12290.0,,,731.0,588.0,,,994.0,905.0,20371.0,22626.0
260,838.5,839.5,819.5,804.5,819.5,770.5,1109.5,1109.5,1071.5,1106.5,1076.5,1054.5,899.5,1809.5,3809.5,4553.5,4627.5,4816.5,1050.5,1390.5,1376.5,1213.5,1152.5,1083.5,941.5,3139.5,12033.5,14509.5,14910.5,16990.5,1148.5,3212.5,3601.5,2792.5,2612.5,2232.5,836.5,2616.5,14598.5,22644.5,23389.5,28086.5,1162.5,5355.5,11246.5,9095.5,8927.5,10542.5,917.5,3723.5,17030.5,25069.5,26827.5,31359.5,1238.5,8176.5,14162.5,12107.5,12065.5,11531.5,838.5,8697.5,16195.5,23633.5,27328.5,29962.5,1288.5,16430.5,18897.5,18608.5,12949.5,18966.5,,,889.5,734.5,,,1208.0,1134.0,24786.0,26634.0
280,1017.5,1033.5,1021.5,1020.5,1023.5,983.5,1290.5,1309.5,1250.5,1316.5,1288.5,1247.5,1107.5,2190.5,5452.5,6739.5,6540.5,7460.5,1275.5,1633.5,1697.5,1584.5,1519.5,1454.5,1128.5,3892.5,15959.5,20205.5,21858.5,25187.5,1357.5,3972.5,5168.5,4244.5,4053.5,3760.5,1045.5,3242.5,19883.5,31451.5,33690.5,40711.5,1424.5,6484.5,16889.5,14478.5,14222.5,17031.5,1127.5,4565.5,22405.5,33207.5,35703.5,43328.5,1475.5,10057.5,20815.5,19148.5,19001.5,18490.5,1076.5,11675.5,22648.5,33496.5,39460.5,43371.5,1533.5,22376.5,27347.5,28058.5,19943.5,28225.5,,,1014.5,891.5,,,1377.5,1305.5,27782.5,29691.5
300,1186.0,1222.0,1242.0,1200.0,1234.0,1183.0,1477.0,1507.0,1448.0,1508.0,1463.0,1465.0,1286.0,2521.0,6511.0,8302.0,7808.0,9276.0,1506.0,1895.0,1956.0,1876.0,1759.0,1791.0,1330.0,4646.0,18714.0,24290.0,26925.0,30799.0,1565.0,4382.0,6042.0,5091.0,4891.0,4823.0,1236.0,3680.0,23255.0,37426.0,39895.0,49899.0,1635.0,7076.0,20029.0,18092.0,18242.0,22563.0,1346.0,5259.0,26247.0,39712.0,42764.0,52489.0,1686.0,11093.0,25047.0,24285.0,24100.0,24733.0,1247.0,13396.0,26436.0,39604.0,47078.0,53916.0,1712.0,26693.0,33125.0,35308.0,25143.0,37468.0,,,1200.0,1027.0,,,1590.5,1490.5,31172.5,33176.5
320,1371.5,1411.5,1464.5,1423.5,1448.5,1392.5,1688.5,1702.5,1641.5,1691.5,1692.5,1652.5,1483.5,2786.5,7207.5,9282.5,8605.5,10555.5,1669.5,2064.5,2196.5,2070.5,2020.5,2056.5,1519.5,5279.5,20951.5,27234.5,30618.5,35173.5,1803.5,4650.5,6463.5,5597.5,5392.5,5442.5,1400.5,4113.5,26239.5,42382.5,45370.5,56951.5,1846.5,7396.5,21804.5,20371.5,20472.5,26320.5,1508.5,6018.5,29784.5,44765.5,48549.5,59706.5,1882.5,11484.5,27420.5,27517.5,27475.5,28992.5,1434.5,15056.5,29837.5,44389.5,53320.5,61200.5,1928.5,29117.5,36550.5,40372.5,28573.5,44431.5,,,1314.5,1176.5,,,1721.0,1643.0,34067.0,36534.0
340,1568.0,1613.0,1701.0,1627.0,1633.0,1580.0,1824.0,1875.0,1831.0,1856.0,1885.0,1893.0,1636.0,2964.0,7785.0,10008.0,9211.0,11438.0,1863.0,2233.0,2387.0,2286.0,2200.0,2254.0,1704.0,5760.0,22610.0,29528.0,33362.0,38565.0,1969.0,4811.0,6733.0,5957.0,5712.0,5921.0,1598.0,4543.0,28864.0,46997.0,50287.0,63908.0,2026.0,7684.0,22720.0,21643.0,22030.0,29007.0,1676.0,6797.0,33047.0,49840.0,53856.0,66886.0,2045.0,11750.0,28765.0,29513.0,29726.0,32261.0,1608.0,16579.0,32868.0,49180.0,59344.0,68430.0,2120.0,30887.0,38565.0,43881.0,30906.0,50214.0,,,1422.0,1285.0,,,1864.5,1812.5,37193.5,39630.5
360,1757.5,1767.5,1874.5,1867.5,1880.5,1833.5,2023.5,2050.5,1990.5,2047.5,2040.5,2059.5,1820.5,3194.5,8190.5,10542.5,9817.5,12256.5,2030.5,2391.5,2525.5,2483.5,2385.5,2523.5,1910.5,6251.5,23917.5,31263.5,35628.5,41534.5,2132.5,5054.5,7066.5,6211.5,6055.5,6303.5,1773.5,4889.5,31121.5,50855.5,54826.5,70155.5,2181.5,7937.5,23500.5,22744.5,23111.5,31017.5,1844.5,7397.5,35968.5,53958.5,58189.5,73563.5,2219.5,11973.5,29792.5,30913.5,31183.5,34358.5,1767.5,18037.5,35614.5,52949.5,64733.5,74781.5,2283.5,31994.5,39912.5,46613.5,32548.5,53858.5,,,1564.5,1451.5,,,2050.0,1949.0,39140.0,42114.0
380,1930.5,1948.5,2074.5,2056.5,2075.5,2020.5,2143.5,2186.5,2169.5,2186.5,2229.5,2237.5,1993.5,3385.5,8583.5,11033.5,10180.5,12934.5,2183.5,2539.5,2731.5,2695.5,2583.5,2702.5,2062.5,6547.5,24934.5,32717.5,37623.5,43615.5,2289.5,5213.5,7225.5,6465.5,6284.5,6663.5,1929.5,5249.5,32998.5,54138.5,58435.5,75943.5,2380.5,8071.5,24027.5,23491.5,24105.5,32537.5,2058.5,7880.5,37936.5,57474.5,62120.5,79521.5,2375.5,12256.5,30531.5,32230.5,32363.5,36136.5,1963.5,19084.5,37793.5,56258.5,69900.5,80788.5,2444.5,32739.5,41038.5,48619.5,33942.5,57254.5,,,1683.5,1566.5,,,2172.0,2112.0,41320.0,44227.0
400,2110.0,2108.0,2267.0,2212.0,2237.0,2178.0,2277.0,2305.0,2314.0,2353.0,2368.0,2412.0,2155.0,3545.0,8814.0,11355.0,10475.0,13322.0,2322.0,2675.0,2866.0,2826.0,2700.0,2878.0,2210.0,6816.0,25518.0,33782.0,38754.0,45434.0,2428.0,5381.0,7471.0,6677.0,6464.0,6962.0,2031.0,5449.0,33789.0,56445.0,61345.0,80182.0,2507.0,8236.0,24305.0,23940.0,24673.0,33881.0,2193.0,8246.0,39424.0,60080.0,65373.0,84132.0,2529.0,12380.0,31097.0,32913.0,33384.0,37585.0,2093.0,19868.0,39050.0,59038.0,73931.0,85992.0,2568.0,33442.0,41833.0,49910.0,34814.0,59844.0,,,1788.0,1689.0,,,2283.5,2204.5,43396.5,45834.5
420,2220.0,2247.0,2380.0,2375.0,2427.0,2337.0,2375.0,2448.0,2438.0,2457.0,2489.0,2536.0,2272.0,3674.0,9012.0,11687.0,10693.0,13688.0,2443.0,2801.0,3042.0,3018.0,2868.0,3043.0,2349.0,7018.0,25965.0,34410.0,40187.0,46472.0,2588.0,5554.0,7621.0,6821.0,6700.0,7109.0,2183.0,5667.0,34777.0,58241.0,63529.0,83984.0,2636.0,8344.0,24530.0,24409.0,25087.0,34911.0,2345.0,8548.0,40210.0,61535.0,67309.0,87469.0,2644.0,12541.0,31172.0,33473.0,33733.0,38624.0,2189.0,20324.0,40180.0,60575.0,76669.0,90049.0,2710.0,33713.0,42083.0,50976.0,35595.0,61745.0,,,1883.0,1772.0,,,2325.5,2329.5,44758.5,47740.5
440,2349.0,2408.0,2552.0,2548.0,2583.0,2516.0,2532.0,2533.0,2572.0,2608.0,2636.0,2698.0,2376.0,3784.0,9152.0,11842.0,10763.0,13940.0,2566.0,2906.0,3168.0,3107.0,3015.0,3219.0,2493.0,7251.0,26425.0,35113.0,40793.0,47616.0,2725.0,5627.0,7722.0,7002.0,6836.0,7391.0,2293.0,5816.0,35506.0,58948.0,64671.0,86054.0,2763.0,8461.0,24777.0,24716.0,25513.0,35666.0,2446.0,8762.0,41261.0,62660.0,69249.0,90197.0,2793.0,12686.0,31331.0,33880.0,34330.0,39588.0,2355.0,20832.0,41029.0,61784.0,79166.0,92218.0,2798.0,33841.0,42453.0,51315.0,36156.0,63986.0,,,1984.0,1878.0,,,2488.0,2402.0,45682.0,49285.0
460,2454.0,2481.0,2621.0,2644.0,2669.0,2613.0,2630.0,2660.0,2695.0,2708.0,2773.0,2808.0,2485.0,3855.0,9239.0,11910.0,10869.0,14067.0,2693.0,3041.0,3266.0,3253.0,3115.0,3348.0,2583.0,7388.0,26726.0,35244.0,41177.0,47959.0,2847.0,5774.0,7846.0,7084.0,6974.0,7484.0,2399.0,5995.0,35692.0,59876.0,65781.0,88632.0,2844.0,8576.0,24946.0,25002.0,25786.0,36306.0,2527.0,8919.0,41678.0,64192.0,69925.0,91682.0,2867.0,12753.0,31612.0,34225.0,34938.0,40515.0,2462.0,21067.0,41788.0,63260.0,80767.0,94668.0,2917.0,34149.0,42698.0,52182.0,36581.0,65648.0,,,2077.0,1992.0,,,2561.5,2546.5,47761.5,50959.5
480,2575.5,2594.5,2768.5,2756.5,2783.5,2746.5,2715.5,2747.5,2779.5,2809.5,2883.5,2923.5,2622.5,3938.5,9297.5,12051.5,10992.5,14088.5,2792.5,3129.5,3346.5,3376.5,3206.5,3504.5,2685.5,7489.5,26635.5,35172.5,41487.5,47807.5,2917.5,5816.5,7968.5,7193.5,7128.5,7706.5,2470.5,6115.5,36011.5,60407.5,66869.5,89656.5,2947.5,8644.5,25007.5,25079.5,26047.5,36867.5,2620.5,9069.5,42024.5,64297.5,70766.5,92936.5,3001.5,12815.5,31686.5,34404.5,35050.5,40948.5,2522.5,21278.5,41726.5,63963.5,82148.5,96867.5,3001.5,34298.5,42826.5,52281.5,36924.5,66629.5,,,2162.5,2098.5,,,2646.5,2607.5,49000.5,52878.5
500,2656.5,2652.5,2820.5,2849.5,2850.5,2799.5,2745.5,2784.5,2850.5,2923.5,2967.5,3053.5,2690.5,4034.5,9437.5,12093.5,11058.5,14130.5,2880.5,3218.5,3466.5,3486.5,3321.5,3613.5,2794.5,7576.5,26478.5,35345.5,41676.5,47710.5,3012.5,5964.5,8014.5,7353.5,7233.5,7845.5,2563.5,6215.5,36064.5,60168.5,66578.5,89235.5,3052.5,8743.5,24834.5,25193.5,26058.5,36967.5,2741.5,9232.5,42238.5,64625.5,71062.5,93054.5,3089.5,12910.5,31645.5,34387.5,35278.5,41441.5,2644.5,21288.5,41937.5,63708.5,82850.5,97361.5,3116.5,34244.5,42986.5,52311.5,37054.5,67589.5,,,2247.5,2135.5,,,2729.0,2706.0,49688.0,53920.0
520,2729.5,2720.5,2905.5,2909.5,2924.5,2867.5,2818.5,2876.5,2914.5,3026.5,3007.5,3149.5,2749.5,4089.5,9446.5,12128.5,11113.5,14277.5,2908.5,3267.5,3518.5,3495.5,3416.5,3662.5,2808.5,7646.5,26634.5,35387.5,42251.5,47972.5,3064.5,5954.5,8106.5,7403.5,7265.5,7892.5,2642.5,6218.5,36311.5,60827.5,66933.5,90258.5,3100.5,8787.5,25127.5,25259.5,26163.5,37326.5,2809.5,9281.5,42279.5,64715.5,71351.5,93646.5,3092.5,12966.5,31735.5,34491.5,35094.5,41500.5,2716.5,21718.5,42267.5,64180.5,83626.5,98165.5,3164.5,34312.5,42939.5,52280.5,37077.5,67803.5,,,2265.5,2179.5,,,2793.0,2730.0,50961.0,55205.0
540,2804.0,2820.0,2998.0,3016.0,3029.0,2983.0,2923.0,2972.0,2977.0,3052.0,3106.0,3209.0,2800.0,4184.0,9541.0,12308.0,11137.0,14361.0,3022.0,3314.0,3580.0,3584.0,3466.0,3767.0,2905.0,7760.0,26659.0,35418.0,42643.0,48229.0,3140.0,6095.0,8225.0,7484.0,7346.0,8045.0,2743.0,6313.0,36195.0,61278.0,67432.0,90761.0,3143.0,8891.0,25182.0,25414.0,26363.0,37572.0,2852.0,9377.0,42512.0,65276.0,72004.0,94140.0,3199.0,13083.0,31958.0,34781.0,35296.0,41797.0,2804.0,21768.0,42537.0,64903.0,83606.0,98611.0,3219.0,34465.0,42839.0,52776.0,37354.0,68563.0,,,2372.0,2308.0,,,2899.5,2800.5,52710.5,56766.5
560,2859.5,2878.5,3043.5,3064.5,3086.5,3044.5,2969.5,3026.5,3047.5,3095.5,3156.5,3301.5,2891.5,4228.5,9528.5,12302.5,11156.5,14503.5,3049.5,3432.5,3640.5,3687.5,3502.5,3835.5,2990.5,7895.5,26750.5,35432.5,43129.5,48185.5,3181.5,6145.5,8283.5,7485.5,7436.5,8101.5,2797.5,6445.5,36633.5,61589.5,68150.5,92479.5,3241.5,8900.5,25201.5,25504.5,26441.5,37781.5,2951.5,9468.5,42860.5,65606.5,71913.5,95022.5,3285.5,13097.5,31869.5,34679.5,35387.5,42051.5,2882.5,21828.5,42433.5,65311.5,84397.5,99986.5,3319.5,34557.5,42936.5,52855.5,37370.5,68936.5,,,2400.5,2303.5,,,2876.0,2841.0,53567.0,57931.0
580,2922.5,2926.5,3101.5,3136.5,3182.5,3104.5,3039.5,3086.5,3151.5,3183.5,3229.5,3362.5,2948.5,4300.5,9691.5,12343.5,11212.5,14457.5,3102.5,3462.5,3694.5,3715.5,3612.5,3923.5,3032.5,7912.5,26800.5,35505.5,43339.5,48235.5,3241.5,6174.5,8322.5,7590.5,7540.5,8227.5,2815.5,6507.5,36767.5,61527.5,67798.5,92077.5,3262.5,9026.5,25221.5,25556.5,26404.5,37902.5,3001.5,9506.5,42945.5,65936.5,72334.5,95491.5,3339.5,13108.5,31889.5,34681.5,35368.5,42211.5,2943.5,21854.5,42531.5,64569.5,84504.5,99755.5,3359.5,34436.5,43116.5,52773.5,37455.5,69322.5,,,2466.5,2385.5,,,2954.5,2925.5,54508.5,59042.5
600,2975.0,2995.0,3149.0,3196.0,3185.0,3184.0,3107.0,3102.0,3182.0,3232.0,3334.0,3455.0,3000.0,4345.0,9728.0,12409.0,11236.0,14508.0,3161.0,3512.0,3754.0,3802.0,3630.0,3995.0,3123.0,8037.0,26924.0,35299.0,43350.0,48181.0,3312.0,6254.0,8350.0,7641.0,7539.0,8237.0,2875.0,6518.0,36728.0,61651.0,67972.0,92815.0,3332.0,8994.0,25161.0,25535.0,26517.0,37991.0,3035.0,9555.0,42545.0,65705.0,72465.0,95562.0,3381.0,13194.0,32061.0,34959.0,35425.0,42499.0,2990.0,21874.0,42208.0,64748.0,85079.0,100025.0,3397.0,34677.0,43161.0,53410.0,37593.0,70164.0,,,2528.0,2427.0,,,3026.0,2952.0,55663.0,60692.0
620,3043.0,3019.0,3214.0,3239.0,3315.0,3222.0,3124.0,3168.0,3219.0,3325.0,3388.0,3526.0,3077.0,4370.0,9831.0,12497.0,11339.0,14545.0,3206.0,3530.0,3808.0,3838.0,3686.0,4105.0,3118.0,8089.0,26938.0,35326.0,43743.0,48273.0,3372.0,6287.0,8394.0,7725.0,7621.0,8355.0,2918.0,6608.0,36812.0,61791.0,68582.0,92677.0,3363.0,9098.0,25202.0,25570.0,26524.0,38230.0,3083.0,9606.0,42700.0,65192.0,72347.0,95402.0,3413.0,13201.0,31792.0,35029.0,35704.0,42602.0,3019.0,21845.0,42435.0,64307.0,84974.0,99209.0,3466.0,34509.0,43233.0,52964.0,37666.0,70594.0,,,2577.0,2508.0,,,3109.0,3036.0,56299.0,62299.0
640,3082.0,3062.0,3260.0,3269.0,3341.0,3295.0,3217.0,3220.0,3258.0,3343.0,3413.0,3591.0,3105.0,4379.0,9803.0,12594.0,11336.0,14600.0,3229.0,3587.0,3841.0,3905.0,3715.0,4123.0,3185.0,8145.0,26859.0,35500.0,44168.0,48699.0,3378.0,6354.0,8487.0,7706.0,7647.0,8392.0,2983.0,6627.0,36970.0,61832.0,68579.0,93204.0,3447.0,9138.0,25398.0,25663.0,26615.0,38328.0,3137.0,9621.0,42849.0,65934.0,72415.0,96463.0,3472.0,13330.0,32143.0,35115.0,35709.0,42872.0,3055.0,21803.0,42323.0,65337.0,85894.0,100905.0,3508.0,34883.0,43203.0,53092.0,37755.0,70692.0,,,2581.0,2518.0,,,3123.0,3062.0,56987.0,62869.0
660,3174.5,3144.5,3324.5,3362.5,3394.5,3358.5,3233.5,3276.5,3333.5,3428.5,3532.5,3678.5,3165.5,4498.5,9900.5,12790.5,11440.5,14766.5,3336.5,3637.5,3934.5,3950.5,3827.5,4205.5,3275.5,8253.5,27203.5,35583.5,44655.5,48817.5,3474.5,6442.5,8529.5,7876.5,7737.5,8582.5,3038.5,6686.5,37381.5,62820.5,69109.5,94024.5,3511.5,9171.5,25608.5,25748.5,26721.5,38670.5,3239.5,9801.5,43112.5,66319.5,72842.5,96693.5,3555.5,13459.5,32341.5,35201.5,35904.5,43212.5,3137.5,21989.5,42313.5,65325.5,86647.5,101819.5,3578.5,34992.5,43306.5,53523.5,37883.5,71278.5,,,2681.5,2580.5,,,3178.5,3115.5,56413.5,62834.5
680,3194.0,3182.0,3370.0,3394.0,3425.0,3415.0,3266.0,3309.0,3410.0,3474.0,3563.0,3710.0,3193.0,4547.0,9963.0,12662.0,11463.0,14757.0,3378.0,3709.0,3974.0,4004.0,3854.0,4276.0,3297.0,8291.0,27142.0,35559.0,44818.0,49088.0,3532.0,6475.0,8632.0,7859.0,7801.0,8590.0,3103.0,6731.0,37028.0,62167.0,68997.0,93879.0,3544.0,9285.0,25747.0,25986.0,26954.0,38908.0,3260.0,9764.0,42956.0,66234.0,72864.0,96678.0,3573.0,13446.0,32405.0,35457.0,36325.0,43540.0,3176.0,21883.0,42375.0,65297.0,86139.0,101484.0,3581.0,34986.0,43625.0,53536.0,38211.0,71581.0,,,2689.0,2588.0,,,3203.0,3131.0,57225.0,63670.0
