time,e20x32gp411_00,e20x32gp411_01,e20x32gp411_02,e20x32gp411_03,e20x32gp411_04,e20x32gp411_05,e34x30MjaKlbA_00,e34x30MjaKlbA_01,e34x30MjaKlbA_02,e34x30MjaKlbA_03,e34x30MjaKlbA_04,e34x30MjaKlbA_05,e20x32gp411_10,e20x32gp411_11,e20x32gp411_12,e20x32gp411_13,e20x32gp411_14,e20x32gp411_15,e34x30MjaKlbA_10,e34x30MjaKlbA_11,e34x30MjaKlbA_12,e34x30MjaKlbA_13,e34x30MjaKlbA_14,e34x30MjaKlbA_15,e20x32gp411_20,e20x32gp411_21,e20x32gp411_22,e20x32gp411_23,e20x32gp411_24,e20x32gp411_25,e34x30MjaKlbA_20,e34x30MjaKlbA_21,e34x30MjaKlbA_22,e34x30MjaKlbA_23,e34x30MjaKlbA_24,e34x30MjaKlbA_25,e20x32gp411_30,e20x32gp411_31,e20x32gp411_32,e20x32gp411_33,e20x32gp411_34,e20x32gp411_35,e34x30MjaKlbA_30,e34x30MjaKlbA_31,e34x30MjaKlbA_32,e34x30MjaKlbA_33,e34x30MjaKlbA_34,e34x30MjaKlbA_35,e20x32gp411_40,e20x32gp411_41,e20x32gp411_42,e20x32gp411_43,e20x32gp411_44,e20x32gp411_45,e34x30MjaKlbA_40,e34x30MjaKlbA_41,e34x30MjaKlbA_42,e34x30MjaKlbA_43,e34x30MjaKlbA_44,e34x30MjaKlbA_45,e20x32gp411_50,e20x32gp411_51,e20x32gp411_52,e20x32gp411_53,e20x32gp411_54,e20x32gp411_55,e34x30MjaKlbA_50,e34x30MjaKlbA_51,e34x30MjaKlbA_52,e34x30MjaKlbA_53,e34x30MjaKlbA_54,e34x30MjaKlbA_55,Blank_Kan_02,Blank_Kan_00,negative-control-kan_01,negative-control-kan_02,Blank_Amp_00,Blank_Amp_01,negative-control-amp_02,negative-control-amp_00,positive-control-amp_01,positive-control-amp_02
320,703.0,733.0,761.0,729.0,735.0,718.0,887.0,868.0,857.0,864.0,871.0,856.0,771.0,1439.0,3740.0,4816.0,4476.0,5452.0,874.0,1068.0,1119.0,1071.0,1033.0,1067.0,786.0,2740.0,10834.0,14180.0,15887.0,18166.0,921.0,2398.0,3341.0,2884.0,2793.0,2837.0,710.0,2122.0,13511.0,22127.0,23546.0,29570.0,946.0,3837.0,11350.0,10513.0,10624.0,13607.0,779.0,3100.0,15464.0,23209.0,25121.0,30997.0,973.0,5928.0,14255.0,14190.0,14203.0,15033.0,729.0,7783.0,15388.0,22947.0,27537.0,31797.0,992.0,15127.0,18895.0,20878.0,14703.0,22932.0,,,656.0,608.0,,,902.5,844.5,17610.5,18865.5
340,809.0,823.0,870.0,861.0,852.0,835.0,942.0,978.0,960.0,982.0,969.0,975.0,866.0,1551.0,4009.0,5174.0,4797.0,5951.0,970.0,1165.0,1221.0,1195.0,1148.0,1196.0,887.0,3009.0,11704.0,15342.0,17314.0,19963.0,1026.0,2531.0,3487.0,3059.0,2969.0,3059.0,815.0,2333.0,15025.0,24365.0,26108.0,33099.0,1051.0,3953.0,11749.0,11291.0,11417.0,15048.0,874.0,3504.0,17215.0,25770.0,27734.0,34539.0,1066.0,6079.0,14854.0,15340.0,15342.0,16580.0,825.0,8624.0,17059.0,25418.0,30569.0,35362.0,1098.0,15948.0,20018.0,22652.0,15991.0,25867.0,,,731.0,678.0,,,973.0,934.0,19139.0,20600.0
360,905.5,919.5,977.5,954.5,977.5,944.5,1054.5,1054.5,1054.5,1052.5,1058.5,1054.5,943.5,1661.5,4245.5,5517.5,5078.5,6328.5,1049.5,1246.5,1327.5,1301.5,1246.5,1314.5,996.5,3261.5,12400.5,16347.5,18598.5,21590.5,1120.5,2627.5,3628.5,3225.5,3121.5,3293.5,911.5,2559.5,16177.5,26382.5,28408.5,36467.5,1138.5,4089.5,12222.5,11760.5,12030.5,16092.5,969.5,3822.5,18638.5,27936.5,30112.5,38143.5,1155.5,6241.5,15379.5,16015.5,16164.5,17751.5,921.5,9362.5,18538.5,27441.5,33612.5,38867.5,1166.5,16601.5,20639.5,24044.5,16892.5,27996.5,,,817.5,753.5,,,1054.0,1005.0,20315.0,21910.0
380,990.0,1020.0,1081.0,1062.0,1071.0,1043.0,1115.0,1122.0,1114.0,1168.0,1164.0,1185.0,1033.0,1756.0,4456.0,5740.0,5284.0,6657.0,1137.0,1327.0,1418.0,1393.0,1329.0,1403.0,1077.0,3423.0,12885.0,16982.0,19532.0,22745.0,1189.0,2697.0,3775.0,3330.0,3284.0,3448.0,995.0,2715.0,17083.0,27976.0,30442.0,39439.0,1230.0,4152.0,12417.0,12165.0,12410.0,16910.0,1059.0,4101.0,19684.0,29767.0,32251.0,41310.0,1231.0,6291.0,15812.0,16647.0,16714.0,18660.0,1003.0,9828.0,19485.0,29151.0,36132.0,42044.0,1254.0,16982.0,21281.0,25059.0,17511.0,29692.0,,,879.0,820.0,,,1122.0,1099.0,21400.0,22906.0
400,1077.0,1107.0,1173.0,1169.0,1180.0,1145.0,1184.0,1197.0,1210.0,1217.0,1239.0,1249.0,1120.0,1843.0,4581.0,5936.0,5458.0,6892.0,1210.0,1411.0,1509.0,1482.0,1421.0,1504.0,1165.0,3551.0,13246.0,17477.0,20135.0,23613.0,1270.0,2782.0,3862.0,3463.0,3354.0,3587.0,1066.0,2831.0,17578.0,29305.0,31726.0,41730.0,1292.0,4270.0,12582.0,12482.0,12840.0,17498.0,1133.0,4275.0,20350.0,31058.0,33914.0,43377.0,1322.0,6415.0,16086.0,17080.0,17339.0,19427.0,1071.0,10325.0,20379.0,30644.0,38459.0,44664.0,1349.0,17254.0,21633.0,25846.0,18036.0,31064.0,,,944.0,891.0,,,1185.0,1142.0,22435.0,23911.0
420,1156.5,1178.5,1227.5,1242.5,1259.5,1219.5,1234.5,1260.5,1263.5,1290.5,1310.5,1332.5,1180.5,1911.5,4671.5,6030.5,5561.5,7075.5,1273.5,1466.5,1553.5,1534.5,1476.5,1583.5,1219.5,3697.5,13484.5,17950.5,20794.5,24166.5,1330.5,2880.5,3946.5,3554.5,3484.5,3716.5,1142.5,2936.5,18049.5,30230.5,32788.5,43405.5,1357.5,4291.5,12676.5,12707.5,13016.5,18078.5,1202.5,4425.5,20884.5,32150.5,34919.5,45197.5,1380.5,6476.5,16133.5,17334.5,17537.5,20133.5,1146.5,10507.5,20867.5,31421.5,39634.5,46503.5,1397.5,17453.5,21768.5,26494.5,18363.5,32124.5,,,992.5,916.5,,,1226.0,1207.0,23222.0,24757.0
440,1218.5,1232.5,1317.5,1309.5,1323.5,1294.5,1297.5,1313.5,1318.5,1360.5,1365.5,1415.5,1239.5,1965.5,4755.5,6171.5,5635.5,7200.5,1327.5,1509.5,1640.5,1618.5,1560.5,1661.5,1289.5,3730.5,13651.5,18189.5,21116.5,24619.5,1410.5,2931.5,4014.5,3635.5,3524.5,3802.5,1188.5,2992.5,18317.5,30544.5,33553.5,44637.5,1417.5,4367.5,12730.5,12832.5,13211.5,18456.5,1263.5,4499.5,21212.5,32557.5,35789.5,46652.5,1434.5,6576.5,16271.5,17582.5,17788.5,20438.5,1215.5,10771.5,21182.5,32058.5,40960.5,47977.5,1459.5,17465.5,21828.5,26576.5,18714.5,33129.5,,,1026.5,967.5,,,1300.0,1262.0,23612.0,25573.0
460,1279.0,1326.0,1377.0,1364.0,1392.0,1366.0,1366.0,1363.0,1399.0,1401.0,1445.0,1471.0,1312.0,2014.0,4825.0,6219.0,5703.0,7301.0,1405.0,1573.0,1688.0,1686.0,1608.0,1729.0,1344.0,3819.0,13746.0,18272.0,21367.0,24767.0,1442.0,2980.0,4063.0,3673.0,3609.0,3883.0,1231.0,3099.0,18599.0,31064.0,34110.0,45759.0,1477.0,4450.0,12853.0,12956.0,13286.0,18815.0,1321.0,4598.0,21501.0,33074.0,36150.0,47574.0,1481.0,6580.0,16342.0,17701.0,18030.0,20860.0,1267.0,10861.0,21447.0,32687.0,42019.0,49083.0,1507.0,17723.0,22087.0,27054.0,19082.0,34033.0,,,1073.0,1034.0,,,1308.5,1308.5,24548.5,26286.5
480,1317.0,1355.0,1414.0,1426.0,1429.0,1436.0,1412.0,1423.0,1445.0,1468.0,1484.0,1530.0,1348.0,2053.0,4880.0,6256.0,5708.0,7314.0,1424.0,1610.0,1741.0,1743.0,1660.0,1807.0,1401.0,3862.0,13771.0,18263.0,21451.0,24933.0,1519.0,3026.0,4137.0,3768.0,3696.0,3968.0,1306.0,3115.0,18602.0,31388.0,34559.0,46417.0,1541.0,4482.0,12905.0,13016.0,13472.0,19216.0,1368.0,4679.0,21740.0,33336.0,36668.0,48134.0,1551.0,6682.0,16420.0,17815.0,18131.0,21220.0,1322.0,10969.0,21583.0,33083.0,42599.0,50323.0,1561.0,17675.0,22068.0,27125.0,19128.0,34816.0,,,1114.0,1058.0,,,1370.5,1347.5,25261.5,27198.5
500,1380.5,1399.5,1481.5,1481.5,1498.5,1464.5,1465.5,1474.5,1482.5,1515.5,1539.5,1597.5,1407.5,2114.5,4908.5,6271.5,5730.5,7281.5,1493.5,1675.5,1814.5,1786.5,1741.5,1854.5,1446.5,3923.5,13691.5,18232.5,21695.5,24749.5,1572.5,3070.5,4189.5,3802.5,3752.5,4076.5,1343.5,3212.5,18509.5,31188.5,34487.5,46193.5,1574.5,4545.5,12915.5,13009.5,13481.5,19118.5,1429.5,4737.5,21953.5,33224.5,36741.5,48268.5,1599.5,6657.5,16320.5,17787.5,18172.5,21564.5,1367.5,11136.5,21771.5,32921.5,42754.5,50439.5,1631.5,17794.5,22121.5,27221.5,19142.5,34847.5,,,1168.5,1128.5,,,1413.0,1408.0,25735.0,27975.0
520,1398.5,1412.5,1517.5,1529.5,1516.5,1495.5,1470.5,1496.5,1512.5,1546.5,1585.5,1626.5,1445.5,2154.5,4925.5,6306.5,5762.5,7362.5,1518.5,1702.5,1815.5,1824.5,1758.5,1914.5,1474.5,3956.5,13804.5,18299.5,21901.5,24902.5,1578.5,3105.5,4210.5,3864.5,3799.5,4083.5,1377.5,3206.5,18765.5,31546.5,34824.5,46911.5,1622.5,4559.5,12951.5,13025.5,13547.5,19380.5,1442.5,4831.5,21888.5,33754.5,36914.5,48654.5,1640.5,6703.5,16441.5,17909.5,18253.5,21481.5,1422.5,11206.5,21858.5,33390.5,43166.5,50968.5,1636.5,17799.5,22235.5,27202.5,19271.5,35281.5,,,1175.5,1160.5,,,1445.0,1431.0,26420.0,28715.0
540,1462.0,1456.0,1547.0,1545.0,1584.0,1560.0,1523.0,1558.0,1570.0,1595.0,1635.0,1683.0,1466.0,2169.0,4945.0,6367.0,5789.0,7462.0,1563.0,1728.0,1874.0,1862.0,1796.0,1966.0,1518.0,4033.0,13846.0,18342.0,22073.0,25110.0,1618.0,3161.0,4280.0,3883.0,3819.0,4143.0,1429.0,3295.0,18801.0,31815.0,35195.0,47385.0,1642.0,4601.0,13055.0,13209.0,13641.0,19569.0,1505.0,4819.0,22103.0,34001.0,37248.0,48978.0,1679.0,6762.0,16475.0,17968.0,18294.0,21686.0,1462.0,11305.0,22052.0,33584.0,43548.0,51087.0,1690.0,17825.0,22239.0,27483.0,19253.0,35471.0,,,1231.0,1170.0,,,1489.5,1475.5,27417.5,29454.5
560,1491.5,1501.5,1567.5,1593.5,1618.5,1586.5,1547.5,1556.5,1589.5,1625.5,1646.5,1713.5,1501.5,2207.5,4987.5,6441.5,5818.5,7501.5,1582.5,1764.5,1894.5,1896.5,1841.5,1985.5,1552.5,4098.5,13946.5,18478.5,22298.5,25122.5,1663.5,3174.5,4284.5,3890.5,3861.5,4209.5,1432.5,3321.5,18898.5,31907.5,35149.5,48206.5,1694.5,4649.5,13116.5,13193.5,13738.5,19576.5,1533.5,4918.5,22246.5,34053.5,37515.5,49377.5,1699.5,6799.5,16582.5,18022.5,18457.5,21887.5,1475.5,11347.5,22127.5,33816.5,43830.5,52075.5,1700.5,17923.5,22302.5,27579.5,19417.5,35789.5,,,1244.5,1212.5,,,1497.5,1498.5,27563.5,30132.5
