time,e20x32gp411_00,e20x32gp411_01,e20x32gp411_02,e20x32gp411_03,e20x32gp411_04,e20x32gp411_05,e34x30MjaKlbA_00,e34x30MjaKlbA_01,e34x30MjaKlbA_02,e34x30MjaKlbA_03,e34x30MjaKlbA_04,e34x30MjaKlbA_05,e20x32gp411_10,e20x32gp411_11,e20x32gp411_12,e20x32gp411_13,e20x32gp411_14,e20x32gp411_15,e34x30MjaKlbA_10,e34x30MjaKlbA_11,e34x30MjaKlbA_12,e34x30MjaKlbA_13,e34x30MjaKlbA_14,e34x30MjaKlbA_15,e20x32gp411_20,e20x32gp411_21,e20x32gp411_22,e20x32gp411_23,e20x32gp411_24,e20x32gp411_25,e34x30MjaKlbA_20,e34x30MjaKlbA_21,e34x30MjaKlbA_22,e34x30MjaKlbA_23,e34x30MjaKlbA_24,e34x30MjaKlbA_25,e20x32gp411_30,e20x32gp411_31,e20x32gp411_32,e20x32gp411_33,e20x32gp411_34,e20x32gp411_35,e34x30MjaKlbA_30,e34x30MjaKlbA_31,e34x30MjaKlbA_32,e34x30MjaKlbA_33,e34x30MjaKlbA_34,e34x30MjaKlbA_35,e20x32gp411_40,e20x32gp411_41,e20x32gp411_42,e20x32gp411_43,e20x32gp411_44,e20x32gp411_45,e34x30MjaKlbA_40,e34x30MjaKlbA_41,e34x30MjaKlbA_42,e34x30MjaKlbA_43,e34x30MjaKlbA_44,e34x30MjaKlbA_45,e20x32gp411_50,e20x32gp411_51,e20x32gp411_52,e20x32gp411_53,e20x32gp411_54,e20x32gp411_55,e34x30MjaKlbA_50,e34x30MjaKlbA_51,e34x30MjaKlbA_52,e34x30MjaKlbA_53,e34x30MjaKlbA_54,e34x30MjaKlbA_55,Blank_Kan_02,Blank_Kan_00,negative-control-kan_01,negative-control-kan_02,Blank_Amp_00,Blank_Amp_01,negative-control-amp_02,negative-control-amp_00,positive-control-amp_01,positive-control-amp_02
580,1530.5,1529.5,1609.5,1626.5,1644.5,1632.5,1570.5,1600.5,1599.5,1645.5,1683.5,1737.5,1545.5,2228.5,5019.5,6444.5,5859.5,7513.5,1611.5,1789.5,1912.5,1954.5,1872.5,2045.5,1591.5,4092.5,13992.5,18444.5,22521.5,25150.5,1701.5,3229.5,4326.5,3938.5,3903.5,4251.5,1456.5,3358.5,18914.5,31982.5,35160.5,47677.5,1697.5,4646.5,13113.5,13201.5,13748.5,19751.5,1556.5,4941.5,22304.5,34183.5,37591.5,49455.5,1721.5,6772.5,16594.5,18034.5,18445.5,21994.5,1521.5,11328.5,22135.5,33460.5,43965.5,51881.5,1742.5,17924.5,22333.5,27426.5,19525.5,35976.5,,,1289.5,1263.5,,,1538.5,1524.5,28248.5,30636.5
600,1538.5,1538.5,1639.5,1637.5,1670.5,1630.5,1598.5,1614.5,1653.5,1682.5,1704.5,1781.5,1562.5,2242.5,5044.5,6456.5,5835.5,7524.5,1636.5,1812.5,1922.5,1950.5,1882.5,2068.5,1610.5,4134.5,13927.5,18319.5,22492.5,25178.5,1716.5,3243.5,4333.5,3976.5,3931.5,4294.5,1489.5,3382.5,19027.5,32026.5,35170.5,48092.5,1734.5,4682.5,13098.5,13281.5,13759.5,19952.5,1582.5,4935.5,22125.5,34169.5,37620.5,49690.5,1750.5,6850.5,16609.5,18072.5,18503.5,21992.5,1531.5,11215.5,22047.5,33663.5,43903.5,52089.5,1771.5,17988.5,22410.5,27670.5,19493.5,36403.5,,,1297.5,1269.5,,,1571.5,1541.5,28900.5,31517.5
620,1567.5,1567.5,1664.5,1691.5,1703.5,1676.5,1623.5,1634.5,1682.5,1712.5,1764.5,1839.5,1603.5,2274.5,5077.5,6501.5,5880.5,7561.5,1674.5,1833.5,1975.5,1985.5,1922.5,2111.5,1639.5,4218.5,13939.5,18400.5,22645.5,24930.5,1737.5,3263.5,4353.5,3995.5,3925.5,4361.5,1526.5,3418.5,18981.5,32183.5,35451.5,47820.5,1763.5,4683.5,13162.5,13350.5,13800.5,19936.5,1615.5,4957.5,22107.5,34025.5,37458.5,49779.5,1785.5,6879.5,16563.5,18060.5,18495.5,22146.5,1563.5,11316.5,21864.5,33600.5,44024.5,51746.5,1803.5,17972.5,22394.5,27609.5,19485.5,36697.5,,,1328.5,1292.5,,,1591.5,1581.5,29067.5,32108.5
640,1580.5,1596.5,1690.5,1703.5,1716.5,1693.5,1663.5,1681.5,1719.5,1754.5,1784.5,1877.5,1608.5,2315.5,5088.5,6560.5,5886.5,7589.5,1692.5,1876.5,1993.5,2019.5,1938.5,2141.5,1649.5,4237.5,14003.5,18457.5,22917.5,25114.5,1762.5,3301.5,4386.5,4018.5,3977.5,4392.5,1548.5,3450.5,19199.5,32277.5,35608.5,48565.5,1783.5,4715.5,13155.5,13397.5,13789.5,19947.5,1635.5,4981.5,22232.5,34160.5,37665.5,49949.5,1799.5,6908.5,16640.5,18184.5,18514.5,22175.5,1607.5,11318.5,21949.5,33902.5,44635.5,52618.5,1826.5,17955.5,22363.5,27558.5,19657.5,36895.5,,,1354.5,1320.5,,,1658.5,1597.5,29559.5,32519.5
660,1607.0,1624.0,1719.0,1730.0,1755.0,1735.0,1665.0,1704.0,1723.0,1774.0,1822.0,1901.0,1640.0,2332.0,5128.0,6618.0,5960.0,7650.0,1711.0,1888.0,2037.0,2042.0,1986.0,2177.0,1697.0,4292.0,14081.0,18454.0,23089.0,25283.0,1814.0,3335.0,4418.0,4053.0,4030.0,4416.0,1573.0,3460.0,19345.0,32522.0,35898.0,48713.0,1816.0,4797.0,13287.0,13387.0,13944.0,20083.0,1684.0,5097.0,22401.0,34527.0,37949.0,50492.0,1835.0,6975.0,16674.0,18332.0,18641.0,22358.0,1639.0,11400.0,22121.0,33909.0,44990.0,52916.0,1852.0,18153.0,22518.0,27720.0,19586.0,36638.0,,,1372.0,1334.0,,,1654.0,1613.0,29410.0,32678.0
680,1660.5,1647.5,1743.5,1773.5,1785.5,1760.5,1724.5,1738.5,1781.5,1806.5,1856.5,1944.5,1688.5,2362.5,5157.5,6585.5,5979.5,7681.5,1751.5,1907.5,2083.5,2080.5,1995.5,2208.5,1704.5,4292.5,14064.5,18442.5,23215.5,25447.5,1814.5,3346.5,4479.5,4099.5,4054.5,4449.5,1594.5,3487.5,19218.5,32356.5,35783.5,48879.5,1848.5,4804.5,13331.5,13486.5,13959.5,20262.5,1695.5,5082.5,22327.5,34503.5,37875.5,50238.5,1870.5,7026.5,16706.5,18403.5,18811.5,22666.5,1671.5,11360.5,21926.5,33692.5,44727.5,52692.5,1866.5,18227.5,22633.5,27816.5,19797.5,37226.5,,,1426.5,1370.5,,,1664.0,1646.0,29628.0,33132.0
700,1692.5,1676.5,1774.5,1787.5,1806.5,1794.5,1752.5,1745.5,1785.5,1827.5,1882.5,1969.5,1707.5,2380.5,5193.5,6654.5,6040.5,7788.5,1793.5,1935.5,2087.5,2122.5,2024.5,2267.5,1745.5,4426.5,14187.5,18493.5,23474.5,25701.5,1848.5,3376.5,4478.5,4123.5,4103.5,4512.5,1638.5,3512.5,19472.5,32547.5,36053.5,49210.5,1882.5,4859.5,13334.5,13530.5,14024.5,20336.5,1700.5,5109.5,22491.5,34517.5,38323.5,50599.5,1906.5,7051.5,16876.5,18472.5,18809.5,22634.5,1685.5,11468.5,21998.5,34076.5,44976.5,54110.5,1908.5,18218.5,22781.5,27845.5,19808.5,37317.5,,,1432.5,1393.5,,,1689.0,1649.0,30099.0,33241.0
720,1709.5,1702.5,1794.5,1795.5,1829.5,1819.5,1768.5,1771.5,1831.5,1864.5,1905.5,2012.5,1720.5,2409.5,5248.5,6680.5,6086.5,7799.5,1788.5,1969.5,2106.5,2139.5,2049.5,2293.5,1757.5,4406.5,14258.5,18568.5,23598.5,25760.5,1873.5,3424.5,4532.5,4163.5,4086.5,4541.5,1659.5,3550.5,19397.5,32737.5,36083.5,49412.5,1892.5,4870.5,13391.5,13580.5,14129.5,20382.5,1756.5,5153.5,22576.5,34638.5,38521.5,50757.5,1919.5,7063.5,16867.5,18525.5,18924.5,22762.5,1708.5,11493.5,21955.5,34080.5,45110.5,54190.5,1948.5,18440.5,22825.5,27957.5,19992.5,37636.5,,,1458.5,1411.5,,,1709.5,1664.5,29931.5,33497.5
740,1742.0,1716.0,1807.0,1843.0,1845.0,1832.0,1781.0,1822.0,1837.0,1880.0,1937.0,2023.0,1742.0,2432.0,5214.0,6658.0,6135.0,7824.0,1803.0,1989.0,2125.0,2153.0,2072.0,2305.0,1785.0,4417.0,14219.0,18557.0,23733.0,25758.0,1886.0,3415.0,4526.0,4171.0,4128.0,4580.0,1655.0,3559.0,19398.0,32632.0,36330.0,49319.0,1905.0,4895.0,13387.0,13618.0,14065.0,20392.0,1754.0,5180.0,22505.0,34633.0,38432.0,50853.0,1924.0,7066.0,16882.0,18528.0,18839.0,22861.0,1739.0,11462.0,21849.0,33902.0,44941.0,54223.0,1951.0,18341.0,22629.0,27927.0,20060.0,37805.0,,,1477.0,1410.0,,,1710.0,1672.0,30330.0,33553.0
760,1753.0,1740.0,1816.0,1842.0,1867.0,1870.0,1802.0,1828.0,1857.0,1898.0,1969.0,2077.0,1772.0,2451.0,5309.0,6718.0,6131.0,7884.0,1843.0,2006.0,2150.0,2173.0,2103.0,2353.0,1837.0,4508.0,14339.0,18587.0,23918.0,25708.0,1925.0,3448.0,4574.0,4218.0,4144.0,4608.0,1719.0,3612.0,19577.0,32803.0,36349.0,49757.0,1948.0,4914.0,13481.0,13547.0,14058.0,20461.0,1782.0,5215.0,22525.0,34723.0,38421.0,51200.0,1948.0,7116.0,17061.0,18509.0,18798.0,22868.0,1774.0,11548.0,21991.0,33992.0,45384.0,54307.0,1988.0,18379.0,22740.0,27911.0,19909.0,37672.0,,,1495.0,1459.0,,,1727.0,1710.0,30381.0,34049.0
780,1783.0,1761.0,1842.0,1891.0,1893.0,1881.0,1849.0,1850.0,1870.0,1906.0,1982.0,2089.0,1789.0,2457.0,5309.0,6718.0,6186.0,7919.0,1854.0,2018.0,2171.0,2200.0,2113.0,2372.0,1854.0,4513.0,14390.0,18548.0,24099.0,25792.0,1912.0,3465.0,4563.0,4201.0,4154.0,4616.0,1725.0,3596.0,19572.0,32780.0,36496.0,49798.0,1962.0,4912.0,13434.0,13582.0,14079.0,20538.0,1828.0,5225.0,22594.0,34725.0,38528.0,51169.0,1972.0,7120.0,17022.0,18526.0,18851.0,22912.0,1796.0,11522.0,21874.0,33767.0,45294.0,54607.0,1978.0,18322.0,22770.0,27891.0,20047.0,37768.0,,,1504.0,1476.0,,,1765.5,1707.5,30660.5,33933.5
800,1808.5,1754.5,1844.5,1865.5,1900.5,1927.5,1841.5,1856.5,1909.5,1967.5,2004.5,2129.5,1821.5,2490.5,5317.5,6739.5,6199.5,7909.5,1878.5,2066.5,2169.5,2235.5,2139.5,2409.5,1855.5,4585.5,14370.5,18586.5,24250.5,25765.5,1966.5,3470.5,4608.5,4258.5,4219.5,4663.5,1742.5,3628.5,19486.5,32869.5,36572.5,49869.5,1978.5,4960.5,13457.5,13553.5,14080.5,20530.5,1827.5,5208.5,22432.5,34725.5,38314.5,51354.5,2003.5,7144.5,17053.5,18521.5,18821.5,22933.5,1809.5,11536.5,21813.5,33810.5,45415.5,54585.5,2019.5,18489.5,22729.5,28052.5,19971.5,37955.5,,,1531.5,1497.5,,,1756.5,1715.5,30824.5,34321.5
820,1823.0,1778.0,1883.0,1907.0,1941.0,1930.0,1877.0,1883.0,1934.0,1990.0,2047.0,2158.0,1838.0,2491.0,5312.0,6769.0,6242.0,7928.0,1914.0,2088.0,2217.0,2259.0,2162.0,2423.0,1876.0,4569.0,14404.0,18552.0,24404.0,25929.0,1969.0,3492.0,4638.0,4259.0,4230.0,4658.0,1762.0,3664.0,19574.0,33068.0,36793.0,50023.0,2021.0,4972.0,13492.0,13573.0,14175.0,20470.0,1848.0,5248.0,22463.0,35000.0,38636.0,51613.0,2031.0,7151.0,17051.0,18599.0,18864.0,22885.0,1841.0,11559.0,21964.0,34064.0,45578.0,55660.0,2045.0,18470.0,22748.0,27952.0,19971.0,37827.0,,,1563.0,1507.0,,,1783.5,1758.5,30893.5,34530.5
840,1838.5,1813.5,1889.5,1905.5,1961.5,1946.5,1883.5,1921.5,1943.5,1990.5,2061.5,2191.5,1863.5,2523.5,5348.5,6788.5,6282.5,7939.5,1915.5,2112.5,2211.5,2250.5,2192.5,2454.5,1901.5,4129.5,14451.5,18550.5,24499.5,25864.5,2012.5,3530.5,4630.5,4289.5,4223.5,4705.5,1773.5,3646.5,19524.5,32860.5,36629.5,49980.5,2020.5,4986.5,13527.5,13597.5,14155.5,20469.5,1869.5,5198.5,22414.5,34793.5,38455.5,51614.5,2051.5,7187.5,17057.5,18536.5,18894.5,22938.5,1837.5,11446.5,21789.5,33704.5,45562.5,54461.5,2058.5,18514.5,22758.5,28148.5,20109.5,37847.5,,,1572.5,1534.5,,,1795.5,1751.5,31135.5,34757.5
860,1868.0,1832.0,1914.0,1936.0,1971.0,1988.0,1903.0,1939.0,1988.0,2037.0,2077.0,2231.0,1873.0,2546.0,5386.0,6763.0,6300.0,7991.0,1919.0,2105.0,2261.0,2294.0,2200.0,2495.0,1913.0,4138.0,14433.0,18613.0,24759.0,25787.0,2018.0,3568.0,4657.0,4304.0,4286.0,4755.0,1802.0,3683.0,19552.0,32979.0,37342.0,50255.0,2051.0,5037.0,13502.0,13646.0,14172.0,20697.0,1891.0,5235.0,22449.0,35131.0,38744.0,51984.0,2046.0,7235.0,17086.0,18630.0,19018.0,23074.0,1870.0,11518.0,21856.0,33783.0,45904.0,54608.0,2078.0,18533.0,22920.0,28112.0,20199.0,38264.0,,,1598.0,1543.0,,,1817.0,1766.0,31448.0,35012.0
880,1896.5,1839.5,1943.5,1973.5,1997.5,2023.5,1916.5,1960.5,2007.5,2051.5,2107.5,2246.5,1897.5,2558.5,5395.5,6805.5,6377.5,7990.5,1963.5,2156.5,2280.5,2308.5,2218.5,2509.5,1934.5,4126.5,14423.5,18557.5,24979.5,25911.5,2051.5,3577.5,4708.5,4298.5,4297.5,4859.5,1819.5,3725.5,19509.5,33181.5,37621.5,50180.5,2066.5,5042.5,13530.5,13673.5,14193.5,20618.5,1924.5,5306.5,22391.5,34941.5,38540.5,51718.5,2080.5,7259.5,17165.5,18565.5,18905.5,23121.5,1914.5,11518.5,21752.5,33719.5,45739.5,54722.5,2127.5,18506.5,23007.5,28147.5,20190.5,38353.5,,,1614.5,1564.5,,,1840.0,1790.0,31260.0,35222.0
900,1926.5,1869.5,1969.5,1996.5,2019.5,2030.5,1965.5,1988.5,2032.5,2099.5,2154.5,2293.5,1931.5,2612.5,5441.5,6851.5,6375.5,8020.5,1975.5,2160.5,2299.5,2333.5,2259.5,2555.5,1988.5,4216.5,14434.5,18571.5,24924.5,25986.5,2070.5,3596.5,4762.5,4307.5,4308.5,4840.5,1869.5,3751.5,19663.5,33125.5,37500.5,50102.5,2109.5,5075.5,13497.5,13712.5,14182.5,20756.5,1946.5,5316.5,22578.5,35097.5,38698.5,52152.5,2137.5,7240.5,17118.5,18531.5,18970.5,23137.5,1917.5,11491.5,21712.5,33650.5,45560.5,54717.5,2134.5,18576.5,22796.5,28070.5,20157.5,38520.5,,,1640.5,1600.5,,,1828.0,1834.0,31669.0,35609.0
