time,e32x32NrdJ1_0,e32x33NrdJ1_0,e32x30SspGyrB_0,e32x32NrdA2_0,e32x32gp411_0,e32x32gp418_0,e32x32NrdJ1_1,e32x33NrdJ1_1,e32x30SspGyrB_1,e32x32NrdA2_1,e32x32gp411_1,e32x32gp418_1,e33x32STPhoRadA_0,e33x30STPhoRadA_0,e33x30MjaKlbA_0,e33x32NrdA2_0,e33x30SspGyrB_0,e33x33NrdA2_0,e33x32STPhoRadA_1,e33x30STPhoRadA_1,e33x30MjaKlbA_1,e33x32NrdA2_1,e33x30SspGyrB_1,e33x33NrdA2_1,e34x30STNpuSspS2_0,e34x32gp411_0,e34x30SspGyrB_0,e34x30MjaKlbA_0,e34x32STIMPDH1_0,e34x32M86_0,e34x30STNpuSspS2_1,e34x32gp411_1,e34x30SspGyrB_1,e34x30MjaKlbA_1,e34x32STIMPDH1_1,e34x32M86_1,e38x32M86_0,e38x32gp418_0,e38x33MjaKlbA_0,e38x33NrdJ1_0,e38x30NpuSspS1_0,e38x30TerThyXS2_0,e38x32M86_1,e38x32gp418_1,e38x33MjaKlbA_1,e38x33NrdJ1_1,e38x30NpuSspS1_1,e38x30TerThyXS2_1,e41x30STsSspDnaX_0,e41x32NrdA2_0,e41x30SspGyrB_0,e41x32NrdJ1_0,e41x32M86_0,e41x32STPhoRadA_0,e41x30STsSspDnaX_1,e41x32NrdA2_1,e41x30SspGyrB_1,e41x32NrdJ1_1,e41x32M86_1,e41x32STPhoRadA_1,e42x32STIMPDH1_0,e42x32NrdA2_0,e42x32NrdJ1_0,e42x32M86_0,e42x33NrdJ1_0,e42x30SspGyrB_0,e42x32STIMPDH1_1,e42x32NrdA2_1,e42x32NrdJ1_1,e42x32M86_1,e42x33NrdJ1_1,e42x30SspGyrB_1,blank-kan_0,blank-kan_0,negative-control-kan_0,negative-control-kan_0,blank-amp_0,blank-amp_0,negative-control-amp_0,negative-control-amp_0,positive-control-amp_0,positive-control-amp_0
700,870.0,821.0,762.0,753.0,744.0,746.0,19071.0,13386.0,16067.0,3765.0,32335.0,1356.0,847.0,782.0,733.0,744.0,723.0,740.0,5625.0,6575.0,7292.0,2521.0,1981.0,1226.0,964.0,855.0,807.0,810.0,794.0,813.0,2813.0,12256.0,3580.0,9222.0,6300.0,3202.0,919.0,837.0,798.0,821.0,798.0,789.0,19447.0,14513.0,15042.0,24720.0,5029.0,9686.0,841.0,767.0,739.0,733.0,741.0,741.0,11124.0,6989.0,5077.0,18356.0,2869.0,3530.0,844.0,747.0,749.0,732.0,715.0,723.0,15434.0,2953.0,4660.0,2703.0,2342.0,4920.0,,,666.0,648.0,,,774.5,746.5,12609.5,14555.5
720,901.0,843.0,788.0,775.0,763.0,767.0,19125.0,13515.0,16084.0,3757.0,32499.0,1386.0,877.0,798.0,755.0,754.0,742.0,758.0,5643.0,6640.0,7342.0,2519.0,2008.0,1253.0,983.0,876.0,822.0,820.0,808.0,828.0,2824.0,12268.0,3601.0,9289.0,6302.0,3191.0,947.0,850.0,814.0,847.0,813.0,799.0,19483.0,14568.0,15055.0,24849.0,5082.0,9755.0,866.0,785.0,761.0,761.0,761.0,747.0,11054.0,7063.0,5079.0,18301.0,2900.0,3365.0,854.0,767.0,751.0,738.0,718.0,728.0,15441.0,2965.0,4663.0,2724.0,2358.0,4968.0,,,662.0,658.0,,,790.0,756.0,12766.0,14573.0
740,904.5,845.5,795.5,776.5,766.5,771.5,19061.5,13499.5,16125.5,3761.5,32522.5,1393.5,880.5,812.5,754.5,769.5,750.5,765.5,5665.5,6695.5,7373.5,2506.5,2007.5,1268.5,1003.5,879.5,834.5,831.5,816.5,836.5,2856.5,12281.5,3593.5,9272.5,6272.5,3202.5,948.5,871.5,821.5,847.5,822.5,811.5,19543.5,14684.5,15171.5,24968.5,5079.5,9777.5,881.5,791.5,760.5,764.5,766.5,760.5,11045.5,7081.5,5073.5,18270.5,2903.5,3386.5,878.5,769.5,765.5,760.5,733.5,740.5,15445.5,2979.5,4672.5,2734.5,2369.5,4959.5,,,687.5,672.5,,,797.5,764.5,12829.5,14701.5
760,928.5,855.5,804.5,794.5,766.5,788.5,19042.5,13403.5,16122.5,3766.5,32942.5,1396.5,902.5,819.5,771.5,779.5,762.5,767.5,5635.5,6639.5,7399.5,2512.5,2011.5,1283.5,1023.5,897.5,844.5,840.5,821.5,843.5,2855.5,12249.5,3584.5,9211.5,6232.5,3195.5,966.5,875.5,838.5,856.5,824.5,808.5,19562.5,14688.5,15173.5,24871.5,5067.5,9800.5,892.5,800.5,774.5,776.5,770.5,772.5,11048.5,7126.5,5067.5,18230.5,2920.5,3374.5,895.5,795.5,774.5,769.5,740.5,759.5,15393.5,2989.5,4674.5,2749.5,2389.5,4951.5,,,688.5,685.5,,,810.5,781.5,12841.5,14900.5
780,932.0,867.0,806.0,795.0,771.0,794.0,19005.0,13509.0,15996.0,3766.0,32576.0,1418.0,924.0,830.0,784.0,781.0,761.0,780.0,5677.0,6679.0,7385.0,2535.0,2019.0,1290.0,1033.0,917.0,856.0,842.0,829.0,850.0,2854.0,12258.0,3606.0,9198.0,6236.0,3214.0,981.0,877.0,843.0,871.0,835.0,824.0,19623.0,14644.0,15135.0,24985.0,5057.0,9870.0,903.0,820.0,777.0,788.0,791.0,783.0,10983.0,7168.0,5064.0,18194.0,2920.0,3391.0,907.0,805.0,782.0,778.0,744.0,757.0,15414.0,2972.0,4672.0,2760.0,2399.0,4986.0,,,701.0,701.0,,,807.0,789.0,12960.0,14993.0
800,958.0,885.0,822.0,802.0,792.0,803.0,20498.0,13531.0,15952.0,3884.0,32737.0,1440.0,925.0,853.0,796.0,800.0,780.0,790.0,5636.0,6692.0,7379.0,2543.0,2042.0,1309.0,1045.0,918.0,866.0,867.0,845.0,864.0,2871.0,12267.0,3603.0,9196.0,6233.0,3201.0,1000.0,893.0,847.0,880.0,853.0,835.0,19531.0,14562.0,15253.0,25000.0,5049.0,9877.0,914.0,825.0,791.0,791.0,792.0,782.0,10886.0,6998.0,5015.0,18181.0,2927.0,3410.0,927.0,803.0,800.0,792.0,764.0,778.0,15377.0,2988.0,4647.0,2765.0,2399.0,5018.0,,,720.0,705.0,,,822.5,804.5,12942.5,15020.5
820,963.0,903.0,842.0,815.0,813.0,815.0,20916.0,13558.0,16005.0,3911.0,32809.0,1470.0,950.0,865.0,809.0,808.0,795.0,814.0,5651.0,6700.0,7449.0,2555.0,2062.0,1328.0,1070.0,945.0,889.0,874.0,861.0,884.0,2878.0,13107.0,3607.0,9194.0,6223.0,3241.0,1008.0,913.0,874.0,894.0,866.0,845.0,19684.0,14603.0,15207.0,25152.0,5070.0,9993.0,936.0,835.0,810.0,812.0,805.0,804.0,10819.0,7143.0,5037.0,18213.0,2953.0,3442.0,951.0,824.0,815.0,815.0,779.0,791.0,15351.0,2996.0,4680.0,2790.0,2430.0,5086.0,,,738.0,719.0,,,835.0,806.0,13072.0,15144.0
840,973.0,911.0,842.0,832.0,808.0,817.0,20793.0,14303.0,15988.0,4109.0,32772.0,1468.0,964.0,863.0,810.0,813.0,798.0,807.0,5638.0,6713.0,7461.0,2565.0,2057.0,1338.0,1075.0,942.0,890.0,882.0,868.0,876.0,2882.0,12750.0,3602.0,9167.0,6704.0,3374.0,1023.0,919.0,866.0,890.0,869.0,832.0,19608.0,14621.0,15256.0,25130.0,5049.0,9939.0,952.0,845.0,810.0,806.0,812.0,801.0,10771.0,7137.0,5037.0,18122.0,2956.0,3428.0,964.0,821.0,811.0,810.0,780.0,786.0,15380.0,3008.0,4683.0,2794.0,2418.0,5052.0,,,741.0,730.0,,,839.5,807.5,13068.5,15374.5
860,1004.5,935.5,856.5,843.5,824.5,832.5,20618.5,14285.5,15988.5,4169.5,33041.5,1490.5,969.5,882.5,819.5,828.5,809.5,824.5,5622.5,6720.5,7463.5,2566.5,2066.5,1350.5,1108.5,956.5,904.5,894.5,879.5,896.5,2898.5,12673.5,3599.5,9159.5,6577.5,3332.5,1048.5,938.5,869.5,908.5,881.5,861.5,19566.5,14521.5,15175.5,25134.5,5051.5,10072.5,982.5,863.5,825.5,825.5,831.5,821.5,10711.5,7168.5,4991.5,18016.5,2973.5,3499.5,979.5,847.5,836.5,819.5,792.5,805.5,15314.5,3037.5,4647.5,2812.5,2465.5,5104.5,,,748.5,736.5,,,851.0,824.0,13153.0,15442.0
880,1002.0,945.0,868.0,848.0,835.0,843.0,21279.0,14243.0,20675.0,4230.0,33321.0,1519.0,989.0,895.0,838.0,836.0,817.0,828.0,5609.0,6740.0,7510.0,2594.0,2091.0,1374.0,1119.0,985.0,911.0,903.0,888.0,905.0,3089.0,13463.0,3603.0,9153.0,6595.0,3329.0,1067.0,944.0,897.0,919.0,892.0,873.0,19624.0,14541.0,15296.0,25299.0,5047.0,10109.0,986.0,877.0,833.0,825.0,838.0,827.0,10684.0,7837.0,4996.0,18062.0,2995.0,4015.0,997.0,865.0,845.0,833.0,804.0,821.0,15290.0,3037.0,4659.0,2829.0,2462.0,5270.0,,,769.0,754.0,,,864.0,825.0,13446.0,15422.0
900,1023.0,961.0,878.0,856.0,837.0,858.0,20915.0,14005.0,18798.0,4299.0,33326.0,1535.0,1014.0,913.0,847.0,846.0,826.0,841.0,5612.0,6723.0,7514.0,2595.0,2088.0,1385.0,1134.0,992.0,927.0,917.0,908.0,918.0,3087.0,13353.0,3613.0,9146.0,6603.0,3383.0,1082.0,966.0,907.0,930.0,899.0,890.0,19611.0,14608.0,15268.0,25313.0,5054.0,10137.0,1003.0,888.0,842.0,845.0,849.0,843.0,10638.0,6791.0,4977.0,17966.0,3010.0,3882.0,1011.0,879.0,853.0,849.0,828.0,829.0,15158.0,3042.0,4678.0,2835.0,2492.0,5277.0,,,785.0,773.0,,,869.5,835.5,15756.5,15901.5
920,1037.0,968.0,887.0,872.0,858.0,861.0,20948.0,14228.0,18330.0,4078.0,33376.0,1549.0,1038.0,923.0,862.0,862.0,835.0,854.0,5601.0,6733.0,7527.0,2606.0,2103.0,1414.0,1152.0,1007.0,936.0,925.0,912.0,927.0,3056.0,13055.0,3596.0,9158.0,6605.0,3369.0,1091.0,967.0,922.0,938.0,902.0,892.0,19597.0,14525.0,15272.0,25425.0,5063.0,10221.0,1013.0,898.0,855.0,843.0,853.0,834.0,10601.0,6764.0,4951.0,17837.0,2874.0,3710.0,1020.0,886.0,875.0,855.0,826.0,823.0,15171.0,3038.0,4684.0,2846.0,2507.0,5316.0,,,794.0,773.0,,,880.0,850.0,14564.0,16103.0
940,1043.5,973.5,896.5,873.5,855.5,866.5,21324.5,14341.5,18753.5,4158.5,35161.5,1568.5,1029.5,934.5,857.5,860.5,843.5,857.5,5583.5,6717.5,7508.5,2604.5,2115.5,1406.5,1156.5,1019.5,936.5,928.5,914.5,934.5,3064.5,13056.5,3617.5,9181.5,6621.5,3365.5,1096.5,982.5,925.5,932.5,911.5,895.5,19596.5,14553.5,15338.5,25383.5,5070.5,10228.5,1029.5,901.5,860.5,851.5,858.5,840.5,10570.5,6778.5,4969.5,17816.5,2874.5,3773.5,1032.5,895.5,864.5,848.5,829.5,845.5,15215.5,3061.5,4652.5,2860.5,2501.5,5361.5,,,791.5,780.5,,,890.5,863.5,16573.5,15846.5
960,1061.5,1006.5,916.5,894.5,871.5,889.5,21219.5,14412.5,21926.5,4323.5,40429.5,1597.5,1053.5,954.5,881.5,877.5,860.5,875.5,5598.5,6739.5,7671.5,2624.5,2118.5,1435.5,1183.5,1031.5,959.5,945.5,938.5,957.5,3088.5,13119.5,3627.5,9196.5,6671.5,3400.5,1118.5,1005.5,938.5,963.5,932.5,909.5,19628.5,14426.5,15401.5,25578.5,5061.5,10371.5,1048.5,921.5,879.5,875.5,871.5,850.5,10514.5,6799.5,4971.5,17812.5,2894.5,4775.5,1059.5,916.5,890.5,876.5,847.5,855.5,15114.5,3058.5,4673.5,2874.5,2516.5,5370.5,,,809.5,805.5,,,898.0,850.0,14709.0,16048.0
980,1068.5,1014.5,926.5,905.5,889.5,895.5,21693.5,14521.5,19061.5,4228.5,39801.5,1598.5,1074.5,969.5,883.5,881.5,868.5,874.5,5592.5,6733.5,7555.5,2622.5,2135.5,1446.5,1204.5,1050.5,967.5,951.5,931.5,965.5,3121.5,13079.5,3595.5,9176.5,6683.5,3384.5,1137.5,1019.5,948.5,965.5,928.5,913.5,19618.5,14477.5,15580.5,25498.5,5042.5,10405.5,1061.5,932.5,878.5,883.5,883.5,864.5,10421.5,6811.5,4933.5,17724.5,2895.5,4556.5,1079.5,934.5,905.5,891.5,851.5,864.5,15151.5,3081.5,4657.5,2882.5,2656.5,5427.5,,,835.5,807.5,,,900.0,865.0,14618.0,16079.0
1000,1075.5,1026.5,935.5,905.5,897.5,898.5,22464.5,14569.5,18389.5,4474.5,40003.5,1619.5,1087.5,983.5,898.5,883.5,861.5,887.5,5578.5,6722.5,7545.5,2645.5,2156.5,1471.5,1207.5,1043.5,978.5,967.5,945.5,974.5,3122.5,13102.5,3638.5,9164.5,6671.5,3392.5,1157.5,1017.5,956.5,984.5,936.5,928.5,19529.5,14461.5,15862.5,31095.5,5061.5,10510.5,1076.5,948.5,896.5,885.5,891.5,882.5,10469.5,6775.5,4937.5,17742.5,2924.5,4430.5,1093.5,941.5,907.5,894.5,857.5,874.5,15746.5,3095.5,4670.5,2884.5,2643.5,5467.5,,,850.5,820.5,,,915.0,866.0,15893.0,16139.0
1020,1091.5,1040.5,937.5,913.5,907.5,910.5,22649.5,14299.5,22920.5,4423.5,40359.5,1639.5,1100.5,988.5,909.5,906.5,885.5,901.5,5571.5,6758.5,7585.5,2659.5,2170.5,1480.5,1231.5,1069.5,986.5,972.5,960.5,981.5,3138.5,13702.5,3620.5,9149.5,6690.5,3420.5,1156.5,1042.5,964.5,978.5,951.5,928.5,19437.5,14445.5,15854.5,31257.5,5016.5,10716.5,1087.5,961.5,896.5,898.5,892.5,894.5,10353.5,6778.5,4916.5,17654.5,2921.5,4507.5,1111.5,952.5,911.5,906.5,880.5,877.5,15610.5,3072.5,4672.5,2893.5,2623.5,5372.5,,,851.5,834.5,,,923.0,876.0,14915.0,16090.0
1040,1102.5,1050.5,944.5,917.5,912.5,907.5,22471.5,13875.5,24537.5,4304.5,40768.5,1648.5,1102.5,1000.5,903.5,905.5,890.5,898.5,5559.5,6718.5,7568.5,2647.5,2181.5,1488.5,1234.5,1074.5,999.5,976.5,959.5,989.5,3146.5,13376.5,3618.5,9143.5,6708.5,3407.5,1170.5,1048.5,955.5,988.5,953.5,945.5,19473.5,14405.5,15777.5,31461.5,5018.5,10713.5,1101.5,962.5,899.5,903.5,907.5,894.5,10369.5,6744.5,4904.5,17554.5,2921.5,4568.5,1120.5,953.5,926.5,907.5,874.5,887.5,15498.5,3090.5,4650.5,2882.5,2616.5,5427.5,,,864.5,842.5,,,920.5,882.5,16582.5,16155.5
1060,1114.5,1059.5,966.5,931.5,915.5,924.5,22379.5,14235.5,23095.5,4056.5,41023.5,1659.5,1118.5,1015.5,928.5,924.5,909.5,912.5,5541.5,6722.5,7538.5,2656.5,2189.5,1514.5,1258.5,1094.5,994.5,981.5,974.5,997.5,3145.5,13346.5,3637.5,9147.5,6695.5,3453.5,1184.5,1048.5,991.5,1000.5,964.5,946.5,19414.5,14366.5,15800.5,31526.5,5012.5,10948.5,1114.5,978.5,915.5,910.5,915.5,903.5,10279.5,6791.5,4904.5,17581.5,2934.5,4606.5,1138.5,974.5,936.5,915.5,889.5,901.5,15462.5,3087.5,4686.5,2913.5,2650.5,5526.5,,,881.5,856.5,,,929.0,892.0,16715.0,16530.0
1080,1119.5,1070.5,982.5,943.5,925.5,944.5,22583.5,14152.5,19728.5,4142.5,41088.5,1674.5,1134.5,1021.5,933.5,929.5,910.5,925.5,5534.5,6755.5,7588.5,2681.5,2212.5,1516.5,1277.5,1107.5,1010.5,1001.5,977.5,1008.5,3167.5,13335.5,3643.5,9114.5,6764.5,3494.5,1210.5,1063.5,981.5,1008.5,986.5,960.5,19345.5,14295.5,15738.5,31670.5,5027.5,11073.5,1137.5,980.5,927.5,917.5,933.5,927.5,10250.5,6771.5,4896.5,17620.5,2954.5,4678.5,1153.5,980.5,943.5,928.5,893.5,913.5,15407.5,3092.5,4665.5,2923.5,2660.5,5512.5,,,896.5,868.5,,,941.0,914.0,15137.0,16401.0
1100,1119.0,1094.0,990.0,952.0,929.0,954.0,22861.0,14120.0,20206.0,4173.0,41569.0,1700.0,1143.0,1035.0,947.0,942.0,928.0,935.0,5542.0,6720.0,7639.0,2696.0,2217.0,1551.0,1285.0,1126.0,1029.0,1016.0,996.0,1022.0,3197.0,13415.0,3667.0,9168.0,6820.0,3539.0,1217.0,1090.0,1004.0,1017.0,993.0,969.0,19354.0,14319.0,15755.0,31845.0,5024.0,11317.0,1143.0,1004.0,950.0,932.0,937.0,927.0,10233.0,6789.0,4890.0,17582.0,2979.0,4768.0,1170.0,990.0,958.0,948.0,913.0,918.0,15357.0,3112.0,4666.0,2929.0,2705.0,5462.0,,,900.0,876.0,,,957.5,913.5,15036.5,16772.5
1120,1137.5,1113.5,1011.5,967.5,951.5,968.5,23004.5,14607.5,20194.5,4142.5,41399.5,1698.5,1170.5,1053.5,952.5,949.5,932.5,951.5,5540.5,6766.5,7650.5,2691.5,2228.5,1554.5,1304.5,1131.5,1039.5,1022.5,1006.5,1028.5,3205.5,13451.5,3654.5,9140.5,6822.5,3617.5,1231.5,1093.5,1014.5,1034.5,1005.5,984.5,19287.5,14311.5,15725.5,31914.5,5032.5,11166.5,1155.5,1018.5,951.5,945.5,949.5,926.5,10203.5,6766.5,4889.5,17497.5,2982.5,4803.5,1190.5,1006.5,963.5,958.5,924.5,926.5,15318.5,3118.5,4683.5,2951.5,2697.5,5492.5,,,918.5,882.5,,,959.0,924.0,14778.0,16548.0
1140,1130.5,1121.5,1008.5,977.5,955.5,974.5,22952.5,14590.5,20457.5,4713.5,41559.5,1723.5,1180.5,1056.5,961.5,959.5,928.5,964.5,5538.5,6756.5,7599.5,2701.5,2235.5,1572.5,1319.5,1148.5,1048.5,1029.5,1019.5,1044.5,3191.5,13395.5,3658.5,9170.5,6863.5,3669.5,1264.5,1109.5,1028.5,1041.5,1016.5,993.5,19325.5,14239.5,15673.5,32046.5,5008.5,11553.5,1172.5,1031.5,965.5,954.5,954.5,946.5,10136.5,6787.5,4881.5,17534.5,2994.5,4915.5,1213.5,1029.5,985.5,965.5,934.5,933.5,15307.5,3133.5,4689.5,2967.5,2713.5,5525.5,,,929.5,905.5,,,967.5,941.5,15298.5,16850.5
1160,1146.0,1142.0,1020.0,991.0,974.0,987.0,22582.0,14683.0,19371.0,4366.0,41743.0,1746.0,1184.0,1076.0,985.0,972.0,954.0,961.0,5529.0,6743.0,7585.0,2718.0,2260.0,1580.0,1325.0,1154.0,1056.0,1034.0,1024.0,1049.0,3217.0,13375.0,3666.0,9143.0,6956.0,3720.0,1266.0,1123.0,1043.0,1052.0,1027.0,1006.0,19199.0,14269.0,15655.0,32154.0,5016.0,11927.0,1180.0,1044.0,972.0,961.0,964.0,954.0,10102.0,6761.0,4854.0,17485.0,2996.0,4967.0,1232.0,1035.0,993.0,976.0,943.0,941.0,15202.0,3121.0,4685.0,2975.0,2724.0,5536.0,,,944.0,917.0,,,986.0,939.0,15414.0,16796.0
1180,1149.0,1152.0,1047.0,995.0,981.0,996.0,22251.0,14739.0,19294.0,4440.0,41793.0,1763.0,1209.0,1089.0,991.0,986.0,960.0,987.0,5536.0,6771.0,7574.0,2717.0,2276.0,1600.0,1356.0,1176.0,1070.0,1048.0,1045.0,1070.0,3241.0,13433.0,3690.0,9174.0,7069.0,3865.0,1272.0,1129.0,1045.0,1060.0,1037.0,1014.0,19096.0,17565.0,15598.0,31962.0,4992.0,12055.0,1211.0,1046.0,977.0,978.0,983.0,962.0,10079.0,6774.0,4852.0,17365.0,3021.0,5009.0,1229.0,1051.0,1009.0,989.0,955.0,950.0,15154.0,3142.0,4700.0,2985.0,2737.0,5500.0,,,953.0,914.0,,,981.0,949.0,15175.0,17244.0
1200,1150.5,1167.5,1055.5,1014.5,993.5,1004.5,22821.5,14495.5,19717.5,4307.5,42074.5,1763.5,1209.5,1100.5,1014.5,982.5,975.5,984.5,5511.5,6758.5,7603.5,2727.5,2287.5,1620.5,1360.5,1186.5,1079.5,1067.5,1047.5,1064.5,3239.5,13339.5,3677.5,9120.5,7151.5,4740.5,1281.5,1139.5,1049.5,1073.5,1034.5,1018.5,19118.5,17322.5,15631.5,32027.5,5010.5,14553.5,1215.5,1069.5,995.5,988.5,988.5,975.5,10058.5,6764.5,4860.5,17453.5,3021.5,5063.5,1248.5,1055.5,1027.5,996.5,963.5,967.5,15161.5,3135.5,4724.5,2986.5,2760.5,5591.5,,,967.5,929.5,,,994.0,959.0,15865.0,16899.0
1220,1155.0,1182.0,1064.0,1018.0,999.0,1015.0,23165.0,15499.0,19945.0,4476.0,42345.0,1781.0,1220.0,1119.0,1016.0,1009.0,986.0,999.0,5510.0,6769.0,7571.0,2716.0,2290.0,1629.0,1380.0,1198.0,1094.0,1069.0,1062.0,1074.0,3265.0,13352.0,3726.0,9089.0,7260.0,5761.0,1291.0,1166.0,1067.0,1081.0,1046.0,1034.0,19052.0,17299.0,15650.0,32248.0,4995.0,11421.0,1233.0,1077.0,996.0,992.0,1000.0,985.0,9981.0,6765.0,4834.0,17412.0,3042.0,5103.0,1255.0,1067.0,1020.0,1009.0,977.0,966.0,15132.0,3134.0,4707.0,3025.0,2758.0,5567.0,,,981.0,948.0,,,1001.5,965.5,15685.5,17045.5
1240,1130.5,1193.5,1076.5,1028.5,1010.5,1015.5,23094.5,14304.5,20103.5,4372.5,42411.5,1803.5,1226.5,1125.5,1019.5,1009.5,990.5,997.5,5489.5,6765.5,7622.5,2739.5,2300.5,1646.5,1383.5,1210.5,1103.5,1076.5,1058.5,1095.5,3241.5,13348.5,3697.5,9126.5,7252.5,5621.5,1301.5,1167.5,1075.5,1085.5,1046.5,1032.5,18944.5,17320.5,15552.5,32177.5,5011.5,11994.5,1234.5,1084.5,999.5,1001.5,994.5,986.5,9920.5,6764.5,4831.5,17459.5,3047.5,5146.5,1286.5,1087.5,1026.5,1019.5,976.5,981.5,15083.5,3157.5,4714.5,3013.5,2777.5,5540.5,,,988.5,952.5,,,1007.5,979.5,15474.5,16980.5
1260,1122.5,1219.5,1080.5,1034.5,1012.5,1035.5,23003.5,13857.5,19727.5,4314.5,42451.5,1813.5,1227.5,1143.5,1035.5,1019.5,1000.5,1012.5,5500.5,6739.5,7627.5,2735.5,2312.5,1650.5,1386.5,1223.5,1114.5,1084.5,1071.5,1099.5,3266.5,13282.5,3713.5,9147.5,7288.5,7399.5,1306.5,1182.5,1085.5,1091.5,1072.5,1038.5,18935.5,17378.5,15479.5,32203.5,4991.5,11976.5,1254.5,1097.5,1017.5,1010.5,1018.5,1003.5,9901.5,6748.5,4853.5,17376.5,3050.5,5184.5,1297.5,1084.5,1044.5,1024.5,984.5,989.5,15083.5,3160.5,4724.5,3033.5,2789.5,5598.5,,,1010.5,964.5,,,1009.5,980.5,16065.5,17408.5
